English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Japanese Word
mir	0	0	0	0	0	0	0	0	0	0	ミル
miracle	0	1	0	0	1	0	1	0	1	1	奇跡
miraculous	0	0	0	0	1	0	1	0	1	0	奇跡的な
mirage	0	0	0	0	0	0	0	0	0	0	ミラージュ
mire	0	0	1	0	0	1	0	0	0	0	ぬかるみ
mirror	0	0	0	0	0	0	0	0	0	0	鏡
mirth	0	0	0	0	1	0	1	0	0	0	陽気
misappropriation	0	0	0	0	0	0	0	0	0	0	流用
misbehavior	1	0	1	0	0	1	0	0	1	0	不正行為
miscarriage	0	0	0	1	0	1	0	1	0	0	流産
miscellaneous	0	0	0	0	0	0	0	0	0	0	雑多な
miscellany	0	0	0	0	0	0	0	0	0	0	雑多
mischief	0	0	0	0	0	1	0	0	0	0	いたずら
mischievous	0	0	0	0	0	1	0	0	0	0	やんちゃな
misconception	1	0	1	1	0	1	0	0	0	0	誤解
misconduct	0	0	1	0	0	1	0	0	0	0	不正行為
misdemeanor	0	0	0	0	0	0	0	0	0	0	軽罪
miserable	1	0	1	0	0	1	0	1	0	0	惨め
miserably	0	0	0	0	0	1	0	1	0	0	惨めに
misery	1	0	1	1	0	1	0	1	0	0	悲惨
misfortune	0	0	0	1	0	1	0	1	0	0	不幸
misguided	0	0	1	0	0	1	0	0	0	0	見当違い
mishap	0	0	1	1	0	1	0	1	1	0	事故
misinformed	0	0	0	0	0	0	0	0	0	0	誤解された
misinterpretation	0	0	0	0	0	1	0	0	0	0	誤解
mislead	1	0	0	1	0	1	0	0	0	1	誤解を招く
misleading	1	0	1	0	0	1	0	0	0	0	誤解を招く
mismanagement	0	0	0	0	0	1	0	0	0	0	不当な管理
mismatch	0	0	0	0	0	1	0	0	0	0	ミスマッチ
mismatched	0	0	0	0	0	0	0	0	0	0	不一致
misnomer	0	0	0	0	0	1	0	0	0	0	誤称
misplace	1	0	1	0	0	1	0	0	0	0	置き忘れ
misplaced	0	0	0	0	0	1	0	0	0	0	置き忘れた
misrepresent	0	0	0	0	0	1	0	0	0	0	虚偽を伝える
misrepresentation	0	0	0	0	0	1	0	1	0	0	詐称
misrepresented	1	0	0	0	0	1	0	0	0	0	誤解された
miss	0	0	0	0	0	0	0	0	0	0	お嬢
missile	0	0	0	1	0	0	0	0	0	0	ミサイル
missing	0	0	0	1	0	1	0	1	0	0	ない
mission	0	0	0	0	0	0	0	0	0	0	ミッション
missionary	0	0	0	0	0	0	1	0	0	0	宣教師
misstatement	1	0	1	0	0	1	0	0	0	0	虚偽表示
mist	0	0	0	0	0	0	0	0	0	0	靄
mistake	0	0	0	0	0	1	0	1	0	0	間違い
mistaken	0	0	0	1	0	1	0	0	0	0	間違った
mister	0	0	0	0	0	0	0	0	0	0	ミスター
mistress	1	0	1	0	0	1	0	0	0	0	愛人
mistrust	0	0	1	1	0	1	0	0	0	0	不信
misty	0	0	0	0	0	0	0	0	0	0	霧深い
misunderstand	0	0	0	0	0	1	0	0	0	0	誤解する
misunderstanding	1	0	0	0	0	1	0	1	0	0	誤解
misuse	0	0	0	0	0	1	0	0	0	0	悪用
mite	0	0	1	0	0	1	0	0	0	0	ダニ
miter	0	0	0	0	0	0	0	0	0	0	マイター
mitigation	0	0	0	0	0	0	0	0	0	0	緩和
mix	0	0	0	0	0	0	0	0	0	0	ミックス
mixed	0	0	0	0	0	0	0	0	0	0	混合
mixture	0	0	0	0	0	0	0	0	0	0	混合
moan	0	0	0	1	0	0	0	1	0	0	うめき声
moat	0	0	0	0	0	0	0	0	0	1	堀
mob	1	0	0	1	0	1	0	0	0	0	暴徒
mobile	0	1	0	0	0	0	0	0	0	0	モバイル
mobility	0	0	0	0	0	0	0	0	0	0	可動性
mobilization	0	0	0	0	0	0	0	0	0	0	動員
mobilize	0	0	0	0	0	0	0	0	0	0	動員する
mockery	0	0	1	0	0	1	0	0	0	0	あざけり
mocking	1	0	1	0	0	1	0	1	0	0	あざける
modal	0	0	0	0	0	0	0	0	0	0	モーダル
modality	0	0	0	0	0	0	0	0	0	0	モダリティ
mode	0	0	0	0	0	0	0	0	0	0	モード
model	0	0	0	0	0	0	1	0	0	0	モデル
modeler	0	0	0	0	0	0	0	0	0	0	モデラ
moderate	0	0	0	0	0	0	1	0	0	0	適度
moderately	0	0	0	0	0	0	0	0	0	0	適度に
moderating	0	0	0	0	0	0	0	0	0	0	モデレート
moderation	0	0	0	0	0	0	0	0	0	0	節度
moderator	0	0	0	0	0	0	1	0	0	1	モデレータ
modern	0	0	0	0	0	0	0	0	0	0	モダン
modernism	0	0	0	0	0	0	0	0	0	0	モダニズム
modest	0	0	0	0	0	0	1	0	0	1	控えめ
modesty	0	0	0	0	0	0	1	0	0	0	謙虚
modicum	0	0	0	0	0	0	0	0	0	0	少し
modifiable	0	0	0	0	0	0	0	0	0	0	変更可能
modification	0	0	0	0	0	0	0	0	0	0	変形
modified	0	0	0	0	0	0	0	0	0	0	変更された
modify	0	0	0	0	0	0	0	0	1	0	変更
modulate	0	0	0	0	0	0	0	0	0	0	調節する
modulation	0	0	0	0	0	0	0	0	0	0	変調
module	0	0	0	0	0	0	0	0	0	0	モジュール
modulus	0	0	0	0	0	0	0	0	0	0	係数
mogul	0	0	0	0	0	0	0	0	0	0	大御所
moiety	0	0	0	0	0	0	0	0	0	0	部分
moist	0	0	0	0	0	0	0	0	0	0	しっとり
moisture	0	0	0	0	0	0	0	0	0	0	水分
molar	0	0	0	0	0	0	0	0	0	0	大臼歯
molasses	0	0	0	0	0	0	0	0	0	0	糖蜜
mold	0	0	0	0	0	0	0	0	0	0	型
molded	0	0	0	0	0	0	0	0	0	0	成形
molding	0	0	0	0	0	0	0	0	0	0	成形
moldy	0	0	0	0	0	0	0	0	0	0	かびの生えた
molecular	0	0	0	0	0	0	0	0	0	0	分子の
molecule	0	0	0	0	0	0	0	0	0	0	分子
molestation	1	0	1	1	0	1	0	1	0	0	痴漢
molten	0	0	0	0	0	0	0	0	0	0	溶けた
moment	0	0	0	0	0	0	0	0	0	0	一瞬
momentary	0	0	0	0	0	0	0	0	0	0	瞬間的な
momentous	0	0	0	0	0	0	0	0	0	0	重大
momentum	0	1	0	0	0	0	1	0	0	0	勢い
monad	0	0	0	0	0	0	0	0	0	0	モナド
monarch	0	0	0	0	0	0	0	0	0	0	君主
monarchy	0	0	0	0	0	0	0	0	0	0	君主制
monastery	0	0	0	0	0	0	0	0	0	0	修道院
monastic	0	0	0	0	0	0	0	0	0	0	修道士
monetary	0	1	0	0	0	0	1	0	0	0	金銭的な
money	1	1	0	0	1	0	1	0	1	1	お金
monk	0	0	0	0	0	0	1	0	0	1	モンク
monkey	0	0	0	0	0	0	0	0	0	0	猿
monochrome	0	0	1	0	0	1	0	0	0	0	モノクロ
monogamy	0	0	0	0	0	0	0	0	0	1	一夫一婦制
monogram	0	0	0	0	0	0	0	0	0	0	モノグラム
monograph	0	0	0	0	0	0	0	0	0	0	モノグラフ
monolayer	0	0	0	0	0	0	0	0	0	0	単層
monologue	0	0	0	0	0	0	0	0	0	0	モノローグ
monopolist	0	0	0	0	0	1	0	0	0	0	独占者
monopoly	0	0	0	0	0	0	0	0	0	0	独占
monotony	0	0	0	0	0	0	0	0	0	0	単調
monsoon	0	0	0	0	0	1	0	1	0	0	モンスーン
monster	0	0	0	1	0	1	0	0	0	0	モンスター
monstrosity	1	0	1	1	0	1	0	0	1	0	怪物
monte	0	0	0	0	0	0	0	0	0	0	モンテ
month	0	0	0	0	0	0	0	0	0	0	月
monthly	0	0	0	0	0	0	0	0	0	0	毎月
monument	0	0	0	0	0	0	1	0	0	0	記念碑
monumental	0	0	0	0	0	0	0	0	0	0	記念碑的な
moo	0	0	0	0	0	0	0	0	0	0	ムー
moods	0	0	0	0	0	0	0	0	0	0	気分
moody	1	0	0	0	0	1	0	1	0	0	不機嫌な
moon	0	0	0	0	0	0	0	0	0	0	月
moonlight	0	0	0	0	0	0	0	0	0	0	月光
moored	0	0	0	0	0	0	0	0	0	0	係留された
mooring	0	0	0	0	0	0	0	0	0	0	係留
moorings	0	0	0	0	0	0	0	0	0	1	係留
moorland	0	0	0	0	0	0	0	0	0	0	ムーアランド
moose	0	0	0	0	0	0	0	0	0	0	ムース
moot	0	0	0	0	0	1	0	0	0	0	つまらない
mooted	0	0	0	0	0	0	0	0	0	0	物議をかもした
mop	0	0	0	0	0	0	0	0	0	0	モップ
moral	1	0	0	0	0	0	1	0	0	1	道徳の
morality	0	0	0	0	0	0	1	0	0	1	道徳
morals	1	1	1	0	1	0	1	0	1	1	道徳
morass	0	0	0	0	0	0	0	0	0	0	泥沼
moratorium	0	0	0	0	0	0	0	0	0	0	モラトリアム
morbid	0	0	0	0	0	1	0	1	0	0	病的な
morbidity	1	0	1	1	0	1	0	1	0	0	罹患率
morgue	0	0	1	1	0	1	0	1	0	0	遺体安置所
moribund	0	0	0	0	0	1	0	1	0	0	瀕死
morn	0	1	0	0	0	0	0	0	0	0	朝
morning	0	0	0	0	0	0	0	0	0	0	朝
moron	0	0	0	0	0	1	0	0	0	0	バカ
moronic	0	0	0	0	0	1	0	0	0	0	ばかげた
morphine	0	0	0	0	0	0	0	0	0	0	モルヒネ
morphism	0	0	0	0	0	0	0	0	0	0	モーフィズム
morphology	0	0	0	0	0	0	0	0	0	0	形態学
morrow	0	1	0	0	0	0	0	0	0	0	明日
morsel	0	0	0	0	0	1	0	0	0	0	一口
mortal	0	0	0	0	0	1	0	0	0	0	致命的な
mortality	1	0	0	1	0	1	0	1	0	0	死亡
mortar	0	0	0	0	0	0	1	0	0	0	モルタル
mortgage	0	0	0	1	0	0	0	0	0	0	モーゲージ
mortgagee	0	0	0	0	0	0	0	0	0	1	抵当権者
mortgagor	0	0	0	1	0	0	0	0	0	0	住宅ローン
mortification	0	1	1	1	0	1	0	1	0	0	苦行
mortuary	0	0	0	1	0	1	0	1	0	0	遺体安置所
mosaic	0	0	0	0	0	0	0	0	0	0	モザイク
mosquito	1	0	1	0	0	1	0	0	0	0	蚊
moss	0	0	0	0	0	0	0	0	0	0	モス
mossy	0	0	0	0	0	0	0	0	0	0	苔むした
mote	0	0	0	0	0	0	0	0	0	0	モテ
moth	0	0	0	0	0	0	0	0	0	0	蛾
mother	0	1	0	0	1	1	1	1	0	1	母親
motherhood	0	0	0	0	1	0	1	0	0	1	母性
motion	0	1	0	0	0	0	0	0	0	0	モーション
motionless	0	0	0	0	0	0	0	0	0	0	動かない
motive	0	0	0	0	0	0	1	0	0	0	動かす
motley	0	0	0	0	0	0	0	0	0	0	雑多
motor	0	0	0	0	0	0	0	0	0	0	モーター
motorbike	0	0	0	0	0	0	0	0	0	0	バイク
motorcycle	0	0	0	0	0	0	0	0	0	0	オートバイ
motte	0	0	0	0	0	0	0	0	0	0	モッテ
mottled	0	0	0	0	0	0	0	0	0	0	まだらの
motto	0	0	0	0	0	0	0	0	0	0	モットー
mould	0	0	0	0	0	0	0	0	0	0	型
mound	0	0	0	0	0	0	0	0	0	0	マウンド
mount	0	0	0	0	0	0	0	0	0	0	マウント
mountain	0	1	0	0	0	0	0	0	0	0	山
mountaineer	0	0	0	0	0	0	0	0	0	0	登山家
mountainous	0	0	0	0	0	0	0	0	0	0	山岳的な
mourn	0	0	0	0	0	1	0	1	0	0	嘆く
mournful	1	0	0	1	0	1	0	1	0	0	悲しげな
mourning	0	0	0	0	0	1	0	1	0	0	喪
mouse	0	0	0	0	0	0	0	0	0	0	ねずみ
moustache	0	0	0	0	0	0	0	0	0	0	口ひげ
mouth	0	0	0	0	0	0	0	0	1	0	口
mouthful	0	0	1	0	0	0	0	0	0	0	一口
mouthpiece	0	0	0	0	0	0	0	0	0	0	マウスピース
movable	0	0	0	0	0	0	1	0	0	0	可動
move	0	0	0	0	0	0	0	0	0	0	動く
movement	0	0	0	0	0	0	0	0	0	0	動き
mover	0	0	0	0	0	0	1	0	0	0	ムーバー
movie	0	0	0	0	0	0	0	0	0	0	映画
moving	0	0	0	0	0	0	0	0	0	0	動く
mow	0	0	0	0	0	0	0	0	0	0	刈る
muck	0	0	1	0	0	1	0	0	0	0	くそ
mucous	0	0	1	0	0	0	0	0	0	0	粘液
mucus	0	0	1	0	0	0	0	0	0	0	粘液
mud	0	0	0	0	0	1	0	0	0	0	泥
muddle	0	0	0	0	0	1	0	0	0	0	混乱する
muddled	0	0	0	0	0	1	0	0	0	0	混乱した
muddy	0	0	1	0	0	1	0	0	0	0	泥だらけ
muff	1	0	1	0	0	1	0	0	0	0	マフ
muffled	0	0	0	0	0	0	0	0	0	0	こもった
muffler	0	0	0	0	0	0	0	0	0	0	マフラー
mug	1	0	0	1	0	1	1	1	0	0	マグ
mule	1	0	0	0	0	1	0	0	0	1	ラバ
multilateral	0	0	0	0	0	0	0	0	0	0	多国間
multiple	0	0	0	0	0	0	0	0	0	0	多数
multiplex	0	0	0	0	0	0	0	0	0	0	マルチプレックス
multiplication	0	0	0	0	0	0	0	0	0	0	乗算
multiplicity	0	0	0	0	0	0	0	0	0	0	多重度
multiplied	0	0	0	0	0	0	0	0	0	0	掛けた
multiplier	0	0	0	0	0	0	0	0	0	0	乗数
multiply	0	0	0	0	0	0	0	0	0	0	かける
multitude	0	0	0	0	0	0	0	0	0	0	多数
mum	0	0	0	1	0	1	0	0	0	0	お母さん
mumble	0	0	0	0	0	1	0	0	0	0	つぶやく
mummy	0	0	0	0	0	0	0	0	0	0	ミイラ
mumps	0	0	0	0	0	1	0	0	0	0	おたふくかぜ
munch	0	0	0	0	0	0	0	0	0	0	ムンク
mundane	0	0	0	0	0	0	0	0	0	0	ありふれた
municipal	0	0	0	0	0	0	0	0	0	0	市町村
municipality	0	0	0	0	0	0	0	0	0	0	自治体
mural	0	0	0	0	0	0	0	0	0	0	壁画
murder	1	0	1	1	0	1	0	1	1	0	殺人
murderer	1	0	1	1	0	1	0	1	0	0	殺人者
murderous	1	0	1	1	0	1	0	1	1	0	殺人的な
murky	0	0	1	0	0	1	0	1	0	0	濁った
murmur	0	0	0	0	0	0	0	0	0	0	つぶやく
muscle	0	0	0	0	0	0	0	0	0	0	筋
muscular	0	0	0	0	0	0	1	0	0	0	筋肉質
muse	0	0	0	0	0	0	0	0	0	0	ミューズ
muses	0	0	0	0	0	0	0	0	0	0	ミューズ
museum	0	0	0	0	0	0	0	0	0	0	美術館
mush	0	0	0	0	0	0	0	0	0	0	どろどろ
mushroom	0	0	0	0	0	0	0	0	0	0	キノコ
music	0	0	0	0	1	0	1	1	0	0	音楽
musical	1	1	0	0	1	0	1	1	1	1	ミュージカル
musician	0	0	0	0	0	0	0	0	0	0	音楽家
musing	0	0	0	0	0	0	0	0	0	0	物思いに耽る
musk	0	0	0	0	0	0	0	0	0	0	ムスク
musket	0	0	0	1	0	0	0	0	0	0	マスケット銃
muslin	0	0	0	0	0	0	0	0	0	0	モスリン
muss	0	0	0	0	0	1	0	0	0	0	ムス
mustang	0	0	0	0	0	0	0	0	0	0	ムスタング
mustard	0	0	0	0	0	0	0	0	0	0	マスタード
muster	0	0	0	0	0	0	0	0	0	0	召集
musty	0	0	1	0	0	1	0	0	0	0	かび臭い
mutable	0	1	0	0	0	0	1	0	0	0	可変
mutant	0	0	0	0	0	1	0	0	0	0	ミュータント
mutation	0	0	0	0	0	0	0	0	0	0	突然変異
mutilated	0	0	1	0	0	1	0	0	0	0	切断された
mutilation	1	0	1	1	0	1	0	1	0	0	切断
mutiny	1	0	1	1	0	1	0	0	1	0	反乱
mutter	1	0	0	0	0	1	0	0	0	0	つぶやく
mutton	0	0	0	0	0	0	0	0	0	0	マトン
mutual	0	0	0	0	0	0	1	0	0	0	共通の
mutually	0	0	0	0	0	0	0	0	0	0	互いに
muzzle	0	0	0	1	0	1	0	0	0	0	銃口
myopia	1	0	0	0	0	1	0	1	0	0	近視
myopic	0	0	0	0	0	0	0	0	0	0	近視の
myriad	0	0	0	0	0	0	0	0	0	0	無数の
mysterious	0	1	0	1	0	0	0	0	1	0	神秘的な
mystery	0	1	0	0	0	0	0	0	1	0	神秘
mystic	0	0	0	0	0	0	0	0	1	0	神秘的な
mystical	0	0	0	0	0	0	0	0	0	0	神秘的な
mysticism	0	0	0	0	0	0	0	0	0	0	神秘主義
myth	0	0	0	0	0	0	0	0	0	0	神話
mythic	0	0	0	0	0	0	0	0	0	0	神話的な
mythical	0	0	0	0	0	0	0	0	0	0	神話的な
mythological	0	0	0	0	0	0	0	0	0	0	神話的な
mythology	0	0	0	0	0	0	0	0	0	0	神話
nab	0	0	0	0	0	1	0	0	1	0	ナブ
nadir	0	0	0	0	0	1	0	0	0	0	天底
nag	1	0	0	0	0	1	0	0	0	0	しつこい
nail	0	0	0	0	0	0	0	0	0	0	爪
naive	0	0	0	0	0	1	0	0	0	0	ナイーブ
naked	0	0	0	0	0	0	0	0	0	0	裸
named	0	0	0	0	0	0	0	0	0	0	命名された
nameless	0	0	1	0	0	1	0	0	0	0	名無し
namesake	0	0	0	0	0	0	0	0	0	0	同名
naming	0	0	0	0	0	0	0	0	0	0	ネーミング
nanny	0	0	0	0	0	0	0	0	0	0	乳母
nanometer	0	0	0	0	0	0	0	0	0	0	ナノメートル
nap	0	0	0	0	1	0	1	0	0	0	昼寝
nape	0	0	0	0	0	0	0	0	0	0	うなじ
napkin	0	0	0	0	0	0	0	1	0	0	ナプキン
napping	0	0	0	0	0	0	0	0	0	0	昼寝
nappy	0	0	1	0	0	1	0	0	0	0	おむつ
narcotic	0	0	0	0	0	1	0	0	0	0	麻薬
narrate	0	0	0	0	0	0	0	0	0	0	語る
narration	0	0	0	0	0	0	0	0	0	0	ナレーション
narrative	0	0	0	0	0	0	0	0	0	0	物語
narrator	0	0	0	0	0	0	0	0	0	0	ナレーター
narrow	0	0	0	0	0	0	0	0	0	0	狭い
narrowing	0	0	0	0	0	0	0	0	0	0	狭まる
nascent	0	1	0	0	0	0	0	0	0	0	新生
nasty	1	0	1	1	0	1	0	1	0	0	汚い
natal	0	0	0	0	0	0	0	0	0	0	出生
nation	0	0	0	0	0	0	0	0	0	1	国家
national	0	0	0	0	0	0	0	0	0	0	全国
nationality	0	0	0	0	0	0	0	0	0	0	国籍
native	0	0	0	0	0	0	0	0	0	0	ネイティブ
nativity	0	0	0	0	0	0	0	0	0	0	降誕
naturalist	0	0	0	0	0	0	1	0	0	0	自然主義者
naturalization	0	0	0	0	0	0	0	0	0	0	帰化
naturalized	0	0	0	0	0	0	0	0	0	0	帰化した
naturally	0	0	0	0	0	0	0	0	0	0	当然
nature	0	0	0	0	0	0	0	0	0	0	自然
naught	0	0	0	0	0	0	0	0	0	0	何もない
naughty	0	0	0	0	0	1	0	0	0	0	いたずら
nausea	0	0	1	0	0	1	0	0	0	0	吐き気
nauseous	0	0	1	0	0	1	0	1	0	0	吐き気
nautical	0	0	0	0	0	0	0	0	0	0	航海の
naval	0	0	0	0	0	0	0	0	0	0	海軍
nave	0	0	0	0	0	0	0	0	0	0	身廊
navel	0	0	0	0	0	0	0	0	0	0	へそ
navigable	0	1	0	0	0	0	1	0	0	0	ナビゲート可能
navigate	0	0	0	0	0	0	0	0	0	0	ナビゲートする
navigation	0	0	0	0	0	0	0	0	0	0	ナビゲーション
navigator	0	1	0	0	0	0	0	0	0	1	ナビゲーター
navy	0	0	0	0	0	0	0	0	0	0	海軍
nay	0	0	0	0	0	1	0	0	0	0	いや
neatly	0	0	0	0	0	0	1	0	0	0	きれいに
nebula	0	0	0	0	0	0	0	0	0	0	星雲
nebulae	0	0	0	0	0	0	0	0	0	0	星雲
nebulous	0	0	0	0	0	0	0	0	0	0	漠然とした
necessarily	0	0	0	0	0	0	0	0	0	0	必要な
necessitate	0	0	0	0	0	0	0	0	0	0	必要とする
necessities	0	0	0	0	0	0	0	0	0	0	必需品
necessity	0	0	0	0	0	0	0	1	0	0	必要性
neck	0	0	0	0	0	0	0	0	0	0	首
necklace	0	0	0	0	0	0	0	0	0	0	ネックレス
necrosis	0	0	0	0	0	0	0	0	0	0	壊死
nectar	0	0	0	0	0	0	1	0	0	0	ネクター
needful	0	0	0	0	0	1	0	0	0	0	必要な
needle	0	0	0	0	0	0	1	0	0	0	針
needless	0	0	0	0	0	0	0	0	0	0	不必要
needy	0	0	0	0	0	1	0	0	0	0	貧しい
nefarious	0	0	1	1	0	1	0	1	1	0	邪悪な
negation	1	0	0	0	0	1	0	0	0	0	否定
negative	0	0	0	0	0	1	0	1	0	0	ネガティブ
neglect	0	0	0	0	0	1	0	0	0	0	忘れる
neglected	1	0	1	0	0	1	0	1	0	0	無視された
neglecting	0	0	0	0	0	1	0	0	0	0	無視
negligence	0	0	0	0	0	1	0	0	0	0	過失
negligent	0	0	0	0	0	1	0	0	0	0	やる気のない
negligently	0	0	0	0	0	1	0	0	0	0	過失
negligible	0	0	0	0	0	0	0	0	0	0	無視できる
negotiate	0	0	0	0	0	0	1	0	0	1	交渉
negotiation	0	0	0	0	0	0	0	0	0	0	交渉
negotiator	0	0	0	0	0	0	1	0	0	0	交渉人
negro	0	0	0	0	0	1	0	1	0	0	黒人
neigh	0	0	0	0	0	0	0	0	0	0	いななき
neighbor	0	1	0	0	0	0	1	0	0	1	近所の人
neighborhood	0	1	0	0	0	0	0	0	0	0	近所
neighboring	0	0	0	0	0	0	0	0	0	0	隣接
neonatal	0	0	0	0	0	0	0	0	0	0	新生児
neophyte	0	0	0	0	0	0	0	0	0	0	初心者
neoprene	0	0	0	0	0	0	0	0	0	0	ネオプレン
nephew	0	0	0	0	0	0	0	0	0	0	甥
nepotism	1	0	1	0	0	1	0	1	0	0	縁故主義
nerve	0	0	0	0	0	0	1	0	0	0	神経
nervous	0	1	0	1	0	1	0	0	0	0	緊張
nervousness	0	0	0	1	0	0	0	0	0	0	緊張感
ness	0	0	0	0	0	0	0	0	0	0	ネス
nest	0	0	0	0	0	0	0	0	0	1	ネスト
nestle	0	0	0	0	0	0	1	0	0	1	寄り添う
nestling	0	0	0	0	0	0	0	0	0	0	寄り添う
net	0	0	0	0	0	0	0	0	0	0	ネット
nether	1	0	0	1	0	1	0	1	0	0	ネザー
netting	0	0	0	0	0	0	0	0	0	0	ネッティング
nettle	1	0	1	0	0	1	0	0	0	0	イラクサ
network	0	1	0	0	0	0	0	0	0	0	通信網
neuralgia	0	0	0	1	0	1	0	1	0	0	神経痛
neurology	0	0	0	0	0	0	0	0	0	0	神経学
neurosis	0	0	0	1	0	1	0	1	0	0	神経症
neurotic	0	0	1	1	0	1	0	0	0	0	神経症
neuter	0	0	0	0	0	0	0	0	0	0	中性
neutral	0	1	0	0	0	0	0	0	0	1	中性
neutrality	0	0	0	0	0	0	0	0	0	1	中立
neutralize	0	0	0	0	0	0	0	0	0	0	中和する
newborn	0	0	0	0	0	0	0	0	0	0	新生児
newcomer	0	0	0	1	0	0	0	0	1	0	新人
newly	0	0	0	0	0	0	0	0	0	0	新たに
newness	0	0	0	0	0	0	0	0	0	0	新しさ
news	0	0	0	0	0	0	0	0	0	0	ニュース
newspaper	0	0	0	0	0	0	0	0	0	0	新聞
newsstand	0	0	0	0	0	0	0	0	0	0	ニューススタンド
nib	0	0	0	0	0	0	0	0	0	0	ニブ
nibble	0	0	0	0	0	0	0	0	0	0	かじる
niche	0	0	0	0	0	0	0	0	0	0	適所
nichts	0	0	0	0	0	0	0	0	0	0	ニッチ
nick	0	0	0	0	0	0	0	0	0	0	ニック
nickel	0	0	0	0	0	0	0	0	0	0	ニッケル
nickname	0	0	0	0	0	0	0	0	0	0	ニックネーム
nicotine	0	0	1	0	0	1	0	0	0	0	ニコチン
niece	0	0	0	0	0	0	0	0	0	0	姪
nigh	0	0	0	0	0	0	0	0	0	0	近い
night	0	0	0	0	0	0	0	0	0	0	夜
nightfall	0	0	0	0	0	0	0	0	0	0	日暮れ
nightingale	0	0	0	0	0	0	0	0	0	0	ナイチンゲール
nightmare	0	0	0	1	0	1	0	0	0	0	悪夢
nihilism	0	0	0	0	0	1	0	0	0	0	ニヒリズム
nil	0	0	0	0	0	0	0	0	0	0	なし
nimble	0	0	0	0	0	0	0	0	0	0	軽快
ninety	0	0	0	0	0	0	0	0	0	0	90
ninth	0	0	0	0	0	0	0	0	0	0	9番目
nip	0	0	0	0	0	0	0	0	0	0	ニップ
nipple	0	0	0	0	0	0	0	0	0	0	乳首
nix	0	0	0	0	0	0	0	0	0	0	ニックス
nobility	0	1	0	0	0	0	1	0	0	1	貴族
noble	0	0	0	0	0	0	1	0	0	1	ノーブル
nobleman	0	0	0	0	0	0	1	0	0	1	貴族
nocturnal	0	0	0	0	0	0	0	0	0	0	夜行性
nod	0	0	0	0	0	0	0	0	0	0	うなずく
nodding	0	0	0	0	0	0	0	0	0	0	うなずく
node	0	0	0	0	0	0	0	0	0	0	ノード
nodular	0	0	0	0	0	0	0	0	0	0	結節性
nodule	0	0	0	0	0	0	0	0	0	0	結節
noise	0	0	0	0	0	1	0	0	0	0	ノイズ
noisy	1	0	0	0	0	1	0	0	0	0	うるさい
nomad	0	0	0	0	0	0	0	0	0	0	遊牧民
nomadic	0	0	0	0	0	0	0	0	0	0	遊牧民
nomenclature	0	0	0	0	0	0	0	0	0	0	命名法
nominal	0	0	0	0	0	0	0	0	0	0	公称
nominate	0	0	0	0	0	0	0	0	0	0	ノミネート
nomination	0	0	0	0	0	0	1	0	0	0	指名
nominee	0	0	0	0	0	0	0	0	0	0	候補者
nonce	0	0	0	0	0	0	0	0	0	0	ナンス
noncompliance	1	1	0	1	0	1	0	1	0	0	コンプライアンス違反
nondescript	0	0	0	0	0	0	0	0	0	0	何の変哲もない
nonexistent	0	0	0	0	0	0	0	0	0	0	存在しない
nonpayment	0	0	0	0	0	0	0	0	0	0	不払い
nonresident	0	0	0	0	0	0	0	0	0	0	非居住者
nonsense	0	0	0	0	0	1	0	0	0	0	ナンセンス
nonsensical	0	0	0	0	0	1	0	1	0	0	無意味な
noodle	0	0	0	0	0	0	0	0	0	0	麺
nook	0	0	0	0	0	0	0	0	0	0	隅
noon	0	0	0	0	0	0	0	0	0	0	昼
noose	0	0	0	0	0	1	0	1	0	0	縄
norm	0	0	0	0	0	0	0	0	0	0	ノルム
normal	0	0	0	0	0	0	0	0	0	0	正常
normalcy	0	0	0	0	0	0	0	0	0	0	正常
normality	0	0	0	0	0	0	1	0	0	0	正常
nose	0	0	1	0	0	0	0	0	0	0	鼻
nostalgia	0	0	0	0	0	0	0	0	0	0	懐かしさ
nostril	0	0	0	0	0	0	0	0	0	0	鼻孔
notable	0	0	0	0	1	0	1	0	0	1	注目に値する
notables	0	0	0	0	0	0	1	0	0	0	著名人
notably	0	0	0	0	0	0	0	0	0	0	特に
notary	0	0	0	0	0	0	0	0	0	1	公証人
notation	0	0	0	0	0	0	0	0	0	0	表記
notch	0	0	0	0	0	0	0	0	0	0	ノッチ
notched	0	0	0	0	0	0	0	0	0	0	ノッチ付き
note	0	0	0	0	0	0	0	0	0	0	ノート
notebook	0	0	0	0	0	0	0	0	0	0	ノート
noted	0	0	0	0	0	0	1	0	0	0	了解しました
noteworthy	0	0	0	0	0	0	0	0	0	0	注目に値する
nothingness	0	0	0	0	0	1	0	1	0	0	虚無
notice	0	0	0	0	0	0	0	0	0	0	知らせ
noticeable	0	0	0	0	0	0	0	0	0	0	目立つ
notification	0	1	0	0	0	0	0	0	0	0	通知
notify	0	0	0	0	0	0	0	0	0	0	通知する
notion	0	0	0	0	0	0	1	0	0	0	概念
notional	0	0	0	0	0	0	0	0	0	0	概念的な
notoriety	1	0	1	1	0	1	1	0	0	0	悪評
notwithstanding	0	0	0	0	0	0	0	0	0	0	にも関わらず
nought	0	0	0	0	0	0	0	0	0	0	何もない
noun	0	0	0	0	0	0	0	0	0	0	名詞
