English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Yiddish Word
interferometer	0	0	0	0	0	0	0	0	0	0	ינטערפעראָמעטער
interim	0	1	0	0	0	0	0	0	0	0	ינטערים
interior	0	0	1	0	0	0	1	0	0	1	ינלענדיש
interlocutory	0	0	0	0	0	0	1	0	0	0	ינטערלאַקיאַטערי
interlude	0	0	0	0	0	0	1	0	0	0	ינטערלוד
intermediary	0	0	0	0	0	0	0	0	0	0	ינטערמידיערי
intermediate	0	0	0	0	0	0	0	0	0	0	ינטערמידייט
interment	0	0	0	0	0	1	0	1	0	0	ינטערמענט
interminable	1	1	0	0	0	1	1	0	0	0	אינטערמאַנאַבאַל
intermission	0	1	0	0	0	0	0	0	0	0	ינטערמיסיע
intermittent	0	0	0	0	0	0	0	0	0	0	ינטערמיטאַנט
intern	0	0	0	0	0	0	0	0	0	0	intern
internal	0	0	0	0	0	0	0	0	0	0	ינערלעך
internally	0	0	0	0	0	0	0	0	0	0	אינעווייניק
international	0	0	0	0	0	0	0	0	0	0	אינטערנאַציאָנאַלע
interpolate	0	0	0	0	0	0	0	0	0	0	ינטערפּאָלאַטע
interpolation	0	0	0	0	0	0	0	0	0	0	ינטערפּאָלאַטיאָן
interpret	0	0	0	0	0	0	0	0	0	0	טייַטשן
interpretation	0	0	0	0	0	0	0	0	0	0	ינטערפּריטיישאַן
interpreter	0	0	0	0	0	0	0	0	0	0	איבערזעצער
interrelated	0	0	0	0	0	0	0	0	0	0	ינטעררילייטיד
interrogate	0	0	0	1	0	0	0	0	0	0	אויספרעגן
interrogation	0	0	0	1	0	0	0	0	0	0	אויספאָרשונג
interrupt	1	0	0	0	0	1	0	0	1	0	יבעררייַסן
interrupted	0	0	0	0	0	1	0	1	0	0	ינטעראַפּטיד
interruption	0	0	0	0	0	0	0	0	0	0	יבעררייַס
intersect	0	0	0	0	0	0	0	0	0	0	ינטערסעקט
intersection	0	0	0	0	0	0	0	0	0	0	ינטערסעקשאַן
interstitial	0	0	0	0	0	0	0	0	0	0	ינטערסטיטיאַל
interval	0	0	0	0	0	0	0	0	0	0	מעהאַלעך
intervening	0	0	0	0	0	0	0	0	0	0	ינערווענינג
intervention	0	0	0	0	0	1	1	1	0	0	אריינמישונג
interview	0	0	0	0	0	0	0	0	0	0	אינטערוויו
interviewer	0	0	0	1	0	0	0	0	0	0	אינטערוויוער
interworking	0	0	0	0	0	0	0	0	0	0	ינטערווערקינג
intestate	0	0	0	0	0	1	0	0	0	0	ינטעסטאַטע
intestinal	0	0	1	0	0	0	0	0	0	0	ינטעסטאַנאַל
intestine	0	0	0	0	0	0	0	0	0	0	קישקע
intestines	0	0	0	0	0	0	0	0	0	0	געדערעם
intimacy	0	0	0	0	0	0	0	0	0	0	ינטימאַסי
intimate	0	1	0	0	1	0	1	0	0	1	אָנווינקען
intimately	0	1	0	1	1	0	0	0	0	0	ינטאַמאַטיק
intimation	0	0	0	0	0	0	0	0	0	0	אָנצינדונג
intimidate	0	0	0	1	0	1	0	0	0	0	אָנשרעקן
intimidation	1	0	0	1	0	1	0	0	0	0	ינטימידיישאַן
intolerable	1	0	0	0	0	1	0	0	0	0	ניט פאַרטראָגן
intolerance	1	0	1	1	0	1	0	0	0	0	ינטאַלעראַנס
intolerant	1	0	1	1	0	1	0	1	0	0	ינטאַלעראַנט
intonation	0	0	0	0	0	0	1	0	0	0	ינטאַניישאַן
intoxicated	0	0	1	0	0	1	0	0	0	0	שיכור
intoxication	0	0	0	0	0	0	0	0	0	0	ינטאַקסאַקיישאַן
intractable	1	0	0	0	0	1	0	0	0	0	ינטראַקטאַבאַל
intramural	0	0	0	0	0	0	0	0	0	0	ינטראַמעראַל
intrepid	0	0	0	0	0	0	1	0	0	0	ומדערשראָקן
intricate	0	0	0	0	0	0	0	0	0	0	קאָמפּליצירט
intrigue	0	1	0	1	0	1	0	0	1	0	ינטריג
intriguing	0	0	0	0	0	0	0	0	0	0	ינטריגינג
intrinsic	0	0	0	0	0	0	0	0	0	0	ינטרינסיק
intrinsically	0	0	0	0	0	0	0	0	0	0	ינטרינסיקאַללי
introduction	0	0	0	0	0	0	0	0	0	0	הקדמה
introductory	0	0	0	0	0	0	0	0	0	0	ינטראַדאַקטערי
introspection	0	0	0	0	0	0	0	0	0	0	ינטראָוספּעקשאַן
introspective	0	0	0	0	0	0	0	0	0	0	ינטראָספּעקטיוו
intruder	1	0	0	1	0	1	0	0	1	0	ינטרודער
intrusion	0	0	0	1	0	1	0	0	0	0	ינטרוזשאַן
intrusive	1	0	1	1	0	1	0	0	1	0	ינטרוסיוו
intuition	0	0	0	0	0	0	1	0	0	1	אינטואיציע
intuitive	0	0	0	0	0	0	1	0	0	0	ינטואַטיוו
intuitively	0	1	0	0	0	0	0	0	0	0	ינטואַטיוולי
inundation	0	0	0	0	0	0	0	0	0	0	אינאנדאציע
invade	1	0	0	1	0	1	0	1	1	0	באַפאַלן
invader	1	0	0	1	0	1	0	1	0	0	ינוויידער
invalid	0	0	0	0	0	0	0	1	0	0	פאַרקריפּלט
invalidate	0	0	0	0	0	1	0	0	0	0	פאַרקריפּלט
invalidation	0	0	0	0	0	1	0	0	0	0	ינוואַלאַדיישאַן
invalidity	0	0	0	0	0	1	0	0	0	0	אומגילטיקייט
invaluable	0	0	0	0	0	0	0	0	0	0	ינוואַליאַבאַל
invariably	0	0	0	0	0	0	1	0	0	0	אייביג
invasion	1	0	0	0	0	1	0	0	0	0	ינוואַזיע
invent	0	0	0	0	0	0	0	0	0	0	אויסטראַכטן
invention	0	0	0	0	0	0	0	0	0	0	דערפינדונג
inventive	0	0	0	0	0	0	1	0	0	0	ינווענטיוו
inventor	0	0	0	0	0	0	1	0	0	0	ינווענטאָר
inventory	0	0	0	0	0	0	0	0	0	0	ינוואַנטאָרי
inverse	0	0	0	0	0	0	0	0	0	0	פאַרקערט
inversely	0	0	0	0	0	0	0	0	0	0	פאַרקערט
inversion	0	0	0	0	0	0	0	0	0	0	ינווערזשאַן
invert	0	0	0	0	0	0	0	0	0	0	יבערקערן
inverted	0	0	0	0	0	0	0	0	0	0	פאַרקערט
investigate	0	0	0	0	0	0	1	0	0	0	פאָרשן
investigation	0	1	0	0	0	0	0	0	0	0	ויספאָרשונג
investigator	0	0	0	0	0	0	0	0	0	0	ינוועסטאַגייטער
investor	0	0	0	0	0	0	0	0	0	0	ינוועסטער
invigorate	0	0	0	0	0	0	1	0	0	0	באַפרייען
invincible	0	0	0	0	0	0	0	0	0	0	ינווינסאַבאַל
invisibility	0	0	0	0	0	0	0	0	0	0	ומזעיק
invisible	0	0	0	0	0	0	0	0	0	0	ומזעיק
invitation	0	1	0	0	0	0	1	0	0	0	פאַרבעטונג
invite	0	1	0	0	1	0	1	0	1	1	פאַרבעטן
inviting	0	1	0	0	1	0	1	0	1	1	ינווייטינג
invocation	0	1	0	0	0	0	0	0	0	1	ינוואָקאַטיאָן
invoice	0	0	0	0	0	0	0	0	0	0	ינווויס
invoke	0	1	0	0	0	0	0	0	0	0	אָנרופן
involuntary	0	0	0	0	0	1	0	0	0	0	ינוואַלאַנטערי
involution	1	0	0	0	0	1	0	0	0	0	אינוואלוציע
involvement	1	0	0	0	0	0	0	0	0	0	ינוואַלוומאַנט
inwards	0	0	0	0	0	0	0	0	0	0	אינעווייניק
iota	0	0	0	0	0	0	0	0	0	0	יאָטאַ
irate	1	0	0	0	0	1	0	0	0	0	צעריסן
ire	1	0	0	0	0	1	0	0	0	0	ire
iridescent	0	0	0	0	0	0	0	0	0	0	ירידאַסאַנט
iris	0	0	0	1	0	0	0	0	0	0	יריס
iron	0	0	0	0	0	0	1	0	0	1	אייַזן
ironic	0	0	0	0	0	0	0	0	0	0	ייראַניק
irons	0	0	0	0	0	1	0	0	0	0	ייערנז
irony	0	0	0	0	0	0	0	0	0	0	געשפּעט
irradiation	0	0	0	0	0	0	0	0	0	0	יריידייישאַן
irrational	0	0	1	1	0	1	0	0	0	0	יראַשאַנאַל
irrationality	0	0	0	0	0	1	0	0	0	0	יראַשאַנאַליטי
irreconcilable	1	0	0	1	0	1	0	1	0	0	אומגליקלעך
irreducible	0	0	0	0	0	0	1	0	0	0	ירידוסאַבאַל
irrefutable	0	0	0	0	0	0	1	0	0	1	ירעפיוטאַבאַל
irregular	0	0	0	0	0	1	0	0	0	0	ירעגיאַלער
irregularity	0	0	0	0	0	1	0	0	0	0	ירעגיאַלעראַטי
irregularly	0	0	0	0	0	0	0	0	0	0	ירעגיאַלערלי
irrelevant	0	0	0	0	0	1	0	0	0	0	ירעלאַוואַנט
irreparable	0	0	0	1	0	1	0	1	0	0	ירעפּעראַבאַל
irrepressible	0	0	0	0	0	0	0	0	0	0	יראַפּרעסאַבאַל
irresistible	0	0	0	0	0	0	0	0	0	0	יריזיסטאַבאַל
irrespective	0	0	0	0	0	0	0	0	0	0	יראַספּעקטיוו
irresponsible	0	0	0	0	0	1	0	0	0	0	אומפאראנטווארטליך
irreverent	0	0	0	0	0	1	0	0	0	0	ירעווערענט
irreversible	0	0	0	0	0	0	0	0	0	0	יריווערסאַבאַל
irrevocable	0	0	0	0	0	1	0	0	0	0	ירעוואָקאַבלע
irrigate	0	0	0	0	0	0	0	0	0	0	יראַגייט
irrigation	0	0	0	0	0	0	0	0	0	0	יראַגיישאַן
irritability	1	0	0	0	0	1	0	0	0	0	יריטאַבילאַטי
irritable	1	0	0	0	0	1	0	0	0	0	יראַטאַבאַל
irritating	1	0	1	0	0	1	0	0	0	0	יראַטייטינג
irritation	1	0	1	0	0	1	0	1	0	0	יריטיישאַן
island	0	0	0	0	0	0	0	0	0	0	אינזל
isle	0	0	0	0	0	0	0	0	0	0	Isle
islet	0	0	0	0	0	0	0	0	0	0	Islet
isolate	0	0	0	0	0	0	0	1	0	0	יזאָלירן
isolated	0	0	0	1	0	1	0	1	0	0	אפגעזונדערט
isolation	0	0	0	0	0	1	0	1	0	0	איזאלאציע
isomorphism	0	0	0	0	0	0	0	0	0	0	יסאָמאָרפיסם
isothermal	0	0	0	0	0	0	0	0	0	0	יסאָטהערמאַל
issue	0	0	0	0	0	0	0	0	0	0	אַרויסגעבן
itch	0	0	0	0	0	0	0	0	0	0	בייַסעניש
itching	0	0	0	0	0	0	0	0	0	0	יטשינג
item	0	0	0	0	0	0	0	0	0	0	נומער
itemize	0	0	0	0	0	0	0	0	0	0	ייטאַמז
items	0	0	0	0	0	0	0	0	0	0	זאכן
iterate	0	0	0	0	0	0	0	0	0	0	איבערחזרן
iteration	0	0	0	0	0	0	0	0	0	0	יטעראַטיאָן
iterative	0	0	0	0	0	0	0	0	0	0	יטעראַטיוו
itinerant	0	0	0	0	0	0	0	0	0	0	רייזע
itinerary	0	0	0	0	0	0	0	0	0	0	רייזע
ivory	0	0	0	0	0	0	0	0	0	0	העלפאַנדביין
jab	1	0	0	0	0	0	0	0	0	0	jab
jabber	0	0	0	0	0	1	0	0	0	0	דזשאַבער
jack	0	0	0	0	0	0	0	0	0	0	דזשאַק
jackass	0	0	0	0	0	0	0	0	0	0	jackass
jackpot	0	1	0	0	1	0	1	0	1	0	דזשאַקפּאַט
jacks	0	0	0	0	0	0	0	0	0	0	דזשאַקס
jade	0	0	0	0	0	0	0	0	0	0	דזשאַדע
jag	0	0	0	0	0	0	0	0	0	0	jag
jagged	0	0	0	0	0	0	0	0	0	0	דזשאַגד
jaguar	0	0	0	0	0	0	0	0	0	0	דזשאַגואַר
jail	0	0	0	1	0	1	0	1	0	0	טורמע
jam	0	0	0	0	0	0	1	0	0	0	jam
jammed	0	0	0	0	0	0	0	0	0	0	געקלעמט
janitor	0	0	1	0	0	0	0	0	0	0	סטראָזש
japan	0	0	0	0	0	0	0	0	0	0	יאַפּאַן
jar	0	0	0	0	0	0	0	0	0	0	סלוי
jargon	0	0	0	0	0	1	0	0	0	0	זשאַרגאָן
jarring	0	0	0	1	0	1	0	1	0	0	דזשאַרינג
jasper	0	0	0	0	0	0	0	0	0	0	jasper
jaundice	0	0	0	1	0	1	0	0	0	0	דזשאָנדאַס
jaunt	0	0	0	0	0	0	0	0	0	0	jaunt
javelin	0	0	0	0	0	0	0	0	0	0	דזשאַוועלין
jaw	0	0	0	0	0	0	0	0	0	0	קין
jaws	0	0	0	1	0	0	0	0	0	0	דזשאָז
jay	0	0	0	0	0	0	0	0	0	0	דזשיי
jealous	1	0	1	0	0	1	0	0	0	0	מקנא
jealousy	1	0	1	1	0	1	0	1	0	0	קנאה
jeans	0	0	0	0	0	0	0	0	0	0	דזשינס
jeep	0	0	0	0	0	0	0	0	0	0	דזשיפּ
jelly	0	0	0	0	0	0	0	0	0	0	זשעלע
jenny	0	0	0	0	0	0	0	0	0	0	jenny
jeopardize	1	0	0	1	0	1	0	0	0	0	סאַקאָנע
jeopardy	0	1	0	1	0	1	0	0	0	0	סאַקאָנע
jerk	1	0	0	0	0	0	0	0	1	0	שנוק
jersey	0	0	0	0	0	0	0	0	0	0	דזשערזי
jest	0	0	0	0	1	0	1	0	1	0	וויץ
jester	0	0	0	0	0	0	0	0	0	0	נאַר
jet	0	0	0	0	0	0	0	0	0	0	דזשעט
jetty	0	0	0	0	0	0	0	0	0	0	דזשעטי
jewel	0	0	0	0	0	0	0	0	0	0	בריליאַנט
jeweler	0	0	0	0	0	0	0	0	0	0	יווועלער
jewelry	0	0	0	0	0	0	0	0	0	0	צירונג
jib	0	0	0	0	0	0	0	0	0	0	דזשיב
jiffy	0	0	0	0	0	0	0	0	0	0	jiffy
jimmy	0	0	0	0	0	0	0	0	0	0	דזשימי
jingle	0	0	0	0	0	0	0	0	0	0	דזשינגלע
job	0	0	0	0	0	0	1	0	0	0	אַרבעט
jock	0	0	0	0	0	0	0	0	0	0	דזשאָק
jockey	0	0	0	0	0	0	0	0	0	0	זשאָקיי
jog	0	0	0	0	0	0	0	0	0	0	דזשאַג
john	0	0	1	0	0	1	0	0	0	0	יוחנן
join	0	0	0	0	0	0	1	0	0	0	פאַרבינדן
joined	0	0	0	0	0	0	1	0	0	0	זיך איינגעשריבן
joining	0	0	0	0	0	0	0	0	0	0	דזשוינינג
joint	0	0	0	0	0	0	0	0	0	0	שלאָס
jointly	0	0	0	0	0	0	0	0	0	0	צוזאַמען
joke	0	0	0	0	0	1	0	0	0	0	וויץ
joker	0	0	0	0	1	0	1	0	1	0	דזשאָקער
joking	0	0	0	0	0	0	1	0	0	0	וויצלענ זיך
jolt	0	0	0	0	0	0	0	0	1	0	קלאַפּ
jornada	0	0	0	0	0	1	0	0	0	0	דזשארנאדא
jot	0	0	0	0	0	0	0	0	0	0	דזשאָט
journal	0	0	0	0	0	0	0	0	0	0	זשורנאַל
journalism	0	0	0	0	0	0	0	0	0	1	זשורנאליסטיק
journalist	0	0	0	0	0	0	1	0	0	0	זשורנאַליסט
journey	0	1	0	1	1	0	1	0	0	0	נסיעה
journeyman	0	0	0	0	0	0	0	0	0	1	רייזעמאַן
jovial	0	0	0	0	1	0	1	0	0	0	דזשאָוויאַל
joy	0	0	0	0	1	0	1	0	0	0	פרייד
joyful	0	0	0	0	1	0	1	0	0	1	פריידיק
joyous	0	0	0	0	1	0	1	0	0	0	פריידיק
jubilant	0	0	0	0	1	0	1	0	1	1	דזשובילאַנט
jubilee	0	0	0	0	1	0	1	0	1	0	יובל
judge	0	0	0	0	0	0	0	0	0	0	ריכטער
judging	0	0	0	0	0	0	0	0	0	0	משפטן
judgment	0	0	0	0	0	0	0	0	1	0	משפּט
judicial	0	1	0	0	0	0	1	0	0	1	דזשודישאַל
judiciary	0	1	0	0	0	0	0	0	0	1	דזשודישיערי
judicious	0	0	0	0	0	0	1	0	0	1	גערעכט
jug	0	0	0	0	0	0	0	0	0	0	קרוג
juggle	0	0	0	0	0	0	0	0	0	0	דזשאַגאַל
juggling	0	0	0	0	0	0	0	0	0	0	דזשאַגאַלינג
juice	0	0	0	0	0	0	0	0	0	0	זאַפט
juicy	0	0	0	0	0	0	0	0	0	0	זאַפטיק
jumble	0	0	0	0	0	1	0	0	0	0	צונויפגיסן
jumbled	0	0	0	0	0	0	0	0	0	0	דזשאַמבאַלד
jumbo	0	0	0	0	0	0	0	0	0	0	דזשאַמבאָו
jump	0	0	0	0	1	0	1	0	0	0	שפּרונג
junction	0	0	0	0	0	0	0	0	0	0	קנופּ
juncture	0	0	0	0	0	0	0	0	0	0	juncture
jungle	0	0	0	1	0	0	0	0	0	0	דזשאַנגגאַל
junior	0	0	0	0	0	0	0	0	0	0	יינגער
junk	0	0	0	0	0	1	0	0	0	0	אָפּפאַל
junta	0	0	0	0	0	1	0	0	0	0	דזשונטאַ
juridical	0	0	0	0	0	0	0	0	0	0	דזשורידיקאַל
jurisdiction	0	0	0	0	0	0	0	0	0	0	דזשוריסדיקשאַן
jurisprudence	0	0	0	0	0	0	0	1	0	0	דזשוריספּרודענסע
jurist	0	0	0	0	0	0	0	0	0	1	דזשוריסט
jury	0	0	0	0	0	0	0	0	0	1	זשורי
justice	0	0	0	0	0	0	1	0	0	1	גערעכטיקייט
justifiable	0	0	0	0	0	0	1	0	0	1	גערעכטפארטיקט
justification	0	0	0	0	0	0	1	0	0	0	טערעץ
justify	0	0	0	0	0	0	0	0	0	0	באַרעכטיקן
jute	0	0	0	0	0	0	0	0	0	0	דזשוט
juvenile	0	0	0	0	0	1	0	0	0	0	דזשוווענילע
juxtaposition	0	0	0	0	0	0	0	0	0	0	דזשאַקסטאַפּאַזישאַן
kaiser	0	0	0	0	0	0	0	0	0	0	קייזער
kaleidoscope	0	0	0	0	0	0	0	0	0	0	קאַליידאַסקאָופּ
kangaroo	0	0	0	0	0	0	0	0	0	0	קאַנגגערו
kanji	0	0	0	0	0	0	0	0	0	0	kanji
karma	0	0	0	0	0	0	0	0	0	0	קאַרמאַ
kayak	0	0	0	0	0	0	0	0	0	0	קייאַק
keel	0	0	0	0	0	0	0	0	0	0	קיל
keeper	0	0	0	0	0	0	0	0	0	0	היטער
keeping	0	0	0	0	0	0	0	0	0	0	בעכעסקעם
keepsake	0	0	0	0	0	0	1	0	0	0	אָנדענק
keg	0	0	0	0	0	0	0	0	0	0	קעג
ken	0	0	0	0	0	0	1	0	0	0	ken
kennel	0	0	0	0	0	0	0	1	0	0	קעננעל
kern	0	0	0	0	0	1	0	0	0	0	kern
kernel	0	0	0	0	0	0	0	0	0	0	קערן
kerosene	0	0	0	1	0	0	0	0	0	0	נאַפט
kettle	0	0	0	0	0	0	0	0	0	0	קעסל
key	0	0	0	0	0	0	0	0	0	0	שליסל
keyhole	0	0	0	0	0	0	0	0	0	0	שליסללאָך
keynote	0	0	0	0	0	0	1	0	0	0	קינאָוט
keystone	0	0	0	0	0	0	1	0	0	0	שליסלשטיין
khaki	0	0	0	0	0	0	0	0	0	0	קאַקי
khan	0	0	0	1	0	0	0	0	0	1	Khan
kick	1	0	0	0	0	1	0	0	0	0	בריק
kicking	1	0	0	0	0	0	0	0	0	0	קיקינג
kid	0	0	0	0	0	0	0	0	0	0	קינד
kidding	0	0	0	0	0	0	0	0	0	0	קידינג
kidnap	1	0	0	1	0	1	0	1	1	0	קידנאַפּ
kill	0	0	0	1	0	1	0	1	0	0	טויטן
killing	1	0	0	1	0	1	0	1	0	0	מאָרד
kiln	0	0	0	0	0	0	0	0	0	0	קילן
kilogram	0	0	0	0	0	0	0	0	0	0	קילאָ
kilometer	0	0	0	0	0	0	0	0	0	0	קילאָמעטער
kilt	0	0	0	0	0	0	0	0	0	0	קילט
kimono	0	0	0	0	0	0	0	0	0	0	קימאָנאָ
kin	0	0	0	0	0	0	0	0	0	0	משפּחה
kind	0	0	0	0	1	0	1	0	0	1	מין
kindergarten	0	0	0	0	0	0	0	0	0	0	קינדער - גאָרטן
kindness	0	0	0	0	0	0	1	0	0	0	גוטהאַרציקייט
kindred	0	1	0	0	1	0	1	0	0	1	קרובים
kinematics	0	0	0	0	0	0	0	0	0	0	קינעמאַטיק
king	0	0	0	0	0	0	1	0	0	0	מלך
kingdom	0	0	0	0	0	0	0	0	0	0	מלכות
kink	0	0	0	0	0	0	0	0	0	0	קינק
kinky	0	0	0	0	0	0	0	0	0	0	קינקי
kiosk	0	0	0	0	0	0	0	0	0	0	קיאָסק
kirk	0	0	0	0	0	0	0	0	0	0	kirk
kiss	0	1	0	0	1	0	1	0	1	0	קושן
kit	0	0	0	0	0	0	0	0	0	0	kit
kitchen	0	0	0	0	0	0	0	0	0	0	קיך
kite	0	0	1	0	0	1	0	0	0	0	פלישלאַנג
kitten	0	0	0	0	1	0	1	0	0	1	קעצל
knack	0	0	0	0	0	0	1	0	0	0	קעניג
knapsack	0	0	0	0	0	0	0	0	0	0	רוקזאַק
knead	0	0	0	0	0	0	0	0	0	0	ניד
knee	0	0	0	0	0	0	0	0	0	0	קני
kneel	0	0	0	0	0	0	0	0	0	0	קניען
kneeling	0	0	0	0	0	0	0	0	0	0	קניען
knell	0	0	0	1	0	1	0	1	0	0	קניען
knickers	0	0	0	0	0	0	0	0	0	1	ניקס
knife	0	0	0	0	0	0	0	0	0	0	מעסער
knight	0	0	0	0	0	0	1	0	0	0	ריטער
knit	0	0	0	0	0	0	0	0	0	0	שטריקן
knob	0	0	0	0	0	0	0	0	0	0	קנופּ
knock	0	0	0	0	0	0	0	0	0	0	קלאַפּן
knoll	0	0	0	0	0	0	0	0	0	0	knoll
knot	0	0	0	0	0	0	0	0	0	0	קנופּ
knotted	0	0	0	0	0	1	0	0	0	0	געקנויט
knowing	0	0	0	0	0	0	1	0	0	0	וויסן
knowingly	0	0	0	0	0	0	0	0	0	0	וויסנדיק
knowledge	0	0	0	0	0	0	1	0	0	0	וויסן
knuckle	0	0	0	0	0	0	0	0	0	0	נאַקאַל
kos	0	0	0	0	0	0	0	0	0	0	kos
kris	0	0	0	0	0	0	0	0	0	0	kris
kudos	0	0	0	0	1	0	1	0	0	0	קודאָס
lab	0	0	0	0	0	0	0	0	0	0	לאַבאָראַטאָריע
label	0	0	0	0	0	0	0	0	0	1	פירמע
labor	0	1	0	0	1	0	1	0	1	1	אַרבעט
laboratory	0	0	0	0	0	0	0	0	0	0	לאַבאָראַטאָריע
labored	0	0	0	0	0	1	0	1	0	0	געארבעט
laborer	0	0	0	0	0	0	0	0	0	0	ארבעטער
laboring	0	0	0	0	0	0	0	0	0	0	ארבעטן
laborious	0	0	0	0	0	1	0	0	0	0	לאַבאָריאַס
labyrinth	0	1	0	0	0	1	0	0	0	0	לאַבירינטה
lac	0	0	0	0	0	0	0	0	0	0	lac
lace	1	0	0	1	0	1	1	1	0	1	שנירל
lack	0	0	0	0	0	1	0	0	0	0	מאַנגל
lacking	0	0	0	0	0	1	0	0	0	0	פעלנדיק
lackluster	0	0	0	0	0	1	0	0	0	0	פעלנדיק
lacquer	0	0	0	0	0	0	0	0	0	0	לאַקער
lacrosse	0	0	0	0	0	0	0	0	0	0	לאַקראָסס
lad	0	0	0	0	0	0	0	0	0	0	יינגל
ladder	0	0	0	0	0	0	0	0	0	0	לייטער
laden	0	0	0	0	0	1	0	0	0	0	לאדן
lading	0	0	0	0	0	0	0	0	0	0	לאַדינג
ladle	0	0	0	0	0	0	0	0	0	0	לעפל
lady	0	0	0	0	0	0	0	0	0	0	דאַמע
lag	0	0	0	0	0	1	0	0	0	0	אָפּשטיי
lagging	1	1	1	0	0	1	0	1	0	0	לאַגינג
lagoon	0	0	0	0	0	0	0	0	0	0	לאַגונע
lair	0	0	0	0	0	1	0	0	0	0	לער
laity	0	0	0	0	0	0	0	0	0	0	לײט
lake	0	0	0	0	0	0	0	0	0	0	טייך
lama	0	0	0	0	0	0	0	0	0	0	lama
lamb	0	0	0	0	1	0	1	0	0	1	לאַם
lament	0	0	1	1	0	1	0	1	0	0	קלאָגן
lamenting	0	0	0	0	0	0	0	1	0	0	קלאָגן
lamina	0	0	0	0	0	0	0	0	0	0	lamina
laminated	0	0	0	0	0	0	0	0	0	0	לאַמאַנייטאַד
lamp	0	0	0	0	0	0	0	0	0	0	לאָמפּ
lance	0	0	0	0	0	0	0	0	0	0	לאַנס
lancer	0	0	0	0	0	0	0	0	0	0	לאַנסער
land	0	0	0	0	0	0	1	0	0	0	לאַנד
landed	0	0	0	0	0	0	1	0	0	0	לאַנדיד
landing	0	0	0	0	0	0	0	0	0	0	לאַנדינג
landlocked	0	0	0	0	0	0	0	0	0	0	לאַנדלאַקט
landlord	0	0	0	0	0	0	0	0	0	0	בעל־הבית
landmark	0	0	0	0	0	0	0	0	0	1	לאַנדמאַרק
lands	0	0	0	0	0	0	0	0	0	0	לענדער
landscape	0	0	0	0	0	0	0	0	0	0	לאַנדשאַפט
landscaping	0	0	0	0	0	0	0	0	0	0	לאַנדסקאַפּינג
landslide	0	0	0	1	0	1	0	1	0	0	לאַנסלייד
lane	0	0	0	0	0	0	0	0	0	0	ליניע
language	0	0	0	0	0	0	0	0	0	0	שפּראַך
languid	0	0	0	0	0	1	0	0	0	0	לאנגווייליג
languish	0	0	0	0	0	1	0	0	0	0	שמאַכטן
languishing	0	0	0	1	0	1	0	1	0	0	שמעקנדיק
lanky	0	0	0	0	0	0	0	0	0	0	לאַנגקי
lantern	0	0	0	0	0	0	0	0	0	0	לאַנטערן
lap	0	0	0	0	0	0	0	0	0	0	שויס
lapel	0	0	0	0	0	0	0	0	0	0	לאַפּעל
lapse	0	0	0	0	0	1	0	0	0	0	פאַרלויפן
lapsed	0	0	0	0	0	0	0	0	0	0	פארפאלן
larceny	0	0	1	0	0	1	0	0	0	0	גנבה
lard	0	0	0	0	0	0	0	0	0	0	שפּייז
larder	0	0	0	0	0	0	0	0	0	0	לעדער
large	0	0	0	0	0	0	0	0	0	0	גרויס
larger	0	0	1	0	0	0	0	0	1	1	גרעסער
largo	0	0	0	0	0	0	0	0	0	0	largo
lark	0	0	0	0	0	0	0	0	0	0	לאַרק
larva	0	0	0	0	0	0	0	0	0	0	לאַרוואַ
larynx	0	0	0	0	0	0	0	0	0	0	לאַרענקס
laser	0	0	0	0	0	0	1	0	0	1	לאַזער
lash	1	0	0	1	0	1	0	0	0	0	לאַש
lass	0	0	0	0	0	0	0	0	0	0	לאַס
lasso	0	0	0	0	0	0	0	0	0	0	lasso
lasting	0	0	0	0	0	0	0	0	0	0	בלייַביק
latch	0	0	0	0	0	0	0	0	0	0	לאַטש
late	0	0	0	0	0	1	0	1	0	0	שפּעט
lateness	0	0	0	0	0	1	0	0	0	0	לייטנאַס
latent	1	1	1	0	0	1	0	0	1	0	לייטאַנט
lateral	0	0	0	0	0	0	0	0	0	0	לאַטעראַל
laterally	0	0	0	0	0	0	0	0	0	0	לאַטעראַלי
latex	0	0	0	0	0	0	0	0	0	0	לייטעקס
lathe	0	0	0	0	0	0	0	0	0	0	לייד
lather	0	0	0	0	0	0	0	0	0	0	לאַדער
latitude	0	0	0	0	0	0	0	0	0	0	ברייט
latrines	0	0	1	0	0	1	0	0	0	0	לאַטרינעס
lattice	0	0	0	0	0	0	0	0	0	0	לאַטאַס
laudable	0	0	0	0	0	0	1	0	0	0	לאַודאַבלע
laugh	0	0	0	0	1	0	1	0	1	0	לאַכן
laughable	0	0	1	0	0	1	0	0	0	0	געלעכטער
laughing	0	0	0	0	1	0	1	0	0	0	לאכן
laughter	0	1	0	0	1	0	1	0	1	0	געלעכטער
launch	0	1	0	0	0	0	1	0	0	0	קאַטער
laundry	0	0	0	0	0	0	0	0	0	0	וועש
laureate	0	0	0	0	0	0	1	0	0	1	לאַורעאַט
laurel	0	0	0	0	0	0	1	0	0	0	לאָראַל
laurels	0	0	0	0	1	0	1	0	0	0	לאָראַלז
lava	1	0	0	1	0	1	0	0	0	0	לאַוואַ
lavage	0	0	0	0	0	0	0	0	0	0	לאַוואַגע
