English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Malagasy Word
gravitation	0	0	0	0	0	0	0	0	0	0	sinton'ny
gravity	0	0	0	0	0	0	0	0	0	0	hery misintona
gravy	0	0	0	0	0	0	0	0	0	0	gravy
gray	0	0	1	0	0	0	0	1	0	0	grey
graze	0	0	0	0	0	0	0	0	0	0	Atelin'ny
grease	0	0	0	0	0	0	0	0	0	0	menaka
greasy	0	0	1	0	0	0	0	0	0	0	matavy
greater	0	0	0	0	0	0	1	0	0	0	BEBE KOKOA
greatest	0	0	0	0	0	0	0	0	0	0	indrindra
greatly	0	0	0	0	0	0	0	0	0	0	indrindra
greatness	0	0	0	0	1	0	1	0	1	1	fahalehibiazana
greed	1	0	1	0	0	1	0	0	0	0	fitiavam-bola tafahoatra
greedy	0	0	1	0	0	1	0	0	0	0	tendan-kanina
green	0	0	0	0	1	0	1	0	0	1	maitso
greenhouse	0	0	0	0	0	0	0	0	0	0	entona
greenish	0	0	0	0	0	0	0	0	0	0	maitsomaitso
greenwood	0	0	0	0	0	0	0	0	0	0	hazo maitso
greet	0	0	0	0	0	0	0	0	0	0	Miarahaba
greeting	0	0	0	0	0	0	1	0	1	0	miarahaba
gregarious	0	0	0	0	0	0	1	0	0	0	natao hana-namana
grenade	0	0	0	1	0	1	0	0	0	0	grenady
grey	0	0	0	0	0	0	0	0	0	0	Gray
greyhound	0	0	0	0	0	0	0	0	0	0	greyhound
gridiron	0	0	0	0	0	0	0	0	0	0	gridiron
grief	0	0	0	0	0	1	0	1	0	0	ny alahelo
grievance	1	0	1	0	0	1	0	1	0	0	fahoriana Hianao
grieve	0	0	0	1	0	1	0	1	0	0	Havana
grievous	1	0	0	1	0	1	0	1	0	0	mafy
griffin	0	0	0	0	0	0	0	0	0	0	griffin
grill	0	0	0	0	0	0	0	0	0	0	makarakara
grille	0	0	0	0	0	0	0	0	0	0	makarakara
grim	1	1	1	1	0	1	0	1	0	0	mampalahelo
grime	0	0	1	0	0	1	0	0	0	0	loto
grimy	0	0	1	0	0	1	0	0	0	0	maloto
grin	0	1	0	0	1	0	1	0	1	1	tsiky
grind	0	0	0	0	0	0	0	0	0	0	halain'ny
grinder	0	0	0	0	0	0	0	0	0	0	grinder
grinding	0	0	0	0	0	1	0	0	0	0	-mitoto vary
grip	0	0	0	0	0	0	0	0	0	0	fangejan'ny
grisly	0	0	1	1	0	1	0	0	0	0	Nampihoron-koditra
grist	0	0	0	0	0	0	1	0	0	0	grist
grit	0	0	0	0	0	0	1	0	0	1	herimpo
gritty	0	0	0	0	0	0	0	0	0	0	gritty
grizzly	0	0	0	1	0	1	0	0	0	0	grizzly
groan	0	0	1	0	0	1	0	1	0	0	fisentoan'ny
grocer	0	0	0	0	0	0	0	0	0	0	mpivarotra
groceries	0	0	0	0	0	0	0	0	0	0	entana
grocery	0	0	0	0	0	0	0	0	0	0	FIVAROTANA HANINA
groggy	0	0	0	0	0	0	0	0	0	0	groggy
groin	0	0	0	0	0	0	0	0	0	0	amin'ny teta
groom	0	0	0	0	0	0	0	0	0	0	mpampakatra
groove	0	0	0	0	0	0	0	0	0	0	groove
grope	1	0	1	1	0	1	0	0	0	0	hitsapatsapa
gross	0	0	1	0	0	1	0	0	0	0	lehibe
grotesque	0	0	1	0	0	1	0	0	0	0	hafahafa
grotto	0	0	0	0	0	0	0	0	0	0	grotto
ground	0	0	0	0	0	0	0	0	0	1	tany
grounded	0	0	0	1	0	1	0	1	0	0	hiorina
groundless	0	0	0	0	0	1	0	0	0	0	tsy mitombina ny
grounds	0	0	0	0	0	0	0	0	0	0	antony
groundwork	0	0	0	0	0	0	1	0	0	0	fototra
group	0	0	0	0	0	0	0	0	0	0	vondrona
grouping	0	0	0	0	0	0	0	0	0	0	famaritana sokajin
grouse	0	0	0	0	0	0	0	0	0	0	grouse
grout	0	0	0	0	0	0	0	0	0	0	grout
grove	0	0	0	0	0	0	0	0	0	0	Aseraha
grow	0	1	0	0	1	0	1	0	0	1	mitombo
growl	1	0	0	1	0	1	0	0	0	0	Hierona
growling	1	0	1	1	0	1	0	0	0	0	fieron'ny
growth	0	0	0	0	0	0	1	0	0	0	fitomboana
grub	0	0	0	0	0	0	0	0	0	0	grub
grudge	1	0	0	0	0	1	0	0	0	0	lolompo
grudgingly	0	0	0	0	0	1	0	0	0	0	amin'alahelo
gruesome	0	0	1	0	0	1	0	0	0	0	mampihoro-koditra
gruff	1	0	1	0	0	1	0	0	0	0	gruff
grumble	1	0	1	0	0	1	0	0	0	0	mimonomonona
grumpy	1	0	1	0	0	1	0	1	0	0	tezitra
grunt	0	0	0	0	0	0	0	0	0	0	mimenomenona
guarantee	0	0	0	0	0	0	1	0	0	1	antoka
guaranty	0	0	0	0	0	0	0	0	0	0	ANTOKA
guard	0	0	0	1	0	0	1	0	0	1	Mitandrema
guarded	0	0	0	0	0	0	0	0	0	1	niambina
guardian	0	0	0	0	0	0	1	0	0	1	Guardian
guardianship	0	0	0	0	0	0	1	0	0	1	miambina
guards	0	0	0	0	0	0	0	0	0	0	mpiambina
gubernatorial	0	0	0	0	0	0	1	0	0	1	governora
guerilla	0	0	0	1	0	1	0	0	0	0	mpiady anaty akata
guess	0	0	0	0	0	0	0	0	1	0	maminavina
guesswork	0	0	0	0	0	0	0	0	0	0	tombantombana
guest	0	0	0	0	0	0	0	0	0	0	HIVAHINY
guidance	0	0	0	0	0	0	1	0	0	1	tari-dalana
guide	0	0	0	0	0	0	1	0	0	1	Torolalana
guidebook	0	0	0	0	0	0	1	0	0	1	TOROLALANA
guild	0	0	0	0	0	0	0	0	0	0	fikambanan'ny
guile	0	0	0	0	0	1	0	0	0	0	fitaka
guillotine	1	1	1	1	0	1	0	1	0	0	Tapahina ireo taratasim
guilt	0	0	1	0	0	1	0	1	0	0	ho meloka
guilty	1	0	0	0	0	1	0	1	0	0	meloka
guinea	0	0	0	0	0	0	0	0	0	0	Ginea
guise	0	0	0	0	0	1	0	0	0	0	mitarehin
guitar	0	0	0	0	0	0	0	0	0	0	gitara
gules	0	0	0	0	0	0	0	0	0	0	gules
gulf	0	0	0	0	0	0	0	0	0	0	Golfa
gull	0	0	0	0	0	1	0	0	0	0	drenin'ilay
gullible	0	0	0	0	0	1	0	1	0	1	minomino foana
gully	0	0	0	0	0	0	0	0	0	0	gully
gulp	0	0	0	1	0	0	0	0	1	0	mitelina
gum	0	0	0	0	0	0	0	0	0	0	hihy
gummy	0	0	0	0	0	0	0	0	0	0	gummy
gun	1	0	0	1	0	1	0	0	0	0	basy
gunner	0	0	0	0	0	0	0	0	0	0	mpitifitra
gunpowder	0	0	0	1	0	0	0	0	0	0	vovo-basy
guru	0	0	0	0	0	0	1	0	0	1	mpampianatra
gush	0	0	1	0	1	1	0	0	0	0	nijininika
gusset	0	0	0	0	0	0	0	0	0	1	gusset
gust	0	0	0	0	0	0	0	0	0	0	Humidité
gusty	0	0	0	0	0	0	0	0	0	0	gusty
gut	0	0	1	0	0	0	0	0	0	0	esory tsara ny taovany
guts	0	0	0	0	0	0	1	0	0	0	tsinay
gutter	0	0	1	0	0	0	0	0	0	0	fantsona
guy	0	0	0	0	0	0	0	0	0	0	lehilahy
guzzling	0	0	0	0	0	1	0	0	0	0	migoka
gymnasium	0	0	0	0	0	0	0	0	0	0	kianja
gymnast	0	0	0	0	0	0	1	0	0	0	mpanao fanatanjahan-tena
gymnastic	0	0	0	0	0	0	0	0	0	0	gymnastique
gymnastics	0	0	0	0	0	0	0	0	0	0	fanatanjahan-tena
gynecology	0	0	0	0	0	0	0	0	0	0	ny aretim-behivavy
gypsy	0	0	0	0	0	1	0	0	0	0	gypsy
gyroscope	0	0	0	0	0	0	0	0	0	0	gyroscope
habit	0	0	0	0	0	0	0	0	0	0	fahazarana
habitat	0	0	0	0	0	0	1	0	0	0	toeram-ponenana
habitation	0	0	0	0	0	0	0	0	0	0	fonenana
habitual	0	1	0	0	0	0	0	0	0	0	fahazarana
habitually	0	0	0	0	0	0	0	0	0	0	mahazatra
hacienda	0	0	0	0	0	0	0	0	0	0	hacienda
hag	0	0	1	1	0	1	0	0	0	0	Hg
haggard	0	0	0	0	0	1	0	1	0	0	trotraka
haggle	0	0	0	0	0	0	0	0	0	0	haggle
hail	0	0	0	0	0	1	1	0	0	1	ny havandra
hair	0	0	0	0	0	0	0	0	0	0	dia singam-bolo
hairy	0	0	1	0	0	1	0	0	0	0	voloina
hale	0	0	0	0	0	0	1	0	0	0	hale
half	0	0	0	0	0	0	0	0	0	0	antsasany
halfway	0	0	0	0	0	1	0	0	0	0	antenatenan'ny
hall	0	0	0	0	0	0	0	0	0	0	EFITRANO
hallowed	0	0	0	0	0	0	0	0	0	0	masina
hallucination	0	0	0	1	0	1	0	0	0	0	hallucination
halo	0	0	0	0	0	0	0	0	0	0	tara-pahazavam
halt	0	0	0	0	0	0	0	0	0	0	mandringa
halter	1	0	0	1	0	1	0	1	0	0	tadin
halting	0	0	0	1	0	1	0	1	0	0	nampiato
halve	0	0	0	0	0	0	0	0	0	0	antsasany
halving	0	0	0	0	0	0	0	0	0	0	manasasaka
ham	0	0	0	0	0	0	0	0	0	0	lambo sira
hamlet	0	0	0	0	0	0	0	0	0	0	tanàna kely
hammer	0	0	0	0	0	0	0	0	0	0	tantanana
hammering	0	0	0	0	0	0	0	0	0	0	tantanana
hammock	0	0	0	0	0	0	0	0	0	0	fandriana mihantona
hamper	0	0	0	0	0	1	0	0	0	0	manelingelina
hamstring	1	0	0	0	0	1	0	1	0	0	traingoy
hand	0	0	0	0	0	0	0	0	0	0	TANAN'ILAY
handbook	0	0	0	0	0	0	0	0	0	1	ny boky Torolalana
handful	0	0	0	0	0	0	0	0	0	0	vitsivitsy
handicap	0	0	0	0	0	1	0	1	0	0	kilema
handicraft	0	0	0	0	0	0	0	0	0	0	ASA TANANA
handiwork	0	0	0	0	0	0	0	0	0	0	asan'ny tànany
handkerchief	0	0	0	0	0	0	0	0	0	0	mosara
handle	0	0	0	0	0	0	0	0	0	0	tahony
handsome	0	0	0	0	0	0	0	0	0	0	tsara tarehy
handwriting	0	0	0	0	0	0	0	0	0	0	sora-tanana
handy	0	0	0	0	0	0	1	0	0	0	mora raisina
hang	0	0	0	0	0	0	0	0	0	0	mihantona
hangar	0	0	0	0	0	0	0	0	0	0	hangar
hanging	1	0	1	1	0	1	0	1	0	0	varavarana lamba
hangman	0	0	0	1	0	1	0	0	0	0	mpihantona
hangout	0	0	0	0	0	0	0	0	0	0	mipetrapetraka
hank	0	0	0	0	0	0	0	0	0	0	hank
hankering	0	1	0	0	0	0	0	0	0	0	faniriana
hap	0	1	0	0	0	0	0	0	1	0	sendra tonga
haphazard	0	0	0	0	0	0	0	0	0	0	hiankina amin'ny kisendrasendra izany
happen	0	1	0	0	0	0	0	0	0	0	hitranga
happening	0	0	0	0	0	0	0	0	0	0	mitranga
happily	0	0	0	0	1	0	1	0	0	0	Soa ihany
happiness	0	1	0	0	1	0	1	0	0	0	fahasambarana
happy	0	1	0	0	1	0	1	0	0	1	SAMBATRA
harass	1	0	1	0	0	1	0	0	0	0	Rafeso
harassing	1	0	0	0	0	0	0	0	0	0	manorisory
harbinger	1	1	0	1	0	1	0	0	0	0	harbinger
harbor	0	0	0	0	0	0	0	0	0	1	seranana
harden	0	0	0	0	0	0	0	0	0	0	manamafy
hardened	1	0	1	1	0	1	0	0	0	0	mafy fo
hardening	0	0	0	0	0	0	0	0	0	0	hamafin'ny
hardness	0	0	0	0	0	1	0	0	0	0	hamafin'ny
hardship	0	0	0	0	0	1	0	1	0	0	zava-tsarotra
hardware	0	0	0	0	0	0	0	0	0	0	fitaovana
hardy	0	0	0	0	1	0	1	0	0	1	mafy
hare	0	0	0	0	0	0	0	0	0	0	bitro dia
harem	0	0	0	0	0	0	0	0	0	0	vadin'ny
harlot	0	0	1	0	0	1	0	0	0	0	vehivavy janga
harm	0	0	0	1	0	1	0	0	0	0	ratsy
harmful	1	0	1	1	0	1	0	1	0	0	mampidi-doza
harmonica	0	0	0	0	0	0	0	0	0	0	harmonica
harmonics	0	0	0	0	0	0	0	0	0	0	harmonika
harmoniously	0	0	0	0	1	0	1	0	0	1	mirindra
harmonize	0	0	0	0	0	0	0	0	0	0	mifanaraka
harmony	0	0	0	0	1	0	1	0	0	1	mifanaraka
harness	0	0	0	0	0	0	0	0	0	0	fiadiana
harper	0	0	0	0	0	0	0	0	0	0	harper
harpsichord	0	0	0	0	0	0	0	0	0	0	harpsichord
harrowing	0	0	0	1	0	1	0	0	0	0	Nampahatahotra koa
harry	1	0	0	0	0	1	0	1	0	0	harry
harshness	1	0	0	1	0	1	0	0	0	0	fatratra
hart	0	0	0	0	0	0	0	0	0	0	diera
harvest	0	1	0	0	1	0	1	0	0	0	vokatra
hash	0	0	0	0	0	1	0	0	0	0	hasi
hashish	0	0	0	0	0	1	0	0	0	0	rongony
haste	0	1	0	0	0	0	0	0	0	0	faingana
hasten	0	0	0	0	0	0	0	0	0	0	avy faingana
hastily	0	0	0	0	0	0	0	0	0	0	faingana
hasty	0	0	0	0	0	1	0	0	0	0	maimaika
hat	0	0	0	0	0	0	0	0	0	0	satroka
hatch	0	0	0	0	0	0	0	0	0	0	foy
hatchet	0	0	0	0	0	0	0	0	0	0	famaky
hate	1	0	1	1	0	1	0	1	0	0	fankahalana
hateful	1	0	1	1	0	1	0	1	0	0	feno fankahalana
hating	1	0	0	0	0	1	0	0	0	0	fankahalana
hatred	1	0	1	1	0	1	0	1	0	0	ny fankahalana
haughty	1	0	0	0	0	1	0	0	0	0	manambony
haul	0	0	0	0	0	0	0	0	0	0	ny fipetrany
haulage	0	0	0	0	0	0	0	0	0	0	fitaterana
haunt	0	0	0	1	0	1	0	0	0	0	fonenan'ny
haunted	0	0	0	1	0	1	0	1	0	0	fiantraikany
haven	0	0	0	0	0	0	1	0	0	1	fitodian-tsambo
havoc	1	0	0	1	0	1	0	0	0	0	nandringana
haw	0	0	0	0	0	0	0	0	0	0	haw
hawk	0	0	0	1	0	0	0	0	0	0	hawk
hawking	0	0	0	0	0	0	0	0	0	0	niantsoantsoana mpividy io
hazard	0	0	0	1	0	1	0	0	0	0	loza
hazardous	0	0	0	1	0	1	0	0	0	0	mampidi-doza
haze	0	0	0	1	0	1	0	0	0	0	zavona
hazy	0	0	0	0	0	0	0	0	0	0	manjavozavo
head	0	0	0	0	0	0	0	0	0	0	lohany
headache	0	0	0	0	0	1	0	0	0	0	aretin'an-doha
headdress	0	0	0	0	0	0	0	0	0	0	diadema
header	0	0	0	0	0	0	0	0	0	0	lohapejy
headgear	0	0	0	0	0	0	0	0	0	0	saron-doha
heading	0	0	0	0	0	0	0	0	0	0	sasin-tenin'ny
headland	0	0	0	0	0	0	0	0	0	0	lohasaha
headlight	0	1	0	0	0	0	0	0	0	0	jiro
headline	0	0	0	0	0	0	0	0	0	0	lohateny
headlong	0	0	0	0	0	0	0	0	0	0	tevana
headquarters	0	0	0	0	0	0	0	0	0	0	foibe
headstone	0	0	0	0	0	0	0	0	0	0	vato hatao tendrony
headway	0	0	0	0	0	0	1	0	0	0	lalana
heady	0	0	0	0	0	1	0	0	0	0	kirina
heal	0	0	0	0	1	0	1	0	0	1	manasitrana
healing	0	1	0	0	1	0	1	0	0	1	fanasitranana
health	0	0	0	0	0	0	0	0	0	0	FAHASALAMANA
healthful	0	0	0	0	1	0	1	0	0	0	mahasoa
healthy	0	0	0	0	0	0	1	0	0	0	ara-pahasalamana
heap	0	0	0	0	0	0	0	0	0	0	antontan-javatra
hear	0	0	0	0	0	0	0	0	0	0	mihainoa
hearer	0	0	0	0	0	0	0	0	0	0	mpihaino
hearing	0	0	0	1	0	1	0	0	0	0	fihainoana
hearsay	0	0	0	0	0	1	0	0	0	0	Fandrenesan'ny sofina
hearse	0	0	0	1	0	1	0	1	0	0	fandrefesana
heart	0	0	0	0	0	0	0	0	0	0	am-po
heartache	0	0	0	0	0	1	0	1	0	0	ratram-po
heartburn	0	0	0	0	0	1	0	0	0	0	heartburn
heartfelt	0	0	0	0	1	0	1	1	0	1	avy amin'ny fo
hearth	0	0	0	0	0	0	1	0	0	0	forohana
heartily	0	0	0	0	1	0	1	0	0	0	fo
heartless	0	0	0	0	0	1	0	1	0	0	mafy fo
hearts	0	0	0	0	0	0	0	0	0	0	fo
heartworm	0	0	1	0	0	0	0	0	0	0	kankana fo
heat	0	0	0	0	0	0	0	0	0	0	hafanana
heated	0	0	0	0	0	0	0	0	0	0	mafana
heater	0	0	0	0	0	0	0	0	0	0	fanafanana
heath	0	0	0	0	0	0	0	0	0	0	olona mahantra
heathen	0	0	0	1	0	1	0	0	0	0	jentilisa
heather	0	0	0	0	0	0	0	0	0	0	heather
heating	0	0	0	0	0	0	0	0	0	0	fanafanana
heave	0	0	0	0	0	0	0	0	0	0	asandratra
heavenly	0	1	0	0	1	0	1	0	0	1	any an-danitra
heavens	0	0	0	0	1	0	1	0	0	1	LANITRA
heavily	0	0	0	0	0	1	0	0	0	0	mafy
heaviness	0	0	0	0	0	0	0	0	0	0	alahelo
heaving	0	0	0	0	0	0	0	0	0	0	miantoraka
hectares	0	0	0	0	0	0	0	0	0	0	hektara
hectic	0	0	0	0	0	0	0	0	0	0	somebiseby erỳ
hedge	0	0	0	0	0	0	0	0	0	0	nofefenao
hedgehog	0	0	0	0	0	0	0	0	0	0	sokina
hedonism	0	0	0	0	1	1	1	0	0	0	hedonisma
heed	0	0	0	0	0	0	0	0	0	0	mitandrema
heel	0	0	0	0	0	1	0	0	0	0	ombelahin-tongony
heels	0	0	0	0	0	0	0	0	0	0	kiraro
heft	0	1	0	1	0	0	1	0	0	0	heft
hegemonic	0	0	0	0	0	0	0	0	0	0	hegemonika
heifer	0	0	0	0	0	0	0	0	0	0	ombivavy kely
height	0	0	0	0	0	0	0	0	0	0	hahavony
heighten	0	0	0	1	0	1	0	0	0	0	mampitombo
heinous	0	0	0	0	0	1	0	0	0	0	mahatsiravina
heir	0	0	0	0	0	0	0	0	0	0	mpandova
heiress	0	0	0	0	0	0	0	0	0	0	Nanaraka azy
heirloom	0	0	0	0	0	0	0	0	0	0	lova
heirs	0	0	0	0	0	0	0	0	0	0	mpandova
helical	0	0	0	0	0	0	0	0	0	0	helika
helix	0	0	0	0	0	0	0	0	0	0	helix
hell	1	0	1	1	0	1	0	1	0	0	helo
hellish	1	0	1	1	0	1	0	1	0	0	helo
helm	0	0	0	0	0	0	0	0	0	0	mitarika
helmet	0	0	0	1	0	0	1	0	0	0	fiarovan-doha
helper	0	0	0	0	0	0	1	0	0	1	MANAMPY
helpful	0	0	0	0	1	0	1	0	0	1	manampy
helpless	0	0	0	1	0	1	0	1	0	0	afa-manoatra
helplessness	0	0	0	1	0	1	0	1	0	0	tsy afa-manoatra
hem	0	0	0	0	0	0	0	0	0	0	hem
hematite	0	0	0	0	0	0	0	0	0	0	hematite
hemi	0	0	0	0	0	0	0	0	0	0	hemi
hemisphere	0	0	0	0	0	0	0	0	0	0	Ila Bolantany
hemispheric	0	0	0	0	0	0	0	0	0	0	hemisferika
hemlock	0	0	0	0	0	0	0	0	0	0	zava-mahafaty?
hemorrhage	0	0	1	1	0	1	0	1	0	0	fandatsahan-drà
hemorrhoids	0	0	0	0	0	1	0	0	0	0	vay
hemp	0	0	0	0	0	0	0	0	0	0	hemp
hen	0	0	0	0	0	0	0	0	0	0	akoho
henceforth	0	0	0	0	0	0	0	0	0	0	manomboka izao
herald	0	0	0	0	0	0	0	0	0	0	mpitory teny
heraldry	0	0	0	0	0	0	0	0	0	0	heraldry
herb	0	0	0	0	0	0	0	0	0	0	anana
herbaceous	0	0	0	0	0	0	0	0	0	0	ahitra
herbal	0	0	0	0	0	0	1	0	0	0	raokandro
herbarium	0	0	0	0	0	0	0	0	0	0	herbarium
herd	0	0	0	0	0	0	0	0	0	0	omby
hereditary	0	0	0	0	0	0	0	0	0	0	manaranaka
heredity	0	0	0	0	0	0	0	0	0	0	fandovan
heresy	0	0	0	0	0	1	0	0	0	0	fitokoana
heretic	0	0	1	0	0	1	0	0	0	0	Mpivadi-pinoana
heretical	0	0	0	0	0	0	0	0	0	0	nanda ny finoana katolika
heretofore	0	0	0	0	0	0	0	0	0	0	ny teo aloha
hereunto	0	0	0	0	0	0	0	0	0	0	manaram-po
herewith	0	0	0	0	0	0	0	0	0	0	na tia tamin'izany
heritage	0	0	0	0	0	0	0	0	0	1	Heritage
hermaphrodite	0	0	0	0	0	1	0	0	1	0	hermaphrodite
hermeneutics	0	0	0	0	0	0	0	0	0	0	hermeneutika
hermit	0	0	0	0	0	0	0	1	0	1	mpitoka-monina irery
hernia	0	0	0	0	0	0	0	0	0	0	hernia
hero	0	1	0	0	1	0	1	0	1	1	REHAREHANY
heroic	0	0	0	0	1	0	1	0	1	1	be herim-po
heroics	0	0	0	0	0	0	1	0	0	0	mahery fo
heroin	0	0	0	0	0	1	0	0	0	0	herôinina
heroine	0	0	0	0	0	0	1	0	0	1	mahery fo
heroism	0	1	0	0	1	0	1	0	1	1	herimpon'izy
herpes	0	0	1	0	0	1	0	0	0	0	herpes
herpesvirus	0	0	1	0	0	1	0	0	0	0	herpesvirus
hesitating	0	0	0	0	0	0	0	0	0	0	hisalasala
hesitation	0	0	0	1	0	1	0	0	0	0	fisalasalana
heterogeneity	0	0	0	0	0	0	0	0	0	0	heterogeneity
hew	0	0	0	0	0	0	0	0	0	0	Manamboara
hexagon	0	0	0	0	0	0	0	0	0	0	hexagon
heyday	0	1	0	0	1	0	1	0	0	1	heyday
hiatus	0	0	0	0	0	0	0	0	0	0	fiatoana izay naharitra
hibernate	0	0	0	0	0	0	0	0	0	0	hibernate
hibernation	0	0	0	0	0	0	0	0	0	0	aorian'ny hifohazany
hiccup	0	0	0	0	0	0	0	0	0	0	hiccup
hidden	0	0	0	0	0	1	0	0	0	0	Zavatra tsy
hide	0	0	0	1	0	0	0	0	0	0	afeno ny
hideous	0	0	1	1	0	1	0	1	0	0	mahatsiravina
hiding	0	0	0	1	0	0	0	0	0	0	niafina
hierarchical	0	0	0	0	0	0	0	0	0	0	ambaratongam-pitondrana
high	0	0	0	0	0	0	0	0	0	0	avo
higher	0	0	0	0	0	0	0	0	0	0	ambony
highest	0	1	0	1	1	1	1	0	1	0	ambony indrindra
highland	0	0	0	0	0	0	0	0	0	0	ambonin'ireo
highlands	0	0	0	0	0	0	0	0	0	0	be tendrombohitra
hight	0	0	0	0	0	0	0	0	0	0	hight
highway	0	0	0	0	0	0	0	0	0	0	lalambe
hiker	0	0	0	0	0	0	0	0	0	0	mihaino tsara izay lazainy
hilarious	0	0	0	0	1	0	1	0	1	0	mahatsikaiky
hilarity	0	0	0	0	1	0	1	0	0	0	hilarity
hill	0	0	0	0	0	0	0	0	0	0	colina
hilly	0	0	0	0	0	0	0	0	0	0	be havoana
hilt	0	0	0	0	0	0	0	0	0	0	hilt
hind	0	0	0	0	0	0	0	0	0	0	dieravavy
hindering	0	0	0	0	0	1	0	1	0	0	manakatsakana
hindrance	0	0	0	0	0	1	0	0	0	0	nisy fanakantsakanana
hinge	0	0	0	0	0	0	0	0	0	0	miankina
hint	0	0	0	0	0	0	0	0	0	0	Soso-kevitra
hinterland	0	0	0	0	0	0	0	0	0	0	hinterland
hip	0	0	0	0	0	0	0	0	0	0	valahana
hippie	0	0	0	0	0	1	0	0	0	0	hippie
hire	0	1	0	0	1	0	1	0	0	1	karamako
hirsute	0	0	0	0	0	0	0	0	0	0	mitomany
hiss	1	0	0	1	0	1	0	0	0	0	Misitrisitra
hissing	0	0	0	0	0	1	0	0	0	0	ho zavatra mampisitrisitra
histology	0	0	0	0	0	0	0	0	0	0	histology
historian	0	0	0	0	0	0	0	0	0	0	mpahay tantara
historic	0	0	0	0	0	0	0	0	0	0	manan-tantara
historiography	0	0	0	0	0	0	0	0	0	0	historiography
history	0	0	0	0	0	0	0	0	0	0	FIAINANY TALOHA
hit	1	0	0	0	0	1	0	0	0	0	hira
hitherto	0	0	0	0	0	1	0	0	0	0	mandraka ankehitriny
hive	0	0	0	0	0	1	0	0	0	0	tohotra
hoard	0	0	0	0	0	0	0	0	0	0	no manangon
hoarse	0	0	0	0	0	1	0	0	0	0	hoarse
hoary	0	0	0	0	0	1	0	1	0	0	fotsy
hoax	1	0	1	0	0	1	0	1	1	0	fanambakana
hob	0	0	0	0	0	0	0	0	0	0	hob
hobby	0	0	0	0	1	0	1	0	0	0	fialam-boly
hobo	0	0	0	0	0	1	0	1	0	0	hobo
hockey	0	0	0	0	0	0	0	0	0	0	matoanteny
hoe	0	0	0	0	0	0	0	0	0	0	angady
hog	0	0	1	0	0	1	0	0	0	0	mibodo
hoist	0	0	0	0	0	0	0	0	0	0	hoist
hold	0	0	0	0	0	0	0	0	0	0	mihazona
holder	0	0	0	0	0	0	0	0	0	0	mpihazona
holding	0	0	0	0	0	0	0	0	0	0	Nihazonako
hole	0	0	0	0	0	0	0	0	0	0	lavaka
holiday	0	1	0	0	1	0	1	0	0	0	fialan-tsasatra
holiness	0	1	0	1	1	0	1	0	1	1	FAHAMASINANA
hollow	0	0	0	0	0	1	0	1	0	0	banga
holocaust	1	0	1	1	0	1	0	1	0	0	Famonoana Tambabe
holy	0	0	0	0	0	0	1	0	0	0	MASINA
homage	0	0	0	0	0	0	1	0	0	0	fanomezam-boninahitra
homeless	1	1	1	1	0	1	0	1	0	0	tsy manan-kialofana
homeopathic	0	0	0	0	0	0	0	0	0	0	hômeôpatika
homeopathy	0	0	0	0	0	0	0	0	0	0	Ny hômeôpatia
homesick	0	0	0	0	0	1	0	1	0	0	manina te-hody
homestead	0	0	0	0	0	0	0	0	0	0	hamboly
homework	0	0	0	1	0	0	0	0	0	0	enti-mody
homicidal	1	0	0	1	0	1	0	0	0	0	mamono olona
homicide	1	0	1	1	0	1	0	1	0	0	vono olona
homily	0	0	0	0	0	0	0	0	0	0	toriteny
homogeneity	0	0	0	0	0	0	0	0	0	0	homogeneity
homogeneous	0	0	0	0	0	0	0	0	0	0	homogeneous
homologous	0	0	0	0	0	0	0	0	0	0	homologous
homologue	0	0	0	0	0	0	0	0	0	0	homologue
homology	0	0	0	0	0	0	1	0	0	0	homolojia
hone	0	0	0	0	0	0	0	0	0	0	hone
honest	1	0	1	1	1	0	1	1	0	1	marina
honesty	0	0	0	0	0	0	1	0	0	1	manao ny marina
honey	0	0	0	0	0	0	1	0	0	0	Honey
honeycomb	0	0	0	0	0	0	0	0	0	0	toho-tantely
honeymoon	0	1	0	0	1	0	1	0	1	1	volan-tantely
honeysuckle	0	0	0	0	0	0	0	0	0	0	honeysuckle
honor	0	0	0	0	0	0	1	0	0	1	Manomeza voninahitra
honorable	0	0	0	0	0	0	1	0	0	1	manan-kaja
honorarium	0	0	0	0	0	0	0	0	0	0	honorarium
hood	1	0	1	1	0	1	0	0	0	0	kapaoty
hooded	0	0	0	1	0	0	0	0	0	0	nisaron-tava
hoof	0	0	0	0	0	0	0	0	0	0	kitro
hook	0	0	0	0	0	0	0	0	0	0	hook
hooked	0	0	0	0	0	1	0	0	0	0	azon'ilay olona
hooker	0	0	0	0	0	0	0	0	0	0	hooker
hoop	0	0	0	0	0	0	0	0	0	0	hoop
hoot	1	0	1	0	0	1	0	0	0	0	hoot
hop	0	0	0	0	0	0	0	0	0	0	mitsambikina
hope	0	1	0	0	1	0	1	0	1	1	fanantenana
hopeful	0	1	0	0	1	0	1	0	1	1	be fanantenana
hopeless	0	0	0	1	0	1	0	1	0	0	fanantenana
hopelessness	1	0	1	1	0	1	0	1	0	0	fahaverezam-panantenana
hopes	0	0	0	0	0	0	0	0	0	0	fanantenana
hoping	0	0	0	0	0	0	0	0	0	0	fanantenana
hopper	0	0	0	0	0	0	0	0	0	0	hopper
