English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Vietnamese Word
kern	0	0	0	0	0	1	0	0	0	0	kern
kernel	0	0	0	0	0	0	0	0	0	0	hạt nhân
kerosene	0	0	0	1	0	0	0	0	0	0	dầu hỏa
kettle	0	0	0	0	0	0	0	0	0	0	ấm đun nước
key	0	0	0	0	0	0	0	0	0	0	Chìa khóa
keyhole	0	0	0	0	0	0	0	0	0	0	lỗ khóa
keynote	0	0	0	0	0	0	1	0	0	0	chủ đạo
keystone	0	0	0	0	0	0	1	0	0	0	keystone
khaki	0	0	0	0	0	0	0	0	0	0	kaki
khan	0	0	0	1	0	0	0	0	0	1	khan
kick	1	0	0	0	0	1	0	0	0	0	đá
kicking	1	0	0	0	0	0	0	0	0	0	đá
kid	0	0	0	0	0	0	0	0	0	0	đứa trẻ
kidding	0	0	0	0	0	0	0	0	0	0	đùa
kidnap	1	0	0	1	0	1	0	1	1	0	bắt cóc
kill	0	0	0	1	0	1	0	1	0	0	giết chết
killing	1	0	0	1	0	1	0	1	0	0	giết chóc
kiln	0	0	0	0	0	0	0	0	0	0	lò nung
kilogram	0	0	0	0	0	0	0	0	0	0	kg
kilometer	0	0	0	0	0	0	0	0	0	0	km
kilt	0	0	0	0	0	0	0	0	0	0	kilt
kimono	0	0	0	0	0	0	0	0	0	0	kimono
kin	0	0	0	0	0	0	0	0	0	0	họ hàng
kind	0	0	0	0	1	0	1	0	0	1	tốt bụng
kindergarten	0	0	0	0	0	0	0	0	0	0	Mẫu giáo
kindness	0	0	0	0	0	0	1	0	0	0	lòng tốt
kindred	0	1	0	0	1	0	1	0	0	1	tốt bụng
kinematics	0	0	0	0	0	0	0	0	0	0	động học
king	0	0	0	0	0	0	1	0	0	0	nhà vua
kingdom	0	0	0	0	0	0	0	0	0	0	Vương quốc
kink	0	0	0	0	0	0	0	0	0	0	gấp khúc
kinky	0	0	0	0	0	0	0	0	0	0	lập dị
kiosk	0	0	0	0	0	0	0	0	0	0	ki-ốt
kirk	0	0	0	0	0	0	0	0	0	0	kirk
kiss	0	1	0	0	1	0	1	0	1	0	hôn
kit	0	0	0	0	0	0	0	0	0	0	bộ dụng cụ
kitchen	0	0	0	0	0	0	0	0	0	0	phòng bếp
kite	0	0	1	0	0	1	0	0	0	0	cánh diều
kitten	0	0	0	0	1	0	1	0	0	1	mèo con
knack	0	0	0	0	0	0	1	0	0	0	sở trường
knapsack	0	0	0	0	0	0	0	0	0	0	ba lô
knead	0	0	0	0	0	0	0	0	0	0	nhào
knee	0	0	0	0	0	0	0	0	0	0	đầu gối
kneel	0	0	0	0	0	0	0	0	0	0	quỳ xuống
kneeling	0	0	0	0	0	0	0	0	0	0	quỳ
knell	0	0	0	1	0	1	0	1	0	0	tiếng chuông
knickers	0	0	0	0	0	0	0	0	0	1	quần lót
knife	0	0	0	0	0	0	0	0	0	0	dao
knight	0	0	0	0	0	0	1	0	0	0	Hiệp sỹ
knit	0	0	0	0	0	0	0	0	0	0	Đan
knob	0	0	0	0	0	0	0	0	0	0	nút vặn
knock	0	0	0	0	0	0	0	0	0	0	cú đánh
knoll	0	0	0	0	0	0	0	0	0	0	chuông kêu
knot	0	0	0	0	0	0	0	0	0	0	nút thắt
knotted	0	0	0	0	0	1	0	0	0	0	thắt nút
knowing	0	0	0	0	0	0	1	0	0	0	hiểu biết
knowingly	0	0	0	0	0	0	0	0	0	0	cố ý
knowledge	0	0	0	0	0	0	1	0	0	0	hiểu biết
knuckle	0	0	0	0	0	0	0	0	0	0	đốt ngón tay
kos	0	0	0	0	0	0	0	0	0	0	kos
kris	0	0	0	0	0	0	0	0	0	0	kris
kudos	0	0	0	0	1	0	1	0	0	0	thanh danh
lab	0	0	0	0	0	0	0	0	0	0	phòng thí nghiệm
label	0	0	0	0	0	0	0	0	0	1	nhãn mác
labor	0	1	0	0	1	0	1	0	1	1	nhân công
laboratory	0	0	0	0	0	0	0	0	0	0	phòng thí nghiệm
labored	0	0	0	0	0	1	0	1	0	0	lao lực
laborer	0	0	0	0	0	0	0	0	0	0	người lao công
laboring	0	0	0	0	0	0	0	0	0	0	lao lực
laborious	0	0	0	0	0	1	0	0	0	0	siêng năng
labyrinth	0	1	0	0	0	1	0	0	0	0	mê cung
lac	0	0	0	0	0	0	0	0	0	0	lac
lace	1	0	0	1	0	1	1	1	0	1	ren
lack	0	0	0	0	0	1	0	0	0	0	thiếu
lacking	0	0	0	0	0	1	0	0	0	0	thiếu
lackluster	0	0	0	0	0	1	0	0	0	0	mờ nhạt
lacquer	0	0	0	0	0	0	0	0	0	0	sơn mài
lacrosse	0	0	0	0	0	0	0	0	0	0	lacrosse
lad	0	0	0	0	0	0	0	0	0	0	thanh niên
ladder	0	0	0	0	0	0	0	0	0	0	thang
laden	0	0	0	0	0	1	0	0	0	0	chất đầy
lading	0	0	0	0	0	0	0	0	0	0	vận chuyển
ladle	0	0	0	0	0	0	0	0	0	0	lò nồi
lady	0	0	0	0	0	0	0	0	0	0	quý bà
lag	0	0	0	0	0	1	0	0	0	0	lỗi
lagging	1	1	1	0	0	1	0	1	0	0	tụt hậu
lagoon	0	0	0	0	0	0	0	0	0	0	đầm phá
lair	0	0	0	0	0	1	0	0	0	0	hang ổ
laity	0	0	0	0	0	0	0	0	0	0	giáo dân
lake	0	0	0	0	0	0	0	0	0	0	hồ
lama	0	0	0	0	0	0	0	0	0	0	lạt ma
lamb	0	0	0	0	1	0	1	0	0	1	cừu
lament	0	0	1	1	0	1	0	1	0	0	than thở
lamenting	0	0	0	0	0	0	0	1	0	0	than thở
lamina	0	0	0	0	0	0	0	0	0	0	lamina
laminated	0	0	0	0	0	0	0	0	0	0	nhiều lớp
lamp	0	0	0	0	0	0	0	0	0	0	đèn ngủ
lance	0	0	0	0	0	0	0	0	0	0	cây thương
lancer	0	0	0	0	0	0	0	0	0	0	kỵ binh cầm thương
land	0	0	0	0	0	0	1	0	0	0	đất
landed	0	0	0	0	0	0	1	0	0	0	hạ cánh
landing	0	0	0	0	0	0	0	0	0	0	đổ bộ
landlocked	0	0	0	0	0	0	0	0	0	0	không có đất liền
landlord	0	0	0	0	0	0	0	0	0	0	chủ nhà
landmark	0	0	0	0	0	0	0	0	0	1	phong cảnh
lands	0	0	0	0	0	0	0	0	0	0	vùng đất
landscape	0	0	0	0	0	0	0	0	0	0	phong cảnh
landscaping	0	0	0	0	0	0	0	0	0	0	phong cảnh
landslide	0	0	0	1	0	1	0	1	0	0	lở đất
lane	0	0	0	0	0	0	0	0	0	0	làn đường
language	0	0	0	0	0	0	0	0	0	0	ngôn ngữ
languid	0	0	0	0	0	1	0	0	0	0	uể oải
languish	0	0	0	0	0	1	0	0	0	0	uể oải
languishing	0	0	0	1	0	1	0	1	0	0	uể oải
lanky	0	0	0	0	0	0	0	0	0	0	cao lêu nghêu
lantern	0	0	0	0	0	0	0	0	0	0	đèn lồng
lap	0	0	0	0	0	0	0	0	0	0	lòng
lapel	0	0	0	0	0	0	0	0	0	0	ve áo
lapse	0	0	0	0	0	1	0	0	0	0	trôi đi
lapsed	0	0	0	0	0	0	0	0	0	0	mất hiệu lực
larceny	0	0	1	0	0	1	0	0	0	0	ăn cắp vặt
lard	0	0	0	0	0	0	0	0	0	0	mỡ lợn
larder	0	0	0	0	0	0	0	0	0	0	người nấu rượu
large	0	0	0	0	0	0	0	0	0	0	lớn
larger	0	0	1	0	0	0	0	0	1	1	lớn hơn
largo	0	0	0	0	0	0	0	0	0	0	Largo
lark	0	0	0	0	0	0	0	0	0	0	chim sơn ca
larva	0	0	0	0	0	0	0	0	0	0	ấu trùng
larynx	0	0	0	0	0	0	0	0	0	0	thanh quản
laser	0	0	0	0	0	0	1	0	0	1	tia laze
lash	1	0	0	1	0	1	0	0	0	0	dây da roi
lass	0	0	0	0	0	0	0	0	0	0	lass
lasso	0	0	0	0	0	0	0	0	0	0	dây cột ngựa
lasting	0	0	0	0	0	0	0	0	0	0	bền vững
latch	0	0	0	0	0	0	0	0	0	0	chốt cửa
late	0	0	0	0	0	1	0	1	0	0	muộn
lateness	0	0	0	0	0	1	0	0	0	0	sự muộn màng
latent	1	1	1	0	0	1	0	0	1	0	ngầm
lateral	0	0	0	0	0	0	0	0	0	0	bên
laterally	0	0	0	0	0	0	0	0	0	0	theo chiều ngang
latex	0	0	0	0	0	0	0	0	0	0	mủ cao su
lathe	0	0	0	0	0	0	0	0	0	0	máy tiện
lather	0	0	0	0	0	0	0	0	0	0	bôi
latitude	0	0	0	0	0	0	0	0	0	0	vĩ độ
latrines	0	0	1	0	0	1	0	0	0	0	hố xí
lattice	0	0	0	0	0	0	0	0	0	0	mạng tinh thể
laudable	0	0	0	0	0	0	1	0	0	0	đáng khen ngợi
laugh	0	0	0	0	1	0	1	0	1	0	cười
laughable	0	0	1	0	0	1	0	0	0	0	buồn cười
laughing	0	0	0	0	1	0	1	0	0	0	đang cười
laughter	0	1	0	0	1	0	1	0	1	0	tiếng cười
launch	0	1	0	0	0	0	1	0	0	0	phóng
laundry	0	0	0	0	0	0	0	0	0	0	giặt ủi
laureate	0	0	0	0	0	0	1	0	0	1	người đoạt giải
laurel	0	0	0	0	0	0	1	0	0	0	nguyệt quế
laurels	0	0	0	0	1	0	1	0	0	0	vòng nguyệt quế
lava	1	0	0	1	0	1	0	0	0	0	dung nham
lavage	0	0	0	0	0	0	0	0	0	0	rửa ráy
lavatory	0	0	1	0	0	0	0	0	0	0	nhà vệ sinh
lavender	0	0	0	0	0	0	0	0	0	0	Hoa oải hương
lavish	0	0	0	0	0	0	1	0	0	0	xa hoa
law	0	0	0	0	0	0	0	0	0	1	pháp luật
lawful	0	0	0	0	0	0	1	0	0	1	hợp pháp
lawlessness	1	0	0	1	0	1	0	0	0	0	vô luật pháp
lawn	0	0	0	0	0	0	0	0	0	0	bãi cỏ
lawsuit	1	0	1	1	0	1	0	1	1	0	kiện cáo
lawyer	1	0	1	1	0	1	0	0	0	0	luật sư
lax	0	0	0	0	0	1	0	1	0	0	lỏng lẻo
laxative	0	0	1	1	0	1	0	0	0	0	nhuận tràng
lay	0	0	0	0	0	0	0	0	0	0	đặt nằm
layer	0	0	0	0	0	0	0	0	0	0	lớp
layered	0	0	0	0	0	0	0	0	0	0	nhiều lớp
layman	0	0	0	0	0	0	0	0	0	0	cư sĩ
lazy	0	0	0	0	0	1	0	0	0	0	lười biếng
lea	0	0	0	0	0	0	0	0	0	0	đồng cỏ
lead	0	0	0	0	0	0	1	0	0	0	chỉ huy
leader	0	0	0	0	0	0	1	0	0	1	lãnh đạo
leading	0	0	0	0	0	0	0	0	0	1	dẫn đầu
leads	0	0	0	0	0	0	0	0	0	0	dẫn đầu
leaf	0	0	0	0	0	0	0	0	0	0	Lá cây
leaflet	0	0	0	0	0	0	0	0	0	0	tờ rơi
leafy	0	0	0	0	0	0	0	0	0	0	lá
league	0	0	0	0	0	0	1	0	0	0	liên đoàn
leak	0	0	0	0	0	1	0	0	0	0	hở
leakage	0	0	0	0	0	1	0	0	0	0	Sự rò rỉ
leaky	0	0	0	0	0	1	0	0	0	0	rò rỉ
lean	0	0	0	0	0	0	0	0	0	0	độ nghiêng
leaned	0	0	0	0	0	0	0	0	0	0	nghiêng mình
leaning	0	0	0	0	0	0	0	0	0	1	nghiêng người
leap	0	0	0	0	0	0	0	0	0	0	nhảy vọt
learn	0	0	0	0	0	0	1	0	0	0	học
learned	0	0	0	0	0	0	0	0	0	0	đã học
learner	0	0	0	0	0	0	0	0	0	0	người học
learning	0	0	0	0	0	0	1	0	0	0	học tập
lease	0	0	0	0	0	0	0	0	0	0	cho thuê
leash	0	0	0	0	0	0	0	0	0	0	dây buộc
leather	0	0	0	0	0	0	0	0	0	0	da
leathery	0	0	0	0	0	0	0	0	0	0	thuộc da
leave	0	0	0	0	0	1	0	1	1	0	rời bỏ
lecture	0	0	0	0	0	0	0	0	0	0	bài học
lecturer	0	0	0	0	0	0	1	0	0	0	giảng viên
ledge	0	0	0	0	0	0	0	0	0	0	mỏm đá
ledger	0	0	0	0	0	0	0	0	0	0	sổ cái
lee	0	0	0	0	0	0	0	0	0	0	lee
leech	0	0	0	0	0	1	0	0	0	0	con đỉa
leeches	0	0	1	1	0	1	0	0	0	0	đỉa
leer	0	0	1	0	0	1	0	0	0	0	cùi
leery	0	0	0	0	0	0	0	0	1	0	tinh ranh
lees	0	0	0	0	0	0	0	0	0	0	lees
leeway	0	0	0	0	0	0	1	0	0	0	sự mất thời gian
left	0	0	0	0	0	0	0	0	0	0	bên trái
leg	0	0	0	0	0	0	0	0	0	0	Chân
legacy	0	0	0	0	0	0	0	0	0	0	di sản
legal	0	0	0	0	0	0	1	0	0	1	hợp pháp
legality	0	0	0	0	0	0	0	0	0	0	tính hợp pháp
legalize	0	0	0	0	0	0	0	0	0	0	hợp pháp hóa
legalized	1	0	0	1	1	0	1	0	0	1	hợp pháp hóa
legally	0	0	0	0	0	0	0	0	0	0	hợp pháp
legend	0	0	0	0	0	0	0	0	0	0	truyền thuyết
legendary	0	0	0	0	0	0	1	0	0	0	huyền thoại
legibility	0	0	0	0	0	0	1	0	0	0	tính dễ đọc
legible	0	0	0	0	0	0	1	0	0	0	dễ đọc
legion	0	0	0	0	0	0	0	0	0	0	quân đoàn
legislate	0	0	0	0	0	0	0	0	0	0	lập pháp
legislation	0	0	0	0	0	0	0	0	0	0	pháp luật
legislative	0	0	0	0	0	0	0	0	0	0	lập pháp
legislator	0	0	0	0	0	0	0	0	0	1	nhà lập pháp
legislature	0	0	0	0	0	0	0	0	0	1	cơ quan lập pháp
legitimacy	0	0	0	0	0	0	0	0	0	1	tính hợp pháp
legs	0	0	0	0	0	0	0	0	0	0	chân
legume	0	0	0	0	0	0	0	0	0	0	cây họ đậu
leisure	0	1	0	0	1	0	1	0	1	1	thời gian rảnh rỗi
leisurely	0	0	0	0	0	0	1	0	0	0	nhàn nhã
lemma	0	0	0	0	0	0	1	0	0	0	bổ đề
lemon	0	0	1	0	0	1	0	0	0	0	Chanh
lend	0	0	0	0	0	0	0	0	0	0	cho vay
lender	0	0	0	0	0	0	0	0	0	1	người cho vay
lending	0	0	0	0	0	0	0	0	0	0	cho vay
length	0	0	0	0	0	0	0	0	0	0	chiều dài
lengthen	0	0	0	0	0	0	0	0	0	0	kéo dài
lengthened	0	0	0	0	0	0	0	0	0	0	kéo dài
lengthening	0	0	0	0	0	0	0	0	0	0	kéo dài
lengthwise	0	0	0	0	0	0	0	0	0	0	chiều dài
lengthy	0	0	0	0	0	0	0	0	0	0	dài dòng
leniency	0	0	0	0	0	0	0	0	0	0	khoan dung
lenient	0	0	0	0	0	0	1	0	0	0	nhân hậu
lens	0	0	0	0	0	0	0	0	0	0	ống kính
leopard	0	0	0	0	0	0	0	0	0	0	báo
leprosy	0	0	1	1	0	1	0	1	0	0	bệnh phong cùi
lessee	0	0	0	0	0	0	0	0	0	0	người cho thuê
lessen	0	1	0	0	0	1	0	0	0	0	bớt đi
lessening	0	0	0	0	0	0	0	0	0	0	bớt đi
lesser	0	0	1	0	0	1	0	0	0	0	ít hơn
lesson	0	1	0	0	0	0	1	0	0	1	bài học
lessor	0	0	0	0	0	0	0	0	0	0	bên cho thuê
lethal	0	0	1	1	0	1	0	1	0	0	gây chết người
lethargic	0	0	0	0	0	0	0	0	0	0	hôn mê
lethargy	0	0	0	0	0	1	0	1	0	0	hôn mê
letter	0	1	0	0	0	0	0	0	0	0	bức thư
lettered	0	1	0	0	0	0	1	0	0	1	chữ
letters	0	0	0	0	0	0	0	0	0	0	bức thư
lettuce	0	0	0	0	0	0	0	0	0	0	rau diếp
leukemia	1	0	0	1	0	1	0	1	0	0	bệnh bạch cầu
levee	0	0	0	0	0	0	0	0	0	1	levee
level	0	0	0	0	0	0	1	0	0	1	mức độ
lever	0	0	0	0	0	0	0	0	0	0	đòn bẩy
leverage	0	0	0	0	0	0	1	0	0	0	tận dụng
levy	0	0	0	0	0	1	0	0	0	0	tiền thuế
lewd	0	0	1	0	0	1	0	0	0	0	dâm dục
lexicon	0	0	0	0	0	0	0	0	0	0	từ vựng
ley	0	0	0	0	0	0	0	0	0	0	ley
liabilities	0	0	0	0	0	0	0	0	0	0	nợ phải trả
liability	0	0	0	0	0	0	0	0	0	0	trách nhiệm pháp lý
liaison	0	0	0	0	0	1	0	0	0	0	sự liên lạc
liar	0	0	1	0	0	1	0	0	0	0	người nói dối
libel	1	0	0	1	0	1	0	0	0	1	phỉ báng
libelous	0	0	0	0	0	0	0	0	0	0	bôi nhọ
liberal	0	0	0	0	0	1	1	0	0	0	phóng khoáng
liberalism	0	0	0	0	0	0	0	0	0	0	chủ nghĩa tự do
liberate	1	1	0	0	1	0	1	0	1	1	giải phóng
liberation	0	1	0	0	1	0	1	0	1	0	giải phóng
liberty	0	1	0	0	1	0	1	0	1	1	sự tự do
libido	0	0	0	0	0	0	0	0	0	0	ham muốn tình dục
librarian	0	0	0	0	0	0	0	0	0	0	thủ thư
library	0	0	0	0	0	0	1	0	0	0	thư viện
libretto	0	0	0	0	0	0	0	0	0	0	libretto
license	0	0	0	0	0	0	0	0	0	0	giấy phép
lichen	0	0	0	0	0	0	0	0	0	0	địa y
lick	0	0	1	0	0	1	0	0	0	0	liếm
lid	0	0	0	0	0	0	0	0	0	0	Nắp
lie	1	0	1	0	0	1	0	1	0	0	nói dối
liege	0	0	0	0	0	0	0	0	0	0	nói dối
lien	0	0	0	0	0	0	0	0	0	0	quyền cầm giữ
lieu	0	0	0	0	0	0	0	0	0	0	thay vì
lieutenant	0	0	0	0	0	0	0	0	0	1	trung úy
life	0	0	0	0	0	0	0	0	0	0	đời sống
lifeblood	0	0	0	0	0	0	1	0	0	0	huyết mạch
lifeboat	0	0	0	0	0	0	0	0	0	0	thuyền cứu sinh
lifeless	0	0	0	1	0	1	0	1	0	0	vô hồn
lifelike	0	0	0	0	0	0	0	0	0	0	sống động như thật
lifelong	0	0	0	0	0	0	0	0	0	0	suốt đời
lifetime	0	0	0	0	0	0	0	0	0	0	cả đời
lift	0	0	0	0	0	0	0	0	0	0	nâng
ligament	0	0	0	0	0	0	0	0	0	0	dây chằng
ligation	0	0	0	0	0	0	0	0	0	0	thắt
light	0	0	0	0	0	0	0	0	0	0	nhẹ
lighten	0	0	0	0	0	0	0	0	0	0	làm sáng
lighthouse	0	0	0	0	0	0	1	0	0	0	ngọn hải đăng
lightness	0	0	0	0	0	0	0	0	0	0	sự nhẹ nhàng
lightning	1	0	0	1	0	0	0	0	1	0	tia chớp
likelihood	0	0	0	0	0	0	0	0	0	0	khả năng xảy ra
likeness	0	0	0	0	0	0	0	0	0	0	sự đáng yêu
likewise	0	0	0	0	0	0	0	0	0	0	tương tự như vậy
liking	0	0	0	0	1	0	1	0	0	1	thích
lilac	0	0	0	0	0	0	0	0	0	0	hoa cà
lily	0	0	0	0	0	0	0	0	0	0	Hoa loa kèn
limb	0	0	0	0	0	0	0	0	0	0	chân tay
limbo	0	0	0	0	0	0	0	0	0	0	lấp lửng
limit	0	0	0	0	0	0	0	0	0	0	giới hạn
limitation	0	0	0	0	0	0	0	0	0	0	sự hạn chế
limited	1	0	0	0	0	1	0	1	0	0	giới hạn
limitless	0	0	0	0	0	0	0	0	0	0	vô hạn
limousine	0	0	0	0	0	0	0	0	0	0	xe limousine
limp	0	0	0	0	0	1	0	0	0	0	khập khiễng
lin	0	0	0	0	0	0	0	0	0	0	lin
line	0	0	0	0	0	0	0	0	0	0	hàng
lineage	0	0	0	0	0	0	0	0	0	0	dòng dõi
lineal	0	0	0	0	0	0	0	0	0	0	tuyến tính
linear	0	0	0	0	0	0	0	0	0	0	tuyến tính
lined	0	0	0	0	0	0	0	0	0	0	lót
linen	0	0	0	0	0	0	0	0	0	0	lanh
liner	0	0	0	0	0	0	0	0	0	0	lót
lines	0	0	0	1	0	0	0	0	0	0	dòng
linger	0	1	0	0	0	0	0	0	0	0	nán lại
lingo	0	0	0	0	0	0	0	0	0	0	biệt ngữ
lingual	0	0	0	0	0	0	0	0	0	0	ngôn ngữ
linguist	0	0	0	0	0	0	1	0	0	1	nhà ngôn ngữ học
linguistic	0	0	0	0	0	0	0	0	0	0	ngôn ngữ
linguistics	0	0	0	0	0	0	0	0	0	0	ngôn ngữ học
lining	0	0	0	0	0	0	0	0	0	0	lót
link	0	0	0	0	0	0	0	0	0	0	liên kết
linoleum	0	0	0	0	0	0	0	0	0	0	vải sơn
lint	0	0	0	0	0	1	0	0	0	0	xơ vải
lion	0	0	0	1	0	0	1	0	0	0	sư tử
lip	0	0	0	0	0	0	0	0	0	0	môi
lipstick	0	0	0	0	0	0	0	0	0	0	son môi
liquefaction	0	0	0	0	0	0	0	0	0	0	hóa lỏng
liquefied	0	0	0	0	0	0	0	0	0	0	hóa lỏng
liqueur	0	0	0	0	0	0	0	0	0	0	rượu mùi
liquid	0	0	0	0	0	0	0	0	0	0	chất lỏng
liquidate	0	0	0	0	0	0	0	0	0	0	thanh lý
liquidation	0	0	0	0	0	0	0	0	0	0	thanh toán
liquidator	0	0	0	0	0	0	0	0	0	0	người thanh lý
liquidity	0	0	0	0	0	0	0	0	0	0	thanh khoản
liquor	1	0	0	0	1	1	0	1	0	0	rượu
lisp	0	0	0	0	0	0	0	0	0	0	nói ngọng
list	0	0	0	0	0	0	0	0	0	0	danh sách
listen	0	0	0	0	0	0	0	0	0	0	nghe
listener	0	0	0	0	0	0	0	0	0	0	người nghe
listing	0	0	0	0	0	0	0	0	0	0	danh sách
listless	0	0	0	0	0	1	0	1	0	0	bơ phờ
litany	0	0	0	0	0	0	0	0	0	0	kinh cầu
literally	0	0	0	0	0	0	0	0	0	0	theo đúng nghĩa đen
literary	0	0	0	0	0	0	0	0	0	0	văn học
literature	0	0	0	0	0	0	0	0	0	0	văn chương
lithe	0	0	0	0	0	0	1	0	0	0	vải thưa
lithograph	0	0	0	0	0	0	0	0	0	0	thạch bản
lithography	0	0	0	0	0	0	0	0	0	0	in thạch bản
lithology	0	0	0	0	0	0	0	0	0	0	thạch học
lithosphere	0	0	0	0	0	0	0	0	0	0	thạch quyển
litigant	0	0	0	0	0	1	0	0	0	0	đương sự
litigate	1	1	1	1	0	1	0	1	0	0	kiện tụng
litigation	0	0	0	0	0	1	0	0	0	0	kiện tụng
litigious	1	0	1	0	0	1	0	0	0	0	kiện tụng
litter	0	0	0	0	0	1	0	0	0	0	lít
littoral	0	0	0	0	0	0	0	0	0	0	vùng ven biển
liturgy	0	0	0	0	0	0	0	0	0	0	phụng vụ
livelihood	0	0	0	0	0	0	0	0	0	0	kế sinh nhai
livery	0	0	0	0	0	0	0	0	0	0	livery
livid	1	0	1	0	0	1	0	0	0	0	tức giận
living	0	0	0	0	0	0	0	0	0	0	cuộc sống
llama	0	0	0	0	0	0	0	0	0	0	llama
load	0	0	0	0	0	0	0	0	0	0	trọng tải
loaf	0	0	0	0	0	1	0	0	0	0	ổ bánh mì
loafer	0	0	0	0	0	1	0	0	0	0	người cho vay
loam	0	0	0	0	0	0	0	0	0	0	đất mùn
loan	0	0	0	0	0	0	0	0	0	0	tiền vay
loath	1	0	0	0	0	1	0	0	0	0	không ưa
loathe	1	0	1	0	0	1	0	0	0	0	không ưa
loathing	0	0	1	0	0	1	0	0	0	0	ghê tởm
loathsome	1	0	1	0	0	1	0	0	0	0	không ưa
lobby	0	0	0	0	0	0	0	0	0	0	sảnh đợi
lobbyist	0	0	0	0	0	1	0	0	0	0	người vận động hành lang
lobe	0	0	0	0	0	0	0	0	0	0	thùy
local	0	0	0	0	0	0	0	0	0	0	địa phương
locale	0	0	0	0	0	0	0	0	0	0	ngôn ngữ
locality	0	0	0	0	0	0	0	0	0	0	địa phương
localization	0	0	0	0	0	0	0	0	0	0	bản địa hóa
localize	0	1	0	0	0	0	0	0	0	0	bản địa hóa
locate	0	0	0	0	0	0	0	0	0	0	định vị
location	0	0	0	0	0	0	0	0	0	0	địa điểm
loch	0	0	0	0	0	0	0	0	0	0	hồ
lock	0	0	0	0	0	0	0	0	0	0	Khóa
locker	0	0	0	0	0	0	0	0	0	0	khóa
locksmith	0	0	0	0	0	0	0	0	0	0	thợ khóa
lockup	0	0	0	1	0	1	0	1	0	0	Khóa
locomotion	0	0	0	0	0	0	0	0	0	0	sự vận động
locomotive	0	0	0	0	0	0	0	0	0	0	đầu máy xe lửa
locust	0	0	0	1	0	1	0	0	0	0	cào cào
lodge	0	0	0	0	0	0	0	0	0	0	lều
lodger	0	0	0	0	0	0	0	0	0	0	người ở trọ
lodging	0	0	0	0	0	0	0	0	0	1	chỗ ở
loft	0	0	0	0	0	0	0	0	0	0	căn hộ nhỏ
lofty	0	0	0	0	0	1	0	0	0	0	cao
log	0	0	0	0	0	0	0	0	0	0	khúc gỗ
logarithm	0	0	0	0	0	0	0	0	0	0	lôgarit
logarithmic	0	0	0	0	0	0	0	0	0	0	lôgarit
logic	0	0	0	0	0	0	0	0	0	0	Hợp lý
logical	0	0	0	0	0	0	1	0	0	0	hợp lý
logistics	0	0	0	0	0	0	0	0	0	0	hậu cần
logotype	0	0	0	0	0	0	0	0	0	0	biểu tượng
loin	0	0	0	0	0	0	0	0	0	0	thịt thăn
lollipop	0	0	0	0	0	0	0	0	0	0	kẹo mút
lone	0	0	0	0	0	0	0	1	0	0	đơn độc
loneliness	0	0	0	1	0	1	0	1	0	0	sự cô đơn
lonely	1	0	1	1	0	1	0	1	0	0	cô đơn
lonesome	0	0	0	0	0	1	0	1	0	0	đơn độc
long	0	1	0	0	0	0	0	0	0	0	Dài
longevity	0	0	0	0	0	0	1	0	0	0	tuổi thọ
longing	0	1	0	0	0	0	0	1	0	0	khao khát
longitude	0	0	0	0	0	0	0	0	0	0	kinh độ
longitudinal	0	0	0	0	0	0	0	0	0	0	theo chiều dọc
longitudinally	0	0	0	0	0	0	0	0	0	0	theo chiều dọc
loo	0	0	1	0	0	1	0	0	0	0	loo
lookout	0	0	0	0	0	0	0	0	0	0	coi chưng
loom	0	1	0	1	0	1	0	0	0	0	khung cửi
looming	0	0	0	0	0	0	0	0	0	0	lờ mờ
loon	0	0	1	0	0	1	0	0	0	0	loon
loony	0	0	0	0	0	1	0	0	0	0	điên khùng
loop	0	0	0	0	0	0	0	0	0	0	vòng
loophole	0	0	0	0	0	0	0	0	0	0	sơ hở
loosen	0	0	0	0	0	0	0	0	0	0	nới lỏng
loosening	0	0	0	0	0	0	0	0	0	0	nới lỏng
loot	0	0	0	0	0	1	0	0	0	0	cướp bóc
lop	0	0	0	0	0	0	0	0	0	0	lop
lopsided	0	0	0	0	0	0	0	0	0	0	lệch lạc
lord	0	0	1	0	0	1	1	0	0	1	Chúa tể
lords	0	0	0	0	0	0	0	0	0	0	lãnh chúa
lordship	0	0	0	0	0	0	1	0	0	0	quyền lãnh chúa
lore	0	0	0	0	0	0	0	0	0	0	truyền thuyết
lorry	0	0	0	0	0	0	0	0	0	0	xe tải
lose	1	0	1	1	0	1	0	1	1	0	mất
losing	1	0	0	0	0	1	0	1	0	0	thua cuộc
loss	1	0	0	1	0	1	0	1	0	0	sự mất mát
lost	0	0	0	0	0	1	0	1	0	0	mất đi
lot	0	0	0	0	0	0	0	0	0	0	rất nhiều
lotion	0	0	0	0	0	0	0	0	0	0	nước thơm
lots	0	0	0	0	0	0	0	0	0	0	rất nhiều
lottery	0	1	0	0	0	0	0	0	0	0	vé số
lotto	0	0	0	0	0	0	0	0	0	0	lô tô
loud	0	0	0	0	0	0	0	0	0	0	ồn ào
loudly	0	0	0	0	0	0	0	0	0	0	ầm ĩ
loudness	1	0	0	0	0	1	0	0	0	0	sự ồn ào
lounge	0	0	0	0	0	1	0	0	0	0	phòng chờ
louse	0	0	1	0	0	1	0	0	0	0	con rận
