English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Azerbaijani Word
jersey	0	0	0	0	0	0	0	0	0	0	forma
jest	0	0	0	0	1	0	1	0	1	0	zarafat
jester	0	0	0	0	0	0	0	0	0	0	zarafatcıl
jet	0	0	0	0	0	0	0	0	0	0	reaktiv
jetty	0	0	0	0	0	0	0	0	0	0	iskele
jewel	0	0	0	0	0	0	0	0	0	0	ləl-cəvahirat
jeweler	0	0	0	0	0	0	0	0	0	0	zərgər
jewelry	0	0	0	0	0	0	0	0	0	0	zərgərlik
jib	0	0	0	0	0	0	0	0	0	0	jib
jiffy	0	0	0	0	0	0	0	0	0	0	jiffy
jimmy	0	0	0	0	0	0	0	0	0	0	jimmy
jingle	0	0	0	0	0	0	0	0	0	0	cingilti
job	0	0	0	0	0	0	1	0	0	0	iş
jock	0	0	0	0	0	0	0	0	0	0	oyuncaq
jockey	0	0	0	0	0	0	0	0	0	0	jokey
jog	0	0	0	0	0	0	0	0	0	0	qaçış
john	0	0	1	0	0	1	0	0	0	0	John
join	0	0	0	0	0	0	1	0	0	0	qoşulun
joined	0	0	0	0	0	0	1	0	0	0	qoşuldu
joining	0	0	0	0	0	0	0	0	0	0	qoşulma
joint	0	0	0	0	0	0	0	0	0	0	birgə
jointly	0	0	0	0	0	0	0	0	0	0	birgə
joke	0	0	0	0	0	1	0	0	0	0	zarafat
joker	0	0	0	0	1	0	1	0	1	0	zarafatcıl
joking	0	0	0	0	0	0	1	0	0	0	zarafat
jolt	0	0	0	0	0	0	0	0	1	0	sarsıntı
jornada	0	0	0	0	0	1	0	0	0	0	jornada
jot	0	0	0	0	0	0	0	0	0	0	nöqtə
journal	0	0	0	0	0	0	0	0	0	0	jurnal
journalism	0	0	0	0	0	0	0	0	0	1	jurnalistika
journalist	0	0	0	0	0	0	1	0	0	0	jurnalist
journey	0	1	0	1	1	0	1	0	0	0	səyahət
journeyman	0	0	0	0	0	0	0	0	0	1	səyahətçi
jovial	0	0	0	0	1	0	1	0	0	0	şən
joy	0	0	0	0	1	0	1	0	0	0	sevinc
joyful	0	0	0	0	1	0	1	0	0	1	şən
joyous	0	0	0	0	1	0	1	0	0	0	sevincli
jubilant	0	0	0	0	1	0	1	0	1	1	şən
jubilee	0	0	0	0	1	0	1	0	1	0	yubiley
judge	0	0	0	0	0	0	0	0	0	0	hakim
judging	0	0	0	0	0	0	0	0	0	0	mühakimə
judgment	0	0	0	0	0	0	0	0	1	0	hökm
judicial	0	1	0	0	0	0	1	0	0	1	məhkəmə
judiciary	0	1	0	0	0	0	0	0	0	1	məhkəmə
judicious	0	0	0	0	0	0	1	0	0	1	müdrik
jug	0	0	0	0	0	0	0	0	0	0	küp
juggle	0	0	0	0	0	0	0	0	0	0	hoqqabazlıq etmək
juggling	0	0	0	0	0	0	0	0	0	0	hoqqabazlıq
juice	0	0	0	0	0	0	0	0	0	0	şirəsi
juicy	0	0	0	0	0	0	0	0	0	0	şirəli
jumble	0	0	0	0	0	1	0	0	0	0	qarışıqlıq
jumbled	0	0	0	0	0	0	0	0	0	0	qarışıq
jumbo	0	0	0	0	0	0	0	0	0	0	jumbo
jump	0	0	0	0	1	0	1	0	0	0	tullanmaq
junction	0	0	0	0	0	0	0	0	0	0	qovşaq
juncture	0	0	0	0	0	0	0	0	0	0	qovşağı
jungle	0	0	0	1	0	0	0	0	0	0	cəngəllik
junior	0	0	0	0	0	0	0	0	0	0	kiçik
junk	0	0	0	0	0	1	0	0	0	0	zibil
junta	0	0	0	0	0	1	0	0	0	0	xunta
juridical	0	0	0	0	0	0	0	0	0	0	hüquqi
jurisdiction	0	0	0	0	0	0	0	0	0	0	yurisdiksiya
jurisprudence	0	0	0	0	0	0	0	1	0	0	hüquq
jurist	0	0	0	0	0	0	0	0	0	1	hüquqşünas
jury	0	0	0	0	0	0	0	0	0	1	münsiflər heyəti
justice	0	0	0	0	0	0	1	0	0	1	ədalət
justifiable	0	0	0	0	0	0	1	0	0	1	əsaslandırıla bilən
justification	0	0	0	0	0	0	1	0	0	0	əsaslandırma
justify	0	0	0	0	0	0	0	0	0	0	haqq qazandırmaq
jute	0	0	0	0	0	0	0	0	0	0	jüt
juvenile	0	0	0	0	0	1	0	0	0	0	yeniyetmə
juxtaposition	0	0	0	0	0	0	0	0	0	0	üst-üstə düşmə
kaiser	0	0	0	0	0	0	0	0	0	0	kaiser
kaleidoscope	0	0	0	0	0	0	0	0	0	0	kaleydoskop
kangaroo	0	0	0	0	0	0	0	0	0	0	kenquru
kanji	0	0	0	0	0	0	0	0	0	0	kanci
karma	0	0	0	0	0	0	0	0	0	0	karma
kayak	0	0	0	0	0	0	0	0	0	0	kayak
keel	0	0	0	0	0	0	0	0	0	0	keil
keeper	0	0	0	0	0	0	0	0	0	0	gözətçi
keeping	0	0	0	0	0	0	0	0	0	0	saxlamaq
keepsake	0	0	0	0	0	0	1	0	0	0	yadigar
keg	0	0	0	0	0	0	0	0	0	0	keg
ken	0	0	0	0	0	0	1	0	0	0	ken
kennel	0	0	0	0	0	0	0	1	0	0	itxana
kern	0	0	0	0	0	1	0	0	0	0	kern
kernel	0	0	0	0	0	0	0	0	0	0	ləpə
kerosene	0	0	0	1	0	0	0	0	0	0	kerosin
kettle	0	0	0	0	0	0	0	0	0	0	çaydan
key	0	0	0	0	0	0	0	0	0	0	açar
keyhole	0	0	0	0	0	0	0	0	0	0	açar deliği
keynote	0	0	0	0	0	0	1	0	0	0	əsas söz
keystone	0	0	0	0	0	0	1	0	0	0	əsas daşı
khaki	0	0	0	0	0	0	0	0	0	0	xaki
khan	0	0	0	1	0	0	0	0	0	1	xan
kick	1	0	0	0	0	1	0	0	0	0	təpik
kicking	1	0	0	0	0	0	0	0	0	0	təpikləmək
kid	0	0	0	0	0	0	0	0	0	0	uşaq
kidding	0	0	0	0	0	0	0	0	0	0	zarafat
kidnap	1	0	0	1	0	1	0	1	1	0	qaçırmaq
kill	0	0	0	1	0	1	0	1	0	0	öldürmək
killing	1	0	0	1	0	1	0	1	0	0	öldürmək
kiln	0	0	0	0	0	0	0	0	0	0	soba
kilogram	0	0	0	0	0	0	0	0	0	0	kiloqram
kilometer	0	0	0	0	0	0	0	0	0	0	kilometr
kilt	0	0	0	0	0	0	0	0	0	0	kilt
kimono	0	0	0	0	0	0	0	0	0	0	kimono
kin	0	0	0	0	0	0	0	0	0	0	qohum
kind	0	0	0	0	1	0	1	0	0	1	mehriban
kindergarten	0	0	0	0	0	0	0	0	0	0	uşaq bağçası
kindness	0	0	0	0	0	0	1	0	0	0	mehribanlıq
kindred	0	1	0	0	1	0	1	0	0	1	qohum
kinematics	0	0	0	0	0	0	0	0	0	0	kinematika
king	0	0	0	0	0	0	1	0	0	0	kral
kingdom	0	0	0	0	0	0	0	0	0	0	səltənət
kink	0	0	0	0	0	0	0	0	0	0	bükülmə
kinky	0	0	0	0	0	0	0	0	0	0	kinky
kiosk	0	0	0	0	0	0	0	0	0	0	köşk
kirk	0	0	0	0	0	0	0	0	0	0	kirk
kiss	0	1	0	0	1	0	1	0	1	0	öpmək
kit	0	0	0	0	0	0	0	0	0	0	dəsti
kitchen	0	0	0	0	0	0	0	0	0	0	mətbəx
kite	0	0	1	0	0	1	0	0	0	0	uçurtma
kitten	0	0	0	0	1	0	1	0	0	1	pişik
knack	0	0	0	0	0	0	1	0	0	0	bacarıq
knapsack	0	0	0	0	0	0	0	0	0	0	çanta
knead	0	0	0	0	0	0	0	0	0	0	yoğurmaq
knee	0	0	0	0	0	0	0	0	0	0	diz
kneel	0	0	0	0	0	0	0	0	0	0	diz çökmək
kneeling	0	0	0	0	0	0	0	0	0	0	diz çökərək
knell	0	0	0	1	0	1	0	1	0	0	diz çökmək
knickers	0	0	0	0	0	0	0	0	0	1	knickers
knife	0	0	0	0	0	0	0	0	0	0	bıçaq
knight	0	0	0	0	0	0	1	0	0	0	cəngavər
knit	0	0	0	0	0	0	0	0	0	0	örgü
knob	0	0	0	0	0	0	0	0	0	0	düymə
knock	0	0	0	0	0	0	0	0	0	0	döymək
knoll	0	0	0	0	0	0	0	0	0	0	knoll
knot	0	0	0	0	0	0	0	0	0	0	düyün
knotted	0	0	0	0	0	1	0	0	0	0	düyünlü
knowing	0	0	0	0	0	0	1	0	0	0	bilmək
knowingly	0	0	0	0	0	0	0	0	0	0	bilərəkdən
knowledge	0	0	0	0	0	0	1	0	0	0	bilik
knuckle	0	0	0	0	0	0	0	0	0	0	düyün
kos	0	0	0	0	0	0	0	0	0	0	kos
kris	0	0	0	0	0	0	0	0	0	0	kris
kudos	0	0	0	0	1	0	1	0	0	0	sağol
lab	0	0	0	0	0	0	0	0	0	0	laboratoriya
label	0	0	0	0	0	0	0	0	0	1	etiket
labor	0	1	0	0	1	0	1	0	1	1	əmək
laboratory	0	0	0	0	0	0	0	0	0	0	laboratoriya
labored	0	0	0	0	0	1	0	1	0	0	zəhmət çəkdi
laborer	0	0	0	0	0	0	0	0	0	0	fəhlə
laboring	0	0	0	0	0	0	0	0	0	0	zəhmətkeş
laborious	0	0	0	0	0	1	0	0	0	0	zəhmətkeş
labyrinth	0	1	0	0	0	1	0	0	0	0	labirint
lac	0	0	0	0	0	0	0	0	0	0	lak
lace	1	0	0	1	0	1	1	1	0	1	krujeva
lack	0	0	0	0	0	1	0	0	0	0	çatışmazlığı
lacking	0	0	0	0	0	1	0	0	0	0	çatışmayan
lackluster	0	0	0	0	0	1	0	0	0	0	cansız
lacquer	0	0	0	0	0	0	0	0	0	0	lak
lacrosse	0	0	0	0	0	0	0	0	0	0	lakros
lad	0	0	0	0	0	0	0	0	0	0	oğlan
ladder	0	0	0	0	0	0	0	0	0	0	nərdivan
laden	0	0	0	0	0	1	0	0	0	0	yüklü
lading	0	0	0	0	0	0	0	0	0	0	yük
ladle	0	0	0	0	0	0	0	0	0	0	çömçə
lady	0	0	0	0	0	0	0	0	0	0	xanım
lag	0	0	0	0	0	1	0	0	0	0	gecikmə
lagging	1	1	1	0	0	1	0	1	0	0	geriləmə
lagoon	0	0	0	0	0	0	0	0	0	0	laqon
lair	0	0	0	0	0	1	0	0	0	0	yuva
laity	0	0	0	0	0	0	0	0	0	0	dinsiz
lake	0	0	0	0	0	0	0	0	0	0	göl
lama	0	0	0	0	0	0	0	0	0	0	lama
lamb	0	0	0	0	1	0	1	0	0	1	quzu
lament	0	0	1	1	0	1	0	1	0	0	mərsiyə
lamenting	0	0	0	0	0	0	0	1	0	0	ağlayır
lamina	0	0	0	0	0	0	0	0	0	0	lamina
laminated	0	0	0	0	0	0	0	0	0	0	laminatlı
lamp	0	0	0	0	0	0	0	0	0	0	lampa
lance	0	0	0	0	0	0	0	0	0	0	lans
lancer	0	0	0	0	0	0	0	0	0	0	lancer
land	0	0	0	0	0	0	1	0	0	0	torpaq
landed	0	0	0	0	0	0	1	0	0	0	endi
landing	0	0	0	0	0	0	0	0	0	0	eniş
landlocked	0	0	0	0	0	0	0	0	0	0	dənizə çıxışı olmayan
landlord	0	0	0	0	0	0	0	0	0	0	mülkədar
landmark	0	0	0	0	0	0	0	0	0	1	əlamətdar
lands	0	0	0	0	0	0	0	0	0	0	torpaqlar
landscape	0	0	0	0	0	0	0	0	0	0	mənzərə
landscaping	0	0	0	0	0	0	0	0	0	0	abadlıq
landslide	0	0	0	1	0	1	0	1	0	0	sürüşmə
lane	0	0	0	0	0	0	0	0	0	0	zolaq
language	0	0	0	0	0	0	0	0	0	0	dil
languid	0	0	0	0	0	1	0	0	0	0	tənbəl
languish	0	0	0	0	0	1	0	0	0	0	yormaq
languishing	0	0	0	1	0	1	0	1	0	0	zəifləyən
lanky	0	0	0	0	0	0	0	0	0	0	cılız
lantern	0	0	0	0	0	0	0	0	0	0	fənər
lap	0	0	0	0	0	0	0	0	0	0	dövrə
lapel	0	0	0	0	0	0	0	0	0	0	yaxa
lapse	0	0	0	0	0	1	0	0	0	0	fasilə
lapsed	0	0	0	0	0	0	0	0	0	0	keçdi
larceny	0	0	1	0	0	1	0	0	0	0	oğurluq
lard	0	0	0	0	0	0	0	0	0	0	donuz yağı
larder	0	0	0	0	0	0	0	0	0	0	kiler
large	0	0	0	0	0	0	0	0	0	0	böyük
larger	0	0	1	0	0	0	0	0	1	1	daha böyük
largo	0	0	0	0	0	0	0	0	0	0	larqo
lark	0	0	0	0	0	0	0	0	0	0	lark
larva	0	0	0	0	0	0	0	0	0	0	sürfə
larynx	0	0	0	0	0	0	0	0	0	0	qırtlaq
laser	0	0	0	0	0	0	1	0	0	1	lazer
lash	1	0	0	1	0	1	0	0	0	0	kirpik
lass	0	0	0	0	0	0	0	0	0	0	qız
lasso	0	0	0	0	0	0	0	0	0	0	kəmənd
lasting	0	0	0	0	0	0	0	0	0	0	Uzunmüddətli
latch	0	0	0	0	0	0	0	0	0	0	mandal
late	0	0	0	0	0	1	0	1	0	0	gec
lateness	0	0	0	0	0	1	0	0	0	0	gecikmə
latent	1	1	1	0	0	1	0	0	1	0	gizli
lateral	0	0	0	0	0	0	0	0	0	0	yanal
laterally	0	0	0	0	0	0	0	0	0	0	yanal
latex	0	0	0	0	0	0	0	0	0	0	lateks
lathe	0	0	0	0	0	0	0	0	0	0	torna
lather	0	0	0	0	0	0	0	0	0	0	köpük
latitude	0	0	0	0	0	0	0	0	0	0	enlik
latrines	0	0	1	0	0	1	0	0	0	0	tualetlər
lattice	0	0	0	0	0	0	0	0	0	0	qəfəs
laudable	0	0	0	0	0	0	1	0	0	0	təqdirəlayiq
laugh	0	0	0	0	1	0	1	0	1	0	gülmək
laughable	0	0	1	0	0	1	0	0	0	0	gülməli
laughing	0	0	0	0	1	0	1	0	0	0	gülür
laughter	0	1	0	0	1	0	1	0	1	0	gülüş
launch	0	1	0	0	0	0	1	0	0	0	işə salmaq
laundry	0	0	0	0	0	0	0	0	0	0	camaşırxana
laureate	0	0	0	0	0	0	1	0	0	1	laureatı
laurel	0	0	0	0	0	0	1	0	0	0	dəfnə
laurels	0	0	0	0	1	0	1	0	0	0	dəfnə
lava	1	0	0	1	0	1	0	0	0	0	lava
lavage	0	0	0	0	0	0	0	0	0	0	yuyulmaq
lavatory	0	0	1	0	0	0	0	0	0	0	tualet
lavender	0	0	0	0	0	0	0	0	0	0	lavanda
lavish	0	0	0	0	0	0	1	0	0	0	təmtəraqlı
law	0	0	0	0	0	0	0	0	0	1	qanun
lawful	0	0	0	0	0	0	1	0	0	1	qanuni
lawlessness	1	0	0	1	0	1	0	0	0	0	qanunsuzluq
lawn	0	0	0	0	0	0	0	0	0	0	qazon
lawsuit	1	0	1	1	0	1	0	1	1	0	iddia
lawyer	1	0	1	1	0	1	0	0	0	0	hüquqşünas
lax	0	0	0	0	0	1	0	1	0	0	lax
laxative	0	0	1	1	0	1	0	0	0	0	laksatif
lay	0	0	0	0	0	0	0	0	0	0	yatmaq
layer	0	0	0	0	0	0	0	0	0	0	qat
layered	0	0	0	0	0	0	0	0	0	0	laylı
layman	0	0	0	0	0	0	0	0	0	0	layman
lazy	0	0	0	0	0	1	0	0	0	0	tənbəl
lea	0	0	0	0	0	0	0	0	0	0	lea
lead	0	0	0	0	0	0	1	0	0	0	aparıcı
leader	0	0	0	0	0	0	1	0	0	1	lider
leading	0	0	0	0	0	0	0	0	0	1	aparıcı
leads	0	0	0	0	0	0	0	0	0	0	aparır
leaf	0	0	0	0	0	0	0	0	0	0	yarpaq
leaflet	0	0	0	0	0	0	0	0	0	0	vərəqə
leafy	0	0	0	0	0	0	0	0	0	0	yarpaqlı
league	0	0	0	0	0	0	1	0	0	0	liqa
leak	0	0	0	0	0	1	0	0	0	0	sızma
leakage	0	0	0	0	0	1	0	0	0	0	sızma
leaky	0	0	0	0	0	1	0	0	0	0	sızan
lean	0	0	0	0	0	0	0	0	0	0	arıq
leaned	0	0	0	0	0	0	0	0	0	0	əyildi
leaning	0	0	0	0	0	0	0	0	0	1	meyl
leap	0	0	0	0	0	0	0	0	0	0	sıçrayış
learn	0	0	0	0	0	0	1	0	0	0	öyrənmək
learned	0	0	0	0	0	0	0	0	0	0	öyrəndi
learner	0	0	0	0	0	0	0	0	0	0	öyrənən
learning	0	0	0	0	0	0	1	0	0	0	öyrənmək
lease	0	0	0	0	0	0	0	0	0	0	icarəyə götürmək
leash	0	0	0	0	0	0	0	0	0	0	qarışqa
leather	0	0	0	0	0	0	0	0	0	0	dəri
leathery	0	0	0	0	0	0	0	0	0	0	dərili
leave	0	0	0	0	0	1	0	1	1	0	buraxmaq
lecture	0	0	0	0	0	0	0	0	0	0	mühazirə
lecturer	0	0	0	0	0	0	1	0	0	0	müəllim
ledge	0	0	0	0	0	0	0	0	0	0	çıxıntı
ledger	0	0	0	0	0	0	0	0	0	0	dəftər
lee	0	0	0	0	0	0	0	0	0	0	lee
leech	0	0	0	0	0	1	0	0	0	0	zəli
leeches	0	0	1	1	0	1	0	0	0	0	zəlilər
leer	0	0	1	0	0	1	0	0	0	0	laqeyd
leery	0	0	0	0	0	0	0	0	1	0	təvazökar
lees	0	0	0	0	0	0	0	0	0	0	lees
leeway	0	0	0	0	0	0	1	0	0	0	boşluq
left	0	0	0	0	0	0	0	0	0	0	sol
leg	0	0	0	0	0	0	0	0	0	0	ayaq
legacy	0	0	0	0	0	0	0	0	0	0	miras
legal	0	0	0	0	0	0	1	0	0	1	qanuni
legality	0	0	0	0	0	0	0	0	0	0	qanunilik
legalize	0	0	0	0	0	0	0	0	0	0	qanuniləşdirmək
legalized	1	0	0	1	1	0	1	0	0	1	qanuniləşdirilib
legally	0	0	0	0	0	0	0	0	0	0	qanuni olaraq
legend	0	0	0	0	0	0	0	0	0	0	əfsanə
legendary	0	0	0	0	0	0	1	0	0	0	əfsanəvi
legibility	0	0	0	0	0	0	1	0	0	0	oxunaqlılıq
legible	0	0	0	0	0	0	1	0	0	0	oxunaqlı
legion	0	0	0	0	0	0	0	0	0	0	legion
legislate	0	0	0	0	0	0	0	0	0	0	qanunvericilik
legislation	0	0	0	0	0	0	0	0	0	0	qanunvericilik
legislative	0	0	0	0	0	0	0	0	0	0	qanunvericilik
legislator	0	0	0	0	0	0	0	0	0	1	qanunverici
legislature	0	0	0	0	0	0	0	0	0	1	qanunverici orqan
legitimacy	0	0	0	0	0	0	0	0	0	1	qanunilik
legs	0	0	0	0	0	0	0	0	0	0	ayaqları
legume	0	0	0	0	0	0	0	0	0	0	paxlalı
leisure	0	1	0	0	1	0	1	0	1	1	asudə
leisurely	0	0	0	0	0	0	1	0	0	0	yavaş-yavaş
lemma	0	0	0	0	0	0	1	0	0	0	lemma
lemon	0	0	1	0	0	1	0	0	0	0	limon
lend	0	0	0	0	0	0	0	0	0	0	borc vermək
lender	0	0	0	0	0	0	0	0	0	1	borc verən
lending	0	0	0	0	0	0	0	0	0	0	borc vermək
length	0	0	0	0	0	0	0	0	0	0	uzunluq
lengthen	0	0	0	0	0	0	0	0	0	0	uzatmaq
lengthened	0	0	0	0	0	0	0	0	0	0	uzadılıb
lengthening	0	0	0	0	0	0	0	0	0	0	uzadılması
lengthwise	0	0	0	0	0	0	0	0	0	0	uzununa
lengthy	0	0	0	0	0	0	0	0	0	0	uzun
leniency	0	0	0	0	0	0	0	0	0	0	yumşaqlıq
lenient	0	0	0	0	0	0	1	0	0	0	yumşaq
lens	0	0	0	0	0	0	0	0	0	0	obyektiv
leopard	0	0	0	0	0	0	0	0	0	0	bəbir
leprosy	0	0	1	1	0	1	0	1	0	0	cüzam
lessee	0	0	0	0	0	0	0	0	0	0	icarəçi
lessen	0	1	0	0	0	1	0	0	0	0	azaltmaq
lessening	0	0	0	0	0	0	0	0	0	0	azaldılması
lesser	0	0	1	0	0	1	0	0	0	0	az
lesson	0	1	0	0	0	0	1	0	0	1	dərs
lessor	0	0	0	0	0	0	0	0	0	0	icarəyə verən
lethal	0	0	1	1	0	1	0	1	0	0	öldürücü
lethargic	0	0	0	0	0	0	0	0	0	0	letargik
lethargy	0	0	0	0	0	1	0	1	0	0	letarji
letter	0	1	0	0	0	0	0	0	0	0	məktub
lettered	0	1	0	0	0	0	1	0	0	1	hərfli
letters	0	0	0	0	0	0	0	0	0	0	məktublar
lettuce	0	0	0	0	0	0	0	0	0	0	kahı
leukemia	1	0	0	1	0	1	0	1	0	0	leykemiya
levee	0	0	0	0	0	0	0	0	0	1	leve
level	0	0	0	0	0	0	1	0	0	1	səviyyə
lever	0	0	0	0	0	0	0	0	0	0	rıçaq
leverage	0	0	0	0	0	0	1	0	0	0	rıçaq
levy	0	0	0	0	0	1	0	0	0	0	rüsum
lewd	0	0	1	0	0	1	0	0	0	0	əxlaqsız
lexicon	0	0	0	0	0	0	0	0	0	0	leksikon
ley	0	0	0	0	0	0	0	0	0	0	ley
liabilities	0	0	0	0	0	0	0	0	0	0	öhdəliklər
liability	0	0	0	0	0	0	0	0	0	0	məsuliyyət
liaison	0	0	0	0	0	1	0	0	0	0	əlaqə
liar	0	0	1	0	0	1	0	0	0	0	yalançı
libel	1	0	0	1	0	1	0	0	0	1	böhtan atmaq
libelous	0	0	0	0	0	0	0	0	0	0	böhtançı
liberal	0	0	0	0	0	1	1	0	0	0	liberal
liberalism	0	0	0	0	0	0	0	0	0	0	liberalizm
liberate	1	1	0	0	1	0	1	0	1	1	azad etmək
liberation	0	1	0	0	1	0	1	0	1	0	qurtuluş
liberty	0	1	0	0	1	0	1	0	1	1	azadlıq
libido	0	0	0	0	0	0	0	0	0	0	libido
librarian	0	0	0	0	0	0	0	0	0	0	kitabxanaçı
library	0	0	0	0	0	0	1	0	0	0	kitabxana
libretto	0	0	0	0	0	0	0	0	0	0	libretto
license	0	0	0	0	0	0	0	0	0	0	lisenziya
lichen	0	0	0	0	0	0	0	0	0	0	liken
lick	0	0	1	0	0	1	0	0	0	0	yalamaq
lid	0	0	0	0	0	0	0	0	0	0	qapaq
lie	1	0	1	0	0	1	0	1	0	0	yalan
liege	0	0	0	0	0	0	0	0	0	0	liege
lien	0	0	0	0	0	0	0	0	0	0	girov
lieu	0	0	0	0	0	0	0	0	0	0	əvəzinə
lieutenant	0	0	0	0	0	0	0	0	0	1	leytenant
life	0	0	0	0	0	0	0	0	0	0	həyat
lifeblood	0	0	0	0	0	0	1	0	0	0	həyat qanı
lifeboat	0	0	0	0	0	0	0	0	0	0	xilasedici qayıq
lifeless	0	0	0	1	0	1	0	1	0	0	cansız
lifelike	0	0	0	0	0	0	0	0	0	0	canlı
lifelong	0	0	0	0	0	0	0	0	0	0	ömür boyu
lifetime	0	0	0	0	0	0	0	0	0	0	ömür boyu
lift	0	0	0	0	0	0	0	0	0	0	qaldır
ligament	0	0	0	0	0	0	0	0	0	0	bağ
ligation	0	0	0	0	0	0	0	0	0	0	bağlama
light	0	0	0	0	0	0	0	0	0	0	işıq
lighten	0	0	0	0	0	0	0	0	0	0	yüngülləşdirmək
lighthouse	0	0	0	0	0	0	1	0	0	0	mayak
lightness	0	0	0	0	0	0	0	0	0	0	yüngüllük
lightning	1	0	0	1	0	0	0	0	1	0	ildırım
likelihood	0	0	0	0	0	0	0	0	0	0	ehtimal
likeness	0	0	0	0	0	0	0	0	0	0	oxşarlıq
likewise	0	0	0	0	0	0	0	0	0	0	eynilə
liking	0	0	0	0	1	0	1	0	0	1	bəyənmə
lilac	0	0	0	0	0	0	0	0	0	0	yasəmən
lily	0	0	0	0	0	0	0	0	0	0	zanbaq
limb	0	0	0	0	0	0	0	0	0	0	əza
limbo	0	0	0	0	0	0	0	0	0	0	limbo
limit	0	0	0	0	0	0	0	0	0	0	limit
limitation	0	0	0	0	0	0	0	0	0	0	məhdudiyyət
limited	1	0	0	0	0	1	0	1	0	0	məhduddur
limitless	0	0	0	0	0	0	0	0	0	0	sərhədsiz
limousine	0	0	0	0	0	0	0	0	0	0	limuzin
limp	0	0	0	0	0	1	0	0	0	0	axsamaq
lin	0	0	0	0	0	0	0	0	0	0	lin
line	0	0	0	0	0	0	0	0	0	0	xətt
lineage	0	0	0	0	0	0	0	0	0	0	nəsil
lineal	0	0	0	0	0	0	0	0	0	0	xətti
linear	0	0	0	0	0	0	0	0	0	0	xətti
lined	0	0	0	0	0	0	0	0	0	0	astarlı
linen	0	0	0	0	0	0	0	0	0	0	kətan
liner	0	0	0	0	0	0	0	0	0	0	layner
lines	0	0	0	1	0	0	0	0	0	0	xətlər
linger	0	1	0	0	0	0	0	0	0	0	uzanmaq
lingo	0	0	0	0	0	0	0	0	0	0	dil
lingual	0	0	0	0	0	0	0	0	0	0	dilli
linguist	0	0	0	0	0	0	1	0	0	1	dilçi
linguistic	0	0	0	0	0	0	0	0	0	0	Dilçilik
linguistics	0	0	0	0	0	0	0	0	0	0	dilçilik
lining	0	0	0	0	0	0	0	0	0	0	astar
link	0	0	0	0	0	0	0	0	0	0	keçid
linoleum	0	0	0	0	0	0	0	0	0	0	linoleum
lint	0	0	0	0	0	1	0	0	0	0	tüy
lion	0	0	0	1	0	0	1	0	0	0	aslan
lip	0	0	0	0	0	0	0	0	0	0	dodaq
lipstick	0	0	0	0	0	0	0	0	0	0	pomada
liquefaction	0	0	0	0	0	0	0	0	0	0	mayeləşmə
liquefied	0	0	0	0	0	0	0	0	0	0	mayeləşdirilmiş
liqueur	0	0	0	0	0	0	0	0	0	0	likör
liquid	0	0	0	0	0	0	0	0	0	0	maye
liquidate	0	0	0	0	0	0	0	0	0	0	ləğv etmək
liquidation	0	0	0	0	0	0	0	0	0	0	ləğvetmə
liquidator	0	0	0	0	0	0	0	0	0	0	ləğvedici
liquidity	0	0	0	0	0	0	0	0	0	0	likvidlik
liquor	1	0	0	0	1	1	0	1	0	0	içki
lisp	0	0	0	0	0	0	0	0	0	0	lip
list	0	0	0	0	0	0	0	0	0	0	siyahı
listen	0	0	0	0	0	0	0	0	0	0	dinləmək
listener	0	0	0	0	0	0	0	0	0	0	dinləyici
listing	0	0	0	0	0	0	0	0	0	0	siyahı
listless	0	0	0	0	0	1	0	1	0	0	diqqətsiz
litany	0	0	0	0	0	0	0	0	0	0	litaniya
literally	0	0	0	0	0	0	0	0	0	0	eynən
literary	0	0	0	0	0	0	0	0	0	0	ədəbi
literature	0	0	0	0	0	0	0	0	0	0	ədəbiyyat
lithe	0	0	0	0	0	0	1	0	0	0	elastik
lithograph	0	0	0	0	0	0	0	0	0	0	litoqrafiya
lithography	0	0	0	0	0	0	0	0	0	0	litoqrafiya
lithology	0	0	0	0	0	0	0	0	0	0	litologiya
lithosphere	0	0	0	0	0	0	0	0	0	0	litosfer
litigant	0	0	0	0	0	1	0	0	0	0	davakar
litigate	1	1	1	1	0	1	0	1	0	0	dava etmək
litigation	0	0	0	0	0	1	0	0	0	0	məhkəmə çəkişməsi
litigious	1	0	1	0	0	1	0	0	0	0	davalı
litter	0	0	0	0	0	1	0	0	0	0	zibil
littoral	0	0	0	0	0	0	0	0	0	0	sahilyanı
liturgy	0	0	0	0	0	0	0	0	0	0	liturgiya
livelihood	0	0	0	0	0	0	0	0	0	0	dolanışıq
livery	0	0	0	0	0	0	0	0	0	0	livariya
livid	1	0	1	0	0	1	0	0	0	0	cansıxıcı
living	0	0	0	0	0	0	0	0	0	0	yaşayan
llama	0	0	0	0	0	0	0	0	0	0	lama
load	0	0	0	0	0	0	0	0	0	0	yük
loaf	0	0	0	0	0	1	0	0	0	0	bulka
loafer	0	0	0	0	0	1	0	0	0	0	loafer
loam	0	0	0	0	0	0	0	0	0	0	gil
loan	0	0	0	0	0	0	0	0	0	0	borc
loath	1	0	0	0	0	1	0	0	0	0	nifrət
loathe	1	0	1	0	0	1	0	0	0	0	nifrət etmək
loathing	0	0	1	0	0	1	0	0	0	0	nifrət
loathsome	1	0	1	0	0	1	0	0	0	0	iyrənc
lobby	0	0	0	0	0	0	0	0	0	0	lobbi
