English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Estonian Word
heartache	0	0	0	0	0	1	0	1	0	0	südamevalu
heartburn	0	0	0	0	0	1	0	0	0	0	kõrvetised
heartfelt	0	0	0	0	1	0	1	1	0	1	südamlik
hearth	0	0	0	0	0	0	1	0	0	0	kolle
heartily	0	0	0	0	1	0	1	0	0	0	südamlikult
heartless	0	0	0	0	0	1	0	1	0	0	südametu
hearts	0	0	0	0	0	0	0	0	0	0	südamed
heartworm	0	0	1	0	0	0	0	0	0	0	südameuss
heat	0	0	0	0	0	0	0	0	0	0	soojust
heated	0	0	0	0	0	0	0	0	0	0	kuumutatud
heater	0	0	0	0	0	0	0	0	0	0	küttekeha
heath	0	0	0	0	0	0	0	0	0	0	nõmm
heathen	0	0	0	1	0	1	0	0	0	0	pagan
heather	0	0	0	0	0	0	0	0	0	0	kanarbik
heating	0	0	0	0	0	0	0	0	0	0	küte
heave	0	0	0	0	0	0	0	0	0	0	kerkima
heavenly	0	1	0	0	1	0	1	0	0	1	taevalik
heavens	0	0	0	0	1	0	1	0	0	1	taevas
heavily	0	0	0	0	0	1	0	0	0	0	tugevalt
heaviness	0	0	0	0	0	0	0	0	0	0	raskustunne
heaving	0	0	0	0	0	0	0	0	0	0	kerkimine
hectares	0	0	0	0	0	0	0	0	0	0	hektareid
hectic	0	0	0	0	0	0	0	0	0	0	kirglik
hedge	0	0	0	0	0	0	0	0	0	0	hekk
hedgehog	0	0	0	0	0	0	0	0	0	0	siil
hedonism	0	0	0	0	1	1	1	0	0	0	hedonism
heed	0	0	0	0	0	0	0	0	0	0	pane tähele
heel	0	0	0	0	0	1	0	0	0	0	kand
heels	0	0	0	0	0	0	0	0	0	0	kontsad
heft	0	1	0	1	0	0	1	0	0	0	heft
hegemonic	0	0	0	0	0	0	0	0	0	0	hegemooniline
heifer	0	0	0	0	0	0	0	0	0	0	mullikas
height	0	0	0	0	0	0	0	0	0	0	kõrgus
heighten	0	0	0	1	0	1	0	0	0	0	tõsta
heinous	0	0	0	0	0	1	0	0	0	0	õudne
heir	0	0	0	0	0	0	0	0	0	0	pärija
heiress	0	0	0	0	0	0	0	0	0	0	pärijanna
heirloom	0	0	0	0	0	0	0	0	0	0	pärandvara
heirs	0	0	0	0	0	0	0	0	0	0	pärijad
helical	0	0	0	0	0	0	0	0	0	0	spiraalne
helix	0	0	0	0	0	0	0	0	0	0	helix
hell	1	0	1	1	0	1	0	1	0	0	põrgu
hellish	1	0	1	1	0	1	0	1	0	0	põrgulik
helm	0	0	0	0	0	0	0	0	0	0	tüür
helmet	0	0	0	1	0	0	1	0	0	0	kiiver
helper	0	0	0	0	0	0	1	0	0	1	abimees
helpful	0	0	0	0	1	0	1	0	0	1	abivalmis
helpless	0	0	0	1	0	1	0	1	0	0	abitu
helplessness	0	0	0	1	0	1	0	1	0	0	abitus
hem	0	0	0	0	0	0	0	0	0	0	hem
hematite	0	0	0	0	0	0	0	0	0	0	hematiit
hemi	0	0	0	0	0	0	0	0	0	0	hemi
hemisphere	0	0	0	0	0	0	0	0	0	0	poolkera
hemispheric	0	0	0	0	0	0	0	0	0	0	poolkerakujuline
hemlock	0	0	0	0	0	0	0	0	0	0	hemlock
hemorrhage	0	0	1	1	0	1	0	1	0	0	hemorraagia
hemorrhoids	0	0	0	0	0	1	0	0	0	0	hemorroidid
hemp	0	0	0	0	0	0	0	0	0	0	kanep
hen	0	0	0	0	0	0	0	0	0	0	kana
henceforth	0	0	0	0	0	0	0	0	0	0	edaspidi
herald	0	0	0	0	0	0	0	0	0	0	kuulutaja
heraldry	0	0	0	0	0	0	0	0	0	0	heraldika
herb	0	0	0	0	0	0	0	0	0	0	ürt
herbaceous	0	0	0	0	0	0	0	0	0	0	rohttaimed
herbal	0	0	0	0	0	0	1	0	0	0	taimne
herbarium	0	0	0	0	0	0	0	0	0	0	herbaarium
herd	0	0	0	0	0	0	0	0	0	0	karja
hereditary	0	0	0	0	0	0	0	0	0	0	pärilik
heredity	0	0	0	0	0	0	0	0	0	0	pärilikkus
heresy	0	0	0	0	0	1	0	0	0	0	ketserlus
heretic	0	0	1	0	0	1	0	0	0	0	ketser
heretical	0	0	0	0	0	0	0	0	0	0	ketserlik
heretofore	0	0	0	0	0	0	0	0	0	0	siiani
hereunto	0	0	0	0	0	0	0	0	0	0	käesolevaga
herewith	0	0	0	0	0	0	0	0	0	0	käesolevaga
heritage	0	0	0	0	0	0	0	0	0	1	pärand
hermaphrodite	0	0	0	0	0	1	0	0	1	0	hermafrodiit
hermeneutics	0	0	0	0	0	0	0	0	0	0	hermeneutika
hermit	0	0	0	0	0	0	0	1	0	1	erak
hernia	0	0	0	0	0	0	0	0	0	0	hernia
hero	0	1	0	0	1	0	1	0	1	1	kangelane
heroic	0	0	0	0	1	0	1	0	1	1	kangelaslik
heroics	0	0	0	0	0	0	1	0	0	0	kangelaslikkus
heroin	0	0	0	0	0	1	0	0	0	0	heroiini
heroine	0	0	0	0	0	0	1	0	0	1	kangelanna
heroism	0	1	0	0	1	0	1	0	1	1	kangelaslikkus
herpes	0	0	1	0	0	1	0	0	0	0	herpes
herpesvirus	0	0	1	0	0	1	0	0	0	0	herpesviirus
hesitating	0	0	0	0	0	0	0	0	0	0	kõhklevalt
hesitation	0	0	0	1	0	1	0	0	0	0	kõhklust
heterogeneity	0	0	0	0	0	0	0	0	0	0	heterogeensus
hew	0	0	0	0	0	0	0	0	0	0	raiuma
hexagon	0	0	0	0	0	0	0	0	0	0	kuusnurk
heyday	0	1	0	0	1	0	1	0	0	1	hiilgeaeg
hiatus	0	0	0	0	0	0	0	0	0	0	vaheaeg
hibernate	0	0	0	0	0	0	0	0	0	0	talveunne jääma
hibernation	0	0	0	0	0	0	0	0	0	0	talveunestus
hiccup	0	0	0	0	0	0	0	0	0	0	luksumine
hidden	0	0	0	0	0	1	0	0	0	0	peidetud
hide	0	0	0	1	0	0	0	0	0	0	peita
hideous	0	0	1	1	0	1	0	1	0	0	kole
hiding	0	0	0	1	0	0	0	0	0	0	peidus
hierarchical	0	0	0	0	0	0	0	0	0	0	hierarhiline
high	0	0	0	0	0	0	0	0	0	0	kõrge
higher	0	0	0	0	0	0	0	0	0	0	kõrgemale
highest	0	1	0	1	1	1	1	0	1	0	kõrgeim
highland	0	0	0	0	0	0	0	0	0	0	mägismaa
highlands	0	0	0	0	0	0	0	0	0	0	mägismaa
hight	0	0	0	0	0	0	0	0	0	0	kõrgus
highway	0	0	0	0	0	0	0	0	0	0	maanteel
hiker	0	0	0	0	0	0	0	0	0	0	matkaja
hilarious	0	0	0	0	1	0	1	0	1	0	naljakas
hilarity	0	0	0	0	1	0	1	0	0	0	lustlikkus
hill	0	0	0	0	0	0	0	0	0	0	mägi
hilly	0	0	0	0	0	0	0	0	0	0	künklik
hilt	0	0	0	0	0	0	0	0	0	0	käepide
hind	0	0	0	0	0	0	0	0	0	0	taga
hindering	0	0	0	0	0	1	0	1	0	0	takistavad
hindrance	0	0	0	0	0	1	0	0	0	0	takistuseks
hinge	0	0	0	0	0	0	0	0	0	0	hinge
hint	0	0	0	0	0	0	0	0	0	0	vihje
hinterland	0	0	0	0	0	0	0	0	0	0	tagamaa
hip	0	0	0	0	0	0	0	0	0	0	puusa
hippie	0	0	0	0	0	1	0	0	0	0	hipi
hire	0	1	0	0	1	0	1	0	0	1	palgata
hirsute	0	0	0	0	0	0	0	0	0	0	hirsute
hiss	1	0	0	1	0	1	0	0	0	0	susisema
hissing	0	0	0	0	0	1	0	0	0	0	susisemine
histology	0	0	0	0	0	0	0	0	0	0	histoloogia
historian	0	0	0	0	0	0	0	0	0	0	ajaloolane
historic	0	0	0	0	0	0	0	0	0	0	ajalooline
historiography	0	0	0	0	0	0	0	0	0	0	historiograafia
history	0	0	0	0	0	0	0	0	0	0	ajalugu
hit	1	0	0	0	0	1	0	0	0	0	tabas
hitherto	0	0	0	0	0	1	0	0	0	0	siiani
hive	0	0	0	0	0	1	0	0	0	0	taru
hoard	0	0	0	0	0	0	0	0	0	0	varuma
hoarse	0	0	0	0	0	1	0	0	0	0	kähe
hoary	0	0	0	0	0	1	0	1	0	0	äge
hoax	1	0	1	0	0	1	0	1	1	0	pettus
hob	0	0	0	0	0	0	0	0	0	0	pliidiplaat
hobby	0	0	0	0	1	0	1	0	0	0	hobi
hobo	0	0	0	0	0	1	0	1	0	0	hulkur
hockey	0	0	0	0	0	0	0	0	0	0	jäähoki
hoe	0	0	0	0	0	0	0	0	0	0	motikas
hog	0	0	1	0	0	1	0	0	0	0	vits
hoist	0	0	0	0	0	0	0	0	0	0	tõstuk
hold	0	0	0	0	0	0	0	0	0	0	hoia
holder	0	0	0	0	0	0	0	0	0	0	hoidja
holding	0	0	0	0	0	0	0	0	0	0	hoidmine
hole	0	0	0	0	0	0	0	0	0	0	auk
holiday	0	1	0	0	1	0	1	0	0	0	puhkus
holiness	0	1	0	1	1	0	1	0	1	1	pühadus
hollow	0	0	0	0	0	1	0	1	0	0	õõnes
holocaust	1	0	1	1	0	1	0	1	0	0	holokaust
holy	0	0	0	0	0	0	1	0	0	0	püha
homage	0	0	0	0	0	0	1	0	0	0	austusavaldus
homeless	1	1	1	1	0	1	0	1	0	0	kodutu
homeopathic	0	0	0	0	0	0	0	0	0	0	homöopaatiline
homeopathy	0	0	0	0	0	0	0	0	0	0	homöopaatia
homesick	0	0	0	0	0	1	0	1	0	0	koduigatsus
homestead	0	0	0	0	0	0	0	0	0	0	kodutalu
homework	0	0	0	1	0	0	0	0	0	0	kodutöö
homicidal	1	0	0	1	0	1	0	0	0	0	mõrvarlik
homicide	1	0	1	1	0	1	0	1	0	0	tapmine
homily	0	0	0	0	0	0	0	0	0	0	homilia
homogeneity	0	0	0	0	0	0	0	0	0	0	homogeensus
homogeneous	0	0	0	0	0	0	0	0	0	0	homogeenne
homologous	0	0	0	0	0	0	0	0	0	0	homoloogne
homologue	0	0	0	0	0	0	0	0	0	0	homoloog
homology	0	0	0	0	0	0	1	0	0	0	homoloogia
hone	0	0	0	0	0	0	0	0	0	0	Luisk
honest	1	0	1	1	1	0	1	1	0	1	aus
honesty	0	0	0	0	0	0	1	0	0	1	ausus
honey	0	0	0	0	0	0	1	0	0	0	kallis
honeycomb	0	0	0	0	0	0	0	0	0	0	kärgstruktuuriga
honeymoon	0	1	0	0	1	0	1	0	1	1	mesinädalad
honeysuckle	0	0	0	0	0	0	0	0	0	0	kuslapuu
honor	0	0	0	0	0	0	1	0	0	1	au
honorable	0	0	0	0	0	0	1	0	0	1	auväärne
honorarium	0	0	0	0	0	0	0	0	0	0	honorar
hood	1	0	1	1	0	1	0	0	0	0	kapuuts
hooded	0	0	0	1	0	0	0	0	0	0	kapuutsiga
hoof	0	0	0	0	0	0	0	0	0	0	kabja
hook	0	0	0	0	0	0	0	0	0	0	konks
hooked	0	0	0	0	0	1	0	0	0	0	konks
hooker	0	0	0	0	0	0	0	0	0	0	proua
hoop	0	0	0	0	0	0	0	0	0	0	rõngas
hoot	1	0	1	0	0	1	0	0	0	0	hooti
hop	0	0	0	0	0	0	0	0	0	0	hops
hope	0	1	0	0	1	0	1	0	1	1	lootust
hopeful	0	1	0	0	1	0	1	0	1	1	lootusrikas
hopeless	0	0	0	1	0	1	0	1	0	0	lootusetu
hopelessness	1	0	1	1	0	1	0	1	0	0	lootusetus
hopes	0	0	0	0	0	0	0	0	0	0	lootused
hoping	0	0	0	0	0	0	0	0	0	0	lootes
hopper	0	0	0	0	0	0	0	0	0	0	punker
horde	0	0	0	0	0	1	0	0	1	0	hord
horizon	0	1	0	0	0	0	1	0	0	0	horisont
horizontal	0	0	0	0	0	0	0	0	0	0	horisontaalne
horizontally	0	0	0	0	0	0	0	0	0	0	horisontaalselt
horn	0	0	0	0	0	0	0	0	0	0	sarvest
hornet	0	0	0	0	0	0	0	0	0	0	Vapsik
horny	0	0	0	0	0	0	0	0	0	0	kiimas
horoscope	0	1	0	0	0	0	0	0	0	0	horoskoop
horrible	1	0	1	1	0	1	0	0	0	0	kohutav
horribly	0	0	0	0	0	1	0	0	0	0	kohutavalt
horrid	1	0	1	1	0	1	0	1	0	0	õudne
horrific	1	0	1	1	0	1	0	1	0	0	kohutav
horrified	0	0	0	1	0	1	0	0	0	0	kohkunud
horrifying	0	0	1	1	0	1	0	1	0	0	õõvastav
horror	1	0	1	1	0	1	0	1	1	0	õudus
horrors	0	0	0	1	0	1	0	1	0	0	õudused
horse	0	0	0	0	0	0	0	0	0	1	hobune
horseman	0	0	0	0	0	0	0	0	0	0	ratsanik
horseshoe	0	0	0	0	0	0	0	0	0	0	hobuseraua
horticultural	0	0	0	0	0	0	0	0	0	0	aiandus
horticulture	0	0	0	0	0	0	0	0	0	0	aiandus
hose	0	0	0	0	0	0	0	0	0	0	voolik
hosiery	0	0	0	0	0	0	0	0	0	0	sukkpüksid
hospice	0	0	0	0	0	0	0	1	0	0	hospiits
hospital	0	0	0	1	0	0	0	1	0	1	haiglasse
hospitality	0	0	0	0	0	0	1	0	0	0	külalislahkus
hostage	1	0	0	1	0	1	0	0	0	0	pantvangi
hostel	0	0	0	0	0	0	0	0	0	0	hostel
hostile	1	0	1	1	0	1	0	0	0	0	vaenulik
hostilities	1	0	0	1	0	1	0	0	0	0	vaenutegevus
hostility	1	0	1	0	0	1	0	0	0	0	vaenulikkus
hot	1	0	0	0	0	0	0	0	0	0	kuum
hotbed	0	0	0	0	0	0	0	0	0	0	kasvulava
hotel	0	0	0	0	0	0	0	0	0	0	hotell
hour	0	0	0	0	0	0	0	0	0	0	tund
hourglass	0	0	0	0	0	0	0	0	0	0	liivakell
hourly	0	0	0	0	0	0	0	0	0	0	tunnis
house	0	0	0	0	0	0	0	0	0	0	maja
household	0	0	0	0	0	0	1	0	0	0	majapidamine
householder	0	0	0	0	0	0	0	0	0	0	majaperemees
housekeeper	0	0	0	0	0	0	0	0	0	0	majahoidja
housekeeping	0	0	0	0	0	0	1	0	0	0	majapidamine
housewife	0	0	0	0	0	0	0	0	0	0	koduperenaine
housing	0	0	0	0	0	0	0	0	0	0	eluase
hovercraft	0	0	0	0	0	0	0	0	0	0	hõljuk
howl	1	0	1	1	0	1	0	1	1	0	ulguma
howsoever	0	0	0	0	0	0	0	0	0	0	kuidas iganes
hoy	0	0	0	0	0	0	0	0	0	0	tere
hub	0	0	0	0	0	0	0	0	0	0	jaotur
huddle	0	0	0	0	0	0	0	0	0	0	vestlema
hue	0	0	0	0	0	0	0	0	0	0	värvitoon
huff	1	0	1	0	0	1	0	0	0	0	pahn
hug	0	0	0	0	1	0	1	0	0	1	kallistama
huge	0	0	0	0	0	0	0	0	0	0	tohutu
hulk	0	0	1	0	0	0	0	0	0	0	hulk
hull	0	0	0	0	0	0	0	0	0	0	kere
hum	0	0	0	0	0	0	0	0	0	0	hum
human	0	0	0	0	0	0	0	0	0	0	inimene
humane	0	0	0	0	0	0	1	0	0	0	inimlik
humanitarian	0	1	0	0	1	0	1	0	1	1	humanitaar
humanities	0	0	0	0	0	0	0	0	0	0	humanitaarteadused
humanity	0	0	0	0	1	0	1	0	0	1	inimkond
humble	0	0	1	0	0	1	1	1	0	0	alandlik
humbled	0	0	0	0	0	0	1	1	0	0	alandatud
humbly	0	0	0	0	0	0	1	0	0	0	alandlikult
humbug	1	0	1	0	0	1	0	1	0	0	humbug
humid	0	0	0	0	0	0	0	0	0	0	niiske
humidity	0	0	0	0	0	0	0	0	0	0	niiskus
humiliate	1	0	0	0	0	1	0	1	0	0	alandada
humiliating	0	0	1	0	0	1	0	0	0	0	alandav
humiliation	0	0	1	0	0	1	0	1	0	0	alandus
humility	0	0	0	0	0	0	1	0	0	1	alandlikkust
hummer	0	0	0	0	0	0	0	0	0	0	hummer
hummingbird	0	0	0	0	0	0	0	0	0	0	koolibri
humongous	0	0	0	0	0	0	0	0	0	0	hiigelsuur
humorist	0	0	0	0	0	0	1	0	0	0	humorist
humorous	0	0	0	0	1	0	1	0	0	0	humoorikas
hump	0	0	0	0	0	0	0	0	0	0	küür
hunch	0	0	0	0	0	1	0	0	0	0	küürus
hundred	0	0	0	0	0	0	0	0	0	0	sada
hundredth	0	0	0	0	0	0	0	0	0	0	sajandik
hunger	0	0	0	0	0	0	0	0	0	0	nälg
hungry	0	1	0	0	0	1	0	0	0	0	näljane
hunk	0	0	0	0	0	0	0	0	0	0	känts
hunks	0	0	0	0	0	0	0	0	0	0	kännud
hunt	0	0	0	0	0	0	0	0	0	0	jahtima
hunter	0	1	0	1	0	1	0	1	0	0	jahimees
hunting	1	1	0	1	0	1	0	0	0	0	jahipidamine
hurl	0	0	0	0	0	0	0	0	0	0	viskama
hurrah	0	0	0	0	1	0	1	0	0	0	hurraa
hurricane	0	0	0	1	0	1	0	0	0	0	orkaan
hurried	0	1	0	0	0	1	0	0	0	0	kiirustas
hurry	0	1	0	0	0	0	0	0	0	0	kiirusta
hurt	1	0	0	1	0	1	0	1	0	0	haiget teha
hurtful	1	0	1	1	0	1	0	1	0	0	haiget tekitav
hurting	1	0	0	1	0	1	0	1	0	0	valus
husbandry	0	0	0	0	0	0	1	0	0	1	loomakasvatus
hush	0	0	0	0	0	0	1	0	0	0	vait
hushed	0	0	0	0	0	0	0	0	0	0	vaikinud
husk	0	0	0	0	0	0	0	0	0	0	kest
husky	0	0	0	0	0	0	0	0	0	0	husky
hustle	0	0	0	0	0	0	0	0	0	0	sagima
hustler	0	0	0	0	0	1	0	0	0	0	kihutaja
hut	0	0	0	0	0	0	1	1	0	0	onn
hutch	0	0	0	0	0	0	0	0	0	0	kuur
hyacinth	0	0	0	0	0	0	0	0	0	0	hüatsint
hybrid	0	0	0	0	0	0	0	0	0	0	hübriid
hydra	0	0	0	1	0	1	0	0	0	0	hüdra
hydraulics	0	0	0	0	0	0	0	0	0	0	hüdraulika
hydrocephalus	0	0	1	1	0	1	0	1	0	0	vesipea
hydrodynamics	0	0	0	0	0	0	0	0	0	0	hüdrodünaamika
hydrogen	0	0	0	0	0	0	0	0	0	0	vesinik
hydrographic	0	0	0	0	0	0	0	0	0	0	hüdrograafiline
hydrology	0	0	0	0	0	0	0	0	0	0	hüdroloogia
hygiene	0	0	0	0	0	0	0	0	0	0	hügieen
hygienic	0	0	0	0	0	0	1	0	0	0	hügieeniline
hymn	0	1	0	0	1	0	1	1	0	1	hümn
hype	0	1	0	0	0	1	0	0	0	0	hüpe
hyperbole	0	0	0	0	0	1	0	0	0	0	hüperbool
hypertrophy	0	0	1	1	0	0	0	0	1	0	hüpertroofia
hyphen	0	0	0	0	0	0	0	0	0	0	sidekriips
hypnotic	0	0	0	0	0	0	0	0	0	0	hüpnootiline
hypnotized	0	0	0	0	0	0	0	0	0	0	hüpnotiseeritud
hypocrisy	0	0	0	0	0	1	0	0	0	0	silmakirjalikkus
hypocrite	0	0	1	0	0	1	0	0	0	0	silmakirjatseja
hypocritical	0	0	1	0	0	1	0	0	0	0	silmakirjalik
hypothesis	0	1	0	0	0	0	0	0	1	0	hüpotees
hypothetical	0	0	0	0	0	0	0	0	0	0	hüpoteetiline
hysteria	0	0	0	1	0	1	0	0	0	0	hüsteeria
hysterical	1	0	0	1	0	1	0	0	0	0	hüsteeriline
ice	0	0	0	0	0	0	0	0	0	0	jää
iceberg	0	0	0	0	0	0	0	0	0	0	jäämägi
icon	0	0	0	0	0	0	0	0	0	0	ikooni
iconic	0	0	0	0	0	0	0	0	0	0	ikooniline
iconography	0	0	0	0	0	0	0	0	0	0	ikonograafia
icy	0	0	0	0	0	0	0	0	0	0	jäine
idea	0	0	0	0	0	0	0	0	0	0	idee
idealism	0	0	0	0	0	0	1	0	0	0	idealism
idealist	0	0	0	0	0	0	0	0	0	0	idealist
identical	0	0	0	0	0	0	0	0	0	0	identsed
identically	0	0	0	0	0	0	0	0	0	0	identselt
identification	0	0	0	0	0	0	0	0	0	0	tuvastamine
identify	0	0	0	0	0	0	0	0	0	0	tuvastada
identity	0	0	0	0	0	0	0	0	0	0	identiteet
ideology	0	0	0	0	0	0	0	0	0	0	ideoloogia
idiocy	1	0	1	0	0	1	0	1	0	0	idiootsus
idiom	0	0	0	0	0	0	0	0	0	0	idioom
idiomatic	0	0	0	0	0	0	0	0	0	0	idiomaatiline
idiot	0	0	1	0	0	1	0	0	0	0	idioot
idiotic	1	0	1	0	0	1	0	0	0	0	idiootne
idle	0	0	0	0	0	0	0	0	0	0	tühikäigul
idleness	0	0	0	0	0	0	0	0	0	0	jõudeolek
idler	0	0	0	0	0	1	0	0	0	0	tühisõitja
idol	0	0	0	0	0	0	1	0	0	0	iidol
idolatry	0	0	1	1	0	1	0	0	0	0	ebajumalakummardamine
igloo	0	0	0	0	0	0	0	0	0	0	iglu
igneous	0	0	0	0	0	0	0	0	0	0	tardne
ignite	0	0	0	0	0	0	0	0	0	0	süüdata
ignition	0	0	0	0	0	0	0	0	0	0	süttimine
ignorance	0	0	0	0	0	1	0	0	0	0	teadmatus
ignorant	0	0	1	0	0	1	0	0	0	0	asjatundmatu
ignore	0	0	0	0	0	1	0	0	0	0	ignoreerida
ilk	0	0	0	0	0	0	0	0	0	0	nagu
ill	1	0	1	1	0	1	0	1	0	0	haige
illegal	1	0	1	1	0	1	0	1	0	0	illegaalne
illegality	1	0	1	1	0	1	0	0	0	0	ebaseaduslikkus
illegally	0	0	0	0	0	0	0	0	0	0	ebaseaduslikult
illegible	0	0	0	0	0	1	0	0	0	0	loetamatu
illegitimate	1	0	1	1	0	1	0	1	1	0	ebaseaduslik
illicit	1	0	1	1	0	1	0	0	0	0	ebaseaduslik
illiterate	0	0	1	0	0	1	0	0	0	0	kirjaoskamatu
illness	0	0	0	1	0	1	0	1	0	0	haigus
illogical	0	0	0	0	0	1	0	0	0	0	ebaloogiline
illuminate	0	1	0	0	1	0	1	0	1	0	valgustama
illumination	0	0	0	0	1	0	1	0	1	1	valgustus
illuminator	0	0	0	0	0	0	0	0	0	0	valgustaja
illusion	0	0	0	0	0	1	0	0	1	0	illusioon
illustrate	0	0	0	0	0	0	1	0	0	0	illustreerima
illustration	0	0	0	0	0	0	0	0	0	0	illustratsioon
illustrative	0	0	0	0	0	0	0	0	0	0	illustreeriv
illustrious	0	0	0	0	0	0	1	0	0	0	hiilgav
image	0	0	0	0	0	0	0	0	0	0	pilt
imagery	0	0	0	0	0	0	0	0	0	0	kujundlikkus
imaginary	0	0	0	0	0	0	0	0	0	0	kujuteldav
imagination	0	0	0	0	0	0	0	0	0	0	kujutlusvõime
imaginative	0	0	0	0	0	0	1	0	0	0	kujutlusvõimeline
imagine	0	0	0	0	0	0	0	0	0	0	kujuta ette
imagined	0	0	0	0	0	0	0	0	0	0	ette kujutanud
imagining	0	0	0	0	0	0	0	0	0	0	kujutledes
imam	0	0	0	0	0	0	0	0	0	0	imaam
imbedded	0	0	0	0	0	0	0	0	0	0	sisseehitatud
imitate	0	0	0	0	0	0	0	0	0	0	jäljendama
imitated	0	0	0	0	0	1	0	0	0	0	matkinud
imitation	0	0	0	0	0	1	0	0	0	0	imitatsioon
immaculate	0	0	0	0	1	0	1	0	0	1	laitmatu
immaterial	0	0	0	0	0	0	0	0	0	0	ebaoluline
immature	0	1	0	0	0	1	0	0	0	0	ebaküps
immaturity	1	1	0	0	0	1	0	0	0	0	ebaküpsus
immeasurable	0	0	0	0	0	0	0	0	0	0	mõõtmatu
immeasurably	0	0	0	0	0	0	0	0	0	0	mõõtmatult
immediacy	0	0	0	0	0	0	0	0	1	0	vahetu
immediately	0	1	0	0	0	1	1	0	0	0	kohe
immemorial	0	0	0	0	0	0	0	0	0	0	igipõline
immense	0	0	0	0	0	0	1	0	0	0	tohutu
immerse	0	1	0	1	1	0	1	0	1	1	kastma
immersion	0	0	0	0	0	0	0	0	0	0	keelekümblus
immigrant	0	0	0	1	0	0	0	0	0	0	immigrant
immigration	0	0	0	0	0	0	0	0	0	0	immigratsioon
imminent	0	1	0	1	0	0	0	0	0	0	peatselt
immoral	1	0	1	1	0	1	0	1	0	0	ebamoraalne
immorality	1	0	1	0	0	1	0	0	0	0	ebamoraalsus
immortal	0	0	0	0	0	0	1	0	0	0	surematu
immortality	0	1	0	0	0	0	0	0	0	0	surematus
immovable	0	0	0	0	0	1	1	0	0	1	kinnisasi
immune	0	0	0	0	0	0	0	0	0	0	immuunne
immunity	0	0	0	0	0	0	0	0	0	0	puutumatus
immunization	0	0	0	0	0	0	0	0	0	1	immuniseerimine
immutable	0	0	0	0	0	0	0	0	0	0	muutumatu
imp	0	0	0	0	0	0	0	0	0	0	imp
impact	0	0	0	0	0	0	0	0	0	0	mõju
impair	0	0	0	0	0	1	0	0	0	0	halvendada
impairment	0	0	0	0	0	1	0	0	0	0	kahjustus
impart	0	0	0	0	0	0	1	0	0	1	edasi andma
impartial	0	0	0	0	0	0	1	0	0	1	erapooletu
impartiality	0	0	0	0	0	0	1	0	0	1	erapooletus
impassable	0	0	0	0	0	1	0	0	0	0	läbimatu
impassioned	0	0	0	0	0	0	0	0	0	0	kirglik
impatience	0	0	0	0	0	1	0	0	0	0	kannatamatus
impatient	0	1	0	0	0	1	0	0	0	0	kannatamatu
impeach	0	0	1	1	0	1	0	0	0	0	tagandamist
impeachment	0	0	0	0	0	1	0	0	0	0	tagandamist
impeccable	0	0	0	0	0	0	1	0	0	1	laitmatu
impede	0	0	0	0	0	1	0	0	0	0	takistama
impediment	0	0	0	0	0	0	0	0	0	0	takistuseks
impelled	0	0	0	0	0	0	0	0	0	0	tõukejõuga
impending	0	1	0	1	0	0	0	0	0	0	eelseisev
impenetrable	0	0	0	0	0	0	0	0	0	1	läbitungimatu
imperative	0	0	0	0	0	0	0	0	0	0	hädavajalik
imperceptible	0	0	0	0	0	0	0	0	0	0	märkamatuks
imperfection	0	0	0	0	0	1	0	0	0	0	ebatäiuslikkus
imperfectly	0	0	0	0	0	1	0	0	0	0	ebatäiuslikult
imperial	0	0	0	0	0	0	0	0	0	0	keiserlik
impermeable	1	0	0	1	0	0	0	0	0	0	läbitungimatu
impermissible	0	0	0	0	0	0	0	0	0	0	lubamatu
impersonal	0	0	0	0	0	0	0	0	0	0	isikupäratu
impersonate	0	0	0	0	0	1	0	0	0	0	kehastama
impersonation	0	0	0	0	0	1	0	0	0	0	esinemine
impervious	0	0	0	0	0	0	1	0	0	0	läbitungimatu
impetus	0	0	0	0	0	0	0	0	0	0	hoogu
implacable	0	0	0	0	0	1	0	0	0	0	lepitamatu
implant	0	0	0	0	0	0	0	0	0	0	implantaat
implantation	0	0	0	0	0	0	0	0	0	0	siirdamine
implanted	0	0	0	0	0	0	0	0	0	0	siirdatud
implement	0	0	0	0	0	0	0	0	0	0	rakendama
implicate	1	0	0	0	0	1	0	0	0	0	kaasata
implicated	0	0	0	0	0	0	0	0	0	0	kaasatud
implication	0	0	0	0	0	0	0	0	0	0	implikatsioon
implied	0	0	0	0	0	0	0	0	0	0	kaudne
implore	0	0	0	0	0	0	0	0	0	0	paluma
implosion	0	0	0	0	0	0	0	0	0	0	plahvatus
imply	0	0	0	0	0	0	0	0	0	0	vihjata
impolite	0	0	1	0	0	1	0	0	0	0	ebaviisakas
import	0	0	0	0	0	0	0	0	0	0	importida
importance	0	1	0	0	0	0	1	0	0	0	tähtsust
important	0	0	0	0	0	0	1	0	0	1	oluline
importation	0	0	0	0	0	0	0	0	0	0	import
impose	0	0	0	0	0	0	0	0	0	0	kehtestama
imposing	0	0	0	0	0	0	0	0	0	0	imposantne
imposition	0	0	0	0	0	1	0	0	0	0	pealesurumine
impossibility	0	0	0	0	0	0	0	0	0	0	võimatus
impossible	0	0	0	0	0	1	0	1	0	0	võimatu
impotence	1	0	0	1	0	1	0	1	0	0	impotentsus
impotent	0	0	0	0	0	1	0	0	0	0	impotentsed
