English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Basque Word
interrupt	1	0	0	0	0	1	0	0	1	0	eten
interrupted	0	0	0	0	0	1	0	1	0	0	eten zuen
interruption	0	0	0	0	0	0	0	0	0	0	etenaldia
intersect	0	0	0	0	0	0	0	0	0	0	gurutzatu
intersection	0	0	0	0	0	0	0	0	0	0	bidegurutzea
interstitial	0	0	0	0	0	0	0	0	0	0	interstiziala
interval	0	0	0	0	0	0	0	0	0	0	tartea
intervening	0	0	0	0	0	0	0	0	0	0	esku hartuz
intervention	0	0	0	0	0	1	1	1	0	0	esku-hartzea
interview	0	0	0	0	0	0	0	0	0	0	elkarrizketa
interviewer	0	0	0	1	0	0	0	0	0	0	elkarrizketatzailea
interworking	0	0	0	0	0	0	0	0	0	0	elkarrekiko lana
intestate	0	0	0	0	0	1	0	0	0	0	testamentugabea
intestinal	0	0	1	0	0	0	0	0	0	0	hesteetakoa
intestine	0	0	0	0	0	0	0	0	0	0	hestea
intestines	0	0	0	0	0	0	0	0	0	0	hesteak
intimacy	0	0	0	0	0	0	0	0	0	0	intimitatea
intimate	0	1	0	0	1	0	1	0	0	1	intimoa
intimately	0	1	0	1	1	0	0	0	0	0	intimoan
intimation	0	0	0	0	0	0	0	0	0	0	intimazioa
intimidate	0	0	0	1	0	1	0	0	0	0	beldurtu
intimidation	1	0	0	1	0	1	0	0	0	0	larderia
intolerable	1	0	0	0	0	1	0	0	0	0	jasangaitza
intolerance	1	0	1	1	0	1	0	0	0	0	intolerantzia
intolerant	1	0	1	1	0	1	0	1	0	0	intolerantea
intonation	0	0	0	0	0	0	1	0	0	0	intonazioa
intoxicated	0	0	1	0	0	1	0	0	0	0	mozkortuta
intoxication	0	0	0	0	0	0	0	0	0	0	intoxikazioa
intractable	1	0	0	0	0	1	0	0	0	0	konponezinak
intramural	0	0	0	0	0	0	0	0	0	0	mural barrukoa
intrepid	0	0	0	0	0	0	1	0	0	0	ausarta
intricate	0	0	0	0	0	0	0	0	0	0	korapilatsua
intrigue	0	1	0	1	0	1	0	0	1	0	intriga
intriguing	0	0	0	0	0	0	0	0	0	0	intrigazkoa
intrinsic	0	0	0	0	0	0	0	0	0	0	berezkoak
intrinsically	0	0	0	0	0	0	0	0	0	0	berez
introduction	0	0	0	0	0	0	0	0	0	0	sarrera
introductory	0	0	0	0	0	0	0	0	0	0	sarrera
introspection	0	0	0	0	0	0	0	0	0	0	introspekzioa
introspective	0	0	0	0	0	0	0	0	0	0	barneratzailea
intruder	1	0	0	1	0	1	0	0	1	0	intrusoa
intrusion	0	0	0	1	0	1	0	0	0	0	intrusioa
intrusive	1	0	1	1	0	1	0	0	1	0	intrusiboa
intuition	0	0	0	0	0	0	1	0	0	1	intuizioa
intuitive	0	0	0	0	0	0	1	0	0	0	intuitiboa
intuitively	0	1	0	0	0	0	0	0	0	0	intuitiboki
inundation	0	0	0	0	0	0	0	0	0	0	uholdea
invade	1	0	0	1	0	1	0	1	1	0	inbaditu
invader	1	0	0	1	0	1	0	1	0	0	inbaditzaile
invalid	0	0	0	0	0	0	0	1	0	0	baliogabea
invalidate	0	0	0	0	0	1	0	0	0	0	baliogabetu
invalidation	0	0	0	0	0	1	0	0	0	0	baliogabetzea
invalidity	0	0	0	0	0	1	0	0	0	0	baliogabetasuna
invaluable	0	0	0	0	0	0	0	0	0	0	eskerga
invariably	0	0	0	0	0	0	1	0	0	0	beti
invasion	1	0	0	0	0	1	0	0	0	0	inbasioa
invent	0	0	0	0	0	0	0	0	0	0	asmatu
invention	0	0	0	0	0	0	0	0	0	0	asmakizuna
inventive	0	0	0	0	0	0	1	0	0	0	asmatzailea
inventor	0	0	0	0	0	0	1	0	0	0	asmatzailea
inventory	0	0	0	0	0	0	0	0	0	0	inbentarioa
inverse	0	0	0	0	0	0	0	0	0	0	alderantzizkoa
inversely	0	0	0	0	0	0	0	0	0	0	alderantziz
inversion	0	0	0	0	0	0	0	0	0	0	inbertsioa
invert	0	0	0	0	0	0	0	0	0	0	alderantzikatu
inverted	0	0	0	0	0	0	0	0	0	0	alderantziz
investigate	0	0	0	0	0	0	1	0	0	0	ikertu
investigation	0	1	0	0	0	0	0	0	0	0	ikerketa
investigator	0	0	0	0	0	0	0	0	0	0	ikertzailea
investor	0	0	0	0	0	0	0	0	0	0	inbertitzailea
invigorate	0	0	0	0	0	0	1	0	0	0	dinamizatu
invincible	0	0	0	0	0	0	0	0	0	0	garaiezina
invisibility	0	0	0	0	0	0	0	0	0	0	ikusezintasuna
invisible	0	0	0	0	0	0	0	0	0	0	ikusezina
invitation	0	1	0	0	0	0	1	0	0	0	gonbidapena
invite	0	1	0	0	1	0	1	0	1	1	gonbidatu
inviting	0	1	0	0	1	0	1	0	1	1	gonbidatzen
invocation	0	1	0	0	0	0	0	0	0	1	deialdi
invoice	0	0	0	0	0	0	0	0	0	0	faktura
invoke	0	1	0	0	0	0	0	0	0	0	dei egin
involuntary	0	0	0	0	0	1	0	0	0	0	nahigabe
involution	1	0	0	0	0	1	0	0	0	0	inboluzioa
involvement	1	0	0	0	0	0	0	0	0	0	inplikazioa
inwards	0	0	0	0	0	0	0	0	0	0	barrurantz
iota	0	0	0	0	0	0	0	0	0	0	iota
irate	1	0	0	0	0	1	0	0	0	0	haserretu
ire	1	0	0	0	0	1	0	0	0	0	ire
iridescent	0	0	0	0	0	0	0	0	0	0	iridescent
iris	0	0	0	1	0	0	0	0	0	0	iris
iron	0	0	0	0	0	0	1	0	0	1	burdina
ironic	0	0	0	0	0	0	0	0	0	0	ironikoa
irons	0	0	0	0	0	1	0	0	0	0	plantxak
irony	0	0	0	0	0	0	0	0	0	0	ironia
irradiation	0	0	0	0	0	0	0	0	0	0	irradiazioa
irrational	0	0	1	1	0	1	0	0	0	0	irrazionala
irrationality	0	0	0	0	0	1	0	0	0	0	irrazionaltasuna
irreconcilable	1	0	0	1	0	1	0	1	0	0	bateraezina
irreducible	0	0	0	0	0	0	1	0	0	0	murriztezina
irrefutable	0	0	0	0	0	0	1	0	0	1	ukaezina
irregular	0	0	0	0	0	1	0	0	0	0	irregularra
irregularity	0	0	0	0	0	1	0	0	0	0	irregulartasuna
irregularly	0	0	0	0	0	0	0	0	0	0	irregularki
irrelevant	0	0	0	0	0	1	0	0	0	0	garrantzirik gabekoa
irreparable	0	0	0	1	0	1	0	1	0	0	konponezinak
irrepressible	0	0	0	0	0	0	0	0	0	0	ezin konprimitu
irresistible	0	0	0	0	0	0	0	0	0	0	jasangaitza
irrespective	0	0	0	0	0	0	0	0	0	0	edozein dela ere
irresponsible	0	0	0	0	0	1	0	0	0	0	arduragabea
irreverent	0	0	0	0	0	1	0	0	0	0	irreberentea
irreversible	0	0	0	0	0	0	0	0	0	0	atzeraezina
irrevocable	0	0	0	0	0	1	0	0	0	0	ezeztaezina
irrigate	0	0	0	0	0	0	0	0	0	0	ureztatu
irrigation	0	0	0	0	0	0	0	0	0	0	ureztatzea
irritability	1	0	0	0	0	1	0	0	0	0	suminkortasuna
irritable	1	0	0	0	0	1	0	0	0	0	haserregarria
irritating	1	0	1	0	0	1	0	0	0	0	sumingarria
irritation	1	0	1	0	0	1	0	1	0	0	narritadura
island	0	0	0	0	0	0	0	0	0	0	irla
isle	0	0	0	0	0	0	0	0	0	0	irla
islet	0	0	0	0	0	0	0	0	0	0	uhartetxo
isolate	0	0	0	0	0	0	0	1	0	0	isolatu
isolated	0	0	0	1	0	1	0	1	0	0	isolatuta
isolation	0	0	0	0	0	1	0	1	0	0	isolatze
isomorphism	0	0	0	0	0	0	0	0	0	0	isomorfismoa
isothermal	0	0	0	0	0	0	0	0	0	0	isotermikoa
issue	0	0	0	0	0	0	0	0	0	0	gaia
itch	0	0	0	0	0	0	0	0	0	0	azkura
itching	0	0	0	0	0	0	0	0	0	0	azkura
item	0	0	0	0	0	0	0	0	0	0	elementua
itemize	0	0	0	0	0	0	0	0	0	0	itemizatu
items	0	0	0	0	0	0	0	0	0	0	elementuak
iterate	0	0	0	0	0	0	0	0	0	0	errepikatu
iteration	0	0	0	0	0	0	0	0	0	0	errepikapena
iterative	0	0	0	0	0	0	0	0	0	0	errepikakorra
itinerant	0	0	0	0	0	0	0	0	0	0	ibiltaria
itinerary	0	0	0	0	0	0	0	0	0	0	ibilbidea
ivory	0	0	0	0	0	0	0	0	0	0	marfila
jab	1	0	0	0	0	0	0	0	0	0	jab
jabber	0	0	0	0	0	1	0	0	0	0	xamarra
jack	0	0	0	0	0	0	0	0	0	0	jack
jackass	0	0	0	0	0	0	0	0	0	0	ipurdia
jackpot	0	1	0	0	1	0	1	0	1	0	jackpot
jacks	0	0	0	0	0	0	0	0	0	0	jakak
jade	0	0	0	0	0	0	0	0	0	0	jade
jag	0	0	0	0	0	0	0	0	0	0	jag
jagged	0	0	0	0	0	0	0	0	0	0	zirrikitua
jaguar	0	0	0	0	0	0	0	0	0	0	jaguar
jail	0	0	0	1	0	1	0	1	0	0	kartzela
jam	0	0	0	0	0	0	1	0	0	0	marmelada
jammed	0	0	0	0	0	0	0	0	0	0	trabatuta
janitor	0	0	1	0	0	0	0	0	0	0	atezain
japan	0	0	0	0	0	0	0	0	0	0	japonia
jar	0	0	0	0	0	0	0	0	0	0	potea
jargon	0	0	0	0	0	1	0	0	0	0	jargoia
jarring	0	0	0	1	0	1	0	1	0	0	txundigarria
jasper	0	0	0	0	0	0	0	0	0	0	jaspea
jaundice	0	0	0	1	0	1	0	0	0	0	icterizia
jaunt	0	0	0	0	0	0	0	0	0	0	ibilaldi
javelin	0	0	0	0	0	0	0	0	0	0	xabalina
jaw	0	0	0	0	0	0	0	0	0	0	masailezurra
jaws	0	0	0	1	0	0	0	0	0	0	barailak
jay	0	0	0	0	0	0	0	0	0	0	jay
jealous	1	0	1	0	0	1	0	0	0	0	jeloskor
jealousy	1	0	1	1	0	1	0	1	0	0	jelosia
jeans	0	0	0	0	0	0	0	0	0	0	bakeroak
jeep	0	0	0	0	0	0	0	0	0	0	jeep
jelly	0	0	0	0	0	0	0	0	0	0	gelatina
jenny	0	0	0	0	0	0	0	0	0	0	jenny
jeopardize	1	0	0	1	0	1	0	0	0	0	arriskuan jarri
jeopardy	0	1	0	1	0	1	0	0	0	0	arriskuan
jerk	1	0	0	0	0	0	0	0	1	0	txorrota
jersey	0	0	0	0	0	0	0	0	0	0	elastikoa
jest	0	0	0	0	1	0	1	0	1	0	broma
jester	0	0	0	0	0	0	0	0	0	0	bufoia
jet	0	0	0	0	0	0	0	0	0	0	jet
jetty	0	0	0	0	0	0	0	0	0	0	kaia
jewel	0	0	0	0	0	0	0	0	0	0	harribitxia
jeweler	0	0	0	0	0	0	0	0	0	0	bitxigilea
jewelry	0	0	0	0	0	0	0	0	0	0	bitxiak
jib	0	0	0	0	0	0	0	0	0	0	jiba
jiffy	0	0	0	0	0	0	0	0	0	0	xume
jimmy	0	0	0	0	0	0	0	0	0	0	jimmy
jingle	0	0	0	0	0	0	0	0	0	0	txinga
job	0	0	0	0	0	0	1	0	0	0	lana
jock	0	0	0	0	0	0	0	0	0	0	jocka
jockey	0	0	0	0	0	0	0	0	0	0	jockey
jog	0	0	0	0	0	0	0	0	0	0	korrika egin
john	0	0	1	0	0	1	0	0	0	0	john
join	0	0	0	0	0	0	1	0	0	0	batu
joined	0	0	0	0	0	0	1	0	0	0	batu
joining	0	0	0	0	0	0	0	0	0	0	batuz
joint	0	0	0	0	0	0	0	0	0	0	juntadura
jointly	0	0	0	0	0	0	0	0	0	0	elkarrekin
joke	0	0	0	0	0	1	0	0	0	0	txantxa
joker	0	0	0	0	1	0	1	0	1	0	txantxalari
joking	0	0	0	0	0	0	1	0	0	0	txantxetan
jolt	0	0	0	0	0	0	0	0	1	0	astindu
jornada	0	0	0	0	0	1	0	0	0	0	jornada
jot	0	0	0	0	0	0	0	0	0	0	jota
journal	0	0	0	0	0	0	0	0	0	0	aldizkaria
journalism	0	0	0	0	0	0	0	0	0	1	kazetaritza
journalist	0	0	0	0	0	0	1	0	0	0	kazetaria
journey	0	1	0	1	1	0	1	0	0	0	bidaia
journeyman	0	0	0	0	0	0	0	0	0	1	bidaide
jovial	0	0	0	0	1	0	1	0	0	0	alaia
joy	0	0	0	0	1	0	1	0	0	0	poza
joyful	0	0	0	0	1	0	1	0	0	1	alai
joyous	0	0	0	0	1	0	1	0	0	0	alai
jubilant	0	0	0	0	1	0	1	0	1	1	poz-pozik
jubilee	0	0	0	0	1	0	1	0	1	0	jubileua
judge	0	0	0	0	0	0	0	0	0	0	epaile
judging	0	0	0	0	0	0	0	0	0	0	epaitzen
judgment	0	0	0	0	0	0	0	0	1	0	epaia
judicial	0	1	0	0	0	0	1	0	0	1	judiziala
judiciary	0	1	0	0	0	0	0	0	0	1	botere judiziala
judicious	0	0	0	0	0	0	1	0	0	1	zuhur
jug	0	0	0	0	0	0	0	0	0	0	pitxerra
juggle	0	0	0	0	0	0	0	0	0	0	malabareak egin
juggling	0	0	0	0	0	0	0	0	0	0	malabareak
juice	0	0	0	0	0	0	0	0	0	0	zukua
juicy	0	0	0	0	0	0	0	0	0	0	mamitsua
jumble	0	0	0	0	0	1	0	0	0	0	nahastea
jumbled	0	0	0	0	0	0	0	0	0	0	nahasirik
jumbo	0	0	0	0	0	0	0	0	0	0	jumbo
jump	0	0	0	0	1	0	1	0	0	0	salto egin
junction	0	0	0	0	0	0	0	0	0	0	bilgunea
juncture	0	0	0	0	0	0	0	0	0	0	juntura
jungle	0	0	0	1	0	0	0	0	0	0	oihana
junior	0	0	0	0	0	0	0	0	0	0	gaztetxoa
junk	0	0	0	0	0	1	0	0	0	0	zaborra
junta	0	0	0	0	0	1	0	0	0	0	junta
juridical	0	0	0	0	0	0	0	0	0	0	juridikoa
jurisdiction	0	0	0	0	0	0	0	0	0	0	eskumena
jurisprudence	0	0	0	0	0	0	0	1	0	0	jurisprudentzia
jurist	0	0	0	0	0	0	0	0	0	1	jurista
jury	0	0	0	0	0	0	0	0	0	1	epaimahaia
justice	0	0	0	0	0	0	1	0	0	1	justizia
justifiable	0	0	0	0	0	0	1	0	0	1	justifikagarria
justification	0	0	0	0	0	0	1	0	0	0	justifikazioa
justify	0	0	0	0	0	0	0	0	0	0	justifikatu
jute	0	0	0	0	0	0	0	0	0	0	jute
juvenile	0	0	0	0	0	1	0	0	0	0	jubenilak
juxtaposition	0	0	0	0	0	0	0	0	0	0	juxtaposizioa
kaiser	0	0	0	0	0	0	0	0	0	0	kaiser
kaleidoscope	0	0	0	0	0	0	0	0	0	0	kaleidoskopioa
kangaroo	0	0	0	0	0	0	0	0	0	0	kangurua
kanji	0	0	0	0	0	0	0	0	0	0	kanji
karma	0	0	0	0	0	0	0	0	0	0	karma
kayak	0	0	0	0	0	0	0	0	0	0	kayak
keel	0	0	0	0	0	0	0	0	0	0	gila
keeper	0	0	0	0	0	0	0	0	0	0	atezaina
keeping	0	0	0	0	0	0	0	0	0	0	mantenduz
keepsake	0	0	0	0	0	0	1	0	0	0	oroigarri
keg	0	0	0	0	0	0	0	0	0	0	kupela
ken	0	0	0	0	0	0	1	0	0	0	ken
kennel	0	0	0	0	0	0	0	1	0	0	txakurtegia
kern	0	0	0	0	0	1	0	0	0	0	kern
kernel	0	0	0	0	0	0	0	0	0	0	nukleoa
kerosene	0	0	0	1	0	0	0	0	0	0	kerosenoa
kettle	0	0	0	0	0	0	0	0	0	0	kaldera
key	0	0	0	0	0	0	0	0	0	0	giltza
keyhole	0	0	0	0	0	0	0	0	0	0	giltza-zulo
keynote	0	0	0	0	0	0	1	0	0	0	gakoa
keystone	0	0	0	0	0	0	1	0	0	0	giltzarri
khaki	0	0	0	0	0	0	0	0	0	0	kaki
khan	0	0	0	1	0	0	0	0	0	1	khan
kick	1	0	0	0	0	1	0	0	0	0	ostikoa
kicking	1	0	0	0	0	0	0	0	0	0	ostikoka
kid	0	0	0	0	0	0	0	0	0	0	umea
kidding	0	0	0	0	0	0	0	0	0	0	txantxetan
kidnap	1	0	0	1	0	1	0	1	1	0	bahitu
kill	0	0	0	1	0	1	0	1	0	0	hil
killing	1	0	0	1	0	1	0	1	0	0	hiltzea
kiln	0	0	0	0	0	0	0	0	0	0	labea
kilogram	0	0	0	0	0	0	0	0	0	0	kilogramo
kilometer	0	0	0	0	0	0	0	0	0	0	kilometroa
kilt	0	0	0	0	0	0	0	0	0	0	kilt
kimono	0	0	0	0	0	0	0	0	0	0	kimonoa
kin	0	0	0	0	0	0	0	0	0	0	kin
kind	0	0	0	0	1	0	1	0	0	1	jatorra
kindergarten	0	0	0	0	0	0	0	0	0	0	haurtzaindegia
kindness	0	0	0	0	0	0	1	0	0	0	adeitasuna
kindred	0	1	0	0	1	0	1	0	0	1	senideak
kinematics	0	0	0	0	0	0	0	0	0	0	zinematika
king	0	0	0	0	0	0	1	0	0	0	erregea
kingdom	0	0	0	0	0	0	0	0	0	0	erreinua
kink	0	0	0	0	0	0	0	0	0	0	kinka
kinky	0	0	0	0	0	0	0	0	0	0	kinkor
kiosk	0	0	0	0	0	0	0	0	0	0	kioskoa
kirk	0	0	0	0	0	0	0	0	0	0	kirk
kiss	0	1	0	0	1	0	1	0	1	0	musu
kit	0	0	0	0	0	0	0	0	0	0	kit
kitchen	0	0	0	0	0	0	0	0	0	0	sukaldea
kite	0	0	1	0	0	1	0	0	0	0	kometa
kitten	0	0	0	0	1	0	1	0	0	1	katutxoa
knack	0	0	0	0	0	0	1	0	0	0	trebea
knapsack	0	0	0	0	0	0	0	0	0	0	motxila
knead	0	0	0	0	0	0	0	0	0	0	oratu
knee	0	0	0	0	0	0	0	0	0	0	belauna
kneel	0	0	0	0	0	0	0	0	0	0	belaunikatu
kneeling	0	0	0	0	0	0	0	0	0	0	belauniko
knell	0	0	0	1	0	1	0	1	0	0	belarrindu
knickers	0	0	0	0	0	0	0	0	0	1	galtzerdiak
knife	0	0	0	0	0	0	0	0	0	0	labana
knight	0	0	0	0	0	0	1	0	0	0	zaldun
knit	0	0	0	0	0	0	0	0	0	0	puntuzkoa
knob	0	0	0	0	0	0	0	0	0	0	botoia
knock	0	0	0	0	0	0	0	0	0	0	kolpatu
knoll	0	0	0	0	0	0	0	0	0	0	mendixka
knot	0	0	0	0	0	0	0	0	0	0	korapilo
knotted	0	0	0	0	0	1	0	0	0	0	korapilotuta
knowing	0	0	0	0	0	0	1	0	0	0	jakitea
knowingly	0	0	0	0	0	0	0	0	0	0	jakinez
knowledge	0	0	0	0	0	0	1	0	0	0	ezagutza
knuckle	0	0	0	0	0	0	0	0	0	0	giltzurruna
kos	0	0	0	0	0	0	0	0	0	0	kos
kris	0	0	0	0	0	0	0	0	0	0	kris
kudos	0	0	0	0	1	0	1	0	0	0	zorionak
lab	0	0	0	0	0	0	0	0	0	0	laborategia
label	0	0	0	0	0	0	0	0	0	1	etiketa
labor	0	1	0	0	1	0	1	0	1	1	eskulana
laboratory	0	0	0	0	0	0	0	0	0	0	laborategia
labored	0	0	0	0	0	1	0	1	0	0	lan egin
laborer	0	0	0	0	0	0	0	0	0	0	langilea
laboring	0	0	0	0	0	0	0	0	0	0	lan egiten
laborious	0	0	0	0	0	1	0	0	0	0	neketsua
labyrinth	0	1	0	0	0	1	0	0	0	0	labirintoa
lac	0	0	0	0	0	0	0	0	0	0	lak
lace	1	0	0	1	0	1	1	1	0	1	parpailak
lack	0	0	0	0	0	1	0	0	0	0	falta
lacking	0	0	0	0	0	1	0	0	0	0	faltan
lackluster	0	0	0	0	0	1	0	0	0	0	distirarik gabea
lacquer	0	0	0	0	0	0	0	0	0	0	laka
lacrosse	0	0	0	0	0	0	0	0	0	0	lakrosa
lad	0	0	0	0	0	0	0	0	0	0	mutila
ladder	0	0	0	0	0	0	0	0	0	0	eskailera
laden	0	0	0	0	0	1	0	0	0	0	zamatuta
lading	0	0	0	0	0	0	0	0	0	0	kargatzea
ladle	0	0	0	0	0	0	0	0	0	0	zalira
lady	0	0	0	0	0	0	0	0	0	0	andrea
lag	0	0	0	0	0	1	0	0	0	0	atzerapena
lagging	1	1	1	0	0	1	0	1	0	0	atzeratuta
lagoon	0	0	0	0	0	0	0	0	0	0	aintzira
lair	0	0	0	0	0	1	0	0	0	0	gordelekua
laity	0	0	0	0	0	0	0	0	0	0	laiko
lake	0	0	0	0	0	0	0	0	0	0	aintzira
lama	0	0	0	0	0	0	0	0	0	0	lama
lamb	0	0	0	0	1	0	1	0	0	1	arkumea
lament	0	0	1	1	0	1	0	1	0	0	deitoratu
lamenting	0	0	0	0	0	0	0	1	0	0	deitoratzen
lamina	0	0	0	0	0	0	0	0	0	0	lamina
laminated	0	0	0	0	0	0	0	0	0	0	laminatua
lamp	0	0	0	0	0	0	0	0	0	0	lanpara
lance	0	0	0	0	0	0	0	0	0	0	lantza
lancer	0	0	0	0	0	0	0	0	0	0	lantzari
land	0	0	0	0	0	0	1	0	0	0	lurra
landed	0	0	0	0	0	0	1	0	0	0	lurreratu
landing	0	0	0	0	0	0	0	0	0	0	lurreratzea
landlocked	0	0	0	0	0	0	0	0	0	0	lehorreratua
landlord	0	0	0	0	0	0	0	0	0	0	lurjabe
landmark	0	0	0	0	0	0	0	0	0	1	mugarri
lands	0	0	0	0	0	0	0	0	0	0	lurrak
landscape	0	0	0	0	0	0	0	0	0	0	paisaia
landscaping	0	0	0	0	0	0	0	0	0	0	paisajismoa
landslide	0	0	0	1	0	1	0	1	0	0	luizi
lane	0	0	0	0	0	0	0	0	0	0	erreia
language	0	0	0	0	0	0	0	0	0	0	hizkuntza
languid	0	0	0	0	0	1	0	0	0	0	languido
languish	0	0	0	0	0	1	0	0	0	0	larritu
languishing	0	0	0	1	0	1	0	1	0	0	lantzen
lanky	0	0	0	0	0	0	0	0	0	0	alkartu
lantern	0	0	0	0	0	0	0	0	0	0	linterna
lap	0	0	0	0	0	0	0	0	0	0	itzulia
lapel	0	0	0	0	0	0	0	0	0	0	papar-hegal
lapse	0	0	0	0	0	1	0	0	0	0	hutsunea
lapsed	0	0	0	0	0	0	0	0	0	0	iraungi
larceny	0	0	1	0	0	1	0	0	0	0	lapurreta
lard	0	0	0	0	0	0	0	0	0	0	gantza
larder	0	0	0	0	0	0	0	0	0	0	despentsa
large	0	0	0	0	0	0	0	0	0	0	handia
larger	0	0	1	0	0	0	0	0	1	1	handiagoak
largo	0	0	0	0	0	0	0	0	0	0	luze
lark	0	0	0	0	0	0	0	0	0	0	alontxa
larva	0	0	0	0	0	0	0	0	0	0	larba
larynx	0	0	0	0	0	0	0	0	0	0	laringea
laser	0	0	0	0	0	0	1	0	0	1	laserra
lash	1	0	0	1	0	1	0	0	0	0	astindu
lass	0	0	0	0	0	0	0	0	0	0	andereñoa
lasso	0	0	0	0	0	0	0	0	0	0	lazoa
lasting	0	0	0	0	0	0	0	0	0	0	iraunkorra
latch	0	0	0	0	0	0	0	0	0	0	giltza
late	0	0	0	0	0	1	0	1	0	0	berandu
lateness	0	0	0	0	0	1	0	0	0	0	berandutasuna
latent	1	1	1	0	0	1	0	0	1	0	ezkutuan
lateral	0	0	0	0	0	0	0	0	0	0	albokoa
laterally	0	0	0	0	0	0	0	0	0	0	albotik
latex	0	0	0	0	0	0	0	0	0	0	latex
lathe	0	0	0	0	0	0	0	0	0	0	tornu
lather	0	0	0	0	0	0	0	0	0	0	aparra
latitude	0	0	0	0	0	0	0	0	0	0	latitudea
latrines	0	0	1	0	0	1	0	0	0	0	letrinak
lattice	0	0	0	0	0	0	0	0	0	0	sareta
laudable	0	0	0	0	0	0	1	0	0	0	laudagarria
laugh	0	0	0	0	1	0	1	0	1	0	barre egin
laughable	0	0	1	0	0	1	0	0	0	0	barregarri
laughing	0	0	0	0	1	0	1	0	0	0	barrez
laughter	0	1	0	0	1	0	1	0	1	0	barreak
launch	0	1	0	0	0	0	1	0	0	0	martxan jarri
laundry	0	0	0	0	0	0	0	0	0	0	garbitegia
laureate	0	0	0	0	0	0	1	0	0	1	sariduna
laurel	0	0	0	0	0	0	1	0	0	0	erramua
laurels	0	0	0	0	1	0	1	0	0	0	erramuak
lava	1	0	0	1	0	1	0	0	0	0	laba
lavage	0	0	0	0	0	0	0	0	0	0	garbiketa
lavatory	0	0	1	0	0	0	0	0	0	0	komuna
lavender	0	0	0	0	0	0	0	0	0	0	izpilikua
lavish	0	0	0	0	0	0	1	0	0	0	oparoa
law	0	0	0	0	0	0	0	0	0	1	legea
lawful	0	0	0	0	0	0	1	0	0	1	zilegi
lawlessness	1	0	0	1	0	1	0	0	0	0	legegabekeria
lawn	0	0	0	0	0	0	0	0	0	0	belarra
lawsuit	1	0	1	1	0	1	0	1	1	0	auzia
lawyer	1	0	1	1	0	1	0	0	0	0	abokatu
lax	0	0	0	0	0	1	0	1	0	0	laxo
laxative	0	0	1	1	0	1	0	0	0	0	laxantea
lay	0	0	0	0	0	0	0	0	0	0	etzan
layer	0	0	0	0	0	0	0	0	0	0	geruza
layered	0	0	0	0	0	0	0	0	0	0	geruzak
layman	0	0	0	0	0	0	0	0	0	0	laiko
lazy	0	0	0	0	0	1	0	0	0	0	alferra
lea	0	0	0	0	0	0	0	0	0	0	lea
lead	0	0	0	0	0	0	1	0	0	0	beruna
leader	0	0	0	0	0	0	1	0	0	1	liderra
leading	0	0	0	0	0	0	0	0	0	1	liderra
leads	0	0	0	0	0	0	0	0	0	0	eramaten
leaf	0	0	0	0	0	0	0	0	0	0	hostoa
leaflet	0	0	0	0	0	0	0	0	0	0	liburuxka
leafy	0	0	0	0	0	0	0	0	0	0	hostotsu
league	0	0	0	0	0	0	1	0	0	0	liga
leak	0	0	0	0	0	1	0	0	0	0	ihesa
leakage	0	0	0	0	0	1	0	0	0	0	isurketa
leaky	0	0	0	0	0	1	0	0	0	0	leaky
lean	0	0	0	0	0	0	0	0	0	0	makurtu
leaned	0	0	0	0	0	0	0	0	0	0	makurtuta
leaning	0	0	0	0	0	0	0	0	0	1	makurtuta
leap	0	0	0	0	0	0	0	0	0	0	jauzi
learn	0	0	0	0	0	0	1	0	0	0	ikasi
learned	0	0	0	0	0	0	0	0	0	0	ikasia
learner	0	0	0	0	0	0	0	0	0	0	ikaslea
learning	0	0	0	0	0	0	1	0	0	0	ikaskuntza
lease	0	0	0	0	0	0	0	0	0	0	errentamendua
leash	0	0	0	0	0	0	0	0	0	0	uhala
leather	0	0	0	0	0	0	0	0	0	0	larrua
leathery	0	0	0	0	0	0	0	0	0	0	larruzko
leave	0	0	0	0	0	1	0	1	1	0	utzi
lecture	0	0	0	0	0	0	0	0	0	0	hitzaldia
lecturer	0	0	0	0	0	0	1	0	0	0	irakaslea
ledge	0	0	0	0	0	0	0	0	0	0	erlaitz
ledger	0	0	0	0	0	0	0	0	0	0	liburu-liburua
lee	0	0	0	0	0	0	0	0	0	0	lee
leech	0	0	0	0	0	1	0	0	0	0	porrua
leeches	0	0	1	1	0	1	0	0	0	0	lixiak
leer	0	0	1	0	0	1	0	0	0	0	leer
leery	0	0	0	0	0	0	0	0	1	0	izurria
lees	0	0	0	0	0	0	0	0	0	0	leak
leeway	0	0	0	0	0	0	1	0	0	0	martxa
left	0	0	0	0	0	0	0	0	0	0	ezker
leg	0	0	0	0	0	0	0	0	0	0	hanka
legacy	0	0	0	0	0	0	0	0	0	0	ondarea
legal	0	0	0	0	0	0	1	0	0	1	legezkoa
legality	0	0	0	0	0	0	0	0	0	0	legezkotasuna
legalize	0	0	0	0	0	0	0	0	0	0	legeztatu
legalized	1	0	0	1	1	0	1	0	0	1	legeztatuta
legally	0	0	0	0	0	0	0	0	0	0	legez
legend	0	0	0	0	0	0	0	0	0	0	kondaira
legendary	0	0	0	0	0	0	1	0	0	0	mitikoa
legibility	0	0	0	0	0	0	1	0	0	0	irakurgarritasuna
