English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Bosnian Word
oligarchy	0	0	0	0	0	1	0	0	0	0	oligarhija
olive	0	0	0	0	0	0	0	0	0	0	maslina
omega	0	0	0	0	0	0	0	0	0	0	omega
omelet	0	0	0	0	0	0	0	0	0	0	omlet
omen	0	1	0	1	0	1	0	0	0	0	predznak
ominous	0	1	0	1	0	1	0	0	0	0	zlokobno
omission	0	0	0	0	0	0	0	0	0	0	propust
omit	0	0	0	0	0	1	0	0	0	0	izostaviti
omitted	0	0	0	0	0	0	0	0	0	0	izostavljeno
omnibus	0	0	0	0	0	0	0	0	0	0	omnibus
omnipotence	0	0	0	1	0	1	1	0	0	0	svemoć
omnipotent	0	0	0	0	0	0	0	0	0	0	svemoćan
omnipresent	0	0	0	0	0	0	0	0	0	0	sveprisutan
omniscient	0	0	0	0	0	0	1	0	0	1	sveznajući
oncologist	0	0	0	0	0	0	0	0	0	0	onkolog
oneness	0	0	0	0	0	0	0	0	0	0	jedinstvo
onerous	1	0	0	0	0	1	0	1	0	0	težak
oneself	0	0	0	0	0	0	0	0	0	0	sebe
ongoing	0	1	0	0	0	0	0	0	0	0	u toku
onion	0	0	0	0	0	0	0	0	0	0	luk
onset	0	1	0	0	0	0	0	0	0	0	početak
onslaught	0	0	0	0	0	0	0	0	0	0	juriš
ontology	0	0	0	0	0	0	0	0	0	0	ontologija
onus	0	0	0	0	0	1	0	0	0	0	teret
onward	0	0	0	0	0	0	0	0	0	0	dalje
onyx	0	0	0	0	0	0	0	0	0	0	oniks
ooze	0	0	1	0	0	1	0	0	0	0	ooze
oozing	0	0	0	0	0	0	0	0	0	0	curenje
opacity	0	0	0	0	0	0	0	0	0	0	neprozirnost
opal	0	0	0	0	0	0	0	0	0	0	opal
opaque	0	0	0	0	0	1	0	0	0	0	neproziran
ope	0	0	0	0	0	0	0	0	0	0	ope
open	0	0	0	0	0	0	0	0	0	0	otvoren
opener	0	0	0	0	0	0	0	0	0	0	otvarač
opening	0	0	0	0	0	0	0	0	0	0	otvaranje
openly	0	0	0	0	0	0	0	0	0	0	otvoreno
openness	0	0	0	0	0	0	1	0	0	0	otvorenost
opera	1	1	0	1	1	0	1	1	1	1	opera
operatic	0	0	0	0	0	1	0	0	0	0	operski
operation	0	0	0	1	0	0	0	0	0	1	operacija
operations	0	0	0	0	0	0	0	0	0	0	operacije
operative	0	0	0	0	0	0	0	0	0	0	operativna
operator	0	0	0	0	0	0	0	0	0	0	operater
ophthalmic	0	0	0	0	0	0	0	0	0	0	oftalmološki
ophthalmologist	0	0	0	0	0	0	0	0	0	0	oftalmolog
opiate	0	0	0	0	0	1	0	0	0	0	opijat
opinion	0	0	0	0	0	0	0	0	0	0	mišljenje
opinionated	1	0	0	0	0	1	0	0	0	0	uvjeren
opium	1	0	1	1	0	1	0	1	0	0	opijum
opponent	1	1	1	1	0	1	0	0	0	0	protivnik
opportune	0	0	0	0	1	0	1	0	0	0	oportuno
opportunism	0	0	0	0	0	0	0	0	0	0	oportunizam
opportunity	0	1	0	0	0	0	1	0	0	0	priliku
oppose	0	0	0	0	0	1	0	0	0	0	suprotstaviti se
opposed	1	0	0	1	0	1	0	0	0	0	protiv
opposing	0	0	0	0	0	0	0	0	0	0	suprotstavljanje
opposite	0	0	0	0	0	0	0	0	0	0	suprotno
opposites	0	0	0	0	0	0	0	0	0	0	suprotnosti
opposition	1	0	0	0	0	1	0	0	0	0	opozicija
oppress	1	0	1	1	0	1	0	1	0	0	ugnjetavati
oppression	1	0	1	1	0	1	0	1	0	0	ugnjetavanje
oppressive	1	0	1	1	0	1	0	1	0	0	opresivno
oppressor	1	0	0	1	0	1	0	1	0	0	tlačitelja
optic	0	0	0	0	0	0	0	0	0	0	optički
optical	0	0	0	0	0	0	0	0	0	0	optički
optics	0	0	0	0	0	0	0	0	0	0	optika
optimism	0	1	0	0	1	0	1	0	1	1	optimizam
optimist	0	0	0	0	0	0	1	0	0	1	optimist
option	0	0	0	0	0	0	1	0	0	0	opcija
optional	0	0	0	0	0	0	1	0	0	0	opciono
optionally	0	0	0	0	0	0	0	0	0	0	opciono
options	0	0	0	0	0	0	0	0	0	0	opcije
optometrist	0	0	0	0	0	0	0	0	0	0	optometrista
opulence	0	0	0	0	0	0	0	0	0	0	raskoš
opulent	0	0	0	0	0	0	0	0	0	0	raskošan
opus	0	0	0	0	0	0	0	0	0	0	opus
oracle	0	1	0	0	0	0	1	0	0	1	proročište
oral	0	0	0	0	0	0	0	0	0	0	oralni
orange	0	0	0	0	0	0	0	0	0	0	narandžasta
oration	0	0	0	0	0	0	1	0	0	0	govor
orator	0	0	0	0	0	0	0	0	0	0	govornik
oratory	0	0	0	0	0	0	0	0	0	0	govorništvo
orb	0	0	0	0	0	0	0	0	0	0	orb
orbit	0	0	0	0	0	0	0	0	0	0	orbita
orbiting	0	0	0	0	0	0	0	0	0	0	orbitira
orbs	0	0	0	0	0	0	0	0	0	0	kugle
orc	1	0	1	1	0	1	0	0	0	0	orc
orchard	0	0	0	0	0	0	0	0	0	0	voćnjak
orchestra	1	0	0	0	1	0	1	1	0	1	orkestar
ordained	0	0	0	0	0	0	1	0	0	1	zaređen
ordeal	1	0	0	0	0	1	0	0	1	0	ordeal
order	0	0	0	0	0	0	0	0	0	0	red
orderly	0	0	0	0	0	0	1	0	0	0	uredno
ordinance	0	0	0	0	0	0	0	0	0	1	uredba
ordinary	0	0	0	0	0	0	0	0	0	0	običan
ordination	0	1	0	0	1	0	1	0	0	1	zaređenje
ordnance	0	0	0	1	0	1	0	0	0	0	oružje
ore	0	0	0	0	0	0	0	0	0	0	rude
oregano	0	0	0	0	0	0	0	0	0	0	origano
organ	0	1	0	0	1	0	0	0	0	0	organ
organic	0	0	0	0	0	0	1	0	0	0	organski
organism	0	0	0	0	0	0	0	0	0	0	organizam
organist	0	0	0	0	0	0	0	0	0	0	orguljaš
organization	0	1	0	0	1	0	1	0	1	1	organizacija
organize	0	0	0	0	0	0	1	0	0	0	organizovati
organized	0	0	0	0	0	0	1	0	0	0	organizovano
orgasm	0	1	0	0	1	0	1	0	0	0	orgazam
orgies	0	0	0	0	0	0	0	0	0	0	orgije
orient	0	0	0	0	0	0	0	0	0	0	orijent
oriental	0	0	0	0	0	0	0	0	0	0	orijentalni
orientation	0	0	0	0	0	0	0	0	0	0	orijentacija
orifice	0	0	0	0	0	0	0	0	0	0	otvor
origin	0	0	0	0	0	0	0	0	0	0	porijeklo
originality	0	0	0	0	0	0	1	0	1	0	originalnost
originate	0	0	0	0	0	0	0	0	0	0	poticati
origination	0	0	0	0	0	0	0	0	0	0	nastanak
originator	0	0	0	0	0	0	0	0	0	0	začetnik
ornament	0	0	0	0	0	0	0	0	0	0	ornament
ornamental	0	0	0	0	0	0	0	0	0	0	ornamental
ornamentation	0	0	0	0	0	0	0	0	0	0	ornamentika
ornamented	0	0	0	0	0	0	1	0	0	0	ornamented
ornate	0	0	0	0	0	0	1	0	0	0	ornate
orphan	0	0	0	1	0	1	0	1	0	0	siroče
orthodox	0	0	0	0	0	0	0	0	0	0	pravoslavni
orthodoxy	0	0	0	0	0	0	0	0	0	1	pravoslavlje
orthogonal	0	0	0	0	0	0	0	0	0	0	ortogonalno
oscillate	0	0	0	0	0	0	0	0	0	0	oscilirati
oscillating	0	0	0	0	0	0	0	0	0	0	oscilirajući
oscillation	0	0	0	0	0	0	0	0	0	0	oscilacija
oscillatory	0	0	0	0	0	0	0	0	0	0	oscilatorno
ostensible	0	0	0	0	0	0	0	0	0	0	tobožnji
ostensibly	0	0	0	0	0	1	0	0	0	0	tobože
ostrich	0	0	0	0	0	0	0	0	0	0	noj
otto	0	0	0	0	0	0	0	0	0	0	otto
ottoman	0	0	0	0	0	0	0	0	0	0	otoman
ounce	0	0	0	0	0	0	0	0	0	0	unca
oust	1	0	0	0	0	1	0	1	0	0	izbaciti
outbreak	0	0	0	0	0	0	0	0	0	0	izbijanje
outburst	1	0	0	1	1	1	1	1	1	0	ispad
outcast	0	0	1	1	0	1	0	1	0	0	izopćenik
outcome	0	0	0	0	0	0	1	0	0	0	ishod
outcry	1	0	0	1	0	1	0	0	1	0	negodovanje
outdo	0	1	0	0	0	0	1	0	0	0	nadmašiti
outdoor	0	0	0	0	0	0	0	0	0	0	outdoor
outfit	0	0	0	0	0	0	0	0	0	0	odijelo
outgrow	0	0	0	0	0	0	0	0	0	0	prerasti
outgrowth	0	0	0	0	0	0	0	0	0	0	izraslina
outhouse	0	0	1	0	0	1	0	0	0	0	vanjska zgrada
outing	0	0	0	0	0	0	0	0	0	0	izlet
outlandish	0	0	0	0	0	1	0	0	0	0	neobičan
outlast	0	0	0	0	0	0	0	0	0	0	nadživjeti
outlaw	0	0	0	0	0	1	0	0	0	0	odmetnik
outlet	0	0	0	0	0	0	0	0	0	0	izlaz
outline	0	0	0	0	0	0	0	0	0	0	nacrt
outlines	0	0	0	0	0	0	0	0	0	0	obrisi
outlook	0	0	0	0	0	0	0	0	0	0	izgledi
outlying	0	0	0	0	0	0	0	0	0	0	outlying
outnumber	0	0	0	0	0	0	0	0	0	0	nadmašiti broj
outpost	0	0	0	1	0	0	0	0	0	0	ispostava
outpouring	0	0	0	0	0	0	0	0	0	0	izlivanje
output	0	0	0	0	0	0	0	0	0	0	izlaz
outrage	1	0	1	0	0	1	0	0	0	0	zgražanje
outrageous	0	0	0	0	0	0	0	0	1	0	nečuveno
outright	0	0	0	0	0	0	0	0	0	0	direktno
outrun	0	0	0	0	0	0	0	0	0	0	nadmašiti
outset	0	0	0	0	0	0	0	0	0	0	početak
outsider	0	0	0	1	0	0	0	0	0	0	autsajder
outskirts	0	0	0	0	0	0	0	0	0	0	periferiji
outspoken	0	0	0	0	0	0	0	0	0	0	otvoreno
outstanding	0	0	0	0	1	1	1	0	0	0	izvanredan
outstretched	0	0	0	0	0	0	0	0	0	0	ispružen
outward	0	0	0	0	0	0	1	0	0	0	spolja
outwards	0	0	0	0	0	0	0	0	0	0	prema van
outweigh	0	0	0	0	0	0	0	0	0	0	nadmašiti
oval	0	0	0	0	0	0	0	0	0	0	ovalni
ovary	0	0	0	0	0	0	0	0	0	0	jajnika
ovate	0	0	0	0	0	0	0	0	0	0	ovate
ovation	0	0	0	0	0	1	0	1	0	0	ovacije
oven	0	0	0	0	0	0	0	0	0	0	pećnica
overalls	0	0	0	0	0	0	0	0	0	0	kombinezoni
overbearing	1	0	0	0	0	1	0	0	0	0	prepotentan
overburden	0	0	0	0	0	1	0	0	0	0	jalovina
overcast	0	0	0	0	0	1	0	0	0	0	oblačno
overcharged	0	0	0	0	0	0	0	0	0	0	overcharged
overcoat	0	0	0	0	0	0	0	0	0	0	kaput
overdo	0	0	0	0	0	1	0	0	0	0	preterati
overdose	0	0	0	0	0	1	0	0	0	0	predoziranje
overdue	0	1	0	0	0	1	0	1	1	0	zakasnio
overestimate	0	0	0	0	0	0	0	0	1	0	precijeniti
overestimated	0	0	0	0	0	1	0	0	0	0	precijenjen
overflow	0	0	0	0	0	1	0	0	0	0	overflow
overflowing	0	0	0	0	0	0	0	0	0	0	prepuna
overgrown	0	0	0	0	0	1	0	0	0	0	obrastao
overgrowth	0	0	0	0	0	0	0	0	0	0	prerastanje
overhanging	0	0	0	0	0	0	0	0	0	0	previse
overhaul	0	0	0	0	0	0	0	0	0	0	remont
overhead	0	0	0	0	0	0	0	0	0	0	iznad glave
overjoyed	0	0	0	0	1	0	1	0	0	0	presretan
overlaid	0	0	0	0	0	0	0	0	0	0	overlaid
overlap	0	0	0	0	0	0	0	0	0	0	preklapanje
overlay	0	0	0	0	0	0	0	0	0	0	preklapanje
overload	0	0	0	0	0	1	0	1	0	0	preopterećenja
overlying	0	0	0	0	0	0	0	0	0	0	overlying
overpaid	0	0	0	0	0	1	0	0	0	0	preplaćeni
overpass	0	0	0	0	0	0	0	0	0	0	nadvožnjak
overpower	0	0	0	0	0	1	0	0	0	0	nadjačati
overpowering	1	0	0	1	0	1	0	0	0	0	nadmoćan
overpriced	1	0	1	0	0	1	0	1	0	0	preskupo
override	0	0	0	0	0	0	0	0	0	0	nadjačati
overrule	0	0	0	0	0	0	0	0	0	0	overrule
overseer	0	0	0	0	0	0	0	0	0	0	nadglednik
overshadow	0	0	0	0	0	0	0	0	0	0	zasjeniti
oversight	0	0	0	0	0	1	0	0	0	0	nadzor
overstate	0	0	0	0	0	0	0	0	0	0	pretjerati
overstock	0	0	0	0	0	0	0	0	0	0	overstock
overt	0	0	0	1	0	0	0	0	0	0	otvoren
overtake	0	0	0	0	0	0	0	0	0	0	prestići
overtaken	0	0	0	0	0	0	0	0	0	0	prestignut
overthrow	0	1	0	1	0	1	0	0	0	0	svrgnuti
overture	0	1	0	0	0	0	0	0	0	0	uvertira
overturn	0	0	0	0	0	1	0	0	0	0	prevrnuti
overwhelm	0	0	0	0	0	1	0	0	0	0	preplaviti
overwhelmed	0	0	0	0	0	1	0	1	0	0	preplavljeni
overwhelming	0	0	0	0	0	0	1	0	0	0	overwhelming
overzealous	0	0	0	0	0	0	0	0	0	0	overrealous
owe	0	0	0	0	0	0	0	0	0	0	dugujem
owing	1	1	1	1	0	1	0	1	0	1	duguje
owner	0	0	0	0	0	0	0	0	0	0	vlasnik
ownership	0	0	0	0	0	0	1	0	0	0	vlasništvo
ox	0	0	0	0	0	0	0	0	0	0	vol
oxidation	0	0	0	0	0	1	0	0	0	0	oksidacija
oxygen	0	0	0	0	0	0	0	0	0	0	kiseonik
oxymoron	0	0	0	0	0	0	0	0	0	0	oksimoron
oyster	0	0	0	0	0	0	0	0	0	0	oyster
pace	0	0	0	0	0	0	0	0	0	0	tempo
pacific	0	0	0	0	0	0	1	0	0	0	pacific
pacify	0	0	0	0	0	0	0	0	0	0	pacify
pack	0	0	0	0	0	0	0	0	0	0	pack
package	0	0	0	0	0	0	0	0	0	0	paket
packer	0	0	0	0	0	0	0	0	0	0	paker
packet	0	0	0	0	0	0	0	0	0	0	paket
pact	0	0	0	0	0	0	0	0	0	1	pakt
pad	0	0	0	0	0	0	1	0	0	0	pad
padding	0	0	0	0	0	0	1	0	0	0	padding
paddle	0	1	0	0	0	0	1	0	0	0	veslo
paddock	0	0	0	0	0	0	0	0	0	0	paddock
paddy	0	0	0	0	0	0	0	0	0	0	paddy
padlock	0	0	0	0	0	0	0	0	0	0	katanac
padre	0	0	0	0	0	0	0	0	0	0	padre
pagan	0	0	0	0	0	0	0	0	0	0	pagan
paganism	0	0	0	0	0	0	0	0	0	0	paganizam
page	0	0	0	0	0	0	0	0	0	0	stranica
pageant	0	0	0	0	0	0	0	0	0	0	izbor
pagination	0	0	0	0	0	0	0	0	0	0	paginacija
pagoda	0	0	0	0	0	0	0	0	0	0	pagoda
pail	0	0	0	0	0	0	0	0	0	0	kanta
pain	0	0	0	1	0	1	0	1	0	0	bol
pained	0	0	0	1	0	1	0	1	0	0	bolno
painful	1	0	1	1	0	1	0	1	0	0	bolno
painfully	0	0	0	0	0	1	0	1	0	0	bolno
painless	0	0	0	0	0	0	0	0	0	0	bezbolan
pains	0	0	0	0	0	1	0	0	0	0	bolove
painstaking	0	0	0	0	0	0	0	0	0	0	mukotrpan
paint	0	0	0	0	0	0	0	0	0	0	farba
painted	0	0	0	0	0	0	0	0	0	0	oslikana
painter	0	0	0	0	0	0	0	0	0	0	slikar
painting	0	0	0	0	0	0	0	0	0	0	slikarstvo
pair	0	0	0	0	0	0	0	0	0	0	par
pajamas	0	0	0	0	0	0	0	0	0	0	pidžama
pal	0	0	0	0	0	0	0	0	0	0	pal
palace	0	0	0	0	0	0	0	0	0	0	palata
palatable	0	0	0	0	0	0	1	0	0	0	ukusan
palate	0	0	0	0	0	0	0	0	0	0	nepce
paleontology	0	0	0	0	0	0	0	0	0	0	paleontologija
palette	0	0	0	0	0	0	0	0	0	0	paleta
pall	0	0	0	0	0	0	0	0	0	0	pall
palladium	0	0	0	0	0	0	0	0	0	0	paladijum
pallet	0	0	0	0	0	0	0	0	0	0	paleta
palliative	0	0	0	0	0	0	1	0	0	0	palijativno
palm	0	0	0	0	0	0	0	0	0	0	dlan
palmer	0	0	0	0	0	0	0	0	0	0	palmer
palpable	0	0	0	0	0	0	0	0	1	0	opipljiv
palsy	0	0	1	1	0	1	0	1	0	0	paraliza
paltry	0	0	0	0	0	0	0	0	0	0	jadan
pamper	0	0	0	0	0	0	0	0	0	0	razmaziti
pamphlet	0	0	0	0	0	0	0	0	0	0	pamflet
pan	0	0	0	0	0	0	0	0	0	0	pan
panacea	0	0	0	0	0	0	1	0	0	0	univerzalni lijek
panache	0	0	0	0	0	0	1	0	0	0	panache
pancake	0	0	0	0	0	0	0	0	0	0	palačinka
pandemic	0	0	0	1	0	1	0	1	0	0	pandemija
panel	0	0	0	0	0	0	0	0	0	0	panel
pang	0	0	0	0	0	1	0	0	1	0	pang
panic	0	0	0	1	0	1	0	0	0	0	panika
panier	0	0	0	0	0	0	1	0	0	0	panier
panorama	0	0	0	0	0	0	0	0	0	0	panorama
panoramic	0	0	0	0	0	0	0	0	0	0	panoramski
pant	0	0	0	0	0	0	0	0	0	0	pant
pantheon	0	0	0	0	0	0	0	0	0	0	panteon
panther	0	0	0	0	0	0	0	0	0	0	pantera
panties	0	0	0	0	0	0	0	0	0	0	gaćice
pantomime	0	0	0	0	0	0	0	0	0	0	pantomima
pantry	0	0	0	0	0	0	0	0	0	0	ostava
pants	0	0	0	0	0	0	0	0	0	0	hlače
pap	0	0	0	0	0	0	0	0	0	0	pap
papacy	0	0	0	0	0	0	0	0	0	0	papstvo
papal	0	0	0	0	0	0	0	0	0	0	papski
paper	0	0	0	0	0	0	0	0	0	0	papir
paprika	0	0	0	0	0	0	1	0	0	0	paprika
papyrus	0	0	0	0	0	0	0	0	0	0	papirus
par	0	0	0	0	0	0	0	0	0	0	par
parable	0	0	0	0	0	0	0	0	0	0	parabola
parabola	0	0	0	0	0	0	0	0	0	0	parabola
parabolic	0	0	0	0	0	0	0	0	0	0	parabolic
parachute	0	0	0	1	0	0	0	0	0	0	padobran
parade	0	1	0	1	1	1	1	0	1	0	parada
paradigm	0	0	0	0	0	0	0	0	0	0	paradigma
paradox	0	0	0	0	0	0	0	0	0	0	paradoks
paradoxical	0	0	0	0	0	0	0	0	0	0	paradoksalno
paraffin	0	0	0	0	0	0	0	0	0	0	parafin
paragon	0	1	0	0	1	0	1	0	0	1	paragon
paragraph	0	0	0	0	0	0	0	0	0	0	stav
parallax	0	0	0	0	0	0	0	0	0	0	paralaksa
parallel	0	0	0	0	0	0	0	0	0	0	paralelno
parallelism	0	0	0	0	0	0	0	0	0	0	paralelizam
paralysis	1	1	0	1	0	1	0	1	0	0	paraliza
paramount	0	0	0	0	0	0	1	0	0	0	najvažniji
paranoia	0	0	0	1	0	1	0	0	0	0	paranoja
parapet	0	0	0	0	0	0	0	0	0	0	parapet
paraphernalia	0	0	0	0	0	0	0	0	0	0	pribor
paraphrase	0	0	0	0	0	1	1	0	0	0	parafraziram
parasite	0	0	1	1	0	1	0	0	0	0	parazit
parasol	0	0	0	0	0	0	0	0	0	0	suncobran
parcel	0	0	0	0	0	0	0	0	0	0	parcela
parcels	0	0	0	0	0	0	0	0	0	0	parcele
parchment	0	0	0	0	0	0	0	0	0	0	pergament
pardon	0	0	0	0	0	0	1	0	0	0	pardon
pare	1	1	0	1	0	1	0	1	0	0	pare
parenchyma	0	0	0	0	0	0	0	0	0	0	parenhima
parent	0	0	0	0	0	0	0	0	0	0	roditelj
parentage	0	0	0	0	0	0	1	0	0	0	roditeljstvo
parental	0	0	0	0	0	0	0	0	0	0	roditeljski
parenthesis	0	0	0	0	0	0	0	0	0	0	zagrada
parenthetical	0	0	0	0	0	0	0	0	0	0	u zagradi
parietal	0	0	0	0	0	0	1	0	0	1	parijetalni
paring	0	0	0	0	0	0	0	0	0	0	paring
parish	0	0	0	0	0	0	0	0	0	1	parohija
parity	0	0	0	0	0	0	0	0	0	0	paritet
park	0	0	0	0	0	0	0	0	0	0	park
parlance	0	0	0	0	0	0	0	0	0	0	govor
parliament	0	0	0	0	0	0	0	0	0	1	parlament
parliamentary	0	0	0	0	0	0	0	0	0	0	parlamentarni
parlor	0	0	0	0	0	0	0	0	0	0	salon
parole	0	1	0	0	0	0	0	0	0	0	uslovno
parquet	0	0	0	0	0	0	0	0	0	0	parket
parrot	0	0	1	0	0	1	0	0	0	0	papagaj
parry	0	0	0	0	0	0	0	0	0	0	parirati
parse	0	0	0	0	0	0	0	0	0	0	analizirati
parsimonious	0	0	0	0	0	1	0	0	0	0	štedljiv
parsimony	0	0	0	0	0	0	0	0	0	0	štedljivost
parsley	0	0	0	0	0	0	0	0	0	0	peršun
parson	0	0	0	0	0	0	0	0	0	0	parson
part	0	0	0	0	0	0	0	0	0	0	dio
partake	0	0	0	0	0	0	1	0	0	1	učestvovati
partiality	0	0	0	0	0	0	0	0	0	0	pristrasnost
partially	0	0	0	0	0	0	0	0	0	0	djelomično
participate	0	0	0	0	0	0	0	0	0	0	učestvovati
participation	0	0	0	0	0	0	1	0	0	0	učešće
particle	0	0	0	0	0	0	0	0	0	0	čestica
particularity	0	0	0	0	0	0	0	0	0	0	posebnost
particulars	0	0	0	0	0	0	0	0	0	0	pojedinosti
parting	0	0	0	0	0	0	0	1	0	0	rastanak
partisan	0	0	0	0	0	1	0	0	0	0	partizan
partisanship	0	0	0	0	0	0	0	0	0	0	partizanstvo
partition	0	0	0	0	0	0	0	0	0	0	particija
partly	0	0	0	0	0	0	0	0	0	0	djelimično
partner	0	0	0	0	0	0	1	0	0	0	partner
partnership	0	0	0	0	0	0	1	0	0	1	partnerstvo
parts	0	0	0	0	0	0	0	0	0	0	dijelovi
party	0	0	0	0	0	0	0	0	0	0	party
pas	0	0	0	0	0	0	0	0	0	0	pas
pass	0	0	0	0	0	0	0	0	0	0	pass
passable	0	0	0	0	0	0	0	0	0	0	prolazan
passage	0	0	0	0	0	0	0	0	0	0	prolaz
passageway	0	0	0	0	0	0	0	0	0	0	prolaz
passe	0	0	0	0	0	1	0	0	0	0	passe
passenger	0	1	0	0	0	0	0	0	0	0	putnik
passim	0	0	0	0	0	0	0	0	0	0	passim
passing	0	0	0	0	0	0	0	0	0	0	prolazeći
passion	0	1	0	0	1	0	1	0	0	1	strast
passionate	0	1	0	0	1	0	1	0	0	1	strastveni
passive	0	0	0	0	0	1	0	0	0	0	pasivno
passivity	0	0	0	0	0	1	0	0	0	0	pasivnost
passport	0	0	0	0	0	0	0	0	0	0	pasoš
past	0	0	0	0	0	0	0	0	0	0	prošlost
paste	0	0	0	0	0	0	0	0	0	0	paste
pastel	0	0	0	0	0	0	0	0	0	0	pastel
pastime	0	0	0	0	0	0	1	0	0	0	razonoda
pastor	0	0	0	0	1	0	1	0	0	1	pastor
pastry	0	0	0	0	1	0	1	0	0	0	pecivo
pasture	0	0	0	0	0	0	1	0	0	0	pašnjak
pasty	0	0	0	0	0	0	0	0	0	0	pastozni
pat	0	0	0	0	0	0	0	0	0	0	pat
patch	0	0	0	0	0	1	0	0	0	0	patch
patchwork	0	0	0	0	0	0	0	0	0	0	patchwork
pate	0	0	0	0	0	0	0	0	0	0	pašteta
patella	0	0	0	0	0	0	0	0	0	0	patela
patent	0	0	0	0	0	0	1	0	0	0	patent
paternal	0	0	0	0	0	0	0	0	0	0	očinski
paternity	0	0	0	0	0	0	0	0	0	0	očinstvo
path	0	0	0	0	0	0	0	0	0	0	put
pathetic	0	0	1	0	0	1	0	1	0	0	patetično
pathology	0	0	0	0	0	0	0	0	0	0	patologija
pathos	0	0	0	0	0	0	0	0	0	0	patos
pathway	0	0	0	0	0	0	0	0	0	0	put
patience	0	1	0	0	0	0	1	0	0	1	strpljenje
patient	0	1	0	0	0	0	1	0	0	0	pacijent
patio	0	0	0	0	0	0	0	0	0	0	patio
patriarch	0	0	0	0	0	0	0	0	0	0	patrijarh
patriarchal	0	0	0	0	0	0	1	0	0	1	patrijarhalni
patrimony	0	0	0	0	0	0	0	0	0	0	baština
patriot	0	0	0	0	0	0	0	0	0	0	patriot
patriotic	0	0	0	0	0	0	0	0	0	0	patriotski
patriotism	0	0	0	0	0	0	0	0	0	0	patriotizam
patrol	0	0	0	0	0	0	0	0	0	1	patrola
patron	0	0	0	0	0	0	1	0	0	1	pokrovitelj
patronage	0	0	0	0	0	0	1	0	0	1	pokroviteljstvo
patronize	0	0	0	0	0	0	0	0	0	0	patronize
patronizing	0	0	0	0	0	1	0	0	0	0	pokroviteljski
patter	1	0	0	0	0	1	0	0	0	0	patter
pattern	0	0	0	0	0	0	0	0	0	0	uzorak
paucity	1	0	1	0	0	1	0	1	0	0	oskudnost
pauper	0	0	0	0	0	1	0	1	0	0	siromah
pause	0	0	0	0	0	0	0	0	0	0	pauza
pave	0	0	0	0	0	0	0	0	0	0	popločati
pavement	0	0	0	0	0	0	0	0	0	1	trotoar
pavilion	0	0	0	0	0	0	0	0	0	0	paviljon
paving	0	0	0	0	0	0	0	0	0	0	popločavanje
paw	0	0	0	0	0	0	0	0	0	0	paw
pawn	0	0	0	0	0	1	0	0	0	1	pijun
pax	0	0	0	0	0	0	0	0	0	0	pax
pay	0	1	0	0	1	0	1	0	0	1	platiti
payback	1	0	0	0	0	1	0	0	0	0	payback
payer	0	0	0	0	0	0	0	0	0	0	obveznik
payment	0	0	0	0	0	1	0	0	0	0	plaćanje
pea	0	0	0	0	0	0	0	0	0	0	grašak
peace	0	1	0	0	1	0	1	0	0	1	mir
peaceable	0	0	0	0	0	0	1	0	0	0	miroljubivi
peaceful	0	1	0	0	1	0	1	0	1	1	mirno
peacock	0	0	0	0	0	0	1	0	0	0	paun
peak	0	0	0	0	0	0	0	0	0	0	vrhunac
peaked	0	0	0	0	0	0	0	0	0	0	vrhunac
pearl	0	0	0	0	0	0	0	0	0	0	biser
peasant	0	0	0	0	0	0	0	0	0	0	seljak
peat	0	0	0	0	0	0	0	0	0	0	treset
pebble	0	0	0	0	0	0	0	0	0	0	šljunak
peck	0	0	0	0	0	0	1	0	0	0	peck
peculiar	0	0	0	0	0	0	0	0	0	0	čudan
peculiarities	0	0	0	0	0	1	0	0	0	0	posebnosti
peculiarity	0	0	0	0	0	0	1	0	0	0	posebnost
peculiarly	0	0	0	0	0	0	0	0	0	0	posebno
pecuniary	0	0	0	0	0	0	0	0	0	0	novčana
pedal	0	0	0	0	0	0	0	0	0	0	pedal
pedantic	0	0	0	0	0	0	0	0	0	0	pedantan
peddle	0	0	0	0	0	0	0	0	0	0	peddle
pedestal	0	0	0	0	0	0	0	0	0	0	postolje
pedestrian	0	0	0	0	0	1	0	0	0	0	pešak
pediatrics	0	0	0	0	0	0	0	0	0	0	pedijatrija
pedigree	0	0	0	0	0	0	1	0	0	1	pedigree
pedometer	0	0	0	0	0	0	0	0	0	0	pedometer
peel	0	0	0	0	0	0	0	0	0	0	oguliti
peep	0	0	0	0	0	0	0	0	0	0	peep
peer	0	0	0	0	0	0	0	0	0	0	peer
peering	0	0	0	0	0	0	0	0	0	0	peering
peerless	0	0	0	0	0	0	1	0	0	0	bez premca
peg	0	0	0	0	0	0	0	0	0	0	peg
pegs	0	0	0	0	0	0	0	0	0	0	klinovi
pelagic	0	0	0	0	0	0	0	0	0	0	pelagic
pellet	0	0	0	0	0	0	0	0	0	0	pelet
pen	0	0	0	0	0	0	0	0	0	0	olovka
penal	0	0	0	1	0	1	0	1	0	0	penal
penalty	1	0	0	1	0	1	0	1	0	0	penal
penance	0	0	0	1	0	0	0	1	0	0	pokora
penchant	0	0	0	0	0	0	1	0	0	0	sklonost
pencil	0	0	0	0	0	0	0	0	0	0	olovka
pendant	0	0	0	0	0	0	0	0	0	0	privjesak
