English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Odia Word
haunted	0	0	0	1	0	1	0	1	0	0	ହନ୍ତସନ୍ତ |
haven	0	0	0	0	0	0	1	0	0	1	ଆଶ୍ରୟସ୍ଥଳ
havoc	1	0	0	1	0	1	0	0	0	0	ବିପଦ
haw	0	0	0	0	0	0	0	0	0	0	ହ w
hawk	0	0	0	1	0	0	0	0	0	0	ବାଘ
hawking	0	0	0	0	0	0	0	0	0	0	ହକିଙ୍ଗ୍
hazard	0	0	0	1	0	1	0	0	0	0	ସଙ୍କଟ
hazardous	0	0	0	1	0	1	0	0	0	0	ବିପଜ୍ଜନକ |
haze	0	0	0	1	0	1	0	0	0	0	କୁହୁଡି
hazy	0	0	0	0	0	0	0	0	0	0	ଦୁର୍ବଳ
head	0	0	0	0	0	0	0	0	0	0	ମୁଣ୍ଡ
headache	0	0	0	0	0	1	0	0	0	0	ମୁଣ୍ଡବିନ୍ଧା |
headdress	0	0	0	0	0	0	0	0	0	0	ହେଡ୍ରେସ୍
header	0	0	0	0	0	0	0	0	0	0	ଶୀର୍ଷଲେଖ
headgear	0	0	0	0	0	0	0	0	0	0	ହେଡଗାର୍ |
heading	0	0	0	0	0	0	0	0	0	0	ଶିରୋନାମା
headland	0	0	0	0	0	0	0	0	0	0	ହେଡଲ୍ୟାଣ୍ଡ
headlight	0	1	0	0	0	0	0	0	0	0	ହେଡଲାଇଟ୍ |
headline	0	0	0	0	0	0	0	0	0	0	ଶୀର୍ଷଲେଖ
headlong	0	0	0	0	0	0	0	0	0	0	ମୁଣ୍ଡବିନ୍ଧା |
headquarters	0	0	0	0	0	0	0	0	0	0	ମୁଖ୍ୟାଳୟ
headstone	0	0	0	0	0	0	0	0	0	0	ହେଡଷ୍ଟୋନ୍ |
headway	0	0	0	0	0	0	1	0	0	0	ହେଡୱେ |
heady	0	0	0	0	0	1	0	0	0	0	ହେଡି
heal	0	0	0	0	1	0	1	0	0	1	ସୁସ୍ଥ କର
healing	0	1	0	0	1	0	1	0	0	1	ଆରୋଗ୍ୟ
health	0	0	0	0	0	0	0	0	0	0	ସ୍ୱାସ୍ଥ୍ୟ
healthful	0	0	0	0	1	0	1	0	0	0	ସ୍ ful ାସ୍ଥ୍ୟକର
healthy	0	0	0	0	0	0	1	0	0	0	ସୁସ୍ଥ
heap	0	0	0	0	0	0	0	0	0	0	ରାଶି
hear	0	0	0	0	0	0	0	0	0	0	ଶୁଣ
hearer	0	0	0	0	0	0	0	0	0	0	ଶ୍ରୋତା
hearing	0	0	0	1	0	1	0	0	0	0	ଶୁଣାଣି
hearsay	0	0	0	0	0	1	0	0	0	0	ଶୁଣ
hearse	0	0	0	1	0	1	0	1	0	0	ଶ୍ରବଣ
heart	0	0	0	0	0	0	0	0	0	0	ହୃଦୟ
heartache	0	0	0	0	0	1	0	1	0	0	ହୃଦୟ ଯନ୍ତ୍ରଣା
heartburn	0	0	0	0	0	1	0	0	0	0	ହୃଦଘାତ
heartfelt	0	0	0	0	1	0	1	1	0	1	ହୃଦୟରୁ
hearth	0	0	0	0	0	0	1	0	0	0	ଚୁଲି
heartily	0	0	0	0	1	0	1	0	0	0	ହୃଦୟ ସହିତ
heartless	0	0	0	0	0	1	0	1	0	0	ହୃଦୟହୀନ
hearts	0	0	0	0	0	0	0	0	0	0	ହୃଦୟ
heartworm	0	0	1	0	0	0	0	0	0	0	ହୃଦୟ କୀଟ
heat	0	0	0	0	0	0	0	0	0	0	ଉତ୍ତାପ
heated	0	0	0	0	0	0	0	0	0	0	ଗରମ
heater	0	0	0	0	0	0	0	0	0	0	ହିଟର
heath	0	0	0	0	0	0	0	0	0	0	ହେଥ୍
heathen	0	0	0	1	0	1	0	0	0	0	ଜାତିଗଣ
heather	0	0	0	0	0	0	0	0	0	0	ହେଥର
heating	0	0	0	0	0	0	0	0	0	0	ଗରମ
heave	0	0	0	0	0	0	0	0	0	0	ହେଭ୍
heavenly	0	1	0	0	1	0	1	0	0	1	ସ୍ୱର୍ଗୀୟ
heavens	0	0	0	0	1	0	1	0	0	1	ସ୍ୱର୍ଗ
heavily	0	0	0	0	0	1	0	0	0	0	ଭାରି
heaviness	0	0	0	0	0	0	0	0	0	0	ଭାରୀ
heaving	0	0	0	0	0	0	0	0	0	0	ହେଭିଙ୍ଗ୍ |
hectares	0	0	0	0	0	0	0	0	0	0	ହେକ୍ଟର
hectic	0	0	0	0	0	0	0	0	0	0	ବ୍ୟସ୍ତ
hedge	0	0	0	0	0	0	0	0	0	0	ହେଜ୍
hedgehog	0	0	0	0	0	0	0	0	0	0	ହେଜ୍
hedonism	0	0	0	0	1	1	1	0	0	0	ହେଡୋନିଜିମ୍ |
heed	0	0	0	0	0	0	0	0	0	0	ଧ୍ୟାନ ଦିଅ
heel	0	0	0	0	0	1	0	0	0	0	ଗୋଇଠି |
heels	0	0	0	0	0	0	0	0	0	0	ହିଲ୍
heft	0	1	0	1	0	0	1	0	0	0	ହେଫ୍ଟ
hegemonic	0	0	0	0	0	0	0	0	0	0	ହେଗୋନିକ୍ |
heifer	0	0	0	0	0	0	0	0	0	0	ଗା ifer
height	0	0	0	0	0	0	0	0	0	0	ଉଚ୍ଚତା
heighten	0	0	0	1	0	1	0	0	0	0	ଉଚ୍ଚ କର
heinous	0	0	0	0	0	1	0	0	0	0	ଘୃଣ୍ୟ
heir	0	0	0	0	0	0	0	0	0	0	ଉତ୍ତରାଧିକାରୀ
heiress	0	0	0	0	0	0	0	0	0	0	ଉତ୍ତରାଧିକାରୀ
heirloom	0	0	0	0	0	0	0	0	0	0	ଉତ୍ତରାଧିକାରୀ |
heirs	0	0	0	0	0	0	0	0	0	0	ଉତ୍ତରାଧିକାରୀମାନେ |
helical	0	0	0	0	0	0	0	0	0	0	ହେଲିକାଲ୍ |
helix	0	0	0	0	0	0	0	0	0	0	ହେଲିକ୍ସ
hell	1	0	1	1	0	1	0	1	0	0	ନର୍କ
hellish	1	0	1	1	0	1	0	1	0	0	ନର୍କ
helm	0	0	0	0	0	0	0	0	0	0	ହେଲମ
helmet	0	0	0	1	0	0	1	0	0	0	ହେଲମେଟ |
helper	0	0	0	0	0	0	1	0	0	1	ସାହାଯ୍ୟକାରୀ
helpful	0	0	0	0	1	0	1	0	0	1	ସାହାଯ୍ୟକାରୀ
helpless	0	0	0	1	0	1	0	1	0	0	ଅସହାୟ
helplessness	0	0	0	1	0	1	0	1	0	0	ଅସହାୟତା
hem	0	0	0	0	0	0	0	0	0	0	ହେମ୍
hematite	0	0	0	0	0	0	0	0	0	0	ହେମାଟାଇଟ୍ |
hemi	0	0	0	0	0	0	0	0	0	0	ହେମି
hemisphere	0	0	0	0	0	0	0	0	0	0	ଗୋଲାର୍ଦ୍ଧ
hemispheric	0	0	0	0	0	0	0	0	0	0	ଗୋଲାର୍ଦ୍ଧ
hemlock	0	0	0	0	0	0	0	0	0	0	ହେମଲକ୍ |
hemorrhage	0	0	1	1	0	1	0	1	0	0	ରକ୍ତସ୍ରାବ
hemorrhoids	0	0	0	0	0	1	0	0	0	0	ରକ୍ତସ୍ରାବ
hemp	0	0	0	0	0	0	0	0	0	0	ହେମ୍ପ
hen	0	0	0	0	0	0	0	0	0	0	କୁକୁଡ଼ା
henceforth	0	0	0	0	0	0	0	0	0	0	ବର୍ତ୍ତମାନଠାରୁ
herald	0	0	0	0	0	0	0	0	0	0	ହେରାଲ୍ଡ
heraldry	0	0	0	0	0	0	0	0	0	0	ହେରାଲ୍ଡ୍ରି |
herb	0	0	0	0	0	0	0	0	0	0	b ଷଧ
herbaceous	0	0	0	0	0	0	0	0	0	0	b ଷଧୀୟ
herbal	0	0	0	0	0	0	1	0	0	0	bal ଷଧୀୟ
herbarium	0	0	0	0	0	0	0	0	0	0	ହର୍ବାରିୟମ୍ |
herd	0	0	0	0	0	0	0	0	0	0	ଗୋରୁ
hereditary	0	0	0	0	0	0	0	0	0	0	ବଂଶାନୁକ୍ରମିକ
heredity	0	0	0	0	0	0	0	0	0	0	ବଂଶାନୁକ୍ରମିକ
heresy	0	0	0	0	0	1	0	0	0	0	ବିଦ୍ରୋହ
heretic	0	0	1	0	0	1	0	0	0	0	ଧର୍ମବାଦୀ
heretical	0	0	0	0	0	0	0	0	0	0	ବିଦ୍ରୋହୀ
heretofore	0	0	0	0	0	0	0	0	0	0	ପୂର୍ବରୁ
hereunto	0	0	0	0	0	0	0	0	0	0	ଏଠାରେ
herewith	0	0	0	0	0	0	0	0	0	0	ଏହା ସହିତ
heritage	0	0	0	0	0	0	0	0	0	1	heritage ତିହ୍ୟ
hermaphrodite	0	0	0	0	0	1	0	0	1	0	ହେର୍ମାଫ୍ରୋଡାଇଟ୍ |
hermeneutics	0	0	0	0	0	0	0	0	0	0	ହର୍ମେନ୍ୟୁଟିକ୍ସ |
hermit	0	0	0	0	0	0	0	1	0	1	ହର୍ମିଟ୍ |
hernia	0	0	0	0	0	0	0	0	0	0	ହର୍ନିଆ
hero	0	1	0	0	1	0	1	0	1	1	ହିରୋ
heroic	0	0	0	0	1	0	1	0	1	1	ବୀର
heroics	0	0	0	0	0	0	1	0	0	0	ବୀରତ୍ୱ
heroin	0	0	0	0	0	1	0	0	0	0	ହିରୋଇନ୍
heroine	0	0	0	0	0	0	1	0	0	1	ହିରୋଇନ୍
heroism	0	1	0	0	1	0	1	0	1	1	ବୀରତ୍ୱ
herpes	0	0	1	0	0	1	0	0	0	0	ହର୍ପସ୍
herpesvirus	0	0	1	0	0	1	0	0	0	0	herpesvirus
hesitating	0	0	0	0	0	0	0	0	0	0	ଦ୍ୱିଧା
hesitation	0	0	0	1	0	1	0	0	0	0	ଦ୍ୱିଧା
heterogeneity	0	0	0	0	0	0	0	0	0	0	ଭେଦଭାବ
hew	0	0	0	0	0	0	0	0	0	0	hew
hexagon	0	0	0	0	0	0	0	0	0	0	ଷୋହଳ
heyday	0	1	0	0	1	0	1	0	0	1	ଆଜି
hiatus	0	0	0	0	0	0	0	0	0	0	ବ୍ୟବଧାନ
hibernate	0	0	0	0	0	0	0	0	0	0	ହାଇବରନେଟ୍ |
hibernation	0	0	0	0	0	0	0	0	0	0	ହାଇବରନେସନ୍ |
hiccup	0	0	0	0	0	0	0	0	0	0	ହାଇକପ୍ |
hidden	0	0	0	0	0	1	0	0	0	0	ଲୁକ୍କାୟିତ |
hide	0	0	0	1	0	0	0	0	0	0	ଲୁଚାନ୍ତୁ |
hideous	0	0	1	1	0	1	0	1	0	0	ଘୃଣ୍ୟ
hiding	0	0	0	1	0	0	0	0	0	0	ଲୁଚି
hierarchical	0	0	0	0	0	0	0	0	0	0	କ୍ରମିକ |
high	0	0	0	0	0	0	0	0	0	0	ଉଚ୍ଚ
higher	0	0	0	0	0	0	0	0	0	0	ଉଚ୍ଚ
highest	0	1	0	1	1	1	1	0	1	0	ସର୍ବୋଚ୍ଚ
highland	0	0	0	0	0	0	0	0	0	0	ଉଚ୍ଚଭୂମି
highlands	0	0	0	0	0	0	0	0	0	0	ଉଚ୍ଚଭୂମି
hight	0	0	0	0	0	0	0	0	0	0	ଉଚ୍ଚ
highway	0	0	0	0	0	0	0	0	0	0	ରାଜପଥ
hiker	0	0	0	0	0	0	0	0	0	0	ପଦଯାତ୍ରୀ
hilarious	0	0	0	0	1	0	1	0	1	0	ହାସ୍ୟ
hilarity	0	0	0	0	1	0	1	0	0	0	ଉଚ୍ଚତା
hill	0	0	0	0	0	0	0	0	0	0	ପାହାଡ
hilly	0	0	0	0	0	0	0	0	0	0	ପାହାଡ
hilt	0	0	0	0	0	0	0	0	0	0	ହିଲ୍ଟ
hind	0	0	0	0	0	0	0	0	0	0	ବାଧା
hindering	0	0	0	0	0	1	0	1	0	0	ବାଧା
hindrance	0	0	0	0	0	1	0	0	0	0	ପ୍ରତିବନ୍ଧକ
hinge	0	0	0	0	0	0	0	0	0	0	ହିଙ୍ଗୁ
hint	0	0	0	0	0	0	0	0	0	0	ସୂଚନା
hinterland	0	0	0	0	0	0	0	0	0	0	ହିନଟେରଲ୍ୟାଣ୍ଡ |
hip	0	0	0	0	0	0	0	0	0	0	ବାଣ୍ଡ
hippie	0	0	0	0	0	1	0	0	0	0	ହିପି
hire	0	1	0	0	1	0	1	0	0	1	ନିଯୁକ୍ତି
hirsute	0	0	0	0	0	0	0	0	0	0	ହିରସ୍ୟୁଟ୍ |
hiss	1	0	0	1	0	1	0	0	0	0	ତାଙ୍କର
hissing	0	0	0	0	0	1	0	0	0	0	ଶବ୍ଦ
histology	0	0	0	0	0	0	0	0	0	0	ହିଷ୍ଟୋଲୋଜି
historian	0	0	0	0	0	0	0	0	0	0	histor ତିହାସିକ
historic	0	0	0	0	0	0	0	0	0	0	histor ତିହାସିକ
historiography	0	0	0	0	0	0	0	0	0	0	ଇତିହାସ ଲିପି
history	0	0	0	0	0	0	0	0	0	0	ଇତିହାସ
hit	1	0	0	0	0	1	0	0	0	0	ହିଟ୍
hitherto	0	0	0	0	0	1	0	0	0	0	ବର୍ତ୍ତମାନ ପର୍ଯ୍ୟନ୍ତ
hive	0	0	0	0	0	1	0	0	0	0	କୁମ୍ଭୀର
hoard	0	0	0	0	0	0	0	0	0	0	ହୋର୍ଡ୍ |
hoarse	0	0	0	0	0	1	0	0	0	0	ଗର୍ଜନ
hoary	0	0	0	0	0	1	0	1	0	0	ହୋରି
hoax	1	0	1	0	0	1	0	1	1	0	ଛଳନା
hob	0	0	0	0	0	0	0	0	0	0	ହବ୍
hobby	0	0	0	0	1	0	1	0	0	0	ହବି
hobo	0	0	0	0	0	1	0	1	0	0	ହୋବୋ |
hockey	0	0	0	0	0	0	0	0	0	0	ହକି
hoe	0	0	0	0	0	0	0	0	0	0	ହୋ
hog	0	0	1	0	0	1	0	0	0	0	ହଗ୍
hoist	0	0	0	0	0	0	0	0	0	0	ଉତ୍ତୋଳନ କର
hold	0	0	0	0	0	0	0	0	0	0	ଧର
holder	0	0	0	0	0	0	0	0	0	0	ଧାରକ
holding	0	0	0	0	0	0	0	0	0	0	ଧରିବା
hole	0	0	0	0	0	0	0	0	0	0	ଗର୍ତ୍ତ
holiday	0	1	0	0	1	0	1	0	0	0	ଛୁଟିଦିନ
holiness	0	1	0	1	1	0	1	0	1	1	ପବିତ୍ରତା
hollow	0	0	0	0	0	1	0	1	0	0	ଫମ୍ପା
holocaust	1	0	1	1	0	1	0	1	0	0	ହୋଲକୋଷ୍ଟ
holy	0	0	0	0	0	0	1	0	0	0	ପବିତ୍ର
homage	0	0	0	0	0	0	1	0	0	0	ସମ୍ମାନ
homeless	1	1	1	1	0	1	0	1	0	0	ଭୂମିହୀନ |
homeopathic	0	0	0	0	0	0	0	0	0	0	ହୋମିଓପାଥିକ୍ |
homeopathy	0	0	0	0	0	0	0	0	0	0	ହୋମିଓପାଥି
homesick	0	0	0	0	0	1	0	1	0	0	ଘରକୁ ଘୋର
homestead	0	0	0	0	0	0	0	0	0	0	ହୋମଷ୍ଟେଡ୍ |
homework	0	0	0	1	0	0	0	0	0	0	ଗୃହ କାର୍ଯ୍ୟ
homicidal	1	0	0	1	0	1	0	0	0	0	ହତ୍ୟା
homicide	1	0	1	1	0	1	0	1	0	0	ହତ୍ୟା
homily	0	0	0	0	0	0	0	0	0	0	ହୋମିଲି
homogeneity	0	0	0	0	0	0	0	0	0	0	ଏକତା
homogeneous	0	0	0	0	0	0	0	0	0	0	ସମଲିଙ୍ଗୀ |
homologous	0	0	0	0	0	0	0	0	0	0	ସମଲିଙ୍ଗୀ |
homologue	0	0	0	0	0	0	0	0	0	0	ହୋମୋଲୋଜି |
homology	0	0	0	0	0	0	1	0	0	0	ହୋମୋଲୋଜି |
hone	0	0	0	0	0	0	0	0	0	0	ହୋନ୍
honest	1	0	1	1	1	0	1	1	0	1	ସଚ୍ଚୋଟ
honesty	0	0	0	0	0	0	1	0	0	1	ସଚ୍ଚୋଟତା
honey	0	0	0	0	0	0	1	0	0	0	ମହୁ
honeycomb	0	0	0	0	0	0	0	0	0	0	ମହୁଫେଣା
honeymoon	0	1	0	0	1	0	1	0	1	1	ହନିମୁନ୍
honeysuckle	0	0	0	0	0	0	0	0	0	0	ମଧୁମେହ
honor	0	0	0	0	0	0	1	0	0	1	ସମ୍ମାନ
honorable	0	0	0	0	0	0	1	0	0	1	ସମ୍ମାନଜନକ
honorarium	0	0	0	0	0	0	0	0	0	0	ସମ୍ମାନ
hood	1	0	1	1	0	1	0	0	0	0	ହୁଡ୍ |
hooded	0	0	0	1	0	0	0	0	0	0	ହୁଡ୍
hoof	0	0	0	0	0	0	0	0	0	0	ଖୁରା
hook	0	0	0	0	0	0	0	0	0	0	ହୁକ୍
hooked	0	0	0	0	0	1	0	0	0	0	ହୁକ୍
hooker	0	0	0	0	0	0	0	0	0	0	ହୁକର୍
hoop	0	0	0	0	0	0	0	0	0	0	ହୁପ୍
hoot	1	0	1	0	0	1	0	0	0	0	ହୁଟ୍
hop	0	0	0	0	0	0	0	0	0	0	ହପ୍
hope	0	1	0	0	1	0	1	0	1	1	ଆଶା
hopeful	0	1	0	0	1	0	1	0	1	1	ଆଶାକର୍ମୀ
hopeless	0	0	0	1	0	1	0	1	0	0	ନିରାଶା
hopelessness	1	0	1	1	0	1	0	1	0	0	ନିରାଶା
hopes	0	0	0	0	0	0	0	0	0	0	ଆଶା
hoping	0	0	0	0	0	0	0	0	0	0	ଆଶା କରୁଛି
hopper	0	0	0	0	0	0	0	0	0	0	ହପର୍
horde	0	0	0	0	0	1	0	0	1	0	ହୋର୍ଡେ
horizon	0	1	0	0	0	0	1	0	0	0	ରାଶି
horizontal	0	0	0	0	0	0	0	0	0	0	ଭୂସମାନ୍ତର
horizontally	0	0	0	0	0	0	0	0	0	0	ଭୂସମାନ୍ତର
horn	0	0	0	0	0	0	0	0	0	0	ଶିଙ୍ଗ
hornet	0	0	0	0	0	0	0	0	0	0	ହର୍ନେଟ୍ |
horny	0	0	0	0	0	0	0	0	0	0	ଶୃଙ୍ଗ
horoscope	0	1	0	0	0	0	0	0	0	0	ରାଶିଫଳ
horrible	1	0	1	1	0	1	0	0	0	0	ଭୟଙ୍କର
horribly	0	0	0	0	0	1	0	0	0	0	ଭୟଙ୍କର
horrid	1	0	1	1	0	1	0	1	0	0	ଭୟଙ୍କର
horrific	1	0	1	1	0	1	0	1	0	0	ଭୟଙ୍କର
horrified	0	0	0	1	0	1	0	0	0	0	ଭୟଭୀତ
horrifying	0	0	1	1	0	1	0	1	0	0	ଭୟଙ୍କର
horror	1	0	1	1	0	1	0	1	1	0	ଭୟ
horrors	0	0	0	1	0	1	0	1	0	0	ଭୟ
horse	0	0	0	0	0	0	0	0	0	1	ଘୋଡା
horseman	0	0	0	0	0	0	0	0	0	0	ଅଶ୍ୱାରୋହୀ |
horseshoe	0	0	0	0	0	0	0	0	0	0	ଘୋଡା
horticultural	0	0	0	0	0	0	0	0	0	0	ଉଦ୍ୟାନ କୃଷି
horticulture	0	0	0	0	0	0	0	0	0	0	ଉଦ୍ୟାନ କୃଷି
hose	0	0	0	0	0	0	0	0	0	0	ହୋସ୍
hosiery	0	0	0	0	0	0	0	0	0	0	ହୋସେରୀ
hospice	0	0	0	0	0	0	0	1	0	0	ଡାକ୍ତରଖାନା
hospital	0	0	0	1	0	0	0	1	0	1	ଡାକ୍ତରଖାନା
hospitality	0	0	0	0	0	0	1	0	0	0	ଆତିଥ୍ୟ
hostage	1	0	0	1	0	1	0	0	0	0	ବନ୍ଧକ
hostel	0	0	0	0	0	0	0	0	0	0	ଛାତ୍ରା ବାସ
hostile	1	0	1	1	0	1	0	0	0	0	ଶତ୍ରୁ
hostilities	1	0	0	1	0	1	0	0	0	0	ଶତ୍ରୁତା |
hostility	1	0	1	0	0	1	0	0	0	0	ଶତ୍ରୁତା |
hot	1	0	0	0	0	0	0	0	0	0	ଗରମ
hotbed	0	0	0	0	0	0	0	0	0	0	ହଟ୍ବେଡ୍ |
hotel	0	0	0	0	0	0	0	0	0	0	ହୋଟେଲ
hour	0	0	0	0	0	0	0	0	0	0	ଘଣ୍ଟା
hourglass	0	0	0	0	0	0	0	0	0	0	ଘଣ୍ଟା ଗ୍ଲାସ୍ |
hourly	0	0	0	0	0	0	0	0	0	0	ଘଣ୍ଟା
house	0	0	0	0	0	0	0	0	0	0	ଘର
household	0	0	0	0	0	0	1	0	0	0	ଘର
householder	0	0	0	0	0	0	0	0	0	0	ଘର ମାଲିକ
housekeeper	0	0	0	0	0	0	0	0	0	0	ଗୃହରକ୍ଷୀ
housekeeping	0	0	0	0	0	0	1	0	0	0	ଗୃହରକ୍ଷୀ
housewife	0	0	0	0	0	0	0	0	0	0	ଗୃହିଣୀ
housing	0	0	0	0	0	0	0	0	0	0	ଗୃହ
hovercraft	0	0	0	0	0	0	0	0	0	0	ହୋଭରକ୍ରାଫ୍ଟ |
howl	1	0	1	1	0	1	0	1	1	0	କାନ୍ଦ
howsoever	0	0	0	0	0	0	0	0	0	0	ଯାହା ବି ହେଉ
hoy	0	0	0	0	0	0	0	0	0	0	ହୋ
hub	0	0	0	0	0	0	0	0	0	0	ହବ୍ |
huddle	0	0	0	0	0	0	0	0	0	0	ହୁଡ୍
hue	0	0	0	0	0	0	0	0	0	0	hue
huff	1	0	1	0	0	1	0	0	0	0	ହଫ୍
hug	0	0	0	0	1	0	1	0	0	1	ଆଲିଙ୍ଗନ
huge	0	0	0	0	0	0	0	0	0	0	ବିରାଟ
hulk	0	0	1	0	0	0	0	0	0	0	ହଲ୍
hull	0	0	0	0	0	0	0	0	0	0	ହଲ୍
hum	0	0	0	0	0	0	0	0	0	0	ହମ୍
human	0	0	0	0	0	0	0	0	0	0	ମାନବ
humane	0	0	0	0	0	0	1	0	0	0	ମାନବ
humanitarian	0	1	0	0	1	0	1	0	1	1	ମାନବିକତା
humanities	0	0	0	0	0	0	0	0	0	0	ମାନବିକତା
humanity	0	0	0	0	1	0	1	0	0	1	ମାନବିକତା |
humble	0	0	1	0	0	1	1	1	0	0	ନମ୍ର
humbled	0	0	0	0	0	0	1	1	0	0	ନମ୍ର
humbly	0	0	0	0	0	0	1	0	0	0	ନମ୍ର ଭାବରେ
humbug	1	0	1	0	0	1	0	1	0	0	ହମ୍ବୁଗ୍
humid	0	0	0	0	0	0	0	0	0	0	ଆର୍ଦ୍ର
humidity	0	0	0	0	0	0	0	0	0	0	ଆର୍ଦ୍ରତା
humiliate	1	0	0	0	0	1	0	1	0	0	ଅପମାନିତ କର
humiliating	0	0	1	0	0	1	0	0	0	0	ଅପମାନଜନକ
humiliation	0	0	1	0	0	1	0	1	0	0	ଅପମାନ
humility	0	0	0	0	0	0	1	0	0	1	ନମ୍ରତା
hummer	0	0	0	0	0	0	0	0	0	0	hummer
hummingbird	0	0	0	0	0	0	0	0	0	0	hummingbird
humongous	0	0	0	0	0	0	0	0	0	0	ହାସ୍ୟସ୍ପଦ |
humorist	0	0	0	0	0	0	1	0	0	0	ହାସ୍ୟବାଦୀ
humorous	0	0	0	0	1	0	1	0	0	0	ହାସ୍ୟାସ୍ପଦ
hump	0	0	0	0	0	0	0	0	0	0	ହମ୍ପ୍
hunch	0	0	0	0	0	1	0	0	0	0	ହଞ୍ଚ
hundred	0	0	0	0	0	0	0	0	0	0	ଶହେ
hundredth	0	0	0	0	0	0	0	0	0	0	ଶହେ
hunger	0	0	0	0	0	0	0	0	0	0	ଭୋକ
hungry	0	1	0	0	0	1	0	0	0	0	ଭୋକିଲା
hunk	0	0	0	0	0	0	0	0	0	0	ହଙ୍କ
hunks	0	0	0	0	0	0	0	0	0	0	ଶିକାର
hunt	0	0	0	0	0	0	0	0	0	0	ଶିକାର
hunter	0	1	0	1	0	1	0	1	0	0	ଶିକାରୀ
hunting	1	1	0	1	0	1	0	0	0	0	ଶିକାର
hurl	0	0	0	0	0	0	0	0	0	0	ହର୍ଲ
hurrah	0	0	0	0	1	0	1	0	0	0	ହୁରେ
hurricane	0	0	0	1	0	1	0	0	0	0	urr ଡ଼
hurried	0	1	0	0	0	1	0	0	0	0	ଶୀଘ୍ର
hurry	0	1	0	0	0	0	0	0	0	0	ଜଲ୍ଦି
hurt	1	0	0	1	0	1	0	1	0	0	ଆଘାତ
hurtful	1	0	1	1	0	1	0	1	0	0	କ୍ଷତିକାରକ |
hurting	1	0	0	1	0	1	0	1	0	0	ଆଘାତ
husbandry	0	0	0	0	0	0	1	0	0	1	କୃଷି
hush	0	0	0	0	0	0	1	0	0	0	ହୁ
hushed	0	0	0	0	0	0	0	0	0	0	ସ୍ୱାମୀ
husk	0	0	0	0	0	0	0	0	0	0	husk
husky	0	0	0	0	0	0	0	0	0	0	husky
hustle	0	0	0	0	0	0	0	0	0	0	ହଷ୍ଟେଲ
hustler	0	0	0	0	0	1	0	0	0	0	ହଷ୍ଟଲର୍ |
hut	0	0	0	0	0	0	1	1	0	0	ହାଟ
hutch	0	0	0	0	0	0	0	0	0	0	ହଚ୍
hyacinth	0	0	0	0	0	0	0	0	0	0	hyacinth
hybrid	0	0	0	0	0	0	0	0	0	0	ହାଇବ୍ରିଡ୍ |
hydra	0	0	0	1	0	1	0	0	0	0	ହାଇଡ୍ରା
hydraulics	0	0	0	0	0	0	0	0	0	0	ହାଇଡ୍ରୋଲିକ୍ସ
hydrocephalus	0	0	1	1	0	1	0	1	0	0	ହାଇଡ୍ରୋସେଫାଲସ୍ |
hydrodynamics	0	0	0	0	0	0	0	0	0	0	ହାଇଡ୍ରୋଡାଇନାମିକ୍ସ |
hydrogen	0	0	0	0	0	0	0	0	0	0	ହାଇଡ୍ରୋଜେନ |
hydrographic	0	0	0	0	0	0	0	0	0	0	ହାଇଡ୍ରୋଗ୍ରାଫିକ୍ |
hydrology	0	0	0	0	0	0	0	0	0	0	ହାଇଡ୍ରୋଲୋଜି |
hygiene	0	0	0	0	0	0	0	0	0	0	ସ୍ୱଚ୍ଛତା
hygienic	0	0	0	0	0	0	1	0	0	0	ସ୍ୱଚ୍ଛତା
hymn	0	1	0	0	1	0	1	1	0	1	ଭଜନ
hype	0	1	0	0	0	1	0	0	0	0	ହାଇପ୍ରୋଫାଇଲ୍ |
hyperbole	0	0	0	0	0	1	0	0	0	0	ହାଇପରବୋଲ୍ |
hypertrophy	0	0	1	1	0	0	0	0	1	0	ଉଚ୍ଚ ରକ୍ତଚାପ
hyphen	0	0	0	0	0	0	0	0	0	0	ହାଇଫେନ୍ |
hypnotic	0	0	0	0	0	0	0	0	0	0	hypnotic
hypnotized	0	0	0	0	0	0	0	0	0	0	hypnotized
hypocrisy	0	0	0	0	0	1	0	0	0	0	କପଟୀ
hypocrite	0	0	1	0	0	1	0	0	0	0	କପଟୀ
hypocritical	0	0	1	0	0	1	0	0	0	0	କପଟୀ
hypothesis	0	1	0	0	0	0	0	0	1	0	ଅନୁମାନ
hypothetical	0	0	0	0	0	0	0	0	0	0	କପଟେଟିକାଲ୍ |
hysteria	0	0	0	1	0	1	0	0	0	0	ହିଷ୍ଟେରିଆ
hysterical	1	0	0	1	0	1	0	0	0	0	ହିଷ୍ଟେରିକାଲ୍ |
ice	0	0	0	0	0	0	0	0	0	0	ବରଫ
iceberg	0	0	0	0	0	0	0	0	0	0	ବରଫ
icon	0	0	0	0	0	0	0	0	0	0	ଆଇକନ୍
iconic	0	0	0	0	0	0	0	0	0	0	ଆଇକନିକ୍
iconography	0	0	0	0	0	0	0	0	0	0	ଚିତ୍ରସଂକେତ
icy	0	0	0	0	0	0	0	0	0	0	ବରଫ
idea	0	0	0	0	0	0	0	0	0	0	ଧାରଣା
idealism	0	0	0	0	0	0	1	0	0	0	ଆଦର୍ଶବାଦ |
idealist	0	0	0	0	0	0	0	0	0	0	ଆଦର୍ଶବାଦୀ |
