English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Gujarati Word
mediterranean	0	0	0	0	0	0	1	0	0	0	ભૂમધ્ય
medium	0	0	0	0	0	0	0	0	0	0	મધ્યમ
medley	0	0	0	0	0	0	1	0	0	0	મેડલી
meek	0	0	0	0	0	0	0	1	0	0	નમ્ર
meet	0	0	0	0	0	0	0	0	0	0	મળો
meeting	0	0	0	0	0	0	0	0	0	0	બેઠક
melancholic	0	0	0	0	0	1	0	1	0	0	ખિન્ન
melancholy	0	0	0	0	0	1	0	1	0	0	ખિન્નતા
melee	0	0	0	1	0	1	0	0	0	0	ઝપાઝપી
melodious	0	0	0	0	0	0	0	0	0	0	મધુર
melodrama	1	0	0	0	0	1	0	1	0	0	મેલોડ્રામા
melodramatic	0	0	0	0	0	0	0	0	0	0	મેલોડ્રામેટિક
melody	0	0	0	0	0	0	0	0	0	0	મેલોડી
melt	0	0	0	0	0	0	0	0	0	0	ઓગળવું
meltdown	0	0	0	0	0	1	0	1	0	0	મેલ્ટડાઉન
melting	0	0	0	0	0	0	0	0	0	0	પીગળવું
member	0	0	0	0	0	0	0	0	0	0	સભ્ય
membrane	0	0	0	0	0	0	0	0	0	0	પટલ
memento	0	0	0	0	0	0	1	0	0	0	સ્મૃતિચિહ્ન
memo	0	0	0	0	0	0	0	0	0	0	યાદી
memoir	0	0	0	0	0	0	0	0	0	0	સંસ્મરણો
memorabilia	0	0	0	0	0	0	0	0	0	0	યાદગાર
memorable	0	0	0	0	1	0	1	0	1	1	યાદગાર
memorandum	0	0	0	0	0	0	0	0	0	0	મેમોરેન્ડમ
memorial	0	0	0	0	0	0	0	0	0	0	સ્મારક
memorials	0	0	0	0	0	0	0	1	0	0	સ્મારકો
memorize	0	0	0	0	0	0	0	0	0	0	યાદ રાખવું
memory	0	0	0	0	0	0	0	0	0	0	મેમરી
menace	1	0	0	1	0	1	0	0	0	0	જોખમ
menacing	1	0	0	1	0	1	0	0	0	0	જોખમકારક
menagerie	0	0	0	0	0	0	0	0	0	0	મેનેજરી
mend	0	0	0	0	0	0	0	0	0	0	સુધારવું
mending	0	0	0	0	0	0	1	0	0	0	સુધારણા
menial	0	0	0	0	0	1	0	0	0	0	મેનિયલ
meniscus	0	0	0	0	0	0	0	0	0	0	મેનિસ્કસ
menses	0	0	0	0	0	0	1	0	0	0	માસિક
menstrual	0	0	0	0	0	0	0	0	0	0	માસિક
mental	0	0	0	0	0	0	0	0	0	0	માનસિક
mention	0	0	0	0	0	0	0	0	0	0	ઉલ્લેખ
mentor	0	0	0	0	0	0	1	0	0	1	માર્ગદર્શક
menu	0	0	0	0	0	0	0	0	0	0	મેનુ
meow	0	0	0	0	0	0	0	0	0	0	મેઓવ
mercantile	0	0	0	0	0	0	0	0	0	0	વેપારી
mercenary	0	0	0	1	0	1	0	0	0	0	ભાડૂતી
merchandise	0	0	0	0	0	0	0	0	0	0	વેપારી માલ
merchant	0	0	0	0	0	0	0	0	0	1	વેપારી
merciful	0	0	0	0	0	0	1	0	0	0	દયાળુ
merciless	0	0	0	1	0	1	0	0	0	0	નિર્દય
mercurial	0	0	0	0	0	0	0	0	0	0	પારાના
mercy	0	0	0	0	0	0	1	0	0	0	દયા
mere	0	0	0	0	0	0	0	0	0	0	માત્ર
merge	0	1	0	0	0	0	1	0	0	0	મર્જ
meridian	0	0	0	0	0	0	0	0	0	0	મેરીડીયન
meridional	0	0	0	0	0	0	0	0	0	0	મેરીડિનલ
merit	0	0	0	0	0	0	1	0	0	1	યોગ્યતા
meritorious	0	0	0	0	1	0	1	0	0	1	ગુણવાન
mermaid	0	0	0	0	0	0	0	0	0	0	મરમેઇડ
merriment	0	0	0	0	1	0	1	0	1	0	આનંદ
merry	0	0	0	0	1	0	1	0	0	0	આનંદી
mesa	0	0	0	0	0	0	0	0	0	0	મેસા
mesh	0	0	0	0	0	0	0	0	0	0	જાળીદાર
meshes	0	0	0	0	0	0	0	0	0	0	મેશ
mesmerized	0	0	0	0	0	0	0	0	0	0	મંત્રમુગ્ધ
mess	0	0	1	0	0	1	0	0	0	0	ગડબડ
message	0	0	0	0	0	0	0	0	0	0	સંદેશ
messenger	0	0	0	0	0	0	0	0	0	1	સંદેશવાહક
messy	0	0	1	0	0	1	0	0	0	0	અવ્યવસ્થિત
metabolism	0	0	0	0	0	0	0	0	0	0	ચયાપચય
metal	0	0	0	0	0	0	0	0	0	0	ધાતુ
metallurgy	0	0	0	0	0	0	0	0	0	0	ધાતુશાસ્ત્ર
metamorphosis	0	0	0	0	0	0	0	0	0	0	મેટામોર્ફોસિસ
metaphor	0	0	0	0	0	0	0	0	0	0	રૂપક
metaphorical	0	0	0	0	0	0	0	0	0	0	રૂપક
metaphysical	0	0	0	0	0	0	0	0	0	0	આધ્યાત્મિક
metaphysics	0	0	0	0	0	0	0	0	0	0	અધ્યાત્મશાસ્ત્ર
metastasis	0	0	0	0	0	1	0	0	0	0	મેટાસ્ટેસિસ
meteor	0	0	0	0	0	0	0	0	0	0	ઉલ્કા
meteoric	0	0	0	0	0	0	0	0	0	0	ઉલ્કા
meteorite	0	0	0	0	0	0	0	0	0	0	ઉલ્કા
meteorological	0	0	0	0	0	0	0	0	0	0	હવામાનશાસ્ત્ર
meteorology	0	0	0	0	0	0	0	0	0	0	હવામાનશાસ્ત્ર
meter	0	0	0	0	0	0	0	0	0	0	મીટર
methanol	0	0	0	0	0	1	0	0	0	0	મિથેનોલ
method	0	0	0	0	0	0	0	0	0	0	પદ્ધતિ
methodical	0	0	0	0	0	0	0	0	0	0	પદ્ધતિસર
meticulous	0	0	0	0	0	0	0	0	0	0	ઝીણવટભર્યું
metric	0	0	0	0	0	0	0	0	0	0	મેટ્રિક
metrical	0	0	0	0	0	0	0	0	0	0	મેટ્રિકલ
metrology	0	0	0	0	0	0	0	0	0	0	મેટ્રોલોજી
metropolis	0	0	0	0	0	0	0	0	0	0	મહાનગર
metropolitan	0	0	0	0	0	0	1	0	0	0	મેટ્રોપોલિટન
mettle	0	0	0	0	0	0	1	0	0	0	બુદ્ધિ
mew	0	0	0	0	0	0	0	0	0	0	મેવા
mica	0	0	0	0	0	0	0	0	0	0	અભ્રક
mick	0	0	0	0	0	0	0	0	0	0	મિક
microbe	0	0	0	0	0	0	0	0	0	0	જીવાણુ
microbiology	0	0	0	0	0	0	0	0	0	0	માઇક્રોબાયોલોજી
microcosm	0	0	0	0	0	0	0	0	0	0	માઇક્રોકોઝમ
microgram	0	0	0	0	0	0	0	0	0	0	માઇક્રોગ્રામ
micrometer	0	0	0	0	0	0	0	0	0	0	માઇક્રોમીટર
micron	0	0	0	0	0	0	0	0	0	0	માઇક્રોન
microphone	0	0	0	0	0	0	0	0	0	0	માઇક્રોફોન
microscope	0	0	0	0	0	0	0	0	0	1	માઇક્રોસ્કોપ
microscopic	0	0	0	0	0	0	0	0	0	0	માઇક્રોસ્કોપિક
microscopically	0	0	0	0	0	0	0	0	0	0	માઇક્રોસ્કોપિકલી
microscopy	0	0	0	0	0	0	1	0	0	0	માઇક્રોસ્કોપી
mid	0	0	0	0	0	0	0	0	0	0	મધ્ય
midday	0	0	0	0	0	0	0	0	0	0	મધ્યાહન
middle	0	0	0	0	0	0	0	0	0	0	મધ્ય
middleman	0	0	0	0	0	0	0	0	0	0	વચેટિયા
midland	0	0	0	0	0	0	0	0	0	0	મિડલેન્ડ
midnight	0	0	0	0	0	0	0	0	0	0	મધ્યરાત્રિ
midst	0	0	0	0	0	0	0	0	0	0	વચ્ચે
midsummer	0	0	0	0	0	0	0	0	0	0	ઉનાળાની મધ્યમાં
midway	0	0	0	0	0	0	0	0	0	0	અધવચ્ચે
midwife	0	1	0	0	1	1	1	0	0	1	મિડવાઇફ
midwifery	0	0	0	0	0	0	1	0	0	0	મિડવાઇફરી
mien	0	0	0	0	0	0	0	0	0	0	mien
mighty	1	0	0	1	1	0	1	0	0	1	શકિતશાળી
migrate	0	0	0	0	0	0	0	0	0	0	સ્થળાંતર
migration	0	0	0	0	0	0	0	0	0	0	સ્થળાંતર
migratory	0	0	0	0	0	0	0	0	0	0	સ્થળાંતર કરનાર
mike	0	0	0	0	0	0	0	0	0	0	માઇક
mildew	0	0	1	0	0	1	0	0	0	0	માઇલ્ડ્યુ
mile	0	0	0	0	0	0	0	0	0	0	માઇલ
mileage	0	0	0	0	0	0	0	0	0	0	માઇલેજ
milestone	0	0	0	0	0	0	0	0	0	0	સીમાચિહ્નરૂપ
militant	0	0	0	0	0	0	0	0	0	0	આતંકવાદી
military	0	0	0	1	0	0	0	0	0	0	લશ્કરી
militia	1	0	0	1	0	1	0	1	0	0	લશ્કર
milk	0	0	0	0	0	0	0	0	0	0	દૂધ
milky	0	0	0	0	0	0	0	0	0	0	દૂધિયું
mill	0	1	0	0	0	0	0	0	0	0	મિલ
millennium	0	0	0	0	0	0	0	0	0	0	સહસ્ત્રાબ્દી
milligram	0	0	0	0	0	0	0	0	0	0	મિલિગ્રામ
millimeter	0	0	0	0	0	0	0	0	0	0	મિલિમીટર
million	0	0	0	0	0	0	0	0	0	0	મિલિયન
millionaire	0	0	0	0	0	0	0	0	0	0	કરોડપતિ
mime	0	0	0	0	0	0	1	0	0	0	માઇમ
mimic	0	0	0	0	0	0	0	0	0	0	નકલ
mimicking	0	0	0	0	0	0	0	0	0	0	નકલ કરવી
mimicry	0	0	0	0	0	1	0	0	1	0	મિમિક્રી
mind	0	0	0	0	0	0	0	0	0	0	મન
minded	0	0	0	0	0	0	0	0	0	0	દિમાગ
mindful	0	0	0	0	0	0	1	0	0	0	સચેત
mindfulness	0	0	0	0	0	0	1	0	0	0	માઇન્ડફુલનેસ
mine	0	0	0	0	0	0	0	0	0	0	ખાણ
miner	0	0	0	0	0	0	0	0	0	0	ખાણિયો
mineral	0	0	0	0	0	0	0	0	0	0	ખનિજ
mineralogy	0	0	0	0	0	0	0	0	0	0	ખનિજશાસ્ત્ર
mingle	0	0	0	0	0	0	0	0	0	0	ભેળવવું
mingled	0	0	0	0	0	0	0	0	0	0	મિશ્રિત
miniature	0	0	0	0	0	0	0	0	0	0	લઘુચિત્ર
minibus	0	0	0	0	0	0	0	0	0	0	મિનિબસ
minim	0	0	0	0	0	0	0	0	0	0	ન્યૂનતમ
minimize	0	0	0	0	0	1	0	0	0	0	ઘટાડવા
minimum	0	0	0	0	0	1	0	0	0	0	ન્યૂનતમ
minister	0	0	0	0	0	0	0	0	0	0	મંત્રી
ministerial	0	0	0	0	0	0	0	0	0	0	મંત્રીપદ
ministry	0	0	0	0	1	0	1	0	0	1	મંત્રાલય
minivan	0	0	0	0	0	0	0	0	0	0	મિનીવાન
minnow	0	0	0	0	0	0	0	0	0	0	નાની નાની
minor	0	0	0	0	0	0	0	0	0	0	સગીર
minority	0	0	0	0	0	1	0	0	0	0	લઘુમતી
minstrel	0	0	0	0	0	0	0	0	0	0	મિન્સ્ટ્રેલ
mint	0	0	0	0	0	0	0	0	0	0	ટંકશાળ
minuscule	0	0	0	0	0	0	0	0	0	0	લઘુત્તમ
minute	0	0	0	0	0	0	0	0	0	0	મિનિટ
minutiae	0	0	0	0	0	0	0	0	0	0	મિનિટ
mir	0	0	0	0	0	0	0	0	0	0	મીર
miracle	0	1	0	0	1	0	1	0	1	1	ચમત્કાર
miraculous	0	0	0	0	1	0	1	0	1	0	ચમત્કારિક
mirage	0	0	0	0	0	0	0	0	0	0	મૃગજળ
mire	0	0	1	0	0	1	0	0	0	0	માટી
mirror	0	0	0	0	0	0	0	0	0	0	અરીસો
mirth	0	0	0	0	1	0	1	0	0	0	આનંદ
misappropriation	0	0	0	0	0	0	0	0	0	0	ગેરઉપયોગ
misbehavior	1	0	1	0	0	1	0	0	1	0	ગેરવર્તન
miscarriage	0	0	0	1	0	1	0	1	0	0	કસુવાવડ
miscellaneous	0	0	0	0	0	0	0	0	0	0	પરચુરણ
miscellany	0	0	0	0	0	0	0	0	0	0	વિવિધ
mischief	0	0	0	0	0	1	0	0	0	0	તોફાન
mischievous	0	0	0	0	0	1	0	0	0	0	તોફાની
misconception	1	0	1	1	0	1	0	0	0	0	ગેરસમજ
misconduct	0	0	1	0	0	1	0	0	0	0	ગેરવર્તણૂક
misdemeanor	0	0	0	0	0	0	0	0	0	0	દુષ્કર્મ
miserable	1	0	1	0	0	1	0	1	0	0	કંગાળ
miserably	0	0	0	0	0	1	0	1	0	0	ખરાબ રીતે
misery	1	0	1	1	0	1	0	1	0	0	દુઃખ
misfortune	0	0	0	1	0	1	0	1	0	0	કમનસીબી
misguided	0	0	1	0	0	1	0	0	0	0	ગેરમાર્ગે દોરેલું
mishap	0	0	1	1	0	1	0	1	1	0	દુર્ઘટના
misinformed	0	0	0	0	0	0	0	0	0	0	ખોટી માહિતી આપી
misinterpretation	0	0	0	0	0	1	0	0	0	0	ખોટું અર્થઘટન
mislead	1	0	0	1	0	1	0	0	0	1	ગેરમાર્ગે દોરવું
misleading	1	0	1	0	0	1	0	0	0	0	ભ્રામક
mismanagement	0	0	0	0	0	1	0	0	0	0	ગેરવહીવટ
mismatch	0	0	0	0	0	1	0	0	0	0	ખોટી જોડણી
mismatched	0	0	0	0	0	0	0	0	0	0	મેળ ખાતી નથી
misnomer	0	0	0	0	0	1	0	0	0	0	ખોટું નામ
misplace	1	0	1	0	0	1	0	0	0	0	ખોટી જગ્યાએ
misplaced	0	0	0	0	0	1	0	0	0	0	ખોટી જગ્યાએ
misrepresent	0	0	0	0	0	1	0	0	0	0	ખોટી રજૂઆત કરવી
misrepresentation	0	0	0	0	0	1	0	1	0	0	ખોટી રજૂઆત
misrepresented	1	0	0	0	0	1	0	0	0	0	ખોટી રજૂઆત કરી
miss	0	0	0	0	0	0	0	0	0	0	ચૂકી
missile	0	0	0	1	0	0	0	0	0	0	મિસાઇલ
missing	0	0	0	1	0	1	0	1	0	0	ખૂટે છે
mission	0	0	0	0	0	0	0	0	0	0	મિશન
missionary	0	0	0	0	0	0	1	0	0	0	મિશનરી
misstatement	1	0	1	0	0	1	0	0	0	0	ખોટું નિવેદન
mist	0	0	0	0	0	0	0	0	0	0	ઝાકળ
mistake	0	0	0	0	0	1	0	1	0	0	ભૂલ
mistaken	0	0	0	1	0	1	0	0	0	0	ભૂલથી
mister	0	0	0	0	0	0	0	0	0	0	મિસ્ટર
mistress	1	0	1	0	0	1	0	0	0	0	રખાત
mistrust	0	0	1	1	0	1	0	0	0	0	અવિશ્વાસ
misty	0	0	0	0	0	0	0	0	0	0	ઝાકળવાળું
misunderstand	0	0	0	0	0	1	0	0	0	0	ગેરસમજ
misunderstanding	1	0	0	0	0	1	0	1	0	0	ગેરસમજ
misuse	0	0	0	0	0	1	0	0	0	0	દુરુપયોગ
mite	0	0	1	0	0	1	0	0	0	0	નાનું છોકરું
miter	0	0	0	0	0	0	0	0	0	0	મીટર
mitigation	0	0	0	0	0	0	0	0	0	0	શમન
mix	0	0	0	0	0	0	0	0	0	0	મિશ્રણ
mixed	0	0	0	0	0	0	0	0	0	0	મિશ્ર
mixture	0	0	0	0	0	0	0	0	0	0	મિશ્રણ
moan	0	0	0	1	0	0	0	1	0	0	વિલાપ
moat	0	0	0	0	0	0	0	0	0	1	ખાડો
mob	1	0	0	1	0	1	0	0	0	0	ટોળું
mobile	0	1	0	0	0	0	0	0	0	0	મોબાઇલ
mobility	0	0	0	0	0	0	0	0	0	0	ગતિશીલતા
mobilization	0	0	0	0	0	0	0	0	0	0	ગતિશીલતા
mobilize	0	0	0	0	0	0	0	0	0	0	એકત્રીકરણ
mockery	0	0	1	0	0	1	0	0	0	0	ઉપહાસ
mocking	1	0	1	0	0	1	0	1	0	0	ઉપહાસ
modal	0	0	0	0	0	0	0	0	0	0	મોડલ
modality	0	0	0	0	0	0	0	0	0	0	પદ્ધતિ
mode	0	0	0	0	0	0	0	0	0	0	મોડ
model	0	0	0	0	0	0	1	0	0	0	મોડેલ
modeler	0	0	0	0	0	0	0	0	0	0	મોડેલર
moderate	0	0	0	0	0	0	1	0	0	0	માધ્યમ
moderately	0	0	0	0	0	0	0	0	0	0	સાધારણ
moderating	0	0	0	0	0	0	0	0	0	0	મધ્યસ્થી
moderation	0	0	0	0	0	0	0	0	0	0	મધ્યસ્થતા
moderator	0	0	0	0	0	0	1	0	0	1	મધ્યસ્થી
modern	0	0	0	0	0	0	0	0	0	0	આધુનિક
modernism	0	0	0	0	0	0	0	0	0	0	આધુનિકતાવાદ
modest	0	0	0	0	0	0	1	0	0	1	વિનમ્ર
modesty	0	0	0	0	0	0	1	0	0	0	નમ્રતા
modicum	0	0	0	0	0	0	0	0	0	0	મોડીકમ
modifiable	0	0	0	0	0	0	0	0	0	0	સુધારી શકાય તેવું
modification	0	0	0	0	0	0	0	0	0	0	ફેરફાર
modified	0	0	0	0	0	0	0	0	0	0	સંશોધિત
modify	0	0	0	0	0	0	0	0	1	0	સુધારો
modulate	0	0	0	0	0	0	0	0	0	0	મોડ્યુલેટ
modulation	0	0	0	0	0	0	0	0	0	0	મોડ્યુલેશન
module	0	0	0	0	0	0	0	0	0	0	મોડ્યુલ
modulus	0	0	0	0	0	0	0	0	0	0	મોડ્યુલસ
mogul	0	0	0	0	0	0	0	0	0	0	મોગલ
moiety	0	0	0	0	0	0	0	0	0	0	અંશ
moist	0	0	0	0	0	0	0	0	0	0	ભેજવાળી
moisture	0	0	0	0	0	0	0	0	0	0	ભેજ
molar	0	0	0	0	0	0	0	0	0	0	દાળ
molasses	0	0	0	0	0	0	0	0	0	0	દાળ
mold	0	0	0	0	0	0	0	0	0	0	ઘાટ
molded	0	0	0	0	0	0	0	0	0	0	મોલ્ડેડ
molding	0	0	0	0	0	0	0	0	0	0	મોલ્ડિંગ
moldy	0	0	0	0	0	0	0	0	0	0	ઘાટ
molecular	0	0	0	0	0	0	0	0	0	0	પરમાણુ
molecule	0	0	0	0	0	0	0	0	0	0	પરમાણુ
molestation	1	0	1	1	0	1	0	1	0	0	છેડતી
molten	0	0	0	0	0	0	0	0	0	0	પીગળેલું
moment	0	0	0	0	0	0	0	0	0	0	ક્ષણ
momentary	0	0	0	0	0	0	0	0	0	0	ક્ષણિક
momentous	0	0	0	0	0	0	0	0	0	0	મહત્વપૂર્ણ
momentum	0	1	0	0	0	0	1	0	0	0	વેગ
monad	0	0	0	0	0	0	0	0	0	0	મોનાડ
monarch	0	0	0	0	0	0	0	0	0	0	રાજા
monarchy	0	0	0	0	0	0	0	0	0	0	રાજાશાહી
monastery	0	0	0	0	0	0	0	0	0	0	મઠ
monastic	0	0	0	0	0	0	0	0	0	0	સાધુ
monetary	0	1	0	0	0	0	1	0	0	0	નાણાકીય
money	1	1	0	0	1	0	1	0	1	1	પૈસા
monk	0	0	0	0	0	0	1	0	0	1	સાધુ
monkey	0	0	0	0	0	0	0	0	0	0	વાનર
monochrome	0	0	1	0	0	1	0	0	0	0	મોનોક્રોમ
monogamy	0	0	0	0	0	0	0	0	0	1	એકપત્નીત્વ
monogram	0	0	0	0	0	0	0	0	0	0	મોનોગ્રામ
monograph	0	0	0	0	0	0	0	0	0	0	મોનોગ્રાફ
monolayer	0	0	0	0	0	0	0	0	0	0	મોનોલેયર
monologue	0	0	0	0	0	0	0	0	0	0	એકપાત્રી નાટક
monopolist	0	0	0	0	0	1	0	0	0	0	ઈજારો
monopoly	0	0	0	0	0	0	0	0	0	0	એકાધિકાર
monotony	0	0	0	0	0	0	0	0	0	0	એકવિધતા
monsoon	0	0	0	0	0	1	0	1	0	0	ચોમાસું
monster	0	0	0	1	0	1	0	0	0	0	રાક્ષસ
monstrosity	1	0	1	1	0	1	0	0	1	0	ભયંકરતા
monte	0	0	0	0	0	0	0	0	0	0	મોન્ટે
month	0	0	0	0	0	0	0	0	0	0	માસ
monthly	0	0	0	0	0	0	0	0	0	0	માસિક
monument	0	0	0	0	0	0	1	0	0	0	સ્મારક
monumental	0	0	0	0	0	0	0	0	0	0	સ્મારક
moo	0	0	0	0	0	0	0	0	0	0	મૂ
moods	0	0	0	0	0	0	0	0	0	0	મૂડ
moody	1	0	0	0	0	1	0	1	0	0	મૂડ
moon	0	0	0	0	0	0	0	0	0	0	ચંદ્ર
moonlight	0	0	0	0	0	0	0	0	0	0	મૂનલાઇટ
moored	0	0	0	0	0	0	0	0	0	0	moored
mooring	0	0	0	0	0	0	0	0	0	0	મૂરિંગ
moorings	0	0	0	0	0	0	0	0	0	1	મૂરિંગ્સ
moorland	0	0	0	0	0	0	0	0	0	0	મૂરલેન્ડ
moose	0	0	0	0	0	0	0	0	0	0	મૂઝ
moot	0	0	0	0	0	1	0	0	0	0	મૂટ
mooted	0	0	0	0	0	0	0	0	0	0	ઉદ્દેશ્ય
mop	0	0	0	0	0	0	0	0	0	0	મોપ
moral	1	0	0	0	0	0	1	0	0	1	નૈતિક
morality	0	0	0	0	0	0	1	0	0	1	નૈતિકતા
morals	1	1	1	0	1	0	1	0	1	1	નૈતિકતા
morass	0	0	0	0	0	0	0	0	0	0	કાદવ
moratorium	0	0	0	0	0	0	0	0	0	0	મોરેટોરિયમ
morbid	0	0	0	0	0	1	0	1	0	0	રોગગ્રસ્ત
morbidity	1	0	1	1	0	1	0	1	0	0	રોગિષ્ઠતા
morgue	0	0	1	1	0	1	0	1	0	0	શબઘર
moribund	0	0	0	0	0	1	0	1	0	0	મૃત્યુ પામવું
morn	0	1	0	0	0	0	0	0	0	0	સવાર
morning	0	0	0	0	0	0	0	0	0	0	સવાર
moron	0	0	0	0	0	1	0	0	0	0	મૂર્ખ
moronic	0	0	0	0	0	1	0	0	0	0	મૂર્ખ
morphine	0	0	0	0	0	0	0	0	0	0	મોર્ફિન
morphism	0	0	0	0	0	0	0	0	0	0	મોર્ફિઝમ
morphology	0	0	0	0	0	0	0	0	0	0	મોર્ફોલોજી
morrow	0	1	0	0	0	0	0	0	0	0	કાલે
morsel	0	0	0	0	0	1	0	0	0	0	મોર્સેલ
mortal	0	0	0	0	0	1	0	0	0	0	નશ્વર
mortality	1	0	0	1	0	1	0	1	0	0	મૃત્યુદર
mortar	0	0	0	0	0	0	1	0	0	0	મોર્ટાર
mortgage	0	0	0	1	0	0	0	0	0	0	ગીરો
mortgagee	0	0	0	0	0	0	0	0	0	1	ગીરો
mortgagor	0	0	0	1	0	0	0	0	0	0	ગીરો
mortification	0	1	1	1	0	1	0	1	0	0	મોર્ટિફિકેશન
mortuary	0	0	0	1	0	1	0	1	0	0	શબઘર
mosaic	0	0	0	0	0	0	0	0	0	0	મોઝેક
mosquito	1	0	1	0	0	1	0	0	0	0	મચ્છર
moss	0	0	0	0	0	0	0	0	0	0	શેવાળ
mossy	0	0	0	0	0	0	0	0	0	0	શેવાળવાળું
mote	0	0	0	0	0	0	0	0	0	0	મોટ
moth	0	0	0	0	0	0	0	0	0	0	શલભ
mother	0	1	0	0	1	1	1	1	0	1	માતા
motherhood	0	0	0	0	1	0	1	0	0	1	માતૃત્વ
motion	0	1	0	0	0	0	0	0	0	0	ગતિ
motionless	0	0	0	0	0	0	0	0	0	0	ગતિહીન
motive	0	0	0	0	0	0	1	0	0	0	હેતુ
motley	0	0	0	0	0	0	0	0	0	0	મોટલી
motor	0	0	0	0	0	0	0	0	0	0	મોટર
motorbike	0	0	0	0	0	0	0	0	0	0	મોટરબાઈક
motorcycle	0	0	0	0	0	0	0	0	0	0	મોટરસાઇકલ
motte	0	0	0	0	0	0	0	0	0	0	મોટ
mottled	0	0	0	0	0	0	0	0	0	0	ચિત્તદાર
motto	0	0	0	0	0	0	0	0	0	0	સૂત્ર
mould	0	0	0	0	0	0	0	0	0	0	ઘાટ
mound	0	0	0	0	0	0	0	0	0	0	ટેકરા
mount	0	0	0	0	0	0	0	0	0	0	માઉન્ટ
mountain	0	1	0	0	0	0	0	0	0	0	પર્વત
mountaineer	0	0	0	0	0	0	0	0	0	0	પર્વતારોહક
mountainous	0	0	0	0	0	0	0	0	0	0	પર્વતીય
mourn	0	0	0	0	0	1	0	1	0	0	શોક
mournful	1	0	0	1	0	1	0	1	0	0	શોકપૂર્ણ
mourning	0	0	0	0	0	1	0	1	0	0	શોક
mouse	0	0	0	0	0	0	0	0	0	0	ઉંદર
moustache	0	0	0	0	0	0	0	0	0	0	મૂછ
mouth	0	0	0	0	0	0	0	0	1	0	મોં
mouthful	0	0	1	0	0	0	0	0	0	0	મોંવાળું
mouthpiece	0	0	0	0	0	0	0	0	0	0	મુખપત્ર
movable	0	0	0	0	0	0	1	0	0	0	જંગમ
move	0	0	0	0	0	0	0	0	0	0	ખસેડો
movement	0	0	0	0	0	0	0	0	0	0	ચળવળ
mover	0	0	0	0	0	0	1	0	0	0	પ્રેરક
movie	0	0	0	0	0	0	0	0	0	0	ફિલ્મ
moving	0	0	0	0	0	0	0	0	0	0	ખસેડવું
mow	0	0	0	0	0	0	0	0	0	0	કાપવું
muck	0	0	1	0	0	1	0	0	0	0	છાણ
mucous	0	0	1	0	0	0	0	0	0	0	મ્યુકોસ
mucus	0	0	1	0	0	0	0	0	0	0	લાળ
mud	0	0	0	0	0	1	0	0	0	0	કાદવ
muddle	0	0	0	0	0	1	0	0	0	0	ગડબડ
muddled	0	0	0	0	0	1	0	0	0	0	ગડબડ
muddy	0	0	1	0	0	1	0	0	0	0	કાદવવાળું
muff	1	0	1	0	0	1	0	0	0	0	મફ
muffled	0	0	0	0	0	0	0	0	0	0	મફલ્ડ
muffler	0	0	0	0	0	0	0	0	0	0	મફલર
mug	1	0	0	1	0	1	1	1	0	0	પ્યાલો
mule	1	0	0	0	0	1	0	0	0	1	ખચ્ચર
multilateral	0	0	0	0	0	0	0	0	0	0	બહુપક્ષીય
multiple	0	0	0	0	0	0	0	0	0	0	બહુવિધ
multiplex	0	0	0	0	0	0	0	0	0	0	મલ્ટીપ્લેક્સ
multiplication	0	0	0	0	0	0	0	0	0	0	ગુણાકાર
multiplicity	0	0	0	0	0	0	0	0	0	0	બહુવિધતા
multiplied	0	0	0	0	0	0	0	0	0	0	ગુણાકાર
multiplier	0	0	0	0	0	0	0	0	0	0	ગુણક
multiply	0	0	0	0	0	0	0	0	0	0	ગુણાકાર
multitude	0	0	0	0	0	0	0	0	0	0	ભીડ
mum	0	0	0	1	0	1	0	0	0	0	માતા
mumble	0	0	0	0	0	1	0	0	0	0	ગણગણાટ
mummy	0	0	0	0	0	0	0	0	0	0	મમી
mumps	0	0	0	0	0	1	0	0	0	0	ગાલપચોળિયાં
munch	0	0	0	0	0	0	0	0	0	0	વાગોળવું
mundane	0	0	0	0	0	0	0	0	0	0	સાંસારિક
municipal	0	0	0	0	0	0	0	0	0	0	મ્યુનિસિપલ
municipality	0	0	0	0	0	0	0	0	0	0	નગરપાલિકા
mural	0	0	0	0	0	0	0	0	0	0	ભીંતચિત્ર
murder	1	0	1	1	0	1	0	1	1	0	હત્યા
murderer	1	0	1	1	0	1	0	1	0	0	હત્યારો
murderous	1	0	1	1	0	1	0	1	1	0	ખૂની
murky	0	0	1	0	0	1	0	1	0	0	ધૂંધળું
murmur	0	0	0	0	0	0	0	0	0	0	ગણગણાટ
muscle	0	0	0	0	0	0	0	0	0	0	સ્નાયુ
muscular	0	0	0	0	0	0	1	0	0	0	સ્નાયુબદ્ધ
muse	0	0	0	0	0	0	0	0	0	0	મનન કરવું
muses	0	0	0	0	0	0	0	0	0	0	મ્યુઝ
museum	0	0	0	0	0	0	0	0	0	0	સંગ્રહાલય
mush	0	0	0	0	0	0	0	0	0	0	મશ
mushroom	0	0	0	0	0	0	0	0	0	0	મશરૂમ
music	0	0	0	0	1	0	1	1	0	0	સંગીત
musical	1	1	0	0	1	0	1	1	1	1	સંગીતમય
musician	0	0	0	0	0	0	0	0	0	0	સંગીતકાર
musing	0	0	0	0	0	0	0	0	0	0	મ્યુઝિંગ
