English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Czech Word
guillotine	1	1	1	1	0	1	0	1	0	0	gilotina
guilt	0	0	1	0	0	1	0	1	0	0	vina
guilty	1	0	0	0	0	1	0	1	0	0	vinen
guinea	0	0	0	0	0	0	0	0	0	0	Guinea
guise	0	0	0	0	0	1	0	0	0	0	převlek
guitar	0	0	0	0	0	0	0	0	0	0	kytara
gules	0	0	0	0	0	0	0	0	0	0	gules
gulf	0	0	0	0	0	0	0	0	0	0	záliv
gull	0	0	0	0	0	1	0	0	0	0	racek
gullible	0	0	0	0	0	1	0	1	0	1	naivní
gully	0	0	0	0	0	0	0	0	0	0	rokle
gulp	0	0	0	1	0	0	0	0	1	0	doušek
gum	0	0	0	0	0	0	0	0	0	0	guma
gummy	0	0	0	0	0	0	0	0	0	0	gumovitý
gun	1	0	0	1	0	1	0	0	0	0	pistole
gunner	0	0	0	0	0	0	0	0	0	0	střelec
gunpowder	0	0	0	1	0	0	0	0	0	0	střelný prach
guru	0	0	0	0	0	0	1	0	0	1	guru
gush	0	0	1	0	1	1	0	0	0	0	příval
gusset	0	0	0	0	0	0	0	0	0	1	klínek
gust	0	0	0	0	0	0	0	0	0	0	závan
gusty	0	0	0	0	0	0	0	0	0	0	nárazový
gut	0	0	1	0	0	0	0	0	0	0	střevo
guts	0	0	0	0	0	0	1	0	0	0	vnitřnosti
gutter	0	0	1	0	0	0	0	0	0	0	okap
guy	0	0	0	0	0	0	0	0	0	0	chlap
guzzling	0	0	0	0	0	1	0	0	0	0	hltání
gymnasium	0	0	0	0	0	0	0	0	0	0	tělocvična
gymnast	0	0	0	0	0	0	1	0	0	0	gymnasta
gymnastic	0	0	0	0	0	0	0	0	0	0	tělocvičný
gymnastics	0	0	0	0	0	0	0	0	0	0	gymnastika
gynecology	0	0	0	0	0	0	0	0	0	0	gynekologie
gypsy	0	0	0	0	0	1	0	0	0	0	cikánská
gyroscope	0	0	0	0	0	0	0	0	0	0	gyroskop
habit	0	0	0	0	0	0	0	0	0	0	zvyk
habitat	0	0	0	0	0	0	1	0	0	0	místo výskytu
habitation	0	0	0	0	0	0	0	0	0	0	bydlení
habitual	0	1	0	0	0	0	0	0	0	0	obvyklé
habitually	0	0	0	0	0	0	0	0	0	0	obvykle
hacienda	0	0	0	0	0	0	0	0	0	0	hacienda
hag	0	0	1	1	0	1	0	0	0	0	čarodějnice
haggard	0	0	0	0	0	1	0	1	0	0	vyčerpaný
haggle	0	0	0	0	0	0	0	0	0	0	smlouvat
hail	0	0	0	0	0	1	1	0	0	1	kroupy
hair	0	0	0	0	0	0	0	0	0	0	vlasy
hairy	0	0	1	0	0	1	0	0	0	0	chlupatý
hale	0	0	0	0	0	0	1	0	0	0	zdravý
half	0	0	0	0	0	0	0	0	0	0	polovina
halfway	0	0	0	0	0	1	0	0	0	0	na půli cesty
hall	0	0	0	0	0	0	0	0	0	0	hala
hallowed	0	0	0	0	0	0	0	0	0	0	posvěcený
hallucination	0	0	0	1	0	1	0	0	0	0	halucinace
halo	0	0	0	0	0	0	0	0	0	0	svatozář
halt	0	0	0	0	0	0	0	0	0	0	Stůj
halter	1	0	0	1	0	1	0	1	0	0	ohlávka
halting	0	0	0	1	0	1	0	1	0	0	zastavení
halve	0	0	0	0	0	0	0	0	0	0	rozpůlit
halving	0	0	0	0	0	0	0	0	0	0	půlení
ham	0	0	0	0	0	0	0	0	0	0	šunka
hamlet	0	0	0	0	0	0	0	0	0	0	osada
hammer	0	0	0	0	0	0	0	0	0	0	kladivo
hammering	0	0	0	0	0	0	0	0	0	0	zatloukání
hammock	0	0	0	0	0	0	0	0	0	0	houpací sít
hamper	0	0	0	0	0	1	0	0	0	0	dárkový koš
hamstring	1	0	0	0	0	1	0	1	0	0	ochromit
hand	0	0	0	0	0	0	0	0	0	0	ruka
handbook	0	0	0	0	0	0	0	0	0	1	příručka
handful	0	0	0	0	0	0	0	0	0	0	hrst
handicap	0	0	0	0	0	1	0	1	0	0	handicap
handicraft	0	0	0	0	0	0	0	0	0	0	ruční práce
handiwork	0	0	0	0	0	0	0	0	0	0	ruční práce
handkerchief	0	0	0	0	0	0	0	0	0	0	kapesník
handle	0	0	0	0	0	0	0	0	0	0	Rukojeť
handsome	0	0	0	0	0	0	0	0	0	0	hezký
handwriting	0	0	0	0	0	0	0	0	0	0	rukopis
handy	0	0	0	0	0	0	1	0	0	0	Šikovný
hang	0	0	0	0	0	0	0	0	0	0	pověsit
hangar	0	0	0	0	0	0	0	0	0	0	hangár
hanging	1	0	1	1	0	1	0	1	0	0	závěsný
hangman	0	0	0	1	0	1	0	0	0	0	kat
hangout	0	0	0	0	0	0	0	0	0	0	vyjít si
hank	0	0	0	0	0	0	0	0	0	0	přadeno
hankering	0	1	0	0	0	0	0	0	0	0	toužení
hap	0	1	0	0	0	0	0	0	1	0	dobře
haphazard	0	0	0	0	0	0	0	0	0	0	nahodile
happen	0	1	0	0	0	0	0	0	0	0	stát se
happening	0	0	0	0	0	0	0	0	0	0	happening
happily	0	0	0	0	1	0	1	0	0	0	šťastně
happiness	0	1	0	0	1	0	1	0	0	0	štěstí
happy	0	1	0	0	1	0	1	0	0	1	šťastný
harass	1	0	1	0	0	1	0	0	0	0	obtěžovat
harassing	1	0	0	0	0	0	0	0	0	0	obtěžující
harbinger	1	1	0	1	0	1	0	0	0	0	předzvěst
harbor	0	0	0	0	0	0	0	0	0	1	přístav
harden	0	0	0	0	0	0	0	0	0	0	ztvrdnout
hardened	1	0	1	1	0	1	0	0	0	0	vytvrzený
hardening	0	0	0	0	0	0	0	0	0	0	kalení
hardness	0	0	0	0	0	1	0	0	0	0	tvrdost
hardship	0	0	0	0	0	1	0	1	0	0	strádání
hardware	0	0	0	0	0	0	0	0	0	0	Hardware
hardy	0	0	0	0	1	0	1	0	0	1	vytrvalý
hare	0	0	0	0	0	0	0	0	0	0	zajíc
harem	0	0	0	0	0	0	0	0	0	0	harém
harlot	0	0	1	0	0	1	0	0	0	0	nevěstka
harm	0	0	0	1	0	1	0	0	0	0	poškodit
harmful	1	0	1	1	0	1	0	1	0	0	škodlivý
harmonica	0	0	0	0	0	0	0	0	0	0	Harmonika
harmonics	0	0	0	0	0	0	0	0	0	0	harmonické
harmoniously	0	0	0	0	1	0	1	0	0	1	harmonicky
harmonize	0	0	0	0	0	0	0	0	0	0	harmonizovat
harmony	0	0	0	0	1	0	1	0	0	1	harmonie
harness	0	0	0	0	0	0	0	0	0	0	postroj
harper	0	0	0	0	0	0	0	0	0	0	harper
harpsichord	0	0	0	0	0	0	0	0	0	0	cembalo
harrowing	0	0	0	1	0	1	0	0	0	0	hrůzný
harry	1	0	0	0	0	1	0	1	0	0	Harry
harshness	1	0	0	1	0	1	0	0	0	0	drsnost
hart	0	0	0	0	0	0	0	0	0	0	jelen
harvest	0	1	0	0	1	0	1	0	0	0	sklizeň
hash	0	0	0	0	0	1	0	0	0	0	hash
hashish	0	0	0	0	0	1	0	0	0	0	hašiš
haste	0	1	0	0	0	0	0	0	0	0	spěch
hasten	0	0	0	0	0	0	0	0	0	0	uspíšit
hastily	0	0	0	0	0	0	0	0	0	0	spěšně
hasty	0	0	0	0	0	1	0	0	0	0	zbrklý
hat	0	0	0	0	0	0	0	0	0	0	čepice
hatch	0	0	0	0	0	0	0	0	0	0	poklop
hatchet	0	0	0	0	0	0	0	0	0	0	sekyrka
hate	1	0	1	1	0	1	0	1	0	0	nenávist
hateful	1	0	1	1	0	1	0	1	0	0	nenávistný
hating	1	0	0	0	0	1	0	0	0	0	nenávidět
hatred	1	0	1	1	0	1	0	1	0	0	nenávist
haughty	1	0	0	0	0	1	0	0	0	0	povýšený
haul	0	0	0	0	0	0	0	0	0	0	dopravovat
haulage	0	0	0	0	0	0	0	0	0	0	nákladní doprava
haunt	0	0	0	1	0	1	0	0	0	0	strašit
haunted	0	0	0	1	0	1	0	1	0	0	strašidelný
haven	0	0	0	0	0	0	1	0	0	1	útočiště
havoc	1	0	0	1	0	1	0	0	0	0	spoušť
haw	0	0	0	0	0	0	0	0	0	0	haw
hawk	0	0	0	1	0	0	0	0	0	0	jestřáb
hawking	0	0	0	0	0	0	0	0	0	0	jestřábnictví
hazard	0	0	0	1	0	1	0	0	0	0	nebezpečí
hazardous	0	0	0	1	0	1	0	0	0	0	nebezpečný
haze	0	0	0	1	0	1	0	0	0	0	opar
hazy	0	0	0	0	0	0	0	0	0	0	mlhavý
head	0	0	0	0	0	0	0	0	0	0	hlava
headache	0	0	0	0	0	1	0	0	0	0	bolest hlavy
headdress	0	0	0	0	0	0	0	0	0	0	čelenka
header	0	0	0	0	0	0	0	0	0	0	záhlaví
headgear	0	0	0	0	0	0	0	0	0	0	pokrývky hlavy
heading	0	0	0	0	0	0	0	0	0	0	nadpis
headland	0	0	0	0	0	0	0	0	0	0	ostrohu
headlight	0	1	0	0	0	0	0	0	0	0	světlomet
headline	0	0	0	0	0	0	0	0	0	0	titulek
headlong	0	0	0	0	0	0	0	0	0	0	bezhlavě
headquarters	0	0	0	0	0	0	0	0	0	0	hlavní sídlo
headstone	0	0	0	0	0	0	0	0	0	0	náhrobní kámen
headway	0	0	0	0	0	0	1	0	0	0	vpřed
heady	0	0	0	0	0	1	0	0	0	0	opojný
heal	0	0	0	0	1	0	1	0	0	1	vyléčit
healing	0	1	0	0	1	0	1	0	0	1	léčení
health	0	0	0	0	0	0	0	0	0	0	zdraví
healthful	0	0	0	0	1	0	1	0	0	0	zdravý
healthy	0	0	0	0	0	0	1	0	0	0	zdravý
heap	0	0	0	0	0	0	0	0	0	0	halda
hear	0	0	0	0	0	0	0	0	0	0	slyšet
hearer	0	0	0	0	0	0	0	0	0	0	posluchač
hearing	0	0	0	1	0	1	0	0	0	0	sluch
hearsay	0	0	0	0	0	1	0	0	0	0	pověsti
hearse	0	0	0	1	0	1	0	1	0	0	pohřební vůz
heart	0	0	0	0	0	0	0	0	0	0	srdce
heartache	0	0	0	0	0	1	0	1	0	0	žal
heartburn	0	0	0	0	0	1	0	0	0	0	pálení žáhy
heartfelt	0	0	0	0	1	0	1	1	0	1	srdečný
hearth	0	0	0	0	0	0	1	0	0	0	krb
heartily	0	0	0	0	1	0	1	0	0	0	srdečně
heartless	0	0	0	0	0	1	0	1	0	0	bezcitný
hearts	0	0	0	0	0	0	0	0	0	0	srdce
heartworm	0	0	1	0	0	0	0	0	0	0	srdcovka
heat	0	0	0	0	0	0	0	0	0	0	teplo
heated	0	0	0	0	0	0	0	0	0	0	vyhřívaný
heater	0	0	0	0	0	0	0	0	0	0	ohřívač
heath	0	0	0	0	0	0	0	0	0	0	vřesoviště
heathen	0	0	0	1	0	1	0	0	0	0	pohan
heather	0	0	0	0	0	0	0	0	0	0	vřes
heating	0	0	0	0	0	0	0	0	0	0	topení
heave	0	0	0	0	0	0	0	0	0	0	zvracet
heavenly	0	1	0	0	1	0	1	0	0	1	nebeský
heavens	0	0	0	0	1	0	1	0	0	1	nebesa
heavily	0	0	0	0	0	1	0	0	0	0	těžce
heaviness	0	0	0	0	0	0	0	0	0	0	tíha
heaving	0	0	0	0	0	0	0	0	0	0	zvedání
hectares	0	0	0	0	0	0	0	0	0	0	hektarů
hectic	0	0	0	0	0	0	0	0	0	0	hektický
hedge	0	0	0	0	0	0	0	0	0	0	živý plot
hedgehog	0	0	0	0	0	0	0	0	0	0	ježek
hedonism	0	0	0	0	1	1	1	0	0	0	hedonismus
heed	0	0	0	0	0	0	0	0	0	0	dbát
heel	0	0	0	0	0	1	0	0	0	0	pata
heels	0	0	0	0	0	0	0	0	0	0	podpatky
heft	0	1	0	1	0	0	1	0	0	0	tíha
hegemonic	0	0	0	0	0	0	0	0	0	0	hegemonický
heifer	0	0	0	0	0	0	0	0	0	0	jalovice
height	0	0	0	0	0	0	0	0	0	0	výška
heighten	0	0	0	1	0	1	0	0	0	0	zvýšit
heinous	0	0	0	0	0	1	0	0	0	0	ohavný
heir	0	0	0	0	0	0	0	0	0	0	dědic
heiress	0	0	0	0	0	0	0	0	0	0	dědička
heirloom	0	0	0	0	0	0	0	0	0	0	dědictví
heirs	0	0	0	0	0	0	0	0	0	0	dědicové
helical	0	0	0	0	0	0	0	0	0	0	šroubovicový
helix	0	0	0	0	0	0	0	0	0	0	spirála
hell	1	0	1	1	0	1	0	1	0	0	peklo
hellish	1	0	1	1	0	1	0	1	0	0	pekelný
helm	0	0	0	0	0	0	0	0	0	0	kormidlo
helmet	0	0	0	1	0	0	1	0	0	0	helma
helper	0	0	0	0	0	0	1	0	0	1	pomocník
helpful	0	0	0	0	1	0	1	0	0	1	ochotný
helpless	0	0	0	1	0	1	0	1	0	0	bezmocný
helplessness	0	0	0	1	0	1	0	1	0	0	bezmoci
hem	0	0	0	0	0	0	0	0	0	0	lem
hematite	0	0	0	0	0	0	0	0	0	0	hematit
hemi	0	0	0	0	0	0	0	0	0	0	hemi
hemisphere	0	0	0	0	0	0	0	0	0	0	polokoule
hemispheric	0	0	0	0	0	0	0	0	0	0	polokulový
hemlock	0	0	0	0	0	0	0	0	0	0	bolehlav
hemorrhage	0	0	1	1	0	1	0	1	0	0	krvácení
hemorrhoids	0	0	0	0	0	1	0	0	0	0	hemoroidy
hemp	0	0	0	0	0	0	0	0	0	0	konopí
hen	0	0	0	0	0	0	0	0	0	0	slepice
henceforth	0	0	0	0	0	0	0	0	0	0	od nynějška
herald	0	0	0	0	0	0	0	0	0	0	ohlašovat
heraldry	0	0	0	0	0	0	0	0	0	0	heraldika
herb	0	0	0	0	0	0	0	0	0	0	bylina
herbaceous	0	0	0	0	0	0	0	0	0	0	bylinný
herbal	0	0	0	0	0	0	1	0	0	0	bylinný
herbarium	0	0	0	0	0	0	0	0	0	0	herbář
herd	0	0	0	0	0	0	0	0	0	0	stádo
hereditary	0	0	0	0	0	0	0	0	0	0	dědičný
heredity	0	0	0	0	0	0	0	0	0	0	dědičnost
heresy	0	0	0	0	0	1	0	0	0	0	kacířství
heretic	0	0	1	0	0	1	0	0	0	0	heretik
heretical	0	0	0	0	0	0	0	0	0	0	kacířský
heretofore	0	0	0	0	0	0	0	0	0	0	dosud
hereunto	0	0	0	0	0	0	0	0	0	0	k tomuto
herewith	0	0	0	0	0	0	0	0	0	0	tímto
heritage	0	0	0	0	0	0	0	0	0	1	dědictví
hermaphrodite	0	0	0	0	0	1	0	0	1	0	hermafrodit
hermeneutics	0	0	0	0	0	0	0	0	0	0	hermeneutika
hermit	0	0	0	0	0	0	0	1	0	1	poustevník
hernia	0	0	0	0	0	0	0	0	0	0	kýla
hero	0	1	0	0	1	0	1	0	1	1	hrdina
heroic	0	0	0	0	1	0	1	0	1	1	hrdinný
heroics	0	0	0	0	0	0	1	0	0	0	hrdinství
heroin	0	0	0	0	0	1	0	0	0	0	heroin
heroine	0	0	0	0	0	0	1	0	0	1	hrdinka
heroism	0	1	0	0	1	0	1	0	1	1	hrdinství
herpes	0	0	1	0	0	1	0	0	0	0	opar
herpesvirus	0	0	1	0	0	1	0	0	0	0	herpesvirus
hesitating	0	0	0	0	0	0	0	0	0	0	váhání
hesitation	0	0	0	1	0	1	0	0	0	0	váhání
heterogeneity	0	0	0	0	0	0	0	0	0	0	heterogenita
hew	0	0	0	0	0	0	0	0	0	0	tít
hexagon	0	0	0	0	0	0	0	0	0	0	šestiúhelník
heyday	0	1	0	0	1	0	1	0	0	1	rozkvět
hiatus	0	0	0	0	0	0	0	0	0	0	mezera
hibernate	0	0	0	0	0	0	0	0	0	0	přezimovat
hibernation	0	0	0	0	0	0	0	0	0	0	hibernace
hiccup	0	0	0	0	0	0	0	0	0	0	škytavka
hidden	0	0	0	0	0	1	0	0	0	0	skrytý
hide	0	0	0	1	0	0	0	0	0	0	skrýt
hideous	0	0	1	1	0	1	0	1	0	0	ošklivý
hiding	0	0	0	1	0	0	0	0	0	0	úkryt
hierarchical	0	0	0	0	0	0	0	0	0	0	hierarchický
high	0	0	0	0	0	0	0	0	0	0	vysoký
higher	0	0	0	0	0	0	0	0	0	0	vyšší
highest	0	1	0	1	1	1	1	0	1	0	nejvyšší
highland	0	0	0	0	0	0	0	0	0	0	vysočina
highlands	0	0	0	0	0	0	0	0	0	0	vrchovina
hight	0	0	0	0	0	0	0	0	0	0	výška
highway	0	0	0	0	0	0	0	0	0	0	Dálnice
hiker	0	0	0	0	0	0	0	0	0	0	turista
hilarious	0	0	0	0	1	0	1	0	1	0	povedený
hilarity	0	0	0	0	1	0	1	0	0	0	veselost
hill	0	0	0	0	0	0	0	0	0	0	kopec
hilly	0	0	0	0	0	0	0	0	0	0	kopcovitý
hilt	0	0	0	0	0	0	0	0	0	0	jílec
hind	0	0	0	0	0	0	0	0	0	0	zadní
hindering	0	0	0	0	0	1	0	1	0	0	překážející
hindrance	0	0	0	0	0	1	0	0	0	0	překážka
hinge	0	0	0	0	0	0	0	0	0	0	závěs
hint	0	0	0	0	0	0	0	0	0	0	náznak
hinterland	0	0	0	0	0	0	0	0	0	0	zázemí
hip	0	0	0	0	0	0	0	0	0	0	boky
hippie	0	0	0	0	0	1	0	0	0	0	hippie
hire	0	1	0	0	1	0	1	0	0	1	pronájem
hirsute	0	0	0	0	0	0	0	0	0	0	chlupatý
hiss	1	0	0	1	0	1	0	0	0	0	syčení
hissing	0	0	0	0	0	1	0	0	0	0	syčící
histology	0	0	0	0	0	0	0	0	0	0	histologie
historian	0	0	0	0	0	0	0	0	0	0	historik
historic	0	0	0	0	0	0	0	0	0	0	historický
historiography	0	0	0	0	0	0	0	0	0	0	historiografie
history	0	0	0	0	0	0	0	0	0	0	Dějiny
hit	1	0	0	0	0	1	0	0	0	0	udeřil
hitherto	0	0	0	0	0	1	0	0	0	0	dosud
hive	0	0	0	0	0	1	0	0	0	0	úl
hoard	0	0	0	0	0	0	0	0	0	0	poklad
hoarse	0	0	0	0	0	1	0	0	0	0	chraptivý
hoary	0	0	0	0	0	1	0	1	0	0	starobylý
hoax	1	0	1	0	0	1	0	1	1	0	hoax
hob	0	0	0	0	0	0	0	0	0	0	varná deska
hobby	0	0	0	0	1	0	1	0	0	0	hobby
hobo	0	0	0	0	0	1	0	1	0	0	tulák
hockey	0	0	0	0	0	0	0	0	0	0	hokej
hoe	0	0	0	0	0	0	0	0	0	0	motyka
hog	0	0	1	0	0	1	0	0	0	0	prase
hoist	0	0	0	0	0	0	0	0	0	0	vztyčit
hold	0	0	0	0	0	0	0	0	0	0	držet
holder	0	0	0	0	0	0	0	0	0	0	držák
holding	0	0	0	0	0	0	0	0	0	0	podíl
hole	0	0	0	0	0	0	0	0	0	0	otvor
holiday	0	1	0	0	1	0	1	0	0	0	Dovolená
holiness	0	1	0	1	1	0	1	0	1	1	svatost
hollow	0	0	0	0	0	1	0	1	0	0	dutý
holocaust	1	0	1	1	0	1	0	1	0	0	holocaust
holy	0	0	0	0	0	0	1	0	0	0	svatý
homage	0	0	0	0	0	0	1	0	0	0	hold
homeless	1	1	1	1	0	1	0	1	0	0	bez domova
homeopathic	0	0	0	0	0	0	0	0	0	0	homeopatický
homeopathy	0	0	0	0	0	0	0	0	0	0	homeopatie
homesick	0	0	0	0	0	1	0	1	0	0	nostalgický
homestead	0	0	0	0	0	0	0	0	0	0	usedlost
homework	0	0	0	1	0	0	0	0	0	0	domácí práce
homicidal	1	0	0	1	0	1	0	0	0	0	vražedný
homicide	1	0	1	1	0	1	0	1	0	0	zabití
homily	0	0	0	0	0	0	0	0	0	0	kázání
homogeneity	0	0	0	0	0	0	0	0	0	0	stejnorodost
homogeneous	0	0	0	0	0	0	0	0	0	0	homogenní
homologous	0	0	0	0	0	0	0	0	0	0	homologní
homologue	0	0	0	0	0	0	0	0	0	0	homolog
homology	0	0	0	0	0	0	1	0	0	0	homologie
hone	0	0	0	0	0	0	0	0	0	0	vypilovat
honest	1	0	1	1	1	0	1	1	0	1	upřímný
honesty	0	0	0	0	0	0	1	0	0	1	poctivost
honey	0	0	0	0	0	0	1	0	0	0	Miláček
honeycomb	0	0	0	0	0	0	0	0	0	0	plástev
honeymoon	0	1	0	0	1	0	1	0	1	1	svatební cesta
honeysuckle	0	0	0	0	0	0	0	0	0	0	zimolez
honor	0	0	0	0	0	0	1	0	0	1	čest
honorable	0	0	0	0	0	0	1	0	0	1	ctihodný
honorarium	0	0	0	0	0	0	0	0	0	0	honorář
hood	1	0	1	1	0	1	0	0	0	0	kapuce
hooded	0	0	0	1	0	0	0	0	0	0	s kapucí
hoof	0	0	0	0	0	0	0	0	0	0	kopyto
hook	0	0	0	0	0	0	0	0	0	0	háček
hooked	0	0	0	0	0	1	0	0	0	0	zahnutý
hooker	0	0	0	0	0	0	0	0	0	0	šlapka
hoop	0	0	0	0	0	0	0	0	0	0	obruč
hoot	1	0	1	0	0	1	0	0	0	0	houkání
hop	0	0	0	0	0	0	0	0	0	0	poskok
hope	0	1	0	0	1	0	1	0	1	1	naděje
hopeful	0	1	0	0	1	0	1	0	1	1	nadějný
hopeless	0	0	0	1	0	1	0	1	0	0	beznadějný
hopelessness	1	0	1	1	0	1	0	1	0	0	beznadějnost
hopes	0	0	0	0	0	0	0	0	0	0	naděje
hoping	0	0	0	0	0	0	0	0	0	0	doufat
hopper	0	0	0	0	0	0	0	0	0	0	násypka
horde	0	0	0	0	0	1	0	0	1	0	horda
horizon	0	1	0	0	0	0	1	0	0	0	horizont
horizontal	0	0	0	0	0	0	0	0	0	0	horizontální
horizontally	0	0	0	0	0	0	0	0	0	0	horizontálně
horn	0	0	0	0	0	0	0	0	0	0	roh
hornet	0	0	0	0	0	0	0	0	0	0	sršeň
horny	0	0	0	0	0	0	0	0	0	0	nadržený
horoscope	0	1	0	0	0	0	0	0	0	0	horoskop
horrible	1	0	1	1	0	1	0	0	0	0	hrozný
horribly	0	0	0	0	0	1	0	0	0	0	strašně
horrid	1	0	1	1	0	1	0	1	0	0	příšerný
horrific	1	0	1	1	0	1	0	1	0	0	hrůzný
horrified	0	0	0	1	0	1	0	0	0	0	zděšený
horrifying	0	0	1	1	0	1	0	1	0	0	hrůzný
horror	1	0	1	1	0	1	0	1	1	0	hrůza
horrors	0	0	0	1	0	1	0	1	0	0	hrůzy
horse	0	0	0	0	0	0	0	0	0	1	kůň
horseman	0	0	0	0	0	0	0	0	0	0	jezdec
horseshoe	0	0	0	0	0	0	0	0	0	0	podkova
horticultural	0	0	0	0	0	0	0	0	0	0	zahradnický
horticulture	0	0	0	0	0	0	0	0	0	0	zahradnictví
hose	0	0	0	0	0	0	0	0	0	0	hadice
hosiery	0	0	0	0	0	0	0	0	0	0	punčochové zboží
hospice	0	0	0	0	0	0	0	1	0	0	hospic
hospital	0	0	0	1	0	0	0	1	0	1	NEMOCNICE
hospitality	0	0	0	0	0	0	1	0	0	0	pohostinství
hostage	1	0	0	1	0	1	0	0	0	0	rukojmí
hostel	0	0	0	0	0	0	0	0	0	0	Hostel
hostile	1	0	1	1	0	1	0	0	0	0	nepřátelský
hostilities	1	0	0	1	0	1	0	0	0	0	nepřátelské akce
hostility	1	0	1	0	0	1	0	0	0	0	nepřátelství
hot	1	0	0	0	0	0	0	0	0	0	horký
hotbed	0	0	0	0	0	0	0	0	0	0	pařeniště
hotel	0	0	0	0	0	0	0	0	0	0	hotel
hour	0	0	0	0	0	0	0	0	0	0	hodina
hourglass	0	0	0	0	0	0	0	0	0	0	přesýpací hodiny
hourly	0	0	0	0	0	0	0	0	0	0	hodinově
house	0	0	0	0	0	0	0	0	0	0	Dům
household	0	0	0	0	0	0	1	0	0	0	Domácnost
householder	0	0	0	0	0	0	0	0	0	0	hospodář
housekeeper	0	0	0	0	0	0	0	0	0	0	hospodyně
housekeeping	0	0	0	0	0	0	1	0	0	0	úklid domácnosti
housewife	0	0	0	0	0	0	0	0	0	0	žena v domácnosti
housing	0	0	0	0	0	0	0	0	0	0	bydlení
hovercraft	0	0	0	0	0	0	0	0	0	0	vznášedlo
howl	1	0	1	1	0	1	0	1	1	0	výt
howsoever	0	0	0	0	0	0	0	0	0	0	jakkoli
hoy	0	0	0	0	0	0	0	0	0	0	ahoj
hub	0	0	0	0	0	0	0	0	0	0	rozbočovač
huddle	0	0	0	0	0	0	0	0	0	0	shluk
hue	0	0	0	0	0	0	0	0	0	0	odstín
huff	1	0	1	0	0	1	0	0	0	0	zlost
hug	0	0	0	0	1	0	1	0	0	1	obejmout
huge	0	0	0	0	0	0	0	0	0	0	obrovský
hulk	0	0	1	0	0	0	0	0	0	0	vrak
hull	0	0	0	0	0	0	0	0	0	0	trup
hum	0	0	0	0	0	0	0	0	0	0	hučení
human	0	0	0	0	0	0	0	0	0	0	člověk
humane	0	0	0	0	0	0	1	0	0	0	humánní
humanitarian	0	1	0	0	1	0	1	0	1	1	humanitární
humanities	0	0	0	0	0	0	0	0	0	0	humanitních věd
humanity	0	0	0	0	1	0	1	0	0	1	lidstvo
humble	0	0	1	0	0	1	1	1	0	0	pokořit
humbled	0	0	0	0	0	0	1	1	0	0	pokořen
humbly	0	0	0	0	0	0	1	0	0	0	pokorně
humbug	1	0	1	0	0	1	0	1	0	0	švindl
humid	0	0	0	0	0	0	0	0	0	0	vlhký
humidity	0	0	0	0	0	0	0	0	0	0	vlhkost vzduchu
humiliate	1	0	0	0	0	1	0	1	0	0	ponížit
humiliating	0	0	1	0	0	1	0	0	0	0	ponižující
humiliation	0	0	1	0	0	1	0	1	0	0	ponížení
humility	0	0	0	0	0	0	1	0	0	1	pokora
hummer	0	0	0	0	0	0	0	0	0	0	hummer
hummingbird	0	0	0	0	0	0	0	0	0	0	kolibřík
humongous	0	0	0	0	0	0	0	0	0	0	ohromný
humorist	0	0	0	0	0	0	1	0	0	0	humorista
humorous	0	0	0	0	1	0	1	0	0	0	vtipný
hump	0	0	0	0	0	0	0	0	0	0	hrb
hunch	0	0	0	0	0	1	0	0	0	0	tušení
hundred	0	0	0	0	0	0	0	0	0	0	sto
hundredth	0	0	0	0	0	0	0	0	0	0	setina
hunger	0	0	0	0	0	0	0	0	0	0	hlad
hungry	0	1	0	0	0	1	0	0	0	0	hladový
hunk	0	0	0	0	0	0	0	0	0	0	skýva
hunks	0	0	0	0	0	0	0	0	0	0	lakomec
hunt	0	0	0	0	0	0	0	0	0	0	lov
hunter	0	1	0	1	0	1	0	1	0	0	lovec
hunting	1	1	0	1	0	1	0	0	0	0	lov
hurl	0	0	0	0	0	0	0	0	0	0	mrštit
hurrah	0	0	0	0	1	0	1	0	0	0	Hurá
hurricane	0	0	0	1	0	1	0	0	0	0	hurikán
hurried	0	1	0	0	0	1	0	0	0	0	spěchal
hurry	0	1	0	0	0	0	0	0	0	0	pospěš si
hurt	1	0	0	1	0	1	0	1	0	0	zranit
hurtful	1	0	1	1	0	1	0	1	0	0	zraňující
hurting	1	0	0	1	0	1	0	1	0	0	bolí
husbandry	0	0	0	0	0	0	1	0	0	1	chovu
hush	0	0	0	0	0	0	1	0	0	0	utišit
hushed	0	0	0	0	0	0	0	0	0	0	ztichl
husk	0	0	0	0	0	0	0	0	0	0	lusk
husky	0	0	0	0	0	0	0	0	0	0	chraplavý
hustle	0	0	0	0	0	0	0	0	0	0	ruch
hustler	0	0	0	0	0	1	0	0	0	0	podvodník
hut	0	0	0	0	0	0	1	1	0	0	chata
hutch	0	0	0	0	0	0	0	0	0	0	králíkárna
hyacinth	0	0	0	0	0	0	0	0	0	0	hyacint
hybrid	0	0	0	0	0	0	0	0	0	0	hybridní
hydra	0	0	0	1	0	1	0	0	0	0	Hydra
hydraulics	0	0	0	0	0	0	0	0	0	0	hydraulika
hydrocephalus	0	0	1	1	0	1	0	1	0	0	hydrocefalus
hydrodynamics	0	0	0	0	0	0	0	0	0	0	hydrodynamika
hydrogen	0	0	0	0	0	0	0	0	0	0	vodík
