English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Ukrainian Word
missile	0	0	0	1	0	0	0	0	0	0	ракета
missing	0	0	0	1	0	1	0	1	0	0	відсутній
mission	0	0	0	0	0	0	0	0	0	0	місія
missionary	0	0	0	0	0	0	1	0	0	0	місіонерський
misstatement	1	0	1	0	0	1	0	0	0	0	спотворення
mist	0	0	0	0	0	0	0	0	0	0	туман
mistake	0	0	0	0	0	1	0	1	0	0	помилка
mistaken	0	0	0	1	0	1	0	0	0	0	помилявся
mister	0	0	0	0	0	0	0	0	0	0	пан
mistress	1	0	1	0	0	1	0	0	0	0	господиня
mistrust	0	0	1	1	0	1	0	0	0	0	недовіра
misty	0	0	0	0	0	0	0	0	0	0	туманний
misunderstand	0	0	0	0	0	1	0	0	0	0	неправильно розуміти
misunderstanding	1	0	0	0	0	1	0	1	0	0	непорозуміння
misuse	0	0	0	0	0	1	0	0	0	0	неправильне використання
mite	0	0	1	0	0	1	0	0	0	0	кліщ
miter	0	0	0	0	0	0	0	0	0	0	митра
mitigation	0	0	0	0	0	0	0	0	0	0	пом'якшення
mix	0	0	0	0	0	0	0	0	0	0	змішувати
mixed	0	0	0	0	0	0	0	0	0	0	змішаний
mixture	0	0	0	0	0	0	0	0	0	0	суміш
moan	0	0	0	1	0	0	0	1	0	0	стогін
moat	0	0	0	0	0	0	0	0	0	1	рів
mob	1	0	0	1	0	1	0	0	0	0	моб
mobile	0	1	0	0	0	0	0	0	0	0	мобільний
mobility	0	0	0	0	0	0	0	0	0	0	мобільність
mobilization	0	0	0	0	0	0	0	0	0	0	мобілізація
mobilize	0	0	0	0	0	0	0	0	0	0	мобілізувати
mockery	0	0	1	0	0	1	0	0	0	0	насмішка
mocking	1	0	1	0	0	1	0	1	0	0	насмішкуватий
modal	0	0	0	0	0	0	0	0	0	0	модальний
modality	0	0	0	0	0	0	0	0	0	0	модальність
mode	0	0	0	0	0	0	0	0	0	0	режим
model	0	0	0	0	0	0	1	0	0	0	модель
modeler	0	0	0	0	0	0	0	0	0	0	модельєр
moderate	0	0	0	0	0	0	1	0	0	0	помірний
moderately	0	0	0	0	0	0	0	0	0	0	помірно
moderating	0	0	0	0	0	0	0	0	0	0	модерування
moderation	0	0	0	0	0	0	0	0	0	0	помірність
moderator	0	0	0	0	0	0	1	0	0	1	модератор
modern	0	0	0	0	0	0	0	0	0	0	сучасний
modernism	0	0	0	0	0	0	0	0	0	0	модернізм
modest	0	0	0	0	0	0	1	0	0	1	скромний
modesty	0	0	0	0	0	0	1	0	0	0	скромність
modicum	0	0	0	0	0	0	0	0	0	0	хоча б
modifiable	0	0	0	0	0	0	0	0	0	0	змінювані
modification	0	0	0	0	0	0	0	0	0	0	модифікація
modified	0	0	0	0	0	0	0	0	0	0	змінений
modify	0	0	0	0	0	0	0	0	1	0	змінювати
modulate	0	0	0	0	0	0	0	0	0	0	модулювати
modulation	0	0	0	0	0	0	0	0	0	0	модуляція
module	0	0	0	0	0	0	0	0	0	0	модуль
modulus	0	0	0	0	0	0	0	0	0	0	модуль
mogul	0	0	0	0	0	0	0	0	0	0	магнат
moiety	0	0	0	0	0	0	0	0	0	0	фрагмент
moist	0	0	0	0	0	0	0	0	0	0	вологий
moisture	0	0	0	0	0	0	0	0	0	0	вологи
molar	0	0	0	0	0	0	0	0	0	0	молярний
molasses	0	0	0	0	0	0	0	0	0	0	патока
mold	0	0	0	0	0	0	0	0	0	0	цвіль
molded	0	0	0	0	0	0	0	0	0	0	формовані
molding	0	0	0	0	0	0	0	0	0	0	формування
moldy	0	0	0	0	0	0	0	0	0	0	запліснявілий
molecular	0	0	0	0	0	0	0	0	0	0	молекулярний
molecule	0	0	0	0	0	0	0	0	0	0	молекула
molestation	1	0	1	1	0	1	0	1	0	0	розбещення
molten	0	0	0	0	0	0	0	0	0	0	розплавлений
moment	0	0	0	0	0	0	0	0	0	0	момент
momentary	0	0	0	0	0	0	0	0	0	0	миттєвий
momentous	0	0	0	0	0	0	0	0	0	0	знаменний
momentum	0	1	0	0	0	0	1	0	0	0	імпульс
monad	0	0	0	0	0	0	0	0	0	0	монада
monarch	0	0	0	0	0	0	0	0	0	0	монарх
monarchy	0	0	0	0	0	0	0	0	0	0	монархія
monastery	0	0	0	0	0	0	0	0	0	0	монастир
monastic	0	0	0	0	0	0	0	0	0	0	монастирський
monetary	0	1	0	0	0	0	1	0	0	0	грошовий
money	1	1	0	0	1	0	1	0	1	1	гроші
monk	0	0	0	0	0	0	1	0	0	1	чернець
monkey	0	0	0	0	0	0	0	0	0	0	мавпа
monochrome	0	0	1	0	0	1	0	0	0	0	монохромний
monogamy	0	0	0	0	0	0	0	0	0	1	моногамія
monogram	0	0	0	0	0	0	0	0	0	0	монограма
monograph	0	0	0	0	0	0	0	0	0	0	монографія
monolayer	0	0	0	0	0	0	0	0	0	0	моношар
monologue	0	0	0	0	0	0	0	0	0	0	монолог
monopolist	0	0	0	0	0	1	0	0	0	0	монополіст
monopoly	0	0	0	0	0	0	0	0	0	0	монополія
monotony	0	0	0	0	0	0	0	0	0	0	монотонність
monsoon	0	0	0	0	0	1	0	1	0	0	мусон
monster	0	0	0	1	0	1	0	0	0	0	монстр
monstrosity	1	0	1	1	0	1	0	0	1	0	потворність
monte	0	0	0	0	0	0	0	0	0	0	монте
month	0	0	0	0	0	0	0	0	0	0	місяць
monthly	0	0	0	0	0	0	0	0	0	0	щомісяця
monument	0	0	0	0	0	0	1	0	0	0	пам'ятник
monumental	0	0	0	0	0	0	0	0	0	0	монументальний
moo	0	0	0	0	0	0	0	0	0	0	мукання
moods	0	0	0	0	0	0	0	0	0	0	настрої
moody	1	0	0	0	0	1	0	1	0	0	примхливий
moon	0	0	0	0	0	0	0	0	0	0	місяць
moonlight	0	0	0	0	0	0	0	0	0	0	місячне світло
moored	0	0	0	0	0	0	0	0	0	0	пришвартований
mooring	0	0	0	0	0	0	0	0	0	0	швартування
moorings	0	0	0	0	0	0	0	0	0	1	причали
moorland	0	0	0	0	0	0	0	0	0	0	болотиста місцевість
moose	0	0	0	0	0	0	0	0	0	0	лось
moot	0	0	0	0	0	1	0	0	0	0	спірний
mooted	0	0	0	0	0	0	0	0	0	0	обговорений
mop	0	0	0	0	0	0	0	0	0	0	швабра
moral	1	0	0	0	0	0	1	0	0	1	моральний
morality	0	0	0	0	0	0	1	0	0	1	мораль
morals	1	1	1	0	1	0	1	0	1	1	мораль
morass	0	0	0	0	0	0	0	0	0	0	болото
moratorium	0	0	0	0	0	0	0	0	0	0	мораторій
morbid	0	0	0	0	0	1	0	1	0	0	хворобливий
morbidity	1	0	1	1	0	1	0	1	0	0	хворобливість
morgue	0	0	1	1	0	1	0	1	0	0	морг
moribund	0	0	0	0	0	1	0	1	0	0	відмираючий
morn	0	1	0	0	0	0	0	0	0	0	ранок
morning	0	0	0	0	0	0	0	0	0	0	ранок
moron	0	0	0	0	0	1	0	0	0	0	виродок
moronic	0	0	0	0	0	1	0	0	0	0	дебільний
morphine	0	0	0	0	0	0	0	0	0	0	морфін
morphism	0	0	0	0	0	0	0	0	0	0	морфізм
morphology	0	0	0	0	0	0	0	0	0	0	морфологія
morrow	0	1	0	0	0	0	0	0	0	0	завтра
morsel	0	0	0	0	0	1	0	0	0	0	шматочок
mortal	0	0	0	0	0	1	0	0	0	0	смертний
mortality	1	0	0	1	0	1	0	1	0	0	смертність
mortar	0	0	0	0	0	0	1	0	0	0	розчин
mortgage	0	0	0	1	0	0	0	0	0	0	іпотека
mortgagee	0	0	0	0	0	0	0	0	0	1	іпотекодержатель
mortgagor	0	0	0	1	0	0	0	0	0	0	заставодавець
mortification	0	1	1	1	0	1	0	1	0	0	умертвіння
mortuary	0	0	0	1	0	1	0	1	0	0	морг
mosaic	0	0	0	0	0	0	0	0	0	0	мозаїка
mosquito	1	0	1	0	0	1	0	0	0	0	комар
moss	0	0	0	0	0	0	0	0	0	0	мох
mossy	0	0	0	0	0	0	0	0	0	0	моховий
mote	0	0	0	0	0	0	0	0	0	0	порошинка
moth	0	0	0	0	0	0	0	0	0	0	моль
mother	0	1	0	0	1	1	1	1	0	1	мати
motherhood	0	0	0	0	1	0	1	0	0	1	материнство
motion	0	1	0	0	0	0	0	0	0	0	руху
motionless	0	0	0	0	0	0	0	0	0	0	нерухомий
motive	0	0	0	0	0	0	1	0	0	0	мотив
motley	0	0	0	0	0	0	0	0	0	0	строкатий
motor	0	0	0	0	0	0	0	0	0	0	двигун
motorbike	0	0	0	0	0	0	0	0	0	0	мотоцикл
motorcycle	0	0	0	0	0	0	0	0	0	0	мотоцикл
motte	0	0	0	0	0	0	0	0	0	0	motte
mottled	0	0	0	0	0	0	0	0	0	0	рябий
motto	0	0	0	0	0	0	0	0	0	0	девіз
mould	0	0	0	0	0	0	0	0	0	0	цвіль
mound	0	0	0	0	0	0	0	0	0	0	курган
mount	0	0	0	0	0	0	0	0	0	0	монтувати
mountain	0	1	0	0	0	0	0	0	0	0	гора
mountaineer	0	0	0	0	0	0	0	0	0	0	альпініст
mountainous	0	0	0	0	0	0	0	0	0	0	гірський
mourn	0	0	0	0	0	1	0	1	0	0	оплакувати
mournful	1	0	0	1	0	1	0	1	0	0	скорботний
mourning	0	0	0	0	0	1	0	1	0	0	траур
mouse	0	0	0	0	0	0	0	0	0	0	миша
moustache	0	0	0	0	0	0	0	0	0	0	вуса
mouth	0	0	0	0	0	0	0	0	1	0	рот
mouthful	0	0	1	0	0	0	0	0	0	0	повний рот
mouthpiece	0	0	0	0	0	0	0	0	0	0	мундштук
movable	0	0	0	0	0	0	1	0	0	0	рухомий
move	0	0	0	0	0	0	0	0	0	0	рухатися
movement	0	0	0	0	0	0	0	0	0	0	рух
mover	0	0	0	0	0	0	1	0	0	0	рушій
movie	0	0	0	0	0	0	0	0	0	0	фільм
moving	0	0	0	0	0	0	0	0	0	0	переміщення
mow	0	0	0	0	0	0	0	0	0	0	косити
muck	0	0	1	0	0	1	0	0	0	0	гидота
mucous	0	0	1	0	0	0	0	0	0	0	слизова
mucus	0	0	1	0	0	0	0	0	0	0	слизу
mud	0	0	0	0	0	1	0	0	0	0	грязь
muddle	0	0	0	0	0	1	0	0	0	0	плутатися
muddled	0	0	0	0	0	1	0	0	0	0	заплутаний
muddy	0	0	1	0	0	1	0	0	0	0	каламутний
muff	1	0	1	0	0	1	0	0	0	0	муфта
muffled	0	0	0	0	0	0	0	0	0	0	приглушено
muffler	0	0	0	0	0	0	0	0	0	0	глушник
mug	1	0	0	1	0	1	1	1	0	0	гуртка
mule	1	0	0	0	0	1	0	0	0	1	мул
multilateral	0	0	0	0	0	0	0	0	0	0	багатосторонній
multiple	0	0	0	0	0	0	0	0	0	0	багаторазовий
multiplex	0	0	0	0	0	0	0	0	0	0	мультиплекс
multiplication	0	0	0	0	0	0	0	0	0	0	множення
multiplicity	0	0	0	0	0	0	0	0	0	0	кратність
multiplied	0	0	0	0	0	0	0	0	0	0	помножений
multiplier	0	0	0	0	0	0	0	0	0	0	множник
multiply	0	0	0	0	0	0	0	0	0	0	множити
multitude	0	0	0	0	0	0	0	0	0	0	безліч
mum	0	0	0	1	0	1	0	0	0	0	мама
mumble	0	0	0	0	0	1	0	0	0	0	бурмотіти
mummy	0	0	0	0	0	0	0	0	0	0	мумія
mumps	0	0	0	0	0	1	0	0	0	0	паротит
munch	0	0	0	0	0	0	0	0	0	0	жувати
mundane	0	0	0	0	0	0	0	0	0	0	буденний
municipal	0	0	0	0	0	0	0	0	0	0	муніципальний
municipality	0	0	0	0	0	0	0	0	0	0	муніципалітет
mural	0	0	0	0	0	0	0	0	0	0	фреска
murder	1	0	1	1	0	1	0	1	1	0	вбивство
murderer	1	0	1	1	0	1	0	1	0	0	вбивця
murderous	1	0	1	1	0	1	0	1	1	0	вбивчий
murky	0	0	1	0	0	1	0	1	0	0	каламутний
murmur	0	0	0	0	0	0	0	0	0	0	бурчання
muscle	0	0	0	0	0	0	0	0	0	0	м'яз
muscular	0	0	0	0	0	0	1	0	0	0	м'язовий
muse	0	0	0	0	0	0	0	0	0	0	муза
muses	0	0	0	0	0	0	0	0	0	0	муз
museum	0	0	0	0	0	0	0	0	0	0	музей
mush	0	0	0	0	0	0	0	0	0	0	каша
mushroom	0	0	0	0	0	0	0	0	0	0	гриб
music	0	0	0	0	1	0	1	1	0	0	музика
musical	1	1	0	0	1	0	1	1	1	1	музичний
musician	0	0	0	0	0	0	0	0	0	0	музикант
musing	0	0	0	0	0	0	0	0	0	0	розмірковуючи
musk	0	0	0	0	0	0	0	0	0	0	мускус
musket	0	0	0	1	0	0	0	0	0	0	мушкет
muslin	0	0	0	0	0	0	0	0	0	0	муслін
muss	0	0	0	0	0	1	0	0	0	0	мусс
mustang	0	0	0	0	0	0	0	0	0	0	мустанг
mustard	0	0	0	0	0	0	0	0	0	0	гірчиця
muster	0	0	0	0	0	0	0	0	0	0	зібрати
musty	0	0	1	0	0	1	0	0	0	0	затхлий
mutable	0	1	0	0	0	0	1	0	0	0	мінливий
mutant	0	0	0	0	0	1	0	0	0	0	мутант
mutation	0	0	0	0	0	0	0	0	0	0	мутація
mutilated	0	0	1	0	0	1	0	0	0	0	понівечений
mutilation	1	0	1	1	0	1	0	1	0	0	каліцтво
mutiny	1	0	1	1	0	1	0	0	1	0	заколот
mutter	1	0	0	0	0	1	0	0	0	0	бурмотіти
mutton	0	0	0	0	0	0	0	0	0	0	баранина
mutual	0	0	0	0	0	0	1	0	0	0	взаємний
mutually	0	0	0	0	0	0	0	0	0	0	взаємно
muzzle	0	0	0	1	0	1	0	0	0	0	морда
myopia	1	0	0	0	0	1	0	1	0	0	короткозорість
myopic	0	0	0	0	0	0	0	0	0	0	короткозорий
myriad	0	0	0	0	0	0	0	0	0	0	безліч
mysterious	0	1	0	1	0	0	0	0	1	0	таємничий
mystery	0	1	0	0	0	0	0	0	1	0	таємниця
mystic	0	0	0	0	0	0	0	0	1	0	містика
mystical	0	0	0	0	0	0	0	0	0	0	містичний
mysticism	0	0	0	0	0	0	0	0	0	0	містика
myth	0	0	0	0	0	0	0	0	0	0	міф
mythic	0	0	0	0	0	0	0	0	0	0	міфічний
mythical	0	0	0	0	0	0	0	0	0	0	міфічний
mythological	0	0	0	0	0	0	0	0	0	0	міфологічний
mythology	0	0	0	0	0	0	0	0	0	0	міфології
nab	0	0	0	0	0	1	0	0	1	0	наб
nadir	0	0	0	0	0	1	0	0	0	0	найнижчий рівень
nag	1	0	0	0	0	1	0	0	0	0	наг
nail	0	0	0	0	0	0	0	0	0	0	цвях
naive	0	0	0	0	0	1	0	0	0	0	наївний
naked	0	0	0	0	0	0	0	0	0	0	голий
named	0	0	0	0	0	0	0	0	0	0	названий
nameless	0	0	1	0	0	1	0	0	0	0	безіменні
namesake	0	0	0	0	0	0	0	0	0	0	тезка
naming	0	0	0	0	0	0	0	0	0	0	іменування
nanny	0	0	0	0	0	0	0	0	0	0	няня
nanometer	0	0	0	0	0	0	0	0	0	0	нанометр
nap	0	0	0	0	1	0	1	0	0	0	дрімати
nape	0	0	0	0	0	0	0	0	0	0	потилицю
napkin	0	0	0	0	0	0	0	1	0	0	серветка
napping	0	0	0	0	0	0	0	0	0	0	дрімає
nappy	0	0	1	0	0	1	0	0	0	0	підгузник
narcotic	0	0	0	0	0	1	0	0	0	0	наркотичний
narrate	0	0	0	0	0	0	0	0	0	0	розповідати
narration	0	0	0	0	0	0	0	0	0	0	розповідь
narrative	0	0	0	0	0	0	0	0	0	0	розповідь
narrator	0	0	0	0	0	0	0	0	0	0	оповідач
narrow	0	0	0	0	0	0	0	0	0	0	вузькі
narrowing	0	0	0	0	0	0	0	0	0	0	звуження
nascent	0	1	0	0	0	0	0	0	0	0	зароджується
nasty	1	0	1	1	0	1	0	1	0	0	противний
natal	0	0	0	0	0	0	0	0	0	0	натальний
nation	0	0	0	0	0	0	0	0	0	1	нація
national	0	0	0	0	0	0	0	0	0	0	національний
nationality	0	0	0	0	0	0	0	0	0	0	національність
native	0	0	0	0	0	0	0	0	0	0	рідний
nativity	0	0	0	0	0	0	0	0	0	0	вертеп
naturalist	0	0	0	0	0	0	1	0	0	0	натураліст
naturalization	0	0	0	0	0	0	0	0	0	0	натуралізація
naturalized	0	0	0	0	0	0	0	0	0	0	натуралізований
naturally	0	0	0	0	0	0	0	0	0	0	природно
nature	0	0	0	0	0	0	0	0	0	0	природи
naught	0	0	0	0	0	0	0	0	0	0	нічого
naughty	0	0	0	0	0	1	0	0	0	0	неслухняний
nausea	0	0	1	0	0	1	0	0	0	0	нудота
nauseous	0	0	1	0	0	1	0	1	0	0	нудотний
nautical	0	0	0	0	0	0	0	0	0	0	морський
naval	0	0	0	0	0	0	0	0	0	0	військово-морський
nave	0	0	0	0	0	0	0	0	0	0	неф
navel	0	0	0	0	0	0	0	0	0	0	пупок
navigable	0	1	0	0	0	0	1	0	0	0	судноплавний
navigate	0	0	0	0	0	0	0	0	0	0	орієнтуватися
navigation	0	0	0	0	0	0	0	0	0	0	навігація
navigator	0	1	0	0	0	0	0	0	0	1	навігатор
navy	0	0	0	0	0	0	0	0	0	0	флот
nay	0	0	0	0	0	1	0	0	0	0	ні
neatly	0	0	0	0	0	0	1	0	0	0	акуратно
nebula	0	0	0	0	0	0	0	0	0	0	туманність
nebulae	0	0	0	0	0	0	0	0	0	0	туманності
nebulous	0	0	0	0	0	0	0	0	0	0	туманний
necessarily	0	0	0	0	0	0	0	0	0	0	обов'язково
necessitate	0	0	0	0	0	0	0	0	0	0	вимагати
necessities	0	0	0	0	0	0	0	0	0	0	предмети першої необхідності
necessity	0	0	0	0	0	0	0	1	0	0	необхідність
neck	0	0	0	0	0	0	0	0	0	0	шия
necklace	0	0	0	0	0	0	0	0	0	0	намисто
necrosis	0	0	0	0	0	0	0	0	0	0	некроз
nectar	0	0	0	0	0	0	1	0	0	0	нектар
needful	0	0	0	0	0	1	0	0	0	0	необхідний
needle	0	0	0	0	0	0	1	0	0	0	голка
needless	0	0	0	0	0	0	0	0	0	0	непотрібний
needy	0	0	0	0	0	1	0	0	0	0	нужденний
nefarious	0	0	1	1	0	1	0	1	1	0	мерзенний
negation	1	0	0	0	0	1	0	0	0	0	заперечення
negative	0	0	0	0	0	1	0	1	0	0	негативний
neglect	0	0	0	0	0	1	0	0	0	0	нехтування
neglected	1	0	1	0	0	1	0	1	0	0	знехтуваний
neglecting	0	0	0	0	0	1	0	0	0	0	нехтування
negligence	0	0	0	0	0	1	0	0	0	0	недбалість
negligent	0	0	0	0	0	1	0	0	0	0	недбалий
negligently	0	0	0	0	0	1	0	0	0	0	недбало
negligible	0	0	0	0	0	0	0	0	0	0	незначний
negotiate	0	0	0	0	0	0	1	0	0	1	вести переговори
negotiation	0	0	0	0	0	0	0	0	0	0	переговори
negotiator	0	0	0	0	0	0	1	0	0	0	переговорник
negro	0	0	0	0	0	1	0	1	0	0	негр
neigh	0	0	0	0	0	0	0	0	0	0	ржати
neighbor	0	1	0	0	0	0	1	0	0	1	сусід
neighborhood	0	1	0	0	0	0	0	0	0	0	околиці
neighboring	0	0	0	0	0	0	0	0	0	0	сусідні
neonatal	0	0	0	0	0	0	0	0	0	0	неонатальний
neophyte	0	0	0	0	0	0	0	0	0	0	неофіт
neoprene	0	0	0	0	0	0	0	0	0	0	неопрен
nephew	0	0	0	0	0	0	0	0	0	0	племінник
nepotism	1	0	1	0	0	1	0	1	0	0	кумівство
nerve	0	0	0	0	0	0	1	0	0	0	нерв
nervous	0	1	0	1	0	1	0	0	0	0	нервовий
nervousness	0	0	0	1	0	0	0	0	0	0	нервозність
ness	0	0	0	0	0	0	0	0	0	0	ність
nest	0	0	0	0	0	0	0	0	0	1	гніздо
nestle	0	0	0	0	0	0	1	0	0	1	гніздитися
nestling	0	0	0	0	0	0	0	0	0	0	пташеня
net	0	0	0	0	0	0	0	0	0	0	чистий
nether	1	0	0	1	0	1	0	1	0	0	нижній
netting	0	0	0	0	0	0	0	0	0	0	сітка сітка
nettle	1	0	1	0	0	1	0	0	0	0	кропива
network	0	1	0	0	0	0	0	0	0	0	мережі
neuralgia	0	0	0	1	0	1	0	1	0	0	невралгія
neurology	0	0	0	0	0	0	0	0	0	0	неврологія
neurosis	0	0	0	1	0	1	0	1	0	0	невроз
neurotic	0	0	1	1	0	1	0	0	0	0	невротичний
neuter	0	0	0	0	0	0	0	0	0	0	середнього роду
neutral	0	1	0	0	0	0	0	0	0	1	нейтральний
neutrality	0	0	0	0	0	0	0	0	0	1	нейтралітет
neutralize	0	0	0	0	0	0	0	0	0	0	нейтралізувати
newborn	0	0	0	0	0	0	0	0	0	0	новонароджений
newcomer	0	0	0	1	0	0	0	0	1	0	новачок
newly	0	0	0	0	0	0	0	0	0	0	нещодавно
newness	0	0	0	0	0	0	0	0	0	0	новизна
news	0	0	0	0	0	0	0	0	0	0	новини
newspaper	0	0	0	0	0	0	0	0	0	0	газета
newsstand	0	0	0	0	0	0	0	0	0	0	газетний кіоск
nib	0	0	0	0	0	0	0	0	0	0	перо
nibble	0	0	0	0	0	0	0	0	0	0	гризти
niche	0	0	0	0	0	0	0	0	0	0	ніша
nichts	0	0	0	0	0	0	0	0	0	0	nichts
nick	0	0	0	0	0	0	0	0	0	0	нік
nickel	0	0	0	0	0	0	0	0	0	0	нікель
nickname	0	0	0	0	0	0	0	0	0	0	псевдонім
nicotine	0	0	1	0	0	1	0	0	0	0	нікотин
niece	0	0	0	0	0	0	0	0	0	0	племінниця
nigh	0	0	0	0	0	0	0	0	0	0	близько
night	0	0	0	0	0	0	0	0	0	0	ніч
nightfall	0	0	0	0	0	0	0	0	0	0	сутінки
nightingale	0	0	0	0	0	0	0	0	0	0	соловейко
nightmare	0	0	0	1	0	1	0	0	0	0	кошмар
nihilism	0	0	0	0	0	1	0	0	0	0	нігілізм
nil	0	0	0	0	0	0	0	0	0	0	нуль
nimble	0	0	0	0	0	0	0	0	0	0	спритний
ninety	0	0	0	0	0	0	0	0	0	0	дев'яносто
ninth	0	0	0	0	0	0	0	0	0	0	дев'ятий
nip	0	0	0	0	0	0	0	0	0	0	затиснути
nipple	0	0	0	0	0	0	0	0	0	0	соска
nix	0	0	0	0	0	0	0	0	0	0	нікс
nobility	0	1	0	0	0	0	1	0	0	1	дворянство
noble	0	0	0	0	0	0	1	0	0	1	шляхетний
nobleman	0	0	0	0	0	0	1	0	0	1	шляхтич
nocturnal	0	0	0	0	0	0	0	0	0	0	нічний спосіб життя
nod	0	0	0	0	0	0	0	0	0	0	кивати
nodding	0	0	0	0	0	0	0	0	0	0	киваючи
node	0	0	0	0	0	0	0	0	0	0	вузол
nodular	0	0	0	0	0	0	0	0	0	0	вузлуватий
nodule	0	0	0	0	0	0	0	0	0	0	вузлик
noise	0	0	0	0	0	1	0	0	0	0	шум
noisy	1	0	0	0	0	1	0	0	0	0	шумний
nomad	0	0	0	0	0	0	0	0	0	0	кочівник
nomadic	0	0	0	0	0	0	0	0	0	0	кочовий
nomenclature	0	0	0	0	0	0	0	0	0	0	номенклатура
nominal	0	0	0	0	0	0	0	0	0	0	номінальний
nominate	0	0	0	0	0	0	0	0	0	0	номінувати
nomination	0	0	0	0	0	0	1	0	0	0	номінація
nominee	0	0	0	0	0	0	0	0	0	0	номінант
nonce	0	0	0	0	0	0	0	0	0	0	один раз
noncompliance	1	1	0	1	0	1	0	1	0	0	невідповідність
nondescript	0	0	0	0	0	0	0	0	0	0	непоказний
nonexistent	0	0	0	0	0	0	0	0	0	0	неіснуючий
nonpayment	0	0	0	0	0	0	0	0	0	0	несплата
nonresident	0	0	0	0	0	0	0	0	0	0	не резидент
nonsense	0	0	0	0	0	1	0	0	0	0	нісенітниця
nonsensical	0	0	0	0	0	1	0	1	0	0	безглуздий
noodle	0	0	0	0	0	0	0	0	0	0	локшина
nook	0	0	0	0	0	0	0	0	0	0	куточок
noon	0	0	0	0	0	0	0	0	0	0	полудень
noose	0	0	0	0	0	1	0	1	0	0	петля
norm	0	0	0	0	0	0	0	0	0	0	норма
normal	0	0	0	0	0	0	0	0	0	0	нормально
normalcy	0	0	0	0	0	0	0	0	0	0	нормальність
normality	0	0	0	0	0	0	1	0	0	0	нормальність
nose	0	0	1	0	0	0	0	0	0	0	ніс
nostalgia	0	0	0	0	0	0	0	0	0	0	ностальгія
nostril	0	0	0	0	0	0	0	0	0	0	ніздрі
notable	0	0	0	0	1	0	1	0	0	1	помітний
notables	0	0	0	0	0	0	1	0	0	0	видатні особи
notably	0	0	0	0	0	0	0	0	0	0	особливо
notary	0	0	0	0	0	0	0	0	0	1	нотаріус
notation	0	0	0	0	0	0	0	0	0	0	позначення
notch	0	0	0	0	0	0	0	0	0	0	виїмка
notched	0	0	0	0	0	0	0	0	0	0	зубчастий
note	0	0	0	0	0	0	0	0	0	0	Примітка
notebook	0	0	0	0	0	0	0	0	0	0	блокнот
noted	0	0	0	0	0	0	1	0	0	0	зазначив
noteworthy	0	0	0	0	0	0	0	0	0	0	вартий уваги
nothingness	0	0	0	0	0	1	0	1	0	0	нікчемність
notice	0	0	0	0	0	0	0	0	0	0	повідомлення
noticeable	0	0	0	0	0	0	0	0	0	0	помітний
notification	0	1	0	0	0	0	0	0	0	0	повідомлення
notify	0	0	0	0	0	0	0	0	0	0	повідомити
notion	0	0	0	0	0	0	1	0	0	0	поняття
notional	0	0	0	0	0	0	0	0	0	0	умовний
notoriety	1	0	1	1	0	1	1	0	0	0	відомість
notwithstanding	0	0	0	0	0	0	0	0	0	0	незважаючи на це
nought	0	0	0	0	0	0	0	0	0	0	нічого
noun	0	0	0	0	0	0	0	0	0	0	іменник
nourish	0	0	0	0	0	0	0	0	0	0	живити
nourishment	0	0	0	0	0	0	1	0	0	0	харчування
nouveau	0	0	0	0	0	0	0	0	0	0	нуво
novelty	0	0	0	0	0	0	0	0	0	0	новизна
novice	0	0	0	0	0	0	0	0	0	0	новачок
nowadays	0	0	0	0	0	0	0	0	0	0	в наші дні
noxious	0	0	1	1	0	1	0	0	0	0	шкідливий
nozzle	0	0	0	0	0	0	0	0	0	0	насадка
nuance	0	0	0	0	0	0	0	0	0	0	нюанс
nuances	0	0	0	0	0	0	0	0	0	0	нюанси
nucleus	0	0	0	0	0	0	0	0	0	0	ядро
nude	0	0	0	0	0	0	0	0	0	0	оголена
nudge	0	0	0	0	0	0	0	0	0	0	підштовхнути
nudity	0	0	0	0	0	0	0	0	0	0	нагота
nugget	0	0	0	0	0	0	0	0	0	0	самородок
nuisance	1	0	0	0	0	1	0	0	0	0	неприємність
nul	0	0	0	0	0	1	0	0	0	0	nul
null	0	0	0	0	0	0	0	0	0	0	нуль
nullify	0	0	0	0	0	1	0	0	1	0	звести нанівець
numb	0	0	0	0	0	1	0	0	0	0	оніміння
number	0	0	0	0	0	0	0	0	0	0	номер
numbering	0	0	0	0	0	0	0	0	0	0	нумерація
numbers	0	0	0	0	0	0	1	0	0	0	чисел
numbness	0	0	0	0	0	1	0	1	0	0	оніміння
numeral	0	0	0	0	0	0	0	0	0	0	числівник
numerator	0	0	0	0	0	0	0	0	0	0	чисельник
numerical	0	0	0	0	0	0	0	0	0	0	числові
numerically	0	0	0	0	0	0	0	0	0	0	чисельно
numerous	0	0	0	0	0	0	0	0	0	0	численні
nun	0	0	0	0	0	1	0	0	0	1	черниця
nurse	0	0	0	0	0	0	1	0	0	1	медсестра
nursery	0	0	0	0	1	0	1	0	0	1	розплідник
nurture	1	1	1	1	1	0	1	0	0	1	виховувати
nutmeg	0	0	0	0	0	0	0	0	0	0	мускатний горіх
nutrition	0	0	0	0	0	0	0	0	0	0	харчування
nutritious	0	0	0	0	0	0	1	1	0	0	поживний
nutritive	0	0	0	0	0	0	0	0	0	0	поживний
