English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Uzbek Word
mentor	0	0	0	0	0	0	1	0	0	1	ustoz
menu	0	0	0	0	0	0	0	0	0	0	menyu
meow	0	0	0	0	0	0	0	0	0	0	myau
mercantile	0	0	0	0	0	0	0	0	0	0	tijorat
mercenary	0	0	0	1	0	1	0	0	0	0	yollanma askar
merchandise	0	0	0	0	0	0	0	0	0	0	tovar
merchant	0	0	0	0	0	0	0	0	0	1	savdogar
merciful	0	0	0	0	0	0	1	0	0	0	mehribon
merciless	0	0	0	1	0	1	0	0	0	0	shafqatsiz
mercurial	0	0	0	0	0	0	0	0	0	0	simob
mercy	0	0	0	0	0	0	1	0	0	0	rahm-shafqat
mere	0	0	0	0	0	0	0	0	0	0	oddiy
merge	0	1	0	0	0	0	1	0	0	0	birlashtirish
meridian	0	0	0	0	0	0	0	0	0	0	meridian
meridional	0	0	0	0	0	0	0	0	0	0	meridional
merit	0	0	0	0	0	0	1	0	0	1	savob
meritorious	0	0	0	0	1	0	1	0	0	1	sharafli
mermaid	0	0	0	0	0	0	0	0	0	0	suv parisi
merriment	0	0	0	0	1	0	1	0	1	0	quvnoqlik
merry	0	0	0	0	1	0	1	0	0	0	quvnoq
mesa	0	0	0	0	0	0	0	0	0	0	mesa
mesh	0	0	0	0	0	0	0	0	0	0	to'r
meshes	0	0	0	0	0	0	0	0	0	0	meshlar
mesmerized	0	0	0	0	0	0	0	0	0	0	maftun bo'ldi
mess	0	0	1	0	0	1	0	0	0	0	tartibsizlik
message	0	0	0	0	0	0	0	0	0	0	xabar
messenger	0	0	0	0	0	0	0	0	0	1	xabarchi
messy	0	0	1	0	0	1	0	0	0	0	tartibsiz
metabolism	0	0	0	0	0	0	0	0	0	0	metabolizm
metal	0	0	0	0	0	0	0	0	0	0	metall
metallurgy	0	0	0	0	0	0	0	0	0	0	metallurgiya
metamorphosis	0	0	0	0	0	0	0	0	0	0	metamorfoz
metaphor	0	0	0	0	0	0	0	0	0	0	metafora
metaphorical	0	0	0	0	0	0	0	0	0	0	metaforik
metaphysical	0	0	0	0	0	0	0	0	0	0	metafizik
metaphysics	0	0	0	0	0	0	0	0	0	0	metafizika
metastasis	0	0	0	0	0	1	0	0	0	0	metastaz
meteor	0	0	0	0	0	0	0	0	0	0	meteor
meteoric	0	0	0	0	0	0	0	0	0	0	meteorik
meteorite	0	0	0	0	0	0	0	0	0	0	meteorit
meteorological	0	0	0	0	0	0	0	0	0	0	meteorologik
meteorology	0	0	0	0	0	0	0	0	0	0	meteorologiya
meter	0	0	0	0	0	0	0	0	0	0	metr
methanol	0	0	0	0	0	1	0	0	0	0	metanol
method	0	0	0	0	0	0	0	0	0	0	usuli
methodical	0	0	0	0	0	0	0	0	0	0	uslubiy
meticulous	0	0	0	0	0	0	0	0	0	0	puxta
metric	0	0	0	0	0	0	0	0	0	0	metrik
metrical	0	0	0	0	0	0	0	0	0	0	metrik
metrology	0	0	0	0	0	0	0	0	0	0	metrologiya
metropolis	0	0	0	0	0	0	0	0	0	0	metropolis
metropolitan	0	0	0	0	0	0	1	0	0	0	metropoliten
mettle	0	0	0	0	0	0	1	0	0	0	jasorat
mew	0	0	0	0	0	0	0	0	0	0	mew
mica	0	0	0	0	0	0	0	0	0	0	slyuda
mick	0	0	0	0	0	0	0	0	0	0	mik
microbe	0	0	0	0	0	0	0	0	0	0	mikrob
microbiology	0	0	0	0	0	0	0	0	0	0	mikrobiologiya
microcosm	0	0	0	0	0	0	0	0	0	0	mikrokosmos
microgram	0	0	0	0	0	0	0	0	0	0	mikrogram
micrometer	0	0	0	0	0	0	0	0	0	0	mikrometr
micron	0	0	0	0	0	0	0	0	0	0	mikron
microphone	0	0	0	0	0	0	0	0	0	0	mikrofon
microscope	0	0	0	0	0	0	0	0	0	1	mikroskop
microscopic	0	0	0	0	0	0	0	0	0	0	mikroskopik
microscopically	0	0	0	0	0	0	0	0	0	0	mikroskopik
microscopy	0	0	0	0	0	0	1	0	0	0	mikroskop
mid	0	0	0	0	0	0	0	0	0	0	o'rta
midday	0	0	0	0	0	0	0	0	0	0	peshin vaqti
middle	0	0	0	0	0	0	0	0	0	0	o'rtada
middleman	0	0	0	0	0	0	0	0	0	0	vositachi
midland	0	0	0	0	0	0	0	0	0	0	midland
midnight	0	0	0	0	0	0	0	0	0	0	yarim tun
midst	0	0	0	0	0	0	0	0	0	0	o'rtasida
midsummer	0	0	0	0	0	0	0	0	0	0	yoz o'rtalarida
midway	0	0	0	0	0	0	0	0	0	0	o'rtada
midwife	0	1	0	0	1	1	1	0	0	1	doya
midwifery	0	0	0	0	0	0	1	0	0	0	akusherlik
mien	0	0	0	0	0	0	0	0	0	0	mien
mighty	1	0	0	1	1	0	1	0	0	1	qudratli
migrate	0	0	0	0	0	0	0	0	0	0	ko'chish
migration	0	0	0	0	0	0	0	0	0	0	migratsiya
migratory	0	0	0	0	0	0	0	0	0	0	migratsiya
mike	0	0	0	0	0	0	0	0	0	0	mayk
mildew	0	0	1	0	0	1	0	0	0	0	chiriyotgan
mile	0	0	0	0	0	0	0	0	0	0	milya
mileage	0	0	0	0	0	0	0	0	0	0	kilometr
milestone	0	0	0	0	0	0	0	0	0	0	muhim bosqich
militant	0	0	0	0	0	0	0	0	0	0	jangari
military	0	0	0	1	0	0	0	0	0	0	harbiy
militia	1	0	0	1	0	1	0	1	0	0	militsiya
milk	0	0	0	0	0	0	0	0	0	0	sut
milky	0	0	0	0	0	0	0	0	0	0	sutli
mill	0	1	0	0	0	0	0	0	0	0	tegirmon
millennium	0	0	0	0	0	0	0	0	0	0	ming yillik
milligram	0	0	0	0	0	0	0	0	0	0	milligramm
millimeter	0	0	0	0	0	0	0	0	0	0	millimetr
million	0	0	0	0	0	0	0	0	0	0	million
millionaire	0	0	0	0	0	0	0	0	0	0	millioner
mime	0	0	0	0	0	0	1	0	0	0	mim
mimic	0	0	0	0	0	0	0	0	0	0	taqlid qilish
mimicking	0	0	0	0	0	0	0	0	0	0	taqlid qilish
mimicry	0	0	0	0	0	1	0	0	1	0	taqlid qilish
mind	0	0	0	0	0	0	0	0	0	0	aql
minded	0	0	0	0	0	0	0	0	0	0	fikrli
mindful	0	0	0	0	0	0	1	0	0	0	aqlli
mindfulness	0	0	0	0	0	0	1	0	0	0	hushyorlik
mine	0	0	0	0	0	0	0	0	0	0	meniki
miner	0	0	0	0	0	0	0	0	0	0	konchi
mineral	0	0	0	0	0	0	0	0	0	0	mineral
mineralogy	0	0	0	0	0	0	0	0	0	0	mineralogiya
mingle	0	0	0	0	0	0	0	0	0	0	aralashmoq
mingled	0	0	0	0	0	0	0	0	0	0	aralashgan
miniature	0	0	0	0	0	0	0	0	0	0	miniatyura
minibus	0	0	0	0	0	0	0	0	0	0	mikroavtobus
minim	0	0	0	0	0	0	0	0	0	0	minimal
minimize	0	0	0	0	0	1	0	0	0	0	minimallashtirish
minimum	0	0	0	0	0	1	0	0	0	0	eng kam
minister	0	0	0	0	0	0	0	0	0	0	vazir
ministerial	0	0	0	0	0	0	0	0	0	0	vazirlik
ministry	0	0	0	0	1	0	1	0	0	1	vazirlik
minivan	0	0	0	0	0	0	0	0	0	0	mikroavtobus
minnow	0	0	0	0	0	0	0	0	0	0	minnow
minor	0	0	0	0	0	0	0	0	0	0	kichik
minority	0	0	0	0	0	1	0	0	0	0	ozchilik
minstrel	0	0	0	0	0	0	0	0	0	0	oshiq
mint	0	0	0	0	0	0	0	0	0	0	yalpiz
minuscule	0	0	0	0	0	0	0	0	0	0	kichik
minute	0	0	0	0	0	0	0	0	0	0	daqiqa
minutiae	0	0	0	0	0	0	0	0	0	0	daqiqalar
mir	0	0	0	0	0	0	0	0	0	0	mir
miracle	0	1	0	0	1	0	1	0	1	1	mo''jiza
miraculous	0	0	0	0	1	0	1	0	1	0	mo''jizaviy
mirage	0	0	0	0	0	0	0	0	0	0	sarob
mire	0	0	1	0	0	1	0	0	0	0	botqoq
mirror	0	0	0	0	0	0	0	0	0	0	oyna
mirth	0	0	0	0	1	0	1	0	0	0	shodlik
misappropriation	0	0	0	0	0	0	0	0	0	0	o'zlashtirish
misbehavior	1	0	1	0	0	1	0	0	1	0	noto'g'ri xatti-harakatlar
miscarriage	0	0	0	1	0	1	0	1	0	0	abort
miscellaneous	0	0	0	0	0	0	0	0	0	0	har xil
miscellany	0	0	0	0	0	0	0	0	0	0	har xil
mischief	0	0	0	0	0	1	0	0	0	0	zarar
mischievous	0	0	0	0	0	1	0	0	0	0	yaramas
misconception	1	0	1	1	0	1	0	0	0	0	noto'g'ri tushuncha
misconduct	0	0	1	0	0	1	0	0	0	0	noto'g'ri xatti-harakatlar
misdemeanor	0	0	0	0	0	0	0	0	0	0	noto'g'ri ish
miserable	1	0	1	0	0	1	0	1	0	0	baxtsiz
miserably	0	0	0	0	0	1	0	1	0	0	baxtsiz
misery	1	0	1	1	0	1	0	1	0	0	baxtsizlik
misfortune	0	0	0	1	0	1	0	1	0	0	baxtsizlik
misguided	0	0	1	0	0	1	0	0	0	0	adashgan
mishap	0	0	1	1	0	1	0	1	1	0	baxtsiz hodisa
misinformed	0	0	0	0	0	0	0	0	0	0	noto'g'ri ma'lumot bergan
misinterpretation	0	0	0	0	0	1	0	0	0	0	noto'g'ri talqin qilish
mislead	1	0	0	1	0	1	0	0	0	1	adashtirish
misleading	1	0	1	0	0	1	0	0	0	0	chalg'ituvchi
mismanagement	0	0	0	0	0	1	0	0	0	0	noto'g'ri boshqaruv
mismatch	0	0	0	0	0	1	0	0	0	0	mos kelmaslik
mismatched	0	0	0	0	0	0	0	0	0	0	mos kelmaydigan
misnomer	0	0	0	0	0	1	0	0	0	0	noto'g'ri nom
misplace	1	0	1	0	0	1	0	0	0	0	noto'g'ri joylashtirmoq
misplaced	0	0	0	0	0	1	0	0	0	0	noto'g'ri joylashtirilgan
misrepresent	0	0	0	0	0	1	0	0	0	0	noto'g'ri ko'rsatish
misrepresentation	0	0	0	0	0	1	0	1	0	0	noto'g'ri talqin qilish
misrepresented	1	0	0	0	0	1	0	0	0	0	noto'g'ri ko'rsatilgan
miss	0	0	0	0	0	0	0	0	0	0	sog'indim
missile	0	0	0	1	0	0	0	0	0	0	raketa
missing	0	0	0	1	0	1	0	1	0	0	yo'qolgan
mission	0	0	0	0	0	0	0	0	0	0	missiya
missionary	0	0	0	0	0	0	1	0	0	0	missioner
misstatement	1	0	1	0	0	1	0	0	0	0	noto'g'ri bayonot
mist	0	0	0	0	0	0	0	0	0	0	tuman
mistake	0	0	0	0	0	1	0	1	0	0	Xato
mistaken	0	0	0	1	0	1	0	0	0	0	xato
mister	0	0	0	0	0	0	0	0	0	0	janob
mistress	1	0	1	0	0	1	0	0	0	0	bekasi
mistrust	0	0	1	1	0	1	0	0	0	0	ishonchsizlik
misty	0	0	0	0	0	0	0	0	0	0	tumanli
misunderstand	0	0	0	0	0	1	0	0	0	0	noto'g'ri tushunish
misunderstanding	1	0	0	0	0	1	0	1	0	0	tushunmovchilik
misuse	0	0	0	0	0	1	0	0	0	0	noto'g'ri foydalanish
mite	0	0	1	0	0	1	0	0	0	0	kana
miter	0	0	0	0	0	0	0	0	0	0	miter
mitigation	0	0	0	0	0	0	0	0	0	0	yumshatish
mix	0	0	0	0	0	0	0	0	0	0	aralashtirmoq
mixed	0	0	0	0	0	0	0	0	0	0	aralashgan
mixture	0	0	0	0	0	0	0	0	0	0	aralashmasi
moan	0	0	0	1	0	0	0	1	0	0	nola
moat	0	0	0	0	0	0	0	0	0	1	xandaq
mob	1	0	0	1	0	1	0	0	0	0	olomon
mobile	0	1	0	0	0	0	0	0	0	0	mobil
mobility	0	0	0	0	0	0	0	0	0	0	harakatchanlik
mobilization	0	0	0	0	0	0	0	0	0	0	safarbarlik
mobilize	0	0	0	0	0	0	0	0	0	0	safarbar qilish
mockery	0	0	1	0	0	1	0	0	0	0	masxara
mocking	1	0	1	0	0	1	0	1	0	0	masxara qilish
modal	0	0	0	0	0	0	0	0	0	0	modal
modality	0	0	0	0	0	0	0	0	0	0	modallik
mode	0	0	0	0	0	0	0	0	0	0	rejimi
model	0	0	0	0	0	0	1	0	0	0	model
modeler	0	0	0	0	0	0	0	0	0	0	modeler
moderate	0	0	0	0	0	0	1	0	0	0	o'rtacha
moderately	0	0	0	0	0	0	0	0	0	0	o'rtacha
moderating	0	0	0	0	0	0	0	0	0	0	moderatorlik
moderation	0	0	0	0	0	0	0	0	0	0	moderatsiya
moderator	0	0	0	0	0	0	1	0	0	1	moderator
modern	0	0	0	0	0	0	0	0	0	0	zamonaviy
modernism	0	0	0	0	0	0	0	0	0	0	modernizm
modest	0	0	0	0	0	0	1	0	0	1	kamtarin
modesty	0	0	0	0	0	0	1	0	0	0	kamtarlik
modicum	0	0	0	0	0	0	0	0	0	0	oz miqdorda
modifiable	0	0	0	0	0	0	0	0	0	0	o'zgartirilishi mumkin
modification	0	0	0	0	0	0	0	0	0	0	modifikatsiya
modified	0	0	0	0	0	0	0	0	0	0	tahrirlangan
modify	0	0	0	0	0	0	0	0	1	0	o'zgartirish
modulate	0	0	0	0	0	0	0	0	0	0	modulyatsiya qilish
modulation	0	0	0	0	0	0	0	0	0	0	modulyatsiya
module	0	0	0	0	0	0	0	0	0	0	modul
modulus	0	0	0	0	0	0	0	0	0	0	modul
mogul	0	0	0	0	0	0	0	0	0	0	mogul
moiety	0	0	0	0	0	0	0	0	0	0	qism
moist	0	0	0	0	0	0	0	0	0	0	nam
moisture	0	0	0	0	0	0	0	0	0	0	namlik
molar	0	0	0	0	0	0	0	0	0	0	molar
molasses	0	0	0	0	0	0	0	0	0	0	melas
mold	0	0	0	0	0	0	0	0	0	0	mog'or
molded	0	0	0	0	0	0	0	0	0	0	qoliplangan
molding	0	0	0	0	0	0	0	0	0	0	qoliplash
moldy	0	0	0	0	0	0	0	0	0	0	mog'orlangan
molecular	0	0	0	0	0	0	0	0	0	0	molekulyar
molecule	0	0	0	0	0	0	0	0	0	0	molekulasi
molestation	1	0	1	1	0	1	0	1	0	0	zo'ravonlik
molten	0	0	0	0	0	0	0	0	0	0	erigan
moment	0	0	0	0	0	0	0	0	0	0	moment
momentary	0	0	0	0	0	0	0	0	0	0	bir lahzalik
momentous	0	0	0	0	0	0	0	0	0	0	muhim
momentum	0	1	0	0	0	0	1	0	0	0	impuls
monad	0	0	0	0	0	0	0	0	0	0	monad
monarch	0	0	0	0	0	0	0	0	0	0	monarx
monarchy	0	0	0	0	0	0	0	0	0	0	monarxiya
monastery	0	0	0	0	0	0	0	0	0	0	monastir
monastic	0	0	0	0	0	0	0	0	0	0	monastir
monetary	0	1	0	0	0	0	1	0	0	0	pul
money	1	1	0	0	1	0	1	0	1	1	pul
monk	0	0	0	0	0	0	1	0	0	1	rohib
monkey	0	0	0	0	0	0	0	0	0	0	maymun
monochrome	0	0	1	0	0	1	0	0	0	0	monoxrom
monogamy	0	0	0	0	0	0	0	0	0	1	monogamiya
monogram	0	0	0	0	0	0	0	0	0	0	monogramma
monograph	0	0	0	0	0	0	0	0	0	0	monografiya
monolayer	0	0	0	0	0	0	0	0	0	0	bir qatlamli
monologue	0	0	0	0	0	0	0	0	0	0	monolog
monopolist	0	0	0	0	0	1	0	0	0	0	monopolist
monopoly	0	0	0	0	0	0	0	0	0	0	monopoliya
monotony	0	0	0	0	0	0	0	0	0	0	monotonlik
monsoon	0	0	0	0	0	1	0	1	0	0	musson
monster	0	0	0	1	0	1	0	0	0	0	yirtqich hayvon
monstrosity	1	0	1	1	0	1	0	0	1	0	dahshatlilik
monte	0	0	0	0	0	0	0	0	0	0	montaj
month	0	0	0	0	0	0	0	0	0	0	oy
monthly	0	0	0	0	0	0	0	0	0	0	oylik
monument	0	0	0	0	0	0	1	0	0	0	yodgorlik
monumental	0	0	0	0	0	0	0	0	0	0	monumental
moo	0	0	0	0	0	0	0	0	0	0	moo
moods	0	0	0	0	0	0	0	0	0	0	kayfiyatlar
moody	1	0	0	0	0	1	0	1	0	0	kayfiyatsiz
moon	0	0	0	0	0	0	0	0	0	0	oy
moonlight	0	0	0	0	0	0	0	0	0	0	oy nuri
moored	0	0	0	0	0	0	0	0	0	0	bog'langan
mooring	0	0	0	0	0	0	0	0	0	0	bog'lash
moorings	0	0	0	0	0	0	0	0	0	1	bog'lamlar
moorland	0	0	0	0	0	0	0	0	0	0	botqoqlik
moose	0	0	0	0	0	0	0	0	0	0	muskul
moot	0	0	0	0	0	1	0	0	0	0	munozarali
mooted	0	0	0	0	0	0	0	0	0	0	da'vo qilingan
mop	0	0	0	0	0	0	0	0	0	0	mop
moral	1	0	0	0	0	0	1	0	0	1	ahloqiy
morality	0	0	0	0	0	0	1	0	0	1	axloq
morals	1	1	1	0	1	0	1	0	1	1	axloq
morass	0	0	0	0	0	0	0	0	0	0	botqoq
moratorium	0	0	0	0	0	0	0	0	0	0	moratoriy
morbid	0	0	0	0	0	1	0	1	0	0	kasal
morbidity	1	0	1	1	0	1	0	1	0	0	kasallanish
morgue	0	0	1	1	0	1	0	1	0	0	o'likxona
moribund	0	0	0	0	0	1	0	1	0	0	o'lgan
morn	0	1	0	0	0	0	0	0	0	0	tong
morning	0	0	0	0	0	0	0	0	0	0	ertalab
moron	0	0	0	0	0	1	0	0	0	0	esi past; Tentak
moronic	0	0	0	0	0	1	0	0	0	0	aqlsiz
morphine	0	0	0	0	0	0	0	0	0	0	morfin
morphism	0	0	0	0	0	0	0	0	0	0	morfizm
morphology	0	0	0	0	0	0	0	0	0	0	morfologiya
morrow	0	1	0	0	0	0	0	0	0	0	ertaga
morsel	0	0	0	0	0	1	0	0	0	0	luqma
mortal	0	0	0	0	0	1	0	0	0	0	o'lik
mortality	1	0	0	1	0	1	0	1	0	0	o'lim
mortar	0	0	0	0	0	0	1	0	0	0	ohak
mortgage	0	0	0	1	0	0	0	0	0	0	ipoteka
mortgagee	0	0	0	0	0	0	0	0	0	1	garovga oluvchi
mortgagor	0	0	0	1	0	0	0	0	0	0	garovga oluvchi
mortification	0	1	1	1	0	1	0	1	0	0	ozor berish
mortuary	0	0	0	1	0	1	0	1	0	0	o'likxona
mosaic	0	0	0	0	0	0	0	0	0	0	mozaika
mosquito	1	0	1	0	0	1	0	0	0	0	chivin
moss	0	0	0	0	0	0	0	0	0	0	mox
mossy	0	0	0	0	0	0	0	0	0	0	moxli
mote	0	0	0	0	0	0	0	0	0	0	mayda
moth	0	0	0	0	0	0	0	0	0	0	kuya
mother	0	1	0	0	1	1	1	1	0	1	Ona
motherhood	0	0	0	0	1	0	1	0	0	1	onalik
motion	0	1	0	0	0	0	0	0	0	0	harakat
motionless	0	0	0	0	0	0	0	0	0	0	harakatsiz
motive	0	0	0	0	0	0	1	0	0	0	sabab
motley	0	0	0	0	0	0	0	0	0	0	rang-barang
motor	0	0	0	0	0	0	0	0	0	0	motor
motorbike	0	0	0	0	0	0	0	0	0	0	mototsikl
motorcycle	0	0	0	0	0	0	0	0	0	0	mototsikl
motte	0	0	0	0	0	0	0	0	0	0	motte
mottled	0	0	0	0	0	0	0	0	0	0	lekeli
motto	0	0	0	0	0	0	0	0	0	0	shiori
mould	0	0	0	0	0	0	0	0	0	0	mog'or
mound	0	0	0	0	0	0	0	0	0	0	tepalik
mount	0	0	0	0	0	0	0	0	0	0	o'rnatish
mountain	0	1	0	0	0	0	0	0	0	0	tog
mountaineer	0	0	0	0	0	0	0	0	0	0	alpinist
mountainous	0	0	0	0	0	0	0	0	0	0	tog'li
mourn	0	0	0	0	0	1	0	1	0	0	motam tutmoq
mournful	1	0	0	1	0	1	0	1	0	0	qayg'uli
mourning	0	0	0	0	0	1	0	1	0	0	motam
mouse	0	0	0	0	0	0	0	0	0	0	sichqoncha
moustache	0	0	0	0	0	0	0	0	0	0	mo'ylov
mouth	0	0	0	0	0	0	0	0	1	0	og'iz
mouthful	0	0	1	0	0	0	0	0	0	0	og'iz
mouthpiece	0	0	0	0	0	0	0	0	0	0	og'iz bo'shlig'i
movable	0	0	0	0	0	0	1	0	0	0	harakatlanuvchi
move	0	0	0	0	0	0	0	0	0	0	harakat
movement	0	0	0	0	0	0	0	0	0	0	harakat
mover	0	0	0	0	0	0	1	0	0	0	harakatlantiruvchi
movie	0	0	0	0	0	0	0	0	0	0	kino
moving	0	0	0	0	0	0	0	0	0	0	harakatlanuvchi
mow	0	0	0	0	0	0	0	0	0	0	eymoq
muck	0	0	1	0	0	1	0	0	0	0	loy
mucous	0	0	1	0	0	0	0	0	0	0	shilliq
mucus	0	0	1	0	0	0	0	0	0	0	shilimshiq
mud	0	0	0	0	0	1	0	0	0	0	loy
muddle	0	0	0	0	0	1	0	0	0	0	chalkash
muddled	0	0	0	0	0	1	0	0	0	0	chalkashib ketdi
muddy	0	0	1	0	0	1	0	0	0	0	loyqa
muff	1	0	1	0	0	1	0	0	0	0	muff
muffled	0	0	0	0	0	0	0	0	0	0	bo'g'iq
muffler	0	0	0	0	0	0	0	0	0	0	susturucu
mug	1	0	0	1	0	1	1	1	0	0	krujka
mule	1	0	0	0	0	1	0	0	0	1	xachir
multilateral	0	0	0	0	0	0	0	0	0	0	ko'p tomonlama
multiple	0	0	0	0	0	0	0	0	0	0	bir nechta
multiplex	0	0	0	0	0	0	0	0	0	0	multipleks
multiplication	0	0	0	0	0	0	0	0	0	0	ko'paytirish
multiplicity	0	0	0	0	0	0	0	0	0	0	ko'plik
multiplied	0	0	0	0	0	0	0	0	0	0	ko'paytirildi
multiplier	0	0	0	0	0	0	0	0	0	0	multiplikator
multiply	0	0	0	0	0	0	0	0	0	0	ko'paytirmoq
multitude	0	0	0	0	0	0	0	0	0	0	ko'p
mum	0	0	0	1	0	1	0	0	0	0	onam
mumble	0	0	0	0	0	1	0	0	0	0	g'o'ldiradi
mummy	0	0	0	0	0	0	0	0	0	0	mumiya
mumps	0	0	0	0	0	1	0	0	0	0	parotit
munch	0	0	0	0	0	0	0	0	0	0	munch
mundane	0	0	0	0	0	0	0	0	0	0	dunyoviy
municipal	0	0	0	0	0	0	0	0	0	0	munitsipal
municipality	0	0	0	0	0	0	0	0	0	0	munitsipalitet
mural	0	0	0	0	0	0	0	0	0	0	devoriy rasm
murder	1	0	1	1	0	1	0	1	1	0	qotillik
murderer	1	0	1	1	0	1	0	1	0	0	qotil
murderous	1	0	1	1	0	1	0	1	1	0	qotil
murky	0	0	1	0	0	1	0	1	0	0	xira
murmur	0	0	0	0	0	0	0	0	0	0	shivirlash
muscle	0	0	0	0	0	0	0	0	0	0	muskul
muscular	0	0	0	0	0	0	1	0	0	0	mushak
muse	0	0	0	0	0	0	0	0	0	0	muse
muses	0	0	0	0	0	0	0	0	0	0	xayolparastlar
museum	0	0	0	0	0	0	0	0	0	0	muzey
mush	0	0	0	0	0	0	0	0	0	0	mush
mushroom	0	0	0	0	0	0	0	0	0	0	qo'ziqorin
music	0	0	0	0	1	0	1	1	0	0	musiqa
musical	1	1	0	0	1	0	1	1	1	1	musiqiy
musician	0	0	0	0	0	0	0	0	0	0	musiqachi
musing	0	0	0	0	0	0	0	0	0	0	mulohaza yuritish
musk	0	0	0	0	0	0	0	0	0	0	mushk
musket	0	0	0	1	0	0	0	0	0	0	mushket
muslin	0	0	0	0	0	0	0	0	0	0	muslin
muss	0	0	0	0	0	1	0	0	0	0	muss
mustang	0	0	0	0	0	0	0	0	0	0	mustang
mustard	0	0	0	0	0	0	0	0	0	0	xantal
muster	0	0	0	0	0	0	0	0	0	0	yig'ilish
musty	0	0	1	0	0	1	0	0	0	0	chiriyotgan
mutable	0	1	0	0	0	0	1	0	0	0	o'zgaruvchan
mutant	0	0	0	0	0	1	0	0	0	0	mutant
mutation	0	0	0	0	0	0	0	0	0	0	mutatsiya
mutilated	0	0	1	0	0	1	0	0	0	0	shikastlangan
mutilation	1	0	1	1	0	1	0	1	0	0	jarohatlanish
mutiny	1	0	1	1	0	1	0	0	1	0	isyon
mutter	1	0	0	0	0	1	0	0	0	0	g'o'ldiradi
mutton	0	0	0	0	0	0	0	0	0	0	qo'y go'shti
mutual	0	0	0	0	0	0	1	0	0	0	o'zaro
mutually	0	0	0	0	0	0	0	0	0	0	o'zaro
muzzle	0	0	0	1	0	1	0	0	0	0	tumshuq
myopia	1	0	0	0	0	1	0	1	0	0	miyopi
myopic	0	0	0	0	0	0	0	0	0	0	miyopik
myriad	0	0	0	0	0	0	0	0	0	0	son-sanoqsiz
mysterious	0	1	0	1	0	0	0	0	1	0	sirli
mystery	0	1	0	0	0	0	0	0	1	0	sir
mystic	0	0	0	0	0	0	0	0	1	0	mistik
mystical	0	0	0	0	0	0	0	0	0	0	mistik
mysticism	0	0	0	0	0	0	0	0	0	0	tasavvuf
myth	0	0	0	0	0	0	0	0	0	0	afsona
mythic	0	0	0	0	0	0	0	0	0	0	afsonaviy
mythical	0	0	0	0	0	0	0	0	0	0	afsonaviy
mythological	0	0	0	0	0	0	0	0	0	0	mifologik
mythology	0	0	0	0	0	0	0	0	0	0	mifologiya
nab	0	0	0	0	0	1	0	0	1	0	nab
nadir	0	0	0	0	0	1	0	0	0	0	nodir
nag	1	0	0	0	0	1	0	0	0	0	nag
nail	0	0	0	0	0	0	0	0	0	0	tirnoq
naive	0	0	0	0	0	1	0	0	0	0	sodda
naked	0	0	0	0	0	0	0	0	0	0	yalang'och
named	0	0	0	0	0	0	0	0	0	0	nomli
nameless	0	0	1	0	0	1	0	0	0	0	nomsiz
namesake	0	0	0	0	0	0	0	0	0	0	nomdosh
naming	0	0	0	0	0	0	0	0	0	0	nomlash
nanny	0	0	0	0	0	0	0	0	0	0	enaga
nanometer	0	0	0	0	0	0	0	0	0	0	nanometr
nap	0	0	0	0	1	0	1	0	0	0	uyqu
nape	0	0	0	0	0	0	0	0	0	0	ensa
napkin	0	0	0	0	0	0	0	1	0	0	salfetka
napping	0	0	0	0	0	0	0	0	0	0	uxlash
nappy	0	0	1	0	0	1	0	0	0	0	bezi
narcotic	0	0	0	0	0	1	0	0	0	0	giyohvandlik
narrate	0	0	0	0	0	0	0	0	0	0	hikoya qilish
narration	0	0	0	0	0	0	0	0	0	0	rivoyat
narrative	0	0	0	0	0	0	0	0	0	0	hikoya
narrator	0	0	0	0	0	0	0	0	0	0	hikoya qiluvchi
narrow	0	0	0	0	0	0	0	0	0	0	tor
narrowing	0	0	0	0	0	0	0	0	0	0	torayishi
nascent	0	1	0	0	0	0	0	0	0	0	tug'ilgan
nasty	1	0	1	1	0	1	0	1	0	0	jirkanch
natal	0	0	0	0	0	0	0	0	0	0	tug'ilish
nation	0	0	0	0	0	0	0	0	0	1	millat
national	0	0	0	0	0	0	0	0	0	0	milliy
nationality	0	0	0	0	0	0	0	0	0	0	millati
native	0	0	0	0	0	0	0	0	0	0	onalik
nativity	0	0	0	0	0	0	0	0	0	0	tug'ilish
naturalist	0	0	0	0	0	0	1	0	0	0	tabiatshunos
naturalization	0	0	0	0	0	0	0	0	0	0	naturalizatsiya
naturalized	0	0	0	0	0	0	0	0	0	0	tabiiylashtirilgan
naturally	0	0	0	0	0	0	0	0	0	0	tabiiy ravishda
nature	0	0	0	0	0	0	0	0	0	0	tabiat
naught	0	0	0	0	0	0	0	0	0	0	hech narsa
naughty	0	0	0	0	0	1	0	0	0	0	yaramas
nausea	0	0	1	0	0	1	0	0	0	0	ko'ngil aynishi
nauseous	0	0	1	0	0	1	0	1	0	0	ko'ngil aynishi
nautical	0	0	0	0	0	0	0	0	0	0	dengiz
naval	0	0	0	0	0	0	0	0	0	0	dengiz
nave	0	0	0	0	0	0	0	0	0	0	nave
navel	0	0	0	0	0	0	0	0	0	0	kindik
navigable	0	1	0	0	0	0	1	0	0	0	navigatsiya mumkin
navigate	0	0	0	0	0	0	0	0	0	0	navigatsiya qilish
