English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Somali Word
leopard	0	0	0	0	0	0	0	0	0	0	shabeel
leprosy	0	0	1	1	0	1	0	1	0	0	baras
lessee	0	0	0	0	0	0	0	0	0	0	kireeye
lessen	0	1	0	0	0	1	0	0	0	0	yaree
lessening	0	0	0	0	0	0	0	0	0	0	yaraynta
lesser	0	0	1	0	0	1	0	0	0	0	ka yar
lesson	0	1	0	0	0	0	1	0	0	1	cashar
lessor	0	0	0	0	0	0	0	0	0	0	kireeye
lethal	0	0	1	1	0	1	0	1	0	0	Halis ah
lethargic	0	0	0	0	0	0	0	0	0	0	caajisnimo
lethargy	0	0	0	0	0	1	0	1	0	0	caajisnimo
letter	0	1	0	0	0	0	0	0	0	0	warqad
lettered	0	1	0	0	0	0	1	0	0	1	xaraf leh
letters	0	0	0	0	0	0	0	0	0	0	xarfaha
lettuce	0	0	0	0	0	0	0	0	0	0	salaar
leukemia	1	0	0	1	0	1	0	1	0	0	leukemia
levee	0	0	0	0	0	0	0	0	0	1	lefey
level	0	0	0	0	0	0	1	0	0	1	heerka
lever	0	0	0	0	0	0	0	0	0	0	kabaal
leverage	0	0	0	0	0	0	1	0	0	0	kasbashada
levy	0	0	0	0	0	1	0	0	0	0	canshuur
lewd	0	0	1	0	0	1	0	0	0	0	foolxumo
lexicon	0	0	0	0	0	0	0	0	0	0	qaamuuska
ley	0	0	0	0	0	0	0	0	0	0	ley
liabilities	0	0	0	0	0	0	0	0	0	0	deymaha
liability	0	0	0	0	0	0	0	0	0	0	masuuliyada
liaison	0	0	0	0	0	1	0	0	0	0	xirriirka
liar	0	0	1	0	0	1	0	0	0	0	beenaale
libel	1	0	0	1	0	1	0	0	0	1	cay
libelous	0	0	0	0	0	0	0	0	0	0	been abuur ah
liberal	0	0	0	0	0	1	1	0	0	0	xornimo
liberalism	0	0	0	0	0	0	0	0	0	0	liberaaliga
liberate	1	1	0	0	1	0	1	0	1	1	xoreeyo
liberation	0	1	0	0	1	0	1	0	1	0	xorayn
liberty	0	1	0	0	1	0	1	0	1	1	xorriyadda
libido	0	0	0	0	0	0	0	0	0	0	libido
librarian	0	0	0	0	0	0	0	0	0	0	maktabad
library	0	0	0	0	0	0	1	0	0	0	maktabad
libretto	0	0	0	0	0	0	0	0	0	0	libretto
license	0	0	0	0	0	0	0	0	0	0	shatiga
lichen	0	0	0	0	0	0	0	0	0	0	lichen
lick	0	0	1	0	0	1	0	0	0	0	leefid
lid	0	0	0	0	0	0	0	0	0	0	dabool
lie	1	0	1	0	0	1	0	1	0	0	been sheegid
liege	0	0	0	0	0	0	0	0	0	0	lige
lien	0	0	0	0	0	0	0	0	0	0	been
lieu	0	0	0	0	0	0	0	0	0	0	badal
lieutenant	0	0	0	0	0	0	0	0	0	1	ku-xigeen
life	0	0	0	0	0	0	0	0	0	0	nolosha
lifeblood	0	0	0	0	0	0	1	0	0	0	dhiiga nolosha
lifeboat	0	0	0	0	0	0	0	0	0	0	doon-badbaadiye
lifeless	0	0	0	1	0	1	0	1	0	0	naf la'aan
lifelike	0	0	0	0	0	0	0	0	0	0	nolol u eg
lifelong	0	0	0	0	0	0	0	0	0	0	nolosha oo dhan
lifetime	0	0	0	0	0	0	0	0	0	0	waqtiga nolosha
lift	0	0	0	0	0	0	0	0	0	0	kor u qaadid
ligament	0	0	0	0	0	0	0	0	0	0	seedaha
ligation	0	0	0	0	0	0	0	0	0	0	ligation
light	0	0	0	0	0	0	0	0	0	0	iftiin
lighten	0	0	0	0	0	0	0	0	0	0	fudayd
lighthouse	0	0	0	0	0	0	1	0	0	0	nalka
lightness	0	0	0	0	0	0	0	0	0	0	iftiin
lightning	1	0	0	1	0	0	0	0	1	0	hillaac
likelihood	0	0	0	0	0	0	0	0	0	0	suurtagalnimada
likeness	0	0	0	0	0	0	0	0	0	0	ekaansho
likewise	0	0	0	0	0	0	0	0	0	0	sidoo kale
liking	0	0	0	0	1	0	1	0	0	1	jecel
lilac	0	0	0	0	0	0	0	0	0	0	lilac
lily	0	0	0	0	0	0	0	0	0	0	ubaxa
limb	0	0	0	0	0	0	0	0	0	0	addinka
limbo	0	0	0	0	0	0	0	0	0	0	limbo
limit	0	0	0	0	0	0	0	0	0	0	xad
limitation	0	0	0	0	0	0	0	0	0	0	xaddidid
limited	1	0	0	0	0	1	0	1	0	0	xaddidan
limitless	0	0	0	0	0	0	0	0	0	0	aan xad lahayn
limousine	0	0	0	0	0	0	0	0	0	0	limousine
limp	0	0	0	0	0	1	0	0	0	0	dhutin
lin	0	0	0	0	0	0	0	0	0	0	lin
line	0	0	0	0	0	0	0	0	0	0	line
lineage	0	0	0	0	0	0	0	0	0	0	abtirsiinyo
lineal	0	0	0	0	0	0	0	0	0	0	lineal
linear	0	0	0	0	0	0	0	0	0	0	toosan
lined	0	0	0	0	0	0	0	0	0	0	safan
linen	0	0	0	0	0	0	0	0	0	0	maro
liner	0	0	0	0	0	0	0	0	0	0	safayn
lines	0	0	0	1	0	0	0	0	0	0	khadadka
linger	0	1	0	0	0	0	0	0	0	0	raagay
lingo	0	0	0	0	0	0	0	0	0	0	lingo
lingual	0	0	0	0	0	0	0	0	0	0	afaf
linguist	0	0	0	0	0	0	1	0	0	1	afyaqaan
linguistic	0	0	0	0	0	0	0	0	0	0	luqadeed
linguistics	0	0	0	0	0	0	0	0	0	0	afafka
lining	0	0	0	0	0	0	0	0	0	0	dahaarka
link	0	0	0	0	0	0	0	0	0	0	isku xidhka
linoleum	0	0	0	0	0	0	0	0	0	0	linoleum
lint	0	0	0	0	0	1	0	0	0	0	lint
lion	0	0	0	1	0	0	1	0	0	0	libaax
lip	0	0	0	0	0	0	0	0	0	0	dibinta
lipstick	0	0	0	0	0	0	0	0	0	0	lipstick
liquefaction	0	0	0	0	0	0	0	0	0	0	dareere
liquefied	0	0	0	0	0	0	0	0	0	0	dareere ah
liqueur	0	0	0	0	0	0	0	0	0	0	khamriga
liquid	0	0	0	0	0	0	0	0	0	0	dareere
liquidate	0	0	0	0	0	0	0	0	0	0	dareere
liquidation	0	0	0	0	0	0	0	0	0	0	dareere
liquidator	0	0	0	0	0	0	0	0	0	0	dareere
liquidity	0	0	0	0	0	0	0	0	0	0	dareerenimo
liquor	1	0	0	0	1	1	0	1	0	0	khamriga
lisp	0	0	0	0	0	0	0	0	0	0	dhuuqid
list	0	0	0	0	0	0	0	0	0	0	liiska
listen	0	0	0	0	0	0	0	0	0	0	dhegayso
listener	0	0	0	0	0	0	0	0	0	0	dhegeyste
listing	0	0	0	0	0	0	0	0	0	0	liiska
listless	0	0	0	0	0	1	0	1	0	0	aan tix-raac lahayn
litany	0	0	0	0	0	0	0	0	0	0	liito
literally	0	0	0	0	0	0	0	0	0	0	macno ahaan
literary	0	0	0	0	0	0	0	0	0	0	suugaaneed
literature	0	0	0	0	0	0	0	0	0	0	suugaanta
lithe	0	0	0	0	0	0	1	0	0	0	liiti
lithograph	0	0	0	0	0	0	0	0	0	0	lithograph
lithography	0	0	0	0	0	0	0	0	0	0	lithography
lithology	0	0	0	0	0	0	0	0	0	0	lithology
lithosphere	0	0	0	0	0	0	0	0	0	0	lithosphere
litigant	0	0	0	0	0	1	0	0	0	0	dacwoode
litigate	1	1	1	1	0	1	0	1	0	0	dacwad
litigation	0	0	0	0	0	1	0	0	0	0	dacwad
litigious	1	0	1	0	0	1	0	0	0	0	dacwayn
litter	0	0	0	0	0	1	0	0	0	0	qashin
littoral	0	0	0	0	0	0	0	0	0	0	litoor
liturgy	0	0	0	0	0	0	0	0	0	0	diinta
livelihood	0	0	0	0	0	0	0	0	0	0	hab-nololeed
livery	0	0	0	0	0	0	0	0	0	0	beeralay
livid	1	0	1	0	0	1	0	0	0	0	livid
living	0	0	0	0	0	0	0	0	0	0	nool
llama	0	0	0	0	0	0	0	0	0	0	llama
load	0	0	0	0	0	0	0	0	0	0	raran
loaf	0	0	0	0	0	1	0	0	0	0	rooti
loafer	0	0	0	0	0	1	0	0	0	0	loafer
loam	0	0	0	0	0	0	0	0	0	0	loam
loan	0	0	0	0	0	0	0	0	0	0	deyn
loath	1	0	0	0	0	1	0	0	0	0	nacayb
loathe	1	0	1	0	0	1	0	0	0	0	nacayb
loathing	0	0	1	0	0	1	0	0	0	0	nacayb
loathsome	1	0	1	0	0	1	0	0	0	0	karaahiyo
lobby	0	0	0	0	0	0	0	0	0	0	lobby
lobbyist	0	0	0	0	0	1	0	0	0	0	ololeeyaha
lobe	0	0	0	0	0	0	0	0	0	0	lobe
local	0	0	0	0	0	0	0	0	0	0	deegaanka
locale	0	0	0	0	0	0	0	0	0	0	deegaanka
locality	0	0	0	0	0	0	0	0	0	0	deegaanka
localization	0	0	0	0	0	0	0	0	0	0	deegaanayn
localize	0	1	0	0	0	0	0	0	0	0	degenaansho
locate	0	0	0	0	0	0	0	0	0	0	meel hel
location	0	0	0	0	0	0	0	0	0	0	goobta
loch	0	0	0	0	0	0	0	0	0	0	loch
lock	0	0	0	0	0	0	0	0	0	0	quful
locker	0	0	0	0	0	0	0	0	0	0	sanduuqa
locksmith	0	0	0	0	0	0	0	0	0	0	muftaaxlaha
lockup	0	0	0	1	0	1	0	1	0	0	quful
locomotion	0	0	0	0	0	0	0	0	0	0	goob joog
locomotive	0	0	0	0	0	0	0	0	0	0	lugaha
locust	0	0	0	1	0	1	0	0	0	0	ayax
lodge	0	0	0	0	0	0	0	0	0	0	hoy
lodger	0	0	0	0	0	0	0	0	0	0	hoyday
lodging	0	0	0	0	0	0	0	0	0	1	hoy
loft	0	0	0	0	0	0	0	0	0	0	saqafka sare
lofty	0	0	0	0	0	1	0	0	0	0	sare
log	0	0	0	0	0	0	0	0	0	0	log
logarithm	0	0	0	0	0	0	0	0	0	0	logarithm
logarithmic	0	0	0	0	0	0	0	0	0	0	logarithmic
logic	0	0	0	0	0	0	0	0	0	0	macquul
logical	0	0	0	0	0	0	1	0	0	0	macquul ah
logistics	0	0	0	0	0	0	0	0	0	0	saadka
logotype	0	0	0	0	0	0	0	0	0	0	nooca astaanta
loin	0	0	0	0	0	0	0	0	0	0	dhexda
lollipop	0	0	0	0	0	0	0	0	0	0	nacnac
lone	0	0	0	0	0	0	0	1	0	0	kali
loneliness	0	0	0	1	0	1	0	1	0	0	kalinimo
lonely	1	0	1	1	0	1	0	1	0	0	cidlo
lonesome	0	0	0	0	0	1	0	1	0	0	cidlo ah
long	0	1	0	0	0	0	0	0	0	0	dheer
longevity	0	0	0	0	0	0	1	0	0	0	cimri dherer
longing	0	1	0	0	0	0	0	1	0	0	hilow
longitude	0	0	0	0	0	0	0	0	0	0	Longitude
longitudinal	0	0	0	0	0	0	0	0	0	0	dheerayn
longitudinally	0	0	0	0	0	0	0	0	0	0	muddo dheer
loo	0	0	1	0	0	1	0	0	0	0	loo
lookout	0	0	0	0	0	0	0	0	0	0	iska ilaali
loom	0	1	0	1	0	1	0	0	0	0	dharbaaxo
looming	0	0	0	0	0	0	0	0	0	0	soo socda
loon	0	0	1	0	0	1	0	0	0	0	loon
loony	0	0	0	0	0	1	0	0	0	0	loony
loop	0	0	0	0	0	0	0	0	0	0	loop
loophole	0	0	0	0	0	0	0	0	0	0	daldaloolo
loosen	0	0	0	0	0	0	0	0	0	0	dabacsan
loosening	0	0	0	0	0	0	0	0	0	0	dabacsanaan
loot	0	0	0	0	0	1	0	0	0	0	bililiqada
lop	0	0	0	0	0	0	0	0	0	0	lop
lopsided	0	0	0	0	0	0	0	0	0	0	rogrogmi
lord	0	0	1	0	0	1	1	0	0	1	Sayidow
lords	0	0	0	0	0	0	0	0	0	0	sayidyo
lordship	0	0	0	0	0	0	1	0	0	0	sayidnimo
lore	0	0	0	0	0	0	0	0	0	0	murti
lorry	0	0	0	0	0	0	0	0	0	0	gaari xamuul ah
lose	1	0	1	1	0	1	0	1	1	0	lumin
losing	1	0	0	0	0	1	0	1	0	0	lumin
loss	1	0	0	1	0	1	0	1	0	0	khasaaro
lost	0	0	0	0	0	1	0	1	0	0	luntay
lot	0	0	0	0	0	0	0	0	0	0	badan
lotion	0	0	0	0	0	0	0	0	0	0	lotion
lots	0	0	0	0	0	0	0	0	0	0	badan
lottery	0	1	0	0	0	0	0	0	0	0	bakhtiyaa nasiib
lotto	0	0	0	0	0	0	0	0	0	0	lotto
loud	0	0	0	0	0	0	0	0	0	0	qaylo badan
loudly	0	0	0	0	0	0	0	0	0	0	qaylo dheer
loudness	1	0	0	0	0	1	0	0	0	0	qaylo
lounge	0	0	0	0	0	1	0	0	0	0	fadhiga
louse	0	0	1	0	0	1	0	0	0	0	injir
lovable	0	0	0	0	1	0	1	0	0	1	la jecel yahay
love	0	0	0	0	1	0	1	0	0	0	jacayl
lovely	0	1	0	0	1	0	1	1	1	1	qurux badan
lovemaking	0	0	0	0	1	0	1	0	0	1	jacayl samayn
lover	0	1	0	0	1	0	1	0	0	1	gacaliye
loving	0	0	0	0	1	0	1	0	0	1	jecel
lower	0	0	0	0	0	1	0	1	0	0	hoose
lowering	0	0	0	0	0	1	0	0	0	0	hoos u dhigid
lowest	0	0	0	0	0	1	0	1	0	0	ugu hooseeya
lowlands	0	0	0	0	0	1	0	0	0	0	dhulka hoose
lowly	0	0	0	0	0	1	0	1	0	0	hooseeyo
loyal	0	0	0	1	1	0	1	0	1	1	daacad
loyalty	0	0	0	0	0	0	1	0	0	1	daacadnimo
lubricate	0	0	0	0	0	0	0	0	0	0	saliidayn
lubrication	0	0	0	0	0	0	0	0	0	0	saliidayn
luck	0	1	0	0	1	0	1	0	1	0	nasiib
lucky	0	0	0	0	1	0	1	0	1	0	nasiib badan
ludicrous	0	0	0	0	0	1	0	0	0	0	qosol badan
lug	0	0	0	0	0	0	0	0	0	0	lug
luggage	0	0	0	0	0	0	0	0	0	0	shandad
lull	0	1	0	0	0	0	0	0	0	0	lul
lullaby	0	0	0	0	0	0	0	0	0	0	lullaby
lumbar	0	0	0	0	0	0	0	0	0	0	lumbar
lumber	0	0	0	0	0	0	0	0	0	0	alwaax
lumbering	0	0	0	0	0	1	0	0	0	0	alwaax dhigid
luminescent	0	0	0	0	0	0	0	0	0	0	iftiimaya
luminous	0	0	0	0	0	0	0	0	0	0	iftiin leh
lump	0	0	0	0	0	1	0	0	0	0	buro
lumpy	0	0	1	0	0	1	0	0	0	0	bararsan
lunacy	1	0	1	1	0	1	0	1	0	0	waalan
lunar	0	0	0	0	0	0	0	0	0	0	dayaxa
lunatic	1	0	1	1	0	1	0	0	0	0	waalan
lunch	0	0	0	0	0	0	0	0	0	0	qadada
luncheon	0	0	0	0	0	0	0	0	0	0	qado
lunge	0	0	0	0	0	0	0	0	1	0	sambabada
lungs	0	0	0	0	0	0	0	0	0	0	sambabada
lurch	0	0	0	0	0	1	0	0	0	0	lux
lure	0	0	0	0	0	1	0	0	0	0	duufsan
lurid	0	0	1	0	0	1	0	0	0	0	lurid
lurk	0	0	0	0	0	1	0	0	0	0	dhuumasho
lurking	0	0	0	0	0	1	0	0	0	0	gabbanaya
luscious	0	1	0	0	1	0	1	0	0	0	macaan
lush	0	0	1	0	0	1	0	1	0	0	macaan
lust	0	1	0	0	0	1	0	0	0	0	damaca
luster	0	0	0	0	1	0	1	0	0	0	dhalaalid
lustful	0	0	0	0	0	1	0	0	0	0	damac badan
lustrous	0	0	0	0	0	0	1	0	0	0	dhalaalaya
lusty	0	0	1	0	0	0	0	0	0	0	macaan
lute	0	0	0	0	0	0	0	0	0	0	luud
luxuriant	0	0	0	0	0	0	1	0	0	0	raaxo leh
luxurious	0	0	0	0	1	0	1	0	0	0	raaxo leh
luxury	0	0	0	0	1	0	1	0	0	0	raaxo
lying	1	0	1	0	0	1	0	0	0	0	been sheegid
lymph	0	0	0	0	0	0	0	0	0	0	limfa
lymphatic	0	0	0	0	0	0	0	0	0	0	lymphatic
lynch	1	0	1	1	0	1	0	1	0	0	lynch
lynx	0	0	0	0	0	0	0	0	0	0	lynx
lyre	0	0	0	0	1	0	1	0	0	0	kataarad
lyric	0	0	0	0	0	0	0	0	0	0	heeso
lyrical	0	0	0	0	1	0	1	0	0	0	heeso
mace	0	0	0	1	0	1	0	0	0	0	naag
machine	0	0	0	0	0	0	0	0	0	1	mashiinka
machinery	0	0	0	0	0	0	0	0	0	0	mashiinka
machinist	0	0	0	0	0	0	0	0	0	0	makiinadaha
mackerel	0	0	0	0	0	0	0	0	0	0	mackerel
mad	1	0	1	1	0	1	0	1	0	0	waalan
madam	0	0	0	0	0	0	0	0	0	0	Marwo
madame	0	0	0	0	0	0	0	0	0	0	marwo
madden	1	0	0	1	0	1	0	0	0	0	waalan
madman	1	0	0	1	0	1	0	0	0	0	waalan
madness	1	0	0	1	0	1	0	0	0	0	waali
mafia	0	0	0	1	0	1	0	0	0	0	maafiyo
magazine	0	0	0	0	0	0	0	0	0	0	majaladda
mage	0	0	0	1	0	0	0	0	0	0	mage
magenta	0	0	0	0	0	0	0	0	0	0	magenta
maggot	0	0	1	0	0	1	0	0	0	0	dirxi
magic	0	0	0	0	0	0	0	0	0	0	sixir
magical	0	1	0	0	1	0	1	0	1	0	sixir
magician	0	0	0	0	0	0	0	0	1	0	saaxirad
magistrate	0	0	0	0	0	0	0	0	0	0	garsoore
magma	0	0	0	0	0	0	0	0	0	0	magma
magnate	0	0	0	0	0	0	0	0	0	0	weyn
magnet	0	0	0	0	0	0	1	0	0	1	magnet
magnetism	0	0	0	0	0	0	1	0	0	0	magnetism
magnetite	0	0	0	0	0	0	1	0	0	0	magnetite
magnificence	0	1	0	0	1	0	1	0	0	1	haybad
magnificent	0	1	0	0	1	0	1	0	1	1	qurux badan
magnifier	0	0	0	0	0	0	0	0	0	0	weyneeye
magnify	0	0	0	0	0	0	0	0	0	0	weynayn
magnitude	0	0	0	0	0	0	0	0	0	0	baaxadda
magpie	0	0	0	0	0	0	0	0	0	0	magbii
maid	0	0	0	0	0	0	0	0	0	0	gabadh
maiden	0	0	0	0	0	0	1	0	0	0	gabadh
mail	0	1	0	0	0	0	0	0	0	0	boostada
main	0	0	0	0	0	0	1	0	0	0	ugu weyn
mainland	0	0	0	0	0	0	0	0	0	0	dhulweynaha
mainstay	0	0	0	0	0	0	1	0	0	1	ugu muhiimsan
maintenance	0	0	0	0	0	0	0	0	0	1	dayactirid
majestic	0	1	0	0	1	0	1	0	1	1	haybad
majesty	0	0	0	0	0	0	1	0	0	1	haybad
major	0	0	0	0	0	0	1	0	0	0	weyn
majority	0	0	0	0	1	0	1	0	0	1	aqlabiyad
make	0	0	0	0	0	0	0	0	0	0	samee
maker	0	0	0	0	0	0	0	0	0	0	sameeye
makeshift	0	0	0	0	0	1	0	0	0	0	ka samaysan
makeup	0	0	0	0	0	0	0	0	0	0	isqurxin
malady	0	0	0	0	0	1	0	0	0	0	xanuun
malaise	0	0	0	0	0	1	0	1	0	0	caloolxumo
malaria	0	0	1	1	0	1	0	1	0	0	duumada
malevolent	1	0	1	1	0	1	0	1	0	0	xumaan
malfeasance	0	0	1	0	0	1	0	0	0	0	xumaan
malformation	0	0	0	0	0	1	0	0	0	0	cilladaysan
malice	1	0	0	1	0	1	0	0	0	0	xaasidnimo
malicious	1	0	1	1	0	1	0	1	0	0	xaasidnimo
malign	1	0	1	0	0	1	0	0	0	0	xumaan
malignancy	0	0	0	1	0	1	0	1	0	0	malignant
malignant	1	0	0	1	0	1	0	0	0	0	xumaan
mall	0	0	0	0	0	0	0	0	0	0	mall
malleable	0	0	0	0	0	0	0	0	0	0	maleeysan karo
mallet	0	0	0	0	0	0	0	0	0	0	mallet
malpractice	1	0	0	0	0	1	0	0	0	0	dhaqan xumo
mamma	0	0	0	0	0	0	0	0	0	1	hooyo
mammal	0	0	0	0	0	0	0	0	0	0	naasley
mammoth	0	0	0	0	0	0	0	0	0	0	mammoth
manage	0	0	0	0	0	0	1	0	0	1	maamul
management	0	0	0	0	0	0	1	0	0	1	maaraynta
manager	0	0	0	0	0	0	0	0	0	0	maamulaha
mandamus	0	0	0	1	0	1	0	0	0	0	mandamus
mandarin	0	0	0	0	0	0	1	0	0	1	mandarin
mandate	0	0	0	0	0	0	0	0	0	0	amar
mandible	0	0	0	0	0	0	0	0	0	0	mandible
mandolin	0	0	0	0	0	0	0	0	0	0	mandolin
mandrel	0	0	0	0	0	0	0	0	0	0	mandrel
mane	0	0	0	0	0	0	0	0	0	0	mane
maneuver	0	0	0	0	0	0	0	0	0	0	dhaqdhaqaajin
maneuvering	0	0	0	0	0	0	0	0	0	0	dhaqdhaqaajin
mange	0	0	1	1	0	1	0	0	0	0	manjo
manger	0	0	0	0	0	0	0	0	0	0	qabaal
mangle	1	0	1	1	0	1	0	1	0	0	maangaab
mango	0	0	0	0	0	0	0	0	0	0	cambe
mangosteen	0	0	0	0	0	0	0	0	0	0	mangosteen
manhood	0	0	0	0	0	0	1	0	0	0	raganimo
mania	0	0	0	0	0	1	0	0	0	0	waalan
maniac	1	0	0	1	0	1	0	0	0	0	waalan
maniacal	0	0	0	0	0	1	0	0	0	0	waalan
manicure	0	0	0	0	0	0	0	0	0	0	manicure
manifest	0	0	0	0	0	0	0	0	0	0	muujin
manifestation	0	0	0	1	0	0	0	0	0	0	muujin
manifested	0	0	0	0	0	0	1	0	0	0	muujiyay
manifestly	0	0	0	0	0	0	0	0	0	0	si cad
manifesto	0	0	0	0	0	0	0	0	0	0	caddayn
manifold	0	0	0	0	0	0	0	0	0	0	kala duwan
manipulate	0	0	0	0	0	1	0	0	0	0	wax is daba marin
manipulation	1	0	0	1	0	1	0	0	0	0	wax isdaba marin
mankind	0	0	0	0	0	0	0	0	0	0	aadanaha
manly	0	0	0	0	0	0	1	0	0	0	raganimo
manna	0	0	0	0	0	0	1	0	0	0	maanna
manner	0	0	0	0	0	0	0	0	0	0	hab
mannered	0	0	0	0	0	0	1	0	0	0	habaysan
manners	0	0	0	0	0	0	1	0	0	0	asluubta
manor	0	0	0	0	0	0	0	0	0	0	manor
mansion	0	0	0	0	0	0	0	0	0	0	guri guri
manslaughter	1	0	1	1	0	1	0	1	1	0	dilid
mantle	0	0	0	0	0	0	0	0	0	0	go'
manual	0	0	0	0	0	0	0	0	0	1	buug-gacmeedka
manufacture	0	0	0	0	0	0	0	0	0	0	soo saarid
manufacturer	0	0	0	0	0	0	1	0	0	0	soo saaraha
manure	0	0	1	0	0	1	0	0	0	0	digada
manuscript	0	0	0	0	0	0	0	0	0	0	qoraal-gacmeed
map	0	0	0	0	0	0	0	0	0	0	khariidad
mar	0	0	0	0	0	1	0	0	0	0	mar
marble	0	0	0	0	0	0	0	0	0	0	marmar
marbled	0	0	0	0	0	0	0	0	0	0	marbleed
marbles	0	0	0	0	0	0	0	0	0	0	marmar
march	0	0	0	0	0	0	1	0	0	0	socod
mare	0	0	0	0	0	0	0	0	0	0	mareer
margin	0	0	0	0	0	1	0	1	0	0	margin
marginal	0	0	0	0	0	0	0	0	0	0	margin
marijuana	0	0	0	0	0	0	0	0	0	0	marijuana
marine	0	0	0	0	0	0	0	0	0	1	badda
mariner	0	0	0	0	0	0	0	0	0	0	badmareen
maritime	0	0	0	0	0	0	0	0	0	0	badda
mark	0	0	0	0	0	0	0	0	0	0	calaamadee
marked	0	0	0	0	0	0	1	0	0	0	calaamadeysan
market	0	0	0	0	0	0	0	0	0	0	suuqa
marketable	0	0	0	0	0	0	1	0	0	0	la suuq geyn karo
marketplace	0	0	0	0	0	0	0	0	0	0	suuqa
marks	0	0	0	0	0	0	0	0	0	0	calamadaha
marl	0	0	0	0	0	0	0	0	0	0	marl
marmalade	0	0	0	0	0	0	0	0	0	0	marmalade
maroon	0	0	0	0	0	1	0	0	0	0	maroon
marquee	0	0	0	0	0	0	0	0	0	0	mareeg
marquis	0	0	0	0	0	0	1	0	0	0	marquis
marriage	0	1	0	0	1	0	1	0	0	1	guur
married	0	0	0	0	0	0	0	0	0	0	guursaday
marrow	0	0	0	0	1	0	1	0	0	1	dhuuxa
marry	0	1	0	1	1	0	1	0	1	1	guurso
marsh	0	0	0	0	0	0	0	0	0	0	marsho
marshal	0	0	0	0	0	0	1	0	0	1	maarshaal
mart	0	0	0	0	0	0	0	0	0	0	mar
martial	1	0	0	0	0	0	0	0	0	0	dagaal
martingale	0	0	0	0	0	1	0	0	0	0	martingale
martyr	0	0	0	1	0	1	0	1	0	0	shahiid
martyrdom	0	0	0	1	0	1	0	1	0	0	shahiidnimo
marvel	0	0	0	0	0	0	1	0	1	0	yaab
marvelous	0	0	0	0	1	0	1	0	0	0	yaab leh
marvelously	0	0	0	0	1	0	1	0	0	0	yaab leh
masculine	0	0	0	0	0	0	1	0	0	0	lab
masculinity	0	0	0	0	0	0	0	0	0	0	raganimada
mash	0	0	0	0	0	0	0	0	0	0	mash
mask	0	0	0	0	0	0	0	0	0	0	maaskaro
masochism	1	0	1	1	0	1	0	0	0	0	mashaqeysi
mason	0	0	0	0	0	0	0	0	0	0	mason
masquerade	0	0	0	0	0	0	0	0	0	0	masaarid
mass	0	0	0	0	0	0	0	0	0	0	tiro
massacre	1	0	1	1	0	1	0	1	0	0	xasuuq
massage	0	0	0	0	1	0	1	0	0	0	duugis
massive	0	0	0	0	0	0	0	0	0	0	weyn
master	0	0	0	0	0	0	1	0	0	0	sayid
mastermind	0	0	0	0	0	0	0	0	0	0	maskaxdiiye
masterpiece	0	0	0	0	1	0	1	0	0	0	farshaxanka
mastery	1	0	0	0	1	0	1	0	0	1	awood
masturbate	0	0	0	0	0	0	0	0	0	0	siigaysiga
masturbation	0	0	0	0	0	0	0	0	0	0	siigeysiga
mat	0	0	0	0	0	0	0	0	0	0	derin
match	0	0	0	0	0	0	0	0	0	0	ciyaar
matching	0	0	0	0	0	0	0	0	0	0	is waafajinta
matchmaker	0	1	0	0	0	0	0	0	0	0	ciyaar-sameeye
mate	0	0	0	0	0	0	1	0	0	1	saaxiib
material	0	0	0	0	0	0	0	0	0	0	maaddo
materialism	0	0	0	0	0	1	0	0	0	0	maaddinimo
materialist	0	0	1	0	0	1	0	0	0	0	maatada
materialistic	0	0	0	0	0	0	0	0	0	0	maaddi ku dhisan
materiality	0	0	0	0	0	0	0	0	0	0	maaddo
materialize	0	0	0	0	0	0	0	0	0	0	rumayn
materially	0	0	0	0	0	0	0	0	0	0	maaddi ahaan
materials	0	0	0	0	0	0	0	0	0	0	agabka
materiel	0	0	0	0	0	0	0	0	0	0	maaddo
maternal	0	1	0	0	0	1	1	0	0	0	hooyo
maternity	0	0	0	0	0	0	0	0	0	0	umusha
mathematical	0	0	0	0	0	0	0	0	0	1	xisaabeed
mathematician	0	0	0	0	0	0	0	0	0	0	xisaabiye
mathematics	0	0	0	0	0	0	0	0	0	0	xisaabta
matriculation	0	0	0	0	0	0	0	0	0	0	xisaabta
matrimony	0	1	0	0	1	0	1	0	0	1	guur
matrix	0	0	0	0	0	0	0	0	0	0	matrix
matron	0	0	0	0	0	0	1	0	0	1	matron
matted	0	0	0	0	0	0	0	0	0	0	maqashay
matter	0	0	0	0	0	0	0	0	0	0	arrin
matting	0	0	0	0	0	0	0	0	0	0	gogosha
mattress	0	0	0	0	0	0	0	0	0	0	furaash
maturation	0	0	0	0	0	0	0	0	0	0	qaangaarnimada
maturity	0	0	0	0	0	0	0	0	0	0	qaangaadhnimo
mausoleum	0	0	0	0	0	0	0	1	0	0	mausoleum
mauve	0	0	0	0	0	0	0	0	0	0	mawd
maxim	0	0	0	0	0	0	0	0	0	1	maxim
maximum	0	0	0	0	0	0	1	0	0	0	ugu badnaan
mayor	0	0	0	0	0	0	1	0	0	0	duqa magaalada
maze	0	0	0	0	0	0	0	0	0	0	wareer
mead	0	0	0	0	0	0	0	0	0	0	meel
meadow	0	0	0	0	0	0	1	0	0	0	caws
