English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Norwegian Word
hideous	0	0	1	1	0	1	0	1	0	0	skrekkelig
hiding	0	0	0	1	0	0	0	0	0	0	skjule
hierarchical	0	0	0	0	0	0	0	0	0	0	hierarkisk
high	0	0	0	0	0	0	0	0	0	0	høy
higher	0	0	0	0	0	0	0	0	0	0	høyere
highest	0	1	0	1	1	1	1	0	1	0	høyest
highland	0	0	0	0	0	0	0	0	0	0	høylandet
highlands	0	0	0	0	0	0	0	0	0	0	høylandet
hight	0	0	0	0	0	0	0	0	0	0	høyde
highway	0	0	0	0	0	0	0	0	0	0	hovedvei
hiker	0	0	0	0	0	0	0	0	0	0	fotturist
hilarious	0	0	0	0	1	0	1	0	1	0	morsom
hilarity	0	0	0	0	1	0	1	0	0	0	munterhet
hill	0	0	0	0	0	0	0	0	0	0	høyde
hilly	0	0	0	0	0	0	0	0	0	0	kupert
hilt	0	0	0	0	0	0	0	0	0	0	håndtaket
hind	0	0	0	0	0	0	0	0	0	0	bakre
hindering	0	0	0	0	0	1	0	1	0	0	hindrer
hindrance	0	0	0	0	0	1	0	0	0	0	hindring
hinge	0	0	0	0	0	0	0	0	0	0	hengsel
hint	0	0	0	0	0	0	0	0	0	0	hint
hinterland	0	0	0	0	0	0	0	0	0	0	innlandet
hip	0	0	0	0	0	0	0	0	0	0	hofte
hippie	0	0	0	0	0	1	0	0	0	0	hippie
hire	0	1	0	0	1	0	1	0	0	1	ansette
hirsute	0	0	0	0	0	0	0	0	0	0	hirsute
hiss	1	0	0	1	0	1	0	0	0	0	suser
hissing	0	0	0	0	0	1	0	0	0	0	hvesende
histology	0	0	0	0	0	0	0	0	0	0	histologi
historian	0	0	0	0	0	0	0	0	0	0	historiker
historic	0	0	0	0	0	0	0	0	0	0	historisk
historiography	0	0	0	0	0	0	0	0	0	0	historieskriving
history	0	0	0	0	0	0	0	0	0	0	historie
hit	1	0	0	0	0	1	0	0	0	0	truffet
hitherto	0	0	0	0	0	1	0	0	0	0	hittil
hive	0	0	0	0	0	1	0	0	0	0	bikube
hoard	0	0	0	0	0	0	0	0	0	0	flokk
hoarse	0	0	0	0	0	1	0	0	0	0	hes
hoary	0	0	0	0	0	1	0	1	0	0	grått
hoax	1	0	1	0	0	1	0	1	1	0	bløff
hob	0	0	0	0	0	0	0	0	0	0	kokeplate
hobby	0	0	0	0	1	0	1	0	0	0	Hobby
hobo	0	0	0	0	0	1	0	1	0	0	uteligger
hockey	0	0	0	0	0	0	0	0	0	0	hockey
hoe	0	0	0	0	0	0	0	0	0	0	hakke
hog	0	0	1	0	0	1	0	0	0	0	svin
hoist	0	0	0	0	0	0	0	0	0	0	heise
hold	0	0	0	0	0	0	0	0	0	0	holde
holder	0	0	0	0	0	0	0	0	0	0	holder
holding	0	0	0	0	0	0	0	0	0	0	holder
hole	0	0	0	0	0	0	0	0	0	0	hull
holiday	0	1	0	0	1	0	1	0	0	0	ferie
holiness	0	1	0	1	1	0	1	0	1	1	hellighet
hollow	0	0	0	0	0	1	0	1	0	0	hul
holocaust	1	0	1	1	0	1	0	1	0	0	holocaust
holy	0	0	0	0	0	0	1	0	0	0	hellig
homage	0	0	0	0	0	0	1	0	0	0	hyllest
homeless	1	1	1	1	0	1	0	1	0	0	hjemløs
homeopathic	0	0	0	0	0	0	0	0	0	0	homøopatisk
homeopathy	0	0	0	0	0	0	0	0	0	0	homeopati
homesick	0	0	0	0	0	1	0	1	0	0	lengter hjem
homestead	0	0	0	0	0	0	0	0	0	0	husmannsplass
homework	0	0	0	1	0	0	0	0	0	0	hjemmelekser
homicidal	1	0	0	1	0	1	0	0	0	0	morderisk
homicide	1	0	1	1	0	1	0	1	0	0	drap
homily	0	0	0	0	0	0	0	0	0	0	preken
homogeneity	0	0	0	0	0	0	0	0	0	0	homogenitet
homogeneous	0	0	0	0	0	0	0	0	0	0	homogen
homologous	0	0	0	0	0	0	0	0	0	0	homolog
homologue	0	0	0	0	0	0	0	0	0	0	homolog
homology	0	0	0	0	0	0	1	0	0	0	homologi
hone	0	0	0	0	0	0	0	0	0	0	finpusse
honest	1	0	1	1	1	0	1	1	0	1	ærlig
honesty	0	0	0	0	0	0	1	0	0	1	ærlighet
honey	0	0	0	0	0	0	1	0	0	0	honning
honeycomb	0	0	0	0	0	0	0	0	0	0	honningkake
honeymoon	0	1	0	0	1	0	1	0	1	1	bryllupsreise
honeysuckle	0	0	0	0	0	0	0	0	0	0	kaprifol
honor	0	0	0	0	0	0	1	0	0	1	ære
honorable	0	0	0	0	0	0	1	0	0	1	hederlig
honorarium	0	0	0	0	0	0	0	0	0	0	honnør
hood	1	0	1	1	0	1	0	0	0	0	hette
hooded	0	0	0	1	0	0	0	0	0	0	hette
hoof	0	0	0	0	0	0	0	0	0	0	hov
hook	0	0	0	0	0	0	0	0	0	0	krok
hooked	0	0	0	0	0	1	0	0	0	0	hekta
hooker	0	0	0	0	0	0	0	0	0	0	hore
hoop	0	0	0	0	0	0	0	0	0	0	bøyle
hoot	1	0	1	0	0	1	0	0	0	0	tute
hop	0	0	0	0	0	0	0	0	0	0	hop
hope	0	1	0	0	1	0	1	0	1	1	håp
hopeful	0	1	0	0	1	0	1	0	1	1	håpefull
hopeless	0	0	0	1	0	1	0	1	0	0	håpløs
hopelessness	1	0	1	1	0	1	0	1	0	0	håpløshet
hopes	0	0	0	0	0	0	0	0	0	0	håper
hoping	0	0	0	0	0	0	0	0	0	0	håper
hopper	0	0	0	0	0	0	0	0	0	0	hopper
horde	0	0	0	0	0	1	0	0	1	0	horde
horizon	0	1	0	0	0	0	1	0	0	0	horisont
horizontal	0	0	0	0	0	0	0	0	0	0	horisontal
horizontally	0	0	0	0	0	0	0	0	0	0	horisontalt
horn	0	0	0	0	0	0	0	0	0	0	horn
hornet	0	0	0	0	0	0	0	0	0	0	hornet
horny	0	0	0	0	0	0	0	0	0	0	kåt
horoscope	0	1	0	0	0	0	0	0	0	0	horoskop
horrible	1	0	1	1	0	1	0	0	0	0	fryktelig
horribly	0	0	0	0	0	1	0	0	0	0	fryktelig
horrid	1	0	1	1	0	1	0	1	0	0	grusomt
horrific	1	0	1	1	0	1	0	1	0	0	forferdelig
horrified	0	0	0	1	0	1	0	0	0	0	forferdet
horrifying	0	0	1	1	0	1	0	1	0	0	skremmende
horror	1	0	1	1	0	1	0	1	1	0	skrekk
horrors	0	0	0	1	0	1	0	1	0	0	grusomheter
horse	0	0	0	0	0	0	0	0	0	1	hest
horseman	0	0	0	0	0	0	0	0	0	0	rytter
horseshoe	0	0	0	0	0	0	0	0	0	0	hestesko
horticultural	0	0	0	0	0	0	0	0	0	0	hagebruk
horticulture	0	0	0	0	0	0	0	0	0	0	hagebruk
hose	0	0	0	0	0	0	0	0	0	0	slange
hosiery	0	0	0	0	0	0	0	0	0	0	strømper
hospice	0	0	0	0	0	0	0	1	0	0	hospits
hospital	0	0	0	1	0	0	0	1	0	1	sykehus
hospitality	0	0	0	0	0	0	1	0	0	0	gjestfrihet
hostage	1	0	0	1	0	1	0	0	0	0	gissel
hostel	0	0	0	0	0	0	0	0	0	0	vandrerhjem
hostile	1	0	1	1	0	1	0	0	0	0	fiendtlig
hostilities	1	0	0	1	0	1	0	0	0	0	fiendtligheter
hostility	1	0	1	0	0	1	0	0	0	0	fiendtlighet
hot	1	0	0	0	0	0	0	0	0	0	varmt
hotbed	0	0	0	0	0	0	0	0	0	0	arnested
hotel	0	0	0	0	0	0	0	0	0	0	hotell
hour	0	0	0	0	0	0	0	0	0	0	time
hourglass	0	0	0	0	0	0	0	0	0	0	timeglass
hourly	0	0	0	0	0	0	0	0	0	0	hver time
house	0	0	0	0	0	0	0	0	0	0	hus
household	0	0	0	0	0	0	1	0	0	0	husstand
householder	0	0	0	0	0	0	0	0	0	0	husmann
housekeeper	0	0	0	0	0	0	0	0	0	0	husholder
housekeeping	0	0	0	0	0	0	1	0	0	0	renhold
housewife	0	0	0	0	0	0	0	0	0	0	husmor
housing	0	0	0	0	0	0	0	0	0	0	bolig
hovercraft	0	0	0	0	0	0	0	0	0	0	luftputefartøy
howl	1	0	1	1	0	1	0	1	1	0	hyle
howsoever	0	0	0	0	0	0	0	0	0	0	uansett
hoy	0	0	0	0	0	0	0	0	0	0	hei
hub	0	0	0	0	0	0	0	0	0	0	hub
huddle	0	0	0	0	0	0	0	0	0	0	klynge seg sammen
hue	0	0	0	0	0	0	0	0	0	0	fargetone
huff	1	0	1	0	0	1	0	0	0	0	huff
hug	0	0	0	0	1	0	1	0	0	1	Klem
huge	0	0	0	0	0	0	0	0	0	0	enorm
hulk	0	0	1	0	0	0	0	0	0	0	hulk
hull	0	0	0	0	0	0	0	0	0	0	skrog
hum	0	0	0	0	0	0	0	0	0	0	nynne
human	0	0	0	0	0	0	0	0	0	0	menneskelig
humane	0	0	0	0	0	0	1	0	0	0	human
humanitarian	0	1	0	0	1	0	1	0	1	1	humanitære
humanities	0	0	0	0	0	0	0	0	0	0	humaniora
humanity	0	0	0	0	1	0	1	0	0	1	menneskeheten
humble	0	0	1	0	0	1	1	1	0	0	ydmyk
humbled	0	0	0	0	0	0	1	1	0	0	ydmyket
humbly	0	0	0	0	0	0	1	0	0	0	ydmykt
humbug	1	0	1	0	0	1	0	1	0	0	humbug
humid	0	0	0	0	0	0	0	0	0	0	fuktig
humidity	0	0	0	0	0	0	0	0	0	0	luftfuktighet
humiliate	1	0	0	0	0	1	0	1	0	0	ydmyke
humiliating	0	0	1	0	0	1	0	0	0	0	ydmykende
humiliation	0	0	1	0	0	1	0	1	0	0	ydmykelse
humility	0	0	0	0	0	0	1	0	0	1	ydmykhet
hummer	0	0	0	0	0	0	0	0	0	0	hummer
hummingbird	0	0	0	0	0	0	0	0	0	0	kolibri
humongous	0	0	0	0	0	0	0	0	0	0	enorm
humorist	0	0	0	0	0	0	1	0	0	0	humorist
humorous	0	0	0	0	1	0	1	0	0	0	humoristisk
hump	0	0	0	0	0	0	0	0	0	0	pukkel
hunch	0	0	0	0	0	1	0	0	0	0	anelse
hundred	0	0	0	0	0	0	0	0	0	0	hundre
hundredth	0	0	0	0	0	0	0	0	0	0	hundredel
hunger	0	0	0	0	0	0	0	0	0	0	sult
hungry	0	1	0	0	0	1	0	0	0	0	sulten
hunk	0	0	0	0	0	0	0	0	0	0	kjekkas
hunks	0	0	0	0	0	0	0	0	0	0	hunks
hunt	0	0	0	0	0	0	0	0	0	0	jakt
hunter	0	1	0	1	0	1	0	1	0	0	jeger
hunting	1	1	0	1	0	1	0	0	0	0	jakt
hurl	0	0	0	0	0	0	0	0	0	0	kaste
hurrah	0	0	0	0	1	0	1	0	0	0	hurra
hurricane	0	0	0	1	0	1	0	0	0	0	orkan
hurried	0	1	0	0	0	1	0	0	0	0	skyndte seg
hurry	0	1	0	0	0	0	0	0	0	0	skynde deg
hurt	1	0	0	1	0	1	0	1	0	0	skade
hurtful	1	0	1	1	0	1	0	1	0	0	sårende
hurting	1	0	0	1	0	1	0	1	0	0	vondt
husbandry	0	0	0	0	0	0	1	0	0	1	husdrift
hush	0	0	0	0	0	0	1	0	0	0	hysj
hushed	0	0	0	0	0	0	0	0	0	0	stille
husk	0	0	0	0	0	0	0	0	0	0	skall
husky	0	0	0	0	0	0	0	0	0	0	husky
hustle	0	0	0	0	0	0	0	0	0	0	mas
hustler	0	0	0	0	0	1	0	0	0	0	hustler
hut	0	0	0	0	0	0	1	1	0	0	hytte
hutch	0	0	0	0	0	0	0	0	0	0	hutch
hyacinth	0	0	0	0	0	0	0	0	0	0	hyasint
hybrid	0	0	0	0	0	0	0	0	0	0	hybrid
hydra	0	0	0	1	0	1	0	0	0	0	hydra
hydraulics	0	0	0	0	0	0	0	0	0	0	hydraulikk
hydrocephalus	0	0	1	1	0	1	0	1	0	0	hydrocephalus
hydrodynamics	0	0	0	0	0	0	0	0	0	0	hydrodynamikk
hydrogen	0	0	0	0	0	0	0	0	0	0	hydrogen
hydrographic	0	0	0	0	0	0	0	0	0	0	hydrografisk
hydrology	0	0	0	0	0	0	0	0	0	0	hydrologi
hygiene	0	0	0	0	0	0	0	0	0	0	hygiene
hygienic	0	0	0	0	0	0	1	0	0	0	hygienisk
hymn	0	1	0	0	1	0	1	1	0	1	salme
hype	0	1	0	0	0	1	0	0	0	0	hype
hyperbole	0	0	0	0	0	1	0	0	0	0	overdrivelse
hypertrophy	0	0	1	1	0	0	0	0	1	0	hypertrofi
hyphen	0	0	0	0	0	0	0	0	0	0	bindestrek
hypnotic	0	0	0	0	0	0	0	0	0	0	hypnotisk
hypnotized	0	0	0	0	0	0	0	0	0	0	hypnotisert
hypocrisy	0	0	0	0	0	1	0	0	0	0	Hykleri
hypocrite	0	0	1	0	0	1	0	0	0	0	hykler
hypocritical	0	0	1	0	0	1	0	0	0	0	hyklersk
hypothesis	0	1	0	0	0	0	0	0	1	0	hypotese
hypothetical	0	0	0	0	0	0	0	0	0	0	hypotetisk
hysteria	0	0	0	1	0	1	0	0	0	0	hysteri
hysterical	1	0	0	1	0	1	0	0	0	0	hysterisk
ice	0	0	0	0	0	0	0	0	0	0	is
iceberg	0	0	0	0	0	0	0	0	0	0	isfjell
icon	0	0	0	0	0	0	0	0	0	0	ikon
iconic	0	0	0	0	0	0	0	0	0	0	ikonisk
iconography	0	0	0	0	0	0	0	0	0	0	ikonografi
icy	0	0	0	0	0	0	0	0	0	0	iskald
idea	0	0	0	0	0	0	0	0	0	0	idé
idealism	0	0	0	0	0	0	1	0	0	0	idealisme
idealist	0	0	0	0	0	0	0	0	0	0	idealist
identical	0	0	0	0	0	0	0	0	0	0	identisk
identically	0	0	0	0	0	0	0	0	0	0	identisk
identification	0	0	0	0	0	0	0	0	0	0	identifikasjon
identify	0	0	0	0	0	0	0	0	0	0	identifisere
identity	0	0	0	0	0	0	0	0	0	0	identitet
ideology	0	0	0	0	0	0	0	0	0	0	ideologi
idiocy	1	0	1	0	0	1	0	1	0	0	idioti
idiom	0	0	0	0	0	0	0	0	0	0	formspråk
idiomatic	0	0	0	0	0	0	0	0	0	0	idiomatisk
idiot	0	0	1	0	0	1	0	0	0	0	idiot
idiotic	1	0	1	0	0	1	0	0	0	0	idiotisk
idle	0	0	0	0	0	0	0	0	0	0	tomgang
idleness	0	0	0	0	0	0	0	0	0	0	lediggang
idler	0	0	0	0	0	1	0	0	0	0	lediggang
idol	0	0	0	0	0	0	1	0	0	0	idol
idolatry	0	0	1	1	0	1	0	0	0	0	avgudsdyrkelse
igloo	0	0	0	0	0	0	0	0	0	0	igloo
igneous	0	0	0	0	0	0	0	0	0	0	magmatisk
ignite	0	0	0	0	0	0	0	0	0	0	antennes
ignition	0	0	0	0	0	0	0	0	0	0	tenning
ignorance	0	0	0	0	0	1	0	0	0	0	uvitenhet
ignorant	0	0	1	0	0	1	0	0	0	0	uvitende
ignore	0	0	0	0	0	1	0	0	0	0	overse
ilk	0	0	0	0	0	0	0	0	0	0	lignende
ill	1	0	1	1	0	1	0	1	0	0	jeg vil
illegal	1	0	1	1	0	1	0	1	0	0	ulovlig
illegality	1	0	1	1	0	1	0	0	0	0	ulovlighet
illegally	0	0	0	0	0	0	0	0	0	0	ulovlig
illegible	0	0	0	0	0	1	0	0	0	0	uleselig
illegitimate	1	0	1	1	0	1	0	1	1	0	uekte
illicit	1	0	1	1	0	1	0	0	0	0	ulovlig
illiterate	0	0	1	0	0	1	0	0	0	0	analfabet
illness	0	0	0	1	0	1	0	1	0	0	sykdom
illogical	0	0	0	0	0	1	0	0	0	0	ulogisk
illuminate	0	1	0	0	1	0	1	0	1	0	belyse
illumination	0	0	0	0	1	0	1	0	1	1	belysning
illuminator	0	0	0	0	0	0	0	0	0	0	illuminator
illusion	0	0	0	0	0	1	0	0	1	0	illusjon
illustrate	0	0	0	0	0	0	1	0	0	0	illustrere
illustration	0	0	0	0	0	0	0	0	0	0	illustrasjon
illustrative	0	0	0	0	0	0	0	0	0	0	illustrerende
illustrious	0	0	0	0	0	0	1	0	0	0	strålende
image	0	0	0	0	0	0	0	0	0	0	bilde
imagery	0	0	0	0	0	0	0	0	0	0	bilder
imaginary	0	0	0	0	0	0	0	0	0	0	innbilt
imagination	0	0	0	0	0	0	0	0	0	0	fantasi
imaginative	0	0	0	0	0	0	1	0	0	0	Fantasifull
imagine	0	0	0	0	0	0	0	0	0	0	Forestill deg
imagined	0	0	0	0	0	0	0	0	0	0	forestilt seg
imagining	0	0	0	0	0	0	0	0	0	0	forestille seg
imam	0	0	0	0	0	0	0	0	0	0	imam
imbedded	0	0	0	0	0	0	0	0	0	0	innebygd
imitate	0	0	0	0	0	0	0	0	0	0	imitere
imitated	0	0	0	0	0	1	0	0	0	0	imitert
imitation	0	0	0	0	0	1	0	0	0	0	etterligning
immaculate	0	0	0	0	1	0	1	0	0	1	plettfri
immaterial	0	0	0	0	0	0	0	0	0	0	uvesentlig
immature	0	1	0	0	0	1	0	0	0	0	umoden
immaturity	1	1	0	0	0	1	0	0	0	0	umodenhet
immeasurable	0	0	0	0	0	0	0	0	0	0	umålelig
immeasurably	0	0	0	0	0	0	0	0	0	0	umåtelig
immediacy	0	0	0	0	0	0	0	0	1	0	umiddelbarhet
immediately	0	1	0	0	0	1	1	0	0	0	umiddelbart
immemorial	0	0	0	0	0	0	0	0	0	0	uminnelige
immense	0	0	0	0	0	0	1	0	0	0	enorm
immerse	0	1	0	1	1	0	1	0	1	1	senke
immersion	0	0	0	0	0	0	0	0	0	0	nedsenking
immigrant	0	0	0	1	0	0	0	0	0	0	innvandrer
immigration	0	0	0	0	0	0	0	0	0	0	innvandring
imminent	0	1	0	1	0	0	0	0	0	0	nært forestående
immoral	1	0	1	1	0	1	0	1	0	0	umoralsk
immorality	1	0	1	0	0	1	0	0	0	0	umoral
immortal	0	0	0	0	0	0	1	0	0	0	udødelig
immortality	0	1	0	0	0	0	0	0	0	0	udødelighet
immovable	0	0	0	0	0	1	1	0	0	1	ubevegelig
immune	0	0	0	0	0	0	0	0	0	0	immun
immunity	0	0	0	0	0	0	0	0	0	0	immunitet
immunization	0	0	0	0	0	0	0	0	0	1	immunisering
immutable	0	0	0	0	0	0	0	0	0	0	uforanderlig
imp	0	0	0	0	0	0	0	0	0	0	imp
impact	0	0	0	0	0	0	0	0	0	0	innvirkning
impair	0	0	0	0	0	1	0	0	0	0	svekke
impairment	0	0	0	0	0	1	0	0	0	0	svekkelse
impart	0	0	0	0	0	0	1	0	0	1	formidle
impartial	0	0	0	0	0	0	1	0	0	1	upartisk
impartiality	0	0	0	0	0	0	1	0	0	1	upartiskhet
impassable	0	0	0	0	0	1	0	0	0	0	uframkommelig
impassioned	0	0	0	0	0	0	0	0	0	0	lidenskapelig
impatience	0	0	0	0	0	1	0	0	0	0	utålmodighet
impatient	0	1	0	0	0	1	0	0	0	0	utålmodig
impeach	0	0	1	1	0	1	0	0	0	0	riksrett
impeachment	0	0	0	0	0	1	0	0	0	0	riksrett
impeccable	0	0	0	0	0	0	1	0	0	1	upåklagelig
impede	0	0	0	0	0	1	0	0	0	0	hindre
impediment	0	0	0	0	0	0	0	0	0	0	hindring
impelled	0	0	0	0	0	0	0	0	0	0	drevet
impending	0	1	0	1	0	0	0	0	0	0	forestående
impenetrable	0	0	0	0	0	0	0	0	0	1	ugjennomtrengelig
imperative	0	0	0	0	0	0	0	0	0	0	avgjørende
imperceptible	0	0	0	0	0	0	0	0	0	0	umerkelig
imperfection	0	0	0	0	0	1	0	0	0	0	ufullkommenhet
imperfectly	0	0	0	0	0	1	0	0	0	0	ufullkommen
imperial	0	0	0	0	0	0	0	0	0	0	keiserlige
impermeable	1	0	0	1	0	0	0	0	0	0	ugjennomtrengelig
impermissible	0	0	0	0	0	0	0	0	0	0	ikke tillatt
impersonal	0	0	0	0	0	0	0	0	0	0	upersonlig
impersonate	0	0	0	0	0	1	0	0	0	0	etterligne
impersonation	0	0	0	0	0	1	0	0	0	0	etterligning
impervious	0	0	0	0	0	0	1	0	0	0	ugjennomtrengelig
impetus	0	0	0	0	0	0	0	0	0	0	drivkraft
implacable	0	0	0	0	0	1	0	0	0	0	uforsonlig
implant	0	0	0	0	0	0	0	0	0	0	implantat
implantation	0	0	0	0	0	0	0	0	0	0	implantasjon
implanted	0	0	0	0	0	0	0	0	0	0	implantert
implement	0	0	0	0	0	0	0	0	0	0	implementere
implicate	1	0	0	0	0	1	0	0	0	0	implisere
implicated	0	0	0	0	0	0	0	0	0	0	implisert
implication	0	0	0	0	0	0	0	0	0	0	implikasjon
implied	0	0	0	0	0	0	0	0	0	0	underforstått
implore	0	0	0	0	0	0	0	0	0	0	bønnfalle
implosion	0	0	0	0	0	0	0	0	0	0	implosjon
imply	0	0	0	0	0	0	0	0	0	0	antyde
impolite	0	0	1	0	0	1	0	0	0	0	uhøflig
import	0	0	0	0	0	0	0	0	0	0	import
importance	0	1	0	0	0	0	1	0	0	0	betydning
important	0	0	0	0	0	0	1	0	0	1	viktig
importation	0	0	0	0	0	0	0	0	0	0	import
impose	0	0	0	0	0	0	0	0	0	0	pålegge
imposing	0	0	0	0	0	0	0	0	0	0	imponerende
imposition	0	0	0	0	0	1	0	0	0	0	pålegg
impossibility	0	0	0	0	0	0	0	0	0	0	umulighet
impossible	0	0	0	0	0	1	0	1	0	0	umulig
impotence	1	0	0	1	0	1	0	1	0	0	maktesløshet
impotent	0	0	0	0	0	1	0	0	0	0	impotent
impound	0	0	0	0	0	1	0	0	0	0	beslaglegge
impracticable	0	0	0	0	0	1	0	0	0	0	upraktisk
impress	0	0	0	0	0	0	1	0	0	0	imponere
impression	0	0	0	0	0	0	1	0	0	0	inntrykk
impressionable	0	0	0	0	0	0	0	0	0	1	påvirkelig
imprint	0	0	0	0	0	0	0	0	0	0	avtrykk
imprison	0	0	0	0	0	1	0	0	0	0	fengsle
imprisoned	1	0	1	1	0	1	0	1	0	0	fengslet
imprisonment	1	0	1	1	0	1	0	1	0	0	fengsling
improbable	0	0	0	0	0	0	0	0	0	0	usannsynlig
impromptu	0	0	0	0	0	0	0	0	0	0	improvisert
impropriety	0	0	0	0	0	1	0	0	0	0	upassende
improve	0	1	0	0	1	0	1	0	0	1	forbedre
improved	0	0	0	0	0	0	1	0	0	0	forbedret
improvement	0	0	0	0	1	0	1	0	0	1	forbedring
improving	0	0	0	0	0	0	1	0	0	0	forbedres
improvisation	0	0	0	0	0	0	0	0	1	0	improvisasjon
improvise	0	1	0	0	0	0	1	0	1	0	improvisere
improvised	0	0	0	0	0	0	0	0	0	0	improviserte
imprudent	0	0	0	0	0	1	0	1	0	0	uforsiktig
impulse	0	0	0	0	0	0	0	0	0	0	impuls
impunity	0	0	0	0	0	0	0	0	0	0	straffrihet
impure	0	0	1	0	0	1	0	0	0	0	uren
impurity	0	0	1	0	0	1	0	0	0	0	urenhet
imputation	0	0	0	0	0	1	0	0	0	0	imputasjon
inability	0	0	0	0	0	1	0	1	0	0	manglende evne
inaccessible	0	0	0	0	0	1	0	0	0	0	utilgjengelig
inaccurate	0	0	0	0	0	1	0	0	0	0	unøyaktig
inaction	0	0	0	0	0	1	0	0	0	0	passivitet
inactivate	0	0	0	0	0	0	0	0	0	0	inaktivere
inactivation	0	0	0	0	0	0	0	0	0	0	inaktivering
inactive	0	0	0	0	0	0	0	0	0	0	inaktiv
inactivity	0	0	0	0	0	1	0	0	0	0	inaktivitet
inadequacy	0	0	0	0	0	1	0	0	0	0	utilstrekkelighet
inadequate	0	0	0	0	0	1	0	1	0	0	utilstrekkelig
inadmissible	1	0	1	0	0	1	0	0	0	0	ikke tillatt
inadvertent	0	0	0	0	0	0	0	0	0	0	utilsiktet
inadvertently	0	0	0	0	0	0	0	0	0	0	uforvarende
inalienable	0	0	0	0	0	0	1	0	0	0	umistelig
inane	0	0	0	0	0	1	0	0	0	0	sinnssykt
inanimate	0	0	0	0	0	0	0	0	0	0	livløs
inapplicable	0	0	0	0	0	1	0	0	0	0	uanvendelig
inappropriate	1	0	1	0	0	1	0	1	0	0	upassende
inattention	1	0	0	0	0	1	0	0	0	0	uoppmerksomhet
inaudible	0	0	0	0	0	1	0	0	0	0	uhørlig
inaugural	0	1	0	0	0	0	0	0	0	0	innvielse
inaugurate	0	0	0	0	0	0	0	0	0	0	innvie
inauguration	0	1	0	0	1	0	1	0	0	1	innsettelse
inborn	0	0	0	0	0	0	0	0	0	0	medfødt
inbred	0	0	0	0	0	0	0	0	0	0	innavlet
incalculable	0	0	0	0	0	1	0	0	0	0	uberegnelig
incandescent	0	0	0	0	0	0	0	0	0	0	glødelampe
incapable	0	0	0	0	0	0	0	0	0	0	ikke i stand til
incapacity	0	0	0	0	0	1	0	0	0	0	inhabilitet
incarceration	1	0	1	1	0	1	0	1	0	0	fengsling
incase	1	0	1	1	0	1	0	1	0	0	i tilfelle
incendiary	1	0	0	1	0	1	0	0	1	0	brennende
incense	1	0	0	0	0	1	0	0	0	0	røkelse
incentive	0	0	0	0	0	0	0	0	0	0	insentiv
inception	0	0	0	0	0	0	0	0	0	0	oppstart
incessant	0	0	0	0	0	1	0	0	0	0	uopphørlig
incessantly	0	0	0	0	0	0	0	0	0	0	ustanselig
incest	1	0	1	1	0	1	0	1	0	0	incest
incestuous	0	0	1	0	0	1	0	0	0	0	incestuøs
inch	0	0	0	0	0	0	0	0	0	0	tomme
incidence	0	0	0	0	0	0	0	0	0	0	forekomst
incident	0	0	0	0	0	0	0	0	1	0	hendelse
incidentally	0	0	0	0	0	0	0	0	0	0	forresten
incineration	0	0	0	0	0	1	0	0	0	0	forbrenning
incipient	0	0	0	0	0	0	0	0	0	0	begynnende
incision	0	0	0	0	0	0	0	0	0	0	Snitt
incisive	0	0	0	0	0	0	1	0	0	0	skarpe
incite	1	1	0	1	0	1	0	0	0	0	hetse opp
incitement	0	0	0	0	0	0	0	0	0	0	hets
inclement	0	0	0	0	0	1	0	0	0	0	vanskelig
inclination	0	0	0	0	0	0	0	0	0	0	tilbøyelighet
incline	0	0	0	0	0	0	0	0	0	1	helling
inclined	0	0	0	0	0	0	0	0	0	0	tilbøyelig
include	0	0	0	0	0	0	1	0	0	0	inkludere
included	0	0	0	0	0	0	1	0	0	0	inkludert
including	0	0	0	0	0	0	1	0	0	0	gjelder også
inclusion	0	0	0	0	0	0	0	0	0	1	inkludering
inclusive	0	0	0	0	0	0	1	0	0	0	inklusive
incognito	0	0	0	0	0	0	0	0	0	0	inkognito
incoherent	0	0	0	0	0	1	0	0	0	0	usammenhengende
income	0	1	0	0	1	1	1	1	0	1	inntekt
incoming	0	0	0	0	0	0	0	0	0	0	innkommende
incompatible	1	0	1	0	0	1	0	1	0	0	uforenlig
incompetence	0	0	0	0	0	1	0	0	0	0	inkompetanse
incompetent	1	0	0	0	0	1	0	1	0	0	inkompetent
incompletely	0	0	0	0	0	0	0	0	0	0	ufullstendig
incompleteness	0	0	0	0	0	1	0	0	0	0	ufullstendighet
incomprehensible	0	0	0	0	0	1	0	0	0	0	ubegripelig
inconclusive	0	0	0	0	0	0	0	0	0	0	inkonklusive
incongruous	1	0	0	0	0	1	0	0	0	0	inkongruent
inconsequential	0	0	0	0	0	1	0	1	0	0	uviktig
inconsiderate	1	0	1	0	0	1	0	1	0	0	hensynsløs
inconsistency	0	0	0	0	0	1	0	0	0	0	inkonsekvens
inconspicuous	0	0	0	0	0	0	0	0	0	0	lite iøynefallende
incontinence	0	0	0	0	0	0	0	0	1	0	inkontinens
inconvenient	1	0	1	0	0	1	0	1	0	0	ubeleilig
incorporate	0	0	0	0	0	0	0	0	0	0	innlemme
incorporation	0	0	0	0	0	0	0	0	0	0	innlemmelse
incorrect	0	0	0	0	0	1	0	0	0	0	stemmer ikke
increase	0	0	0	0	0	0	1	0	0	0	øke
