English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Shona Word
neighborhood	0	1	0	0	0	0	0	0	0	0	nharaunda
neighboring	0	0	0	0	0	0	0	0	0	0	muvakidzani
neonatal	0	0	0	0	0	0	0	0	0	0	neonatal
neophyte	0	0	0	0	0	0	0	0	0	0	neophyte
neoprene	0	0	0	0	0	0	0	0	0	0	neoprene
nephew	0	0	0	0	0	0	0	0	0	0	muzukuru
nepotism	1	0	1	0	0	1	0	1	0	0	nepotism
nerve	0	0	0	0	0	0	1	0	0	0	nerve
nervous	0	1	0	1	0	1	0	0	0	0	kutya
nervousness	0	0	0	1	0	0	0	0	0	0	kutya
ness	0	0	0	0	0	0	0	0	0	0	ness
nest	0	0	0	0	0	0	0	0	0	1	nest
nestle	0	0	0	0	0	0	1	0	0	1	nestle
nestling	0	0	0	0	0	0	0	0	0	0	nestling
net	0	0	0	0	0	0	0	0	0	0	net
nether	1	0	0	1	0	1	0	1	0	0	nether
netting	0	0	0	0	0	0	0	0	0	0	netting
nettle	1	0	1	0	0	1	0	0	0	0	nettle
network	0	1	0	0	0	0	0	0	0	0	network
neuralgia	0	0	0	1	0	1	0	1	0	0	neuralgia
neurology	0	0	0	0	0	0	0	0	0	0	neurology
neurosis	0	0	0	1	0	1	0	1	0	0	neurosis
neurotic	0	0	1	1	0	1	0	0	0	0	neurotic
neuter	0	0	0	0	0	0	0	0	0	0	neuter
neutral	0	1	0	0	0	0	0	0	0	1	kwaakarerekera
neutrality	0	0	0	0	0	0	0	0	0	1	kusatora rutivi
neutralize	0	0	0	0	0	0	0	0	0	0	neutralize
newborn	0	0	0	0	0	0	0	0	0	0	achangozvarwa
newcomer	0	0	0	1	0	0	0	0	1	0	mutsva
newly	0	0	0	0	0	0	0	0	0	0	patsva
newness	0	0	0	0	0	0	0	0	0	0	hutsva
news	0	0	0	0	0	0	0	0	0	0	nhau
newspaper	0	0	0	0	0	0	0	0	0	0	newspaper
newsstand	0	0	0	0	0	0	0	0	0	0	newsstand
nib	0	0	0	0	0	0	0	0	0	0	nib
nibble	0	0	0	0	0	0	0	0	0	0	nibble
niche	0	0	0	0	0	0	0	0	0	0	niche
nichts	0	0	0	0	0	0	0	0	0	0	nichts
nick	0	0	0	0	0	0	0	0	0	0	nick
nickel	0	0	0	0	0	0	0	0	0	0	nickel
nickname	0	0	0	0	0	0	0	0	0	0	zita remadunhurirwa
nicotine	0	0	1	0	0	1	0	0	0	0	chikakananda
niece	0	0	0	0	0	0	0	0	0	0	muzukuru
nigh	0	0	0	0	0	0	0	0	0	0	pedyo
night	0	0	0	0	0	0	0	0	0	0	husiku
nightfall	0	0	0	0	0	0	0	0	0	0	manheru
nightingale	0	0	0	0	0	0	0	0	0	0	nightingale
nightmare	0	0	0	1	0	1	0	0	0	0	hope dzakaipa
nihilism	0	0	0	0	0	1	0	0	0	0	nihilism
nil	0	0	0	0	0	0	0	0	0	0	nil
nimble	0	0	0	0	0	0	0	0	0	0	nimble
ninety	0	0	0	0	0	0	0	0	0	0	makumi mapfumbamwe
ninth	0	0	0	0	0	0	0	0	0	0	chepfumbamwe
nip	0	0	0	0	0	0	0	0	0	0	nip
nipple	0	0	0	0	0	0	0	0	0	0	zamu
nix	0	0	0	0	0	0	0	0	0	0	nix
nobility	0	1	0	0	0	0	1	0	0	1	nobility
noble	0	0	0	0	0	0	1	0	0	1	noble
nobleman	0	0	0	0	0	0	1	0	0	1	nobleman
nocturnal	0	0	0	0	0	0	0	0	0	0	nocturnal
nod	0	0	0	0	0	0	0	0	0	0	nod
nodding	0	0	0	0	0	0	0	0	0	0	nemusoro
node	0	0	0	0	0	0	0	0	0	0	node
nodular	0	0	0	0	0	0	0	0	0	0	nodular
nodule	0	0	0	0	0	0	0	0	0	0	nodule
noise	0	0	0	0	0	1	0	0	0	0	noise
noisy	1	0	0	0	0	1	0	0	0	0	ruzha
nomad	0	0	0	0	0	0	0	0	0	0	nomad
nomadic	0	0	0	0	0	0	0	0	0	0	nomadic
nomenclature	0	0	0	0	0	0	0	0	0	0	nomenclature
nominal	0	0	0	0	0	0	0	0	0	0	nominal
nominate	0	0	0	0	0	0	0	0	0	0	nominate
nomination	0	0	0	0	0	0	1	0	0	0	nomination
nominee	0	0	0	0	0	0	0	0	0	0	nominee
nonce	0	0	0	0	0	0	0	0	0	0	nonce
noncompliance	1	1	0	1	0	1	0	1	0	0	kusateerera
nondescript	0	0	0	0	0	0	0	0	0	0	nondescript
nonexistent	0	0	0	0	0	0	0	0	0	0	isipo
nonpayment	0	0	0	0	0	0	0	0	0	0	kusabhadhara
nonresident	0	0	0	0	0	0	0	0	0	0	nonresident
nonsense	0	0	0	0	0	1	0	0	0	0	zvisina maturo
nonsensical	0	0	0	0	0	1	0	1	0	0	zvisina musoro
noodle	0	0	0	0	0	0	0	0	0	0	noodle
nook	0	0	0	0	0	0	0	0	0	0	nook
noon	0	0	0	0	0	0	0	0	0	0	masikati
noose	0	0	0	0	0	1	0	1	0	0	noose
norm	0	0	0	0	0	0	0	0	0	0	normal
normal	0	0	0	0	0	0	0	0	0	0	normal
normalcy	0	0	0	0	0	0	0	0	0	0	normalcy
normality	0	0	0	0	0	0	1	0	0	0	normality
nose	0	0	1	0	0	0	0	0	0	0	mhino
nostalgia	0	0	0	0	0	0	0	0	0	0	nostalgia
nostril	0	0	0	0	0	0	0	0	0	0	mhino
notable	0	0	0	0	1	0	1	0	0	1	noable
notables	0	0	0	0	0	0	1	0	0	0	notables
notably	0	0	0	0	0	0	0	0	0	0	zvikuru
notary	0	0	0	0	0	0	0	0	0	1	notary
notation	0	0	0	0	0	0	0	0	0	0	notation
notch	0	0	0	0	0	0	0	0	0	0	notch
notched	0	0	0	0	0	0	0	0	0	0	notched
note	0	0	0	0	0	0	0	0	0	0	note
notebook	0	0	0	0	0	0	0	0	0	0	notebook
noted	0	0	0	0	0	0	1	0	0	0	noted
noteworthy	0	0	0	0	0	0	0	0	0	0	zvinokosha
nothingness	0	0	0	0	0	1	0	1	0	0	hapana chinhu
notice	0	0	0	0	0	0	0	0	0	0	chiziviso
noticeable	0	0	0	0	0	0	0	0	0	0	zvinoonekwa
notification	0	1	0	0	0	0	0	0	0	0	notification
notify	0	0	0	0	0	0	0	0	0	0	zivisa
notion	0	0	0	0	0	0	1	0	0	0	pfungwa
notional	0	0	0	0	0	0	0	0	0	0	notional
notoriety	1	0	1	1	0	1	1	0	0	0	notoriety
notwithstanding	0	0	0	0	0	0	0	0	0	0	zvisinei
nought	0	0	0	0	0	0	0	0	0	0	hapana
noun	0	0	0	0	0	0	0	0	0	0	noun
nourish	0	0	0	0	0	0	0	0	0	0	simbisa
nourishment	0	0	0	0	0	0	1	0	0	0	chikafu
nouveau	0	0	0	0	0	0	0	0	0	0	nouveau
novelty	0	0	0	0	0	0	0	0	0	0	novelty
novice	0	0	0	0	0	0	0	0	0	0	novice
nowadays	0	0	0	0	0	0	0	0	0	0	mazuvano
noxious	0	0	1	1	0	1	0	0	0	0	noxious
nozzle	0	0	0	0	0	0	0	0	0	0	nozzle
nuance	0	0	0	0	0	0	0	0	0	0	nuance
nuances	0	0	0	0	0	0	0	0	0	0	nuances
nucleus	0	0	0	0	0	0	0	0	0	0	nucleus
nude	0	0	0	0	0	0	0	0	0	0	mushwi
nudge	0	0	0	0	0	0	0	0	0	0	nudge
nudity	0	0	0	0	0	0	0	0	0	0	nudity
nugget	0	0	0	0	0	0	0	0	0	0	nugget
nuisance	1	0	0	0	0	1	0	0	0	0	nuisance
nul	0	0	0	0	0	1	0	0	0	0	nul
null	0	0	0	0	0	0	0	0	0	0	null
nullify	0	0	0	0	0	1	0	0	1	0	nullify
numb	0	0	0	0	0	1	0	0	0	0	numb
number	0	0	0	0	0	0	0	0	0	0	nhamba
numbering	0	0	0	0	0	0	0	0	0	0	kuverenga
numbers	0	0	0	0	0	0	1	0	0	0	nhamba
numbness	0	0	0	0	0	1	0	1	0	0	chiveve
numeral	0	0	0	0	0	0	0	0	0	0	nhamba
numerator	0	0	0	0	0	0	0	0	0	0	numerator
numerical	0	0	0	0	0	0	0	0	0	0	nhamba
numerically	0	0	0	0	0	0	0	0	0	0	nhamba
numerous	0	0	0	0	0	0	0	0	0	0	vakawanda
nun	0	0	0	0	0	1	0	0	0	1	nun
nurse	0	0	0	0	0	0	1	0	0	1	nurse
nursery	0	0	0	0	1	0	1	0	0	1	nursery
nurture	1	1	1	1	1	0	1	0	0	1	kurera
nutmeg	0	0	0	0	0	0	0	0	0	0	nutmeg
nutrition	0	0	0	0	0	0	0	0	0	0	chikafu
nutritious	0	0	0	0	0	0	1	1	0	0	zvinovaka muviri
nutritive	0	0	0	0	0	0	0	0	0	0	zvinovaka muviri
nuts	0	0	0	0	0	0	0	0	0	0	nzungu
nymph	0	0	0	0	0	0	0	0	0	0	nymph
oaf	0	0	0	0	0	1	0	0	0	0	oaf
oak	0	0	0	0	0	0	1	0	0	0	oak
oar	0	0	0	0	0	0	0	0	0	0	or
oasis	0	1	0	0	1	0	1	0	0	1	oasis
oath	0	0	0	0	0	0	1	0	0	1	mhiko
oatmeal	0	0	0	0	0	0	0	0	0	0	oatmeal
obedience	0	0	0	0	0	0	1	0	0	1	kuteerera
obedient	0	0	0	0	0	0	0	0	0	0	anoteerera
obediently	0	0	0	0	0	0	0	0	0	0	achiteerera
obelisk	0	0	0	0	0	0	0	0	0	0	obelisk
obese	0	0	1	0	0	1	0	0	0	0	obese
obesity	0	0	1	0	0	1	0	1	0	0	kufutisa
obey	0	0	0	1	0	0	0	0	0	1	teerera
obi	0	0	1	1	0	1	0	0	0	0	obi
obit	0	0	0	0	0	1	0	1	1	0	obit
obituary	0	0	0	0	0	1	0	1	0	0	obituary
object	0	0	0	0	0	0	0	0	0	0	object
objection	1	0	0	0	0	1	0	0	0	0	kuramba
objectionable	0	0	0	0	0	1	0	0	0	0	zvinopokana
objective	0	1	0	0	0	0	1	0	0	1	chinangwa
obligation	0	0	0	0	0	0	0	0	0	0	mutoro
obligatory	0	0	0	0	0	0	0	0	0	0	zvinosungirwa
oblige	0	0	0	0	0	1	0	0	0	1	oblige
obliged	0	0	0	0	0	0	0	0	0	0	sungirwa
obliging	1	1	1	1	1	0	1	0	1	1	kusungirwa
obligor	0	0	0	1	0	1	0	0	0	0	obligor
oblique	0	0	0	0	0	0	0	0	0	0	oblique
obliterate	1	0	0	1	0	1	0	1	0	0	obliterate
obliterated	1	0	0	1	0	1	0	0	0	0	obliterated
obliteration	0	0	0	1	0	1	0	1	0	0	obliteration
oblivion	1	0	0	1	0	1	0	0	0	0	kukanganwa
oblivious	0	0	0	0	0	0	0	0	0	0	oblivious
oblong	0	0	0	0	0	0	0	0	0	0	oblong
obnoxious	1	0	1	0	0	1	0	1	0	0	zvinosemesa
oboe	0	0	0	0	0	0	0	0	0	0	oboe
obscene	0	0	1	0	0	1	0	0	0	0	zvinonyadzisa
obscenity	1	0	1	0	0	1	0	0	0	0	zvinyadzi
obscure	0	0	0	0	0	0	0	0	0	0	kudzima
obscured	0	0	0	0	0	0	0	0	0	0	akavharika
obscurity	0	0	0	0	0	1	0	0	0	0	kusviba
observance	0	0	0	0	0	0	0	0	0	0	kuchengeta
observant	0	0	0	0	0	0	1	0	0	0	kucherechedza
observation	0	0	0	0	0	0	0	0	0	0	observation
observatory	0	0	0	0	0	0	0	0	0	0	observatory
observe	0	0	0	0	0	0	0	0	0	0	cherechedza
observer	0	0	0	0	0	0	0	0	0	0	mucherechedzi
observing	0	0	0	0	0	0	0	0	0	0	kuona
obsession	0	0	0	0	0	0	0	0	0	0	obsession
obsolescence	0	0	0	0	0	0	0	0	0	0	kupera basa
obstacle	1	0	0	1	0	1	0	1	0	0	chipingamupinyi
obstetrician	0	0	0	0	0	0	0	0	0	1	chiremba wekubereka
obstetrics	0	0	0	0	0	0	0	0	0	0	ostetrics
obstinate	0	0	0	0	0	1	0	0	0	0	kusindimara
obstruct	1	0	0	1	0	1	0	0	0	0	obstruct
obstruction	0	0	0	0	0	1	0	0	0	0	chipingamupinyi
obstructive	1	0	0	0	0	1	0	0	0	0	obstructive
obtain	0	0	0	0	0	0	0	0	0	0	kuwana
obtainable	0	0	0	0	1	0	1	0	0	0	kuwanikwa
obtuse	0	0	0	0	0	1	0	0	0	0	obtuse
obverse	0	0	0	0	0	0	0	0	0	0	obverse
obvious	0	0	0	0	0	0	1	0	0	1	pachena
ocarina	0	0	0	0	0	0	0	0	0	0	ocarina
occasion	0	0	0	0	0	0	0	0	0	0	chiitiko
occasional	0	0	0	0	0	0	0	0	1	0	apo neapo
occasionally	0	0	0	0	0	0	0	0	0	0	nguva nenguva
occlusion	0	0	0	0	0	0	0	0	0	0	occlusion
occult	0	0	1	1	0	1	0	0	0	0	zvemashiripiti
occupancy	0	0	0	0	0	0	0	0	0	0	kugara
occupant	0	0	0	0	0	0	1	0	0	1	occupant
occupation	0	0	0	0	0	0	1	0	0	0	basa
occupied	0	0	0	0	0	0	0	0	0	0	kugarwa
occupier	0	0	0	0	0	0	0	0	0	0	mugari
occupy	0	0	0	0	0	0	1	0	0	0	occupy
occupying	0	0	0	0	0	0	0	0	0	0	occupying
occur	0	0	0	0	0	0	0	0	0	0	kuitika
occurrence	0	0	0	0	0	0	0	0	0	0	kuitika
ocean	0	0	0	0	0	0	0	0	0	0	ocean
oceanic	0	0	0	0	0	0	0	0	0	0	oceanic
octagon	0	0	0	0	0	0	0	0	0	0	octagon
octave	0	0	0	0	0	0	0	0	0	0	octave
octopus	0	0	1	0	0	0	0	0	0	0	octopus
ocular	0	0	0	0	0	0	0	0	0	0	ocular
oddity	0	0	1	0	0	1	0	1	1	0	oddity
odds	0	0	0	0	0	0	0	0	0	0	odds
ode	0	0	0	0	0	0	0	0	0	0	ode
odious	1	0	1	1	0	1	0	0	0	0	zvinosemesa
odometer	0	0	0	0	0	0	0	0	0	0	odometer
odor	0	0	0	0	0	1	0	0	0	0	munhuwi
oestrogen	0	0	0	0	0	0	0	0	0	0	estrogen
oeuvre	0	0	0	0	0	0	0	0	0	0	oeuvre
offal	0	0	0	0	0	0	0	0	0	0	offal
offend	1	0	1	0	0	1	0	0	0	0	kugumbura
offended	1	0	0	0	0	1	0	1	0	0	kugumburwa
offender	1	0	1	1	0	1	0	1	0	0	mutadzi
offense	1	0	1	1	0	1	0	1	0	0	mhosva
offensive	1	0	1	0	0	1	0	0	0	0	zvinogumbura
offer	0	0	0	0	0	0	1	0	0	0	offer
offered	0	0	0	0	0	0	0	0	0	0	akapa
offering	0	0	0	0	0	0	0	0	0	1	offering
offhand	0	0	0	0	0	1	0	0	0	0	offhand
office	0	0	0	0	0	0	0	0	0	0	office
officer	0	0	0	0	0	0	1	0	0	1	officer
offices	0	0	0	0	0	0	0	0	0	0	mahofisi
official	0	0	0	0	0	0	0	0	0	1	mukuru
officiate	0	0	0	0	0	0	0	0	0	0	office
offing	0	0	0	0	0	1	0	0	0	0	offing
offload	0	0	0	0	0	0	0	0	0	0	offload
offset	0	1	0	0	0	0	1	0	0	0	offset
offshoot	0	0	0	0	0	0	1	0	0	0	offshoot
offside	0	0	0	0	0	0	0	0	0	0	offside
oft	0	0	0	0	0	0	0	0	0	0	kazhinji
oftentimes	0	0	0	0	0	0	0	0	0	0	kazhinji
ogre	0	0	1	1	0	1	0	0	0	0	ogre
oil	0	0	0	0	0	0	0	0	0	0	mafuta
oils	0	0	0	0	0	0	0	0	0	0	mafuta
ointment	0	0	0	0	0	0	0	0	0	0	mafuta okuzora
olfactory	0	1	0	0	0	1	0	0	0	0	olfactory
oligarchy	0	0	0	0	0	1	0	0	0	0	oligarchy
olive	0	0	0	0	0	0	0	0	0	0	muorivhi
omega	0	0	0	0	0	0	0	0	0	0	omega
omelet	0	0	0	0	0	0	0	0	0	0	omelet
omen	0	1	0	1	0	1	0	0	0	0	omen
ominous	0	1	0	1	0	1	0	0	0	0	zvinotyisa
omission	0	0	0	0	0	0	0	0	0	0	kusiiwa
omit	0	0	0	0	0	1	0	0	0	0	siyirira
omitted	0	0	0	0	0	0	0	0	0	0	inosiiwa
omnibus	0	0	0	0	0	0	0	0	0	0	omnibus
omnipotence	0	0	0	1	0	1	1	0	0	0	simba rose
omnipotent	0	0	0	0	0	0	0	0	0	0	ane masimba ose
omnipresent	0	0	0	0	0	0	0	0	0	0	pose pose
omniscient	0	0	0	0	0	0	1	0	0	1	anoziva zvose
oncologist	0	0	0	0	0	0	0	0	0	0	oncologist
oneness	0	0	0	0	0	0	0	0	0	0	humwe
onerous	1	0	0	0	0	1	0	1	0	0	zvinonetsa
oneself	0	0	0	0	0	0	0	0	0	0	iwe pachako
ongoing	0	1	0	0	0	0	0	0	0	0	inoenderera mberi
onion	0	0	0	0	0	0	0	0	0	0	hanyanisi
onset	0	1	0	0	0	0	0	0	0	0	kutanga
onslaught	0	0	0	0	0	0	0	0	0	0	kurwisa
ontology	0	0	0	0	0	0	0	0	0	0	ontology
onus	0	0	0	0	0	1	0	0	0	0	onus
onward	0	0	0	0	0	0	0	0	0	0	zvichienda mberi
onyx	0	0	0	0	0	0	0	0	0	0	onyx
ooze	0	0	1	0	0	1	0	0	0	0	ooze
oozing	0	0	0	0	0	0	0	0	0	0	oozing
opacity	0	0	0	0	0	0	0	0	0	0	opacity
opal	0	0	0	0	0	0	0	0	0	0	opal
opaque	0	0	0	0	0	1	0	0	0	0	opaque
ope	0	0	0	0	0	0	0	0	0	0	ope
open	0	0	0	0	0	0	0	0	0	0	open
opener	0	0	0	0	0	0	0	0	0	0	opener
opening	0	0	0	0	0	0	0	0	0	0	kuvhura
openly	0	0	0	0	0	0	0	0	0	0	pachena
openness	0	0	0	0	0	0	1	0	0	0	pachena
opera	1	1	0	1	1	0	1	1	1	1	opera
operatic	0	0	0	0	0	1	0	0	0	0	operatic
operation	0	0	0	1	0	0	0	0	0	1	kushanda
operations	0	0	0	0	0	0	0	0	0	0	mabasa
operative	0	0	0	0	0	0	0	0	0	0	kushanda
operator	0	0	0	0	0	0	0	0	0	0	opareta
ophthalmic	0	0	0	0	0	0	0	0	0	0	ophthalmic
ophthalmologist	0	0	0	0	0	0	0	0	0	0	ophthalmologist
opiate	0	0	0	0	0	1	0	0	0	0	opiate
opinion	0	0	0	0	0	0	0	0	0	0	maonero
opinionated	1	0	0	0	0	1	0	0	0	0	pfungwa
opium	1	0	1	1	0	1	0	1	0	0	opium
opponent	1	1	1	1	0	1	0	0	0	0	muvengi
opportune	0	0	0	0	1	0	1	0	0	0	mukana
opportunism	0	0	0	0	0	0	0	0	0	0	mukana
opportunity	0	1	0	0	0	0	1	0	0	0	mukana
oppose	0	0	0	0	0	1	0	0	0	0	kushora
opposed	1	0	0	1	0	1	0	0	0	0	kupikiswa
opposing	0	0	0	0	0	0	0	0	0	0	vachipikisa
opposite	0	0	0	0	0	0	0	0	0	0	zvinopesana
opposites	0	0	0	0	0	0	0	0	0	0	zvinopesana
opposition	1	0	0	0	0	1	0	0	0	0	kushorwa
oppress	1	0	1	1	0	1	0	1	0	0	dzvanyirira
oppression	1	0	1	1	0	1	0	1	0	0	kudzvinyirirwa
oppressive	1	0	1	1	0	1	0	1	0	0	anodzvinyirira
oppressor	1	0	0	1	0	1	0	1	0	0	mudzvanyiriri
optic	0	0	0	0	0	0	0	0	0	0	optic
optical	0	0	0	0	0	0	0	0	0	0	optical
optics	0	0	0	0	0	0	0	0	0	0	optics
optimism	0	1	0	0	1	0	1	0	1	1	tariro
optimist	0	0	0	0	0	0	1	0	0	1	optimist
option	0	0	0	0	0	0	1	0	0	0	sarudzo
optional	0	0	0	0	0	0	1	0	0	0	optional
optionally	0	0	0	0	0	0	0	0	0	0	optionally
options	0	0	0	0	0	0	0	0	0	0	zvisarudzo
optometrist	0	0	0	0	0	0	0	0	0	0	chiremba wemaziso
opulence	0	0	0	0	0	0	0	0	0	0	kupfuma
opulent	0	0	0	0	0	0	0	0	0	0	opulent
opus	0	0	0	0	0	0	0	0	0	0	opus
oracle	0	1	0	0	0	0	1	0	0	1	oracle
oral	0	0	0	0	0	0	0	0	0	0	oral
orange	0	0	0	0	0	0	0	0	0	0	orenji
oration	0	0	0	0	0	0	1	0	0	0	oration
orator	0	0	0	0	0	0	0	0	0	0	mutauri
oratory	0	0	0	0	0	0	0	0	0	0	oratory
orb	0	0	0	0	0	0	0	0	0	0	orb
orbit	0	0	0	0	0	0	0	0	0	0	orbit
orbiting	0	0	0	0	0	0	0	0	0	0	kutenderera
orbs	0	0	0	0	0	0	0	0	0	0	orbs
orc	1	0	1	1	0	1	0	0	0	0	orc
orchard	0	0	0	0	0	0	0	0	0	0	munda wemichero
orchestra	1	0	0	0	1	0	1	1	0	1	orchestra
ordained	0	0	0	0	0	0	1	0	0	1	ordained
ordeal	1	0	0	0	0	1	0	0	1	0	dambudziko
order	0	0	0	0	0	0	0	0	0	0	order
orderly	0	0	0	0	0	0	1	0	0	0	zvakarongeka
ordinance	0	0	0	0	0	0	0	0	0	1	mutemo
ordinary	0	0	0	0	0	0	0	0	0	0	zvakajairika
ordination	0	1	0	0	1	0	1	0	0	1	kugadza
ordnance	0	0	0	1	0	1	0	0	0	0	ordnance
ore	0	0	0	0	0	0	0	0	0	0	ore
oregano	0	0	0	0	0	0	0	0	0	0	oregano
organ	0	1	0	0	1	0	0	0	0	0	nhengo
organic	0	0	0	0	0	0	1	0	0	0	organic
organism	0	0	0	0	0	0	0	0	0	0	chipenyu
organist	0	0	0	0	0	0	0	0	0	0	organist
organization	0	1	0	0	1	0	1	0	1	1	sangano
organize	0	0	0	0	0	0	1	0	0	0	kuronga
organized	0	0	0	0	0	0	1	0	0	0	vakarongeka
orgasm	0	1	0	0	1	0	1	0	0	0	orgasm
orgies	0	0	0	0	0	0	0	0	0	0	uroyi
orient	0	0	0	0	0	0	0	0	0	0	orient
oriental	0	0	0	0	0	0	0	0	0	0	oriental
orientation	0	0	0	0	0	0	0	0	0	0	orientation
orifice	0	0	0	0	0	0	0	0	0	0	orifice
origin	0	0	0	0	0	0	0	0	0	0	mavambo
originality	0	0	0	0	0	0	1	0	1	0	mavambo
originate	0	0	0	0	0	0	0	0	0	0	mavambo
origination	0	0	0	0	0	0	0	0	0	0	origination
originator	0	0	0	0	0	0	0	0	0	0	muvambi
ornament	0	0	0	0	0	0	0	0	0	0	ornament
ornamental	0	0	0	0	0	0	0	0	0	0	ornamental
ornamentation	0	0	0	0	0	0	0	0	0	0	ornamentation
ornamented	0	0	0	0	0	0	1	0	0	0	ornamented
ornate	0	0	0	0	0	0	1	0	0	0	ornate
orphan	0	0	0	1	0	1	0	1	0	0	nherera
orthodox	0	0	0	0	0	0	0	0	0	0	orthodox
orthodoxy	0	0	0	0	0	0	0	0	0	1	orthodoxy
orthogonal	0	0	0	0	0	0	0	0	0	0	orthogonal
oscillate	0	0	0	0	0	0	0	0	0	0	oscillate
oscillating	0	0	0	0	0	0	0	0	0	0	oscillating
oscillation	0	0	0	0	0	0	0	0	0	0	oscillation
oscillatory	0	0	0	0	0	0	0	0	0	0	oscillatory
ostensible	0	0	0	0	0	0	0	0	0	0	ostensible
ostensibly	0	0	0	0	0	1	0	0	0	0	sezviri pachena
ostrich	0	0	0	0	0	0	0	0	0	0	mhou
otto	0	0	0	0	0	0	0	0	0	0	otto
ottoman	0	0	0	0	0	0	0	0	0	0	ottoman
ounce	0	0	0	0	0	0	0	0	0	0	ounce
oust	1	0	0	0	0	1	0	1	0	0	oust
outbreak	0	0	0	0	0	0	0	0	0	0	kunyuka nekupararira
outburst	1	0	0	1	1	1	1	1	1	0	kuputika
outcast	0	0	1	1	0	1	0	1	0	0	outcast
outcome	0	0	0	0	0	0	1	0	0	0	mhedzisiro
outcry	1	0	0	1	0	1	0	0	1	0	kuchema
outdo	0	1	0	0	0	0	1	0	0	0	outdo
outdoor	0	0	0	0	0	0	0	0	0	0	panze
outfit	0	0	0	0	0	0	0	0	0	0	chipfeko
outgrow	0	0	0	0	0	0	0	0	0	0	outgrow
outgrowth	0	0	0	0	0	0	0	0	0	0	kubuda
outhouse	0	0	1	0	0	1	0	0	0	0	outhouse
outing	0	0	0	0	0	0	0	0	0	0	kubuda
outlandish	0	0	0	0	0	1	0	0	0	0	outlandish
outlast	0	0	0	0	0	0	0	0	0	0	outlast
outlaw	0	0	0	0	0	1	0	0	0	0	kunze kwemutemo
outlet	0	0	0	0	0	0	0	0	0	0	outlet
outline	0	0	0	0	0	0	0	0	0	0	outline
outlines	0	0	0	0	0	0	0	0	0	0	zvinyorwa
outlook	0	0	0	0	0	0	0	0	0	0	maonero
outlying	0	0	0	0	0	0	0	0	0	0	kunze
outnumber	0	0	0	0	0	0	0	0	0	0	kuwanda
outpost	0	0	0	1	0	0	0	0	0	0	outpost
outpouring	0	0	0	0	0	0	0	0	0	0	kudurura
output	0	0	0	0	0	0	0	0	0	0	output
outrage	1	0	1	0	0	1	0	0	0	0	kutsamwa
outrageous	0	0	0	0	0	0	0	0	1	0	zvinoshatirisa
outright	0	0	0	0	0	0	0	0	0	0	zvachose
outrun	0	0	0	0	0	0	0	0	0	0	outrun
outset	0	0	0	0	0	0	0	0	0	0	pakutanga
outsider	0	0	0	1	0	0	0	0	0	0	kunze
outskirts	0	0	0	0	0	0	0	0	0	0	kunze
outspoken	0	0	0	0	0	0	0	0	0	0	kutaura pachena
outstanding	0	0	0	0	1	1	1	0	0	0	outstanding
outstretched	0	0	0	0	0	0	0	0	0	0	yakatambanudzwa
outward	0	0	0	0	0	0	1	0	0	0	kunze
outwards	0	0	0	0	0	0	0	0	0	0	kunze
outweigh	0	0	0	0	0	0	0	0	0	0	outweigh
oval	0	0	0	0	0	0	0	0	0	0	oval
ovary	0	0	0	0	0	0	0	0	0	0	ovary
ovate	0	0	0	0	0	0	0	0	0	0	ovate
ovation	0	0	0	0	0	1	0	1	0	0	ovation
oven	0	0	0	0	0	0	0	0	0	0	ovheni
overalls	0	0	0	0	0	0	0	0	0	0	hovhorosi
overbearing	1	0	0	0	0	1	0	0	0	0	kunyanyisa
overburden	0	0	0	0	0	1	0	0	0	0	kuremerwa
overcast	0	0	0	0	0	1	0	0	0	0	kukasimukira
overcharged	0	0	0	0	0	0	0	0	0	0	overcharged
overcoat	0	0	0	0	0	0	0	0	0	0	jasi
overdo	0	0	0	0	0	1	0	0	0	0	overdo
overdose	0	0	0	0	0	1	0	0	0	0	overdose
overdue	0	1	0	0	0	1	0	1	1	0	zvanonoka
overestimate	0	0	0	0	0	0	0	0	1	0	overestimate
overestimated	0	0	0	0	0	1	0	0	0	0	overestimated
overflow	0	0	0	0	0	1	0	0	0	0	kufashukira
overflowing	0	0	0	0	0	0	0	0	0	0	kufashukira
overgrown	0	0	0	0	0	1	0	0	0	0	zvakakura
overgrowth	0	0	0	0	0	0	0	0	0	0	kuwandisa
overhanging	0	0	0	0	0	0	0	0	0	0	overhanging
overhaul	0	0	0	0	0	0	0	0	0	0	overhaul
overhead	0	0	0	0	0	0	0	0	0	0	pamusoro
overjoyed	0	0	0	0	1	0	1	0	0	0	kufara zvikuru
overlaid	0	0	0	0	0	0	0	0	0	0	overlaid
overlap	0	0	0	0	0	0	0	0	0	0	overlap
overlay	0	0	0	0	0	0	0	0	0	0	overlay
overload	0	0	0	0	0	1	0	1	0	0	overload
overlying	0	0	0	0	0	0	0	0	0	0	overlying
overpaid	0	0	0	0	0	1	0	0	0	0	overpaid
overpass	0	0	0	0	0	0	0	0	0	0	overpass
overpower	0	0	0	0	0	1	0	0	0	0	overpower
overpowering	1	0	0	1	0	1	0	0	0	0	kukunda simba
overpriced	1	0	1	0	0	1	0	1	0	0	overpriced
override	0	0	0	0	0	0	0	0	0	0	override
overrule	0	0	0	0	0	0	0	0	0	0	overrule
