English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Korean Word
nude	0	0	0	0	0	0	0	0	0	0	나체상
nudge	0	0	0	0	0	0	0	0	0	0	슬쩍 찌르다
nudity	0	0	0	0	0	0	0	0	0	0	나체
nugget	0	0	0	0	0	0	0	0	0	0	덩어리
nuisance	1	0	0	0	0	1	0	0	0	0	폐가 되는 행위
nul	0	0	0	0	0	1	0	0	0	0	무효
null	0	0	0	0	0	0	0	0	0	0	없는
nullify	0	0	0	0	0	1	0	0	1	0	무효화하다
numb	0	0	0	0	0	1	0	0	0	0	무감각
number	0	0	0	0	0	0	0	0	0	0	숫자
numbering	0	0	0	0	0	0	0	0	0	0	번호 매기기
numbers	0	0	0	0	0	0	1	0	0	0	번호
numbness	0	0	0	0	0	1	0	1	0	0	얼어서 고움
numeral	0	0	0	0	0	0	0	0	0	0	숫자
numerator	0	0	0	0	0	0	0	0	0	0	분자
numerical	0	0	0	0	0	0	0	0	0	0	수치
numerically	0	0	0	0	0	0	0	0	0	0	수치적으로
numerous	0	0	0	0	0	0	0	0	0	0	많은
nun	0	0	0	0	0	1	0	0	0	1	수녀
nurse	0	0	0	0	0	0	1	0	0	1	간호사
nursery	0	0	0	0	1	0	1	0	0	1	양식장
nurture	1	1	1	1	1	0	1	0	0	1	양육하다
nutmeg	0	0	0	0	0	0	0	0	0	0	육두구
nutrition	0	0	0	0	0	0	0	0	0	0	영양물 섭취
nutritious	0	0	0	0	0	0	1	1	0	0	영양가 있는
nutritive	0	0	0	0	0	0	0	0	0	0	영양가 있는
nuts	0	0	0	0	0	0	0	0	0	0	견과류
nymph	0	0	0	0	0	0	0	0	0	0	님프
oaf	0	0	0	0	0	1	0	0	0	0	기형아
oak	0	0	0	0	0	0	1	0	0	0	오크
oar	0	0	0	0	0	0	0	0	0	0	노
oasis	0	1	0	0	1	0	1	0	0	1	오아시스
oath	0	0	0	0	0	0	1	0	0	1	맹세
oatmeal	0	0	0	0	0	0	0	0	0	0	오트밀
obedience	0	0	0	0	0	0	1	0	0	1	복종
obedient	0	0	0	0	0	0	0	0	0	0	순종하는
obediently	0	0	0	0	0	0	0	0	0	0	순종적으로
obelisk	0	0	0	0	0	0	0	0	0	0	오벨리스크
obese	0	0	1	0	0	1	0	0	0	0	뚱뚱한
obesity	0	0	1	0	0	1	0	1	0	0	비만
obey	0	0	0	1	0	0	0	0	0	1	순종하다
obi	0	0	1	1	0	1	0	0	0	0	오비
obit	0	0	0	0	0	1	0	1	1	0	오빗
obituary	0	0	0	0	0	1	0	1	0	0	사망 기사
object	0	0	0	0	0	0	0	0	0	0	물체
objection	1	0	0	0	0	1	0	0	0	0	반대
objectionable	0	0	0	0	0	1	0	0	0	0	괘씸한
objective	0	1	0	0	0	0	1	0	0	1	목적
obligation	0	0	0	0	0	0	0	0	0	0	의무
obligatory	0	0	0	0	0	0	0	0	0	0	의무
oblige	0	0	0	0	0	1	0	0	0	1	의무
obliged	0	0	0	0	0	0	0	0	0	0	고마운
obliging	1	1	1	1	1	0	1	0	1	1	기꺼이 남을 돌봐 주는
obligor	0	0	0	1	0	1	0	0	0	0	채무자
oblique	0	0	0	0	0	0	0	0	0	0	비스듬한
obliterate	1	0	0	1	0	1	0	1	0	0	말살
obliterated	1	0	0	1	0	1	0	0	0	0	말살
obliteration	0	0	0	1	0	1	0	1	0	0	말살
oblivion	1	0	0	1	0	1	0	0	0	0	망각
oblivious	0	0	0	0	0	0	0	0	0	0	잊기 쉬운
oblong	0	0	0	0	0	0	0	0	0	0	직사각형
obnoxious	1	0	1	0	0	1	0	1	0	0	불쾌한
oboe	0	0	0	0	0	0	0	0	0	0	오보에
obscene	0	0	1	0	0	1	0	0	0	0	역겨운
obscenity	1	0	1	0	0	1	0	0	0	0	외설
obscure	0	0	0	0	0	0	0	0	0	0	모호
obscured	0	0	0	0	0	0	0	0	0	0	가려진
obscurity	0	0	0	0	0	1	0	0	0	0	어둠
observance	0	0	0	0	0	0	0	0	0	0	준수
observant	0	0	0	0	0	0	1	0	0	0	관찰
observation	0	0	0	0	0	0	0	0	0	0	관찰
observatory	0	0	0	0	0	0	0	0	0	0	전망대
observe	0	0	0	0	0	0	0	0	0	0	관찰하다
observer	0	0	0	0	0	0	0	0	0	0	관찰자
observing	0	0	0	0	0	0	0	0	0	0	관찰
obsession	0	0	0	0	0	0	0	0	0	0	집착
obsolescence	0	0	0	0	0	0	0	0	0	0	노후화
obstacle	1	0	0	1	0	1	0	1	0	0	장애
obstetrician	0	0	0	0	0	0	0	0	0	1	산과 의사
obstetrics	0	0	0	0	0	0	0	0	0	0	산과학
obstinate	0	0	0	0	0	1	0	0	0	0	완고한
obstruct	1	0	0	1	0	1	0	0	0	0	막다
obstruction	0	0	0	0	0	1	0	0	0	0	방해
obstructive	1	0	0	0	0	1	0	0	0	0	방해하는
obtain	0	0	0	0	0	0	0	0	0	0	얻다
obtainable	0	0	0	0	1	0	1	0	0	0	얻을 수 있는
obtuse	0	0	0	0	0	1	0	0	0	0	무딘
obverse	0	0	0	0	0	0	0	0	0	0	앞면
obvious	0	0	0	0	0	0	1	0	0	1	분명한
ocarina	0	0	0	0	0	0	0	0	0	0	오카리나
occasion	0	0	0	0	0	0	0	0	0	0	기회
occasional	0	0	0	0	0	0	0	0	1	0	가끔
occasionally	0	0	0	0	0	0	0	0	0	0	가끔
occlusion	0	0	0	0	0	0	0	0	0	0	폐색
occult	0	0	1	1	0	1	0	0	0	0	신비한
occupancy	0	0	0	0	0	0	0	0	0	0	점유율
occupant	0	0	0	0	0	0	1	0	0	1	점유자
occupation	0	0	0	0	0	0	1	0	0	0	직업
occupied	0	0	0	0	0	0	0	0	0	0	가득차 있는
occupier	0	0	0	0	0	0	0	0	0	0	거주자
occupy	0	0	0	0	0	0	1	0	0	0	차지하다
occupying	0	0	0	0	0	0	0	0	0	0	점유
occur	0	0	0	0	0	0	0	0	0	0	발생하다
occurrence	0	0	0	0	0	0	0	0	0	0	발생
ocean	0	0	0	0	0	0	0	0	0	0	대양
oceanic	0	0	0	0	0	0	0	0	0	0	대양 같은
octagon	0	0	0	0	0	0	0	0	0	0	팔각형
octave	0	0	0	0	0	0	0	0	0	0	옥타브
octopus	0	0	1	0	0	0	0	0	0	0	문어
ocular	0	0	0	0	0	0	0	0	0	0	접안 렌즈
oddity	0	0	1	0	0	1	0	1	1	0	괴벽
odds	0	0	0	0	0	0	0	0	0	0	승산
ode	0	0	0	0	0	0	0	0	0	0	송시
odious	1	0	1	1	0	1	0	0	0	0	추악한
odometer	0	0	0	0	0	0	0	0	0	0	주행 거리계
odor	0	0	0	0	0	1	0	0	0	0	냄새
oestrogen	0	0	0	0	0	0	0	0	0	0	에스트로겐
oeuvre	0	0	0	0	0	0	0	0	0	0	작품
offal	0	0	0	0	0	0	0	0	0	0	겨
offend	1	0	1	0	0	1	0	0	0	0	공격하다
offended	1	0	0	0	0	1	0	1	0	0	기분을 상하게
offender	1	0	1	1	0	1	0	1	0	0	범죄자
offense	1	0	1	1	0	1	0	1	0	0	위반
offensive	1	0	1	0	0	1	0	0	0	0	공격
offer	0	0	0	0	0	0	1	0	0	0	권하다
offered	0	0	0	0	0	0	0	0	0	0	제공
offering	0	0	0	0	0	0	0	0	0	1	헌금
offhand	0	0	0	0	0	1	0	0	0	0	아무렇게나
office	0	0	0	0	0	0	0	0	0	0	사무실
officer	0	0	0	0	0	0	1	0	0	1	장교
offices	0	0	0	0	0	0	0	0	0	0	진력
official	0	0	0	0	0	0	0	0	0	1	공식적인
officiate	0	0	0	0	0	0	0	0	0	0	집행하다
offing	0	0	0	0	0	1	0	0	0	0	난바다
offload	0	0	0	0	0	0	0	0	0	0	짐을 내리다
offset	0	1	0	0	0	0	1	0	0	0	오프셋
offshoot	0	0	0	0	0	0	1	0	0	0	파생물
offside	0	0	0	0	0	0	0	0	0	0	오프사이드
oft	0	0	0	0	0	0	0	0	0	0	자주
oftentimes	0	0	0	0	0	0	0	0	0	0	자주
ogre	0	0	1	1	0	1	0	0	0	0	오우거
oil	0	0	0	0	0	0	0	0	0	0	기름
oils	0	0	0	0	0	0	0	0	0	0	유화
ointment	0	0	0	0	0	0	0	0	0	0	연고
olfactory	0	1	0	0	0	1	0	0	0	0	후각
oligarchy	0	0	0	0	0	1	0	0	0	0	과두 정치
olive	0	0	0	0	0	0	0	0	0	0	올리브
omega	0	0	0	0	0	0	0	0	0	0	오메가
omelet	0	0	0	0	0	0	0	0	0	0	오믈렛
omen	0	1	0	1	0	1	0	0	0	0	전조
ominous	0	1	0	1	0	1	0	0	0	0	불길한
omission	0	0	0	0	0	0	0	0	0	0	생략
omit	0	0	0	0	0	1	0	0	0	0	생략
omitted	0	0	0	0	0	0	0	0	0	0	생략
omnibus	0	0	0	0	0	0	0	0	0	0	합승 마차
omnipotence	0	0	0	1	0	1	1	0	0	0	전능
omnipotent	0	0	0	0	0	0	0	0	0	0	전능한
omnipresent	0	0	0	0	0	0	0	0	0	0	편재
omniscient	0	0	0	0	0	0	1	0	0	1	전지전능한
oncologist	0	0	0	0	0	0	0	0	0	0	종양 전문의
oneness	0	0	0	0	0	0	0	0	0	0	단일성
onerous	1	0	0	0	0	1	0	1	0	0	번거로운
oneself	0	0	0	0	0	0	0	0	0	0	자신
ongoing	0	1	0	0	0	0	0	0	0	0	전진
onion	0	0	0	0	0	0	0	0	0	0	양파
onset	0	1	0	0	0	0	0	0	0	0	습격
onslaught	0	0	0	0	0	0	0	0	0	0	맹공격
ontology	0	0	0	0	0	0	0	0	0	0	존재론
onus	0	0	0	0	0	1	0	0	0	0	무거운 짐
onward	0	0	0	0	0	0	0	0	0	0	앞으로
onyx	0	0	0	0	0	0	0	0	0	0	오닉스
ooze	0	0	1	0	0	1	0	0	0	0	습지
oozing	0	0	0	0	0	0	0	0	0	0	스며 나오는
opacity	0	0	0	0	0	0	0	0	0	0	불투명
opal	0	0	0	0	0	0	0	0	0	0	오팔
opaque	0	0	0	0	0	1	0	0	0	0	불투명체
ope	0	0	0	0	0	0	0	0	0	0	빈 터
open	0	0	0	0	0	0	0	0	0	0	열려 있는
opener	0	0	0	0	0	0	0	0	0	0	여는 사람
opening	0	0	0	0	0	0	0	0	0	0	열리는
openly	0	0	0	0	0	0	0	0	0	0	공공연히
openness	0	0	0	0	0	0	1	0	0	0	개방 상태
opera	1	1	0	1	1	0	1	1	1	1	오페라
operatic	0	0	0	0	0	1	0	0	0	0	오페라
operation	0	0	0	1	0	0	0	0	0	1	작업
operations	0	0	0	0	0	0	0	0	0	0	작업
operative	0	0	0	0	0	0	0	0	0	0	일하는
operator	0	0	0	0	0	0	0	0	0	0	운영자
ophthalmic	0	0	0	0	0	0	0	0	0	0	안과의
ophthalmologist	0	0	0	0	0	0	0	0	0	0	안과 의사
opiate	0	0	0	0	0	1	0	0	0	0	아편제
opinion	0	0	0	0	0	0	0	0	0	0	의견
opinionated	1	0	0	0	0	1	0	0	0	0	독단적인
opium	1	0	1	1	0	1	0	1	0	0	아편
opponent	1	1	1	1	0	1	0	0	0	0	상대
opportune	0	0	0	0	1	0	1	0	0	0	기회
opportunism	0	0	0	0	0	0	0	0	0	0	기회주의
opportunity	0	1	0	0	0	0	1	0	0	0	기회
oppose	0	0	0	0	0	1	0	0	0	0	대들다
opposed	1	0	0	1	0	1	0	0	0	0	반대
opposing	0	0	0	0	0	0	0	0	0	0	반대
opposite	0	0	0	0	0	0	0	0	0	0	반대
opposites	0	0	0	0	0	0	0	0	0	0	반대
opposition	1	0	0	0	0	1	0	0	0	0	반대
oppress	1	0	1	1	0	1	0	1	0	0	억압하다
oppression	1	0	1	1	0	1	0	1	0	0	압박
oppressive	1	0	1	1	0	1	0	1	0	0	억압적인
oppressor	1	0	0	1	0	1	0	1	0	0	압제자
optic	0	0	0	0	0	0	0	0	0	0	광학
optical	0	0	0	0	0	0	0	0	0	0	광학
optics	0	0	0	0	0	0	0	0	0	0	광학
optimism	0	1	0	0	1	0	1	0	1	1	낙천주의
optimist	0	0	0	0	0	0	1	0	0	1	낙관론자
option	0	0	0	0	0	0	1	0	0	0	옵션
optional	0	0	0	0	0	0	1	0	0	0	선택 과목
optionally	0	0	0	0	0	0	0	0	0	0	선택적으로
options	0	0	0	0	0	0	0	0	0	0	옵션
optometrist	0	0	0	0	0	0	0	0	0	0	검안사
opulence	0	0	0	0	0	0	0	0	0	0	부유
opulent	0	0	0	0	0	0	0	0	0	0	풍부한
opus	0	0	0	0	0	0	0	0	0	0	작
oracle	0	1	0	0	0	0	1	0	0	1	신탁
oral	0	0	0	0	0	0	0	0	0	0	경구
orange	0	0	0	0	0	0	0	0	0	0	주황색
oration	0	0	0	0	0	0	1	0	0	0	연설
orator	0	0	0	0	0	0	0	0	0	0	연설자
oratory	0	0	0	0	0	0	0	0	0	0	웅변
orb	0	0	0	0	0	0	0	0	0	0	구
orbit	0	0	0	0	0	0	0	0	0	0	궤도
orbiting	0	0	0	0	0	0	0	0	0	0	궤도를 도는
orbs	0	0	0	0	0	0	0	0	0	0	오브
orc	1	0	1	1	0	1	0	0	0	0	오크
orchard	0	0	0	0	0	0	0	0	0	0	과수원
orchestra	1	0	0	0	1	0	1	1	0	1	오케스트라
ordained	0	0	0	0	0	0	1	0	0	1	안수
ordeal	1	0	0	0	0	1	0	0	1	0	지독한 시련
order	0	0	0	0	0	0	0	0	0	0	주문하다
orderly	0	0	0	0	0	0	1	0	0	0	질서 있는
ordinance	0	0	0	0	0	0	0	0	0	1	의식
ordinary	0	0	0	0	0	0	0	0	0	0	평범한
ordination	0	1	0	0	1	0	1	0	0	1	안수
ordnance	0	0	0	1	0	1	0	0	0	0	병기
ore	0	0	0	0	0	0	0	0	0	0	광석
oregano	0	0	0	0	0	0	0	0	0	0	오레가노
organ	0	1	0	0	1	0	0	0	0	0	오르간
organic	0	0	0	0	0	0	1	0	0	0	본질적인
organism	0	0	0	0	0	0	0	0	0	0	유기체
organist	0	0	0	0	0	0	0	0	0	0	오르간 연주자
organization	0	1	0	0	1	0	1	0	1	1	조직
organize	0	0	0	0	0	0	1	0	0	0	정리하다
organized	0	0	0	0	0	0	1	0	0	0	조직화
orgasm	0	1	0	0	1	0	1	0	0	0	오르가슴
orgies	0	0	0	0	0	0	0	0	0	0	난교
orient	0	0	0	0	0	0	0	0	0	0	동양
oriental	0	0	0	0	0	0	0	0	0	0	동양인
orientation	0	0	0	0	0	0	0	0	0	0	정위
orifice	0	0	0	0	0	0	0	0	0	0	구멍
origin	0	0	0	0	0	0	0	0	0	0	기원
originality	0	0	0	0	0	0	1	0	1	0	독창성
originate	0	0	0	0	0	0	0	0	0	0	기원하다
origination	0	0	0	0	0	0	0	0	0	0	개시
originator	0	0	0	0	0	0	0	0	0	0	창작자
ornament	0	0	0	0	0	0	0	0	0	0	장식
ornamental	0	0	0	0	0	0	0	0	0	0	장식용
ornamentation	0	0	0	0	0	0	0	0	0	0	장식
ornamented	0	0	0	0	0	0	1	0	0	0	장식
ornate	0	0	0	0	0	0	1	0	0	0	화려한
orphan	0	0	0	1	0	1	0	1	0	0	유아
orthodox	0	0	0	0	0	0	0	0	0	0	전통적인
orthodoxy	0	0	0	0	0	0	0	0	0	1	정설
orthogonal	0	0	0	0	0	0	0	0	0	0	직교
oscillate	0	0	0	0	0	0	0	0	0	0	진동하다
oscillating	0	0	0	0	0	0	0	0	0	0	진동하는
oscillation	0	0	0	0	0	0	0	0	0	0	진동
oscillatory	0	0	0	0	0	0	0	0	0	0	진동하는
ostensible	0	0	0	0	0	0	0	0	0	0	표면상
ostensibly	0	0	0	0	0	1	0	0	0	0	표면적으로
ostrich	0	0	0	0	0	0	0	0	0	0	타조
otto	0	0	0	0	0	0	0	0	0	0	장미유
ottoman	0	0	0	0	0	0	0	0	0	0	오토만
ounce	0	0	0	0	0	0	0	0	0	0	온스
oust	1	0	0	0	0	1	0	1	0	0	축출
outbreak	0	0	0	0	0	0	0	0	0	0	발생
outburst	1	0	0	1	1	1	1	1	1	0	폭발
outcast	0	0	1	1	0	1	0	1	0	0	추방자
outcome	0	0	0	0	0	0	1	0	0	0	결과
outcry	1	0	0	1	0	1	0	0	1	0	항의
outdo	0	1	0	0	0	0	1	0	0	0	아웃도
outdoor	0	0	0	0	0	0	0	0	0	0	집 밖의
outfit	0	0	0	0	0	0	0	0	0	0	차림새
outgrow	0	0	0	0	0	0	0	0	0	0	지나치게 자라다
outgrowth	0	0	0	0	0	0	0	0	0	0	파생물
outhouse	0	0	1	0	0	1	0	0	0	0	바깥채
outing	0	0	0	0	0	0	0	0	0	0	나들이
outlandish	0	0	0	0	0	1	0	0	0	0	이상한
outlast	0	0	0	0	0	0	0	0	0	0	오래 버티다
outlaw	0	0	0	0	0	1	0	0	0	0	무법자
outlet	0	0	0	0	0	0	0	0	0	0	콘센트
outline	0	0	0	0	0	0	0	0	0	0	개요
outlines	0	0	0	0	0	0	0	0	0	0	요점
outlook	0	0	0	0	0	0	0	0	0	0	시야
outlying	0	0	0	0	0	0	0	0	0	0	밖에 있는
outnumber	0	0	0	0	0	0	0	0	0	0	수보다 많다
outpost	0	0	0	1	0	0	0	0	0	0	전초
outpouring	0	0	0	0	0	0	0	0	0	0	유출
output	0	0	0	0	0	0	0	0	0	0	산출
outrage	1	0	1	0	0	1	0	0	0	0	격분
outrageous	0	0	0	0	0	0	0	0	1	0	터무니없는
outright	0	0	0	0	0	0	0	0	0	0	노골적인
outrun	0	0	0	0	0	0	0	0	0	0	달려서 이기다
outset	0	0	0	0	0	0	0	0	0	0	시초
outsider	0	0	0	1	0	0	0	0	0	0	문외한
outskirts	0	0	0	0	0	0	0	0	0	0	교외
outspoken	0	0	0	0	0	0	0	0	0	0	솔직한
outstanding	0	0	0	0	1	1	1	0	0	0	훌륭해
outstretched	0	0	0	0	0	0	0	0	0	0	펼친
outward	0	0	0	0	0	0	1	0	0	0	외부
outwards	0	0	0	0	0	0	0	0	0	0	밖으로
outweigh	0	0	0	0	0	0	0	0	0	0	과하다
oval	0	0	0	0	0	0	0	0	0	0	타원형
ovary	0	0	0	0	0	0	0	0	0	0	난소
ovate	0	0	0	0	0	0	0	0	0	0	난형
ovation	0	0	0	0	0	1	0	1	0	0	대인기
oven	0	0	0	0	0	0	0	0	0	0	오븐
overalls	0	0	0	0	0	0	0	0	0	0	작업복
overbearing	1	0	0	0	0	1	0	0	0	0	뽐내는
overburden	0	0	0	0	0	1	0	0	0	0	너무 무거운 짐
overcast	0	0	0	0	0	1	0	0	0	0	흐린
overcharged	0	0	0	0	0	0	0	0	0	0	과충전
overcoat	0	0	0	0	0	0	0	0	0	0	외투
overdo	0	0	0	0	0	1	0	0	0	0	지나치게 하다
overdose	0	0	0	0	0	1	0	0	0	0	과다 복용
overdue	0	1	0	0	0	1	0	1	1	0	연체
overestimate	0	0	0	0	0	0	0	0	1	0	과대평가
overestimated	0	0	0	0	0	1	0	0	0	0	과대평가
overflow	0	0	0	0	0	1	0	0	0	0	과다
overflowing	0	0	0	0	0	0	0	0	0	0	범람
overgrown	0	0	0	0	0	1	0	0	0	0	너무 크게 자란
overgrowth	0	0	0	0	0	0	0	0	0	0	과잉 성장
overhanging	0	0	0	0	0	0	0	0	0	0	돌출
overhaul	0	0	0	0	0	0	0	0	0	0	분해 검사
overhead	0	0	0	0	0	0	0	0	0	0	간접비
overjoyed	0	0	0	0	1	0	1	0	0	0	기뻐하다
overlaid	0	0	0	0	0	0	0	0	0	0	겹쳐
overlap	0	0	0	0	0	0	0	0	0	0	겹치다
overlay	0	0	0	0	0	0	0	0	0	0	위에 까는 것
overload	0	0	0	0	0	1	0	1	0	0	초과 적재
overlying	0	0	0	0	0	0	0	0	0	0	위에 놓인
overpaid	0	0	0	0	0	1	0	0	0	0	초과 지불
overpass	0	0	0	0	0	0	0	0	0	0	고가 도로
overpower	0	0	0	0	0	1	0	0	0	0	지우다
overpowering	1	0	0	1	0	1	0	0	0	0	압도적
overpriced	1	0	1	0	0	1	0	1	0	0	비싼
override	0	0	0	0	0	0	0	0	0	0	우세하다
overrule	0	0	0	0	0	0	0	0	0	0	무효화하다
overseer	0	0	0	0	0	0	0	0	0	0	감독
overshadow	0	0	0	0	0	0	0	0	0	0	그림자를 드리우다
oversight	0	0	0	0	0	1	0	0	0	0	감시
overstate	0	0	0	0	0	0	0	0	0	0	과장하다
overstock	0	0	0	0	0	0	0	0	0	0	공급 과다
overt	0	0	0	1	0	0	0	0	0	0	명백한
overtake	0	0	0	0	0	0	0	0	0	0	추월
overtaken	0	0	0	0	0	0	0	0	0	0	추월
overthrow	0	1	0	1	0	1	0	0	0	0	타도
overture	0	1	0	0	0	0	0	0	0	0	서장
overturn	0	0	0	0	0	1	0	0	0	0	전복
overwhelm	0	0	0	0	0	1	0	0	0	0	압도하다
overwhelmed	0	0	0	0	0	1	0	1	0	0	압도된
overwhelming	0	0	0	0	0	0	1	0	0	0	압도적
overzealous	0	0	0	0	0	0	0	0	0	0	지나치게
owe	0	0	0	0	0	0	0	0	0	0	빚지다
owing	1	1	1	1	0	1	0	1	0	1	빚진
owner	0	0	0	0	0	0	0	0	0	0	소유자
ownership	0	0	0	0	0	0	1	0	0	0	소유권
ox	0	0	0	0	0	0	0	0	0	0	황소
oxidation	0	0	0	0	0	1	0	0	0	0	산화
oxygen	0	0	0	0	0	0	0	0	0	0	산소
oxymoron	0	0	0	0	0	0	0	0	0	0	모순
oyster	0	0	0	0	0	0	0	0	0	0	굴
pace	0	0	0	0	0	0	0	0	0	0	속도
pacific	0	0	0	0	0	0	1	0	0	0	태평양
pacify	0	0	0	0	0	0	0	0	0	0	진정시키다
pack	0	0	0	0	0	0	0	0	0	0	팩
package	0	0	0	0	0	0	0	0	0	0	패키지
packer	0	0	0	0	0	0	0	0	0	0	포장 기계
packet	0	0	0	0	0	0	0	0	0	0	패킷
pact	0	0	0	0	0	0	0	0	0	1	계약
pad	0	0	0	0	0	0	1	0	0	0	인주
padding	0	0	0	0	0	0	1	0	0	0	심
paddle	0	1	0	0	0	0	1	0	0	0	외륜
paddock	0	0	0	0	0	0	0	0	0	0	작은 목장
paddy	0	0	0	0	0	0	0	0	0	0	아일랜드 사람
padlock	0	0	0	0	0	0	0	0	0	0	맹꽁이 자물쇠
padre	0	0	0	0	0	0	0	0	0	0	패더
pagan	0	0	0	0	0	0	0	0	0	0	이교도
paganism	0	0	0	0	0	0	0	0	0	0	무종교
page	0	0	0	0	0	0	0	0	0	0	페이지
pageant	0	0	0	0	0	0	0	0	0	0	행렬
pagination	0	0	0	0	0	0	0	0	0	0	쪽수 매기기
pagoda	0	0	0	0	0	0	0	0	0	0	탑
pail	0	0	0	0	0	0	0	0	0	0	양동이
pain	0	0	0	1	0	1	0	1	0	0	통증
pained	0	0	0	1	0	1	0	1	0	0	고통받는
painful	1	0	1	1	0	1	0	1	0	0	괴로운
painfully	0	0	0	0	0	1	0	1	0	0	고통스럽게
painless	0	0	0	0	0	0	0	0	0	0	무통
pains	0	0	0	0	0	1	0	0	0	0	고생
painstaking	0	0	0	0	0	0	0	0	0	0	애씀
paint	0	0	0	0	0	0	0	0	0	0	페인트
painted	0	0	0	0	0	0	0	0	0	0	그린
painter	0	0	0	0	0	0	0	0	0	0	화가
painting	0	0	0	0	0	0	0	0	0	0	페인트 등
pair	0	0	0	0	0	0	0	0	0	0	쌍
pajamas	0	0	0	0	0	0	0	0	0	0	잠옷
pal	0	0	0	0	0	0	0	0	0	0	단짝
palace	0	0	0	0	0	0	0	0	0	0	궁전
palatable	0	0	0	0	0	0	1	0	0	0	맛있는
palate	0	0	0	0	0	0	0	0	0	0	구개
paleontology	0	0	0	0	0	0	0	0	0	0	고생물학
palette	0	0	0	0	0	0	0	0	0	0	팔레트
pall	0	0	0	0	0	0	0	0	0	0	물리다
palladium	0	0	0	0	0	0	0	0	0	0	보장
pallet	0	0	0	0	0	0	0	0	0	0	짚자리
palliative	0	0	0	0	0	0	1	0	0	0	완화제
palm	0	0	0	0	0	0	0	0	0	0	손바닥
palmer	0	0	0	0	0	0	0	0	0	0	성지 순례자
palpable	0	0	0	0	0	0	0	0	1	0	만져서 알 수 있는
palsy	0	0	1	1	0	1	0	1	0	0	바람
paltry	0	0	0	0	0	0	0	0	0	0	보잘것
pamper	0	0	0	0	0	0	0	0	0	0	하고 싶은 대로 하게 하다
pamphlet	0	0	0	0	0	0	0	0	0	0	팸플릿
pan	0	0	0	0	0	0	0	0	0	0	팬
panacea	0	0	0	0	0	0	1	0	0	0	만병 통치약
panache	0	0	0	0	0	0	1	0	0	0	깃털 장식
pancake	0	0	0	0	0	0	0	0	0	0	팬케이크
pandemic	0	0	0	1	0	1	0	1	0	0	전 세계적인 유행병
panel	0	0	0	0	0	0	0	0	0	0	패널
pang	0	0	0	0	0	1	0	0	1	0	격통
panic	0	0	0	1	0	1	0	0	0	0	공황
panier	0	0	0	0	0	0	1	0	0	0	파니에
panorama	0	0	0	0	0	0	0	0	0	0	파노라마
panoramic	0	0	0	0	0	0	0	0	0	0	파노라마의
pant	0	0	0	0	0	0	0	0	0	0	바지
pantheon	0	0	0	0	0	0	0	0	0	0	판테온
panther	0	0	0	0	0	0	0	0	0	0	표범
panties	0	0	0	0	0	0	0	0	0	0	팬티
pantomime	0	0	0	0	0	0	0	0	0	0	무언극
pantry	0	0	0	0	0	0	0	0	0	0	식료품 저장실
pants	0	0	0	0	0	0	0	0	0	0	바지
pap	0	0	0	0	0	0	0	0	0	0	어린애 속임수
papacy	0	0	0	0	0	0	0	0	0	0	교황권
papal	0	0	0	0	0	0	0	0	0	0	교황
paper	0	0	0	0	0	0	0	0	0	0	종이
paprika	0	0	0	0	0	0	1	0	0	0	파프리카
papyrus	0	0	0	0	0	0	0	0	0	0	파피루스
par	0	0	0	0	0	0	0	0	0	0	평가
parable	0	0	0	0	0	0	0	0	0	0	우화
parabola	0	0	0	0	0	0	0	0	0	0	포물선
parabolic	0	0	0	0	0	0	0	0	0	0	비유담 같은
parachute	0	0	0	1	0	0	0	0	0	0	낙하산
parade	0	1	0	1	1	1	1	0	1	0	퍼레이드
paradigm	0	0	0	0	0	0	0	0	0	0	어형 변화표
paradox	0	0	0	0	0	0	0	0	0	0	역설
paradoxical	0	0	0	0	0	0	0	0	0	0	역설적인
paraffin	0	0	0	0	0	0	0	0	0	0	파라핀
paragon	0	1	0	0	1	0	1	0	0	1	모범
paragraph	0	0	0	0	0	0	0	0	0	0	절
parallax	0	0	0	0	0	0	0	0	0	0	시차
parallel	0	0	0	0	0	0	0	0	0	0	평행한
parallelism	0	0	0	0	0	0	0	0	0	0	병행
paralysis	1	1	0	1	0	1	0	1	0	0	마비
paramount	0	0	0	0	0	0	1	0	0	0	최고의
paranoia	0	0	0	1	0	1	0	0	0	0	편집병
parapet	0	0	0	0	0	0	0	0	0	0	난간
paraphernalia	0	0	0	0	0	0	0	0	0	0	장구
paraphrase	0	0	0	0	0	1	1	0	0	0	의역
parasite	0	0	1	1	0	1	0	0	0	0	기생물
parasol	0	0	0	0	0	0	0	0	0	0	파라솔
parcel	0	0	0	0	0	0	0	0	0	0	소포
parcels	0	0	0	0	0	0	0	0	0	0	소포
parchment	0	0	0	0	0	0	0	0	0	0	양피지
pardon	0	0	0	0	0	0	1	0	0	0	뭐라고요
pare	1	1	0	1	0	1	0	1	0	0	깎아 다듬다
parenchyma	0	0	0	0	0	0	0	0	0	0	실질
parent	0	0	0	0	0	0	0	0	0	0	부모의
parentage	0	0	0	0	0	0	1	0	0	0	혈통
parental	0	0	0	0	0	0	0	0	0	0	부모의
parenthesis	0	0	0	0	0	0	0	0	0	0	괄호
parenthetical	0	0	0	0	0	0	0	0	0	0	괄호 안의
parietal	0	0	0	0	0	0	1	0	0	1	정수리
