English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Chichewa Word
heaving	0	0	0	0	0	0	0	0	0	0	kukweza
hectares	0	0	0	0	0	0	0	0	0	0	mahekitala
hectic	0	0	0	0	0	0	0	0	0	0	wotanganidwa
hedge	0	0	0	0	0	0	0	0	0	0	hedge
hedgehog	0	0	0	0	0	0	0	0	0	0	kalulu
hedonism	0	0	0	0	1	1	1	0	0	0	hedonism
heed	0	0	0	0	0	0	0	0	0	0	kumvera
heel	0	0	0	0	0	1	0	0	0	0	chidendene
heels	0	0	0	0	0	0	0	0	0	0	zidendene
heft	0	1	0	1	0	0	1	0	0	0	heft
hegemonic	0	0	0	0	0	0	0	0	0	0	hegemonic
heifer	0	0	0	0	0	0	0	0	0	0	ng'ombe yamphongo
height	0	0	0	0	0	0	0	0	0	0	kutalika
heighten	0	0	0	1	0	1	0	0	0	0	kulitsa
heinous	0	0	0	0	0	1	0	0	0	0	zonyansa
heir	0	0	0	0	0	0	0	0	0	0	wolowa nyumba
heiress	0	0	0	0	0	0	0	0	0	0	wolowa nyumba
heirloom	0	0	0	0	0	0	0	0	0	0	cholowa
heirs	0	0	0	0	0	0	0	0	0	0	oloŵa nyumba
helical	0	0	0	0	0	0	0	0	0	0	helical
helix	0	0	0	0	0	0	0	0	0	0	helix
hell	1	0	1	1	0	1	0	1	0	0	gehena
hellish	1	0	1	1	0	1	0	1	0	0	gehena
helm	0	0	0	0	0	0	0	0	0	0	helm
helmet	0	0	0	1	0	0	1	0	0	0	chisoti
helper	0	0	0	0	0	0	1	0	0	1	wothandizira
helpful	0	0	0	0	1	0	1	0	0	1	zothandiza
helpless	0	0	0	1	0	1	0	1	0	0	opanda thandizo
helplessness	0	0	0	1	0	1	0	1	0	0	kusowa chochita
hem	0	0	0	0	0	0	0	0	0	0	hem
hematite	0	0	0	0	0	0	0	0	0	0	hematite
hemi	0	0	0	0	0	0	0	0	0	0	iye
hemisphere	0	0	0	0	0	0	0	0	0	0	dziko lapansi
hemispheric	0	0	0	0	0	0	0	0	0	0	hemispheric
hemlock	0	0	0	0	0	0	0	0	0	0	hemlock
hemorrhage	0	0	1	1	0	1	0	1	0	0	kutaya magazi
hemorrhoids	0	0	0	0	0	1	0	0	0	0	zotupa
hemp	0	0	0	0	0	0	0	0	0	0	hemp
hen	0	0	0	0	0	0	0	0	0	0	nkhuku
henceforth	0	0	0	0	0	0	0	0	0	0	kuyambira pano
herald	0	0	0	0	0	0	0	0	0	0	herald
heraldry	0	0	0	0	0	0	0	0	0	0	heraldry
herb	0	0	0	0	0	0	0	0	0	0	therere
herbaceous	0	0	0	0	0	0	0	0	0	0	herbaceous
herbal	0	0	0	0	0	0	1	0	0	0	zitsamba
herbarium	0	0	0	0	0	0	0	0	0	0	herbarium
herd	0	0	0	0	0	0	0	0	0	0	ng'ombe
hereditary	0	0	0	0	0	0	0	0	0	0	cholowa
heredity	0	0	0	0	0	0	0	0	0	0	chibadwa
heresy	0	0	0	0	0	1	0	0	0	0	mpatuko
heretic	0	0	1	0	0	1	0	0	0	0	wonyenga
heretical	0	0	0	0	0	0	0	0	0	0	wonyenga
heretofore	0	0	0	0	0	0	0	0	0	0	kale
hereunto	0	0	0	0	0	0	0	0	0	0	izi
herewith	0	0	0	0	0	0	0	0	0	0	ndi izi
heritage	0	0	0	0	0	0	0	0	0	1	cholowa
hermaphrodite	0	0	0	0	0	1	0	0	1	0	hermaphrodite
hermeneutics	0	0	0	0	0	0	0	0	0	0	hermeneutics
hermit	0	0	0	0	0	0	0	1	0	1	mkazi
hernia	0	0	0	0	0	0	0	0	0	0	chophukacho
hero	0	1	0	0	1	0	1	0	1	1	ngwazi
heroic	0	0	0	0	1	0	1	0	1	1	ngwazi
heroics	0	0	0	0	0	0	1	0	0	0	ngwazi
heroin	0	0	0	0	0	1	0	0	0	0	heroin
heroine	0	0	0	0	0	0	1	0	0	1	ngwazi
heroism	0	1	0	0	1	0	1	0	1	1	ngwazi
herpes	0	0	1	0	0	1	0	0	0	0	herpes
herpesvirus	0	0	1	0	0	1	0	0	0	0	herpesvirus
hesitating	0	0	0	0	0	0	0	0	0	0	kukayikira
hesitation	0	0	0	1	0	1	0	0	0	0	kukayika
heterogeneity	0	0	0	0	0	0	0	0	0	0	kusiyanasiyana
hew	0	0	0	0	0	0	0	0	0	0	uwu
hexagon	0	0	0	0	0	0	0	0	0	0	hexagon
heyday	0	1	0	0	1	0	1	0	0	1	tsiku labwino
hiatus	0	0	0	0	0	0	0	0	0	0	kusiya
hibernate	0	0	0	0	0	0	0	0	0	0	hibernate
hibernation	0	0	0	0	0	0	0	0	0	0	kugona
hiccup	0	0	0	0	0	0	0	0	0	0	hiccup
hidden	0	0	0	0	0	1	0	0	0	0	zobisika
hide	0	0	0	1	0	0	0	0	0	0	kubisa
hideous	0	0	1	1	0	1	0	1	0	0	zoopsa
hiding	0	0	0	1	0	0	0	0	0	0	kubisala
hierarchical	0	0	0	0	0	0	0	0	0	0	wolemekezeka
high	0	0	0	0	0	0	0	0	0	0	apamwamba
higher	0	0	0	0	0	0	0	0	0	0	apamwamba
highest	0	1	0	1	1	1	1	0	1	0	apamwamba
highland	0	0	0	0	0	0	0	0	0	0	mapiri
highlands	0	0	0	0	0	0	0	0	0	0	mapiri
hight	0	0	0	0	0	0	0	0	0	0	mkulu
highway	0	0	0	0	0	0	0	0	0	0	msewu waukulu
hiker	0	0	0	0	0	0	0	0	0	0	woyendayenda
hilarious	0	0	0	0	1	0	1	0	1	0	zoseketsa
hilarity	0	0	0	0	1	0	1	0	0	0	chisangalalo
hill	0	0	0	0	0	0	0	0	0	0	phiri
hilly	0	0	0	0	0	0	0	0	0	0	zamapiri
hilt	0	0	0	0	0	0	0	0	0	0	chopinga
hind	0	0	0	0	0	0	0	0	0	0	kumbuyo
hindering	0	0	0	0	0	1	0	1	0	0	kulepheretsa
hindrance	0	0	0	0	0	1	0	0	0	0	cholepheretsa
hinge	0	0	0	0	0	0	0	0	0	0	chiuno
hint	0	0	0	0	0	0	0	0	0	0	lingaliro
hinterland	0	0	0	0	0	0	0	0	0	0	kumtunda
hip	0	0	0	0	0	0	0	0	0	0	chiuno
hippie	0	0	0	0	0	1	0	0	0	0	hippie
hire	0	1	0	0	1	0	1	0	0	1	ganyu
hirsute	0	0	0	0	0	0	0	0	0	0	mbiri
hiss	1	0	0	1	0	1	0	0	0	0	zake
hissing	0	0	0	0	0	1	0	0	0	0	kuwombeza
histology	0	0	0	0	0	0	0	0	0	0	histology
historian	0	0	0	0	0	0	0	0	0	0	wolemba mbiri
historic	0	0	0	0	0	0	0	0	0	0	mbiri
historiography	0	0	0	0	0	0	0	0	0	0	mbiri yakale
history	0	0	0	0	0	0	0	0	0	0	mbiri
hit	1	0	0	0	0	1	0	0	0	0	kugunda
hitherto	0	0	0	0	0	1	0	0	0	0	mpaka pano
hive	0	0	0	0	0	1	0	0	0	0	mng'oma
hoard	0	0	0	0	0	0	0	0	0	0	sunga
hoarse	0	0	0	0	0	1	0	0	0	0	wa mawu
hoary	0	0	0	0	0	1	0	1	0	0	tsitsi
hoax	1	0	1	0	0	1	0	1	1	0	chopusitsira
hob	0	0	0	0	0	0	0	0	0	0	hob
hobby	0	0	0	0	1	0	1	0	0	0	zosangalatsa
hobo	0	0	0	0	0	1	0	1	0	0	hobo
hockey	0	0	0	0	0	0	0	0	0	0	hockey
hoe	0	0	0	0	0	0	0	0	0	0	makasu
hog	0	0	1	0	0	1	0	0	0	0	nkhumba
hoist	0	0	0	0	0	0	0	0	0	0	kwezani
hold	0	0	0	0	0	0	0	0	0	0	gwirani
holder	0	0	0	0	0	0	0	0	0	0	chogwirizira
holding	0	0	0	0	0	0	0	0	0	0	kugwira
hole	0	0	0	0	0	0	0	0	0	0	dzenje
holiday	0	1	0	0	1	0	1	0	0	0	tchuthi
holiness	0	1	0	1	1	0	1	0	1	1	chiyero
hollow	0	0	0	0	0	1	0	1	0	0	dzenje
holocaust	1	0	1	1	0	1	0	1	0	0	chiwonongeko
holy	0	0	0	0	0	0	1	0	0	0	woyera
homage	0	0	0	0	0	0	1	0	0	0	ulemu
homeless	1	1	1	1	0	1	0	1	0	0	opanda pokhala
homeopathic	0	0	0	0	0	0	0	0	0	0	homeopathic
homeopathy	0	0	0	0	0	0	0	0	0	0	homeopathy
homesick	0	0	0	0	0	1	0	1	0	0	kusowa kwathu
homestead	0	0	0	0	0	0	0	0	0	0	nyumba
homework	0	0	0	1	0	0	0	0	0	0	ntchito yakunyumba
homicidal	1	0	0	1	0	1	0	0	0	0	wakupha
homicide	1	0	1	1	0	1	0	1	0	0	kupha
homily	0	0	0	0	0	0	0	0	0	0	kunyumba
homogeneity	0	0	0	0	0	0	0	0	0	0	homogeneity
homogeneous	0	0	0	0	0	0	0	0	0	0	chimodzimodzi
homologous	0	0	0	0	0	0	0	0	0	0	homologous
homologue	0	0	0	0	0	0	0	0	0	0	homologue
homology	0	0	0	0	0	0	1	0	0	0	homology
hone	0	0	0	0	0	0	0	0	0	0	chabwino
honest	1	0	1	1	1	0	1	1	0	1	woona mtima
honesty	0	0	0	0	0	0	1	0	0	1	kukhulupirika
honey	0	0	0	0	0	0	1	0	0	0	uchi
honeycomb	0	0	0	0	0	0	0	0	0	0	zisa
honeymoon	0	1	0	0	1	0	1	0	1	1	tchuthi chaukwati
honeysuckle	0	0	0	0	0	0	0	0	0	0	honeysuckle
honor	0	0	0	0	0	0	1	0	0	1	ulemu
honorable	0	0	0	0	0	0	1	0	0	1	wolemekezeka
honorarium	0	0	0	0	0	0	0	0	0	0	ulemu
hood	1	0	1	1	0	1	0	0	0	0	nyumba
hooded	0	0	0	1	0	0	0	0	0	0	chovala
hoof	0	0	0	0	0	0	0	0	0	0	ziboda
hook	0	0	0	0	0	0	0	0	0	0	mbeza
hooked	0	0	0	0	0	1	0	0	0	0	wogwidwa
hooker	0	0	0	0	0	0	0	0	0	0	mbedza
hoop	0	0	0	0	0	0	0	0	0	0	hoop
hoot	1	0	1	0	0	1	0	0	0	0	hot
hop	0	0	0	0	0	0	0	0	0	0	kudumpha
hope	0	1	0	0	1	0	1	0	1	1	chiyembekezo
hopeful	0	1	0	0	1	0	1	0	1	1	wachiyembekezo
hopeless	0	0	0	1	0	1	0	1	0	0	opanda chiyembekezo
hopelessness	1	0	1	1	0	1	0	1	0	0	kusowa chiyembekezo
hopes	0	0	0	0	0	0	0	0	0	0	ziyembekezo
hoping	0	0	0	0	0	0	0	0	0	0	ndikuyembekeza
hopper	0	0	0	0	0	0	0	0	0	0	pompa
horde	0	0	0	0	0	1	0	0	1	0	gulu
horizon	0	1	0	0	0	0	1	0	0	0	m'maso
horizontal	0	0	0	0	0	0	0	0	0	0	yopingasa
horizontally	0	0	0	0	0	0	0	0	0	0	mopingasa
horn	0	0	0	0	0	0	0	0	0	0	nyanga
hornet	0	0	0	0	0	0	0	0	0	0	mavu
horny	0	0	0	0	0	0	0	0	0	0	wanyanga
horoscope	0	1	0	0	0	0	0	0	0	0	horoscope
horrible	1	0	1	1	0	1	0	0	0	0	zoopsa
horribly	0	0	0	0	0	1	0	0	0	0	moyipa
horrid	1	0	1	1	0	1	0	1	0	0	zoopsa
horrific	1	0	1	1	0	1	0	1	0	0	zoopsa
horrified	0	0	0	1	0	1	0	0	0	0	mantha
horrifying	0	0	1	1	0	1	0	1	0	0	zochititsa mantha
horror	1	0	1	1	0	1	0	1	1	0	mantha
horrors	0	0	0	1	0	1	0	1	0	0	zoopsa
horse	0	0	0	0	0	0	0	0	0	1	kavalo
horseman	0	0	0	0	0	0	0	0	0	0	wokwera pamahatchi
horseshoe	0	0	0	0	0	0	0	0	0	0	nsapato ya akavalo
horticultural	0	0	0	0	0	0	0	0	0	0	zamaluwa
horticulture	0	0	0	0	0	0	0	0	0	0	ulimi wamaluwa
hose	0	0	0	0	0	0	0	0	0	0	payipi
hosiery	0	0	0	0	0	0	0	0	0	0	hosiery
hospice	0	0	0	0	0	0	0	1	0	0	kuchipatala
hospital	0	0	0	1	0	0	0	1	0	1	chipatala
hospitality	0	0	0	0	0	0	1	0	0	0	kuchereza alendo
hostage	1	0	0	1	0	1	0	0	0	0	wogwidwa
hostel	0	0	0	0	0	0	0	0	0	0	kogona
hostile	1	0	1	1	0	1	0	0	0	0	waudani
hostilities	1	0	0	1	0	1	0	0	0	0	nkhondo
hostility	1	0	1	0	0	1	0	0	0	0	chidani
hot	1	0	0	0	0	0	0	0	0	0	otentha
hotbed	0	0	0	0	0	0	0	0	0	0	hotbed
hotel	0	0	0	0	0	0	0	0	0	0	hotelo
hour	0	0	0	0	0	0	0	0	0	0	ola
hourglass	0	0	0	0	0	0	0	0	0	0	hourglass
hourly	0	0	0	0	0	0	0	0	0	0	ola lililonse
house	0	0	0	0	0	0	0	0	0	0	nyumba
household	0	0	0	0	0	0	1	0	0	0	banja
householder	0	0	0	0	0	0	0	0	0	0	mwininyumba
housekeeper	0	0	0	0	0	0	0	0	0	0	woyang'anira nyumba
housekeeping	0	0	0	0	0	0	1	0	0	0	kusunga m’nyumba
housewife	0	0	0	0	0	0	0	0	0	0	mayi wapakhomo
housing	0	0	0	0	0	0	0	0	0	0	nyumba
hovercraft	0	0	0	0	0	0	0	0	0	0	hovercraft
howl	1	0	1	1	0	1	0	1	1	0	kulira
howsoever	0	0	0	0	0	0	0	0	0	0	komabe
hoy	0	0	0	0	0	0	0	0	0	0	ayi
hub	0	0	0	0	0	0	0	0	0	0	malo
huddle	0	0	0	0	0	0	0	0	0	0	kukangana
hue	0	0	0	0	0	0	0	0	0	0	uwu
huff	1	0	1	0	0	1	0	0	0	0	uwu
hug	0	0	0	0	1	0	1	0	0	1	kukumbatirana
huge	0	0	0	0	0	0	0	0	0	0	chachikulu
hulk	0	0	1	0	0	0	0	0	0	0	hulk
hull	0	0	0	0	0	0	0	0	0	0	hule
hum	0	0	0	0	0	0	0	0	0	0	hum
human	0	0	0	0	0	0	0	0	0	0	munthu
humane	0	0	0	0	0	0	1	0	0	0	waumunthu
humanitarian	0	1	0	0	1	0	1	0	1	1	wothandiza anthu
humanities	0	0	0	0	0	0	0	0	0	0	anthu
humanity	0	0	0	0	1	0	1	0	0	1	umunthu
humble	0	0	1	0	0	1	1	1	0	0	wodzichepetsa
humbled	0	0	0	0	0	0	1	1	0	0	wodzichepetsa
humbly	0	0	0	0	0	0	1	0	0	0	modzichepetsa
humbug	1	0	1	0	0	1	0	1	0	0	humbu
humid	0	0	0	0	0	0	0	0	0	0	chinyezi
humidity	0	0	0	0	0	0	0	0	0	0	chinyezi
humiliate	1	0	0	0	0	1	0	1	0	0	chititsa manyazi
humiliating	0	0	1	0	0	1	0	0	0	0	kuchititsa manyazi
humiliation	0	0	1	0	0	1	0	1	0	0	kunyozeka
humility	0	0	0	0	0	0	1	0	0	1	kudzichepetsa
hummer	0	0	0	0	0	0	0	0	0	0	hummer
hummingbird	0	0	0	0	0	0	0	0	0	0	hummingbird
humongous	0	0	0	0	0	0	0	0	0	0	zoseketsa
humorist	0	0	0	0	0	0	1	0	0	0	wanthabwala
humorous	0	0	0	0	1	0	1	0	0	0	oseketsa
hump	0	0	0	0	0	0	0	0	0	0	hump
hunch	0	0	0	0	0	1	0	0	0	0	hunch
hundred	0	0	0	0	0	0	0	0	0	0	zana
hundredth	0	0	0	0	0	0	0	0	0	0	zana
hunger	0	0	0	0	0	0	0	0	0	0	njala
hungry	0	1	0	0	0	1	0	0	0	0	wanjala
hunk	0	0	0	0	0	0	0	0	0	0	hunk
hunks	0	0	0	0	0	0	0	0	0	0	hunks
hunt	0	0	0	0	0	0	0	0	0	0	kusaka
hunter	0	1	0	1	0	1	0	1	0	0	mlenje
hunting	1	1	0	1	0	1	0	0	0	0	kusaka
hurl	0	0	0	0	0	0	0	0	0	0	kuponyera
hurrah	0	0	0	0	1	0	1	0	0	0	hure
hurricane	0	0	0	1	0	1	0	0	0	0	mphepo yamkuntho
hurried	0	1	0	0	0	1	0	0	0	0	mwachangu
hurry	0	1	0	0	0	0	0	0	0	0	fulumira
hurt	1	0	0	1	0	1	0	1	0	0	kupweteka
hurtful	1	0	1	1	0	1	0	1	0	0	zopweteka
hurting	1	0	0	1	0	1	0	1	0	0	kupweteka
husbandry	0	0	0	0	0	0	1	0	0	1	ulimi
hush	0	0	0	0	0	0	1	0	0	0	chete
hushed	0	0	0	0	0	0	0	0	0	0	chete
husk	0	0	0	0	0	0	0	0	0	0	mankhusu
husky	0	0	0	0	0	0	0	0	0	0	husky
hustle	0	0	0	0	0	0	0	0	0	0	kuthamanga
hustler	0	0	0	0	0	1	0	0	0	0	hustle
hut	0	0	0	0	0	0	1	1	0	0	nyumba
hutch	0	0	0	0	0	0	0	0	0	0	nyumba
hyacinth	0	0	0	0	0	0	0	0	0	0	hyacinth
hybrid	0	0	0	0	0	0	0	0	0	0	wosakanizidwa
hydra	0	0	0	1	0	1	0	0	0	0	hydra
hydraulics	0	0	0	0	0	0	0	0	0	0	ma hydraulics
hydrocephalus	0	0	1	1	0	1	0	1	0	0	hydrocephalus
hydrodynamics	0	0	0	0	0	0	0	0	0	0	hydrodynamics
hydrogen	0	0	0	0	0	0	0	0	0	0	haidrojeni
hydrographic	0	0	0	0	0	0	0	0	0	0	hydrographic
hydrology	0	0	0	0	0	0	0	0	0	0	hydrology
hygiene	0	0	0	0	0	0	0	0	0	0	ukhondo
hygienic	0	0	0	0	0	0	1	0	0	0	zaukhondo
hymn	0	1	0	0	1	0	1	1	0	1	nyimbo
hype	0	1	0	0	0	1	0	0	0	0	hype
hyperbole	0	0	0	0	0	1	0	0	0	0	kukokomeza
hypertrophy	0	0	1	1	0	0	0	0	1	0	hypertrophy
hyphen	0	0	0	0	0	0	0	0	0	0	hyphen
hypnotic	0	0	0	0	0	0	0	0	0	0	hypnotic
hypnotized	0	0	0	0	0	0	0	0	0	0	wogodomalitsidwa
hypocrisy	0	0	0	0	0	1	0	0	0	0	chinyengo
hypocrite	0	0	1	0	0	1	0	0	0	0	wachinyengo
hypocritical	0	0	1	0	0	1	0	0	0	0	wachinyengo
hypothesis	0	1	0	0	0	0	0	0	1	0	malingaliro
hypothetical	0	0	0	0	0	0	0	0	0	0	zongopeka
hysteria	0	0	0	1	0	1	0	0	0	0	hysteria
hysterical	1	0	0	1	0	1	0	0	0	0	wamanyazi
ice	0	0	0	0	0	0	0	0	0	0	ayezi
iceberg	0	0	0	0	0	0	0	0	0	0	madzi oundana
icon	0	0	0	0	0	0	0	0	0	0	chizindikiro
iconic	0	0	0	0	0	0	0	0	0	0	chithunzithunzi
iconography	0	0	0	0	0	0	0	0	0	0	zithunzi
icy	0	0	0	0	0	0	0	0	0	0	ayi
idea	0	0	0	0	0	0	0	0	0	0	lingaliro
idealism	0	0	0	0	0	0	1	0	0	0	maganizo abwino
idealist	0	0	0	0	0	0	0	0	0	0	katswiri
identical	0	0	0	0	0	0	0	0	0	0	zofanana
identically	0	0	0	0	0	0	0	0	0	0	mofanana
identification	0	0	0	0	0	0	0	0	0	0	chizindikiritso
identify	0	0	0	0	0	0	0	0	0	0	zindikirani
identity	0	0	0	0	0	0	0	0	0	0	kudziwika
ideology	0	0	0	0	0	0	0	0	0	0	malingaliro
idiocy	1	0	1	0	0	1	0	1	0	0	chitsiru
idiom	0	0	0	0	0	0	0	0	0	0	mawu
idiomatic	0	0	0	0	0	0	0	0	0	0	zofotokozera
idiot	0	0	1	0	0	1	0	0	0	0	chitsiru
idiotic	1	0	1	0	0	1	0	0	0	0	wopusa
idle	0	0	0	0	0	0	0	0	0	0	opanda ntchito
idleness	0	0	0	0	0	0	0	0	0	0	ulesi
idler	0	0	0	0	0	1	0	0	0	0	wosagwira ntchito
idol	0	0	0	0	0	0	1	0	0	0	fano
idolatry	0	0	1	1	0	1	0	0	0	0	kupembedza mafano
igloo	0	0	0	0	0	0	0	0	0	0	igolo
igneous	0	0	0	0	0	0	0	0	0	0	zonyansa
ignite	0	0	0	0	0	0	0	0	0	0	kuyatsa
ignition	0	0	0	0	0	0	0	0	0	0	kuyatsa
ignorance	0	0	0	0	0	1	0	0	0	0	umbuli
ignorant	0	0	1	0	0	1	0	0	0	0	mbuli
ignore	0	0	0	0	0	1	0	0	0	0	nyalanyaza
ilk	0	0	0	0	0	0	0	0	0	0	ine
ill	1	0	1	1	0	1	0	1	0	0	kudwala
illegal	1	0	1	1	0	1	0	1	0	0	zosaloledwa
illegality	1	0	1	1	0	1	0	0	0	0	kusaloledwa
illegally	0	0	0	0	0	0	0	0	0	0	mosaloledwa
illegible	0	0	0	0	0	1	0	0	0	0	zosawerengeka
illegitimate	1	0	1	1	0	1	0	1	1	0	apathengo
illicit	1	0	1	1	0	1	0	0	0	0	wosaloledwa
illiterate	0	0	1	0	0	1	0	0	0	0	osaphunzira
illness	0	0	0	1	0	1	0	1	0	0	kudwala
illogical	0	0	0	0	0	1	0	0	0	0	zosamveka
illuminate	0	1	0	0	1	0	1	0	1	0	aunikire
illumination	0	0	0	0	1	0	1	0	1	1	kuunikira
illuminator	0	0	0	0	0	0	0	0	0	0	chounikira
illusion	0	0	0	0	0	1	0	0	1	0	chinyengo
illustrate	0	0	0	0	0	0	1	0	0	0	fotokozani
illustration	0	0	0	0	0	0	0	0	0	0	fanizo
illustrative	0	0	0	0	0	0	0	0	0	0	fanizo
illustrious	0	0	0	0	0	0	1	0	0	0	otchuka
image	0	0	0	0	0	0	0	0	0	0	chithunzi
imagery	0	0	0	0	0	0	0	0	0	0	zithunzi
imaginary	0	0	0	0	0	0	0	0	0	0	wongoganiza
imagination	0	0	0	0	0	0	0	0	0	0	kulingalira
imaginative	0	0	0	0	0	0	1	0	0	0	woganiza
imagine	0	0	0	0	0	0	0	0	0	0	lingalirani
imagined	0	0	0	0	0	0	0	0	0	0	kulingalira
imagining	0	0	0	0	0	0	0	0	0	0	kulingalira
imam	0	0	0	0	0	0	0	0	0	0	imamu
imbedded	0	0	0	0	0	0	0	0	0	0	ophatikizidwa
imitate	0	0	0	0	0	0	0	0	0	0	tsanzira
imitated	0	0	0	0	0	1	0	0	0	0	kutsanzira
imitation	0	0	0	0	0	1	0	0	0	0	kutsanzira
immaculate	0	0	0	0	1	0	1	0	0	1	wopanda chilema
immaterial	0	0	0	0	0	0	0	0	0	0	zosaoneka
immature	0	1	0	0	0	1	0	0	0	0	osakhwima
immaturity	1	1	0	0	0	1	0	0	0	0	kusakhwima
immeasurable	0	0	0	0	0	0	0	0	0	0	zosawerengeka
immeasurably	0	0	0	0	0	0	0	0	0	0	mosayezeka
immediacy	0	0	0	0	0	0	0	0	1	0	mwachangu
immediately	0	1	0	0	0	1	1	0	0	0	nthawi yomweyo
immemorial	0	0	0	0	0	0	0	0	0	0	zakale
immense	0	0	0	0	0	0	1	0	0	0	chachikulu
immerse	0	1	0	1	1	0	1	0	1	1	kumiza
immersion	0	0	0	0	0	0	0	0	0	0	kumizidwa
immigrant	0	0	0	1	0	0	0	0	0	0	wochokera kudziko lina
immigration	0	0	0	0	0	0	0	0	0	0	kusamuka
imminent	0	1	0	1	0	0	0	0	0	0	chapafupi
immoral	1	0	1	1	0	1	0	1	0	0	wachiwerewere
immorality	1	0	1	0	0	1	0	0	0	0	chiwerewere
immortal	0	0	0	0	0	0	1	0	0	0	wosafa
immortality	0	1	0	0	0	0	0	0	0	0	moyo wosafa
immovable	0	0	0	0	0	1	1	0	0	1	wosasunthika
immune	0	0	0	0	0	0	0	0	0	0	chitetezo
immunity	0	0	0	0	0	0	0	0	0	0	chitetezo chokwanira
immunization	0	0	0	0	0	0	0	0	0	1	Katemera
immutable	0	0	0	0	0	0	0	0	0	0	wosasinthika
imp	0	0	0	0	0	0	0	0	0	0	imp
impact	0	0	0	0	0	0	0	0	0	0	zotsatira
impair	0	0	0	0	0	1	0	0	0	0	kuwonongeka
impairment	0	0	0	0	0	1	0	0	0	0	kuwonongeka
impart	0	0	0	0	0	0	1	0	0	1	kupereka
impartial	0	0	0	0	0	0	1	0	0	1	wopanda tsankho
impartiality	0	0	0	0	0	0	1	0	0	1	kupanda tsankho
impassable	0	0	0	0	0	1	0	0	0	0	chosatheka
impassioned	0	0	0	0	0	0	0	0	0	0	kukhudzika
impatience	0	0	0	0	0	1	0	0	0	0	kusaleza mtima
impatient	0	1	0	0	0	1	0	0	0	0	wosaleza mtima
impeach	0	0	1	1	0	1	0	0	0	0	kutsutsa
impeachment	0	0	0	0	0	1	0	0	0	0	kutsutsa
impeccable	0	0	0	0	0	0	1	0	0	1	wosayenerera
impede	0	0	0	0	0	1	0	0	0	0	lepheretsa
impediment	0	0	0	0	0	0	0	0	0	0	cholepheretsa
impelled	0	0	0	0	0	0	0	0	0	0	kukakamizidwa
impending	0	1	0	1	0	0	0	0	0	0	zomwe zikubwera
impenetrable	0	0	0	0	0	0	0	0	0	1	wosafikirika
imperative	0	0	0	0	0	0	0	0	0	0	zofunikira
imperceptible	0	0	0	0	0	0	0	0	0	0	wosaoneka
imperfection	0	0	0	0	0	1	0	0	0	0	kupanda ungwiro
imperfectly	0	0	0	0	0	1	0	0	0	0	mopanda ungwiro
imperial	0	0	0	0	0	0	0	0	0	0	ufumu
impermeable	1	0	0	1	0	0	0	0	0	0	wosalowerera
impermissible	0	0	0	0	0	0	0	0	0	0	zosaloledwa
impersonal	0	0	0	0	0	0	0	0	0	0	wopanda umunthu
impersonate	0	0	0	0	0	1	0	0	0	0	tengera
impersonation	0	0	0	0	0	1	0	0	0	0	kusanzira
impervious	0	0	0	0	0	0	1	0	0	0	wosalowerera
impetus	0	0	0	0	0	0	0	0	0	0	kulimbikitsa
implacable	0	0	0	0	0	1	0	0	0	0	chosatheka
implant	0	0	0	0	0	0	0	0	0	0	kuika
implantation	0	0	0	0	0	0	0	0	0	0	kuikidwa
implanted	0	0	0	0	0	0	0	0	0	0	woikidwa
implement	0	0	0	0	0	0	0	0	0	0	kwaniritsa
implicate	1	0	0	0	0	1	0	0	0	0	kukhudza
implicated	0	0	0	0	0	0	0	0	0	0	okhudzidwa
implication	0	0	0	0	0	0	0	0	0	0	tanthauzo
implied	0	0	0	0	0	0	0	0	0	0	kutanthauza
implore	0	0	0	0	0	0	0	0	0	0	pempha
implosion	0	0	0	0	0	0	0	0	0	0	implosion
imply	0	0	0	0	0	0	0	0	0	0	kutanthauza
impolite	0	0	1	0	0	1	0	0	0	0	wopanda ulemu
import	0	0	0	0	0	0	0	0	0	0	import
importance	0	1	0	0	0	0	1	0	0	0	kufunika
important	0	0	0	0	0	0	1	0	0	1	zofunika
importation	0	0	0	0	0	0	0	0	0	0	kutumiza kunja
impose	0	0	0	0	0	0	0	0	0	0	kakamiza
imposing	0	0	0	0	0	0	0	0	0	0	kukakamiza
imposition	0	0	0	0	0	1	0	0	0	0	kukhazikitsa
impossibility	0	0	0	0	0	0	0	0	0	0	zosatheka
impossible	0	0	0	0	0	1	0	1	0	0	zosatheka
impotence	1	0	0	1	0	1	0	1	0	0	kusowa mphamvu
impotent	0	0	0	0	0	1	0	0	0	0	wopanda mphamvu
impound	0	0	0	0	0	1	0	0	0	0	kupondereza
impracticable	0	0	0	0	0	1	0	0	0	0	zosatheka
impress	0	0	0	0	0	0	1	0	0	0	kusangalatsa
impression	0	0	0	0	0	0	1	0	0	0	chithunzi
impressionable	0	0	0	0	0	0	0	0	0	1	chotheka kumva
imprint	0	0	0	0	0	0	0	0	0	0	chizindikiro
imprison	0	0	0	0	0	1	0	0	0	0	kumangidwa
imprisoned	1	0	1	1	0	1	0	1	0	0	kumangidwa
imprisonment	1	0	1	1	0	1	0	1	0	0	kumangidwa
improbable	0	0	0	0	0	0	0	0	0	0	zosatheka
impromptu	0	0	0	0	0	0	0	0	0	0	mosayembekezereka
