English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Bengali Word
oak	0	0	0	0	0	0	1	0	0	0	ওক
oar	0	0	0	0	0	0	0	0	0	0	oar
oasis	0	1	0	0	1	0	1	0	0	1	মরুদ্যান
oath	0	0	0	0	0	0	1	0	0	1	শপথ
oatmeal	0	0	0	0	0	0	0	0	0	0	ওটমিল
obedience	0	0	0	0	0	0	1	0	0	1	আনুগত্য
obedient	0	0	0	0	0	0	0	0	0	0	বাধ্য
obediently	0	0	0	0	0	0	0	0	0	0	বাধ্যতামূলকভাবে
obelisk	0	0	0	0	0	0	0	0	0	0	ওবেলিস্ক
obese	0	0	1	0	0	1	0	0	0	0	স্থূল
obesity	0	0	1	0	0	1	0	1	0	0	স্থূলতা
obey	0	0	0	1	0	0	0	0	0	1	মান্য
obi	0	0	1	1	0	1	0	0	0	0	obi
obit	0	0	0	0	0	1	0	1	1	0	obit
obituary	0	0	0	0	0	1	0	1	0	0	মৃত্যু বার্তা
object	0	0	0	0	0	0	0	0	0	0	বস্তু
objection	1	0	0	0	0	1	0	0	0	0	আপত্তি
objectionable	0	0	0	0	0	1	0	0	0	0	আপত্তিকর
objective	0	1	0	0	0	0	1	0	0	1	উদ্দেশ্য
obligation	0	0	0	0	0	0	0	0	0	0	বাধ্যবাধকতা
obligatory	0	0	0	0	0	0	0	0	0	0	বাধ্যতামূলক
oblige	0	0	0	0	0	1	0	0	0	1	বাধ্য করা
obliged	0	0	0	0	0	0	0	0	0	0	বাধিত
obliging	1	1	1	1	1	0	1	0	1	1	বাধ্য
obligor	0	0	0	1	0	1	0	0	0	0	বাধ্য
oblique	0	0	0	0	0	0	0	0	0	0	তির্যক
obliterate	1	0	0	1	0	1	0	1	0	0	নিশ্চিহ্ন করা
obliterated	1	0	0	1	0	1	0	0	0	0	বিলুপ্ত
obliteration	0	0	0	1	0	1	0	1	0	0	বিলুপ্তি
oblivion	1	0	0	1	0	1	0	0	0	0	বিস্মৃতি
oblivious	0	0	0	0	0	0	0	0	0	0	বিস্মৃত
oblong	0	0	0	0	0	0	0	0	0	0	আয়তাকার
obnoxious	1	0	1	0	0	1	0	1	0	0	আপত্তিকর
oboe	0	0	0	0	0	0	0	0	0	0	oboe
obscene	0	0	1	0	0	1	0	0	0	0	অশ্লীল
obscenity	1	0	1	0	0	1	0	0	0	0	অশ্লীলতা
obscure	0	0	0	0	0	0	0	0	0	0	অস্পষ্ট
obscured	0	0	0	0	0	0	0	0	0	0	অস্পষ্ট
obscurity	0	0	0	0	0	1	0	0	0	0	অস্পষ্টতা
observance	0	0	0	0	0	0	0	0	0	0	পালন
observant	0	0	0	0	0	0	1	0	0	0	পর্যবেক্ষক
observation	0	0	0	0	0	0	0	0	0	0	পর্যবেক্ষণ
observatory	0	0	0	0	0	0	0	0	0	0	মানমন্দির
observe	0	0	0	0	0	0	0	0	0	0	পর্যবেক্ষণ
observer	0	0	0	0	0	0	0	0	0	0	পর্যবেক্ষক
observing	0	0	0	0	0	0	0	0	0	0	পর্যবেক্ষণ
obsession	0	0	0	0	0	0	0	0	0	0	ঘোর
obsolescence	0	0	0	0	0	0	0	0	0	0	অপ্রচলিততা
obstacle	1	0	0	1	0	1	0	1	0	0	বাধা
obstetrician	0	0	0	0	0	0	0	0	0	1	প্রসূতি বিশেষজ্ঞ
obstetrics	0	0	0	0	0	0	0	0	0	0	প্রসূতিবিদ্যা
obstinate	0	0	0	0	0	1	0	0	0	0	অনড়
obstruct	1	0	0	1	0	1	0	0	0	0	বাধা
obstruction	0	0	0	0	0	1	0	0	0	0	বাধা
obstructive	1	0	0	0	0	1	0	0	0	0	প্রতিবন্ধক
obtain	0	0	0	0	0	0	0	0	0	0	প্রাপ্ত
obtainable	0	0	0	0	1	0	1	0	0	0	প্রাপ্য
obtuse	0	0	0	0	0	1	0	0	0	0	স্থূল
obverse	0	0	0	0	0	0	0	0	0	0	বিপরীত
obvious	0	0	0	0	0	0	1	0	0	1	স্পষ্ট
ocarina	0	0	0	0	0	0	0	0	0	0	ওকারিনা
occasion	0	0	0	0	0	0	0	0	0	0	উপলক্ষ
occasional	0	0	0	0	0	0	0	0	1	0	মাঝে মাঝে
occasionally	0	0	0	0	0	0	0	0	0	0	মাঝে মাঝে
occlusion	0	0	0	0	0	0	0	0	0	0	আবদ্ধতা
occult	0	0	1	1	0	1	0	0	0	0	জাদু
occupancy	0	0	0	0	0	0	0	0	0	0	দখল
occupant	0	0	0	0	0	0	1	0	0	1	দখলকারী
occupation	0	0	0	0	0	0	1	0	0	0	পেশা
occupied	0	0	0	0	0	0	0	0	0	0	অধিকৃত
occupier	0	0	0	0	0	0	0	0	0	0	দখলকারী
occupy	0	0	0	0	0	0	1	0	0	0	দখল করা
occupying	0	0	0	0	0	0	0	0	0	0	দখল করা
occur	0	0	0	0	0	0	0	0	0	0	ঘটবে
occurrence	0	0	0	0	0	0	0	0	0	0	ঘটনা
ocean	0	0	0	0	0	0	0	0	0	0	মহাসাগর
oceanic	0	0	0	0	0	0	0	0	0	0	মহাসাগরীয়
octagon	0	0	0	0	0	0	0	0	0	0	অষ্টভুজ
octave	0	0	0	0	0	0	0	0	0	0	অষ্টক
octopus	0	0	1	0	0	0	0	0	0	0	অক্টোপাস
ocular	0	0	0	0	0	0	0	0	0	0	চোখের
oddity	0	0	1	0	0	1	0	1	1	0	অদ্ভুততা
odds	0	0	0	0	0	0	0	0	0	0	মতভেদ
ode	0	0	0	0	0	0	0	0	0	0	ode
odious	1	0	1	1	0	1	0	0	0	0	ঘৃণ্য
odometer	0	0	0	0	0	0	0	0	0	0	ওডোমিটার
odor	0	0	0	0	0	1	0	0	0	0	গন্ধ
oestrogen	0	0	0	0	0	0	0	0	0	0	ইস্ট্রোজেন
oeuvre	0	0	0	0	0	0	0	0	0	0	oeuvre
offal	0	0	0	0	0	0	0	0	0	0	অফাল
offend	1	0	1	0	0	1	0	0	0	0	অপমান
offended	1	0	0	0	0	1	0	1	0	0	বিক্ষুব্ধ
offender	1	0	1	1	0	1	0	1	0	0	অপরাধী
offense	1	0	1	1	0	1	0	1	0	0	অপরাধ
offensive	1	0	1	0	0	1	0	0	0	0	আক্রমণাত্মক
offer	0	0	0	0	0	0	1	0	0	0	অফার
offered	0	0	0	0	0	0	0	0	0	0	দেওয়া
offering	0	0	0	0	0	0	0	0	0	1	প্রস্তাব
offhand	0	0	0	0	0	1	0	0	0	0	অফহ্যান্ড
office	0	0	0	0	0	0	0	0	0	0	দপ্তর
officer	0	0	0	0	0	0	1	0	0	1	অফিসার
offices	0	0	0	0	0	0	0	0	0	0	অফিস
official	0	0	0	0	0	0	0	0	0	1	দাপ্তরিক
officiate	0	0	0	0	0	0	0	0	0	0	কর্মকর্তা
offing	0	0	0	0	0	1	0	0	0	0	বন্ধ
offload	0	0	0	0	0	0	0	0	0	0	অফলোড
offset	0	1	0	0	0	0	1	0	0	0	অফসেট
offshoot	0	0	0	0	0	0	1	0	0	0	শাখা
offside	0	0	0	0	0	0	0	0	0	0	অফসাইড
oft	0	0	0	0	0	0	0	0	0	0	প্রায়ই
oftentimes	0	0	0	0	0	0	0	0	0	0	প্রায়ই
ogre	0	0	1	1	0	1	0	0	0	0	রাক্ষস
oil	0	0	0	0	0	0	0	0	0	0	তেল
oils	0	0	0	0	0	0	0	0	0	0	তেল
ointment	0	0	0	0	0	0	0	0	0	0	মলম
olfactory	0	1	0	0	0	1	0	0	0	0	ঘ্রাণজ
oligarchy	0	0	0	0	0	1	0	0	0	0	অভিজাততন্ত্র
olive	0	0	0	0	0	0	0	0	0	0	জলপাই
omega	0	0	0	0	0	0	0	0	0	0	ওমেগা
omelet	0	0	0	0	0	0	0	0	0	0	অমলেট
omen	0	1	0	1	0	1	0	0	0	0	লক্ষণ
ominous	0	1	0	1	0	1	0	0	0	0	অশুভ
omission	0	0	0	0	0	0	0	0	0	0	বাদ দেওয়া
omit	0	0	0	0	0	1	0	0	0	0	বর্জন করা
omitted	0	0	0	0	0	0	0	0	0	0	বাদ দেওয়া
omnibus	0	0	0	0	0	0	0	0	0	0	সর্বজনীন
omnipotence	0	0	0	1	0	1	1	0	0	0	সর্বশক্তিমান
omnipotent	0	0	0	0	0	0	0	0	0	0	সর্বশক্তিমান
omnipresent	0	0	0	0	0	0	0	0	0	0	সর্বব্যাপী
omniscient	0	0	0	0	0	0	1	0	0	1	সর্বজ্ঞ
oncologist	0	0	0	0	0	0	0	0	0	0	ক্যান্সার বিশেষজ্ঞ
oneness	0	0	0	0	0	0	0	0	0	0	একতা
onerous	1	0	0	0	0	1	0	1	0	0	কষ্টকর
oneself	0	0	0	0	0	0	0	0	0	0	নিজেকে
ongoing	0	1	0	0	0	0	0	0	0	0	চলমান
onion	0	0	0	0	0	0	0	0	0	0	পেঁয়াজ
onset	0	1	0	0	0	0	0	0	0	0	শুরু
onslaught	0	0	0	0	0	0	0	0	0	0	আক্রমণ
ontology	0	0	0	0	0	0	0	0	0	0	অন্টোলজি
onus	0	0	0	0	0	1	0	0	0	0	দায়িত্ব
onward	0	0	0	0	0	0	0	0	0	0	এগিয়ে
onyx	0	0	0	0	0	0	0	0	0	0	গোমেদ
ooze	0	0	1	0	0	1	0	0	0	0	স্রাব
oozing	0	0	0	0	0	0	0	0	0	0	oozing
opacity	0	0	0	0	0	0	0	0	0	0	অস্বচ্ছতা
opal	0	0	0	0	0	0	0	0	0	0	ওপাল
opaque	0	0	0	0	0	1	0	0	0	0	অস্বচ্ছ
ope	0	0	0	0	0	0	0	0	0	0	খোলা
open	0	0	0	0	0	0	0	0	0	0	খোলা
opener	0	0	0	0	0	0	0	0	0	0	ওপেনার
opening	0	0	0	0	0	0	0	0	0	0	খোলা
openly	0	0	0	0	0	0	0	0	0	0	প্রকাশ্যে
openness	0	0	0	0	0	0	1	0	0	0	উন্মুক্ততা
opera	1	1	0	1	1	0	1	1	1	1	অপেরা
operatic	0	0	0	0	0	1	0	0	0	0	অপারেটিক
operation	0	0	0	1	0	0	0	0	0	1	অপারেশন
operations	0	0	0	0	0	0	0	0	0	0	অপারেশন
operative	0	0	0	0	0	0	0	0	0	0	অপারেটিভ
operator	0	0	0	0	0	0	0	0	0	0	অপারেটর
ophthalmic	0	0	0	0	0	0	0	0	0	0	চক্ষু সংক্রান্ত
ophthalmologist	0	0	0	0	0	0	0	0	0	0	চক্ষু বিশেষজ্ঞ
opiate	0	0	0	0	0	1	0	0	0	0	আফিম
opinion	0	0	0	0	0	0	0	0	0	0	মতামত
opinionated	1	0	0	0	0	1	0	0	0	0	মতামতযুক্ত
opium	1	0	1	1	0	1	0	1	0	0	আফিম
opponent	1	1	1	1	0	1	0	0	0	0	প্রতিপক্ষ
opportune	0	0	0	0	1	0	1	0	0	0	সুবিধাজনক
opportunism	0	0	0	0	0	0	0	0	0	0	সুবিধাবাদ
opportunity	0	1	0	0	0	0	1	0	0	0	সুযোগ
oppose	0	0	0	0	0	1	0	0	0	0	বিরোধিতা
opposed	1	0	0	1	0	1	0	0	0	0	বিরোধী
opposing	0	0	0	0	0	0	0	0	0	0	বিরোধী
opposite	0	0	0	0	0	0	0	0	0	0	বিপরীত
opposites	0	0	0	0	0	0	0	0	0	0	বিপরীত
opposition	1	0	0	0	0	1	0	0	0	0	বিরোধী দল
oppress	1	0	1	1	0	1	0	1	0	0	নিপীড়ন
oppression	1	0	1	1	0	1	0	1	0	0	নিপীড়ন
oppressive	1	0	1	1	0	1	0	1	0	0	নিপীড়ক
oppressor	1	0	0	1	0	1	0	1	0	0	নিপীড়ক
optic	0	0	0	0	0	0	0	0	0	0	অপটিক
optical	0	0	0	0	0	0	0	0	0	0	অপটিক্যাল
optics	0	0	0	0	0	0	0	0	0	0	অপটিক্স
optimism	0	1	0	0	1	0	1	0	1	1	আশাবাদ
optimist	0	0	0	0	0	0	1	0	0	1	আশাবাদী
option	0	0	0	0	0	0	1	0	0	0	বিকল্প
optional	0	0	0	0	0	0	1	0	0	0	ঐচ্ছিক
optionally	0	0	0	0	0	0	0	0	0	0	ঐচ্ছিকভাবে
options	0	0	0	0	0	0	0	0	0	0	বিকল্প
optometrist	0	0	0	0	0	0	0	0	0	0	চক্ষু বিশেষজ্ঞ
opulence	0	0	0	0	0	0	0	0	0	0	ঐশ্বর্য
opulent	0	0	0	0	0	0	0	0	0	0	ঐশ্বর্যপূর্ণ
opus	0	0	0	0	0	0	0	0	0	0	রচনা
oracle	0	1	0	0	0	0	1	0	0	1	ওরাকল
oral	0	0	0	0	0	0	0	0	0	0	মৌখিক
orange	0	0	0	0	0	0	0	0	0	0	কমলা
oration	0	0	0	0	0	0	1	0	0	0	বক্তৃতা
orator	0	0	0	0	0	0	0	0	0	0	বক্তা
oratory	0	0	0	0	0	0	0	0	0	0	বক্তৃতা
orb	0	0	0	0	0	0	0	0	0	0	orb
orbit	0	0	0	0	0	0	0	0	0	0	কক্ষপথ
orbiting	0	0	0	0	0	0	0	0	0	0	প্রদক্ষিণ
orbs	0	0	0	0	0	0	0	0	0	0	orbs
orc	1	0	1	1	0	1	0	0	0	0	orc
orchard	0	0	0	0	0	0	0	0	0	0	বাগান
orchestra	1	0	0	0	1	0	1	1	0	1	অর্কেস্ট্রা
ordained	0	0	0	0	0	0	1	0	0	1	নিযুক্ত
ordeal	1	0	0	0	0	1	0	0	1	0	অগ্নিপরীক্ষা
order	0	0	0	0	0	0	0	0	0	0	আদেশ
orderly	0	0	0	0	0	0	1	0	0	0	সুশৃঙ্খল
ordinance	0	0	0	0	0	0	0	0	0	1	অধ্যাদেশ
ordinary	0	0	0	0	0	0	0	0	0	0	সাধারণ
ordination	0	1	0	0	1	0	1	0	0	1	আদেশ
ordnance	0	0	0	1	0	1	0	0	0	0	অর্ডন্যান্স
ore	0	0	0	0	0	0	0	0	0	0	আকরিক
oregano	0	0	0	0	0	0	0	0	0	0	অরেগানো
organ	0	1	0	0	1	0	0	0	0	0	অঙ্গ
organic	0	0	0	0	0	0	1	0	0	0	জৈব
organism	0	0	0	0	0	0	0	0	0	0	জীব
organist	0	0	0	0	0	0	0	0	0	0	অর্গানস্ট
organization	0	1	0	0	1	0	1	0	1	1	সংগঠন
organize	0	0	0	0	0	0	1	0	0	0	সংগঠিত করা
organized	0	0	0	0	0	0	1	0	0	0	সংগঠিত
orgasm	0	1	0	0	1	0	1	0	0	0	প্রচণ্ড উত্তেজনা
orgies	0	0	0	0	0	0	0	0	0	0	orgies
orient	0	0	0	0	0	0	0	0	0	0	প্রাচ্য
oriental	0	0	0	0	0	0	0	0	0	0	প্রাচ্য
orientation	0	0	0	0	0	0	0	0	0	0	অভিযোজন
orifice	0	0	0	0	0	0	0	0	0	0	ছিদ্র
origin	0	0	0	0	0	0	0	0	0	0	মূল
originality	0	0	0	0	0	0	1	0	1	0	মৌলিকতা
originate	0	0	0	0	0	0	0	0	0	0	উৎপত্তি
origination	0	0	0	0	0	0	0	0	0	0	উৎপত্তি
originator	0	0	0	0	0	0	0	0	0	0	জন্মদাতা
ornament	0	0	0	0	0	0	0	0	0	0	অলঙ্কার
ornamental	0	0	0	0	0	0	0	0	0	0	শোভাকর
ornamentation	0	0	0	0	0	0	0	0	0	0	অলংকরণ
ornamented	0	0	0	0	0	0	1	0	0	0	অলংকৃত
ornate	0	0	0	0	0	0	1	0	0	0	অলঙ্কৃত
orphan	0	0	0	1	0	1	0	1	0	0	অনাথ
orthodox	0	0	0	0	0	0	0	0	0	0	অর্থোডক্স
orthodoxy	0	0	0	0	0	0	0	0	0	1	অর্থোডক্সি
orthogonal	0	0	0	0	0	0	0	0	0	0	অর্থোগোনাল
oscillate	0	0	0	0	0	0	0	0	0	0	দোদুল্যমান
oscillating	0	0	0	0	0	0	0	0	0	0	দোদুল্যমান
oscillation	0	0	0	0	0	0	0	0	0	0	দোলন
oscillatory	0	0	0	0	0	0	0	0	0	0	দোলক
ostensible	0	0	0	0	0	0	0	0	0	0	প্রকাশ্য
ostensibly	0	0	0	0	0	1	0	0	0	0	দৃশ্যত
ostrich	0	0	0	0	0	0	0	0	0	0	উটপাখি
otto	0	0	0	0	0	0	0	0	0	0	অটো
ottoman	0	0	0	0	0	0	0	0	0	0	অটোমান
ounce	0	0	0	0	0	0	0	0	0	0	আউন্স
oust	1	0	0	0	0	1	0	1	0	0	বহিষ্কার
outbreak	0	0	0	0	0	0	0	0	0	0	প্রাদুর্ভাব
outburst	1	0	0	1	1	1	1	1	1	0	বিস্ফোরণ
outcast	0	0	1	1	0	1	0	1	0	0	নির্বাসিত
outcome	0	0	0	0	0	0	1	0	0	0	ফলাফল
outcry	1	0	0	1	0	1	0	0	1	0	চিৎকার
outdo	0	1	0	0	0	0	1	0	0	0	বাইরে
outdoor	0	0	0	0	0	0	0	0	0	0	বহিরঙ্গন
outfit	0	0	0	0	0	0	0	0	0	0	সজ্জীকরণ
outgrow	0	0	0	0	0	0	0	0	0	0	বৃদ্ধি
outgrowth	0	0	0	0	0	0	0	0	0	0	বৃদ্ধি
outhouse	0	0	1	0	0	1	0	0	0	0	আউটহাউস
outing	0	0	0	0	0	0	0	0	0	0	আউটিং
outlandish	0	0	0	0	0	1	0	0	0	0	বিদেশী
outlast	0	0	0	0	0	0	0	0	0	0	শেষ
outlaw	0	0	0	0	0	1	0	0	0	0	অবৈধ
outlet	0	0	0	0	0	0	0	0	0	0	আউটলেট
outline	0	0	0	0	0	0	0	0	0	0	রূপরেখা
outlines	0	0	0	0	0	0	0	0	0	0	রূপরেখা
outlook	0	0	0	0	0	0	0	0	0	0	দৃষ্টিভঙ্গি
outlying	0	0	0	0	0	0	0	0	0	0	outlying
outnumber	0	0	0	0	0	0	0	0	0	0	সংখ্যা বেশি
outpost	0	0	0	1	0	0	0	0	0	0	ফাঁড়ি
outpouring	0	0	0	0	0	0	0	0	0	0	বহিঃপ্রকাশ
output	0	0	0	0	0	0	0	0	0	0	আউটপুট
outrage	1	0	1	0	0	1	0	0	0	0	অত্যাচার
outrageous	0	0	0	0	0	0	0	0	1	0	আপত্তিকর
outright	0	0	0	0	0	0	0	0	0	0	সরাসরি
outrun	0	0	0	0	0	0	0	0	0	0	অতিক্রম করা
outset	0	0	0	0	0	0	0	0	0	0	শুরু
outsider	0	0	0	1	0	0	0	0	0	0	বহিরাগত
outskirts	0	0	0	0	0	0	0	0	0	0	উপকণ্ঠ
outspoken	0	0	0	0	0	0	0	0	0	0	স্পষ্টভাষী
outstanding	0	0	0	0	1	1	1	0	0	0	অসামান্য
outstretched	0	0	0	0	0	0	0	0	0	0	প্রসারিত
outward	0	0	0	0	0	0	1	0	0	0	বাহ্যিক
outwards	0	0	0	0	0	0	0	0	0	0	বাইরের দিকে
outweigh	0	0	0	0	0	0	0	0	0	0	ছাড়িয়ে যাওয়া
oval	0	0	0	0	0	0	0	0	0	0	ডিম্বাকৃতি
ovary	0	0	0	0	0	0	0	0	0	0	ডিম্বাশয়
ovate	0	0	0	0	0	0	0	0	0	0	ovate
ovation	0	0	0	0	0	1	0	1	0	0	প্রণাম
oven	0	0	0	0	0	0	0	0	0	0	চুলা
overalls	0	0	0	0	0	0	0	0	0	0	overalls
overbearing	1	0	0	0	0	1	0	0	0	0	অবাধ্য
overburden	0	0	0	0	0	1	0	0	0	0	অতিরিক্ত বোঝা
overcast	0	0	0	0	0	1	0	0	0	0	মেঘলা
overcharged	0	0	0	0	0	0	0	0	0	0	অতিরিক্ত চার্জ করা
overcoat	0	0	0	0	0	0	0	0	0	0	ওভারকোট
overdo	0	0	0	0	0	1	0	0	0	0	অতিরিক্ত
overdose	0	0	0	0	0	1	0	0	0	0	অতিরিক্ত মাত্রা
overdue	0	1	0	0	0	1	0	1	1	0	ওভারডিউ
overestimate	0	0	0	0	0	0	0	0	1	0	overestimate
overestimated	0	0	0	0	0	1	0	0	0	0	overestimated
overflow	0	0	0	0	0	1	0	0	0	0	উপচে পড়া
overflowing	0	0	0	0	0	0	0	0	0	0	উপচে পড়া
overgrown	0	0	0	0	0	1	0	0	0	0	overgrown
overgrowth	0	0	0	0	0	0	0	0	0	0	অতিবৃদ্ধি
overhanging	0	0	0	0	0	0	0	0	0	0	overhanging
overhaul	0	0	0	0	0	0	0	0	0	0	ওভারহল
overhead	0	0	0	0	0	0	0	0	0	0	ওভারহেড
overjoyed	0	0	0	0	1	0	1	0	0	0	আনন্দিত
overlaid	0	0	0	0	0	0	0	0	0	0	আচ্ছাদিত
overlap	0	0	0	0	0	0	0	0	0	0	ওভারল্যাপ
overlay	0	0	0	0	0	0	0	0	0	0	ওভারলে
overload	0	0	0	0	0	1	0	1	0	0	ওভারলোড
overlying	0	0	0	0	0	0	0	0	0	0	overlying
overpaid	0	0	0	0	0	1	0	0	0	0	অতিরিক্ত অর্থ প্রদান করা
overpass	0	0	0	0	0	0	0	0	0	0	ওভারপাস
overpower	0	0	0	0	0	1	0	0	0	0	অতিশক্তি
overpowering	1	0	0	1	0	1	0	0	0	0	অপ্রতিরোধ্য
overpriced	1	0	1	0	0	1	0	1	0	0	বেশি দাম
override	0	0	0	0	0	0	0	0	0	0	অগ্রাহ্য করা
overrule	0	0	0	0	0	0	0	0	0	0	overrule
overseer	0	0	0	0	0	0	0	0	0	0	অধ্যক্ষ
overshadow	0	0	0	0	0	0	0	0	0	0	ছায়া
oversight	0	0	0	0	0	1	0	0	0	0	তদারকি
overstate	0	0	0	0	0	0	0	0	0	0	overstate
overstock	0	0	0	0	0	0	0	0	0	0	overstock
overt	0	0	0	1	0	0	0	0	0	0	প্রকাশ্য
overtake	0	0	0	0	0	0	0	0	0	0	ওভারটেক
overtaken	0	0	0	0	0	0	0	0	0	0	অতিক্রম করা
overthrow	0	1	0	1	0	1	0	0	0	0	উৎখাত
overture	0	1	0	0	0	0	0	0	0	0	overture
overturn	0	0	0	0	0	1	0	0	0	0	উল্টানো
overwhelm	0	0	0	0	0	1	0	0	0	0	অভিভূত করা
overwhelmed	0	0	0	0	0	1	0	1	0	0	অভিভূত
overwhelming	0	0	0	0	0	0	1	0	0	0	অপ্রতিরোধ্য
overzealous	0	0	0	0	0	0	0	0	0	0	অতি উৎসাহী
owe	0	0	0	0	0	0	0	0	0	0	ঋণী
owing	1	1	1	1	0	1	0	1	0	1	বকেয়া
owner	0	0	0	0	0	0	0	0	0	0	মালিক
ownership	0	0	0	0	0	0	1	0	0	0	মালিকানা
ox	0	0	0	0	0	0	0	0	0	0	বলদ
oxidation	0	0	0	0	0	1	0	0	0	0	জারণ
oxygen	0	0	0	0	0	0	0	0	0	0	অক্সিজেন
oxymoron	0	0	0	0	0	0	0	0	0	0	অক্সিমোরন
oyster	0	0	0	0	0	0	0	0	0	0	ঝিনুক
pace	0	0	0	0	0	0	0	0	0	0	গতি
pacific	0	0	0	0	0	0	1	0	0	0	প্যাসিফিক
pacify	0	0	0	0	0	0	0	0	0	0	শান্ত করা
pack	0	0	0	0	0	0	0	0	0	0	প্যাক
package	0	0	0	0	0	0	0	0	0	0	প্যাকেজ
packer	0	0	0	0	0	0	0	0	0	0	প্যাকার
packet	0	0	0	0	0	0	0	0	0	0	প্যাকেট
pact	0	0	0	0	0	0	0	0	0	1	চুক্তি
pad	0	0	0	0	0	0	1	0	0	0	প্যাড
padding	0	0	0	0	0	0	1	0	0	0	প্যাডিং
paddle	0	1	0	0	0	0	1	0	0	0	বাহা
paddock	0	0	0	0	0	0	0	0	0	0	প্যাডক
paddy	0	0	0	0	0	0	0	0	0	0	ধান
padlock	0	0	0	0	0	0	0	0	0	0	তালা
padre	0	0	0	0	0	0	0	0	0	0	padre
pagan	0	0	0	0	0	0	0	0	0	0	পৌত্তলিক
paganism	0	0	0	0	0	0	0	0	0	0	পৌত্তলিকতা
page	0	0	0	0	0	0	0	0	0	0	পৃষ্ঠা
pageant	0	0	0	0	0	0	0	0	0	0	প্রতিযোগিতা
pagination	0	0	0	0	0	0	0	0	0	0	পৃষ্ঠা সংখ্যা
pagoda	0	0	0	0	0	0	0	0	0	0	প্যাগোডা
pail	0	0	0	0	0	0	0	0	0	0	বাটি
pain	0	0	0	1	0	1	0	1	0	0	ব্যথা
pained	0	0	0	1	0	1	0	1	0	0	ব্যাথা
painful	1	0	1	1	0	1	0	1	0	0	বেদনাদায়ক
painfully	0	0	0	0	0	1	0	1	0	0	বেদনাদায়ক
painless	0	0	0	0	0	0	0	0	0	0	ব্যথাহীন
pains	0	0	0	0	0	1	0	0	0	0	ব্যথা
painstaking	0	0	0	0	0	0	0	0	0	0	শ্রমসাধ্য
paint	0	0	0	0	0	0	0	0	0	0	পেইন্ট
painted	0	0	0	0	0	0	0	0	0	0	আঁকা
painter	0	0	0	0	0	0	0	0	0	0	চিত্রকর
painting	0	0	0	0	0	0	0	0	0	0	পেইন্টিং
pair	0	0	0	0	0	0	0	0	0	0	জোড়া
pajamas	0	0	0	0	0	0	0	0	0	0	পায়জামা
pal	0	0	0	0	0	0	0	0	0	0	সাথী
palace	0	0	0	0	0	0	0	0	0	0	প্রাসাদ
palatable	0	0	0	0	0	0	1	0	0	0	সুস্বাদু
palate	0	0	0	0	0	0	0	0	0	0	তালু
paleontology	0	0	0	0	0	0	0	0	0	0	জীবাশ্ম বিজ্ঞান
palette	0	0	0	0	0	0	0	0	0	0	প্যালেট
pall	0	0	0	0	0	0	0	0	0	0	প্যাল
palladium	0	0	0	0	0	0	0	0	0	0	প্যালাডিয়াম
pallet	0	0	0	0	0	0	0	0	0	0	তৃণশয্যা
palliative	0	0	0	0	0	0	1	0	0	0	উপশমকারী
palm	0	0	0	0	0	0	0	0	0	0	পাম
palmer	0	0	0	0	0	0	0	0	0	0	পামার
palpable	0	0	0	0	0	0	0	0	1	0	স্পষ্ট
palsy	0	0	1	1	0	1	0	1	0	0	পক্ষাঘাত
paltry	0	0	0	0	0	0	0	0	0	0	তুচ্ছ
pamper	0	0	0	0	0	0	0	0	0	0	প্যাম্পার
pamphlet	0	0	0	0	0	0	0	0	0	0	পুস্তিকা
pan	0	0	0	0	0	0	0	0	0	0	প্যান
panacea	0	0	0	0	0	0	1	0	0	0	প্যানেসিয়া
panache	0	0	0	0	0	0	1	0	0	0	প্যাঁচ
pancake	0	0	0	0	0	0	0	0	0	0	প্যানকেক
pandemic	0	0	0	1	0	1	0	1	0	0	অতিমারী
panel	0	0	0	0	0	0	0	0	0	0	প্যানেল
pang	0	0	0	0	0	1	0	0	1	0	যন্ত্রণা
panic	0	0	0	1	0	1	0	0	0	0	আতঙ্ক
panier	0	0	0	0	0	0	1	0	0	0	প্যানিয়ার
panorama	0	0	0	0	0	0	0	0	0	0	প্যানোরামা
panoramic	0	0	0	0	0	0	0	0	0	0	প্যানোরামিক
pant	0	0	0	0	0	0	0	0	0	0	প্যান্ট
pantheon	0	0	0	0	0	0	0	0	0	0	প্যান্থিয়ন
panther	0	0	0	0	0	0	0	0	0	0	প্যান্থার
panties	0	0	0	0	0	0	0	0	0	0	প্যান্টি
pantomime	0	0	0	0	0	0	0	0	0	0	প্যান্টোমাইম
pantry	0	0	0	0	0	0	0	0	0	0	প্যান্ট্রি
pants	0	0	0	0	0	0	0	0	0	0	প্যান্ট
pap	0	0	0	0	0	0	0	0	0	0	প্যাপ
papacy	0	0	0	0	0	0	0	0	0	0	পোপ
papal	0	0	0	0	0	0	0	0	0	0	পোপ
paper	0	0	0	0	0	0	0	0	0	0	কাগজ
paprika	0	0	0	0	0	0	1	0	0	0	পেপারিকা
papyrus	0	0	0	0	0	0	0	0	0	0	প্যাপিরাস
par	0	0	0	0	0	0	0	0	0	0	সমতুল্য
parable	0	0	0	0	0	0	0	0	0	0	দৃষ্টান্ত
parabola	0	0	0	0	0	0	0	0	0	0	পরাবৃত্ত
parabolic	0	0	0	0	0	0	0	0	0	0	প্যারাবলিক
