English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Yoruba Word
ministerial	0	0	0	0	0	0	0	0	0	0	minisita
ministry	0	0	0	0	1	0	1	0	0	1	iranse
minivan	0	0	0	0	0	0	0	0	0	0	minivan
minnow	0	0	0	0	0	0	0	0	0	0	minnow
minor	0	0	0	0	0	0	0	0	0	0	kekere
minority	0	0	0	0	0	1	0	0	0	0	kekere
minstrel	0	0	0	0	0	0	0	0	0	0	minstrel
mint	0	0	0	0	0	0	0	0	0	0	mint
minuscule	0	0	0	0	0	0	0	0	0	0	iyokuro
minute	0	0	0	0	0	0	0	0	0	0	iseju
minutiae	0	0	0	0	0	0	0	0	0	0	iṣẹju diẹ
mir	0	0	0	0	0	0	0	0	0	0	oluwa
miracle	0	1	0	0	1	0	1	0	1	1	iyanu
miraculous	0	0	0	0	1	0	1	0	1	0	iyanu
mirage	0	0	0	0	0	0	0	0	0	0	mirage
mire	0	0	1	0	0	1	0	0	0	0	ẹrẹ
mirror	0	0	0	0	0	0	0	0	0	0	digi
mirth	0	0	0	0	1	0	1	0	0	0	idunnu
misappropriation	0	0	0	0	0	0	0	0	0	0	ilokulo
misbehavior	1	0	1	0	0	1	0	0	1	0	iwa ibaje
miscarriage	0	0	0	1	0	1	0	1	0	0	iloyun
miscellaneous	0	0	0	0	0	0	0	0	0	0	orisirisi
miscellany	0	0	0	0	0	0	0	0	0	0	Oriṣiriṣi
mischief	0	0	0	0	0	1	0	0	0	0	ibi
mischievous	0	0	0	0	0	1	0	0	0	0	aburu
misconception	1	0	1	1	0	1	0	0	0	0	aburu
misconduct	0	0	1	0	0	1	0	0	0	0	iwa ibaje
misdemeanor	0	0	0	0	0	0	0	0	0	0	misdemeanor
miserable	1	0	1	0	0	1	0	1	0	0	ibanuje
miserably	0	0	0	0	0	1	0	1	0	0	aibalẹ
misery	1	0	1	1	0	1	0	1	0	0	ìbànújẹ́
misfortune	0	0	0	1	0	1	0	1	0	0	aburu
misguided	0	0	1	0	0	1	0	0	0	0	aṣina
mishap	0	0	1	1	0	1	0	1	1	0	aburu
misinformed	0	0	0	0	0	0	0	0	0	0	aiṣedeede
misinterpretation	0	0	0	0	0	1	0	0	0	0	atumọ
mislead	1	0	0	1	0	1	0	0	0	1	ṣina
misleading	1	0	1	0	0	1	0	0	0	0	sinilona
mismanagement	0	0	0	0	0	1	0	0	0	0	aiṣedeede
mismatch	0	0	0	0	0	1	0	0	0	0	ibaamu
mismatched	0	0	0	0	0	0	0	0	0	0	aiṣedeede
misnomer	0	0	0	0	0	1	0	0	0	0	aburu
misplace	1	0	1	0	0	1	0	0	0	0	ibi ti ko tọ
misplaced	0	0	0	0	0	1	0	0	0	0	ibi ti ko tọ
misrepresent	0	0	0	0	0	1	0	0	0	0	aiṣedeede
misrepresentation	0	0	0	0	0	1	0	1	0	0	aburu
misrepresented	1	0	0	0	0	1	0	0	0	0	aiṣedeede
miss	0	0	0	0	0	0	0	0	0	0	padanu
missile	0	0	0	1	0	0	0	0	0	0	ohun ija
missing	0	0	0	1	0	1	0	1	0	0	sonu
mission	0	0	0	0	0	0	0	0	0	0	ise
missionary	0	0	0	0	0	0	1	0	0	0	ihinrere
misstatement	1	0	1	0	0	1	0	0	0	0	aburu
mist	0	0	0	0	0	0	0	0	0	0	owusuwusu
mistake	0	0	0	0	0	1	0	1	0	0	asise
mistaken	0	0	0	1	0	1	0	0	0	0	asise
mister	0	0	0	0	0	0	0	0	0	0	oluwa
mistress	1	0	1	0	0	1	0	0	0	0	iyaalegbe
mistrust	0	0	1	1	0	1	0	0	0	0	aifokanbale
misty	0	0	0	0	0	0	0	0	0	0	owusuwusu
misunderstand	0	0	0	0	0	1	0	0	0	0	gbọye
misunderstanding	1	0	0	0	0	1	0	1	0	0	ede-aiyede
misuse	0	0	0	0	0	1	0	0	0	0	ilokulo
mite	0	0	1	0	0	1	0	0	0	0	mite
miter	0	0	0	0	0	0	0	0	0	0	miter
mitigation	0	0	0	0	0	0	0	0	0	0	idinku
mix	0	0	0	0	0	0	0	0	0	0	dapọ
mixed	0	0	0	0	0	0	0	0	0	0	adalu
mixture	0	0	0	0	0	0	0	0	0	0	adalu
moan	0	0	0	1	0	0	0	1	0	0	kerora
moat	0	0	0	0	0	0	0	0	0	1	òkìtì
mob	1	0	0	1	0	1	0	0	0	0	agbajo eniyan
mobile	0	1	0	0	0	0	0	0	0	0	alagbeka
mobility	0	0	0	0	0	0	0	0	0	0	arinbo
mobilization	0	0	0	0	0	0	0	0	0	0	koriya
mobilize	0	0	0	0	0	0	0	0	0	0	koriya
mockery	0	0	1	0	0	1	0	0	0	0	ẹgan
mocking	1	0	1	0	0	1	0	1	0	0	ẹlẹgàn
modal	0	0	0	0	0	0	0	0	0	0	modal
modality	0	0	0	0	0	0	0	0	0	0	modality
mode	0	0	0	0	0	0	0	0	0	0	mode
model	0	0	0	0	0	0	1	0	0	0	awoṣe
modeler	0	0	0	0	0	0	0	0	0	0	awoṣe
moderate	0	0	0	0	0	0	1	0	0	0	dede
moderately	0	0	0	0	0	0	0	0	0	0	niwọntunwọsi
moderating	0	0	0	0	0	0	0	0	0	0	iwọntunwọnsi
moderation	0	0	0	0	0	0	0	0	0	0	iwọntunwọnsi
moderator	0	0	0	0	0	0	1	0	0	1	oniwontunniwonsi
modern	0	0	0	0	0	0	0	0	0	0	igbalode
modernism	0	0	0	0	0	0	0	0	0	0	olaju
modest	0	0	0	0	0	0	1	0	0	1	iwonba
modesty	0	0	0	0	0	0	1	0	0	0	iwonba
modicum	0	0	0	0	0	0	0	0	0	0	modicum
modifiable	0	0	0	0	0	0	0	0	0	0	iyipada
modification	0	0	0	0	0	0	0	0	0	0	iyipada
modified	0	0	0	0	0	0	0	0	0	0	títúnṣe
modify	0	0	0	0	0	0	0	0	1	0	yipada
modulate	0	0	0	0	0	0	0	0	0	0	modulate
modulation	0	0	0	0	0	0	0	0	0	0	awose
module	0	0	0	0	0	0	0	0	0	0	module
modulus	0	0	0	0	0	0	0	0	0	0	modulu
mogul	0	0	0	0	0	0	0	0	0	0	mogul
moiety	0	0	0	0	0	0	0	0	0	0	erupẹ
moist	0	0	0	0	0	0	0	0	0	0	tutu
moisture	0	0	0	0	0	0	0	0	0	0	ọrinrin
molar	0	0	0	0	0	0	0	0	0	0	mola
molasses	0	0	0	0	0	0	0	0	0	0	molasses
mold	0	0	0	0	0	0	0	0	0	0	m
molded	0	0	0	0	0	0	0	0	0	0	inudidun
molding	0	0	0	0	0	0	0	0	0	0	mimu
moldy	0	0	0	0	0	0	0	0	0	0	mààlúù
molecular	0	0	0	0	0	0	0	0	0	0	molikula
molecule	0	0	0	0	0	0	0	0	0	0	moleku
molestation	1	0	1	1	0	1	0	1	0	0	ifipabanilopo
molten	0	0	0	0	0	0	0	0	0	0	didà
moment	0	0	0	0	0	0	0	0	0	0	asiko
momentary	0	0	0	0	0	0	0	0	0	0	igba diẹ
momentous	0	0	0	0	0	0	0	0	0	0	pataki
momentum	0	1	0	0	0	0	1	0	0	0	ipasẹ
monad	0	0	0	0	0	0	0	0	0	0	monad
monarch	0	0	0	0	0	0	0	0	0	0	ọba
monarchy	0	0	0	0	0	0	0	0	0	0	ijọba ọba
monastery	0	0	0	0	0	0	0	0	0	0	monastery
monastic	0	0	0	0	0	0	0	0	0	0	monastic
monetary	0	1	0	0	0	0	1	0	0	0	owo
money	1	1	0	0	1	0	1	0	1	1	owo
monk	0	0	0	0	0	0	1	0	0	1	monk
monkey	0	0	0	0	0	0	0	0	0	0	ọbọ
monochrome	0	0	1	0	0	1	0	0	0	0	monochrome
monogamy	0	0	0	0	0	0	0	0	0	1	ilobirin kan
monogram	0	0	0	0	0	0	0	0	0	0	monogram
monograph	0	0	0	0	0	0	0	0	0	0	monograph
monolayer	0	0	0	0	0	0	0	0	0	0	monolayer
monologue	0	0	0	0	0	0	0	0	0	0	monologue
monopolist	0	0	0	0	0	1	0	0	0	0	monopolist
monopoly	0	0	0	0	0	0	0	0	0	0	anikanjọpọn
monotony	0	0	0	0	0	0	0	0	0	0	monotony
monsoon	0	0	0	0	0	1	0	1	0	0	monsoon
monster	0	0	0	1	0	1	0	0	0	0	aderubaniyan
monstrosity	1	0	1	1	0	1	0	0	1	0	ibanilẹru
monte	0	0	0	0	0	0	0	0	0	0	Monte
month	0	0	0	0	0	0	0	0	0	0	osu
monthly	0	0	0	0	0	0	0	0	0	0	oṣooṣu
monument	0	0	0	0	0	0	1	0	0	0	arabara
monumental	0	0	0	0	0	0	0	0	0	0	monumental
moo	0	0	0	0	0	0	0	0	0	0	moo
moods	0	0	0	0	0	0	0	0	0	0	awọn iṣesi
moody	1	0	0	0	0	1	0	1	0	0	irẹwẹsi
moon	0	0	0	0	0	0	0	0	0	0	oṣupa
moonlight	0	0	0	0	0	0	0	0	0	0	oṣupa
moored	0	0	0	0	0	0	0	0	0	0	ibaje
mooring	0	0	0	0	0	0	0	0	0	0	jijoko
moorings	0	0	0	0	0	0	0	0	0	1	awọn ibọsẹ
moorland	0	0	0	0	0	0	0	0	0	0	moorland
moose	0	0	0	0	0	0	0	0	0	0	moose
moot	0	0	0	0	0	1	0	0	0	0	jijo
mooted	0	0	0	0	0	0	0	0	0	0	mooted
mop	0	0	0	0	0	0	0	0	0	0	mop
moral	1	0	0	0	0	0	1	0	0	1	iwa
morality	0	0	0	0	0	0	1	0	0	1	iwa
morals	1	1	1	0	1	0	1	0	1	1	iwa
morass	0	0	0	0	0	0	0	0	0	0	mora
moratorium	0	0	0	0	0	0	0	0	0	0	idaduro
morbid	0	0	0	0	0	1	0	1	0	0	arun
morbidity	1	0	1	1	0	1	0	1	0	0	arun
morgue	0	0	1	1	0	1	0	1	0	0	morgue
moribund	0	0	0	0	0	1	0	1	0	0	moribund
morn	0	1	0	0	0	0	0	0	0	0	owurọ
morning	0	0	0	0	0	0	0	0	0	0	owurọ
moron	0	0	0	0	0	1	0	0	0	0	moroni
moronic	0	0	0	0	0	1	0	0	0	0	moronic
morphine	0	0	0	0	0	0	0	0	0	0	morphine
morphism	0	0	0	0	0	0	0	0	0	0	morphism
morphology	0	0	0	0	0	0	0	0	0	0	mofoloji
morrow	0	1	0	0	0	0	0	0	0	0	ọla
morsel	0	0	0	0	0	1	0	0	0	0	ewúrẹ́
mortal	0	0	0	0	0	1	0	0	0	0	eniyan
mortality	1	0	0	1	0	1	0	1	0	0	iku
mortar	0	0	0	0	0	0	1	0	0	0	amọ
mortgage	0	0	0	1	0	0	0	0	0	0	yá
mortgagee	0	0	0	0	0	0	0	0	0	1	yá
mortgagor	0	0	0	1	0	0	0	0	0	0	yá
mortification	0	1	1	1	0	1	0	1	0	0	Mortification
mortuary	0	0	0	1	0	1	0	1	0	0	ile oku
mosaic	0	0	0	0	0	0	0	0	0	0	moseiki
mosquito	1	0	1	0	0	1	0	0	0	0	efon
moss	0	0	0	0	0	0	0	0	0	0	moss
mossy	0	0	0	0	0	0	0	0	0	0	mossy
mote	0	0	0	0	0	0	0	0	0	0	mote
moth	0	0	0	0	0	0	0	0	0	0	kòkoro
mother	0	1	0	0	1	1	1	1	0	1	iya
motherhood	0	0	0	0	1	0	1	0	0	1	abiyamọ
motion	0	1	0	0	0	0	0	0	0	0	išipopada
motionless	0	0	0	0	0	0	0	0	0	0	ailokun
motive	0	0	0	0	0	0	1	0	0	0	idi
motley	0	0	0	0	0	0	0	0	0	0	motley
motor	0	0	0	0	0	0	0	0	0	0	mọto
motorbike	0	0	0	0	0	0	0	0	0	0	alupupu
motorcycle	0	0	0	0	0	0	0	0	0	0	alupupu
motte	0	0	0	0	0	0	0	0	0	0	motte
mottled	0	0	0	0	0	0	0	0	0	0	mottled
motto	0	0	0	0	0	0	0	0	0	0	gbolohun ọrọ
mould	0	0	0	0	0	0	0	0	0	0	m
mound	0	0	0	0	0	0	0	0	0	0	òkìtì
mount	0	0	0	0	0	0	0	0	0	0	gbe soke
mountain	0	1	0	0	0	0	0	0	0	0	òkè
mountaineer	0	0	0	0	0	0	0	0	0	0	olókè
mountainous	0	0	0	0	0	0	0	0	0	0	olókè
mourn	0	0	0	0	0	1	0	1	0	0	ṣọfọ
mournful	1	0	0	1	0	1	0	1	0	0	ṣọfọ
mourning	0	0	0	0	0	1	0	1	0	0	ṣọfọ
mouse	0	0	0	0	0	0	0	0	0	0	eku
moustache	0	0	0	0	0	0	0	0	0	0	mustache
mouth	0	0	0	0	0	0	0	0	1	0	ẹnu
mouthful	0	0	1	0	0	0	0	0	0	0	ẹnu
mouthpiece	0	0	0	0	0	0	0	0	0	0	ẹnu
movable	0	0	0	0	0	0	1	0	0	0	gbigbe
move	0	0	0	0	0	0	0	0	0	0	gbe
movement	0	0	0	0	0	0	0	0	0	0	gbigbe
mover	0	0	0	0	0	0	1	0	0	0	agbeka
movie	0	0	0	0	0	0	0	0	0	0	fiimu
moving	0	0	0	0	0	0	0	0	0	0	gbigbe
mow	0	0	0	0	0	0	0	0	0	0	gbin
muck	0	0	1	0	0	1	0	0	0	0	muki
mucous	0	0	1	0	0	0	0	0	0	0	muu
mucus	0	0	1	0	0	0	0	0	0	0	ikun
mud	0	0	0	0	0	1	0	0	0	0	pẹtẹpẹtẹ
muddle	0	0	0	0	0	1	0	0	0	0	ẹrẹkẹ
muddled	0	0	0	0	0	1	0	0	0	0	ẹrẹkẹ
muddy	0	0	1	0	0	1	0	0	0	0	pẹtẹpẹtẹ
muff	1	0	1	0	0	1	0	0	0	0	muff
muffled	0	0	0	0	0	0	0	0	0	0	muffled
muffler	0	0	0	0	0	0	0	0	0	0	muffler
mug	1	0	0	1	0	1	1	1	0	0	ago
mule	1	0	0	0	0	1	0	0	0	1	ìbaaka
multilateral	0	0	0	0	0	0	0	0	0	0	multilateral
multiple	0	0	0	0	0	0	0	0	0	0	ọpọ
multiplex	0	0	0	0	0	0	0	0	0	0	multiplex
multiplication	0	0	0	0	0	0	0	0	0	0	isodipupo
multiplicity	0	0	0	0	0	0	0	0	0	0	isodipupo
multiplied	0	0	0	0	0	0	0	0	0	0	pọ
multiplier	0	0	0	0	0	0	0	0	0	0	multiplier
multiply	0	0	0	0	0	0	0	0	0	0	isodipupo
multitude	0	0	0	0	0	0	0	0	0	0	ogunlọgọ
mum	0	0	0	1	0	1	0	0	0	0	iya
mumble	0	0	0	0	0	1	0	0	0	0	mumble
mummy	0	0	0	0	0	0	0	0	0	0	mama
mumps	0	0	0	0	0	1	0	0	0	0	mumps
munch	0	0	0	0	0	0	0	0	0	0	munch
mundane	0	0	0	0	0	0	0	0	0	0	ayeraye
municipal	0	0	0	0	0	0	0	0	0	0	idalẹnu ilu
municipality	0	0	0	0	0	0	0	0	0	0	agbegbe
mural	0	0	0	0	0	0	0	0	0	0	ogiri
murder	1	0	1	1	0	1	0	1	1	0	ipaniyan
murderer	1	0	1	1	0	1	0	1	0	0	apaniyan
murderous	1	0	1	1	0	1	0	1	1	0	apaniyan
murky	0	0	1	0	0	1	0	1	0	0	ṣokunkun
murmur	0	0	0	0	0	0	0	0	0	0	nkùn
muscle	0	0	0	0	0	0	0	0	0	0	iṣan
muscular	0	0	0	0	0	0	1	0	0	0	ti iṣan
muse	0	0	0	0	0	0	0	0	0	0	muse
muses	0	0	0	0	0	0	0	0	0	0	muses
museum	0	0	0	0	0	0	0	0	0	0	musiọmu
mush	0	0	0	0	0	0	0	0	0	0	mush
mushroom	0	0	0	0	0	0	0	0	0	0	Olu
music	0	0	0	0	1	0	1	1	0	0	orin
musical	1	1	0	0	1	0	1	1	1	1	orin
musician	0	0	0	0	0	0	0	0	0	0	olórin
musing	0	0	0	0	0	0	0	0	0	0	arosọ
musk	0	0	0	0	0	0	0	0	0	0	muki
musket	0	0	0	1	0	0	0	0	0	0	musket
muslin	0	0	0	0	0	0	0	0	0	0	Musulumi
muss	0	0	0	0	0	1	0	0	0	0	muss
mustang	0	0	0	0	0	0	0	0	0	0	mustang
mustard	0	0	0	0	0	0	0	0	0	0	eweko
muster	0	0	0	0	0	0	0	0	0	0	ikojọpọ
musty	0	0	1	0	0	1	0	0	0	0	musty
mutable	0	1	0	0	0	0	1	0	0	0	iyipada
mutant	0	0	0	0	0	1	0	0	0	0	mutant
mutation	0	0	0	0	0	0	0	0	0	0	iyipada
mutilated	0	0	1	0	0	1	0	0	0	0	ti bajẹ
mutilation	1	0	1	1	0	1	0	1	0	0	ìpakúpa
mutiny	1	0	1	1	0	1	0	0	1	0	ipanilara
mutter	1	0	0	0	0	1	0	0	0	0	kùnkùn
mutton	0	0	0	0	0	0	0	0	0	0	ẹran ẹran
mutual	0	0	0	0	0	0	1	0	0	0	pelu owo
mutually	0	0	0	0	0	0	0	0	0	0	pelu ara won
muzzle	0	0	0	1	0	1	0	0	0	0	muzzle
myopia	1	0	0	0	0	1	0	1	0	0	myopia
myopic	0	0	0	0	0	0	0	0	0	0	airotẹlẹ
myriad	0	0	0	0	0	0	0	0	0	0	ẹgbẹẹgbẹrun
mysterious	0	1	0	1	0	0	0	0	1	0	ohun ijinlẹ
mystery	0	1	0	0	0	0	0	0	1	0	ohun ijinlẹ
mystic	0	0	0	0	0	0	0	0	1	0	mystic
mystical	0	0	0	0	0	0	0	0	0	0	mystical
mysticism	0	0	0	0	0	0	0	0	0	0	mysticism
myth	0	0	0	0	0	0	0	0	0	0	arosọ
mythic	0	0	0	0	0	0	0	0	0	0	arosọ
mythical	0	0	0	0	0	0	0	0	0	0	arosọ
mythological	0	0	0	0	0	0	0	0	0	0	arosọ
mythology	0	0	0	0	0	0	0	0	0	0	itan aye atijọ
nab	0	0	0	0	0	1	0	0	1	0	nab
nadir	0	0	0	0	0	1	0	0	0	0	nadir
nag	1	0	0	0	0	1	0	0	0	0	nag
nail	0	0	0	0	0	0	0	0	0	0	àlàfo
naive	0	0	0	0	0	1	0	0	0	0	òmùgọ
naked	0	0	0	0	0	0	0	0	0	0	ihoho
named	0	0	0	0	0	0	0	0	0	0	ti a npè ni
nameless	0	0	1	0	0	1	0	0	0	0	laini orukọ
namesake	0	0	0	0	0	0	0	0	0	0	orukọ orukọ
naming	0	0	0	0	0	0	0	0	0	0	lorukọ
nanny	0	0	0	0	0	0	0	0	0	0	nanny
nanometer	0	0	0	0	0	0	0	0	0	0	nanometer
nap	0	0	0	0	1	0	1	0	0	0	nap
nape	0	0	0	0	0	0	0	0	0	0	nape
napkin	0	0	0	0	0	0	0	1	0	0	napkin
napping	0	0	0	0	0	0	0	0	0	0	napping
nappy	0	0	1	0	0	1	0	0	0	0	nappy
narcotic	0	0	0	0	0	1	0	0	0	0	oloro
narrate	0	0	0	0	0	0	0	0	0	0	nasọ
narration	0	0	0	0	0	0	0	0	0	0	arosọ
narrative	0	0	0	0	0	0	0	0	0	0	alaye
narrator	0	0	0	0	0	0	0	0	0	0	arosọ
narrow	0	0	0	0	0	0	0	0	0	0	dín
narrowing	0	0	0	0	0	0	0	0	0	0	dín
nascent	0	1	0	0	0	0	0	0	0	0	oniwasu
nasty	1	0	1	1	0	1	0	1	0	0	ẹgbin
natal	0	0	0	0	0	0	0	0	0	0	ọmọ ibi
nation	0	0	0	0	0	0	0	0	0	1	orílẹ̀-èdè
national	0	0	0	0	0	0	0	0	0	0	Orilẹ-ede
nationality	0	0	0	0	0	0	0	0	0	0	abínibí
native	0	0	0	0	0	0	0	0	0	0	abinibi
nativity	0	0	0	0	0	0	0	0	0	0	ibi ibi
naturalist	0	0	0	0	0	0	1	0	0	0	adayeba adayeba
naturalization	0	0	0	0	0	0	0	0	0	0	adayeba
naturalized	0	0	0	0	0	0	0	0	0	0	adayeba
naturally	0	0	0	0	0	0	0	0	0	0	nipa ti ara
nature	0	0	0	0	0	0	0	0	0	0	iseda
naught	0	0	0	0	0	0	0	0	0	0	asan
naughty	0	0	0	0	0	1	0	0	0	0	alaigbọran
nausea	0	0	1	0	0	1	0	0	0	0	ríru
nauseous	0	0	1	0	0	1	0	1	0	0	ríru
nautical	0	0	0	0	0	0	0	0	0	0	omi ara
naval	0	0	0	0	0	0	0	0	0	0	ọgagun
nave	0	0	0	0	0	0	0	0	0	0	nave
navel	0	0	0	0	0	0	0	0	0	0	navel
navigable	0	1	0	0	0	0	1	0	0	0	lilọ kiri
navigate	0	0	0	0	0	0	0	0	0	0	lilö kiri
navigation	0	0	0	0	0	0	0	0	0	0	lilọ kiri
navigator	0	1	0	0	0	0	0	0	0	1	atukọ
navy	0	0	0	0	0	0	0	0	0	0	ọgagun
nay	0	0	0	0	0	1	0	0	0	0	rara
neatly	0	0	0	0	0	0	1	0	0	0	daradara
nebula	0	0	0	0	0	0	0	0	0	0	nebula
nebulae	0	0	0	0	0	0	0	0	0	0	nebulae
nebulous	0	0	0	0	0	0	0	0	0	0	nebulous
necessarily	0	0	0	0	0	0	0	0	0	0	dandan
necessitate	0	0	0	0	0	0	0	0	0	0	dandan
necessities	0	0	0	0	0	0	0	0	0	0	aini
necessity	0	0	0	0	0	0	0	1	0	0	dandan
neck	0	0	0	0	0	0	0	0	0	0	ọrun
necklace	0	0	0	0	0	0	0	0	0	0	ẹgba
necrosis	0	0	0	0	0	0	0	0	0	0	negirosisi
nectar	0	0	0	0	0	0	1	0	0	0	nectar
needful	0	0	0	0	0	1	0	0	0	0	nilo
needle	0	0	0	0	0	0	1	0	0	0	abẹrẹ
needless	0	0	0	0	0	0	0	0	0	0	ainidi
needy	0	0	0	0	0	1	0	0	0	0	alaini
nefarious	0	0	1	1	0	1	0	1	1	0	aburu
negation	1	0	0	0	0	1	0	0	0	0	odindi
negative	0	0	0	0	0	1	0	1	0	0	odi
neglect	0	0	0	0	0	1	0	0	0	0	gbagbe
neglected	1	0	1	0	0	1	0	1	0	0	igbagbe
neglecting	0	0	0	0	0	1	0	0	0	0	aifiyesi
negligence	0	0	0	0	0	1	0	0	0	0	aifiyesi
negligent	0	0	0	0	0	1	0	0	0	0	aifiyesi
negligently	0	0	0	0	0	1	0	0	0	0	aifiyesi
negligible	0	0	0	0	0	0	0	0	0	0	aifiyesi
negotiate	0	0	0	0	0	0	1	0	0	1	dunadura
negotiation	0	0	0	0	0	0	0	0	0	0	idunadura
negotiator	0	0	0	0	0	0	1	0	0	0	oludunadura
negro	0	0	0	0	0	1	0	1	0	0	negro
neigh	0	0	0	0	0	0	0	0	0	0	adugbo
neighbor	0	1	0	0	0	0	1	0	0	1	aládùúgbò
neighborhood	0	1	0	0	0	0	0	0	0	0	adugbo
neighboring	0	0	0	0	0	0	0	0	0	0	adugbo
neonatal	0	0	0	0	0	0	0	0	0	0	omo tuntun
neophyte	0	0	0	0	0	0	0	0	0	0	neophyte
neoprene	0	0	0	0	0	0	0	0	0	0	neoprene
nephew	0	0	0	0	0	0	0	0	0	0	egbon
nepotism	1	0	1	0	0	1	0	1	0	0	onigbagbo
nerve	0	0	0	0	0	0	1	0	0	0	nafu ara
nervous	0	1	0	1	0	1	0	0	0	0	aifọkanbalẹ
nervousness	0	0	0	1	0	0	0	0	0	0	aifọkanbalẹ
ness	0	0	0	0	0	0	0	0	0	0	ness
nest	0	0	0	0	0	0	0	0	0	1	itẹ-ẹiyẹ
nestle	0	0	0	0	0	0	1	0	0	1	itẹ-ẹiyẹ
nestling	0	0	0	0	0	0	0	0	0	0	itẹ-ẹiyẹ
net	0	0	0	0	0	0	0	0	0	0	apapọ
nether	1	0	0	1	0	1	0	1	0	0	bẹẹkọ
netting	0	0	0	0	0	0	0	0	0	0	apapọ
nettle	1	0	1	0	0	1	0	0	0	0	nettle
network	0	1	0	0	0	0	0	0	0	0	nẹtiwọki
neuralgia	0	0	0	1	0	1	0	1	0	0	neuralgia
neurology	0	0	0	0	0	0	0	0	0	0	iṣan ara
neurosis	0	0	0	1	0	1	0	1	0	0	neurosis
neurotic	0	0	1	1	0	1	0	0	0	0	neurotic
neuter	0	0	0	0	0	0	0	0	0	0	neuter
neutral	0	1	0	0	0	0	0	0	0	1	didoju
neutrality	0	0	0	0	0	0	0	0	0	1	neutrality
neutralize	0	0	0	0	0	0	0	0	0	0	yomi
newborn	0	0	0	0	0	0	0	0	0	0	omo tuntun
newcomer	0	0	0	1	0	0	0	0	1	0	tuntun
newly	0	0	0	0	0	0	0	0	0	0	titun
newness	0	0	0	0	0	0	0	0	0	0	titun
news	0	0	0	0	0	0	0	0	0	0	iroyin
newspaper	0	0	0	0	0	0	0	0	0	0	iwe iroyin
newsstand	0	0	0	0	0	0	0	0	0	0	ile ise iroyin
nib	0	0	0	0	0	0	0	0	0	0	nib
nibble	0	0	0	0	0	0	0	0	0	0	nibble
niche	0	0	0	0	0	0	0	0	0	0	onakan
nichts	0	0	0	0	0	0	0	0	0	0	nichts
nick	0	0	0	0	0	0	0	0	0	0	nick
nickel	0	0	0	0	0	0	0	0	0	0	nickel
nickname	0	0	0	0	0	0	0	0	0	0	inagije
nicotine	0	0	1	0	0	1	0	0	0	0	eroja taba
niece	0	0	0	0	0	0	0	0	0	0	omo iya
nigh	0	0	0	0	0	0	0	0	0	0	sunmo
night	0	0	0	0	0	0	0	0	0	0	ale
nightfall	0	0	0	0	0	0	0	0	0	0	aṣalẹ
nightingale	0	0	0	0	0	0	0	0	0	0	nightingale
nightmare	0	0	0	1	0	1	0	0	0	0	alaburuku
nihilism	0	0	0	0	0	1	0	0	0	0	nihilism
nil	0	0	0	0	0	0	0	0	0	0	nil
nimble	0	0	0	0	0	0	0	0	0	0	nimble
ninety	0	0	0	0	0	0	0	0	0	0	aadọrun
ninth	0	0	0	0	0	0	0	0	0	0	kẹsan
nip	0	0	0	0	0	0	0	0	0	0	nip
nipple	0	0	0	0	0	0	0	0	0	0	ori omu
nix	0	0	0	0	0	0	0	0	0	0	nix
nobility	0	1	0	0	0	0	1	0	0	1	ọlọla
noble	0	0	0	0	0	0	1	0	0	1	ọlọla
nobleman	0	0	0	0	0	0	1	0	0	1	ọlọla
nocturnal	0	0	0	0	0	0	0	0	0	0	òru
nod	0	0	0	0	0	0	0	0	0	0	koríko
nodding	0	0	0	0	0	0	0	0	0	0	nodding
node	0	0	0	0	0	0	0	0	0	0	ipade
nodular	0	0	0	0	0	0	0	0	0	0	nodular
nodule	0	0	0	0	0	0	0	0	0	0	nodule
noise	0	0	0	0	0	1	0	0	0	0	ariwo
noisy	1	0	0	0	0	1	0	0	0	0	alariwo
nomad	0	0	0	0	0	0	0	0	0	0	agbeko
nomadic	0	0	0	0	0	0	0	0	0	0	alarinkiri
nomenclature	0	0	0	0	0	0	0	0	0	0	nomenclature
nominal	0	0	0	0	0	0	0	0	0	0	ipinfunni
nominate	0	0	0	0	0	0	0	0	0	0	yan
nomination	0	0	0	0	0	0	1	0	0	0	yiyan
nominee	0	0	0	0	0	0	0	0	0	0	yiyan
nonce	0	0	0	0	0	0	0	0	0	0	rara
noncompliance	1	1	0	1	0	1	0	1	0	0	aibamu
nondescript	0	0	0	0	0	0	0	0	0	0	nodescript
nonexistent	0	0	0	0	0	0	0	0	0	0	ko si tẹlẹ
nonpayment	0	0	0	0	0	0	0	0	0	0	aisanwo
nonresident	0	0	0	0	0	0	0	0	0	0	ti kii ṣe olugbe
nonsense	0	0	0	0	0	1	0	0	0	0	isọkusọ
nonsensical	0	0	0	0	0	1	0	1	0	0	asán
noodle	0	0	0	0	0	0	0	0	0	0	nudulu
nook	0	0	0	0	0	0	0	0	0	0	iho
noon	0	0	0	0	0	0	0	0	0	0	ọsan
noose	0	0	0	0	0	1	0	1	0	0	ariwo
norm	0	0	0	0	0	0	0	0	0	0	iwuwasi
normal	0	0	0	0	0	0	0	0	0	0	deede
normalcy	0	0	0	0	0	0	0	0	0	0	deede
normality	0	0	0	0	0	0	1	0	0	0	deede
nose	0	0	1	0	0	0	0	0	0	0	imu
