English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Telugu Word
machine	0	0	0	0	0	0	0	0	0	1	యంత్రం
machinery	0	0	0	0	0	0	0	0	0	0	యంత్రాలు
machinist	0	0	0	0	0	0	0	0	0	0	యంత్రకారుడు
mackerel	0	0	0	0	0	0	0	0	0	0	మాకేరెల్
mad	1	0	1	1	0	1	0	1	0	0	పిచ్చి
madam	0	0	0	0	0	0	0	0	0	0	మేడమ్
madame	0	0	0	0	0	0	0	0	0	0	మేడమ్
madden	1	0	0	1	0	1	0	0	0	0	పిచ్చిపట్టింది
madman	1	0	0	1	0	1	0	0	0	0	పిచ్చివాడు
madness	1	0	0	1	0	1	0	0	0	0	పిచ్చి
mafia	0	0	0	1	0	1	0	0	0	0	మాఫియా
magazine	0	0	0	0	0	0	0	0	0	0	పత్రిక
mage	0	0	0	1	0	0	0	0	0	0	మంత్రగాడు
magenta	0	0	0	0	0	0	0	0	0	0	మెజెంటా
maggot	0	0	1	0	0	1	0	0	0	0	పురుగు
magic	0	0	0	0	0	0	0	0	0	0	మంత్రము
magical	0	1	0	0	1	0	1	0	1	0	మాయా
magician	0	0	0	0	0	0	0	0	1	0	మాంత్రికుడు
magistrate	0	0	0	0	0	0	0	0	0	0	న్యాయాధికారి
magma	0	0	0	0	0	0	0	0	0	0	శిలాద్రవం
magnate	0	0	0	0	0	0	0	0	0	0	పెద్దవాడు
magnet	0	0	0	0	0	0	1	0	0	1	అయస్కాంతం
magnetism	0	0	0	0	0	0	1	0	0	0	అయస్కాంతత్వం
magnetite	0	0	0	0	0	0	1	0	0	0	మాగ్నెటైట్
magnificence	0	1	0	0	1	0	1	0	0	1	వైభవం
magnificent	0	1	0	0	1	0	1	0	1	1	అద్భుతమైన
magnifier	0	0	0	0	0	0	0	0	0	0	మాగ్నిఫైయర్
magnify	0	0	0	0	0	0	0	0	0	0	పెద్దది
magnitude	0	0	0	0	0	0	0	0	0	0	పరిమాణం
magpie	0	0	0	0	0	0	0	0	0	0	మాగ్పీ
maid	0	0	0	0	0	0	0	0	0	0	పనిమనిషి
maiden	0	0	0	0	0	0	1	0	0	0	కన్య
mail	0	1	0	0	0	0	0	0	0	0	మెయిల్
main	0	0	0	0	0	0	1	0	0	0	ప్రధాన
mainland	0	0	0	0	0	0	0	0	0	0	ప్రధాన భూభాగం
mainstay	0	0	0	0	0	0	1	0	0	1	ప్రధానమైన
maintenance	0	0	0	0	0	0	0	0	0	1	నిర్వహణ
majestic	0	1	0	0	1	0	1	0	1	1	గంభీరమైన
majesty	0	0	0	0	0	0	1	0	0	1	ఘనత
major	0	0	0	0	0	0	1	0	0	0	ప్రధాన
majority	0	0	0	0	1	0	1	0	0	1	మెజారిటీ
make	0	0	0	0	0	0	0	0	0	0	తయారు
maker	0	0	0	0	0	0	0	0	0	0	మేకర్
makeshift	0	0	0	0	0	1	0	0	0	0	తాత్కాలిక
makeup	0	0	0	0	0	0	0	0	0	0	అలంకరణ
malady	0	0	0	0	0	1	0	0	0	0	జబ్బు
malaise	0	0	0	0	0	1	0	1	0	0	అస్వస్థత
malaria	0	0	1	1	0	1	0	1	0	0	మలేరియా
malevolent	1	0	1	1	0	1	0	1	0	0	దుర్మార్గమైన
malfeasance	0	0	1	0	0	1	0	0	0	0	అక్రమము
malformation	0	0	0	0	0	1	0	0	0	0	వైకల్యం
malice	1	0	0	1	0	1	0	0	0	0	దురుద్దేశం
malicious	1	0	1	1	0	1	0	1	0	0	హానికరమైన
malign	1	0	1	0	0	1	0	0	0	0	హానికరం
malignancy	0	0	0	1	0	1	0	1	0	0	ప్రాణాంతకత
malignant	1	0	0	1	0	1	0	0	0	0	ప్రాణాంతకమైన
mall	0	0	0	0	0	0	0	0	0	0	మాల్
malleable	0	0	0	0	0	0	0	0	0	0	సుతిమెత్తని
mallet	0	0	0	0	0	0	0	0	0	0	మేలట్
malpractice	1	0	0	0	0	1	0	0	0	0	దుష్ప్రవర్తన
mamma	0	0	0	0	0	0	0	0	0	1	మమ్మా
mammal	0	0	0	0	0	0	0	0	0	0	క్షీరదం
mammoth	0	0	0	0	0	0	0	0	0	0	మముత్
manage	0	0	0	0	0	0	1	0	0	1	నిర్వహించడానికి
management	0	0	0	0	0	0	1	0	0	1	నిర్వహణ
manager	0	0	0	0	0	0	0	0	0	0	నిర్వాహకుడు
mandamus	0	0	0	1	0	1	0	0	0	0	మాండమస్
mandarin	0	0	0	0	0	0	1	0	0	1	మాండరిన్
mandate	0	0	0	0	0	0	0	0	0	0	ఆదేశం
mandible	0	0	0	0	0	0	0	0	0	0	మణికట్టు
mandolin	0	0	0	0	0	0	0	0	0	0	మాండలిన్
mandrel	0	0	0	0	0	0	0	0	0	0	మాండ్రెల్
mane	0	0	0	0	0	0	0	0	0	0	జూలు కలిగిన
maneuver	0	0	0	0	0	0	0	0	0	0	యుక్తి
maneuvering	0	0	0	0	0	0	0	0	0	0	యుక్తి
mange	0	0	1	1	0	1	0	0	0	0	మాంగే
manger	0	0	0	0	0	0	0	0	0	0	తొట్టి
mangle	1	0	1	1	0	1	0	1	0	0	మాంగిల్
mango	0	0	0	0	0	0	0	0	0	0	మామిడి
mangosteen	0	0	0	0	0	0	0	0	0	0	మామిడికాయ
manhood	0	0	0	0	0	0	1	0	0	0	పౌరుషం
mania	0	0	0	0	0	1	0	0	0	0	ఉన్మాదం
maniac	1	0	0	1	0	1	0	0	0	0	ఉన్మాది
maniacal	0	0	0	0	0	1	0	0	0	0	ఉన్మాది
manicure	0	0	0	0	0	0	0	0	0	0	చేతుల అందమును తీర్చిదిద్దే పద్ధతి
manifest	0	0	0	0	0	0	0	0	0	0	మానిఫెస్ట్
manifestation	0	0	0	1	0	0	0	0	0	0	అభివ్యక్తి
manifested	0	0	0	0	0	0	1	0	0	0	వ్యక్తమైంది
manifestly	0	0	0	0	0	0	0	0	0	0	స్పష్టంగా
manifesto	0	0	0	0	0	0	0	0	0	0	మేనిఫెస్టో
manifold	0	0	0	0	0	0	0	0	0	0	మానిఫోల్డ్
manipulate	0	0	0	0	0	1	0	0	0	0	మార్చటానికి
manipulation	1	0	0	1	0	1	0	0	0	0	తారుమారు
mankind	0	0	0	0	0	0	0	0	0	0	మానవజాతి
manly	0	0	0	0	0	0	1	0	0	0	పురుషుడు
manna	0	0	0	0	0	0	1	0	0	0	మన్నా
manner	0	0	0	0	0	0	0	0	0	0	పద్ధతి
mannered	0	0	0	0	0	0	1	0	0	0	మర్యాదగల
manners	0	0	0	0	0	0	1	0	0	0	మర్యాదలు
manor	0	0	0	0	0	0	0	0	0	0	మేనర్
mansion	0	0	0	0	0	0	0	0	0	0	భవనం
manslaughter	1	0	1	1	0	1	0	1	1	0	నరహత్య
mantle	0	0	0	0	0	0	0	0	0	0	మాంటిల్
manual	0	0	0	0	0	0	0	0	0	1	మాన్యువల్
manufacture	0	0	0	0	0	0	0	0	0	0	తయారీ
manufacturer	0	0	0	0	0	0	1	0	0	0	తయారీదారు
manure	0	0	1	0	0	1	0	0	0	0	పేడ
manuscript	0	0	0	0	0	0	0	0	0	0	మాన్యుస్క్రిప్ట్
map	0	0	0	0	0	0	0	0	0	0	పటం
mar	0	0	0	0	0	1	0	0	0	0	మార్
marble	0	0	0	0	0	0	0	0	0	0	పాలరాయి
marbled	0	0	0	0	0	0	0	0	0	0	పాలరాతి
marbles	0	0	0	0	0	0	0	0	0	0	గోళీలు
march	0	0	0	0	0	0	1	0	0	0	మార్చ్
mare	0	0	0	0	0	0	0	0	0	0	మేరే
margin	0	0	0	0	0	1	0	1	0	0	మార్జిన్
marginal	0	0	0	0	0	0	0	0	0	0	ఉపాంత
marijuana	0	0	0	0	0	0	0	0	0	0	గంజాయి
marine	0	0	0	0	0	0	0	0	0	1	సముద్రపు
mariner	0	0	0	0	0	0	0	0	0	0	నావికుడు
maritime	0	0	0	0	0	0	0	0	0	0	సముద్రయానం
mark	0	0	0	0	0	0	0	0	0	0	గుర్తు
marked	0	0	0	0	0	0	1	0	0	0	గుర్తించబడింది
market	0	0	0	0	0	0	0	0	0	0	సంత
marketable	0	0	0	0	0	0	1	0	0	0	విక్రయించదగినది
marketplace	0	0	0	0	0	0	0	0	0	0	మార్కెట్
marks	0	0	0	0	0	0	0	0	0	0	మార్కులు
marl	0	0	0	0	0	0	0	0	0	0	మార్ల్
marmalade	0	0	0	0	0	0	0	0	0	0	మార్మాలాడే
maroon	0	0	0	0	0	1	0	0	0	0	మెరూన్
marquee	0	0	0	0	0	0	0	0	0	0	మార్క్యూ
marquis	0	0	0	0	0	0	1	0	0	0	మార్క్విస్
marriage	0	1	0	0	1	0	1	0	0	1	వివాహం
married	0	0	0	0	0	0	0	0	0	0	పెళ్లయింది
marrow	0	0	0	0	1	0	1	0	0	1	మూలుగ
marry	0	1	0	1	1	0	1	0	1	1	పెళ్లి చేసుకుంటారు
marsh	0	0	0	0	0	0	0	0	0	0	చిత్తడి నేల
marshal	0	0	0	0	0	0	1	0	0	1	మార్షల్
mart	0	0	0	0	0	0	0	0	0	0	మార్ట్
martial	1	0	0	0	0	0	0	0	0	0	యుద్ధ
martingale	0	0	0	0	0	1	0	0	0	0	మార్టిన్గేల్
martyr	0	0	0	1	0	1	0	1	0	0	అమరవీరుడు
martyrdom	0	0	0	1	0	1	0	1	0	0	బలిదానం
marvel	0	0	0	0	0	0	1	0	1	0	అద్భుతం
marvelous	0	0	0	0	1	0	1	0	0	0	అద్భుతమైన
marvelously	0	0	0	0	1	0	1	0	0	0	అద్భుతంగా
masculine	0	0	0	0	0	0	1	0	0	0	పురుషుడు
masculinity	0	0	0	0	0	0	0	0	0	0	మగతనం
mash	0	0	0	0	0	0	0	0	0	0	మెదపడం
mask	0	0	0	0	0	0	0	0	0	0	ముసుగు
masochism	1	0	1	1	0	1	0	0	0	0	మసోకిజం
mason	0	0	0	0	0	0	0	0	0	0	తాపీ మేస్త్రీ
masquerade	0	0	0	0	0	0	0	0	0	0	మాస్క్వెరేడ్
mass	0	0	0	0	0	0	0	0	0	0	ద్రవ్యరాశి
massacre	1	0	1	1	0	1	0	1	0	0	నరమేధం
massage	0	0	0	0	1	0	1	0	0	0	మసాజ్
massive	0	0	0	0	0	0	0	0	0	0	భారీ
master	0	0	0	0	0	0	1	0	0	0	మాస్టర్
mastermind	0	0	0	0	0	0	0	0	0	0	సూత్రధారి
masterpiece	0	0	0	0	1	0	1	0	0	0	కళాఖండం
mastery	1	0	0	0	1	0	1	0	0	1	పాండిత్యం
masturbate	0	0	0	0	0	0	0	0	0	0	హస్తప్రయోగం
masturbation	0	0	0	0	0	0	0	0	0	0	హస్తప్రయోగం
mat	0	0	0	0	0	0	0	0	0	0	చాప
match	0	0	0	0	0	0	0	0	0	0	మ్యాచ్
matching	0	0	0	0	0	0	0	0	0	0	సరిపోలే
matchmaker	0	1	0	0	0	0	0	0	0	0	మ్యాచ్ మేకర్
mate	0	0	0	0	0	0	1	0	0	1	సహచరుడు
material	0	0	0	0	0	0	0	0	0	0	పదార్థం
materialism	0	0	0	0	0	1	0	0	0	0	భౌతికవాదం
materialist	0	0	1	0	0	1	0	0	0	0	భౌతికవాది
materialistic	0	0	0	0	0	0	0	0	0	0	భౌతికవాద
materiality	0	0	0	0	0	0	0	0	0	0	భౌతికత
materialize	0	0	0	0	0	0	0	0	0	0	సాకారమవుతాయి
materially	0	0	0	0	0	0	0	0	0	0	భౌతికంగా
materials	0	0	0	0	0	0	0	0	0	0	పదార్థాలు
materiel	0	0	0	0	0	0	0	0	0	0	పదార్థం
maternal	0	1	0	0	0	1	1	0	0	0	మాతృసంబంధమైన
maternity	0	0	0	0	0	0	0	0	0	0	ప్రసూతి
mathematical	0	0	0	0	0	0	0	0	0	1	గణితశాస్త్రం
mathematician	0	0	0	0	0	0	0	0	0	0	గణిత శాస్త్రజ్ఞుడు
mathematics	0	0	0	0	0	0	0	0	0	0	గణితం
matriculation	0	0	0	0	0	0	0	0	0	0	మెట్రిక్యులేషన్
matrimony	0	1	0	0	1	0	1	0	0	1	దాంపత్యం
matrix	0	0	0	0	0	0	0	0	0	0	మాతృక
matron	0	0	0	0	0	0	1	0	0	1	మాతృక
matted	0	0	0	0	0	0	0	0	0	0	matted
matter	0	0	0	0	0	0	0	0	0	0	విషయం
matting	0	0	0	0	0	0	0	0	0	0	మ్యాటింగ్
mattress	0	0	0	0	0	0	0	0	0	0	mattress
maturation	0	0	0	0	0	0	0	0	0	0	పరిపక్వత
maturity	0	0	0	0	0	0	0	0	0	0	పరిపక్వత
mausoleum	0	0	0	0	0	0	0	1	0	0	సమాధి
mauve	0	0	0	0	0	0	0	0	0	0	మౌవ్
maxim	0	0	0	0	0	0	0	0	0	1	గరిష్టంగా
maximum	0	0	0	0	0	0	1	0	0	0	గరిష్టంగా
mayor	0	0	0	0	0	0	1	0	0	0	మేయర్
maze	0	0	0	0	0	0	0	0	0	0	చిట్టడవి
mead	0	0	0	0	0	0	0	0	0	0	మీడ్
meadow	0	0	0	0	0	0	1	0	0	0	గడ్డి మైదానం
meal	0	0	0	0	0	0	0	0	0	0	భోజనం
meander	0	0	0	0	0	0	0	0	0	0	మెలికలు తిరిగిన
meandering	0	0	0	0	0	1	0	0	0	0	మెలికలు తిరుగుతూ
meaning	0	0	0	0	0	0	0	0	0	0	అర్థం
meaningless	0	0	0	0	0	1	0	1	0	0	అర్థం లేని
means	0	0	0	0	0	0	0	0	0	0	అర్థం
meantime	0	0	0	0	0	0	0	0	0	0	ఈలోగా
measles	0	0	1	1	0	1	0	1	0	0	తట్టు
measurable	0	0	0	0	0	0	0	0	0	0	కొలవగల
measure	0	0	0	0	0	0	0	0	0	1	కొలత
measured	0	0	0	0	0	0	1	0	0	1	కొలుస్తారు
measurement	0	0	0	0	0	0	0	0	0	0	కొలత
measuring	0	0	0	0	0	0	0	0	0	0	కొలిచే
meat	0	0	0	0	0	0	0	0	0	0	మాంసం
mechanic	0	0	0	0	0	0	0	0	0	0	మెకానిక్
mechanical	0	0	0	0	0	0	0	0	0	0	యాంత్రిక
mechanism	0	0	0	0	0	0	0	0	0	0	యంత్రాంగం
medal	0	1	0	0	1	0	1	0	1	1	పతకం
medallion	0	0	0	0	0	0	0	0	0	0	పతకం
medallist	0	0	0	0	0	0	0	0	0	0	పతక విజేత
meddle	1	0	0	0	0	1	0	0	0	0	జోక్యం
meddling	0	0	0	0	0	0	0	0	0	0	జోక్యం చేసుకోవడం
media	0	0	0	0	0	0	0	0	0	0	మీడియా
medial	0	0	0	0	0	0	0	0	0	0	మధ్యస్థ
median	0	0	0	0	0	0	0	0	0	0	మధ్యస్థ
mediate	0	1	0	0	0	0	1	0	0	1	మధ్యవర్తిత్వం చేయండి
mediation	0	0	0	0	0	0	1	0	0	0	మధ్యవర్తిత్వం
mediator	0	1	0	0	0	0	1	0	0	1	మధ్యవర్తి
medical	0	1	0	1	0	0	1	0	0	1	వైద్య
medicinal	0	0	0	0	0	0	0	0	0	0	ఔషధ
medicine	0	0	0	0	0	0	0	0	0	0	ఔషధం
medieval	0	0	0	0	0	0	0	0	0	0	మధ్యయుగం
mediocre	0	0	0	0	0	1	0	0	0	0	సామాన్యమైన
mediocrity	0	0	0	0	0	1	0	0	0	0	సామాన్యత
meditate	0	1	0	0	1	0	1	0	0	1	ధ్యానం చేయండి
meditation	0	0	0	0	0	0	0	0	0	0	ధ్యానం
meditative	0	0	0	0	0	0	0	0	0	0	ధ్యానం
mediterranean	0	0	0	0	0	0	1	0	0	0	మధ్యధరా
medium	0	0	0	0	0	0	0	0	0	0	మధ్యస్థ
medley	0	0	0	0	0	0	1	0	0	0	మెడ్లీ
meek	0	0	0	0	0	0	0	1	0	0	సౌమ్యుడు
meet	0	0	0	0	0	0	0	0	0	0	కలుసుకోవడం
meeting	0	0	0	0	0	0	0	0	0	0	సమావేశం
melancholic	0	0	0	0	0	1	0	1	0	0	మెలంచోలిక్
melancholy	0	0	0	0	0	1	0	1	0	0	విచారము
melee	0	0	0	1	0	1	0	0	0	0	కొట్లాట
melodious	0	0	0	0	0	0	0	0	0	0	మధురమైన
melodrama	1	0	0	0	0	1	0	1	0	0	మెలోడ్రామా
melodramatic	0	0	0	0	0	0	0	0	0	0	శ్రావ్యమైన
melody	0	0	0	0	0	0	0	0	0	0	శ్రావ్యత
melt	0	0	0	0	0	0	0	0	0	0	కరుగుతాయి
meltdown	0	0	0	0	0	1	0	1	0	0	కరిగిపోవడం
melting	0	0	0	0	0	0	0	0	0	0	కరగడం
member	0	0	0	0	0	0	0	0	0	0	సభ్యుడు
membrane	0	0	0	0	0	0	0	0	0	0	పొర
memento	0	0	0	0	0	0	1	0	0	0	మెమెంటో
memo	0	0	0	0	0	0	0	0	0	0	మెమో
memoir	0	0	0	0	0	0	0	0	0	0	జ్ఞాపకం
memorabilia	0	0	0	0	0	0	0	0	0	0	జ్ఞాపకాలు
memorable	0	0	0	0	1	0	1	0	1	1	చిరస్మరణీయం
memorandum	0	0	0	0	0	0	0	0	0	0	మెమోరాండం
memorial	0	0	0	0	0	0	0	0	0	0	స్మారక చిహ్నం
memorials	0	0	0	0	0	0	0	1	0	0	స్మారక చిహ్నాలు
memorize	0	0	0	0	0	0	0	0	0	0	కంఠస్థం చేస్తారు
memory	0	0	0	0	0	0	0	0	0	0	జ్ఞాపకశక్తి
menace	1	0	0	1	0	1	0	0	0	0	ముప్పు
menacing	1	0	0	1	0	1	0	0	0	0	బెదిరింపు
menagerie	0	0	0	0	0	0	0	0	0	0	జంతుప్రదర్శనశాల
mend	0	0	0	0	0	0	0	0	0	0	బాగుచేయు
mending	0	0	0	0	0	0	1	0	0	0	బాగుచేయడం
menial	0	0	0	0	0	1	0	0	0	0	నీచమైన
meniscus	0	0	0	0	0	0	0	0	0	0	నెలవంక
menses	0	0	0	0	0	0	1	0	0	0	బహిష్టులు
menstrual	0	0	0	0	0	0	0	0	0	0	బహిష్టు
mental	0	0	0	0	0	0	0	0	0	0	మానసిక
mention	0	0	0	0	0	0	0	0	0	0	ప్రస్తావన
mentor	0	0	0	0	0	0	1	0	0	1	గురువు
menu	0	0	0	0	0	0	0	0	0	0	మెను
meow	0	0	0	0	0	0	0	0	0	0	మిఅవ్
mercantile	0	0	0	0	0	0	0	0	0	0	వ్యాపారి
mercenary	0	0	0	1	0	1	0	0	0	0	కూలి
merchandise	0	0	0	0	0	0	0	0	0	0	సరుకుల
merchant	0	0	0	0	0	0	0	0	0	1	వ్యాపారి
merciful	0	0	0	0	0	0	1	0	0	0	దయగల
merciless	0	0	0	1	0	1	0	0	0	0	కనికరం లేని
mercurial	0	0	0	0	0	0	0	0	0	0	పాదరసం
mercy	0	0	0	0	0	0	1	0	0	0	దయ
mere	0	0	0	0	0	0	0	0	0	0	కేవలం
merge	0	1	0	0	0	0	1	0	0	0	విలీనం
meridian	0	0	0	0	0	0	0	0	0	0	మెరిడియన్
meridional	0	0	0	0	0	0	0	0	0	0	మెరిడియల్
merit	0	0	0	0	0	0	1	0	0	1	యోగ్యత
meritorious	0	0	0	0	1	0	1	0	0	1	యోగ్యత కలిగిన
mermaid	0	0	0	0	0	0	0	0	0	0	మత్స్యకన్య
merriment	0	0	0	0	1	0	1	0	1	0	ఉల్లాసము
merry	0	0	0	0	1	0	1	0	0	0	ఉల్లాసంగా
mesa	0	0	0	0	0	0	0	0	0	0	మీసా
mesh	0	0	0	0	0	0	0	0	0	0	మెష్
meshes	0	0	0	0	0	0	0	0	0	0	మెష్‌లు
mesmerized	0	0	0	0	0	0	0	0	0	0	మైమరచిపోయాడు
mess	0	0	1	0	0	1	0	0	0	0	గజిబిజి
message	0	0	0	0	0	0	0	0	0	0	సందేశం
messenger	0	0	0	0	0	0	0	0	0	1	దూత
messy	0	0	1	0	0	1	0	0	0	0	గజిబిజి
metabolism	0	0	0	0	0	0	0	0	0	0	జీవక్రియ
metal	0	0	0	0	0	0	0	0	0	0	మెటల్
metallurgy	0	0	0	0	0	0	0	0	0	0	లోహశాస్త్రం
metamorphosis	0	0	0	0	0	0	0	0	0	0	రూపాంతరము
metaphor	0	0	0	0	0	0	0	0	0	0	రూపకం
metaphorical	0	0	0	0	0	0	0	0	0	0	రూపకం
metaphysical	0	0	0	0	0	0	0	0	0	0	అధిభౌతిక
metaphysics	0	0	0	0	0	0	0	0	0	0	మెటాఫిజిక్స్
metastasis	0	0	0	0	0	1	0	0	0	0	మెటాస్టాసిస్
meteor	0	0	0	0	0	0	0	0	0	0	ఉల్క
meteoric	0	0	0	0	0	0	0	0	0	0	ఉల్క
meteorite	0	0	0	0	0	0	0	0	0	0	ఉల్క
meteorological	0	0	0	0	0	0	0	0	0	0	వాతావరణ శాస్త్ర
meteorology	0	0	0	0	0	0	0	0	0	0	వాతావరణ శాస్త్రం
meter	0	0	0	0	0	0	0	0	0	0	మీటర్
methanol	0	0	0	0	0	1	0	0	0	0	మిథనాల్
method	0	0	0	0	0	0	0	0	0	0	పద్ధతి
methodical	0	0	0	0	0	0	0	0	0	0	పద్దతిగా
meticulous	0	0	0	0	0	0	0	0	0	0	సూక్ష్మమైన
metric	0	0	0	0	0	0	0	0	0	0	మెట్రిక్
metrical	0	0	0	0	0	0	0	0	0	0	మెట్రిక్
metrology	0	0	0	0	0	0	0	0	0	0	మెట్రాలజీ
metropolis	0	0	0	0	0	0	0	0	0	0	మహానగరం
metropolitan	0	0	0	0	0	0	1	0	0	0	మహానగర
mettle	0	0	0	0	0	0	1	0	0	0	మెల్లగా
mew	0	0	0	0	0	0	0	0	0	0	mew
mica	0	0	0	0	0	0	0	0	0	0	మైకా
mick	0	0	0	0	0	0	0	0	0	0	మిక్కిలి
microbe	0	0	0	0	0	0	0	0	0	0	సూక్ష్మజీవి
microbiology	0	0	0	0	0	0	0	0	0	0	సూక్ష్మజీవశాస్త్రం
microcosm	0	0	0	0	0	0	0	0	0	0	సూక్ష్మరూపం
microgram	0	0	0	0	0	0	0	0	0	0	మైక్రోగ్రామ్
micrometer	0	0	0	0	0	0	0	0	0	0	మైక్రోమీటర్
micron	0	0	0	0	0	0	0	0	0	0	మైక్రాన్
microphone	0	0	0	0	0	0	0	0	0	0	మైక్రోఫోన్
microscope	0	0	0	0	0	0	0	0	0	1	సూక్ష్మదర్శిని
microscopic	0	0	0	0	0	0	0	0	0	0	సూక్ష్మదర్శిని
microscopically	0	0	0	0	0	0	0	0	0	0	సూక్ష్మదర్శినిగా
microscopy	0	0	0	0	0	0	1	0	0	0	సూక్ష్మదర్శిని
mid	0	0	0	0	0	0	0	0	0	0	మధ్య
midday	0	0	0	0	0	0	0	0	0	0	మధ్యాహ్న
middle	0	0	0	0	0	0	0	0	0	0	మధ్య
middleman	0	0	0	0	0	0	0	0	0	0	మధ్యవర్తి
midland	0	0	0	0	0	0	0	0	0	0	మధ్య భూభాగం
midnight	0	0	0	0	0	0	0	0	0	0	అర్ధరాత్రి
midst	0	0	0	0	0	0	0	0	0	0	మధ్యలో
midsummer	0	0	0	0	0	0	0	0	0	0	మధ్య వేసవి
midway	0	0	0	0	0	0	0	0	0	0	మధ్యలో
midwife	0	1	0	0	1	1	1	0	0	1	మంత్రసాని
midwifery	0	0	0	0	0	0	1	0	0	0	మంత్రసాని
mien	0	0	0	0	0	0	0	0	0	0	మీన్
mighty	1	0	0	1	1	0	1	0	0	1	పరాక్రమవంతుడు
migrate	0	0	0	0	0	0	0	0	0	0	వలసపోతారు
migration	0	0	0	0	0	0	0	0	0	0	వలస
migratory	0	0	0	0	0	0	0	0	0	0	వలస
mike	0	0	0	0	0	0	0	0	0	0	మైక్
mildew	0	0	1	0	0	1	0	0	0	0	బూజు
mile	0	0	0	0	0	0	0	0	0	0	మైలు
mileage	0	0	0	0	0	0	0	0	0	0	మైలేజీ
milestone	0	0	0	0	0	0	0	0	0	0	మైలురాయి
militant	0	0	0	0	0	0	0	0	0	0	మిలిటెంట్
military	0	0	0	1	0	0	0	0	0	0	సైనిక
militia	1	0	0	1	0	1	0	1	0	0	మిలీషియా
milk	0	0	0	0	0	0	0	0	0	0	పాలు
milky	0	0	0	0	0	0	0	0	0	0	పాలలాంటి
mill	0	1	0	0	0	0	0	0	0	0	మిల్లు
millennium	0	0	0	0	0	0	0	0	0	0	సహస్రాబ్ది
milligram	0	0	0	0	0	0	0	0	0	0	మిల్లీగ్రాము
millimeter	0	0	0	0	0	0	0	0	0	0	మిల్లీమీటర్
million	0	0	0	0	0	0	0	0	0	0	మిలియన్
millionaire	0	0	0	0	0	0	0	0	0	0	లక్షాధికారి
mime	0	0	0	0	0	0	1	0	0	0	మైమ్
mimic	0	0	0	0	0	0	0	0	0	0	అనుకరించు
mimicking	0	0	0	0	0	0	0	0	0	0	అనుకరించడం
mimicry	0	0	0	0	0	1	0	0	1	0	మిమిక్రీ
mind	0	0	0	0	0	0	0	0	0	0	మనసు
minded	0	0	0	0	0	0	0	0	0	0	మనసున్న
mindful	0	0	0	0	0	0	1	0	0	0	శ్రద్ధగల
mindfulness	0	0	0	0	0	0	1	0	0	0	బుద్ధిపూర్వకత
mine	0	0	0	0	0	0	0	0	0	0	నాది
miner	0	0	0	0	0	0	0	0	0	0	మైనర్
mineral	0	0	0	0	0	0	0	0	0	0	ఖనిజ
mineralogy	0	0	0	0	0	0	0	0	0	0	ఖనిజశాస్త్రం
mingle	0	0	0	0	0	0	0	0	0	0	కలిసిపోతాయి
mingled	0	0	0	0	0	0	0	0	0	0	కలసిపోయింది
miniature	0	0	0	0	0	0	0	0	0	0	సూక్ష్మచిత్రం
minibus	0	0	0	0	0	0	0	0	0	0	మినీబస్సు
minim	0	0	0	0	0	0	0	0	0	0	కనిష్ట
minimize	0	0	0	0	0	1	0	0	0	0	తగ్గించడానికి
minimum	0	0	0	0	0	1	0	0	0	0	కనీస
minister	0	0	0	0	0	0	0	0	0	0	మంత్రి
ministerial	0	0	0	0	0	0	0	0	0	0	మంత్రివర్గం
ministry	0	0	0	0	1	0	1	0	0	1	మంత్రిత్వ శాఖ
minivan	0	0	0	0	0	0	0	0	0	0	మినీ వ్యాను
minnow	0	0	0	0	0	0	0	0	0	0	minnow
minor	0	0	0	0	0	0	0	0	0	0	మైనర్
minority	0	0	0	0	0	1	0	0	0	0	మైనారిటీ
minstrel	0	0	0	0	0	0	0	0	0	0	మినిస్ట్రెల్
mint	0	0	0	0	0	0	0	0	0	0	పుదీనా
minuscule	0	0	0	0	0	0	0	0	0	0	మైనస్క్యూల్
minute	0	0	0	0	0	0	0	0	0	0	నిమిషం
minutiae	0	0	0	0	0	0	0	0	0	0	చిన్నవి
mir	0	0	0	0	0	0	0	0	0	0	మీర్
miracle	0	1	0	0	1	0	1	0	1	1	అద్భుతం
miraculous	0	0	0	0	1	0	1	0	1	0	అద్భుతం
mirage	0	0	0	0	0	0	0	0	0	0	ఎండమావి
mire	0	0	1	0	0	1	0	0	0	0	బురద
mirror	0	0	0	0	0	0	0	0	0	0	అద్దం
mirth	0	0	0	0	1	0	1	0	0	0	ఉల్లాసం
misappropriation	0	0	0	0	0	0	0	0	0	0	దుర్వినియోగం
misbehavior	1	0	1	0	0	1	0	0	1	0	తప్పుడు ప్రవర్తన
miscarriage	0	0	0	1	0	1	0	1	0	0	గర్భస్రావం
miscellaneous	0	0	0	0	0	0	0	0	0	0	ఇతరాలు
miscellany	0	0	0	0	0	0	0	0	0	0	ఇతరాలు
mischief	0	0	0	0	0	1	0	0	0	0	అల్లరి
mischievous	0	0	0	0	0	1	0	0	0	0	కొంటెగా
misconception	1	0	1	1	0	1	0	0	0	0	దురభిప్రాయం
misconduct	0	0	1	0	0	1	0	0	0	0	దుష్ప్రవర్తన
misdemeanor	0	0	0	0	0	0	0	0	0	0	దుష్ప్రవర్తన
