English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Catalan Word
inexpensive	0	0	0	0	0	0	1	0	0	0	barat
inexperience	0	0	0	0	0	1	0	0	0	0	inexperiència
inexperienced	0	0	0	0	0	1	0	0	0	0	sense experiència
inexplicable	0	0	0	0	0	1	0	0	1	0	inexplicable
infallibility	0	0	0	0	0	0	0	0	0	1	infal·libilitat
infallible	0	0	0	0	0	0	1	0	0	0	infal·lible
infamous	1	0	1	1	0	1	0	0	0	0	infame
infamy	0	0	0	0	0	1	0	1	0	0	infàmia
infancy	0	0	0	0	0	0	0	0	0	0	infantesa
infant	0	1	0	1	1	0	1	0	1	0	infant
infanticide	1	1	1	1	0	1	0	1	0	0	infanticidi
infantile	1	0	1	0	0	1	0	0	0	0	infantil
infantry	0	0	0	0	0	0	0	0	0	0	infanteria
infarct	0	0	0	1	0	1	0	0	1	0	infart
infatuation	0	0	0	0	0	0	0	0	0	0	enamorament
infeasible	0	0	0	0	0	0	0	0	0	0	inviable
infect	0	0	1	0	0	1	0	0	0	0	infectar
infection	0	0	0	1	0	1	0	0	0	0	infecció
infectious	0	0	1	1	0	1	0	1	0	0	infecciosa
infer	0	0	0	0	0	0	0	0	0	0	inferir
inference	0	0	0	0	0	0	0	0	0	0	inferència
inferential	0	0	0	0	0	0	0	0	0	0	inferencial
inferior	0	0	0	0	0	1	0	1	0	0	inferior
inferiority	0	0	0	0	0	1	0	0	0	0	inferioritat
inferno	1	0	0	1	0	1	0	0	0	0	infern
infertile	0	0	0	0	0	0	0	0	0	0	infèrtil
infertility	0	0	0	0	0	1	0	1	0	0	infertilitat
infestation	0	0	1	1	0	1	0	0	0	0	infestació
infidel	1	0	1	1	0	1	0	0	0	0	infidel
infidelity	1	0	1	1	0	1	0	1	0	0	infidelitat
infiltration	0	0	0	0	0	1	1	0	0	0	infiltració
infinite	0	0	0	0	0	0	1	0	0	0	infinit
infinitely	0	0	0	0	0	0	0	0	0	0	infinitament
infinitesimal	0	0	0	0	0	0	0	0	0	0	infinitesimal
infinity	0	1	0	0	1	0	1	0	0	1	infinit
infirm	0	0	0	0	0	1	0	0	0	0	malalt
infirmary	0	0	0	0	0	0	0	0	0	0	infermeria
infirmity	0	0	0	1	0	1	0	0	0	0	malaltia
inflammation	0	0	0	0	0	1	0	0	0	0	inflamació
inflated	0	0	0	0	0	1	0	0	0	0	inflat
inflation	0	0	0	1	0	1	0	0	0	0	inflació
inflection	0	0	0	0	0	0	0	0	0	0	flexió
inflict	1	0	0	1	0	1	0	1	0	0	infligir
infliction	0	0	0	1	0	1	0	1	0	0	inflicció
inflorescence	0	0	0	0	0	0	0	0	0	0	inflorescència
influence	0	0	0	0	0	1	1	0	0	0	influència
influential	0	0	0	0	0	0	1	0	0	1	influents
influenza	0	0	0	0	0	1	0	0	0	0	grip
influx	0	0	0	0	0	0	0	0	0	0	afluència
inform	0	0	0	0	0	0	0	0	0	1	informar
informal	0	0	0	0	0	0	0	0	0	0	informal
informant	0	0	0	0	0	0	0	0	0	0	informant
information	0	0	0	0	0	0	1	0	0	0	informació
informed	0	0	0	0	0	0	0	0	0	0	informat
informer	0	0	0	0	0	1	0	0	0	0	informador
infraction	1	0	0	0	0	1	0	0	0	0	infracció
infrequent	0	0	0	0	0	0	0	0	1	0	poc freqüent
infrequently	0	0	0	0	0	1	0	0	0	0	amb poca freqüència
infringement	0	0	0	0	0	1	0	0	0	0	infracció
infuse	0	0	0	0	0	0	0	0	0	0	infondre
infused	0	0	0	0	0	0	0	0	0	0	infusa
infusion	0	0	0	0	0	0	0	0	0	0	infusió
ingenious	0	0	0	0	0	0	1	0	0	0	enginyós
ingenuity	0	0	0	0	0	0	0	0	0	0	enginy
ingest	0	0	0	0	0	0	0	0	0	0	ingerir
ingestion	0	0	0	0	0	0	0	0	0	0	ingestió
ingot	0	0	0	0	0	0	0	0	0	0	lingot
ingrained	0	0	0	0	0	0	0	0	0	0	arrelat
ingredient	0	0	0	0	0	0	0	0	0	0	ingredient
ingress	0	0	0	0	0	0	0	0	0	0	entrada
inhabit	0	0	0	0	0	0	0	0	0	0	habitar
inhabitant	0	0	0	0	0	0	0	0	0	0	habitant
inhabited	0	0	0	0	0	0	0	0	0	0	habitada
inhabiting	0	0	0	0	0	0	0	0	0	0	habitant
inhalation	0	0	0	0	0	0	0	0	0	0	inhalació
inhale	0	0	0	0	0	0	0	0	0	0	inhalar
inherent	0	0	0	0	0	0	0	0	0	0	inherent
inherit	0	0	0	0	0	0	0	0	0	0	heretar
inheritance	0	1	0	0	1	0	1	0	1	1	herència
inhibit	1	0	1	0	0	1	0	1	0	0	inhibir
inhibition	0	0	0	0	0	0	0	0	0	0	inhibició
inhospitable	0	0	0	0	0	1	0	1	0	0	inhòspit
inhuman	1	0	1	1	0	1	0	1	0	0	inhumà
inhumanity	0	0	0	0	0	1	0	1	0	0	inhumanitat
inimical	1	0	0	0	0	1	0	1	0	0	hostil
inimitable	0	0	0	0	0	0	1	0	0	1	inimitable
iniquity	0	0	1	0	0	1	0	0	0	0	iniquitat
initial	0	0	0	0	0	0	0	0	0	0	inicial
initiate	0	0	0	0	0	0	0	0	0	0	iniciar
initiated	0	0	0	0	0	0	0	0	0	0	iniciat
initiative	0	0	0	0	0	0	0	0	0	0	iniciativa
inject	0	0	0	0	0	0	0	0	0	0	injectar
injection	0	0	0	1	0	0	0	0	0	0	injecció
injunction	0	0	0	0	0	1	0	0	0	0	mandat cautelar
injure	1	0	0	1	0	1	0	1	0	0	ferir
injured	0	0	0	1	0	1	0	1	0	0	ferits
injurious	1	0	0	1	0	1	0	1	0	0	perjudicial
injury	1	0	0	1	0	1	0	1	0	0	lesió
injustice	1	0	0	0	0	1	0	0	0	0	injustícia
ink	0	0	0	0	0	0	0	0	0	0	tinta
inkling	0	0	0	0	0	0	0	0	0	0	insinuant
inland	0	0	0	0	0	0	0	0	0	0	terra endins
inlay	0	0	0	0	0	0	0	0	0	0	incrustació
inlet	0	0	0	0	0	0	0	0	0	0	entrada
inmate	0	0	1	1	0	1	0	0	0	0	presoner
inn	0	0	0	0	0	0	0	0	0	0	fonda
innate	0	0	0	0	0	0	0	0	0	0	innat
innermost	0	0	0	0	0	0	0	0	0	0	més íntim
innings	0	0	0	0	0	0	0	0	0	0	entrades
innkeeper	0	0	0	0	0	0	0	0	0	0	hostaler
innocence	0	0	0	0	0	0	1	0	0	0	innocència
innocent	0	0	0	0	0	0	1	0	0	1	innocent
innocently	0	0	0	0	0	0	1	0	0	0	innocentment
innocuous	0	0	0	0	0	0	1	0	0	0	innòcua
innovate	0	0	0	0	0	0	1	0	0	0	innovar
innovation	0	0	0	0	0	0	1	0	0	0	innovació
innuendo	0	0	0	0	0	0	0	0	0	0	insinuació
innumerable	0	0	0	0	0	0	0	0	0	0	innombrables
inoculation	0	1	0	0	0	0	0	0	0	1	inoculació
inoperative	1	0	0	0	0	1	0	0	0	0	inoperant
inordinate	0	0	0	0	0	0	0	0	0	0	desmesurada
inorganic	0	0	0	0	0	0	0	0	0	0	inorgànics
inquest	0	0	0	0	0	0	0	0	0	0	investigació
inquire	0	0	0	0	0	0	0	0	0	0	preguntar
inquirer	0	0	0	0	0	0	1	0	0	0	indagador
inquiring	0	0	0	0	0	0	0	0	0	0	indagant
inquiry	0	1	0	0	0	0	1	0	0	0	investigació
inquisitive	0	0	0	0	0	0	1	0	0	0	curiós
insane	1	0	0	1	0	1	0	0	0	0	boig
insanity	1	0	1	1	0	1	0	1	0	0	bogeria
inscription	0	0	0	0	0	0	0	0	0	0	inscripció
inscrutable	0	0	0	0	0	0	0	0	0	0	inescrutable
insect	0	0	0	0	0	0	0	0	0	0	insecte
insecure	1	0	0	1	0	1	0	1	0	0	insegur
insecurity	0	0	0	1	0	1	0	0	0	0	inseguretat
inseparable	0	0	0	0	1	0	1	0	0	1	inseparables
insert	0	0	0	0	0	0	0	0	0	0	inserir
inserted	0	0	0	0	0	0	0	0	0	0	inserit
insertion	0	0	0	0	0	0	0	0	0	0	inserció
inside	0	0	0	0	0	0	0	0	0	0	dins
insidious	1	0	1	1	0	1	0	0	0	0	insidiosa
insight	0	0	0	0	0	0	0	0	0	0	perspicàcia
insignia	0	0	0	0	0	0	1	0	0	0	insígnies
insignificance	0	0	0	0	0	1	0	0	0	0	insignificança
insignificant	1	0	0	0	0	1	0	1	0	0	insignificant
insipid	0	0	0	0	0	1	0	0	0	0	insípid
insist	0	0	0	0	0	0	0	0	0	0	insisteix
insolent	0	0	0	0	0	1	0	0	0	0	insolent
insoluble	0	0	0	0	0	0	0	0	0	0	insoluble
insolvency	0	0	0	1	0	1	0	1	1	0	insolvència
insolvent	0	0	0	1	0	1	0	1	0	1	insolvent
inspect	0	0	0	0	0	0	0	0	0	0	inspeccionar
inspector	0	0	0	0	0	0	1	0	0	0	inspector
inspiration	0	1	0	0	1	0	1	0	0	0	inspiració
inspire	0	1	0	0	1	0	1	0	0	1	inspirar
inspired	0	0	0	0	1	0	1	0	1	1	inspirat
instability	0	0	1	1	0	1	0	0	0	0	inestabilitat
install	0	1	0	0	0	0	0	0	0	0	instal·lar
installation	0	0	0	0	0	0	0	0	0	0	instal·lació
installment	0	0	0	0	0	0	0	0	0	0	fraccionament
instance	0	0	0	0	0	0	0	0	0	0	instància
instant	0	0	0	0	0	0	0	0	0	0	instantània
instantaneous	0	0	0	0	0	0	0	0	0	0	instantània
instantaneously	0	0	0	0	0	0	0	0	0	0	instantàniament
instigate	0	0	0	0	0	1	0	0	0	0	instigar
instigation	0	0	0	0	0	1	0	0	0	0	instigació
instill	0	0	0	0	0	0	0	0	0	0	inculcar
instinct	0	0	0	0	0	0	0	0	0	0	instint
instinctive	1	0	1	1	0	0	1	0	0	0	instintiu
institute	0	0	0	0	0	0	0	0	0	1	Institut
institution	0	0	0	0	0	0	0	0	0	0	institució
instruct	0	0	0	0	0	0	1	0	0	1	instruir
instructed	0	0	0	0	0	0	0	0	0	0	instruït
instruction	0	0	0	0	0	0	1	0	0	1	instrucció
instructional	0	0	0	0	0	0	0	0	0	0	instructiu
instructions	0	1	0	0	0	0	0	0	0	1	instruccions
instructive	0	0	0	0	0	0	0	0	0	0	instructiu
instructor	0	1	0	0	0	0	1	0	0	1	instructor
instrument	0	0	0	0	0	0	0	0	0	0	instrument
instrumental	0	0	0	0	0	0	1	0	0	0	instrumental
instrumentalist	0	0	0	0	0	0	0	0	0	0	instrumentista
instrumentality	0	0	0	0	0	0	0	0	0	0	instrumentalitat
insufficiency	1	0	0	0	0	1	0	0	0	0	insuficiència
insufficient	0	0	0	0	0	1	0	0	0	0	insuficient
insufficiently	0	0	0	0	0	1	0	0	0	0	insuficientment
insular	0	0	0	0	0	0	0	0	0	0	insular
insulate	0	0	0	0	0	0	0	0	0	0	aïllar
insulation	0	0	0	0	0	0	0	0	0	1	aïllament
insult	1	0	1	0	0	1	0	1	1	0	insult
insulting	1	0	1	1	0	1	0	1	0	0	insultant
insurance	0	0	0	0	0	0	0	0	0	0	assegurança
insure	0	0	0	0	0	0	1	0	0	1	assegurar
insurgent	0	0	0	0	0	1	0	0	0	0	insurgent
insurmountable	0	0	0	1	0	1	0	1	0	0	insuperable
insurrection	1	0	0	0	0	1	0	0	0	0	insurrecció
intact	0	0	0	0	0	0	1	0	0	1	intacte
intangible	0	0	0	0	0	0	0	0	0	0	intangible
integer	0	0	0	0	0	0	0	0	0	0	enter
integral	0	0	0	0	0	0	0	0	0	0	integral
integrate	0	0	0	0	0	0	0	0	0	0	integrar
integration	0	0	0	0	0	0	0	0	0	0	integració
integrity	0	0	0	0	0	0	1	0	0	1	integritat
intellect	0	0	0	0	0	0	1	0	0	0	intel·ligència
intellectual	0	0	0	0	0	0	1	0	0	0	intel · lectual
intelligence	0	0	0	1	1	0	1	0	0	1	intel·ligència
intelligent	0	0	0	0	0	0	1	0	0	1	intel · ligent
intelligibility	0	0	0	0	0	0	0	0	0	0	intel·ligibilitat
intelligible	0	0	0	0	0	0	0	0	0	0	intel·ligible
intend	0	0	0	0	0	0	0	0	0	1	pretenen
intended	0	1	0	0	0	0	1	0	0	0	previst
intending	0	0	0	0	0	0	0	0	0	0	amb la intenció
intense	1	0	1	1	1	1	1	0	1	1	intens
intensely	0	0	0	0	0	0	0	0	0	0	intensament
intensify	0	0	0	0	0	0	0	0	0	0	intensificar
intensity	0	0	0	0	0	0	0	0	0	0	intensitat
intent	0	0	0	0	0	0	0	0	0	0	intenció
intention	0	0	0	0	0	0	0	0	0	0	intenció
intentional	0	0	0	0	0	0	0	0	0	0	intencional
intentionally	0	0	0	0	0	0	0	0	0	0	intencionalment
inter	0	0	0	0	0	1	0	1	0	0	entre altres
interaction	0	0	0	0	0	0	0	0	0	0	interacció
intercede	0	0	0	1	0	0	0	1	0	0	intercedir
intercept	0	0	0	0	0	0	0	0	0	0	interceptar
interception	0	0	0	0	0	0	0	0	0	0	intercepció
intercession	0	0	0	0	0	0	0	0	0	1	intercessió
interchange	0	0	0	0	0	0	0	0	0	0	intercanvi
interchangeable	0	0	0	0	0	0	0	0	0	0	intercanviables
interchanged	0	0	0	0	0	0	0	0	0	0	intercanviats
intercom	0	0	0	0	0	0	0	0	0	0	intercomunicador
intercourse	0	0	0	0	0	0	1	0	0	0	coit
interdependence	0	0	0	0	0	0	0	0	0	0	interdependència
interdependent	0	0	0	0	0	0	0	0	0	0	interdependents
interdiction	0	0	0	0	0	1	0	0	0	0	interdicció
interest	0	0	0	0	0	0	1	0	0	0	interès
interested	0	0	1	0	0	0	1	1	0	0	interessats
interesting	0	0	0	0	0	0	1	0	0	0	interessant
interference	0	0	0	0	0	1	0	0	0	0	interferència
interferometer	0	0	0	0	0	0	0	0	0	0	interferòmetre
interim	0	1	0	0	0	0	0	0	0	0	provisional
interior	0	0	1	0	0	0	1	0	0	1	interior
interlocutory	0	0	0	0	0	0	1	0	0	0	interlocutòria
interlude	0	0	0	0	0	0	1	0	0	0	interludi
intermediary	0	0	0	0	0	0	0	0	0	0	intermediari
intermediate	0	0	0	0	0	0	0	0	0	0	intermedi
interment	0	0	0	0	0	1	0	1	0	0	enterrament
interminable	1	1	0	0	0	1	1	0	0	0	interminable
intermission	0	1	0	0	0	0	0	0	0	0	entreacte
intermittent	0	0	0	0	0	0	0	0	0	0	intermitent
intern	0	0	0	0	0	0	0	0	0	0	becari
internal	0	0	0	0	0	0	0	0	0	0	intern
internally	0	0	0	0	0	0	0	0	0	0	internament
international	0	0	0	0	0	0	0	0	0	0	internacional
interpolate	0	0	0	0	0	0	0	0	0	0	interpolar
interpolation	0	0	0	0	0	0	0	0	0	0	interpolació
interpret	0	0	0	0	0	0	0	0	0	0	interpretar
interpretation	0	0	0	0	0	0	0	0	0	0	interpretació
interpreter	0	0	0	0	0	0	0	0	0	0	intèrpret
interrelated	0	0	0	0	0	0	0	0	0	0	interrelacionats
interrogate	0	0	0	1	0	0	0	0	0	0	interrogar
interrogation	0	0	0	1	0	0	0	0	0	0	interrogatori
interrupt	1	0	0	0	0	1	0	0	1	0	interrompre
interrupted	0	0	0	0	0	1	0	1	0	0	interromput
interruption	0	0	0	0	0	0	0	0	0	0	interrupció
intersect	0	0	0	0	0	0	0	0	0	0	creuar
intersection	0	0	0	0	0	0	0	0	0	0	intersecció
interstitial	0	0	0	0	0	0	0	0	0	0	intersticial
interval	0	0	0	0	0	0	0	0	0	0	interval
intervening	0	0	0	0	0	0	0	0	0	0	intervenint
intervention	0	0	0	0	0	1	1	1	0	0	intervenció
interview	0	0	0	0	0	0	0	0	0	0	entrevista
interviewer	0	0	0	1	0	0	0	0	0	0	entrevistador
interworking	0	0	0	0	0	0	0	0	0	0	interfuncionament
intestate	0	0	0	0	0	1	0	0	0	0	intestada
intestinal	0	0	1	0	0	0	0	0	0	0	intestinal
intestine	0	0	0	0	0	0	0	0	0	0	intestí
intestines	0	0	0	0	0	0	0	0	0	0	intestins
intimacy	0	0	0	0	0	0	0	0	0	0	intimitat
intimate	0	1	0	0	1	0	1	0	0	1	íntim
intimately	0	1	0	1	1	0	0	0	0	0	íntimament
intimation	0	0	0	0	0	0	0	0	0	0	insinuació
intimidate	0	0	0	1	0	1	0	0	0	0	intimidar
intimidation	1	0	0	1	0	1	0	0	0	0	intimidació
intolerable	1	0	0	0	0	1	0	0	0	0	intolerable
intolerance	1	0	1	1	0	1	0	0	0	0	intolerància
intolerant	1	0	1	1	0	1	0	1	0	0	intolerant
intonation	0	0	0	0	0	0	1	0	0	0	entonació
intoxicated	0	0	1	0	0	1	0	0	0	0	intoxicat
intoxication	0	0	0	0	0	0	0	0	0	0	intoxicació
intractable	1	0	0	0	0	1	0	0	0	0	intratable
intramural	0	0	0	0	0	0	0	0	0	0	intramural
intrepid	0	0	0	0	0	0	1	0	0	0	intrèpid
intricate	0	0	0	0	0	0	0	0	0	0	intricat
intrigue	0	1	0	1	0	1	0	0	1	0	intriga
intriguing	0	0	0	0	0	0	0	0	0	0	intrigant
intrinsic	0	0	0	0	0	0	0	0	0	0	intrínsec
intrinsically	0	0	0	0	0	0	0	0	0	0	intrínsecament
introduction	0	0	0	0	0	0	0	0	0	0	introducció
introductory	0	0	0	0	0	0	0	0	0	0	introductori
introspection	0	0	0	0	0	0	0	0	0	0	introspecció
introspective	0	0	0	0	0	0	0	0	0	0	introspectiva
intruder	1	0	0	1	0	1	0	0	1	0	intrús
intrusion	0	0	0	1	0	1	0	0	0	0	intrusió
intrusive	1	0	1	1	0	1	0	0	1	0	intrusiu
intuition	0	0	0	0	0	0	1	0	0	1	intuïció
intuitive	0	0	0	0	0	0	1	0	0	0	intuïtiu
intuitively	0	1	0	0	0	0	0	0	0	0	intuïtivament
inundation	0	0	0	0	0	0	0	0	0	0	inundació
invade	1	0	0	1	0	1	0	1	1	0	envair
invader	1	0	0	1	0	1	0	1	0	0	invasor
invalid	0	0	0	0	0	0	0	1	0	0	invàlid
invalidate	0	0	0	0	0	1	0	0	0	0	invalidar
invalidation	0	0	0	0	0	1	0	0	0	0	invalidació
invalidity	0	0	0	0	0	1	0	0	0	0	invalidesa
invaluable	0	0	0	0	0	0	0	0	0	0	inestimable
invariably	0	0	0	0	0	0	1	0	0	0	invariablement
invasion	1	0	0	0	0	1	0	0	0	0	invasió
invent	0	0	0	0	0	0	0	0	0	0	inventar
invention	0	0	0	0	0	0	0	0	0	0	invenció
inventive	0	0	0	0	0	0	1	0	0	0	inventiva
inventor	0	0	0	0	0	0	1	0	0	0	inventor
inventory	0	0	0	0	0	0	0	0	0	0	inventari
inverse	0	0	0	0	0	0	0	0	0	0	invers
inversely	0	0	0	0	0	0	0	0	0	0	inversament
inversion	0	0	0	0	0	0	0	0	0	0	inversió
invert	0	0	0	0	0	0	0	0	0	0	invertir
inverted	0	0	0	0	0	0	0	0	0	0	invertit
investigate	0	0	0	0	0	0	1	0	0	0	investigar
investigation	0	1	0	0	0	0	0	0	0	0	investigació
investigator	0	0	0	0	0	0	0	0	0	0	investigador
investor	0	0	0	0	0	0	0	0	0	0	inversor
invigorate	0	0	0	0	0	0	1	0	0	0	dinamitzar
invincible	0	0	0	0	0	0	0	0	0	0	invencible
invisibility	0	0	0	0	0	0	0	0	0	0	invisibilitat
invisible	0	0	0	0	0	0	0	0	0	0	invisible
invitation	0	1	0	0	0	0	1	0	0	0	invitació
invite	0	1	0	0	1	0	1	0	1	1	convidar
inviting	0	1	0	0	1	0	1	0	1	1	convidant
invocation	0	1	0	0	0	0	0	0	0	1	invocació
invoice	0	0	0	0	0	0	0	0	0	0	factura
invoke	0	1	0	0	0	0	0	0	0	0	invocar
involuntary	0	0	0	0	0	1	0	0	0	0	involuntària
involution	1	0	0	0	0	1	0	0	0	0	involució
involvement	1	0	0	0	0	0	0	0	0	0	implicació
inwards	0	0	0	0	0	0	0	0	0	0	cap a dins
iota	0	0	0	0	0	0	0	0	0	0	iota
irate	1	0	0	0	0	1	0	0	0	0	enfadat
ire	1	0	0	0	0	1	0	0	0	0	ire
iridescent	0	0	0	0	0	0	0	0	0	0	iridescent
iris	0	0	0	1	0	0	0	0	0	0	iris
iron	0	0	0	0	0	0	1	0	0	1	ferro
ironic	0	0	0	0	0	0	0	0	0	0	irònic
irons	0	0	0	0	0	1	0	0	0	0	planxes
irony	0	0	0	0	0	0	0	0	0	0	ironia
irradiation	0	0	0	0	0	0	0	0	0	0	irradiació
irrational	0	0	1	1	0	1	0	0	0	0	irracional
irrationality	0	0	0	0	0	1	0	0	0	0	irracionalitat
irreconcilable	1	0	0	1	0	1	0	1	0	0	irreconciliable
irreducible	0	0	0	0	0	0	1	0	0	0	irreductible
irrefutable	0	0	0	0	0	0	1	0	0	1	irrefutable
irregular	0	0	0	0	0	1	0	0	0	0	irregular
irregularity	0	0	0	0	0	1	0	0	0	0	irregularitat
irregularly	0	0	0	0	0	0	0	0	0	0	irregularment
irrelevant	0	0	0	0	0	1	0	0	0	0	irrellevant
irreparable	0	0	0	1	0	1	0	1	0	0	irreparable
irrepressible	0	0	0	0	0	0	0	0	0	0	irreprimible
irresistible	0	0	0	0	0	0	0	0	0	0	irresistible
irrespective	0	0	0	0	0	0	0	0	0	0	independentment
irresponsible	0	0	0	0	0	1	0	0	0	0	irresponsable
irreverent	0	0	0	0	0	1	0	0	0	0	irreverent
irreversible	0	0	0	0	0	0	0	0	0	0	irreversible
irrevocable	0	0	0	0	0	1	0	0	0	0	irrevocable
irrigate	0	0	0	0	0	0	0	0	0	0	regar
irrigation	0	0	0	0	0	0	0	0	0	0	regadiu
irritability	1	0	0	0	0	1	0	0	0	0	irritabilitat
irritable	1	0	0	0	0	1	0	0	0	0	irritable
irritating	1	0	1	0	0	1	0	0	0	0	irritant
irritation	1	0	1	0	0	1	0	1	0	0	irritació
island	0	0	0	0	0	0	0	0	0	0	illa
isle	0	0	0	0	0	0	0	0	0	0	illa
islet	0	0	0	0	0	0	0	0	0	0	illot
isolate	0	0	0	0	0	0	0	1	0	0	aïllar
isolated	0	0	0	1	0	1	0	1	0	0	aïllat
isolation	0	0	0	0	0	1	0	1	0	0	aïllament
isomorphism	0	0	0	0	0	0	0	0	0	0	isomorfisme
isothermal	0	0	0	0	0	0	0	0	0	0	isotèrmic
issue	0	0	0	0	0	0	0	0	0	0	assumpte
itch	0	0	0	0	0	0	0	0	0	0	picor
itching	0	0	0	0	0	0	0	0	0	0	picor
item	0	0	0	0	0	0	0	0	0	0	article
itemize	0	0	0	0	0	0	0	0	0	0	detallar
items	0	0	0	0	0	0	0	0	0	0	elements
iterate	0	0	0	0	0	0	0	0	0	0	iterar
iteration	0	0	0	0	0	0	0	0	0	0	iteració
iterative	0	0	0	0	0	0	0	0	0	0	iteratiu
itinerant	0	0	0	0	0	0	0	0	0	0	itinerant
itinerary	0	0	0	0	0	0	0	0	0	0	itinerari
ivory	0	0	0	0	0	0	0	0	0	0	marfil
jab	1	0	0	0	0	0	0	0	0	0	cop
jabber	0	0	0	0	0	1	0	0	0	0	xerrada
jack	0	0	0	0	0	0	0	0	0	0	jack
jackass	0	0	0	0	0	0	0	0	0	0	burro
jackpot	0	1	0	0	1	0	1	0	1	0	Jackpot
jacks	0	0	0	0	0	0	0	0	0	0	preses
jade	0	0	0	0	0	0	0	0	0	0	jade
jag	0	0	0	0	0	0	0	0	0	0	jag
jagged	0	0	0	0	0	0	0	0	0	0	dentada
jaguar	0	0	0	0	0	0	0	0	0	0	jaguar
jail	0	0	0	1	0	1	0	1	0	0	presó
jam	0	0	0	0	0	0	1	0	0	0	melmelada
jammed	0	0	0	0	0	0	0	0	0	0	encallat
janitor	0	0	1	0	0	0	0	0	0	0	conserge
japan	0	0	0	0	0	0	0	0	0	0	Japó
jar	0	0	0	0	0	0	0	0	0	0	pot
jargon	0	0	0	0	0	1	0	0	0	0	argot
jarring	0	0	0	1	0	1	0	1	0	0	discordant
jasper	0	0	0	0	0	0	0	0	0	0	jaspi
jaundice	0	0	0	1	0	1	0	0	0	0	icterícia
jaunt	0	0	0	0	0	0	0	0	0	0	excursió
javelin	0	0	0	0	0	0	0	0	0	0	javelina
jaw	0	0	0	0	0	0	0	0	0	0	mandíbula
jaws	0	0	0	1	0	0	0	0	0	0	mandíbules
jay	0	0	0	0	0	0	0	0	0	0	jay
jealous	1	0	1	0	0	1	0	0	0	0	gelós
jealousy	1	0	1	1	0	1	0	1	0	0	gelosia
jeans	0	0	0	0	0	0	0	0	0	0	texans
jeep	0	0	0	0	0	0	0	0	0	0	jeep
jelly	0	0	0	0	0	0	0	0	0	0	gelatina
jenny	0	0	0	0	0	0	0	0	0	0	jenny
jeopardize	1	0	0	1	0	1	0	0	0	0	posar en perill
jeopardy	0	1	0	1	0	1	0	0	0	0	perill
jerk	1	0	0	0	0	0	0	0	1	0	idiota
jersey	0	0	0	0	0	0	0	0	0	0	samarreta
jest	0	0	0	0	1	0	1	0	1	0	broma
jester	0	0	0	0	0	0	0	0	0	0	bufó
jet	0	0	0	0	0	0	0	0	0	0	jet
jetty	0	0	0	0	0	0	0	0	0	0	moll
jewel	0	0	0	0	0	0	0	0	0	0	joia
jeweler	0	0	0	0	0	0	0	0	0	0	joier
jewelry	0	0	0	0	0	0	0	0	0	0	joieria
jib	0	0	0	0	0	0	0	0	0	0	floc
jiffy	0	0	0	0	0	0	0	0	0	0	moment
jimmy	0	0	0	0	0	0	0	0	0	0	jimmy
jingle	0	0	0	0	0	0	0	0	0	0	jingle
job	0	0	0	0	0	0	1	0	0	0	feina
jock	0	0	0	0	0	0	0	0	0	0	jocc
jockey	0	0	0	0	0	0	0	0	0	0	jockey
jog	0	0	0	0	0	0	0	0	0	0	córrer
john	0	0	1	0	0	1	0	0	0	0	Joan
join	0	0	0	0	0	0	1	0	0	0	uneix-te
joined	0	0	0	0	0	0	1	0	0	0	unit
joining	0	0	0	0	0	0	0	0	0	0	unint-se
joint	0	0	0	0	0	0	0	0	0	0	articulació
jointly	0	0	0	0	0	0	0	0	0	0	conjuntament
joke	0	0	0	0	0	1	0	0	0	0	broma
joker	0	0	0	0	1	0	1	0	1	0	bromista
joking	0	0	0	0	0	0	1	0	0	0	fent broma
jolt	0	0	0	0	0	0	0	0	1	0	sacsejada
jornada	0	0	0	0	0	1	0	0	0	0	jornada
jot	0	0	0	0	0	0	0	0	0	0	anota
journal	0	0	0	0	0	0	0	0	0	0	revista
journalism	0	0	0	0	0	0	0	0	0	1	periodisme
journalist	0	0	0	0	0	0	1	0	0	0	periodista
journey	0	1	0	1	1	0	1	0	0	0	viatge
journeyman	0	0	0	0	0	0	0	0	0	1	viatger
jovial	0	0	0	0	1	0	1	0	0	0	jovial
joy	0	0	0	0	1	0	1	0	0	0	alegria
joyful	0	0	0	0	1	0	1	0	0	1	alegre
joyous	0	0	0	0	1	0	1	0	0	0	alegre
jubilant	0	0	0	0	1	0	1	0	1	1	jubilós
jubilee	0	0	0	0	1	0	1	0	1	0	jubileu
judge	0	0	0	0	0	0	0	0	0	0	jutge
judging	0	0	0	0	0	0	0	0	0	0	jutjar
judgment	0	0	0	0	0	0	0	0	1	0	judici
judicial	0	1	0	0	0	0	1	0	0	1	judicial
judiciary	0	1	0	0	0	0	0	0	0	1	poder judicial
judicious	0	0	0	0	0	0	1	0	0	1	prudent
jug	0	0	0	0	0	0	0	0	0	0	gerra
juggle	0	0	0	0	0	0	0	0	0	0	fer malabars
juggling	0	0	0	0	0	0	0	0	0	0	malabars
juice	0	0	0	0	0	0	0	0	0	0	suc
juicy	0	0	0	0	0	0	0	0	0	0	sucós
jumble	0	0	0	0	0	1	0	0	0	0	revolt
jumbled	0	0	0	0	0	0	0	0	0	0	embolicat
jumbo	0	0	0	0	0	0	0	0	0	0	jumbo
jump	0	0	0	0	1	0	1	0	0	0	saltar
