English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Chinese-Simplified Word
inversely	0	0	0	0	0	0	0	0	0	0	反过来
inversion	0	0	0	0	0	0	0	0	0	0	倒置
invert	0	0	0	0	0	0	0	0	0	0	倒置
inverted	0	0	0	0	0	0	0	0	0	0	倒
investigate	0	0	0	0	0	0	1	0	0	0	调查
investigation	0	1	0	0	0	0	0	0	0	0	调查
investigator	0	0	0	0	0	0	0	0	0	0	研究者
investor	0	0	0	0	0	0	0	0	0	0	投资者
invigorate	0	0	0	0	0	0	1	0	0	0	振奋
invincible	0	0	0	0	0	0	0	0	0	0	无敌
invisibility	0	0	0	0	0	0	0	0	0	0	隐形
invisible	0	0	0	0	0	0	0	0	0	0	无形的
invitation	0	1	0	0	0	0	1	0	0	0	邀请
invite	0	1	0	0	1	0	1	0	1	1	邀请
inviting	0	1	0	0	1	0	1	0	1	1	邀请
invocation	0	1	0	0	0	0	0	0	0	1	调用
invoice	0	0	0	0	0	0	0	0	0	0	发票
invoke	0	1	0	0	0	0	0	0	0	0	调用
involuntary	0	0	0	0	0	1	0	0	0	0	非自愿
involution	1	0	0	0	0	1	0	0	0	0	对合
involvement	1	0	0	0	0	0	0	0	0	0	参与
inwards	0	0	0	0	0	0	0	0	0	0	向内
iota	0	0	0	0	0	0	0	0	0	0	微塔
irate	1	0	0	0	0	1	0	0	0	0	愤怒
ire	1	0	0	0	0	1	0	0	0	0	愤怒
iridescent	0	0	0	0	0	0	0	0	0	0	虹彩
iris	0	0	0	1	0	0	0	0	0	0	虹膜
iron	0	0	0	0	0	0	1	0	0	1	铁
ironic	0	0	0	0	0	0	0	0	0	0	讽刺的
irons	0	0	0	0	0	1	0	0	0	0	熨斗
irony	0	0	0	0	0	0	0	0	0	0	讽刺
irradiation	0	0	0	0	0	0	0	0	0	0	辐照
irrational	0	0	1	1	0	1	0	0	0	0	非理性的
irrationality	0	0	0	0	0	1	0	0	0	0	非理性
irreconcilable	1	0	0	1	0	1	0	1	0	0	不可调和的
irreducible	0	0	0	0	0	0	1	0	0	0	不可约
irrefutable	0	0	0	0	0	0	1	0	0	1	无可辩驳
irregular	0	0	0	0	0	1	0	0	0	0	不规律的
irregularity	0	0	0	0	0	1	0	0	0	0	不规则
irregularly	0	0	0	0	0	0	0	0	0	0	不规则地
irrelevant	0	0	0	0	0	1	0	0	0	0	无关紧要的
irreparable	0	0	0	1	0	1	0	1	0	0	无法弥补
irrepressible	0	0	0	0	0	0	0	0	0	0	无法抑制
irresistible	0	0	0	0	0	0	0	0	0	0	不可抗拒
irrespective	0	0	0	0	0	0	0	0	0	0	无所谓
irresponsible	0	0	0	0	0	1	0	0	0	0	不负责任的
irreverent	0	0	0	0	0	1	0	0	0	0	不敬的
irreversible	0	0	0	0	0	0	0	0	0	0	不可逆转
irrevocable	0	0	0	0	0	1	0	0	0	0	不可撤销
irrigate	0	0	0	0	0	0	0	0	0	0	灌溉
irrigation	0	0	0	0	0	0	0	0	0	0	灌溉
irritability	1	0	0	0	0	1	0	0	0	0	易怒
irritable	1	0	0	0	0	1	0	0	0	0	烦躁
irritating	1	0	1	0	0	1	0	0	0	0	恼人的
irritation	1	0	1	0	0	1	0	1	0	0	刺激
island	0	0	0	0	0	0	0	0	0	0	岛
isle	0	0	0	0	0	0	0	0	0	0	小岛
islet	0	0	0	0	0	0	0	0	0	0	胰岛
isolate	0	0	0	0	0	0	0	1	0	0	隔离
isolated	0	0	0	1	0	1	0	1	0	0	孤立
isolation	0	0	0	0	0	1	0	1	0	0	隔离
isomorphism	0	0	0	0	0	0	0	0	0	0	同构
isothermal	0	0	0	0	0	0	0	0	0	0	等温
issue	0	0	0	0	0	0	0	0	0	0	问题
itch	0	0	0	0	0	0	0	0	0	0	痒
itching	0	0	0	0	0	0	0	0	0	0	瘙痒
item	0	0	0	0	0	0	0	0	0	0	物品
itemize	0	0	0	0	0	0	0	0	0	0	逐项列出
items	0	0	0	0	0	0	0	0	0	0	项目
iterate	0	0	0	0	0	0	0	0	0	0	迭代
iteration	0	0	0	0	0	0	0	0	0	0	迭代
iterative	0	0	0	0	0	0	0	0	0	0	迭代的
itinerant	0	0	0	0	0	0	0	0	0	0	巡回
itinerary	0	0	0	0	0	0	0	0	0	0	行程
ivory	0	0	0	0	0	0	0	0	0	0	象牙
jab	1	0	0	0	0	0	0	0	0	0	戳
jabber	0	0	0	0	0	1	0	0	0	0	胡言乱语
jack	0	0	0	0	0	0	0	0	0	0	杰克
jackass	0	0	0	0	0	0	0	0	0	0	笨蛋
jackpot	0	1	0	0	1	0	1	0	1	0	头奖
jacks	0	0	0	0	0	0	0	0	0	0	千斤顶
jade	0	0	0	0	0	0	0	0	0	0	玉
jag	0	0	0	0	0	0	0	0	0	0	锯齿
jagged	0	0	0	0	0	0	0	0	0	0	锯齿状的
jaguar	0	0	0	0	0	0	0	0	0	0	捷豹
jail	0	0	0	1	0	1	0	1	0	0	监狱
jam	0	0	0	0	0	0	1	0	0	0	果酱
jammed	0	0	0	0	0	0	0	0	0	0	卡住
janitor	0	0	1	0	0	0	0	0	0	0	看门人
japan	0	0	0	0	0	0	0	0	0	0	日本
jar	0	0	0	0	0	0	0	0	0	0	罐
jargon	0	0	0	0	0	1	0	0	0	0	行话
jarring	0	0	0	1	0	1	0	1	0	0	不和谐
jasper	0	0	0	0	0	0	0	0	0	0	碧玉
jaundice	0	0	0	1	0	1	0	0	0	0	黄疸
jaunt	0	0	0	0	0	0	0	0	0	0	短途旅行
javelin	0	0	0	0	0	0	0	0	0	0	标枪
jaw	0	0	0	0	0	0	0	0	0	0	颚
jaws	0	0	0	1	0	0	0	0	0	0	颚
jay	0	0	0	0	0	0	0	0	0	0	周杰伦
jealous	1	0	1	0	0	1	0	0	0	0	嫉妒的
jealousy	1	0	1	1	0	1	0	1	0	0	妒忌
jeans	0	0	0	0	0	0	0	0	0	0	牛仔裤
jeep	0	0	0	0	0	0	0	0	0	0	吉普车
jelly	0	0	0	0	0	0	0	0	0	0	果冻
jenny	0	0	0	0	0	0	0	0	0	0	珍妮
jeopardize	1	0	0	1	0	1	0	0	0	0	危害
jeopardy	0	1	0	1	0	1	0	0	0	0	危险
jerk	1	0	0	0	0	0	0	0	1	0	混蛋
jersey	0	0	0	0	0	0	0	0	0	0	球衣
jest	0	0	0	0	1	0	1	0	1	0	笑话
jester	0	0	0	0	0	0	0	0	0	0	小丑
jet	0	0	0	0	0	0	0	0	0	0	喷射
jetty	0	0	0	0	0	0	0	0	0	0	码头
jewel	0	0	0	0	0	0	0	0	0	0	宝石
jeweler	0	0	0	0	0	0	0	0	0	0	珠宝商
jewelry	0	0	0	0	0	0	0	0	0	0	珠宝
jib	0	0	0	0	0	0	0	0	0	0	起重臂
jiffy	0	0	0	0	0	0	0	0	0	0	瞬间
jimmy	0	0	0	0	0	0	0	0	0	0	吉米
jingle	0	0	0	0	0	0	0	0	0	0	叮当
job	0	0	0	0	0	0	1	0	0	0	工作
jock	0	0	0	0	0	0	0	0	0	0	运动员
jockey	0	0	0	0	0	0	0	0	0	0	骑师
jog	0	0	0	0	0	0	0	0	0	0	慢跑
john	0	0	1	0	0	1	0	0	0	0	约翰
join	0	0	0	0	0	0	1	0	0	0	加入
joined	0	0	0	0	0	0	1	0	0	0	加入
joining	0	0	0	0	0	0	0	0	0	0	加入
joint	0	0	0	0	0	0	0	0	0	0	联合的
jointly	0	0	0	0	0	0	0	0	0	0	共同
joke	0	0	0	0	0	1	0	0	0	0	玩笑
joker	0	0	0	0	1	0	1	0	1	0	小丑
joking	0	0	0	0	0	0	1	0	0	0	开玩笑
jolt	0	0	0	0	0	0	0	0	1	0	颠簸
jornada	0	0	0	0	0	1	0	0	0	0	乔纳达
jot	0	0	0	0	0	0	0	0	0	0	记事本
journal	0	0	0	0	0	0	0	0	0	0	杂志
journalism	0	0	0	0	0	0	0	0	0	1	新闻业
journalist	0	0	0	0	0	0	1	0	0	0	记者
journey	0	1	0	1	1	0	1	0	0	0	旅行
journeyman	0	0	0	0	0	0	0	0	0	1	熟练工
jovial	0	0	0	0	1	0	1	0	0	0	快活的
joy	0	0	0	0	1	0	1	0	0	0	喜悦
joyful	0	0	0	0	1	0	1	0	0	1	快乐
joyous	0	0	0	0	1	0	1	0	0	0	欢乐
jubilant	0	0	0	0	1	0	1	0	1	1	喜庆
jubilee	0	0	0	0	1	0	1	0	1	0	禧年
judge	0	0	0	0	0	0	0	0	0	0	法官
judging	0	0	0	0	0	0	0	0	0	0	判断
judgment	0	0	0	0	0	0	0	0	1	0	判断
judicial	0	1	0	0	0	0	1	0	0	1	司法
judiciary	0	1	0	0	0	0	0	0	0	1	司法
judicious	0	0	0	0	0	0	1	0	0	1	明智的
jug	0	0	0	0	0	0	0	0	0	0	水壶
juggle	0	0	0	0	0	0	0	0	0	0	杂耍
juggling	0	0	0	0	0	0	0	0	0	0	戏法
juice	0	0	0	0	0	0	0	0	0	0	果汁
juicy	0	0	0	0	0	0	0	0	0	0	多汁的
jumble	0	0	0	0	0	1	0	0	0	0	杂乱无章
jumbled	0	0	0	0	0	0	0	0	0	0	错杂
jumbo	0	0	0	0	0	0	0	0	0	0	巨无霸
jump	0	0	0	0	1	0	1	0	0	0	跳
junction	0	0	0	0	0	0	0	0	0	0	结
juncture	0	0	0	0	0	0	0	0	0	0	契机
jungle	0	0	0	1	0	0	0	0	0	0	丛林
junior	0	0	0	0	0	0	0	0	0	0	初级
junk	0	0	0	0	0	1	0	0	0	0	垃圾
junta	0	0	0	0	0	1	0	0	0	0	军政府
juridical	0	0	0	0	0	0	0	0	0	0	法律
jurisdiction	0	0	0	0	0	0	0	0	0	0	管辖权
jurisprudence	0	0	0	0	0	0	0	1	0	0	法理
jurist	0	0	0	0	0	0	0	0	0	1	法学家
jury	0	0	0	0	0	0	0	0	0	1	陪审团
justice	0	0	0	0	0	0	1	0	0	1	正义
justifiable	0	0	0	0	0	0	1	0	0	1	正当的
justification	0	0	0	0	0	0	1	0	0	0	理由
justify	0	0	0	0	0	0	0	0	0	0	证明合法
jute	0	0	0	0	0	0	0	0	0	0	黄麻
juvenile	0	0	0	0	0	1	0	0	0	0	少年
juxtaposition	0	0	0	0	0	0	0	0	0	0	并列
kaiser	0	0	0	0	0	0	0	0	0	0	凯撒
kaleidoscope	0	0	0	0	0	0	0	0	0	0	万花筒
kangaroo	0	0	0	0	0	0	0	0	0	0	袋鼠
kanji	0	0	0	0	0	0	0	0	0	0	汉子
karma	0	0	0	0	0	0	0	0	0	0	业力
kayak	0	0	0	0	0	0	0	0	0	0	皮艇
keel	0	0	0	0	0	0	0	0	0	0	龙骨
keeper	0	0	0	0	0	0	0	0	0	0	门将
keeping	0	0	0	0	0	0	0	0	0	0	保持
keepsake	0	0	0	0	0	0	1	0	0	0	纪念品
keg	0	0	0	0	0	0	0	0	0	0	桶
ken	0	0	0	0	0	0	1	0	0	0	肯
kennel	0	0	0	0	0	0	0	1	0	0	狗窝
kern	0	0	0	0	0	1	0	0	0	0	紧缩
kernel	0	0	0	0	0	0	0	0	0	0	核心
kerosene	0	0	0	1	0	0	0	0	0	0	煤油
kettle	0	0	0	0	0	0	0	0	0	0	水壶
key	0	0	0	0	0	0	0	0	0	0	钥匙
keyhole	0	0	0	0	0	0	0	0	0	0	锁孔
keynote	0	0	0	0	0	0	1	0	0	0	基调
keystone	0	0	0	0	0	0	1	0	0	0	基石
khaki	0	0	0	0	0	0	0	0	0	0	卡其色
khan	0	0	0	1	0	0	0	0	0	1	汗
kick	1	0	0	0	0	1	0	0	0	0	踢
kicking	1	0	0	0	0	0	0	0	0	0	踢
kid	0	0	0	0	0	0	0	0	0	0	孩子
kidding	0	0	0	0	0	0	0	0	0	0	开玩笑
kidnap	1	0	0	1	0	1	0	1	1	0	绑架
kill	0	0	0	1	0	1	0	1	0	0	杀
killing	1	0	0	1	0	1	0	1	0	0	杀戮
kiln	0	0	0	0	0	0	0	0	0	0	窑
kilogram	0	0	0	0	0	0	0	0	0	0	公斤
kilometer	0	0	0	0	0	0	0	0	0	0	公里
kilt	0	0	0	0	0	0	0	0	0	0	苏格兰短裙
kimono	0	0	0	0	0	0	0	0	0	0	和服
kin	0	0	0	0	0	0	0	0	0	0	亲属
kind	0	0	0	0	1	0	1	0	0	1	种类
kindergarten	0	0	0	0	0	0	0	0	0	0	幼儿园
kindness	0	0	0	0	0	0	1	0	0	0	善良
kindred	0	1	0	0	1	0	1	0	0	1	亲属
kinematics	0	0	0	0	0	0	0	0	0	0	运动学
king	0	0	0	0	0	0	1	0	0	0	王
kingdom	0	0	0	0	0	0	0	0	0	0	王国
kink	0	0	0	0	0	0	0	0	0	0	纠结
kinky	0	0	0	0	0	0	0	0	0	0	淫
kiosk	0	0	0	0	0	0	0	0	0	0	亭
kirk	0	0	0	0	0	0	0	0	0	0	柯克
kiss	0	1	0	0	1	0	1	0	1	0	吻
kit	0	0	0	0	0	0	0	0	0	0	成套工具
kitchen	0	0	0	0	0	0	0	0	0	0	厨房
kite	0	0	1	0	0	1	0	0	0	0	风筝
kitten	0	0	0	0	1	0	1	0	0	1	小猫
knack	0	0	0	0	0	0	1	0	0	0	诀窍
knapsack	0	0	0	0	0	0	0	0	0	0	背包
knead	0	0	0	0	0	0	0	0	0	0	揉
knee	0	0	0	0	0	0	0	0	0	0	膝盖
kneel	0	0	0	0	0	0	0	0	0	0	下跪
kneeling	0	0	0	0	0	0	0	0	0	0	跪着
knell	0	0	0	1	0	1	0	1	0	0	丧钟
knickers	0	0	0	0	0	0	0	0	0	1	短裤
knife	0	0	0	0	0	0	0	0	0	0	刀
knight	0	0	0	0	0	0	1	0	0	0	骑士
knit	0	0	0	0	0	0	0	0	0	0	针织
knob	0	0	0	0	0	0	0	0	0	0	旋钮
knock	0	0	0	0	0	0	0	0	0	0	敲
knoll	0	0	0	0	0	0	0	0	0	0	小丘
knot	0	0	0	0	0	0	0	0	0	0	结
knotted	0	0	0	0	0	1	0	0	0	0	打结的
knowing	0	0	0	0	0	0	1	0	0	0	会心
knowingly	0	0	0	0	0	0	0	0	0	0	明知故犯
knowledge	0	0	0	0	0	0	1	0	0	0	知识
knuckle	0	0	0	0	0	0	0	0	0	0	指关节
kos	0	0	0	0	0	0	0	0	0	0	科斯
kris	0	0	0	0	0	0	0	0	0	0	克里斯
kudos	0	0	0	0	1	0	1	0	0	0	荣誉
lab	0	0	0	0	0	0	0	0	0	0	实验室
label	0	0	0	0	0	0	0	0	0	1	标签
labor	0	1	0	0	1	0	1	0	1	1	劳动
laboratory	0	0	0	0	0	0	0	0	0	0	实验室
labored	0	0	0	0	0	1	0	1	0	0	辛苦了
laborer	0	0	0	0	0	0	0	0	0	0	劳动者
laboring	0	0	0	0	0	0	0	0	0	0	劳动
laborious	0	0	0	0	0	1	0	0	0	0	费力
labyrinth	0	1	0	0	0	1	0	0	0	0	迷宫
lac	0	0	0	0	0	0	0	0	0	0	紫胶
lace	1	0	0	1	0	1	1	1	0	1	蕾丝
lack	0	0	0	0	0	1	0	0	0	0	缺少
lacking	0	0	0	0	0	1	0	0	0	0	不足
lackluster	0	0	0	0	0	1	0	0	0	0	乏善可陈
lacquer	0	0	0	0	0	0	0	0	0	0	漆
lacrosse	0	0	0	0	0	0	0	0	0	0	曲棍球
lad	0	0	0	0	0	0	0	0	0	0	小伙子
ladder	0	0	0	0	0	0	0	0	0	0	梯子
laden	0	0	0	0	0	1	0	0	0	0	满载而归
lading	0	0	0	0	0	0	0	0	0	0	提货
ladle	0	0	0	0	0	0	0	0	0	0	钢包
lady	0	0	0	0	0	0	0	0	0	0	淑女
lag	0	0	0	0	0	1	0	0	0	0	落后
lagging	1	1	1	0	0	1	0	1	0	0	落后
lagoon	0	0	0	0	0	0	0	0	0	0	泻湖
lair	0	0	0	0	0	1	0	0	0	0	巢穴
laity	0	0	0	0	0	0	0	0	0	0	俗人
lake	0	0	0	0	0	0	0	0	0	0	湖
lama	0	0	0	0	0	0	0	0	0	0	喇嘛
lamb	0	0	0	0	1	0	1	0	0	1	羊肉
lament	0	0	1	1	0	1	0	1	0	0	哀叹
lamenting	0	0	0	0	0	0	0	1	0	0	感叹
lamina	0	0	0	0	0	0	0	0	0	0	层板
laminated	0	0	0	0	0	0	0	0	0	0	层压
lamp	0	0	0	0	0	0	0	0	0	0	灯
lance	0	0	0	0	0	0	0	0	0	0	槊
lancer	0	0	0	0	0	0	0	0	0	0	蓝瑟
land	0	0	0	0	0	0	1	0	0	0	土地
landed	0	0	0	0	0	0	1	0	0	0	登陆
landing	0	0	0	0	0	0	0	0	0	0	降落
landlocked	0	0	0	0	0	0	0	0	0	0	内陆
landlord	0	0	0	0	0	0	0	0	0	0	房东
landmark	0	0	0	0	0	0	0	0	0	1	地标
lands	0	0	0	0	0	0	0	0	0	0	土地
landscape	0	0	0	0	0	0	0	0	0	0	景观
landscaping	0	0	0	0	0	0	0	0	0	0	园林绿化
landslide	0	0	0	1	0	1	0	1	0	0	滑坡
lane	0	0	0	0	0	0	0	0	0	0	车道
language	0	0	0	0	0	0	0	0	0	0	语
languid	0	0	0	0	0	1	0	0	0	0	慵懒
languish	0	0	0	0	0	1	0	0	0	0	憔悴
languishing	0	0	0	1	0	1	0	1	0	0	憔悴
lanky	0	0	0	0	0	0	0	0	0	0	瘦长的
lantern	0	0	0	0	0	0	0	0	0	0	灯笼
lap	0	0	0	0	0	0	0	0	0	0	圈
lapel	0	0	0	0	0	0	0	0	0	0	翻领
lapse	0	0	0	0	0	1	0	0	0	0	失效
lapsed	0	0	0	0	0	0	0	0	0	0	失效
larceny	0	0	1	0	0	1	0	0	0	0	盗窃罪
lard	0	0	0	0	0	0	0	0	0	0	猪油
larder	0	0	0	0	0	0	0	0	0	0	储藏室
large	0	0	0	0	0	0	0	0	0	0	大的
larger	0	0	1	0	0	0	0	0	1	1	较大
largo	0	0	0	0	0	0	0	0	0	0	拉哥
lark	0	0	0	0	0	0	0	0	0	0	云雀
larva	0	0	0	0	0	0	0	0	0	0	幼虫
larynx	0	0	0	0	0	0	0	0	0	0	喉
laser	0	0	0	0	0	0	1	0	0	1	激光
lash	1	0	0	1	0	1	0	0	0	0	睫毛
lass	0	0	0	0	0	0	0	0	0	0	姑娘
lasso	0	0	0	0	0	0	0	0	0	0	套索
lasting	0	0	0	0	0	0	0	0	0	0	持久
latch	0	0	0	0	0	0	0	0	0	0	闩锁
late	0	0	0	0	0	1	0	1	0	0	晚的
lateness	0	0	0	0	0	1	0	0	0	0	迟到
latent	1	1	1	0	0	1	0	0	1	0	潜
lateral	0	0	0	0	0	0	0	0	0	0	侧
laterally	0	0	0	0	0	0	0	0	0	0	横向
latex	0	0	0	0	0	0	0	0	0	0	乳胶
lathe	0	0	0	0	0	0	0	0	0	0	车床
lather	0	0	0	0	0	0	0	0	0	0	泡沫
latitude	0	0	0	0	0	0	0	0	0	0	纬度
latrines	0	0	1	0	0	1	0	0	0	0	厕所
lattice	0	0	0	0	0	0	0	0	0	0	格子
laudable	0	0	0	0	0	0	1	0	0	0	值得称赞的
laugh	0	0	0	0	1	0	1	0	1	0	笑
laughable	0	0	1	0	0	1	0	0	0	0	可笑的
laughing	0	0	0	0	1	0	1	0	0	0	笑
laughter	0	1	0	0	1	0	1	0	1	0	笑声
launch	0	1	0	0	0	0	1	0	0	0	发射
laundry	0	0	0	0	0	0	0	0	0	0	洗衣店
laureate	0	0	0	0	0	0	1	0	0	1	获奖者
laurel	0	0	0	0	0	0	1	0	0	0	月桂树
laurels	0	0	0	0	1	0	1	0	0	0	桂冠
lava	1	0	0	1	0	1	0	0	0	0	岩浆
lavage	0	0	0	0	0	0	0	0	0	0	灌洗
lavatory	0	0	1	0	0	0	0	0	0	0	厕
lavender	0	0	0	0	0	0	0	0	0	0	薰衣草
lavish	0	0	0	0	0	0	1	0	0	0	奢华的
law	0	0	0	0	0	0	0	0	0	1	法律
lawful	0	0	0	0	0	0	1	0	0	1	合法的
lawlessness	1	0	0	1	0	1	0	0	0	0	无法无天
lawn	0	0	0	0	0	0	0	0	0	0	草地
lawsuit	1	0	1	1	0	1	0	1	1	0	诉讼
lawyer	1	0	1	1	0	1	0	0	0	0	律师
lax	0	0	0	0	0	1	0	1	0	0	松懈
laxative	0	0	1	1	0	1	0	0	0	0	泻药
lay	0	0	0	0	0	0	0	0	0	0	躺着
layer	0	0	0	0	0	0	0	0	0	0	层
layered	0	0	0	0	0	0	0	0	0	0	分层的
layman	0	0	0	0	0	0	0	0	0	0	外行
lazy	0	0	0	0	0	1	0	0	0	0	懒惰的
lea	0	0	0	0	0	0	0	0	0	0	莉亚
lead	0	0	0	0	0	0	1	0	0	0	带领
leader	0	0	0	0	0	0	1	0	0	1	领导者
leading	0	0	0	0	0	0	0	0	0	1	领导
leads	0	0	0	0	0	0	0	0	0	0	线索
leaf	0	0	0	0	0	0	0	0	0	0	叶子
leaflet	0	0	0	0	0	0	0	0	0	0	传单
leafy	0	0	0	0	0	0	0	0	0	0	多叶的
league	0	0	0	0	0	0	1	0	0	0	联盟
leak	0	0	0	0	0	1	0	0	0	0	泄漏
leakage	0	0	0	0	0	1	0	0	0	0	泄漏
leaky	0	0	0	0	0	1	0	0	0	0	漏的
lean	0	0	0	0	0	0	0	0	0	0	倾斜
leaned	0	0	0	0	0	0	0	0	0	0	倾斜
leaning	0	0	0	0	0	0	0	0	0	1	倾斜
leap	0	0	0	0	0	0	0	0	0	0	飞跃
learn	0	0	0	0	0	0	1	0	0	0	学
learned	0	0	0	0	0	0	0	0	0	0	学到了
learner	0	0	0	0	0	0	0	0	0	0	学习者
learning	0	0	0	0	0	0	1	0	0	0	学习
lease	0	0	0	0	0	0	0	0	0	0	租
leash	0	0	0	0	0	0	0	0	0	0	皮带
leather	0	0	0	0	0	0	0	0	0	0	皮革
leathery	0	0	0	0	0	0	0	0	0	0	革质
leave	0	0	0	0	0	1	0	1	1	0	离开
lecture	0	0	0	0	0	0	0	0	0	0	演讲
lecturer	0	0	0	0	0	0	1	0	0	0	讲师
ledge	0	0	0	0	0	0	0	0	0	0	壁架
ledger	0	0	0	0	0	0	0	0	0	0	分类帐
lee	0	0	0	0	0	0	0	0	0	0	李
leech	0	0	0	0	0	1	0	0	0	0	水蛭
leeches	0	0	1	1	0	1	0	0	0	0	水蛭
leer	0	0	1	0	0	1	0	0	0	0	斜视
leery	0	0	0	0	0	0	0	0	1	0	怀疑的
lees	0	0	0	0	0	0	0	0	0	0	酒糟
leeway	0	0	0	0	0	0	1	0	0	0	余地
left	0	0	0	0	0	0	0	0	0	0	剩下
leg	0	0	0	0	0	0	0	0	0	0	腿
legacy	0	0	0	0	0	0	0	0	0	0	遗产
legal	0	0	0	0	0	0	1	0	0	1	合法的
legality	0	0	0	0	0	0	0	0	0	0	合法性
legalize	0	0	0	0	0	0	0	0	0	0	合法化
legalized	1	0	0	1	1	0	1	0	0	1	合法化
legally	0	0	0	0	0	0	0	0	0	0	合法地
legend	0	0	0	0	0	0	0	0	0	0	传奇
legendary	0	0	0	0	0	0	1	0	0	0	传奇的
legibility	0	0	0	0	0	0	1	0	0	0	易读性
legible	0	0	0	0	0	0	1	0	0	0	清晰易读
legion	0	0	0	0	0	0	0	0	0	0	军团
legislate	0	0	0	0	0	0	0	0	0	0	立法
legislation	0	0	0	0	0	0	0	0	0	0	立法
legislative	0	0	0	0	0	0	0	0	0	0	立法
legislator	0	0	0	0	0	0	0	0	0	1	立法者
legislature	0	0	0	0	0	0	0	0	0	1	立法机关
legitimacy	0	0	0	0	0	0	0	0	0	1	合法性
legs	0	0	0	0	0	0	0	0	0	0	腿
legume	0	0	0	0	0	0	0	0	0	0	豆类
leisure	0	1	0	0	1	0	1	0	1	1	闲暇
leisurely	0	0	0	0	0	0	1	0	0	0	悠闲
lemma	0	0	0	0	0	0	1	0	0	0	引理
lemon	0	0	1	0	0	1	0	0	0	0	柠檬
lend	0	0	0	0	0	0	0	0	0	0	借
lender	0	0	0	0	0	0	0	0	0	1	贷方
lending	0	0	0	0	0	0	0	0	0	0	借贷
length	0	0	0	0	0	0	0	0	0	0	长度
lengthen	0	0	0	0	0	0	0	0	0	0	加长
lengthened	0	0	0	0	0	0	0	0	0	0	加长
lengthening	0	0	0	0	0	0	0	0	0	0	加长
lengthwise	0	0	0	0	0	0	0	0	0	0	纵向
lengthy	0	0	0	0	0	0	0	0	0	0	冗长
leniency	0	0	0	0	0	0	0	0	0	0	宽大
lenient	0	0	0	0	0	0	1	0	0	0	宽容
lens	0	0	0	0	0	0	0	0	0	0	镜片
leopard	0	0	0	0	0	0	0	0	0	0	豹
leprosy	0	0	1	1	0	1	0	1	0	0	麻风
lessee	0	0	0	0	0	0	0	0	0	0	承租人
lessen	0	1	0	0	0	1	0	0	0	0	减少
lessening	0	0	0	0	0	0	0	0	0	0	减少
lesser	0	0	1	0	0	1	0	0	0	0	较小的
lesson	0	1	0	0	0	0	1	0	0	1	课
lessor	0	0	0	0	0	0	0	0	0	0	出租人
lethal	0	0	1	1	0	1	0	1	0	0	致命
lethargic	0	0	0	0	0	0	0	0	0	0	昏昏欲睡
lethargy	0	0	0	0	0	1	0	1	0	0	昏睡
letter	0	1	0	0	0	0	0	0	0	0	信
lettered	0	1	0	0	0	0	1	0	0	1	字母
letters	0	0	0	0	0	0	0	0	0	0	字母
lettuce	0	0	0	0	0	0	0	0	0	0	生菜
leukemia	1	0	0	1	0	1	0	1	0	0	白血病
levee	0	0	0	0	0	0	0	0	0	1	大堤
level	0	0	0	0	0	0	1	0	0	1	等级
lever	0	0	0	0	0	0	0	0	0	0	杠杆
leverage	0	0	0	0	0	0	1	0	0	0	杠杆作用
levy	0	0	0	0	0	1	0	0	0	0	征收
lewd	0	0	1	0	0	1	0	0	0	0	猥亵
lexicon	0	0	0	0	0	0	0	0	0	0	词典
ley	0	0	0	0	0	0	0	0	0	0	莱
liabilities	0	0	0	0	0	0	0	0	0	0	负债
liability	0	0	0	0	0	0	0	0	0	0	责任
liaison	0	0	0	0	0	1	0	0	0	0	联络
liar	0	0	1	0	0	1	0	0	0	0	说谎者
libel	1	0	0	1	0	1	0	0	0	1	诽谤
libelous	0	0	0	0	0	0	0	0	0	0	诽谤
liberal	0	0	0	0	0	1	1	0	0	0	自由主义的
liberalism	0	0	0	0	0	0	0	0	0	0	自由主义
liberate	1	1	0	0	1	0	1	0	1	1	解放
liberation	0	1	0	0	1	0	1	0	1	0	解放
liberty	0	1	0	0	1	0	1	0	1	1	自由
libido	0	0	0	0	0	0	0	0	0	0	性欲
librarian	0	0	0	0	0	0	0	0	0	0	图书管理员
library	0	0	0	0	0	0	1	0	0	0	图书馆
libretto	0	0	0	0	0	0	0	0	0	0	唱词
license	0	0	0	0	0	0	0	0	0	0	执照
lichen	0	0	0	0	0	0	0	0	0	0	地衣
lick	0	0	1	0	0	1	0	0	0	0	舔
lid	0	0	0	0	0	0	0	0	0	0	盖
lie	1	0	1	0	0	1	0	1	0	0	说谎
liege	0	0	0	0	0	0	0	0	0	0	列日
lien	0	0	0	0	0	0	0	0	0	0	留置权
lieu	0	0	0	0	0	0	0	0	0	0	刘
lieutenant	0	0	0	0	0	0	0	0	0	1	中尉
life	0	0	0	0	0	0	0	0	0	0	生活
lifeblood	0	0	0	0	0	0	1	0	0	0	命脉
lifeboat	0	0	0	0	0	0	0	0	0	0	救生艇
lifeless	0	0	0	1	0	1	0	1	0	0	死气沉沉
lifelike	0	0	0	0	0	0	0	0	0	0	逼真
lifelong	0	0	0	0	0	0	0	0	0	0	终身
lifetime	0	0	0	0	0	0	0	0	0	0	寿命
lift	0	0	0	0	0	0	0	0	0	0	电梯
ligament	0	0	0	0	0	0	0	0	0	0	韧带
ligation	0	0	0	0	0	0	0	0	0	0	结扎
