English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Swahili Word
nonsense	0	0	0	0	0	1	0	0	0	0	upuuzi
nonsensical	0	0	0	0	0	1	0	1	0	0	isiyo na maana
noodle	0	0	0	0	0	0	0	0	0	0	tambi
nook	0	0	0	0	0	0	0	0	0	0	nook
noon	0	0	0	0	0	0	0	0	0	0	mchana
noose	0	0	0	0	0	1	0	1	0	0	kitanzi
norm	0	0	0	0	0	0	0	0	0	0	kawaida
normal	0	0	0	0	0	0	0	0	0	0	kawaida
normalcy	0	0	0	0	0	0	0	0	0	0	hali ya kawaida
normality	0	0	0	0	0	0	1	0	0	0	kawaida
nose	0	0	1	0	0	0	0	0	0	0	pua
nostalgia	0	0	0	0	0	0	0	0	0	0	nostalgia
nostril	0	0	0	0	0	0	0	0	0	0	puani
notable	0	0	0	0	1	0	1	0	0	1	mashuhuri
notables	0	0	0	0	0	0	1	0	0	0	watu mashuhuri
notably	0	0	0	0	0	0	0	0	0	0	hasa
notary	0	0	0	0	0	0	0	0	0	1	mthibitishaji
notation	0	0	0	0	0	0	0	0	0	0	nukuu
notch	0	0	0	0	0	0	0	0	0	0	chembe
notched	0	0	0	0	0	0	0	0	0	0	isiyo na alama
note	0	0	0	0	0	0	0	0	0	0	Kumbuka
notebook	0	0	0	0	0	0	0	0	0	0	daftari
noted	0	0	0	0	0	0	1	0	0	0	alibainisha
noteworthy	0	0	0	0	0	0	0	0	0	0	muhimu
nothingness	0	0	0	0	0	1	0	1	0	0	kutokuwa na kitu
notice	0	0	0	0	0	0	0	0	0	0	taarifa
noticeable	0	0	0	0	0	0	0	0	0	0	dhahiri
notification	0	1	0	0	0	0	0	0	0	0	taarifa
notify	0	0	0	0	0	0	0	0	0	0	arifu
notion	0	0	0	0	0	0	1	0	0	0	dhana
notional	0	0	0	0	0	0	0	0	0	0	dhana
notoriety	1	0	1	1	0	1	1	0	0	0	sifa mbaya
notwithstanding	0	0	0	0	0	0	0	0	0	0	hata hivyo
nought	0	0	0	0	0	0	0	0	0	0	hakuna
noun	0	0	0	0	0	0	0	0	0	0	nomino
nourish	0	0	0	0	0	0	0	0	0	0	lishe
nourishment	0	0	0	0	0	0	1	0	0	0	lishe
nouveau	0	0	0	0	0	0	0	0	0	0	mpya
novelty	0	0	0	0	0	0	0	0	0	0	mambo mapya
novice	0	0	0	0	0	0	0	0	0	0	novice
nowadays	0	0	0	0	0	0	0	0	0	0	siku hizi
noxious	0	0	1	1	0	1	0	0	0	0	ya kutisha
nozzle	0	0	0	0	0	0	0	0	0	0	pua
nuance	0	0	0	0	0	0	0	0	0	0	nuance
nuances	0	0	0	0	0	0	0	0	0	0	nuances
nucleus	0	0	0	0	0	0	0	0	0	0	kiini
nude	0	0	0	0	0	0	0	0	0	0	uchi
nudge	0	0	0	0	0	0	0	0	0	0	gusa
nudity	0	0	0	0	0	0	0	0	0	0	uchi
nugget	0	0	0	0	0	0	0	0	0	0	nugget
nuisance	1	0	0	0	0	1	0	0	0	0	kero
nul	0	0	0	0	0	1	0	0	0	0	nul
null	0	0	0	0	0	0	0	0	0	0	null
nullify	0	0	0	0	0	1	0	0	1	0	kubatilisha
numb	0	0	0	0	0	1	0	0	0	0	kufa ganzi
number	0	0	0	0	0	0	0	0	0	0	nambari
numbering	0	0	0	0	0	0	0	0	0	0	kuhesabu
numbers	0	0	0	0	0	0	1	0	0	0	nambari
numbness	0	0	0	0	0	1	0	1	0	0	kufa ganzi
numeral	0	0	0	0	0	0	0	0	0	0	nambari
numerator	0	0	0	0	0	0	0	0	0	0	namba
numerical	0	0	0	0	0	0	0	0	0	0	nambari
numerically	0	0	0	0	0	0	0	0	0	0	kwa nambari
numerous	0	0	0	0	0	0	0	0	0	0	nyingi
nun	0	0	0	0	0	1	0	0	0	1	mtawa
nurse	0	0	0	0	0	0	1	0	0	1	muuguzi
nursery	0	0	0	0	1	0	1	0	0	1	kitalu
nurture	1	1	1	1	1	0	1	0	0	1	kulea
nutmeg	0	0	0	0	0	0	0	0	0	0	nutmeg
nutrition	0	0	0	0	0	0	0	0	0	0	lishe
nutritious	0	0	0	0	0	0	1	1	0	0	yenye lishe
nutritive	0	0	0	0	0	0	0	0	0	0	yenye lishe
nuts	0	0	0	0	0	0	0	0	0	0	karanga
nymph	0	0	0	0	0	0	0	0	0	0	nymph
oaf	0	0	0	0	0	1	0	0	0	0	oafu
oak	0	0	0	0	0	0	1	0	0	0	mwaloni
oar	0	0	0	0	0	0	0	0	0	0	kasia
oasis	0	1	0	0	1	0	1	0	0	1	oasis
oath	0	0	0	0	0	0	1	0	0	1	kiapo
oatmeal	0	0	0	0	0	0	0	0	0	0	oatmeal
obedience	0	0	0	0	0	0	1	0	0	1	Utiifu
obedient	0	0	0	0	0	0	0	0	0	0	mtiifu
obediently	0	0	0	0	0	0	0	0	0	0	kwa utii
obelisk	0	0	0	0	0	0	0	0	0	0	obelisk
obese	0	0	1	0	0	1	0	0	0	0	feta
obesity	0	0	1	0	0	1	0	1	0	0	fetma
obey	0	0	0	1	0	0	0	0	0	1	kutii
obi	0	0	1	1	0	1	0	0	0	0	obi
obit	0	0	0	0	0	1	0	1	1	0	obit
obituary	0	0	0	0	0	1	0	1	0	0	maiti
object	0	0	0	0	0	0	0	0	0	0	kitu
objection	1	0	0	0	0	1	0	0	0	0	pingamizi
objectionable	0	0	0	0	0	1	0	0	0	0	pingamizi
objective	0	1	0	0	0	0	1	0	0	1	lengo
obligation	0	0	0	0	0	0	0	0	0	0	wajibu
obligatory	0	0	0	0	0	0	0	0	0	0	wajibu
oblige	0	0	0	0	0	1	0	0	0	1	lazima
obliged	0	0	0	0	0	0	0	0	0	0	wajibu
obliging	1	1	1	1	1	0	1	0	1	1	kulazimisha
obligor	0	0	0	1	0	1	0	0	0	0	wajibu
oblique	0	0	0	0	0	0	0	0	0	0	oblique
obliterate	1	0	0	1	0	1	0	1	0	0	futa
obliterated	1	0	0	1	0	1	0	0	0	0	kufutwa
obliteration	0	0	0	1	0	1	0	1	0	0	kufutwa
oblivion	1	0	0	1	0	1	0	0	0	0	usahaulifu
oblivious	0	0	0	0	0	0	0	0	0	0	kutojali
oblong	0	0	0	0	0	0	0	0	0	0	mviringo
obnoxious	1	0	1	0	0	1	0	1	0	0	ya kuchukiza
oboe	0	0	0	0	0	0	0	0	0	0	oboe
obscene	0	0	1	0	0	1	0	0	0	0	uchafu
obscenity	1	0	1	0	0	1	0	0	0	0	uchafu
obscure	0	0	0	0	0	0	0	0	0	0	kuficha
obscured	0	0	0	0	0	0	0	0	0	0	kufichwa
obscurity	0	0	0	0	0	1	0	0	0	0	kutojulikana
observance	0	0	0	0	0	0	0	0	0	0	maadhimisho
observant	0	0	0	0	0	0	1	0	0	0	mwangalifu
observation	0	0	0	0	0	0	0	0	0	0	uchunguzi
observatory	0	0	0	0	0	0	0	0	0	0	uchunguzi
observe	0	0	0	0	0	0	0	0	0	0	tazama
observer	0	0	0	0	0	0	0	0	0	0	mwangalizi
observing	0	0	0	0	0	0	0	0	0	0	kutazama
obsession	0	0	0	0	0	0	0	0	0	0	obsession
obsolescence	0	0	0	0	0	0	0	0	0	0	kuchakaa
obstacle	1	0	0	1	0	1	0	1	0	0	kikwazo
obstetrician	0	0	0	0	0	0	0	0	0	1	daktari wa uzazi
obstetrics	0	0	0	0	0	0	0	0	0	0	uzazi
obstinate	0	0	0	0	0	1	0	0	0	0	ukaidi
obstruct	1	0	0	1	0	1	0	0	0	0	Kuzuia
obstruction	0	0	0	0	0	1	0	0	0	0	kizuizi
obstructive	1	0	0	0	0	1	0	0	0	0	pingamizi
obtain	0	0	0	0	0	0	0	0	0	0	kupata
obtainable	0	0	0	0	1	0	1	0	0	0	kupatikana
obtuse	0	0	0	0	0	1	0	0	0	0	butu
obverse	0	0	0	0	0	0	0	0	0	0	kinyume
obvious	0	0	0	0	0	0	1	0	0	1	dhahiri
ocarina	0	0	0	0	0	0	0	0	0	0	ocarina
occasion	0	0	0	0	0	0	0	0	0	0	tukio
occasional	0	0	0	0	0	0	0	0	1	0	Mara kwa mara
occasionally	0	0	0	0	0	0	0	0	0	0	mara kwa mara
occlusion	0	0	0	0	0	0	0	0	0	0	kuziba
occult	0	0	1	1	0	1	0	0	0	0	uchawi
occupancy	0	0	0	0	0	0	0	0	0	0	kukaa
occupant	0	0	0	0	0	0	1	0	0	1	mkaaji
occupation	0	0	0	0	0	0	1	0	0	0	kazi
occupied	0	0	0	0	0	0	0	0	0	0	iliyochukuliwa
occupier	0	0	0	0	0	0	0	0	0	0	mkaaji
occupy	0	0	0	0	0	0	1	0	0	0	kuchukua
occupying	0	0	0	0	0	0	0	0	0	0	kumiliki
occur	0	0	0	0	0	0	0	0	0	0	kutokea
occurrence	0	0	0	0	0	0	0	0	0	0	tukio
ocean	0	0	0	0	0	0	0	0	0	0	Bahari
oceanic	0	0	0	0	0	0	0	0	0	0	baharini
octagon	0	0	0	0	0	0	0	0	0	0	oktagoni
octave	0	0	0	0	0	0	0	0	0	0	oktava
octopus	0	0	1	0	0	0	0	0	0	0	pweza
ocular	0	0	0	0	0	0	0	0	0	0	macho
oddity	0	0	1	0	0	1	0	1	1	0	isiyo ya kawaida
odds	0	0	0	0	0	0	0	0	0	0	tabia mbaya
ode	0	0	0	0	0	0	0	0	0	0	ode
odious	1	0	1	1	0	1	0	0	0	0	yenye kuchukiza
odometer	0	0	0	0	0	0	0	0	0	0	odometer
odor	0	0	0	0	0	1	0	0	0	0	harufu
oestrogen	0	0	0	0	0	0	0	0	0	0	estrojeni
oeuvre	0	0	0	0	0	0	0	0	0	0	oeuvre
offal	0	0	0	0	0	0	0	0	0	0	offal
offend	1	0	1	0	0	1	0	0	0	0	kukera
offended	1	0	0	0	0	1	0	1	0	0	kuchukizwa
offender	1	0	1	1	0	1	0	1	0	0	mkosaji
offense	1	0	1	1	0	1	0	1	0	0	kosa
offensive	1	0	1	0	0	1	0	0	0	0	kukera
offer	0	0	0	0	0	0	1	0	0	0	kutoa
offered	0	0	0	0	0	0	0	0	0	0	inayotolewa
offering	0	0	0	0	0	0	0	0	0	1	sadaka
offhand	0	0	0	0	0	1	0	0	0	0	mbali
office	0	0	0	0	0	0	0	0	0	0	ofisi
officer	0	0	0	0	0	0	1	0	0	1	afisa
offices	0	0	0	0	0	0	0	0	0	0	ofisi
official	0	0	0	0	0	0	0	0	0	1	rasmi
officiate	0	0	0	0	0	0	0	0	0	0	simamia
offing	0	0	0	0	0	1	0	0	0	0	kuondoka
offload	0	0	0	0	0	0	0	0	0	0	pakua
offset	0	1	0	0	0	0	1	0	0	0	kukabiliana
offshoot	0	0	0	0	0	0	1	0	0	0	chipukizi
offside	0	0	0	0	0	0	0	0	0	0	kuotea
oft	0	0	0	0	0	0	0	0	0	0	mara nyingi
oftentimes	0	0	0	0	0	0	0	0	0	0	mara nyingi
ogre	0	0	1	1	0	1	0	0	0	0	zimwi
oil	0	0	0	0	0	0	0	0	0	0	mafuta
oils	0	0	0	0	0	0	0	0	0	0	mafuta
ointment	0	0	0	0	0	0	0	0	0	0	marashi
olfactory	0	1	0	0	0	1	0	0	0	0	kunusa
oligarchy	0	0	0	0	0	1	0	0	0	0	oligarchy
olive	0	0	0	0	0	0	0	0	0	0	mzeituni
omega	0	0	0	0	0	0	0	0	0	0	omega
omelet	0	0	0	0	0	0	0	0	0	0	kimanda
omen	0	1	0	1	0	1	0	0	0	0	ishara
ominous	0	1	0	1	0	1	0	0	0	0	ya kutisha
omission	0	0	0	0	0	0	0	0	0	0	kutokuwepo
omit	0	0	0	0	0	1	0	0	0	0	acha
omitted	0	0	0	0	0	0	0	0	0	0	imeachwa
omnibus	0	0	0	0	0	0	0	0	0	0	mabasi yote
omnipotence	0	0	0	1	0	1	1	0	0	0	muweza wa yote
omnipotent	0	0	0	0	0	0	0	0	0	0	muweza wa yote
omnipresent	0	0	0	0	0	0	0	0	0	0	kila mahali
omniscient	0	0	0	0	0	0	1	0	0	1	mwenye kujua yote
oncologist	0	0	0	0	0	0	0	0	0	0	daktari wa saratani
oneness	0	0	0	0	0	0	0	0	0	0	umoja
onerous	1	0	0	0	0	1	0	1	0	0	kuchosha
oneself	0	0	0	0	0	0	0	0	0	0	mwenyewe
ongoing	0	1	0	0	0	0	0	0	0	0	inayoendelea
onion	0	0	0	0	0	0	0	0	0	0	kitunguu
onset	0	1	0	0	0	0	0	0	0	0	mwanzo
onslaught	0	0	0	0	0	0	0	0	0	0	mashambulizi
ontology	0	0	0	0	0	0	0	0	0	0	ontolojia
onus	0	0	0	0	0	1	0	0	0	0	wajibu
onward	0	0	0	0	0	0	0	0	0	0	kuendelea
onyx	0	0	0	0	0	0	0	0	0	0	onyx
ooze	0	0	1	0	0	1	0	0	0	0	oze
oozing	0	0	0	0	0	0	0	0	0	0	ikitoka
opacity	0	0	0	0	0	0	0	0	0	0	uwazi
opal	0	0	0	0	0	0	0	0	0	0	opal
opaque	0	0	0	0	0	1	0	0	0	0	isiyo wazi
ope	0	0	0	0	0	0	0	0	0	0	ope
open	0	0	0	0	0	0	0	0	0	0	wazi
opener	0	0	0	0	0	0	0	0	0	0	kopo
opening	0	0	0	0	0	0	0	0	0	0	ufunguzi
openly	0	0	0	0	0	0	0	0	0	0	kwa uwazi
openness	0	0	0	0	0	0	1	0	0	0	uwazi
opera	1	1	0	1	1	0	1	1	1	1	opera
operatic	0	0	0	0	0	1	0	0	0	0	ya uendeshaji
operation	0	0	0	1	0	0	0	0	0	1	operesheni
operations	0	0	0	0	0	0	0	0	0	0	shughuli
operative	0	0	0	0	0	0	0	0	0	0	fanya kazi
operator	0	0	0	0	0	0	0	0	0	0	mwendeshaji
ophthalmic	0	0	0	0	0	0	0	0	0	0	macho
ophthalmologist	0	0	0	0	0	0	0	0	0	0	daktari wa macho
opiate	0	0	0	0	0	1	0	0	0	0	opiamu
opinion	0	0	0	0	0	0	0	0	0	0	maoni
opinionated	1	0	0	0	0	1	0	0	0	0	mwenye maoni
opium	1	0	1	1	0	1	0	1	0	0	kasumba
opponent	1	1	1	1	0	1	0	0	0	0	mpinzani
opportune	0	0	0	0	1	0	1	0	0	0	fursa
opportunism	0	0	0	0	0	0	0	0	0	0	fursa
opportunity	0	1	0	0	0	0	1	0	0	0	fursa
oppose	0	0	0	0	0	1	0	0	0	0	kupinga
opposed	1	0	0	1	0	1	0	0	0	0	kupinga
opposing	0	0	0	0	0	0	0	0	0	0	kupinga
opposite	0	0	0	0	0	0	0	0	0	0	kinyume
opposites	0	0	0	0	0	0	0	0	0	0	kinyume
opposition	1	0	0	0	0	1	0	0	0	0	upinzani
oppress	1	0	1	1	0	1	0	1	0	0	kudhulumu
oppression	1	0	1	1	0	1	0	1	0	0	ukandamizaji
oppressive	1	0	1	1	0	1	0	1	0	0	dhuluma
oppressor	1	0	0	1	0	1	0	1	0	0	dhalimu
optic	0	0	0	0	0	0	0	0	0	0	macho
optical	0	0	0	0	0	0	0	0	0	0	macho
optics	0	0	0	0	0	0	0	0	0	0	macho
optimism	0	1	0	0	1	0	1	0	1	1	matumaini
optimist	0	0	0	0	0	0	1	0	0	1	mwenye matumaini
option	0	0	0	0	0	0	1	0	0	0	chaguo
optional	0	0	0	0	0	0	1	0	0	0	hiari
optionally	0	0	0	0	0	0	0	0	0	0	kwa hiari
options	0	0	0	0	0	0	0	0	0	0	chaguzi
optometrist	0	0	0	0	0	0	0	0	0	0	daktari wa macho
opulence	0	0	0	0	0	0	0	0	0	0	utajiri
opulent	0	0	0	0	0	0	0	0	0	0	mwenye neema
opus	0	0	0	0	0	0	0	0	0	0	opus
oracle	0	1	0	0	0	0	1	0	0	1	chumba cha ndani
oral	0	0	0	0	0	0	0	0	0	0	kwa mdomo
orange	0	0	0	0	0	0	0	0	0	0	machungwa
oration	0	0	0	0	0	0	1	0	0	0	hotuba
orator	0	0	0	0	0	0	0	0	0	0	mzungumzaji
oratory	0	0	0	0	0	0	0	0	0	0	wa kuongea
orb	0	0	0	0	0	0	0	0	0	0	orb
orbit	0	0	0	0	0	0	0	0	0	0	obiti
orbiting	0	0	0	0	0	0	0	0	0	0	inayozunguka
orbs	0	0	0	0	0	0	0	0	0	0	orbs
orc	1	0	1	1	0	1	0	0	0	0	orc
orchard	0	0	0	0	0	0	0	0	0	0	bustani
orchestra	1	0	0	0	1	0	1	1	0	1	orchestra
ordained	0	0	0	0	0	0	1	0	0	1	aliyeteuliwa
ordeal	1	0	0	0	0	1	0	0	1	0	shida
order	0	0	0	0	0	0	0	0	0	0	agizo
orderly	0	0	0	0	0	0	1	0	0	0	kwa utaratibu
ordinance	0	0	0	0	0	0	0	0	0	1	agizo
ordinary	0	0	0	0	0	0	0	0	0	0	kawaida
ordination	0	1	0	0	1	0	1	0	0	1	kuwekwa wakfu
ordnance	0	0	0	1	0	1	0	0	0	0	amri
ore	0	0	0	0	0	0	0	0	0	0	madini
oregano	0	0	0	0	0	0	0	0	0	0	oregano
organ	0	1	0	0	1	0	0	0	0	0	chombo
organic	0	0	0	0	0	0	1	0	0	0	kikaboni
organism	0	0	0	0	0	0	0	0	0	0	viumbe
organist	0	0	0	0	0	0	0	0	0	0	mtaalamu wa viungo
organization	0	1	0	0	1	0	1	0	1	1	shirika
organize	0	0	0	0	0	0	1	0	0	0	panga
organized	0	0	0	0	0	0	1	0	0	0	iliyopangwa
orgasm	0	1	0	0	1	0	1	0	0	0	orgasm
orgies	0	0	0	0	0	0	0	0	0	0	karamu
orient	0	0	0	0	0	0	0	0	0	0	kuelekeza
oriental	0	0	0	0	0	0	0	0	0	0	mashariki
orientation	0	0	0	0	0	0	0	0	0	0	mwelekeo
orifice	0	0	0	0	0	0	0	0	0	0	orifice
origin	0	0	0	0	0	0	0	0	0	0	asili
originality	0	0	0	0	0	0	1	0	1	0	uhalisi
originate	0	0	0	0	0	0	0	0	0	0	anzisha
origination	0	0	0	0	0	0	0	0	0	0	asili
originator	0	0	0	0	0	0	0	0	0	0	mwanzilishi
ornament	0	0	0	0	0	0	0	0	0	0	pambo
ornamental	0	0	0	0	0	0	0	0	0	0	mapambo
ornamentation	0	0	0	0	0	0	0	0	0	0	urembo
ornamented	0	0	0	0	0	0	1	0	0	0	kupambwa
ornate	0	0	0	0	0	0	1	0	0	0	mapambo
orphan	0	0	0	1	0	1	0	1	0	0	yatima
orthodox	0	0	0	0	0	0	0	0	0	0	ya kiorthodoksi
orthodoxy	0	0	0	0	0	0	0	0	0	1	halisi
orthogonal	0	0	0	0	0	0	0	0	0	0	ya orthogonal
oscillate	0	0	0	0	0	0	0	0	0	0	oscillate
oscillating	0	0	0	0	0	0	0	0	0	0	inayozunguka
oscillation	0	0	0	0	0	0	0	0	0	0	oscillation
oscillatory	0	0	0	0	0	0	0	0	0	0	oscillatory
ostensible	0	0	0	0	0	0	0	0	0	0	inayoonekana
ostensibly	0	0	0	0	0	1	0	0	0	0	dhahiri
ostrich	0	0	0	0	0	0	0	0	0	0	mbuni
otto	0	0	0	0	0	0	0	0	0	0	otto
ottoman	0	0	0	0	0	0	0	0	0	0	ottoman
ounce	0	0	0	0	0	0	0	0	0	0	wanzi
oust	1	0	0	0	0	1	0	1	0	0	ondoa
outbreak	0	0	0	0	0	0	0	0	0	0	mkurupuko
outburst	1	0	0	1	1	1	1	1	1	0	mlipuko
outcast	0	0	1	1	0	1	0	1	0	0	kufukuzwa
outcome	0	0	0	0	0	0	1	0	0	0	matokeo
outcry	1	0	0	1	0	1	0	0	1	0	kilio
outdo	0	1	0	0	0	0	1	0	0	0	nje
outdoor	0	0	0	0	0	0	0	0	0	0	nje
outfit	0	0	0	0	0	0	0	0	0	0	mavazi
outgrow	0	0	0	0	0	0	0	0	0	0	kukua nje
outgrowth	0	0	0	0	0	0	0	0	0	0	ukuaji
outhouse	0	0	1	0	0	1	0	0	0	0	nyumba ya nje
outing	0	0	0	0	0	0	0	0	0	0	kutoka nje
outlandish	0	0	0	0	0	1	0	0	0	0	ya kigeni
outlast	0	0	0	0	0	0	0	0	0	0	ya mwisho
outlaw	0	0	0	0	0	1	0	0	0	0	haramu
outlet	0	0	0	0	0	0	0	0	0	0	kituo
outline	0	0	0	0	0	0	0	0	0	0	muhtasari
outlines	0	0	0	0	0	0	0	0	0	0	muhtasari
outlook	0	0	0	0	0	0	0	0	0	0	mtazamo
outlying	0	0	0	0	0	0	0	0	0	0	nje
outnumber	0	0	0	0	0	0	0	0	0	0	kuzidi idadi
outpost	0	0	0	1	0	0	0	0	0	0	kituo cha nje
outpouring	0	0	0	0	0	0	0	0	0	0	kumwaga
output	0	0	0	0	0	0	0	0	0	0	pato
outrage	1	0	1	0	0	1	0	0	0	0	hasira
outrageous	0	0	0	0	0	0	0	0	1	0	ya kukasirisha
outright	0	0	0	0	0	0	0	0	0	0	moja kwa moja
outrun	0	0	0	0	0	0	0	0	0	0	kukimbia
outset	0	0	0	0	0	0	0	0	0	0	mwanzo
outsider	0	0	0	1	0	0	0	0	0	0	mgeni
outskirts	0	0	0	0	0	0	0	0	0	0	nje kidogo
outspoken	0	0	0	0	0	0	0	0	0	0	kusema wazi
outstanding	0	0	0	0	1	1	1	0	0	0	bora
outstretched	0	0	0	0	0	0	0	0	0	0	iliyonyooshwa
outward	0	0	0	0	0	0	1	0	0	0	nje
outwards	0	0	0	0	0	0	0	0	0	0	nje
outweigh	0	0	0	0	0	0	0	0	0	0	kuzidi
oval	0	0	0	0	0	0	0	0	0	0	mviringo
ovary	0	0	0	0	0	0	0	0	0	0	ovari
ovate	0	0	0	0	0	0	0	0	0	0	ovate
ovation	0	0	0	0	0	1	0	1	0	0	ovation
oven	0	0	0	0	0	0	0	0	0	0	tanuri
overalls	0	0	0	0	0	0	0	0	0	0	ovaroli
overbearing	1	0	0	0	0	1	0	0	0	0	jabari
overburden	0	0	0	0	0	1	0	0	0	0	mzigo kupita kiasi
overcast	0	0	0	0	0	1	0	0	0	0	mawingu
overcharged	0	0	0	0	0	0	0	0	0	0	imetozwa kupita kiasi
overcoat	0	0	0	0	0	0	0	0	0	0	koti
overdo	0	0	0	0	0	1	0	0	0	0	kupita kiasi
overdose	0	0	0	0	0	1	0	0	0	0	overdose
overdue	0	1	0	0	0	1	0	1	1	0	imechelewa
overestimate	0	0	0	0	0	0	0	0	1	0	kukadiria kupita kiasi
overestimated	0	0	0	0	0	1	0	0	0	0	imekadiriwa kupita kiasi
overflow	0	0	0	0	0	1	0	0	0	0	kufurika
overflowing	0	0	0	0	0	0	0	0	0	0	kufurika
overgrown	0	0	0	0	0	1	0	0	0	0	iliyokua
overgrowth	0	0	0	0	0	0	0	0	0	0	ukuaji kupita kiasi
overhanging	0	0	0	0	0	0	0	0	0	0	kupita kiasi
overhaul	0	0	0	0	0	0	0	0	0	0	ukarabati
overhead	0	0	0	0	0	0	0	0	0	0	juu
overjoyed	0	0	0	0	1	0	1	0	0	0	mwenye furaha kupita kiasi
overlaid	0	0	0	0	0	0	0	0	0	0	iliyofunikwa
overlap	0	0	0	0	0	0	0	0	0	0	kuingiliana
overlay	0	0	0	0	0	0	0	0	0	0	funika
overload	0	0	0	0	0	1	0	1	0	0	mzigo kupita kiasi
overlying	0	0	0	0	0	0	0	0	0	0	kupita kiasi
overpaid	0	0	0	0	0	1	0	0	0	0	kulipwa kupita kiasi
overpass	0	0	0	0	0	0	0	0	0	0	kupita
overpower	0	0	0	0	0	1	0	0	0	0	nguvu kupita kiasi
overpowering	1	0	0	1	0	1	0	0	0	0	kuzidi nguvu
overpriced	1	0	1	0	0	1	0	1	0	0	bei ya juu
override	0	0	0	0	0	0	0	0	0	0	kubatilisha
overrule	0	0	0	0	0	0	0	0	0	0	kupindua
overseer	0	0	0	0	0	0	0	0	0	0	mwangalizi
overshadow	0	0	0	0	0	0	0	0	0	0	kivuli
oversight	0	0	0	0	0	1	0	0	0	0	uangalizi
overstate	0	0	0	0	0	0	0	0	0	0	kupita kiasi
overstock	0	0	0	0	0	0	0	0	0	0	wingi
overt	0	0	0	1	0	0	0	0	0	0	wazi
overtake	0	0	0	0	0	0	0	0	0	0	pita
overtaken	0	0	0	0	0	0	0	0	0	0	kupitwa
overthrow	0	1	0	1	0	1	0	0	0	0	kupindua
overture	0	1	0	0	0	0	0	0	0	0	kupindua
overturn	0	0	0	0	0	1	0	0	0	0	kupindua
overwhelm	0	0	0	0	0	1	0	0	0	0	kuzidiwa
overwhelmed	0	0	0	0	0	1	0	1	0	0	kuzidiwa
overwhelming	0	0	0	0	0	0	1	0	0	0	balaa
overzealous	0	0	0	0	0	0	0	0	0	0	mwenye bidii kupita kiasi
owe	0	0	0	0	0	0	0	0	0	0	deni
owing	1	1	1	1	0	1	0	1	0	1	deni
owner	0	0	0	0	0	0	0	0	0	0	mmiliki
ownership	0	0	0	0	0	0	1	0	0	0	umiliki
ox	0	0	0	0	0	0	0	0	0	0	ng'ombe
oxidation	0	0	0	0	0	1	0	0	0	0	oxidation
oxygen	0	0	0	0	0	0	0	0	0	0	oksijeni
oxymoron	0	0	0	0	0	0	0	0	0	0	oksimoroni
oyster	0	0	0	0	0	0	0	0	0	0	chaza
pace	0	0	0	0	0	0	0	0	0	0	kasi
pacific	0	0	0	0	0	0	1	0	0	0	pacific
pacify	0	0	0	0	0	0	0	0	0	0	tuliza
pack	0	0	0	0	0	0	0	0	0	0	pakiti
package	0	0	0	0	0	0	0	0	0	0	kifurushi
packer	0	0	0	0	0	0	0	0	0	0	mpakizi
packet	0	0	0	0	0	0	0	0	0	0	pakiti
pact	0	0	0	0	0	0	0	0	0	1	mkataba
pad	0	0	0	0	0	0	1	0	0	0	pedi
padding	0	0	0	0	0	0	1	0	0	0	pedi
paddle	0	1	0	0	0	0	1	0	0	0	kasia
paddock	0	0	0	0	0	0	0	0	0	0	pedi
paddy	0	0	0	0	0	0	0	0	0	0	mpunga
padlock	0	0	0	0	0	0	0	0	0	0	kufuli
padre	0	0	0	0	0	0	0	0	0	0	padre
pagan	0	0	0	0	0	0	0	0	0	0	mpagani
paganism	0	0	0	0	0	0	0	0	0	0	upagani
page	0	0	0	0	0	0	0	0	0	0	ukurasa
pageant	0	0	0	0	0	0	0	0	0	0	mashindano
pagination	0	0	0	0	0	0	0	0	0	0	upagani
pagoda	0	0	0	0	0	0	0	0	0	0	pagoda
pail	0	0	0	0	0	0	0	0	0	0	ndoo
pain	0	0	0	1	0	1	0	1	0	0	maumivu
pained	0	0	0	1	0	1	0	1	0	0	maumivu
painful	1	0	1	1	0	1	0	1	0	0	chungu
painfully	0	0	0	0	0	1	0	1	0	0	kwa uchungu
painless	0	0	0	0	0	0	0	0	0	0	isiyo na uchungu
pains	0	0	0	0	0	1	0	0	0	0	maumivu
painstaking	0	0	0	0	0	0	0	0	0	0	yenye uchungu
paint	0	0	0	0	0	0	0	0	0	0	rangi
painted	0	0	0	0	0	0	0	0	0	0	ilipakwa rangi
painter	0	0	0	0	0	0	0	0	0	0	mchoraji
painting	0	0	0	0	0	0	0	0	0	0	uchoraji
pair	0	0	0	0	0	0	0	0	0	0	jozi
pajamas	0	0	0	0	0	0	0	0	0	0	pajama
pal	0	0	0	0	0	0	0	0	0	0	rafiki
palace	0	0	0	0	0	0	0	0	0	0	ikulu
palatable	0	0	0	0	0	0	1	0	0	0	yenye kupendeza
palate	0	0	0	0	0	0	0	0	0	0	kaakaa
paleontology	0	0	0	0	0	0	0	0	0	0	paleontolojia
palette	0	0	0	0	0	0	0	0	0	0	palette
pall	0	0	0	0	0	0	0	0	0	0	wepesi
palladium	0	0	0	0	0	0	0	0	0	0	paladiamu
pallet	0	0	0	0	0	0	0	0	0	0	godoro
palliative	0	0	0	0	0	0	1	0	0	0	kutuliza
palm	0	0	0	0	0	0	0	0	0	0	mitende
