English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Tajik Word
kite	0	0	1	0	0	1	0	0	0	0	кит
kitten	0	0	0	0	1	0	1	0	0	1	гӯрбача
knack	0	0	0	0	0	0	1	0	0	0	маҳорат
knapsack	0	0	0	0	0	0	0	0	0	0	сумка
knead	0	0	0	0	0	0	0	0	0	0	хамир кардан
knee	0	0	0	0	0	0	0	0	0	0	зону
kneel	0	0	0	0	0	0	0	0	0	0	зону зада
kneeling	0	0	0	0	0	0	0	0	0	0	зону зада
knell	0	0	0	1	0	1	0	1	0	0	занг занед
knickers	0	0	0	0	0	0	0	0	0	1	трикотаж
knife	0	0	0	0	0	0	0	0	0	0	корд
knight	0	0	0	0	0	0	1	0	0	0	рыцар
knit	0	0	0	0	0	0	0	0	0	0	бофтан
knob	0	0	0	0	0	0	0	0	0	0	тугма
knock	0	0	0	0	0	0	0	0	0	0	бикӯбед
knoll	0	0	0	0	0	0	0	0	0	0	нол
knot	0	0	0	0	0	0	0	0	0	0	гиреҳ
knotted	0	0	0	0	0	1	0	0	0	0	гиреҳ
knowing	0	0	0	0	0	0	1	0	0	0	донистан
knowingly	0	0	0	0	0	0	0	0	0	0	дидаю дониста
knowledge	0	0	0	0	0	0	1	0	0	0	дониш
knuckle	0	0	0	0	0	0	0	0	0	0	мушак
kos	0	0	0	0	0	0	0	0	0	0	кос
kris	0	0	0	0	0	0	0	0	0	0	крис
kudos	0	0	0	0	1	0	1	0	0	0	шукр
lab	0	0	0	0	0	0	0	0	0	0	лаборатория
label	0	0	0	0	0	0	0	0	0	1	нишона
labor	0	1	0	0	1	0	1	0	1	1	мехнат
laboratory	0	0	0	0	0	0	0	0	0	0	лаборатория
labored	0	0	0	0	0	1	0	1	0	0	мехнат кард
laborer	0	0	0	0	0	0	0	0	0	0	коргар
laboring	0	0	0	0	0	0	0	0	0	0	мехнат кардан
laborious	0	0	0	0	0	1	0	0	0	0	мехнатталаб
labyrinth	0	1	0	0	0	1	0	0	0	0	лабиринт
lac	0	0	0	0	0	0	0	0	0	0	лак
lace	1	0	0	1	0	1	1	1	0	1	тӯрӣ
lack	0	0	0	0	0	1	0	0	0	0	набудани
lacking	0	0	0	0	0	1	0	0	0	0	камбуд
lackluster	0	0	0	0	0	1	0	0	0	0	камбизоат
lacquer	0	0	0	0	0	0	0	0	0	0	лак
lacrosse	0	0	0	0	0	0	0	0	0	0	лакросс
lad	0	0	0	0	0	0	0	0	0	0	бача
ladder	0	0	0	0	0	0	0	0	0	0	нардбон
laden	0	0	0	0	0	1	0	0	0	0	бор карда шудааст
lading	0	0	0	0	0	0	0	0	0	0	борфарорӣ
ladle	0	0	0	0	0	0	0	0	0	0	чол
lady	0	0	0	0	0	0	0	0	0	0	хонум
lag	0	0	0	0	0	1	0	0	0	0	ақиб мондан
lagging	1	1	1	0	0	1	0	1	0	0	кафомонда
lagoon	0	0	0	0	0	0	0	0	0	0	лагуна
lair	0	0	0	0	0	1	0	0	0	0	лона
laity	0	0	0	0	0	0	0	0	0	0	диндор
lake	0	0	0	0	0	0	0	0	0	0	кӯл
lama	0	0	0	0	0	0	0	0	0	0	лама
lamb	0	0	0	0	1	0	1	0	0	1	гӯсфанд
lament	0	0	1	1	0	1	0	1	0	0	нола кардан
lamenting	0	0	0	0	0	0	0	1	0	0	нола кардан
lamina	0	0	0	0	0	0	0	0	0	0	ламина
laminated	0	0	0	0	0	0	0	0	0	0	ламинат карда шудааст
lamp	0	0	0	0	0	0	0	0	0	0	чароғ
lance	0	0	0	0	0	0	0	0	0	0	ланс
lancer	0	0	0	0	0	0	0	0	0	0	лансер
land	0	0	0	0	0	0	1	0	0	0	замин
landed	0	0	0	0	0	0	1	0	0	0	фуруд омад
landing	0	0	0	0	0	0	0	0	0	0	фуруд омадан
landlocked	0	0	0	0	0	0	0	0	0	0	ба баҳр баромад
landlord	0	0	0	0	0	0	0	0	0	0	соҳиби замин
landmark	0	0	0	0	0	0	0	0	0	1	нишонае
lands	0	0	0	0	0	0	0	0	0	0	заминхо
landscape	0	0	0	0	0	0	0	0	0	0	манзара
landscaping	0	0	0	0	0	0	0	0	0	0	кабудизоркунй
landslide	0	0	0	1	0	1	0	1	0	0	ярч
lane	0	0	0	0	0	0	0	0	0	0	хати
language	0	0	0	0	0	0	0	0	0	0	забон
languid	0	0	0	0	0	1	0	0	0	0	суст
languish	0	0	0	0	0	1	0	0	0	0	хастагӣ
languishing	0	0	0	1	0	1	0	1	0	0	хаста
lanky	0	0	0	0	0	0	0	0	0	0	лоғар
lantern	0	0	0	0	0	0	0	0	0	0	фонус
lap	0	0	0	0	0	0	0	0	0	0	даври
lapel	0	0	0	0	0	0	0	0	0	0	лаъл
lapse	0	0	0	0	0	1	0	0	0	0	гузаштан
lapsed	0	0	0	0	0	0	0	0	0	0	гузашт
larceny	0	0	1	0	0	1	0	0	0	0	дуздӣ
lard	0	0	0	0	0	0	0	0	0	0	равгани чарбу
larder	0	0	0	0	0	0	0	0	0	0	ларвар
large	0	0	0	0	0	0	0	0	0	0	калон
larger	0	0	1	0	0	0	0	0	1	1	калонтар
largo	0	0	0	0	0	0	0	0	0	0	ларго
lark	0	0	0	0	0	0	0	0	0	0	ларк
larva	0	0	0	0	0	0	0	0	0	0	кирмак
larynx	0	0	0	0	0	0	0	0	0	0	ҳалқ
laser	0	0	0	0	0	0	1	0	0	1	лазер
lash	1	0	0	1	0	1	0	0	0	0	дарранда
lass	0	0	0	0	0	0	0	0	0	0	хонум
lasso	0	0	0	0	0	0	0	0	0	0	лассо
lasting	0	0	0	0	0	0	0	0	0	0	пойдор
latch	0	0	0	0	0	0	0	0	0	0	қулф
late	0	0	0	0	0	1	0	1	0	0	дер
lateness	0	0	0	0	0	1	0	0	0	0	дер мондан
latent	1	1	1	0	0	1	0	0	1	0	нихонй
lateral	0	0	0	0	0	0	0	0	0	0	паҳлуӣ
laterally	0	0	0	0	0	0	0	0	0	0	паҳлӯӣ
latex	0	0	0	0	0	0	0	0	0	0	латекс
lathe	0	0	0	0	0	0	0	0	0	0	токарй
lather	0	0	0	0	0	0	0	0	0	0	кафк
latitude	0	0	0	0	0	0	0	0	0	0	арзи
latrines	0	0	1	0	0	1	0	0	0	0	ҳоҷатхонаҳо
lattice	0	0	0	0	0	0	0	0	0	0	торча
laudable	0	0	0	0	0	0	1	0	0	0	шоистаи таҳсин
laugh	0	0	0	0	1	0	1	0	1	0	ханда
laughable	0	0	1	0	0	1	0	0	0	0	хандаовар
laughing	0	0	0	0	1	0	1	0	0	0	хандидан
laughter	0	1	0	0	1	0	1	0	1	0	ханда
launch	0	1	0	0	0	0	1	0	0	0	оғоз
laundry	0	0	0	0	0	0	0	0	0	0	ҷомашӯӣ
laureate	0	0	0	0	0	0	1	0	0	1	лауреат
laurel	0	0	0	0	0	0	1	0	0	0	лавр
laurels	0	0	0	0	1	0	1	0	0	0	лавра
lava	1	0	0	1	0	1	0	0	0	0	лава
lavage	0	0	0	0	0	0	0	0	0	0	шустан
lavatory	0	0	1	0	0	0	0	0	0	0	ҳоҷатхона
lavender	0	0	0	0	0	0	0	0	0	0	лаванда
lavish	0	0	0	0	0	0	1	0	0	0	пурдабдаба
law	0	0	0	0	0	0	0	0	0	1	қонун
lawful	0	0	0	0	0	0	1	0	0	1	қонунӣ
lawlessness	1	0	0	1	0	1	0	0	0	0	қонуншиканӣ
lawn	0	0	0	0	0	0	0	0	0	0	газон
lawsuit	1	0	1	1	0	1	0	1	1	0	даъво
lawyer	1	0	1	1	0	1	0	0	0	0	ҳимоягар
lax	0	0	0	0	0	1	0	1	0	0	суст
laxative	0	0	1	1	0	1	0	0	0	0	исҳоловар
lay	0	0	0	0	0	0	0	0	0	0	хобидан
layer	0	0	0	0	0	0	0	0	0	0	қабат
layered	0	0	0	0	0	0	0	0	0	0	кабатнок
layman	0	0	0	0	0	0	0	0	0	0	одамизод
lazy	0	0	0	0	0	1	0	0	0	0	танбал
lea	0	0	0	0	0	0	0	0	0	0	ли
lead	0	0	0	0	0	0	1	0	0	0	рохбарй кардан
leader	0	0	0	0	0	0	1	0	0	1	рохбар
leading	0	0	0	0	0	0	0	0	0	1	рохбарй мекунад
leads	0	0	0	0	0	0	0	0	0	0	мебарад
leaf	0	0	0	0	0	0	0	0	0	0	барг
leaflet	0	0	0	0	0	0	0	0	0	0	варака
leafy	0	0	0	0	0	0	0	0	0	0	баргдор
league	0	0	0	0	0	0	1	0	0	0	лига
leak	0	0	0	0	0	1	0	0	0	0	шоридан
leakage	0	0	0	0	0	1	0	0	0	0	ихроҷ
leaky	0	0	0	0	0	1	0	0	0	0	пошида
lean	0	0	0	0	0	0	0	0	0	0	лоғар
leaned	0	0	0	0	0	0	0	0	0	0	такя кард
leaning	0	0	0	0	0	0	0	0	0	1	такя кардан
leap	0	0	0	0	0	0	0	0	0	0	ҷаҳиш
learn	0	0	0	0	0	0	1	0	0	0	омӯзанд
learned	0	0	0	0	0	0	0	0	0	0	омӯхт
learner	0	0	0	0	0	0	0	0	0	0	донишомӯз
learning	0	0	0	0	0	0	1	0	0	0	омӯхтан
lease	0	0	0	0	0	0	0	0	0	0	ичора
leash	0	0	0	0	0	0	0	0	0	0	банд
leather	0	0	0	0	0	0	0	0	0	0	чарм
leathery	0	0	0	0	0	0	0	0	0	0	чарм
leave	0	0	0	0	0	1	0	1	1	0	тарк кунед
lecture	0	0	0	0	0	0	0	0	0	0	лекция
lecturer	0	0	0	0	0	0	1	0	0	0	лектор
ledge	0	0	0	0	0	0	0	0	0	0	тахта
ledger	0	0	0	0	0	0	0	0	0	0	дафтар
lee	0	0	0	0	0	0	0	0	0	0	ли
leech	0	0	0	0	0	1	0	0	0	0	пиёз
leeches	0	0	1	1	0	1	0	0	0	0	пиёзҳо
leer	0	0	1	0	0	1	0	0	0	0	овора
leery	0	0	0	0	0	0	0	0	1	0	бепарво
lees	0	0	0	0	0	0	0	0	0	0	лис
leeway	0	0	0	0	0	0	1	0	0	0	озод
left	0	0	0	0	0	0	0	0	0	0	чап
leg	0	0	0	0	0	0	0	0	0	0	пои
legacy	0	0	0	0	0	0	0	0	0	0	мерос
legal	0	0	0	0	0	0	1	0	0	1	қонунӣ
legality	0	0	0	0	0	0	0	0	0	0	қонуният
legalize	0	0	0	0	0	0	0	0	0	0	қонунӣ кунанд
legalized	1	0	0	1	1	0	1	0	0	1	қонунӣ гардонида шудааст
legally	0	0	0	0	0	0	0	0	0	0	қонунӣ
legend	0	0	0	0	0	0	0	0	0	0	афсона
legendary	0	0	0	0	0	0	1	0	0	0	афсонавӣ
legibility	0	0	0	0	0	0	1	0	0	0	хониш
legible	0	0	0	0	0	0	1	0	0	0	хондашаванда
legion	0	0	0	0	0	0	0	0	0	0	легион
legislate	0	0	0	0	0	0	0	0	0	0	қонунгузорӣ
legislation	0	0	0	0	0	0	0	0	0	0	қонунгузорӣ
legislative	0	0	0	0	0	0	0	0	0	0	қонунгузор
legislator	0	0	0	0	0	0	0	0	0	1	қонунгузор
legislature	0	0	0	0	0	0	0	0	0	1	конунгузор
legitimacy	0	0	0	0	0	0	0	0	0	1	қонуният
legs	0	0	0	0	0	0	0	0	0	0	пойҳо
legume	0	0	0	0	0	0	0	0	0	0	лубиёгй
leisure	0	1	0	0	1	0	1	0	1	1	истирохат
leisurely	0	0	0	0	0	0	1	0	0	0	оромона
lemma	0	0	0	0	0	0	1	0	0	0	лемма
lemon	0	0	1	0	0	1	0	0	0	0	лимӯ
lend	0	0	0	0	0	0	0	0	0	0	қарз диҳед
lender	0	0	0	0	0	0	0	0	0	1	қарздиҳанда
lending	0	0	0	0	0	0	0	0	0	0	қарз додан
length	0	0	0	0	0	0	0	0	0	0	дарозӣ
lengthen	0	0	0	0	0	0	0	0	0	0	дароз кардан
lengthened	0	0	0	0	0	0	0	0	0	0	дароз кард
lengthening	0	0	0	0	0	0	0	0	0	0	дароз кардан
lengthwise	0	0	0	0	0	0	0	0	0	0	ба дарозӣ
lengthy	0	0	0	0	0	0	0	0	0	0	дароз
leniency	0	0	0	0	0	0	0	0	0	0	сабукӣ
lenient	0	0	0	0	0	0	1	0	0	0	мулоим
lens	0	0	0	0	0	0	0	0	0	0	линза
leopard	0	0	0	0	0	0	0	0	0	0	паланг
leprosy	0	0	1	1	0	1	0	1	0	0	махав
lessee	0	0	0	0	0	0	0	0	0	0	ичорагир
lessen	0	1	0	0	0	1	0	0	0	0	кам кардан
lessening	0	0	0	0	0	0	0	0	0	0	кам шудан
lesser	0	0	1	0	0	1	0	0	0	0	камтар
lesson	0	1	0	0	0	0	1	0	0	1	дарс
lessor	0	0	0	0	0	0	0	0	0	0	ичорадех
lethal	0	0	1	1	0	1	0	1	0	0	марговар
lethargic	0	0	0	0	0	0	0	0	0	0	сустӣ
lethargy	0	0	0	0	0	1	0	1	0	0	летаргия
letter	0	1	0	0	0	0	0	0	0	0	мактуб
lettered	0	1	0	0	0	0	1	0	0	1	мактуб навишта шудааст
letters	0	0	0	0	0	0	0	0	0	0	мактубхо
lettuce	0	0	0	0	0	0	0	0	0	0	каҳу
leukemia	1	0	0	1	0	1	0	1	0	0	лейкемия
levee	0	0	0	0	0	0	0	0	0	1	леви
level	0	0	0	0	0	0	1	0	0	1	сатҳи
lever	0	0	0	0	0	0	0	0	0	0	фишанг
leverage	0	0	0	0	0	0	1	0	0	0	фишанг
levy	0	0	0	0	0	1	0	0	0	0	андоз
lewd	0	0	1	0	0	1	0	0	0	0	зино
lexicon	0	0	0	0	0	0	0	0	0	0	лексикон
ley	0	0	0	0	0	0	0	0	0	0	лей
liabilities	0	0	0	0	0	0	0	0	0	0	ӯҳдадориҳо
liability	0	0	0	0	0	0	0	0	0	0	масъулият
liaison	0	0	0	0	0	1	0	0	0	0	алока
liar	0	0	1	0	0	1	0	0	0	0	дурӯғгӯй
libel	1	0	0	1	0	1	0	0	0	1	тӯҳмат
libelous	0	0	0	0	0	0	0	0	0	0	тӯҳматангез
liberal	0	0	0	0	0	1	1	0	0	0	либералй
liberalism	0	0	0	0	0	0	0	0	0	0	либерализм
liberate	1	1	0	0	1	0	1	0	1	1	озод кардан
liberation	0	1	0	0	1	0	1	0	1	0	озодшавй
liberty	0	1	0	0	1	0	1	0	1	1	озодй
libido	0	0	0	0	0	0	0	0	0	0	либидо
librarian	0	0	0	0	0	0	0	0	0	0	китобдор
library	0	0	0	0	0	0	1	0	0	0	китобхона
libretto	0	0	0	0	0	0	0	0	0	0	либретто
license	0	0	0	0	0	0	0	0	0	0	иҷозатнома
lichen	0	0	0	0	0	0	0	0	0	0	лихен
lick	0	0	1	0	0	1	0	0	0	0	лесидан
lid	0	0	0	0	0	0	0	0	0	0	сарпӯш
lie	1	0	1	0	0	1	0	1	0	0	дурӯғ
liege	0	0	0	0	0	0	0	0	0	0	лиеж
lien	0	0	0	0	0	0	0	0	0	0	гарав
lieu	0	0	0	0	0	0	0	0	0	0	ба ҷои
lieutenant	0	0	0	0	0	0	0	0	0	1	лейтенант
life	0	0	0	0	0	0	0	0	0	0	хаёт
lifeblood	0	0	0	0	0	0	1	0	0	0	хуни хаёт
lifeboat	0	0	0	0	0	0	0	0	0	0	киштии наҷотбахш
lifeless	0	0	0	1	0	1	0	1	0	0	беҷон
lifelike	0	0	0	0	0	0	0	0	0	0	зиндадил
lifelong	0	0	0	0	0	0	0	0	0	0	умрбод
lifetime	0	0	0	0	0	0	0	0	0	0	умр
lift	0	0	0	0	0	0	0	0	0	0	бардоред
ligament	0	0	0	0	0	0	0	0	0	0	пайвандак
ligation	0	0	0	0	0	0	0	0	0	0	бастабандӣ
light	0	0	0	0	0	0	0	0	0	0	нур
lighten	0	0	0	0	0	0	0	0	0	0	сабук кардан
lighthouse	0	0	0	0	0	0	1	0	0	0	маяк
lightness	0	0	0	0	0	0	0	0	0	0	сабукӣ
lightning	1	0	0	1	0	0	0	0	1	0	барқ
likelihood	0	0	0	0	0	0	0	0	0	0	эҳтимолият
likeness	0	0	0	0	0	0	0	0	0	0	монандӣ
likewise	0	0	0	0	0	0	0	0	0	0	инчунин
liking	0	0	0	0	1	0	1	0	0	1	писанд омадан
lilac	0	0	0	0	0	0	0	0	0	0	сирпиёз
lily	0	0	0	0	0	0	0	0	0	0	савсан
limb	0	0	0	0	0	0	0	0	0	0	узв
limbo	0	0	0	0	0	0	0	0	0	0	лимбо
limit	0	0	0	0	0	0	0	0	0	0	маҳдудият
limitation	0	0	0	0	0	0	0	0	0	0	маҳдудият
limited	1	0	0	0	0	1	0	1	0	0	маҳдуд
limitless	0	0	0	0	0	0	0	0	0	0	беканор
limousine	0	0	0	0	0	0	0	0	0	0	лимузин
limp	0	0	0	0	0	1	0	0	0	0	ланг
lin	0	0	0	0	0	0	0	0	0	0	лин
line	0	0	0	0	0	0	0	0	0	0	хат
lineage	0	0	0	0	0	0	0	0	0	0	насл
lineal	0	0	0	0	0	0	0	0	0	0	хаттӣ
linear	0	0	0	0	0	0	0	0	0	0	хаттӣ
lined	0	0	0	0	0	0	0	0	0	0	катидор
linen	0	0	0	0	0	0	0	0	0	0	катон
liner	0	0	0	0	0	0	0	0	0	0	лайнер
lines	0	0	0	1	0	0	0	0	0	0	хатҳо
linger	0	1	0	0	0	0	0	0	0	0	мондан
lingo	0	0	0	0	0	0	0	0	0	0	забон
lingual	0	0	0	0	0	0	0	0	0	0	забонӣ
linguist	0	0	0	0	0	0	1	0	0	1	забоншинос
linguistic	0	0	0	0	0	0	0	0	0	0	забоншиносӣ
linguistics	0	0	0	0	0	0	0	0	0	0	забоншиносӣ
lining	0	0	0	0	0	0	0	0	0	0	андова
link	0	0	0	0	0	0	0	0	0	0	пайванд
linoleum	0	0	0	0	0	0	0	0	0	0	линолеум
lint	0	0	0	0	0	1	0	0	0	0	линт
lion	0	0	0	1	0	0	1	0	0	0	шер
lip	0	0	0	0	0	0	0	0	0	0	лаб
lipstick	0	0	0	0	0	0	0	0	0	0	лаблабу
liquefaction	0	0	0	0	0	0	0	0	0	0	моеъшавӣ
liquefied	0	0	0	0	0	0	0	0	0	0	моеъ карда шудааст
liqueur	0	0	0	0	0	0	0	0	0	0	ликёр
liquid	0	0	0	0	0	0	0	0	0	0	моеъ
liquidate	0	0	0	0	0	0	0	0	0	0	бархам додан
liquidation	0	0	0	0	0	0	0	0	0	0	бархам додан
liquidator	0	0	0	0	0	0	0	0	0	0	барҳамдиҳанда
liquidity	0	0	0	0	0	0	0	0	0	0	пардохтпазирӣ
liquor	1	0	0	0	1	1	0	1	0	0	алкогол
lisp	0	0	0	0	0	0	0	0	0	0	лисп
list	0	0	0	0	0	0	0	0	0	0	рӯйхат
listen	0	0	0	0	0	0	0	0	0	0	гӯш кардан
listener	0	0	0	0	0	0	0	0	0	0	шунаванда
listing	0	0	0	0	0	0	0	0	0	0	листинг
listless	0	0	0	0	0	1	0	1	0	0	бепарво
litany	0	0	0	0	0	0	0	0	0	0	литания
literally	0	0	0	0	0	0	0	0	0	0	айнан
literary	0	0	0	0	0	0	0	0	0	0	адабй
literature	0	0	0	0	0	0	0	0	0	0	адабиёт
lithe	0	0	0	0	0	0	1	0	0	0	ласт
lithograph	0	0	0	0	0	0	0	0	0	0	литография
lithography	0	0	0	0	0	0	0	0	0	0	литография
lithology	0	0	0	0	0	0	0	0	0	0	литология
lithosphere	0	0	0	0	0	0	0	0	0	0	литосфера
litigant	0	0	0	0	0	1	0	0	0	0	даъвогар
litigate	1	1	1	1	0	1	0	1	0	0	даъво кардан
litigation	0	0	0	0	0	1	0	0	0	0	даъво
litigious	1	0	1	0	0	1	0	0	0	0	даъвогар
litter	0	0	0	0	0	1	0	0	0	0	партов
littoral	0	0	0	0	0	0	0	0	0	0	соҳилӣ
liturgy	0	0	0	0	0	0	0	0	0	0	литургия
livelihood	0	0	0	0	0	0	0	0	0	0	рузгор
livery	0	0	0	0	0	0	0	0	0	0	ливор
livid	1	0	1	0	0	1	0	0	0	0	ливид
living	0	0	0	0	0	0	0	0	0	0	зиндагӣ
llama	0	0	0	0	0	0	0	0	0	0	лама
load	0	0	0	0	0	0	0	0	0	0	бор кардан
loaf	0	0	0	0	0	1	0	0	0	0	нон
loafer	0	0	0	0	0	1	0	0	0	0	лофер
loam	0	0	0	0	0	0	0	0	0	0	намнок
loan	0	0	0	0	0	0	0	0	0	0	қарз
loath	1	0	0	0	0	1	0	0	0	0	нафрат
loathe	1	0	1	0	0	1	0	0	0	0	нафрат кардан
loathing	0	0	1	0	0	1	0	0	0	0	нафратовар
loathsome	1	0	1	0	0	1	0	0	0	0	нафратовар
lobby	0	0	0	0	0	0	0	0	0	0	лобби
lobbyist	0	0	0	0	0	1	0	0	0	0	лоббист
lobe	0	0	0	0	0	0	0	0	0	0	лоб
local	0	0	0	0	0	0	0	0	0	0	маҳаллӣ
locale	0	0	0	0	0	0	0	0	0	0	маҳаллӣ
locality	0	0	0	0	0	0	0	0	0	0	махаллй
localization	0	0	0	0	0	0	0	0	0	0	маҳаллисозӣ
localize	0	1	0	0	0	0	0	0	0	0	маҳаллисозӣ
locate	0	0	0	0	0	0	0	0	0	0	ҷойгир кардан
location	0	0	0	0	0	0	0	0	0	0	ҷойгиршавӣ
loch	0	0	0	0	0	0	0	0	0	0	лох
lock	0	0	0	0	0	0	0	0	0	0	қулф
locker	0	0	0	0	0	0	0	0	0	0	ҷевон
locksmith	0	0	0	0	0	0	0	0	0	0	челонгар
lockup	0	0	0	1	0	1	0	1	0	0	қуфл
locomotion	0	0	0	0	0	0	0	0	0	0	локомотив
locomotive	0	0	0	0	0	0	0	0	0	0	локомотив
locust	0	0	0	1	0	1	0	0	0	0	малах
lodge	0	0	0	0	0	0	0	0	0	0	манзил
lodger	0	0	0	0	0	0	0	0	0	0	иҷорагир
lodging	0	0	0	0	0	0	0	0	0	1	манзил
loft	0	0	0	0	0	0	0	0	0	0	ошёна
lofty	0	0	0	0	0	1	0	0	0	0	баланд
log	0	0	0	0	0	0	0	0	0	0	сабт
logarithm	0	0	0	0	0	0	0	0	0	0	логарифм
logarithmic	0	0	0	0	0	0	0	0	0	0	логарифмӣ
logic	0	0	0	0	0	0	0	0	0	0	мантиқ
logical	0	0	0	0	0	0	1	0	0	0	мантиқӣ
logistics	0	0	0	0	0	0	0	0	0	0	логистика
logotype	0	0	0	0	0	0	0	0	0	0	логотип
loin	0	0	0	0	0	0	0	0	0	0	камар
lollipop	0	0	0	0	0	0	0	0	0	0	ллипоп
lone	0	0	0	0	0	0	0	1	0	0	танҳо
loneliness	0	0	0	1	0	1	0	1	0	0	танҳоӣ
lonely	1	0	1	1	0	1	0	1	0	0	танҳоӣ
lonesome	0	0	0	0	0	1	0	1	0	0	танҳоӣ
long	0	1	0	0	0	0	0	0	0	0	дароз
longevity	0	0	0	0	0	0	1	0	0	0	умри дароз
longing	0	1	0	0	0	0	0	1	0	0	ҳавас
longitude	0	0	0	0	0	0	0	0	0	0	дарозӣ
longitudinal	0	0	0	0	0	0	0	0	0	0	тулонӣ
longitudinally	0	0	0	0	0	0	0	0	0	0	ба таври тулонӣ
loo	0	0	1	0	0	1	0	0	0	0	лу
lookout	0	0	0	0	0	0	0	0	0	0	нигоҳ кардан
loom	0	1	0	1	0	1	0	0	0	0	дастгохи бофандагй
looming	0	0	0	0	0	0	0	0	0	0	дар пеш истода
loon	0	0	1	0	0	1	0	0	0	0	лоун
loony	0	0	0	0	0	1	0	0	0	0	девона
loop	0	0	0	0	0	0	0	0	0	0	ҳалқа
loophole	0	0	0	0	0	0	0	0	0	0	рахна
loosen	0	0	0	0	0	0	0	0	0	0	воз кардан
loosening	0	0	0	0	0	0	0	0	0	0	суст шудан
loot	0	0	0	0	0	1	0	0	0	0	ғорат
lop	0	0	0	0	0	0	0	0	0	0	лоп
lopsided	0	0	0	0	0	0	0	0	0	0	печида
lord	0	0	1	0	0	1	1	0	0	1	оғо
lords	0	0	0	0	0	0	0	0	0	0	хоҷагон
lordship	0	0	0	0	0	0	1	0	0	0	подшоҳӣ
lore	0	0	0	0	0	0	0	0	0	0	маърифат
lorry	0	0	0	0	0	0	0	0	0	0	мошини боркаш
lose	1	0	1	1	0	1	0	1	1	0	гум кардан
losing	1	0	0	0	0	1	0	1	0	0	гум кардан
loss	1	0	0	1	0	1	0	1	0	0	талафот
lost	0	0	0	0	0	1	0	1	0	0	гум шуд
lot	0	0	0	0	0	0	0	0	0	0	бисёр
lotion	0	0	0	0	0	0	0	0	0	0	лосьон
lots	0	0	0	0	0	0	0	0	0	0	бисёр
lottery	0	1	0	0	0	0	0	0	0	0	лотерея
lotto	0	0	0	0	0	0	0	0	0	0	лото
loud	0	0	0	0	0	0	0	0	0	0	баланд
loudly	0	0	0	0	0	0	0	0	0	0	бо овози баланд
loudness	1	0	0	0	0	1	0	0	0	0	баландӣ
lounge	0	0	0	0	0	1	0	0	0	0	толор
louse	0	0	1	0	0	1	0	0	0	0	бит
lovable	0	0	0	0	1	0	1	0	0	1	дӯстдошта
love	0	0	0	0	1	0	1	0	0	0	ишк
lovely	0	1	0	0	1	0	1	1	1	1	зебо
lovemaking	0	0	0	0	1	0	1	0	0	1	ишқбозӣ
lover	0	1	0	0	1	0	1	0	0	1	ошиқ
loving	0	0	0	0	1	0	1	0	0	1	дӯстдошта
lower	0	0	0	0	0	1	0	1	0	0	пасттар
lowering	0	0	0	0	0	1	0	0	0	0	паст кардан
lowest	0	0	0	0	0	1	0	1	0	0	пасттарин
lowlands	0	0	0	0	0	1	0	0	0	0	пастихо
lowly	0	0	0	0	0	1	0	1	0	0	паст
loyal	0	0	0	1	1	0	1	0	1	1	содик
loyalty	0	0	0	0	0	0	1	0	0	1	садоқат
lubricate	0	0	0	0	0	0	0	0	0	0	молидан
lubrication	0	0	0	0	0	0	0	0	0	0	молидан
luck	0	1	0	0	1	0	1	0	1	0	бахт
lucky	0	0	0	0	1	0	1	0	1	0	бахт
ludicrous	0	0	0	0	0	1	0	0	0	0	хандаовар
lug	0	0	0	0	0	0	0	0	0	0	луг
luggage	0	0	0	0	0	0	0	0	0	0	бағоҷ
lull	0	1	0	0	0	0	0	0	0	0	сукут
lullaby	0	0	0	0	0	0	0	0	0	0	бешавӣ
lumbar	0	0	0	0	0	0	0	0	0	0	камар
lumber	0	0	0	0	0	0	0	0	0	0	чубу тахта
lumbering	0	0	0	0	0	1	0	0	0	0	чубу тахта
luminescent	0	0	0	0	0	0	0	0	0	0	люминесцент
luminous	0	0	0	0	0	0	0	0	0	0	равшан
lump	0	0	0	0	0	1	0	0	0	0	пора
lumpy	0	0	1	0	0	1	0	0	0	0	лӯнда
lunacy	1	0	1	1	0	1	0	1	0	0	девонаворӣ
lunar	0	0	0	0	0	0	0	0	0	0	моҳӣ
lunatic	1	0	1	1	0	1	0	0	0	0	девона
lunch	0	0	0	0	0	0	0	0	0	0	хӯроки нисфирӯзӣ
luncheon	0	0	0	0	0	0	0	0	0	0	хӯроки нисфирӯзӣ
lunge	0	0	0	0	0	0	0	0	1	0	ланг
lungs	0	0	0	0	0	0	0	0	0	0	шуш
lurch	0	0	0	0	0	1	0	0	0	0	лағжиш
lure	0	0	0	0	0	1	0	0	0	0	фирефтан
lurid	0	0	1	0	0	1	0	0	0	0	девона
lurk	0	0	0	0	0	1	0	0	0	0	паноҳ бурдан
lurking	0	0	0	0	0	1	0	0	0	0	пиндоштан
luscious	0	1	0	0	1	0	1	0	0	0	болаззат
lush	0	0	1	0	0	1	0	1	0	0	сероб
lust	0	1	0	0	0	1	0	0	0	0	шаҳват
luster	0	0	0	0	1	0	1	0	0	0	дурахшон
lustful	0	0	0	0	0	1	0	0	0	0	шаҳватпараст
lustrous	0	0	0	0	0	0	1	0	0	0	дурахшон
lusty	0	0	1	0	0	0	0	0	0	0	шаҳватомез
