English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Samoan Word
nihilism	0	0	0	0	0	1	0	0	0	0	nihilism
nil	0	0	0	0	0	0	0	0	0	0	leai
nimble	0	0	0	0	0	0	0	0	0	0	taufetuli
ninety	0	0	0	0	0	0	0	0	0	0	iva sefulu
ninth	0	0	0	0	0	0	0	0	0	0	tulaga iva
nip	0	0	0	0	0	0	0	0	0	0	tui
nipple	0	0	0	0	0	0	0	0	0	0	susu
nix	0	0	0	0	0	0	0	0	0	0	leai
nobility	0	1	0	0	0	0	1	0	0	1	tamalii
noble	0	0	0	0	0	0	1	0	0	1	tamalii
nobleman	0	0	0	0	0	0	1	0	0	1	tamalii
nocturnal	0	0	0	0	0	0	0	0	0	0	po
nod	0	0	0	0	0	0	0	0	0	0	luelue
nodding	0	0	0	0	0	0	0	0	0	0	luelue le ulu
node	0	0	0	0	0	0	0	0	0	0	node
nodular	0	0	0	0	0	0	0	0	0	0	nodular
nodule	0	0	0	0	0	0	0	0	0	0	nodule
noise	0	0	0	0	0	1	0	0	0	0	pisapisao
noisy	1	0	0	0	0	1	0	0	0	0	pisapisao
nomad	0	0	0	0	0	0	0	0	0	0	feoa'i
nomadic	0	0	0	0	0	0	0	0	0	0	feoa'i
nomenclature	0	0	0	0	0	0	0	0	0	0	nomenclature
nominal	0	0	0	0	0	0	0	0	0	0	igoa
nominate	0	0	0	0	0	0	0	0	0	0	filifilia
nomination	0	0	0	0	0	0	1	0	0	0	filifiliga
nominee	0	0	0	0	0	0	0	0	0	0	sui filifilia
nonce	0	0	0	0	0	0	0	0	0	0	leai
noncompliance	1	1	0	1	0	1	0	1	0	0	le usitaia
nondescript	0	0	0	0	0	0	0	0	0	0	lē fa'ailoaina
nonexistent	0	0	0	0	0	0	0	0	0	0	e le o iai
nonpayment	0	0	0	0	0	0	0	0	0	0	le totogiina
nonresident	0	0	0	0	0	0	0	0	0	0	lē nofomau
nonsense	0	0	0	0	0	1	0	0	0	0	fa'avalevalea
nonsensical	0	0	0	0	0	1	0	1	0	0	fa'avalevalea
noodle	0	0	0	0	0	0	0	0	0	0	saimini
nook	0	0	0	0	0	0	0	0	0	0	tulimanu
noon	0	0	0	0	0	0	0	0	0	0	aoauli
noose	0	0	0	0	0	1	0	1	0	0	noose
norm	0	0	0	0	0	0	0	0	0	0	masani
normal	0	0	0	0	0	0	0	0	0	0	masani
normalcy	0	0	0	0	0	0	0	0	0	0	tulaga masani
normality	0	0	0	0	0	0	1	0	0	0	masani
nose	0	0	1	0	0	0	0	0	0	0	isu
nostalgia	0	0	0	0	0	0	0	0	0	0	fa'anoanoa
nostril	0	0	0	0	0	0	0	0	0	0	gutu isu
notable	0	0	0	0	1	0	1	0	0	1	iloga
notables	0	0	0	0	0	0	1	0	0	0	tagata iloga
notably	0	0	0	0	0	0	0	0	0	0	aemaise lava
notary	0	0	0	0	0	0	0	0	0	1	notari
notation	0	0	0	0	0	0	0	0	0	0	fa'ailoga
notch	0	0	0	0	0	0	0	0	0	0	togitogi
notched	0	0	0	0	0	0	0	0	0	0	togitogi
note	0	0	0	0	0	0	0	0	0	0	fa'amatalaga
notebook	0	0	0	0	0	0	0	0	0	0	api
noted	0	0	0	0	0	0	1	0	0	0	matauina
noteworthy	0	0	0	0	0	0	0	0	0	0	mata'ina
nothingness	0	0	0	0	0	1	0	1	0	0	leai se mea
notice	0	0	0	0	0	0	0	0	0	0	matau
noticeable	0	0	0	0	0	0	0	0	0	0	mata'ina
notification	0	1	0	0	0	0	0	0	0	0	faasilasilaga
notify	0	0	0	0	0	0	0	0	0	0	logo
notion	0	0	0	0	0	0	1	0	0	0	manatu
notional	0	0	0	0	0	0	0	0	0	0	manatu
notoriety	1	0	1	1	0	1	1	0	0	0	ta'uta'ua
notwithstanding	0	0	0	0	0	0	0	0	0	0	e ui i lea
nought	0	0	0	0	0	0	0	0	0	0	leai se mea
noun	0	0	0	0	0	0	0	0	0	0	nauna
nourish	0	0	0	0	0	0	0	0	0	0	fafaga
nourishment	0	0	0	0	0	0	1	0	0	0	fafaga
nouveau	0	0	0	0	0	0	0	0	0	0	fou
novelty	0	0	0	0	0	0	0	0	0	0	fou
novice	0	0	0	0	0	0	0	0	0	0	tagata fou
nowadays	0	0	0	0	0	0	0	0	0	0	i aso nei
noxious	0	0	1	1	0	1	0	0	0	0	leaga
nozzle	0	0	0	0	0	0	0	0	0	0	fa'asu'u
nuance	0	0	0	0	0	0	0	0	0	0	nuance
nuances	0	0	0	0	0	0	0	0	0	0	nuances
nucleus	0	0	0	0	0	0	0	0	0	0	nucleus
nude	0	0	0	0	0	0	0	0	0	0	le lavalava
nudge	0	0	0	0	0	0	0	0	0	0	fa'aoso
nudity	0	0	0	0	0	0	0	0	0	0	le lavalava
nugget	0	0	0	0	0	0	0	0	0	0	nukuti
nuisance	1	0	0	0	0	1	0	0	0	0	fa'alavelave
nul	0	0	0	0	0	1	0	0	0	0	nul
null	0	0	0	0	0	0	0	0	0	0	null
nullify	0	0	0	0	0	1	0	0	1	0	fa'aleaogaina
numb	0	0	0	0	0	1	0	0	0	0	nutimomoia
number	0	0	0	0	0	0	0	0	0	0	numera
numbering	0	0	0	0	0	0	0	0	0	0	faanumera
numbers	0	0	0	0	0	0	1	0	0	0	numera
numbness	0	0	0	0	0	1	0	1	0	0	fa'alogona
numeral	0	0	0	0	0	0	0	0	0	0	numera
numerator	0	0	0	0	0	0	0	0	0	0	numera
numerical	0	0	0	0	0	0	0	0	0	0	numera
numerically	0	0	0	0	0	0	0	0	0	0	numera
numerous	0	0	0	0	0	0	0	0	0	0	tele
nun	0	0	0	0	0	1	0	0	0	1	nun
nurse	0	0	0	0	0	0	1	0	0	1	tausimai
nursery	0	0	0	0	1	0	1	0	0	1	vasega pepe
nurture	1	1	1	1	1	0	1	0	0	1	faafailele
nutmeg	0	0	0	0	0	0	0	0	0	0	nutmeg
nutrition	0	0	0	0	0	0	0	0	0	0	taumafa
nutritious	0	0	0	0	0	0	1	1	0	0	mea'ai
nutritive	0	0	0	0	0	0	0	0	0	0	mea'ai
nuts	0	0	0	0	0	0	0	0	0	0	nati
nymph	0	0	0	0	0	0	0	0	0	0	nymph
oaf	0	0	0	0	0	1	0	0	0	0	oaf
oak	0	0	0	0	0	0	1	0	0	0	oak
oar	0	0	0	0	0	0	0	0	0	0	foe
oasis	0	1	0	0	1	0	1	0	0	1	oasis
oath	0	0	0	0	0	0	1	0	0	1	tautoga
oatmeal	0	0	0	0	0	0	0	0	0	0	oatmeal
obedience	0	0	0	0	0	0	1	0	0	1	usiusitai
obedient	0	0	0	0	0	0	0	0	0	0	usiusitai
obediently	0	0	0	0	0	0	0	0	0	0	ma le usiusitai
obelisk	0	0	0	0	0	0	0	0	0	0	obelisk
obese	0	0	1	0	0	1	0	0	0	0	lapo'a
obesity	0	0	1	0	0	1	0	1	0	0	puta
obey	0	0	0	1	0	0	0	0	0	1	usita'i
obi	0	0	1	1	0	1	0	0	0	0	obi
obit	0	0	0	0	0	1	0	1	1	0	obit
obituary	0	0	0	0	0	1	0	1	0	0	maliu
object	0	0	0	0	0	0	0	0	0	0	mea faitino
objection	1	0	0	0	0	1	0	0	0	0	tetee
objectionable	0	0	0	0	0	1	0	0	0	0	lē fiafia
objective	0	1	0	0	0	0	1	0	0	1	fa'amoemoega
obligation	0	0	0	0	0	0	0	0	0	0	noataga
obligatory	0	0	0	0	0	0	0	0	0	0	tatau
oblige	0	0	0	0	0	1	0	0	0	1	fa'atonu
obliged	0	0	0	0	0	0	0	0	0	0	noatia
obliging	1	1	1	1	1	0	1	0	1	1	fa'atosina
obligor	0	0	0	1	0	1	0	0	0	0	fa'atosina
oblique	0	0	0	0	0	0	0	0	0	0	fa'asa'o
obliterate	1	0	0	1	0	1	0	1	0	0	fa'aumatia
obliterated	1	0	0	1	0	1	0	0	0	0	fa'aumatia
obliteration	0	0	0	1	0	1	0	1	0	0	fa'aumatiaga
oblivion	1	0	0	1	0	1	0	0	0	0	galo
oblivious	0	0	0	0	0	0	0	0	0	0	ua galoma
oblong	0	0	0	0	0	0	0	0	0	0	uumi
obnoxious	1	0	1	0	0	1	0	1	0	0	matagā
oboe	0	0	0	0	0	0	0	0	0	0	oboe
obscene	0	0	1	0	0	1	0	0	0	0	matagā
obscenity	1	0	1	0	0	1	0	0	0	0	mea matagā
obscure	0	0	0	0	0	0	0	0	0	0	faanenefu
obscured	0	0	0	0	0	0	0	0	0	0	faanenefu
obscurity	0	0	0	0	0	1	0	0	0	0	le manino
observance	0	0	0	0	0	0	0	0	0	0	tausi
observant	0	0	0	0	0	0	1	0	0	0	mataala
observation	0	0	0	0	0	0	0	0	0	0	mata'itu
observatory	0	0	0	0	0	0	0	0	0	0	falematamata
observe	0	0	0	0	0	0	0	0	0	0	matau
observer	0	0	0	0	0	0	0	0	0	0	tagata matau
observing	0	0	0	0	0	0	0	0	0	0	matau
obsession	0	0	0	0	0	0	0	0	0	0	manatu mamafa
obsolescence	0	0	0	0	0	0	0	0	0	0	ua le toe aoga
obstacle	1	0	0	1	0	1	0	1	0	0	fa'alavelave
obstetrician	0	0	0	0	0	0	0	0	0	1	failele
obstetrics	0	0	0	0	0	0	0	0	0	0	faafaitama
obstinate	0	0	0	0	0	1	0	0	0	0	fa'ama'a'a
obstruct	1	0	0	1	0	1	0	0	0	0	fa'alavelave
obstruction	0	0	0	0	0	1	0	0	0	0	fa'alavelave
obstructive	1	0	0	0	0	1	0	0	0	0	fa'alavelave
obtain	0	0	0	0	0	0	0	0	0	0	maua
obtainable	0	0	0	0	1	0	1	0	0	0	maua
obtuse	0	0	0	0	0	1	0	0	0	0	valea
obverse	0	0	0	0	0	0	0	0	0	0	i luma
obvious	0	0	0	0	0	0	1	0	0	1	manino
ocarina	0	0	0	0	0	0	0	0	0	0	ocarina
occasion	0	0	0	0	0	0	0	0	0	0	taimi
occasional	0	0	0	0	0	0	0	0	1	0	i nisi taimi
occasionally	0	0	0	0	0	0	0	0	0	0	o nisi taimi
occlusion	0	0	0	0	0	0	0	0	0	0	fa'alavelave
occult	0	0	1	1	0	1	0	0	0	0	fa'ataulāitu
occupancy	0	0	0	0	0	0	0	0	0	0	nofoia
occupant	0	0	0	0	0	0	1	0	0	1	tagata nofoia
occupation	0	0	0	0	0	0	1	0	0	0	galuega
occupied	0	0	0	0	0	0	0	0	0	0	nofoia
occupier	0	0	0	0	0	0	0	0	0	0	tagata nofoia
occupy	0	0	0	0	0	0	1	0	0	0	nofoia
occupying	0	0	0	0	0	0	0	0	0	0	nofoia
occur	0	0	0	0	0	0	0	0	0	0	tupu
occurrence	0	0	0	0	0	0	0	0	0	0	tupuga
ocean	0	0	0	0	0	0	0	0	0	0	vasa
oceanic	0	0	0	0	0	0	0	0	0	0	vasa
octagon	0	0	0	0	0	0	0	0	0	0	ta'i ta'ifa'i
octave	0	0	0	0	0	0	0	0	0	0	oktave
octopus	0	0	1	0	0	0	0	0	0	0	fe'e
ocular	0	0	0	0	0	0	0	0	0	0	mata
oddity	0	0	1	0	0	1	0	1	1	0	uiga ese
odds	0	0	0	0	0	0	0	0	0	0	faigata
ode	0	0	0	0	0	0	0	0	0	0	ode
odious	1	0	1	1	0	1	0	0	0	0	matagā
odometer	0	0	0	0	0	0	0	0	0	0	odometer
odor	0	0	0	0	0	1	0	0	0	0	manogi
oestrogen	0	0	0	0	0	0	0	0	0	0	estrogen
oeuvre	0	0	0	0	0	0	0	0	0	0	oeuvre
offal	0	0	0	0	0	0	0	0	0	0	atigipusa
offend	1	0	1	0	0	1	0	0	0	0	faatiga
offended	1	0	0	0	0	1	0	1	0	0	faatiga
offender	1	0	1	1	0	1	0	1	0	0	tagata solitulafono
offense	1	0	1	1	0	1	0	1	0	0	solitulafono
offensive	1	0	1	0	0	1	0	0	0	0	faatiga
offer	0	0	0	0	0	0	1	0	0	0	ofo
offered	0	0	0	0	0	0	0	0	0	0	ofoina
offering	0	0	0	0	0	0	0	0	0	1	taulaga
offhand	0	0	0	0	0	1	0	0	0	0	fa'apea
office	0	0	0	0	0	0	0	0	0	0	ofisa
officer	0	0	0	0	0	0	1	0	0	1	ofisa
offices	0	0	0	0	0	0	0	0	0	0	ofisa
official	0	0	0	0	0	0	0	0	0	1	aloa'ia
officiate	0	0	0	0	0	0	0	0	0	0	ta'ita'i
offing	0	0	0	0	0	1	0	0	0	0	alu ese
offload	0	0	0	0	0	0	0	0	0	0	ave'esea
offset	0	1	0	0	0	0	1	0	0	0	fa'apena
offshoot	0	0	0	0	0	0	1	0	0	0	lala
offside	0	0	0	0	0	0	0	0	0	0	ese
oft	0	0	0	0	0	0	0	0	0	0	masani
oftentimes	0	0	0	0	0	0	0	0	0	0	tele taimi
ogre	0	0	1	1	0	1	0	0	0	0	ogre
oil	0	0	0	0	0	0	0	0	0	0	suauu
oils	0	0	0	0	0	0	0	0	0	0	suauu
ointment	0	0	0	0	0	0	0	0	0	0	suauu
olfactory	0	1	0	0	0	1	0	0	0	0	manogi
oligarchy	0	0	0	0	0	1	0	0	0	0	pulepulega
olive	0	0	0	0	0	0	0	0	0	0	olive
omega	0	0	0	0	0	0	0	0	0	0	omega
omelet	0	0	0	0	0	0	0	0	0	0	omelet
omen	0	1	0	1	0	1	0	0	0	0	fa'ailoga
ominous	0	1	0	1	0	1	0	0	0	0	mata'utia
omission	0	0	0	0	0	0	0	0	0	0	lē faia
omit	0	0	0	0	0	1	0	0	0	0	aveese
omitted	0	0	0	0	0	0	0	0	0	0	fa'ate'aina
omnibus	0	0	0	0	0	0	0	0	0	0	omnibus
omnipotence	0	0	0	1	0	1	1	0	0	0	pule aoao
omnipotent	0	0	0	0	0	0	0	0	0	0	pule aoao
omnipresent	0	0	0	0	0	0	0	0	0	0	mea uma
omniscient	0	0	0	0	0	0	1	0	0	1	silafia mea uma
oncologist	0	0	0	0	0	0	0	0	0	0	foma'i oncologist
oneness	0	0	0	0	0	0	0	0	0	0	tasi
onerous	1	0	0	0	0	1	0	1	0	0	mamafatu
oneself	0	0	0	0	0	0	0	0	0	0	o ia lava
ongoing	0	1	0	0	0	0	0	0	0	0	fa'aauau
onion	0	0	0	0	0	0	0	0	0	0	aniani
onset	0	1	0	0	0	0	0	0	0	0	amataga
onslaught	0	0	0	0	0	0	0	0	0	0	osofa'iga
ontology	0	0	0	0	0	0	0	0	0	0	ontology
onus	0	0	0	0	0	1	0	0	0	0	tiute
onward	0	0	0	0	0	0	0	0	0	0	agai i luma
onyx	0	0	0	0	0	0	0	0	0	0	onyx
ooze	0	0	1	0	0	1	0	0	0	0	tafe
oozing	0	0	0	0	0	0	0	0	0	0	tafe
opacity	0	0	0	0	0	0	0	0	0	0	opacity
opal	0	0	0	0	0	0	0	0	0	0	opal
opaque	0	0	0	0	0	1	0	0	0	0	mata'utia
ope	0	0	0	0	0	0	0	0	0	0	ope
open	0	0	0	0	0	0	0	0	0	0	tatala
opener	0	0	0	0	0	0	0	0	0	0	tatala
opening	0	0	0	0	0	0	0	0	0	0	tatala
openly	0	0	0	0	0	0	0	0	0	0	fa'aaliali
openness	0	0	0	0	0	0	1	0	0	0	matalatala
opera	1	1	0	1	1	0	1	1	1	1	opera
operatic	0	0	0	0	0	1	0	0	0	0	ta'oto
operation	0	0	0	1	0	0	0	0	0	1	fa'agaioiga
operations	0	0	0	0	0	0	0	0	0	0	fa'agaioiga
operative	0	0	0	0	0	0	0	0	0	0	galue
operator	0	0	0	0	0	0	0	0	0	0	fa'afoe
ophthalmic	0	0	0	0	0	0	0	0	0	0	mata
ophthalmologist	0	0	0	0	0	0	0	0	0	0	foma'i mata
opiate	0	0	0	0	0	1	0	0	0	0	opiate
opinion	0	0	0	0	0	0	0	0	0	0	manatu
opinionated	1	0	0	0	0	1	0	0	0	0	manatu
opium	1	0	1	1	0	1	0	1	0	0	opiuma
opponent	1	1	1	1	0	1	0	0	0	0	fili
opportune	0	0	0	0	1	0	1	0	0	0	avanoa
opportunism	0	0	0	0	0	0	0	0	0	0	avanoa
opportunity	0	1	0	0	0	0	1	0	0	0	avanoa
oppose	0	0	0	0	0	1	0	0	0	0	tetee
opposed	1	0	0	1	0	1	0	0	0	0	tetee
opposing	0	0	0	0	0	0	0	0	0	0	fa'afeagai
opposite	0	0	0	0	0	0	0	0	0	0	faafeagai
opposites	0	0	0	0	0	0	0	0	0	0	faafeagai
opposition	1	0	0	0	0	1	0	0	0	0	tetee
oppress	1	0	1	1	0	1	0	1	0	0	faasaua
oppression	1	0	1	1	0	1	0	1	0	0	sauaga
oppressive	1	0	1	1	0	1	0	1	0	0	sauā
oppressor	1	0	0	1	0	1	0	1	0	0	fa'asauā
optic	0	0	0	0	0	0	0	0	0	0	mata
optical	0	0	0	0	0	0	0	0	0	0	opitika
optics	0	0	0	0	0	0	0	0	0	0	mata
optimism	0	1	0	0	1	0	1	0	1	1	fa'amoemoe
optimist	0	0	0	0	0	0	1	0	0	1	fa'amoemoe
option	0	0	0	0	0	0	1	0	0	0	filifiliga
optional	0	0	0	0	0	0	1	0	0	0	faitalia
optionally	0	0	0	0	0	0	0	0	0	0	faitalia
options	0	0	0	0	0	0	0	0	0	0	filifiliga
optometrist	0	0	0	0	0	0	0	0	0	0	foma'i mata
opulence	0	0	0	0	0	0	0	0	0	0	opulega
opulent	0	0	0	0	0	0	0	0	0	0	mau'oa
opus	0	0	0	0	0	0	0	0	0	0	galuega
oracle	0	1	0	0	0	0	1	0	0	1	tautalaga
oral	0	0	0	0	0	0	0	0	0	0	tautala
orange	0	0	0	0	0	0	0	0	0	0	lanu moli
oration	0	0	0	0	0	0	1	0	0	0	lauga
orator	0	0	0	0	0	0	0	0	0	0	failauga
oratory	0	0	0	0	0	0	0	0	0	0	tautalaga
orb	0	0	0	0	0	0	0	0	0	0	orb
orbit	0	0	0	0	0	0	0	0	0	0	taamilosaga
orbiting	0	0	0	0	0	0	0	0	0	0	taamilomilo
orbs	0	0	0	0	0	0	0	0	0	0	orbs
orc	1	0	1	1	0	1	0	0	0	0	orc
orchard	0	0	0	0	0	0	0	0	0	0	fa'ato'aga
orchestra	1	0	0	0	1	0	1	1	0	1	faaili
ordained	0	0	0	0	0	0	1	0	0	1	faauuina
ordeal	1	0	0	0	0	1	0	0	1	0	puapuaga
order	0	0	0	0	0	0	0	0	0	0	fa'atonuga
orderly	0	0	0	0	0	0	1	0	0	0	maopoopo
ordinance	0	0	0	0	0	0	0	0	0	1	sauniga
ordinary	0	0	0	0	0	0	0	0	0	0	masani
ordination	0	1	0	0	1	0	1	0	0	1	faauuina
ordnance	0	0	0	1	0	1	0	0	0	0	auupega
ore	0	0	0	0	0	0	0	0	0	0	omea
oregano	0	0	0	0	0	0	0	0	0	0	oregano
organ	0	1	0	0	1	0	0	0	0	0	okeni
organic	0	0	0	0	0	0	1	0	0	0	organic
organism	0	0	0	0	0	0	0	0	0	0	tino
organist	0	0	0	0	0	0	0	0	0	0	ta okeni
organization	0	1	0	0	1	0	1	0	1	1	faalapotopotoga
organize	0	0	0	0	0	0	1	0	0	0	faatulaga
organized	0	0	0	0	0	0	1	0	0	0	faatulagaina
orgasm	0	1	0	0	1	0	1	0	0	0	orgasm
orgies	0	0	0	0	0	0	0	0	0	0	fa'afiafiaga
orient	0	0	0	0	0	0	0	0	0	0	orient
oriental	0	0	0	0	0	0	0	0	0	0	sasa'e
orientation	0	0	0	0	0	0	0	0	0	0	a'oa'oga
orifice	0	0	0	0	0	0	0	0	0	0	gutu
origin	0	0	0	0	0	0	0	0	0	0	tupuaga
originality	0	0	0	0	0	0	1	0	1	0	fa'amuamua
originate	0	0	0	0	0	0	0	0	0	0	tupuaga
origination	0	0	0	0	0	0	0	0	0	0	tupuaga
originator	0	0	0	0	0	0	0	0	0	0	fa'atupu
ornament	0	0	0	0	0	0	0	0	0	0	teuga
ornamental	0	0	0	0	0	0	0	0	0	0	teuteu
ornamentation	0	0	0	0	0	0	0	0	0	0	teuteuga
ornamented	0	0	0	0	0	0	1	0	0	0	teuteu
ornate	0	0	0	0	0	0	1	0	0	0	teuteu
orphan	0	0	0	1	0	1	0	1	0	0	matuaoti
orthodox	0	0	0	0	0	0	0	0	0	0	fa'aa'oa'oga
orthodoxy	0	0	0	0	0	0	0	0	0	1	fa'akomepiuta
orthogonal	0	0	0	0	0	0	0	0	0	0	fa'atotonugalemu
oscillate	0	0	0	0	0	0	0	0	0	0	fe'avea'i
oscillating	0	0	0	0	0	0	0	0	0	0	fe'ave'ai
oscillation	0	0	0	0	0	0	0	0	0	0	fa'afefeteina
oscillatory	0	0	0	0	0	0	0	0	0	0	fa'aoso
ostensible	0	0	0	0	0	0	0	0	0	0	fa'aali
ostensibly	0	0	0	0	0	1	0	0	0	0	fa'apea
ostrich	0	0	0	0	0	0	0	0	0	0	ostrich
otto	0	0	0	0	0	0	0	0	0	0	oto
ottoman	0	0	0	0	0	0	0	0	0	0	ottoman
ounce	0	0	0	0	0	0	0	0	0	0	aunese
oust	1	0	0	0	0	1	0	1	0	0	tuliesea
outbreak	0	0	0	0	0	0	0	0	0	0	pepesi
outburst	1	0	0	1	1	1	1	1	1	0	osooso
outcast	0	0	1	1	0	1	0	1	0	0	fa'ate'aina
outcome	0	0	0	0	0	0	1	0	0	0	taunuuga
outcry	1	0	0	1	0	1	0	0	1	0	tagi
outdo	0	1	0	0	0	0	1	0	0	0	fafo
outdoor	0	0	0	0	0	0	0	0	0	0	fafo
outfit	0	0	0	0	0	0	0	0	0	0	ofu
outgrow	0	0	0	0	0	0	0	0	0	0	tupu a'e
outgrowth	0	0	0	0	0	0	0	0	0	0	tupuaga
outhouse	0	0	1	0	0	1	0	0	0	0	fale i fafo
outing	0	0	0	0	0	0	0	0	0	0	tafaoga
outlandish	0	0	0	0	0	1	0	0	0	0	uiga ese
outlast	0	0	0	0	0	0	0	0	0	0	sili atu
outlaw	0	0	0	0	0	1	0	0	0	0	solitulafono
outlet	0	0	0	0	0	0	0	0	0	0	fafo
outline	0	0	0	0	0	0	0	0	0	0	otootoga
outlines	0	0	0	0	0	0	0	0	0	0	otootoga
outlook	0	0	0	0	0	0	0	0	0	0	va'aiga
outlying	0	0	0	0	0	0	0	0	0	0	i fafo
outnumber	0	0	0	0	0	0	0	0	0	0	sili atu
outpost	0	0	0	1	0	0	0	0	0	0	nofoaga i fafo
outpouring	0	0	0	0	0	0	0	0	0	0	sasaa mai
output	0	0	0	0	0	0	0	0	0	0	galuega faatino
outrage	1	0	1	0	0	1	0	0	0	0	ita
outrageous	0	0	0	0	0	0	0	0	1	0	mata'utia
outright	0	0	0	0	0	0	0	0	0	0	tuusa'o
outrun	0	0	0	0	0	0	0	0	0	0	le taufetuli
outset	0	0	0	0	0	0	0	0	0	0	amataga
outsider	0	0	0	1	0	0	0	0	0	0	tagata ese
outskirts	0	0	0	0	0	0	0	0	0	0	tua'oi
outspoken	0	0	0	0	0	0	0	0	0	0	tautala sa'o
outstanding	0	0	0	0	1	1	1	0	0	0	mata'ina
outstretched	0	0	0	0	0	0	0	0	0	0	faaloaloa
outward	0	0	0	0	0	0	1	0	0	0	fafo
outwards	0	0	0	0	0	0	0	0	0	0	i fafo
outweigh	0	0	0	0	0	0	0	0	0	0	mamafa
oval	0	0	0	0	0	0	0	0	0	0	oval
ovary	0	0	0	0	0	0	0	0	0	0	ovary
ovate	0	0	0	0	0	0	0	0	0	0	ovate
ovation	0	0	0	0	0	1	0	1	0	0	patipati
oven	0	0	0	0	0	0	0	0	0	0	umu
overalls	0	0	0	0	0	0	0	0	0	0	ofutele
overbearing	1	0	0	0	0	1	0	0	0	0	faamaualuga
overburden	0	0	0	0	0	1	0	0	0	0	avega mamafa
overcast	0	0	0	0	0	1	0	0	0	0	ua puaoa
overcharged	0	0	0	0	0	0	0	0	0	0	ua soona totogi
overcoat	0	0	0	0	0	0	0	0	0	0	ofutino
overdo	0	0	0	0	0	1	0	0	0	0	soona fai
overdose	0	0	0	0	0	1	0	0	0	0	soona fai
overdue	0	1	0	0	0	1	0	1	1	0	tuai
overestimate	0	0	0	0	0	0	0	0	1	0	fa'atauva'a
overestimated	0	0	0	0	0	1	0	0	0	0	fa'atauva'a
overflow	0	0	0	0	0	1	0	0	0	0	taumasuasua
overflowing	0	0	0	0	0	0	0	0	0	0	taumasuasua
overgrown	0	0	0	0	0	1	0	0	0	0	uluola
overgrowth	0	0	0	0	0	0	0	0	0	0	fa'ateleina
overhanging	0	0	0	0	0	0	0	0	0	0	tautau ifo
overhaul	0	0	0	0	0	0	0	0	0	0	toe faaleleia
overhead	0	0	0	0	0	0	0	0	0	0	luga a'e
overjoyed	0	0	0	0	1	0	1	0	0	0	fiafia tele
overlaid	0	0	0	0	0	0	0	0	0	0	ufiufi
overlap	0	0	0	0	0	0	0	0	0	0	fa'atasi
overlay	0	0	0	0	0	0	0	0	0	0	ufiufi
overload	0	0	0	0	0	1	0	1	0	0	mamafa tele
overlying	0	0	0	0	0	0	0	0	0	0	ova
overpaid	0	0	0	0	0	1	0	0	0	0	ova totogi
overpass	0	0	0	0	0	0	0	0	0	0	sopoia
overpower	0	0	0	0	0	1	0	0	0	0	pule malosi
overpowering	1	0	0	1	0	1	0	0	0	0	pule malosi
overpriced	1	0	1	0	0	1	0	1	0	0	taugata tele
override	0	0	0	0	0	0	0	0	0	0	fa'asili
overrule	0	0	0	0	0	0	0	0	0	0	pulepule
overseer	0	0	0	0	0	0	0	0	0	0	ovasia
overshadow	0	0	0	0	0	0	0	0	0	0	faamalumalu
oversight	0	0	0	0	0	1	0	0	0	0	vaavaaiga
overstate	0	0	0	0	0	0	0	0	0	0	fa'asilisili
overstock	0	0	0	0	0	0	0	0	0	0	fa'ato'a tele
overt	0	0	0	1	0	0	0	0	0	0	fa'aaliali
overtake	0	0	0	0	0	0	0	0	0	0	maua
overtaken	0	0	0	0	0	0	0	0	0	0	maua mai
overthrow	0	1	0	1	0	1	0	0	0	0	fa'ato'ilaloina
overture	0	1	0	0	0	0	0	0	0	0	fa'afoliga
overturn	0	0	0	0	0	1	0	0	0	0	fuli
overwhelm	0	0	0	0	0	1	0	0	0	0	lofituina
overwhelmed	0	0	0	0	0	1	0	1	0	0	lofituina
overwhelming	0	0	0	0	0	0	1	0	0	0	lofituina
overzealous	0	0	0	0	0	0	0	0	0	0	vilivilita'i
owe	0	0	0	0	0	0	0	0	0	0	aitalafu
owing	1	1	1	1	0	1	0	1	0	1	aitalafu
owner	0	0	0	0	0	0	0	0	0	0	pule
ownership	0	0	0	0	0	0	1	0	0	0	umia
ox	0	0	0	0	0	0	0	0	0	0	povi
oxidation	0	0	0	0	0	1	0	0	0	0	fa'ama'iina
oxygen	0	0	0	0	0	0	0	0	0	0	okesene
oxymoron	0	0	0	0	0	0	0	0	0	0	oxymoron
oyster	0	0	0	0	0	0	0	0	0	0	faisua
pace	0	0	0	0	0	0	0	0	0	0	saoasaoa
pacific	0	0	0	0	0	0	1	0	0	0	Pasefika
pacify	0	0	0	0	0	0	0	0	0	0	fa'afilemu
pack	0	0	0	0	0	0	0	0	0	0	ato
package	0	0	0	0	0	0	0	0	0	0	afifi
packer	0	0	0	0	0	0	0	0	0	0	fa'ameamea
packet	0	0	0	0	0	0	0	0	0	0	taga
pact	0	0	0	0	0	0	0	0	0	1	feagaiga
pad	0	0	0	0	0	0	1	0	0	0	papa
padding	0	0	0	0	0	0	1	0	0	0	fa'aofuofu
paddle	0	1	0	0	0	0	1	0	0	0	foe
paddock	0	0	0	0	0	0	0	0	0	0	uta
paddy	0	0	0	0	0	0	0	0	0	0	paddy
padlock	0	0	0	0	0	0	0	0	0	0	loka
padre	0	0	0	0	0	0	0	0	0	0	padre
pagan	0	0	0	0	0	0	0	0	0	0	faapaupau
