English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Maltese Word
ladle	0	0	0	0	0	0	0	0	0	0	kuċċarina
lady	0	0	0	0	0	0	0	0	0	0	mara
lag	0	0	0	0	0	1	0	0	0	0	dewmien
lagging	1	1	1	0	0	1	0	1	0	0	lura
lagoon	0	0	0	0	0	0	0	0	0	0	laguna
lair	0	0	0	0	0	1	0	0	0	0	lair
laity	0	0	0	0	0	0	0	0	0	0	lajċi
lake	0	0	0	0	0	0	0	0	0	0	lag
lama	0	0	0	0	0	0	0	0	0	0	lama
lamb	0	0	0	0	1	0	1	0	0	1	ħaruf
lament	0	0	1	1	0	1	0	1	0	0	lament
lamenting	0	0	0	0	0	0	0	1	0	0	lamenta
lamina	0	0	0	0	0	0	0	0	0	0	lamina
laminated	0	0	0	0	0	0	0	0	0	0	laminati
lamp	0	0	0	0	0	0	0	0	0	0	fanal
lance	0	0	0	0	0	0	0	0	0	0	lanza
lancer	0	0	0	0	0	0	0	0	0	0	lancer
land	0	0	0	0	0	0	1	0	0	0	art
landed	0	0	0	0	0	0	1	0	0	0	żbarkat
landing	0	0	0	0	0	0	0	0	0	0	inżul
landlocked	0	0	0	0	0	0	0	0	0	0	imdawwar bl-art
landlord	0	0	0	0	0	0	0	0	0	0	sid
landmark	0	0	0	0	0	0	0	0	0	1	monumentali
lands	0	0	0	0	0	0	0	0	0	0	artijiet
landscape	0	0	0	0	0	0	0	0	0	0	pajsaġġ
landscaping	0	0	0	0	0	0	0	0	0	0	tisbiħ
landslide	0	0	0	1	0	1	0	1	0	0	valanga
lane	0	0	0	0	0	0	0	0	0	0	korsija
language	0	0	0	0	0	0	0	0	0	0	lingwa
languid	0	0	0	0	0	1	0	0	0	0	languid
languish	0	0	0	0	0	1	0	0	0	0	tilangu
languishing	0	0	0	1	0	1	0	1	0	0	tilangi
lanky	0	0	0	0	0	0	0	0	0	0	denky
lantern	0	0	0	0	0	0	0	0	0	0	fanal
lap	0	0	0	0	0	0	0	0	0	0	ħoġor
lapel	0	0	0	0	0	0	0	0	0	0	lapel
lapse	0	0	0	0	0	1	0	0	0	0	jiskadu
lapsed	0	0	0	0	0	0	0	0	0	0	skada
larceny	0	0	1	0	0	1	0	0	0	0	serq
lard	0	0	0	0	0	0	0	0	0	0	lardu
larder	0	0	0	0	0	0	0	0	0	0	larder
large	0	0	0	0	0	0	0	0	0	0	kbar
larger	0	0	1	0	0	0	0	0	1	1	akbar
largo	0	0	0	0	0	0	0	0	0	0	largo
lark	0	0	0	0	0	0	0	0	0	0	larka
larva	0	0	0	0	0	0	0	0	0	0	larva
larynx	0	0	0	0	0	0	0	0	0	0	larinġi
laser	0	0	0	0	0	0	1	0	0	1	laser
lash	1	0	0	1	0	1	0	0	0	0	torbot
lass	0	0	0	0	0	0	0	0	0	0	lass
lasso	0	0	0	0	0	0	0	0	0	0	lasso
lasting	0	0	0	0	0	0	0	0	0	0	dejjiema
latch	0	0	0	0	0	0	0	0	0	0	lukkett
late	0	0	0	0	0	1	0	1	0	0	tard
lateness	0	0	0	0	0	1	0	0	0	0	dewmien
latent	1	1	1	0	0	1	0	0	1	0	moħbija
lateral	0	0	0	0	0	0	0	0	0	0	laterali
laterally	0	0	0	0	0	0	0	0	0	0	lateralment
latex	0	0	0	0	0	0	0	0	0	0	lattiċe
lathe	0	0	0	0	0	0	0	0	0	0	torn
lather	0	0	0	0	0	0	0	0	0	0	lather
latitude	0	0	0	0	0	0	0	0	0	0	latitudni
latrines	0	0	1	0	0	1	0	0	0	0	latrini
lattice	0	0	0	0	0	0	0	0	0	0	kannizzata
laudable	0	0	0	0	0	0	1	0	0	0	ifaħħarha
laugh	0	0	0	0	1	0	1	0	1	0	tidħaq
laughable	0	0	1	0	0	1	0	0	0	0	laughable
laughing	0	0	0	0	1	0	1	0	0	0	tidħaq
laughter	0	1	0	0	1	0	1	0	1	0	daħk
launch	0	1	0	0	0	0	1	0	0	0	tnedija
laundry	0	0	0	0	0	0	0	0	0	0	ħasil tal-ħwejjeġ
laureate	0	0	0	0	0	0	1	0	0	1	rebbieħ
laurel	0	0	0	0	0	0	1	0	0	0	ir-rand
laurels	0	0	0	0	1	0	1	0	0	0	lavur
lava	1	0	0	1	0	1	0	0	0	0	lava
lavage	0	0	0	0	0	0	0	0	0	0	ħasil
lavatory	0	0	1	0	0	0	0	0	0	0	toilet
lavender	0	0	0	0	0	0	0	0	0	0	lavanda
lavish	0	0	0	0	0	0	1	0	0	0	lavish
law	0	0	0	0	0	0	0	0	0	1	liġi
lawful	0	0	0	0	0	0	1	0	0	1	legali
lawlessness	1	0	0	1	0	1	0	0	0	0	illegalità
lawn	0	0	0	0	0	0	0	0	0	0	lawn
lawsuit	1	0	1	1	0	1	0	1	1	0	kawża
lawyer	1	0	1	1	0	1	0	0	0	0	Avukat
lax	0	0	0	0	0	1	0	1	0	0	laxk
laxative	0	0	1	1	0	1	0	0	0	0	lassattiv
lay	0	0	0	0	0	0	0	0	0	0	jistabbilixxu
layer	0	0	0	0	0	0	0	0	0	0	saff
layered	0	0	0	0	0	0	0	0	0	0	f'saffi
layman	0	0	0	0	0	0	0	0	0	0	lajk
lazy	0	0	0	0	0	1	0	0	0	0	għażżien
lea	0	0	0	0	0	0	0	0	0	0	lea
lead	0	0	0	0	0	0	1	0	0	0	ċomb
leader	0	0	0	0	0	0	1	0	0	1	Kap
leading	0	0	0	0	0	0	0	0	0	1	li jwassal
leads	0	0	0	0	0	0	0	0	0	0	twassal
leaf	0	0	0	0	0	0	0	0	0	0	werqa
leaflet	0	0	0	0	0	0	0	0	0	0	fuljett
leafy	0	0	0	0	0	0	0	0	0	0	bil-weraq
league	0	0	0	0	0	0	1	0	0	0	kampjonat
leak	0	0	0	0	0	1	0	0	0	0	tnixxija
leakage	0	0	0	0	0	1	0	0	0	0	tnixxija
leaky	0	0	0	0	0	1	0	0	0	0	leaky
lean	0	0	0	0	0	0	0	0	0	0	dgħif
leaned	0	0	0	0	0	0	0	0	0	0	inklinat
leaning	0	0	0	0	0	0	0	0	0	1	sserraħ
leap	0	0	0	0	0	0	0	0	0	0	qabża
learn	0	0	0	0	0	0	1	0	0	0	titgħallem
learned	0	0	0	0	0	0	0	0	0	0	tgħallmu
learner	0	0	0	0	0	0	0	0	0	0	student
learning	0	0	0	0	0	0	1	0	0	0	tagħlim
lease	0	0	0	0	0	0	0	0	0	0	kirja
leash	0	0	0	0	0	0	0	0	0	0	ċinga
leather	0	0	0	0	0	0	0	0	0	0	ġilda
leathery	0	0	0	0	0	0	0	0	0	0	tal-ġilda
leave	0	0	0	0	0	1	0	1	1	0	jitlaq
lecture	0	0	0	0	0	0	0	0	0	0	lecture
lecturer	0	0	0	0	0	0	1	0	0	0	lettur
ledge	0	0	0	0	0	0	0	0	0	0	ledge
ledger	0	0	0	0	0	0	0	0	0	0	reġistru
lee	0	0	0	0	0	0	0	0	0	0	lee
leech	0	0	0	0	0	1	0	0	0	0	arlinga
leeches	0	0	1	1	0	1	0	0	0	0	arlingi
leer	0	0	1	0	0	1	0	0	0	0	leer
leery	0	0	0	0	0	0	0	0	1	0	imqareb
lees	0	0	0	0	0	0	0	0	0	0	karfa
leeway	0	0	0	0	0	0	1	0	0	0	libertà
left	0	0	0	0	0	0	0	0	0	0	xellug
leg	0	0	0	0	0	0	0	0	0	0	riġel
legacy	0	0	0	0	0	0	0	0	0	0	wirt
legal	0	0	0	0	0	0	1	0	0	1	legali
legality	0	0	0	0	0	0	0	0	0	0	legalità
legalize	0	0	0	0	0	0	0	0	0	0	tillegalizza
legalized	1	0	0	1	1	0	1	0	0	1	legalizzat
legally	0	0	0	0	0	0	0	0	0	0	legalment
legend	0	0	0	0	0	0	0	0	0	0	leġġenda
legendary	0	0	0	0	0	0	1	0	0	0	leġġendarju
legibility	0	0	0	0	0	0	1	0	0	0	leġibilità
legible	0	0	0	0	0	0	1	0	0	0	leġibbli
legion	0	0	0	0	0	0	0	0	0	0	leġjun
legislate	0	0	0	0	0	0	0	0	0	0	tilleġiżla
legislation	0	0	0	0	0	0	0	0	0	0	leġiżlazzjoni
legislative	0	0	0	0	0	0	0	0	0	0	leġiżlattiv
legislator	0	0	0	0	0	0	0	0	0	1	leġiżlatur
legislature	0	0	0	0	0	0	0	0	0	1	leġiżlatura
legitimacy	0	0	0	0	0	0	0	0	0	1	leġittimità
legs	0	0	0	0	0	0	0	0	0	0	saqajn
legume	0	0	0	0	0	0	0	0	0	0	legumi
leisure	0	1	0	0	1	0	1	0	1	1	divertiment
leisurely	0	0	0	0	0	0	1	0	0	0	bil-mimduda
lemma	0	0	0	0	0	0	1	0	0	0	lemma
lemon	0	0	1	0	0	1	0	0	0	0	lumi
lend	0	0	0	0	0	0	0	0	0	0	isellef
lender	0	0	0	0	0	0	0	0	0	1	min isellef
lending	0	0	0	0	0	0	0	0	0	0	self
length	0	0	0	0	0	0	0	0	0	0	tul
lengthen	0	0	0	0	0	0	0	0	0	0	itawwal
lengthened	0	0	0	0	0	0	0	0	0	0	imtawwal
lengthening	0	0	0	0	0	0	0	0	0	0	it-titwil
lengthwise	0	0	0	0	0	0	0	0	0	0	fit-tul
lengthy	0	0	0	0	0	0	0	0	0	0	twil
leniency	0	0	0	0	0	0	0	0	0	0	klemenza
lenient	0	0	0	0	0	0	1	0	0	0	klementi
lens	0	0	0	0	0	0	0	0	0	0	lenti
leopard	0	0	0	0	0	0	0	0	0	0	leopard
leprosy	0	0	1	1	0	1	0	1	0	0	lebbra
lessee	0	0	0	0	0	0	0	0	0	0	kerrej
lessen	0	1	0	0	0	1	0	0	0	0	inaqqas
lessening	0	0	0	0	0	0	0	0	0	0	tnaqqis
lesser	0	0	1	0	0	1	0	0	0	0	inqas
lesson	0	1	0	0	0	0	1	0	0	1	lezzjoni
lessor	0	0	0	0	0	0	0	0	0	0	sid
lethal	0	0	1	1	0	1	0	1	0	0	letali
lethargic	0	0	0	0	0	0	0	0	0	0	letarġiku
lethargy	0	0	0	0	0	1	0	1	0	0	letarġija
letter	0	1	0	0	0	0	0	0	0	0	ittra
lettered	0	1	0	0	0	0	1	0	0	1	ittri
letters	0	0	0	0	0	0	0	0	0	0	ittri
lettuce	0	0	0	0	0	0	0	0	0	0	ħass
leukemia	1	0	0	1	0	1	0	1	0	0	lewkimja
levee	0	0	0	0	0	0	0	0	0	1	divee
level	0	0	0	0	0	0	1	0	0	1	livell
lever	0	0	0	0	0	0	0	0	0	0	lieva
leverage	0	0	0	0	0	0	1	0	0	0	ingranaġġ
levy	0	0	0	0	0	1	0	0	0	0	imposta
lewd	0	0	1	0	0	1	0	0	0	0	lewd
lexicon	0	0	0	0	0	0	0	0	0	0	lessiku
ley	0	0	0	0	0	0	0	0	0	0	ley
liabilities	0	0	0	0	0	0	0	0	0	0	obbligazzjonijiet
liability	0	0	0	0	0	0	0	0	0	0	responsabbiltà
liaison	0	0	0	0	0	1	0	0	0	0	kollegament
liar	0	0	1	0	0	1	0	0	0	0	giddieb
libel	1	0	0	1	0	1	0	0	0	1	libell
libelous	0	0	0	0	0	0	0	0	0	0	libellous
liberal	0	0	0	0	0	1	1	0	0	0	liberali
liberalism	0	0	0	0	0	0	0	0	0	0	liberaliżmu
liberate	1	1	0	0	1	0	1	0	1	1	jillibera
liberation	0	1	0	0	1	0	1	0	1	0	liberazzjoni
liberty	0	1	0	0	1	0	1	0	1	1	libertà
libido	0	0	0	0	0	0	0	0	0	0	libido
librarian	0	0	0	0	0	0	0	0	0	0	librar
library	0	0	0	0	0	0	1	0	0	0	Librerija
libretto	0	0	0	0	0	0	0	0	0	0	libretto
license	0	0	0	0	0	0	0	0	0	0	liċenzja
lichen	0	0	0	0	0	0	0	0	0	0	likeni
lick	0	0	1	0	0	1	0	0	0	0	lagħaq
lid	0	0	0	0	0	0	0	0	0	0	għatu
lie	1	0	1	0	0	1	0	1	0	0	gidba
liege	0	0	0	0	0	0	0	0	0	0	liege
lien	0	0	0	0	0	0	0	0	0	0	rahan
lieu	0	0	0	0	0	0	0	0	0	0	lieu
lieutenant	0	0	0	0	0	0	0	0	0	1	logutenent
life	0	0	0	0	0	0	0	0	0	0	ħajja
lifeblood	0	0	0	0	0	0	1	0	0	0	demm tal-ħajja
lifeboat	0	0	0	0	0	0	0	0	0	0	dgħajsa tas-salvataġġ
lifeless	0	0	0	1	0	1	0	1	0	0	bla ħajja
lifelike	0	0	0	0	0	0	0	0	0	0	ħajja
lifelong	0	0	0	0	0	0	0	0	0	0	tul il-ħajja
lifetime	0	0	0	0	0	0	0	0	0	0	ħajja
lift	0	0	0	0	0	0	0	0	0	0	lift
ligament	0	0	0	0	0	0	0	0	0	0	ligament
ligation	0	0	0	0	0	0	0	0	0	0	ligazzjoni
light	0	0	0	0	0	0	0	0	0	0	dawl
lighten	0	0	0	0	0	0	0	0	0	0	ħaffef
lighthouse	0	0	0	0	0	0	1	0	0	0	fanal
lightness	0	0	0	0	0	0	0	0	0	0	ħeffa
lightning	1	0	0	1	0	0	0	0	1	0	sajjetti
likelihood	0	0	0	0	0	0	0	0	0	0	probabbiltà
likeness	0	0	0	0	0	0	0	0	0	0	xebh
likewise	0	0	0	0	0	0	0	0	0	0	bl-istess mod
liking	0	0	0	0	1	0	1	0	0	1	Predisposizzjoni
lilac	0	0	0	0	0	0	0	0	0	0	lelà
lily	0	0	0	0	0	0	0	0	0	0	Ġilju
limb	0	0	0	0	0	0	0	0	0	0	riġlejn
limbo	0	0	0	0	0	0	0	0	0	0	limbu
limit	0	0	0	0	0	0	0	0	0	0	limitu
limitation	0	0	0	0	0	0	0	0	0	0	limitazzjoni
limited	1	0	0	0	0	1	0	1	0	0	limitati
limitless	0	0	0	0	0	0	0	0	0	0	bla limitu
limousine	0	0	0	0	0	0	0	0	0	0	limousine
limp	0	0	0	0	0	1	0	0	0	0	zoppa
lin	0	0	0	0	0	0	0	0	0	0	lin
line	0	0	0	0	0	0	0	0	0	0	linja
lineage	0	0	0	0	0	0	0	0	0	0	nisel
lineal	0	0	0	0	0	0	0	0	0	0	lineali
linear	0	0	0	0	0	0	0	0	0	0	lineari
lined	0	0	0	0	0	0	0	0	0	0	miksija
linen	0	0	0	0	0	0	0	0	0	0	bjankerija
liner	0	0	0	0	0	0	0	0	0	0	inforra
lines	0	0	0	1	0	0	0	0	0	0	linji
linger	0	1	0	0	0	0	0	0	0	0	ittawwal
lingo	0	0	0	0	0	0	0	0	0	0	lingwaġġ
lingual	0	0	0	0	0	0	0	0	0	0	lingwali
linguist	0	0	0	0	0	0	1	0	0	1	lingwista
linguistic	0	0	0	0	0	0	0	0	0	0	lingwistiku
linguistics	0	0	0	0	0	0	0	0	0	0	lingwistika
lining	0	0	0	0	0	0	0	0	0	0	inforra
link	0	0	0	0	0	0	0	0	0	0	link
linoleum	0	0	0	0	0	0	0	0	0	0	linolju
lint	0	0	0	0	0	1	0	0	0	0	lint
lion	0	0	0	1	0	0	1	0	0	0	iljun
lip	0	0	0	0	0	0	0	0	0	0	xoffa
lipstick	0	0	0	0	0	0	0	0	0	0	lipstick
liquefaction	0	0	0	0	0	0	0	0	0	0	likwefazzjoni
liquefied	0	0	0	0	0	0	0	0	0	0	likwifikat
liqueur	0	0	0	0	0	0	0	0	0	0	likur
liquid	0	0	0	0	0	0	0	0	0	0	likwidu
liquidate	0	0	0	0	0	0	0	0	0	0	likwidati
liquidation	0	0	0	0	0	0	0	0	0	0	likwidazzjoni
liquidator	0	0	0	0	0	0	0	0	0	0	likwidatur
liquidity	0	0	0	0	0	0	0	0	0	0	likwidità
liquor	1	0	0	0	1	1	0	1	0	0	xorb alkoħoliku
lisp	0	0	0	0	0	0	0	0	0	0	lisp
list	0	0	0	0	0	0	0	0	0	0	lista
listen	0	0	0	0	0	0	0	0	0	0	isimgħu
listener	0	0	0	0	0	0	0	0	0	0	semmiegħ
listing	0	0	0	0	0	0	0	0	0	0	elenkar
listless	0	0	0	0	0	1	0	1	0	0	bla lista
litany	0	0	0	0	0	0	0	0	0	0	litanija
literally	0	0	0	0	0	0	0	0	0	0	litteralment
literary	0	0	0	0	0	0	0	0	0	0	letterarji
literature	0	0	0	0	0	0	0	0	0	0	letteratura
lithe	0	0	0	0	0	0	1	0	0	0	ħelu
lithograph	0	0	0	0	0	0	0	0	0	0	litografija
lithography	0	0	0	0	0	0	0	0	0	0	litografija
lithology	0	0	0	0	0	0	0	0	0	0	litoloġija
lithosphere	0	0	0	0	0	0	0	0	0	0	litosfera
litigant	0	0	0	0	0	1	0	0	0	0	litigant
litigate	1	1	1	1	0	1	0	1	0	0	litiga
litigation	0	0	0	0	0	1	0	0	0	0	litigazzjoni
litigious	1	0	1	0	0	1	0	0	0	0	litiġjużi
litter	0	0	0	0	0	1	0	0	0	0	mifrex
littoral	0	0	0	0	0	0	0	0	0	0	litoral
liturgy	0	0	0	0	0	0	0	0	0	0	liturġija
livelihood	0	0	0	0	0	0	0	0	0	0	għajxien
livery	0	0	0	0	0	0	0	0	0	0	livery
livid	1	0	1	0	0	1	0	0	0	0	livid
living	0	0	0	0	0	0	0	0	0	0	għajxien
llama	0	0	0	0	0	0	0	0	0	0	lama
load	0	0	0	0	0	0	0	0	0	0	tagħbija
loaf	0	0	0	0	0	1	0	0	0	0	ħobża
loafer	0	0	0	0	0	1	0	0	0	0	loafer
loam	0	0	0	0	0	0	0	0	0	0	loam
loan	0	0	0	0	0	0	0	0	0	0	self
loath	1	0	0	0	0	1	0	0	0	0	dispjaċir
loathe	1	0	1	0	0	1	0	0	0	0	iddejjaq
loathing	0	0	1	0	0	1	0	0	0	0	debogħda
loathsome	1	0	1	0	0	1	0	0	0	0	mimli
lobby	0	0	0	0	0	0	0	0	0	0	lobby
lobbyist	0	0	0	0	0	1	0	0	0	0	lobbyist
lobe	0	0	0	0	0	0	0	0	0	0	lobu
local	0	0	0	0	0	0	0	0	0	0	lokali
locale	0	0	0	0	0	0	0	0	0	0	lokalità
locality	0	0	0	0	0	0	0	0	0	0	lokalità
localization	0	0	0	0	0	0	0	0	0	0	lokalizzazzjoni
localize	0	1	0	0	0	0	0	0	0	0	lokalizza
locate	0	0	0	0	0	0	0	0	0	0	lokalizzata
location	0	0	0	0	0	0	0	0	0	0	post
loch	0	0	0	0	0	0	0	0	0	0	loch
lock	0	0	0	0	0	0	0	0	0	0	lock
locker	0	0	0	0	0	0	0	0	0	0	locker
locksmith	0	0	0	0	0	0	0	0	0	0	serratura
lockup	0	0	0	1	0	1	0	1	0	0	ċella
locomotion	0	0	0	0	0	0	0	0	0	0	lokomozzjoni
locomotive	0	0	0	0	0	0	0	0	0	0	lokomottiva
locust	0	0	0	1	0	1	0	0	0	0	ħarrub
lodge	0	0	0	0	0	0	0	0	0	0	jiddepożita
lodger	0	0	0	0	0	0	0	0	0	0	alloġġatur
lodging	0	0	0	0	0	0	0	0	0	1	alloġġ
loft	0	0	0	0	0	0	0	0	0	0	loft
lofty	0	0	0	0	0	1	0	0	0	0	għoli
log	0	0	0	0	0	0	0	0	0	0	zokk maqtugħ
logarithm	0	0	0	0	0	0	0	0	0	0	logaritmu
logarithmic	0	0	0	0	0	0	0	0	0	0	logaritmiku
logic	0	0	0	0	0	0	0	0	0	0	loġika
logical	0	0	0	0	0	0	1	0	0	0	loġiku
logistics	0	0	0	0	0	0	0	0	0	0	loġistika
logotype	0	0	0	0	0	0	0	0	0	0	logotip
loin	0	0	0	0	0	0	0	0	0	0	flett
lollipop	0	0	0	0	0	0	0	0	0	0	lollipop
lone	0	0	0	0	0	0	0	1	0	0	waħdu
loneliness	0	0	0	1	0	1	0	1	0	0	solitudni
lonely	1	0	1	1	0	1	0	1	0	0	solitarju
lonesome	0	0	0	0	0	1	0	1	0	0	solitarju
long	0	1	0	0	0	0	0	0	0	0	twil
longevity	0	0	0	0	0	0	1	0	0	0	lonġevità
longing	0	1	0	0	0	0	0	1	0	0	ix-xenqa
longitude	0	0	0	0	0	0	0	0	0	0	lonġitudni
longitudinal	0	0	0	0	0	0	0	0	0	0	lonġitudinali
longitudinally	0	0	0	0	0	0	0	0	0	0	lonġitudinali
loo	0	0	1	0	0	1	0	0	0	0	loo
lookout	0	0	0	0	0	0	0	0	0	0	attent
loom	0	1	0	1	0	1	0	0	0	0	newl
looming	0	0	0	0	0	0	0	0	0	0	imminenti
loon	0	0	1	0	0	1	0	0	0	0	loon
loony	0	0	0	0	0	1	0	0	0	0	loony
loop	0	0	0	0	0	0	0	0	0	0	linja
loophole	0	0	0	0	0	0	0	0	0	0	lakuna
loosen	0	0	0	0	0	0	0	0	0	0	ħoll
loosening	0	0	0	0	0	0	0	0	0	0	illaxkar
loot	0	0	0	0	0	1	0	0	0	0	loot
lop	0	0	0	0	0	0	0	0	0	0	lop
lopsided	0	0	0	0	0	0	0	0	0	0	maqlub
lord	0	0	1	0	0	1	1	0	0	1	Mulej
lords	0	0	0	0	0	0	0	0	0	0	sinjuri
lordship	0	0	0	0	0	0	1	0	0	0	Lordship
lore	0	0	0	0	0	0	0	0	0	0	lore
lorry	0	0	0	0	0	0	0	0	0	0	trakk
lose	1	0	1	1	0	1	0	1	1	0	titlef
losing	1	0	0	0	0	1	0	1	0	0	titlef
loss	1	0	0	1	0	1	0	1	0	0	telf
lost	0	0	0	0	0	1	0	1	0	0	mitlufa
lot	0	0	0	0	0	0	0	0	0	0	lott
lotion	0	0	0	0	0	0	0	0	0	0	lotion
lots	0	0	0	0	0	0	0	0	0	0	lottijiet
lottery	0	1	0	0	0	0	0	0	0	0	lotterija
lotto	0	0	0	0	0	0	0	0	0	0	lottu
loud	0	0	0	0	0	0	0	0	0	0	qawwi
loudly	0	0	0	0	0	0	0	0	0	0	loudly
loudness	1	0	0	0	0	1	0	0	0	0	loudness
lounge	0	0	0	0	0	1	0	0	0	0	sala
louse	0	0	1	0	0	1	0	0	0	0	qawl
lovable	0	0	0	0	1	0	1	0	0	1	maħbub
love	0	0	0	0	1	0	1	0	0	0	imħabba
lovely	0	1	0	0	1	0	1	1	1	1	sabiħ
lovemaking	0	0	0	0	1	0	1	0	0	1	imħabba
lover	0	1	0	0	1	0	1	0	0	1	dilettant
loving	0	0	0	0	1	0	1	0	0	1	loving
lower	0	0	0	0	0	1	0	1	0	0	aktar baxxi
lowering	0	0	0	0	0	1	0	0	0	0	tnaqqis
lowest	0	0	0	0	0	1	0	1	0	0	l-aktar baxx
lowlands	0	0	0	0	0	1	0	0	0	0	artijiet baxxi
lowly	0	0	0	0	0	1	0	1	0	0	umli
loyal	0	0	0	1	1	0	1	0	1	1	leali
loyalty	0	0	0	0	0	0	1	0	0	1	lealtà
lubricate	0	0	0	0	0	0	0	0	0	0	tillubrikha
lubrication	0	0	0	0	0	0	0	0	0	0	lubrikazzjoni
luck	0	1	0	0	1	0	1	0	1	0	xortih
lucky	0	0	0	0	1	0	1	0	1	0	xortik tajba
ludicrous	0	0	0	0	0	1	0	0	0	0	ludikru
lug	0	0	0	0	0	0	0	0	0	0	lug
luggage	0	0	0	0	0	0	0	0	0	0	bagalji
lull	0	1	0	0	0	0	0	0	0	0	lull
lullaby	0	0	0	0	0	0	0	0	0	0	lullaby
lumbar	0	0	0	0	0	0	0	0	0	0	lumbari
lumber	0	0	0	0	0	0	0	0	0	0	injam
lumbering	0	0	0	0	0	1	0	0	0	0	injam
luminescent	0	0	0	0	0	0	0	0	0	0	luminexxenti
luminous	0	0	0	0	0	0	0	0	0	0	luminuża
lump	0	0	0	0	0	1	0	0	0	0	f’daqqa
lumpy	0	0	1	0	0	1	0	0	0	0	ċapep
lunacy	1	0	1	1	0	1	0	1	0	0	lunacy
lunar	0	0	0	0	0	0	0	0	0	0	lunari
lunatic	1	0	1	1	0	1	0	0	0	0	lunatic
lunch	0	0	0	0	0	0	0	0	0	0	ikla
luncheon	0	0	0	0	0	0	0	0	0	0	ikla
lunge	0	0	0	0	0	0	0	0	1	0	lunge
lungs	0	0	0	0	0	0	0	0	0	0	pulmuni
lurch	0	0	0	0	0	1	0	0	0	0	ixxotta
lure	0	0	0	0	0	1	0	0	0	0	jattiraw
lurid	0	0	1	0	0	1	0	0	0	0	lurid
lurk	0	0	0	0	0	1	0	0	0	0	lurk
lurking	0	0	0	0	0	1	0	0	0	0	lurking
luscious	0	1	0	0	1	0	1	0	0	0	luscious
lush	0	0	1	0	0	1	0	1	0	0	lush
lust	0	1	0	0	0	1	0	0	0	0	Xorta
luster	0	0	0	0	1	0	1	0	0	0	tleqqija
lustful	0	0	0	0	0	1	0	0	0	0	xewqana
lustrous	0	0	0	0	0	0	1	0	0	0	tleqq
lusty	0	0	1	0	0	0	0	0	0	0	lusty
lute	0	0	0	0	0	0	0	0	0	0	lawt
luxuriant	0	0	0	0	0	0	1	0	0	0	luxuriant
luxurious	0	0	0	0	1	0	1	0	0	0	lussuża
luxury	0	0	0	0	1	0	1	0	0	0	lussu
lying	1	0	1	0	0	1	0	0	0	0	gideb
lymph	0	0	0	0	0	0	0	0	0	0	limfatiċi
lymphatic	0	0	0	0	0	0	0	0	0	0	limfatiċi
lynch	1	0	1	1	0	1	0	1	0	0	linċi
lynx	0	0	0	0	0	0	0	0	0	0	linċi
lyre	0	0	0	0	1	0	1	0	0	0	lira
lyric	0	0	0	0	0	0	0	0	0	0	lirika
lyrical	0	0	0	0	1	0	1	0	0	0	lirika
mace	0	0	0	1	0	1	0	0	0	0	mazz
machine	0	0	0	0	0	0	0	0	0	1	magna
machinery	0	0	0	0	0	0	0	0	0	0	makkinarju
machinist	0	0	0	0	0	0	0	0	0	0	makkinarju
mackerel	0	0	0	0	0	0	0	0	0	0	kavalli
mad	1	0	1	1	0	1	0	1	0	0	ġenn
madam	0	0	0	0	0	0	0	0	0	0	Sinjura
madame	0	0	0	0	0	0	0	0	0	0	madame
madden	1	0	0	1	0	1	0	0	0	0	miġnun
madman	1	0	0	1	0	1	0	0	0	0	ġenn
madness	1	0	0	1	0	1	0	0	0	0	ġenn
mafia	0	0	0	1	0	1	0	0	0	0	mafja
magazine	0	0	0	0	0	0	0	0	0	0	rivista
mage	0	0	0	1	0	0	0	0	0	0	maġ
magenta	0	0	0	0	0	0	0	0	0	0	maġenta
maggot	0	0	1	0	0	1	0	0	0	0	durmi
magic	0	0	0	0	0	0	0	0	0	0	maġija
magical	0	1	0	0	1	0	1	0	1	0	maġika
magician	0	0	0	0	0	0	0	0	1	0	magician
magistrate	0	0	0	0	0	0	0	0	0	0	maġistrat
magma	0	0	0	0	0	0	0	0	0	0	magma
magnate	0	0	0	0	0	0	0	0	0	0	magnat
magnet	0	0	0	0	0	0	1	0	0	1	kalamita
magnetism	0	0	0	0	0	0	1	0	0	0	manjetiżmu
magnetite	0	0	0	0	0	0	1	0	0	0	manjetita
magnificence	0	1	0	0	1	0	1	0	0	1	magnificence
magnificent	0	1	0	0	1	0	1	0	1	1	magnífico
magnifier	0	0	0	0	0	0	0	0	0	0	lenti
magnify	0	0	0	0	0	0	0	0	0	0	tkabbar
magnitude	0	0	0	0	0	0	0	0	0	0	kobor
magpie	0	0	0	0	0	0	0	0	0	0	magpie
maid	0	0	0	0	0	0	0	0	0	0	qaddejja
maiden	0	0	0	0	0	0	1	0	0	0	xebba
mail	0	1	0	0	0	0	0	0	0	0	posta
main	0	0	0	0	0	0	1	0	0	0	prinċipali
mainland	0	0	0	0	0	0	0	0	0	0	kontinentali
mainstay	0	0	0	0	0	0	1	0	0	1	pedament
maintenance	0	0	0	0	0	0	0	0	0	1	manutenzjoni
majestic	0	1	0	0	1	0	1	0	1	1	majestuż
majesty	0	0	0	0	0	0	1	0	0	1	maestà
major	0	0	0	0	0	0	1	0	0	0	maġġuri
majority	0	0	0	0	1	0	1	0	0	1	maġġoranza
make	0	0	0	0	0	0	0	0	0	0	tagħmel
