English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Hmong Word
lender	0	0	0	0	0	0	0	0	0	1	qiv nyiaj
lending	0	0	0	0	0	0	0	0	0	0	qiv
length	0	0	0	0	0	0	0	0	0	0	ntev
lengthen	0	0	0	0	0	0	0	0	0	0	ntev
lengthened	0	0	0	0	0	0	0	0	0	0	ua kom ntev
lengthening	0	0	0	0	0	0	0	0	0	0	ua kom ntev
lengthwise	0	0	0	0	0	0	0	0	0	0	lengthwise
lengthy	0	0	0	0	0	0	0	0	0	0	ntev
leniency	0	0	0	0	0	0	0	0	0	0	leniency
lenient	0	0	0	0	0	0	1	0	0	0	lenient
lens	0	0	0	0	0	0	0	0	0	0	lens
leopard	0	0	0	0	0	0	0	0	0	0	tsov txaij
leprosy	0	0	1	1	0	1	0	1	0	0	mob ruas
lessee	0	0	0	0	0	0	0	0	0	0	tsawg
lessen	0	1	0	0	0	1	0	0	0	0	tsawg
lessening	0	0	0	0	0	0	0	0	0	0	txo qis
lesser	0	0	1	0	0	1	0	0	0	0	tsawg dua
lesson	0	1	0	0	0	0	1	0	0	1	zaj lus qhia
lessor	0	0	0	0	0	0	0	0	0	0	tsawg
lethal	0	0	1	1	0	1	0	1	0	0	tuag
lethargic	0	0	0	0	0	0	0	0	0	0	qaug zog
lethargy	0	0	0	0	0	1	0	1	0	0	qaug zog
letter	0	1	0	0	0	0	0	0	0	0	tsab ntawv
lettered	0	1	0	0	0	0	1	0	0	1	sau ntawv
letters	0	0	0	0	0	0	0	0	0	0	ntawv
lettuce	0	0	0	0	0	0	0	0	0	0	zaub xam lav
leukemia	1	0	0	1	0	1	0	1	0	0	leukemia
levee	0	0	0	0	0	0	0	0	0	1	lev
level	0	0	0	0	0	0	1	0	0	1	qib
lever	0	0	0	0	0	0	0	0	0	0	lever
leverage	0	0	0	0	0	0	1	0	0	0	leverage
levy	0	0	0	0	0	1	0	0	0	0	levy
lewd	0	0	1	0	0	1	0	0	0	0	lewd
lexicon	0	0	0	0	0	0	0	0	0	0	lexicon
ley	0	0	0	0	0	0	0	0	0	0	lis
liabilities	0	0	0	0	0	0	0	0	0	0	liabilities
liability	0	0	0	0	0	0	0	0	0	0	lav
liaison	0	0	0	0	0	1	0	0	0	0	kev sib tham
liar	0	0	1	0	0	1	0	0	0	0	neeg dag
libel	1	0	0	1	0	1	0	0	0	1	libel
libelous	0	0	0	0	0	0	0	0	0	0	tsis ncaj ncees
liberal	0	0	0	0	0	1	1	0	0	0	kev ywj pheej
liberalism	0	0	0	0	0	0	0	0	0	0	kev ywj pheej
liberate	1	1	0	0	1	0	1	0	1	1	tso tawm
liberation	0	1	0	0	1	0	1	0	1	0	kev ywj pheej
liberty	0	1	0	0	1	0	1	0	1	1	kev ywj pheej
libido	0	0	0	0	0	0	0	0	0	0	libido
librarian	0	0	0	0	0	0	0	0	0	0	tsev kawm ntawv
library	0	0	0	0	0	0	1	0	0	0	tsev qiv ntawv
libretto	0	0	0	0	0	0	0	0	0	0	libretto
license	0	0	0	0	0	0	0	0	0	0	daim ntawv tso cai
lichen	0	0	0	0	0	0	0	0	0	0	lichen
lick	0	0	1	0	0	1	0	0	0	0	lick
lid	0	0	0	0	0	0	0	0	0	0	lub hau
lie	1	0	1	0	0	1	0	1	0	0	dag
liege	0	0	0	0	0	0	0	0	0	0	lus
lien	0	0	0	0	0	0	0	0	0	0	lien
lieu	0	0	0	0	0	0	0	0	0	0	lieu
lieutenant	0	0	0	0	0	0	0	0	0	1	tus tub rog
life	0	0	0	0	0	0	0	0	0	0	lub neej
lifeblood	0	0	0	0	0	0	1	0	0	0	cov ntshav
lifeboat	0	0	0	0	0	0	0	0	0	0	lub nkoj cawm siav
lifeless	0	0	0	1	0	1	0	1	0	0	tsis muaj sia
lifelike	0	0	0	0	0	0	0	0	0	0	zoo li lub neej
lifelong	0	0	0	0	0	0	0	0	0	0	nyob mus ib txhis
lifetime	0	0	0	0	0	0	0	0	0	0	lub neej
lift	0	0	0	0	0	0	0	0	0	0	nqa
ligament	0	0	0	0	0	0	0	0	0	0	ligament
ligation	0	0	0	0	0	0	0	0	0	0	ligation
light	0	0	0	0	0	0	0	0	0	0	teeb
lighten	0	0	0	0	0	0	0	0	0	0	teeb
lighthouse	0	0	0	0	0	0	1	0	0	0	lub teeb
lightness	0	0	0	0	0	0	0	0	0	0	kev kaj
lightning	1	0	0	1	0	0	0	0	1	0	xob laim
likelihood	0	0	0	0	0	0	0	0	0	0	nyiam
likeness	0	0	0	0	0	0	0	0	0	0	zoo li
likewise	0	0	0	0	0	0	0	0	0	0	zoo ib yam
liking	0	0	0	0	1	0	1	0	0	1	nyiam
lilac	0	0	0	0	0	0	0	0	0	0	lilac
lily	0	0	0	0	0	0	0	0	0	0	lily
limb	0	0	0	0	0	0	0	0	0	0	ko taw
limbo	0	0	0	0	0	0	0	0	0	0	limbo
limit	0	0	0	0	0	0	0	0	0	0	txwv
limitation	0	0	0	0	0	0	0	0	0	0	txwv
limited	1	0	0	0	0	1	0	1	0	0	txwv
limitless	0	0	0	0	0	0	0	0	0	0	tsis kawg
limousine	0	0	0	0	0	0	0	0	0	0	limousine
limp	0	0	0	0	0	1	0	0	0	0	poob siab
lin	0	0	0	0	0	0	0	0	0	0	lin
line	0	0	0	0	0	0	0	0	0	0	kab
lineage	0	0	0	0	0	0	0	0	0	0	caj ces
lineal	0	0	0	0	0	0	0	0	0	0	lineal
linear	0	0	0	0	0	0	0	0	0	0	kab tawm
lined	0	0	0	0	0	0	0	0	0	0	ua kab
linen	0	0	0	0	0	0	0	0	0	0	linen
liner	0	0	0	0	0	0	0	0	0	0	liner
lines	0	0	0	1	0	0	0	0	0	0	kab
linger	0	1	0	0	0	0	0	0	0	0	nyob twj ywm
lingo	0	0	0	0	0	0	0	0	0	0	lus
lingual	0	0	0	0	0	0	0	0	0	0	lus
linguist	0	0	0	0	0	0	1	0	0	1	tus kws paub lus Askiv
linguistic	0	0	0	0	0	0	0	0	0	0	lus
linguistics	0	0	0	0	0	0	0	0	0	0	kev kawm lus
lining	0	0	0	0	0	0	0	0	0	0	hauv ob sab phlu
link	0	0	0	0	0	0	0	0	0	0	txuas
linoleum	0	0	0	0	0	0	0	0	0	0	linoleum
lint	0	0	0	0	0	1	0	0	0	0	lint
lion	0	0	0	1	0	0	1	0	0	0	tsov
lip	0	0	0	0	0	0	0	0	0	0	di ncauj
lipstick	0	0	0	0	0	0	0	0	0	0	daim di ncauj
liquefaction	0	0	0	0	0	0	0	0	0	0	liquefaction
liquefied	0	0	0	0	0	0	0	0	0	0	ua kua
liqueur	0	0	0	0	0	0	0	0	0	0	liqueur
liquid	0	0	0	0	0	0	0	0	0	0	ua kua
liquidate	0	0	0	0	0	0	0	0	0	0	kua dej
liquidation	0	0	0	0	0	0	0	0	0	0	kua dej
liquidator	0	0	0	0	0	0	0	0	0	0	liquidator
liquidity	0	0	0	0	0	0	0	0	0	0	ua kua
liquor	1	0	0	0	1	1	0	1	0	0	cawv
lisp	0	0	0	0	0	0	0	0	0	0	lis
list	0	0	0	0	0	0	0	0	0	0	lis
listen	0	0	0	0	0	0	0	0	0	0	mloog
listener	0	0	0	0	0	0	0	0	0	0	mloog
listing	0	0	0	0	0	0	0	0	0	0	npe
listless	0	0	0	0	0	1	0	1	0	0	tsis lis
litany	0	0	0	0	0	0	0	0	0	0	litany
literally	0	0	0	0	0	0	0	0	0	0	lus
literary	0	0	0	0	0	0	0	0	0	0	kev nyeem ntawv
literature	0	0	0	0	0	0	0	0	0	0	ntaub ntawv
lithe	0	0	0	0	0	0	1	0	0	0	lith
lithograph	0	0	0	0	0	0	0	0	0	0	lithograph
lithography	0	0	0	0	0	0	0	0	0	0	lithography
lithology	0	0	0	0	0	0	0	0	0	0	lithology
lithosphere	0	0	0	0	0	0	0	0	0	0	lithosphere
litigant	0	0	0	0	0	1	0	0	0	0	neeg foob
litigate	1	1	1	1	0	1	0	1	0	0	teeb meem
litigation	0	0	0	0	0	1	0	0	0	0	kev foob
litigious	1	0	1	0	0	1	0	0	0	0	teeb meem
litter	0	0	0	0	0	1	0	0	0	0	cov khib nyiab
littoral	0	0	0	0	0	0	0	0	0	0	phau ntawv
liturgy	0	0	0	0	0	0	0	0	0	0	liturgy
livelihood	0	0	0	0	0	0	0	0	0	0	kev ua neej nyob
livery	0	0	0	0	0	0	0	0	0	0	lub siab
livid	1	0	1	0	0	1	0	0	0	0	livid
living	0	0	0	0	0	0	0	0	0	0	nyob
llama	0	0	0	0	0	0	0	0	0	0	laj
load	0	0	0	0	0	0	0	0	0	0	thauj
loaf	0	0	0	0	0	1	0	0	0	0	loaf
loafer	0	0	0	0	0	1	0	0	0	0	loafer
loam	0	0	0	0	0	0	0	0	0	0	loam
loan	0	0	0	0	0	0	0	0	0	0	qiv
loath	1	0	0	0	0	1	0	0	0	0	siab
loathe	1	0	1	0	0	1	0	0	0	0	ntxub
loathing	0	0	1	0	0	1	0	0	0	0	ntxub
loathsome	1	0	1	0	0	1	0	0	0	0	mob siab
lobby	0	0	0	0	0	0	0	0	0	0	chaw tos txais
lobbyist	0	0	0	0	0	1	0	0	0	0	lobbyist
lobe	0	0	0	0	0	0	0	0	0	0	lobe
local	0	0	0	0	0	0	0	0	0	0	hauv zos
locale	0	0	0	0	0	0	0	0	0	0	thaj chaw
locality	0	0	0	0	0	0	0	0	0	0	thaj chaw
localization	0	0	0	0	0	0	0	0	0	0	localization
localize	0	1	0	0	0	0	0	0	0	0	localize
locate	0	0	0	0	0	0	0	0	0	0	nrhiav
location	0	0	0	0	0	0	0	0	0	0	qhov chaw
loch	0	0	0	0	0	0	0	0	0	0	loj
lock	0	0	0	0	0	0	0	0	0	0	xauv
locker	0	0	0	0	0	0	0	0	0	0	lub rooj xauv
locksmith	0	0	0	0	0	0	0	0	0	0	locksmith
lockup	0	0	0	1	0	1	0	1	0	0	xauv
locomotion	0	0	0	0	0	0	0	0	0	0	locomotion
locomotive	0	0	0	0	0	0	0	0	0	0	lub tsheb ciav hlau
locust	0	0	0	1	0	1	0	0	0	0	tsaj
lodge	0	0	0	0	0	0	0	0	0	0	tsev nyob
lodger	0	0	0	0	0	0	0	0	0	0	tsev noj mov
lodging	0	0	0	0	0	0	0	0	0	1	chaw pw
loft	0	0	0	0	0	0	0	0	0	0	loft
lofty	0	0	0	0	0	1	0	0	0	0	siab heev
log	0	0	0	0	0	0	0	0	0	0	log
logarithm	0	0	0	0	0	0	0	0	0	0	logarithm
logarithmic	0	0	0	0	0	0	0	0	0	0	logarithmic
logic	0	0	0	0	0	0	0	0	0	0	logic
logical	0	0	0	0	0	0	1	0	0	0	logical
logistics	0	0	0	0	0	0	0	0	0	0	logistics
logotype	0	0	0	0	0	0	0	0	0	0	logotype
loin	0	0	0	0	0	0	0	0	0	0	luj
lollipop	0	0	0	0	0	0	0	0	0	0	lollipop
lone	0	0	0	0	0	0	0	1	0	0	nyob ib leeg
loneliness	0	0	0	1	0	1	0	1	0	0	kev kho siab
lonely	1	0	1	1	0	1	0	1	0	0	kho siab
lonesome	0	0	0	0	0	1	0	1	0	0	kho siab
long	0	1	0	0	0	0	0	0	0	0	ntev
longevity	0	0	0	0	0	0	1	0	0	0	kev nyob ntev
longing	0	1	0	0	0	0	0	1	0	0	xav tau
longitude	0	0	0	0	0	0	0	0	0	0	longitude
longitudinal	0	0	0	0	0	0	0	0	0	0	ntev
longitudinally	0	0	0	0	0	0	0	0	0	0	longitudinally
loo	0	0	1	0	0	1	0	0	0	0	loo
lookout	0	0	0	0	0	0	0	0	0	0	saib
loom	0	1	0	1	0	1	0	0	0	0	loom
looming	0	0	0	0	0	0	0	0	0	0	looming
loon	0	0	1	0	0	1	0	0	0	0	loon
loony	0	0	0	0	0	1	0	0	0	0	loony
loop	0	0	0	0	0	0	0	0	0	0	lub voj
loophole	0	0	0	0	0	0	0	0	0	0	qhov khoob
loosen	0	0	0	0	0	0	0	0	0	0	xoob
loosening	0	0	0	0	0	0	0	0	0	0	loosening
loot	0	0	0	0	0	1	0	0	0	0	nyiag khoom
lop	0	0	0	0	0	0	0	0	0	0	loj
lopsided	0	0	0	0	0	0	0	0	0	0	ua tsaug
lord	0	0	1	0	0	1	1	0	0	1	tus tswv
lords	0	0	0	0	0	0	0	0	0	0	cov tswv
lordship	0	0	0	0	0	0	1	0	0	0	kev ua tswv
lore	0	0	0	0	0	0	0	0	0	0	lus dab neeg
lorry	0	0	0	0	0	0	0	0	0	0	lub tsheb loj
lose	1	0	1	1	0	1	0	1	1	0	poob
losing	1	0	0	0	0	1	0	1	0	0	poob
loss	1	0	0	1	0	1	0	1	0	0	poob
lost	0	0	0	0	0	1	0	1	0	0	poob
lot	0	0	0	0	0	0	0	0	0	0	ntau
lotion	0	0	0	0	0	0	0	0	0	0	tshuaj pleev ib ce
lots	0	0	0	0	0	0	0	0	0	0	ntau
lottery	0	1	0	0	0	0	0	0	0	0	rho npe
lotto	0	0	0	0	0	0	0	0	0	0	lotto
loud	0	0	0	0	0	0	0	0	0	0	nrov
loudly	0	0	0	0	0	0	0	0	0	0	nrov nrov
loudness	1	0	0	0	0	1	0	0	0	0	suab nrov
lounge	0	0	0	0	0	1	0	0	0	0	chav pw
louse	0	0	1	0	0	1	0	0	0	0	lus
lovable	0	0	0	0	1	0	1	0	0	1	ntxim hlub
love	0	0	0	0	1	0	1	0	0	0	kev hlub
lovely	0	1	0	0	1	0	1	1	1	1	zoo nkauj
lovemaking	0	0	0	0	1	0	1	0	0	1	kev hlub
lover	0	1	0	0	1	0	1	0	0	1	tus hlub
loving	0	0	0	0	1	0	1	0	0	1	kev hlub
lower	0	0	0	0	0	1	0	1	0	0	qis
lowering	0	0	0	0	0	1	0	0	0	0	txo qis
lowest	0	0	0	0	0	1	0	1	0	0	qis tshaj
lowlands	0	0	0	0	0	1	0	0	0	0	thaj av qis
lowly	0	0	0	0	0	1	0	1	0	0	qis
loyal	0	0	0	1	1	0	1	0	1	1	loyal
loyalty	0	0	0	0	0	0	1	0	0	1	kev ncaj ncees
lubricate	0	0	0	0	0	0	0	0	0	0	lubricate
lubrication	0	0	0	0	0	0	0	0	0	0	lubrication
luck	0	1	0	0	1	0	1	0	1	0	hmoov zoo
lucky	0	0	0	0	1	0	1	0	1	0	muaj hmoo
ludicrous	0	0	0	0	0	1	0	0	0	0	ruam
lug	0	0	0	0	0	0	0	0	0	0	lug
luggage	0	0	0	0	0	0	0	0	0	0	lub nra
lull	0	1	0	0	0	0	0	0	0	0	lull
lullaby	0	0	0	0	0	0	0	0	0	0	lullaby
lumbar	0	0	0	0	0	0	0	0	0	0	lumbar
lumber	0	0	0	0	0	0	0	0	0	0	ntoo
lumbering	0	0	0	0	0	1	0	0	0	0	lumbering
luminescent	0	0	0	0	0	0	0	0	0	0	luminescent
luminous	0	0	0	0	0	0	0	0	0	0	ci ntsa iab
lump	0	0	0	0	0	1	0	0	0	0	pob
lumpy	0	0	1	0	0	1	0	0	0	0	pob
lunacy	1	0	1	1	0	1	0	1	0	0	kev plam
lunar	0	0	0	0	0	0	0	0	0	0	lunar
lunatic	1	0	1	1	0	1	0	0	0	0	ruam
lunch	0	0	0	0	0	0	0	0	0	0	noj su
luncheon	0	0	0	0	0	0	0	0	0	0	noj su
lunge	0	0	0	0	0	0	0	0	1	0	lunge
lungs	0	0	0	0	0	0	0	0	0	0	lub ntsws
lurch	0	0	0	0	0	1	0	0	0	0	lurch
lure	0	0	0	0	0	1	0	0	0	0	dag
lurid	0	0	1	0	0	1	0	0	0	0	lurid
lurk	0	0	0	0	0	1	0	0	0	0	lurk
lurking	0	0	0	0	0	1	0	0	0	0	nyob ze
luscious	0	1	0	0	1	0	1	0	0	0	lus
lush	0	0	1	0	0	1	0	1	0	0	lush
lust	0	1	0	0	0	1	0	0	0	0	kev ntshaw
luster	0	0	0	0	1	0	1	0	0	0	luster
lustful	0	0	0	0	0	1	0	0	0	0	kev ntshaw
lustrous	0	0	0	0	0	0	1	0	0	0	ci ntsa iab
lusty	0	0	1	0	0	0	0	0	0	0	lusy
lute	0	0	0	0	0	0	0	0	0	0	lus
luxuriant	0	0	0	0	0	0	1	0	0	0	luxurant
luxurious	0	0	0	0	1	0	1	0	0	0	khoom kim heev
luxury	0	0	0	0	1	0	1	0	0	0	khoom kim heev
lying	1	0	1	0	0	1	0	0	0	0	dag
lymph	0	0	0	0	0	0	0	0	0	0	lymph
lymphatic	0	0	0	0	0	0	0	0	0	0	lymphatic
lynch	1	0	1	1	0	1	0	1	0	0	lynch
lynx	0	0	0	0	0	0	0	0	0	0	lynx ib
lyre	0	0	0	0	1	0	1	0	0	0	lyre
lyric	0	0	0	0	0	0	0	0	0	0	zaj nkauj
lyrical	0	0	0	0	1	0	1	0	0	0	zaj nkauj
mace	0	0	0	1	0	1	0	0	0	0	mace
machine	0	0	0	0	0	0	0	0	0	1	tshuab
machinery	0	0	0	0	0	0	0	0	0	0	tshuab
machinist	0	0	0	0	0	0	0	0	0	0	tshuab tshuab
mackerel	0	0	0	0	0	0	0	0	0	0	mackerel
mad	1	0	1	1	0	1	0	1	0	0	chim
madam	0	0	0	0	0	0	0	0	0	0	madam
madame	0	0	0	0	0	0	0	0	0	0	madam
madden	1	0	0	1	0	1	0	0	0	0	ua madden
madman	1	0	0	1	0	1	0	0	0	0	neeg vwm
madness	1	0	0	1	0	1	0	0	0	0	kev vwm
mafia	0	0	0	1	0	1	0	0	0	0	mafia
magazine	0	0	0	0	0	0	0	0	0	0	magazine
mage	0	0	0	1	0	0	0	0	0	0	mage
magenta	0	0	0	0	0	0	0	0	0	0	magenta
maggot	0	0	1	0	0	1	0	0	0	0	maggot
magic	0	0	0	0	0	0	0	0	0	0	khawv koob
magical	0	1	0	0	1	0	1	0	1	0	tej yam yees siv
magician	0	0	0	0	0	0	0	0	1	0	tus kws yees duab
magistrate	0	0	0	0	0	0	0	0	0	0	tus thawj coj
magma	0	0	0	0	0	0	0	0	0	0	magma
magnate	0	0	0	0	0	0	0	0	0	0	magnate
magnet	0	0	0	0	0	0	1	0	0	1	hlau nplaum
magnetism	0	0	0	0	0	0	1	0	0	0	hlau nplaum
magnetite	0	0	0	0	0	0	1	0	0	0	magnetite
magnificence	0	1	0	0	1	0	1	0	0	1	zoo kawg nkaus
magnificent	0	1	0	0	1	0	1	0	1	1	zoo kawg li
magnifier	0	0	0	0	0	0	0	0	0	0	magnifier
magnify	0	0	0	0	0	0	0	0	0	0	loj
magnitude	0	0	0	0	0	0	0	0	0	0	qhov loj
magpie	0	0	0	0	0	0	0	0	0	0	magpie
maid	0	0	0	0	0	0	0	0	0	0	poj niam
maiden	0	0	0	0	0	0	1	0	0	0	poj niam
mail	0	1	0	0	0	0	0	0	0	0	xa ntawv
main	0	0	0	0	0	0	1	0	0	0	lub ntsiab
mainland	0	0	0	0	0	0	0	0	0	0	av loj
mainstay	0	0	0	0	0	0	1	0	0	1	lub hauv paus
maintenance	0	0	0	0	0	0	0	0	0	1	kev saib xyuas
majestic	0	1	0	0	1	0	1	0	1	1	majestic
majesty	0	0	0	0	0	0	1	0	0	1	koob meej
major	0	0	0	0	0	0	1	0	0	0	loj
majority	0	0	0	0	1	0	1	0	0	1	feem ntau
make	0	0	0	0	0	0	0	0	0	0	ua
maker	0	0	0	0	0	0	0	0	0	0	tus tsim
makeshift	0	0	0	0	0	1	0	0	0	0	ua haujlwm
makeup	0	0	0	0	0	0	0	0	0	0	pleev
malady	0	0	0	0	0	1	0	0	0	0	mob hnyav
malaise	0	0	0	0	0	1	0	1	0	0	mob tsis taus
malaria	0	0	1	1	0	1	0	1	0	0	mob malaria
malevolent	1	0	1	1	0	1	0	1	0	0	siab phem
malfeasance	0	0	1	0	0	1	0	0	0	0	kev ua phem
malformation	0	0	0	0	0	1	0	0	0	0	malformation
malice	1	0	0	1	0	1	0	0	0	0	siab phem
malicious	1	0	1	1	0	1	0	1	0	0	siab phem
malign	1	0	1	0	0	1	0	0	0	0	phem
malignancy	0	0	0	1	0	1	0	1	0	0	mob phem
malignant	1	0	0	1	0	1	0	0	0	0	mob phem
mall	0	0	0	0	0	0	0	0	0	0	khw
malleable	0	0	0	0	0	0	0	0	0	0	tuaj yeem
mallet	0	0	0	0	0	0	0	0	0	0	loj
malpractice	1	0	0	0	0	1	0	0	0	0	kev ua tsis ncaj
mamma	0	0	0	0	0	0	0	0	0	1	mamm
mammal	0	0	0	0	0	0	0	0	0	0	tsiaj txhu
mammoth	0	0	0	0	0	0	0	0	0	0	mammoth
manage	0	0	0	0	0	0	1	0	0	1	tswj
management	0	0	0	0	0	0	1	0	0	1	kev tswj hwm
manager	0	0	0	0	0	0	0	0	0	0	tus thawj coj
mandamus	0	0	0	1	0	1	0	0	0	0	mandamus
mandarin	0	0	0	0	0	0	1	0	0	1	mandarin
mandate	0	0	0	0	0	0	0	0	0	0	txoj cai
mandible	0	0	0	0	0	0	0	0	0	0	mandible
mandolin	0	0	0	0	0	0	0	0	0	0	mandolin
mandrel	0	0	0	0	0	0	0	0	0	0	mandrel
mane	0	0	0	0	0	0	0	0	0	0	mav
maneuver	0	0	0	0	0	0	0	0	0	0	maneuver
maneuvering	0	0	0	0	0	0	0	0	0	0	maneuvering
mange	0	0	1	1	0	1	0	0	0	0	noj
manger	0	0	0	0	0	0	0	0	0	0	khoom noj khoom haus
mangle	1	0	1	1	0	1	0	1	0	0	mangle
mango	0	0	0	0	0	0	0	0	0	0	txiv nkhaus taw
mangosteen	0	0	0	0	0	0	0	0	0	0	mangosteen
manhood	0	0	0	0	0	0	1	0	0	0	txiv neej
mania	0	0	0	0	0	1	0	0	0	0	mania
maniac	1	0	0	1	0	1	0	0	0	0	maniac
maniacal	0	0	0	0	0	1	0	0	0	0	maniacal
manicure	0	0	0	0	0	0	0	0	0	0	manicure
manifest	0	0	0	0	0	0	0	0	0	0	qhia
manifestation	0	0	0	1	0	0	0	0	0	0	kev tshwm sim
manifested	0	0	0	0	0	0	1	0	0	0	tshwm sim
manifestly	0	0	0	0	0	0	0	0	0	0	ua kom pom tseeb
manifesto	0	0	0	0	0	0	0	0	0	0	manifesto
manifold	0	0	0	0	0	0	0	0	0	0	manifold
manipulate	0	0	0	0	0	1	0	0	0	0	tswj
manipulation	1	0	0	1	0	1	0	0	0	0	manipulation
mankind	0	0	0	0	0	0	0	0	0	0	noob neej
manly	0	0	0	0	0	0	1	0	0	0	txiv neej
manna	0	0	0	0	0	0	1	0	0	0	manna
manner	0	0	0	0	0	0	0	0	0	0	yam
mannered	0	0	0	0	0	0	1	0	0	0	ua zoo
manners	0	0	0	0	0	0	1	0	0	0	kev coj ncaj ncees
manor	0	0	0	0	0	0	0	0	0	0	manor
mansion	0	0	0	0	0	0	0	0	0	0	tsev loj
manslaughter	1	0	1	1	0	1	0	1	1	0	kev tua neeg
mantle	0	0	0	0	0	0	0	0	0	0	mantle
manual	0	0	0	0	0	0	0	0	0	1	phau ntawv
manufacture	0	0	0	0	0	0	0	0	0	0	tsim khoom
manufacturer	0	0	0	0	0	0	1	0	0	0	tsim tawm
manure	0	0	1	0	0	1	0	0	0	0	quav
manuscript	0	0	0	0	0	0	0	0	0	0	phau ntawv
map	0	0	0	0	0	0	0	0	0	0	daim ntawv qhia
mar	0	0	0	0	0	1	0	0	0	0	mar
marble	0	0	0	0	0	0	0	0	0	0	marble
marbled	0	0	0	0	0	0	0	0	0	0	marbled
marbles	0	0	0	0	0	0	0	0	0	0	marbles
march	0	0	0	0	0	0	1	0	0	0	lub peb hlis ntuj
mare	0	0	0	0	0	0	0	0	0	0	mare
margin	0	0	0	0	0	1	0	1	0	0	paj ntaub
marginal	0	0	0	0	0	0	0	0	0	0	marginal
marijuana	0	0	0	0	0	0	0	0	0	0	tshuaj maj
marine	0	0	0	0	0	0	0	0	0	1	dej hiav txwv
mariner	0	0	0	0	0	0	0	0	0	0	tus dej hiav txwv
maritime	0	0	0	0	0	0	0	0	0	0	kev hiav txwv
mark	0	0	0	0	0	0	0	0	0	0	cim
marked	0	0	0	0	0	0	1	0	0	0	cim
market	0	0	0	0	0	0	0	0	0	0	kev ua lag luam
marketable	0	0	0	0	0	0	1	0	0	0	ua lag luam
marketplace	0	0	0	0	0	0	0	0	0	0	khw
marks	0	0	0	0	0	0	0	0	0	0	cov cim
marl	0	0	0	0	0	0	0	0	0	0	marl
marmalade	0	0	0	0	0	0	0	0	0	0	marmalade
maroon	0	0	0	0	0	1	0	0	0	0	maroon
marquee	0	0	0	0	0	0	0	0	0	0	marquee
marquis	0	0	0	0	0	0	1	0	0	0	marquis
marriage	0	1	0	0	1	0	1	0	0	1	kev sib yuav
married	0	0	0	0	0	0	0	0	0	0	sib yuav
marrow	0	0	0	0	1	0	1	0	0	1	mob plab
marry	0	1	0	1	1	0	1	0	1	1	yuav
marsh	0	0	0	0	0	0	0	0	0	0	marsh
marshal	0	0	0	0	0	0	1	0	0	1	tub ceev xwm
mart	0	0	0	0	0	0	0	0	0	0	mart
martial	1	0	0	0	0	0	0	0	0	0	kev sib ntaus sib tua
martingale	0	0	0	0	0	1	0	0	0	0	martingale ua
martyr	0	0	0	1	0	1	0	1	0	0	neeg tua neeg
martyrdom	0	0	0	1	0	1	0	1	0	0	kev tua neeg
marvel	0	0	0	0	0	0	1	0	1	0	xav tsis thoob
marvelous	0	0	0	0	1	0	1	0	0	0	zoo kawg li
marvelously	0	0	0	0	1	0	1	0	0	0	zoo kawg nkaus
masculine	0	0	0	0	0	0	1	0	0	0	txiv neej
masculinity	0	0	0	0	0	0	0	0	0	0	txiv neej
mash	0	0	0	0	0	0	0	0	0	0	mash
mask	0	0	0	0	0	0	0	0	0	0	daim npog qhov ncauj
masochism	1	0	1	1	0	1	0	0	0	0	masochism
mason	0	0	0	0	0	0	0	0	0	0	mason
masquerade	0	0	0	0	0	0	0	0	0	0	masquerade
mass	0	0	0	0	0	0	0	0	0	0	pawg
massacre	1	0	1	1	0	1	0	1	0	0	tua neeg
massage	0	0	0	0	1	0	1	0	0	0	zaws
massive	0	0	0	0	0	0	0	0	0	0	loj heev
master	0	0	0	0	0	0	1	0	0	0	tus tswv
mastermind	0	0	0	0	0	0	0	0	0	0	tus tswv
masterpiece	0	0	0	0	1	0	1	0	0	0	tus tswv
mastery	1	0	0	0	1	0	1	0	0	1	kev txawj ntse
masturbate	0	0	0	0	0	0	0	0	0	0	masturbate
masturbation	0	0	0	0	0	0	0	0	0	0	masturbation
mat	0	0	0	0	0	0	0	0	0	0	mat
match	0	0	0	0	0	0	0	0	0	0	sib tw
matching	0	0	0	0	0	0	0	0	0	0	sib phim
matchmaker	0	1	0	0	0	0	0	0	0	0	tus neeg sib tw
mate	0	0	0	0	0	0	1	0	0	1	phooj ywg
material	0	0	0	0	0	0	0	0	0	0	khoom
materialism	0	0	0	0	0	1	0	0	0	0	materialism
materialist	0	0	1	0	0	1	0	0	0	0	materialist
materialistic	0	0	0	0	0	0	0	0	0	0	materialistic
materiality	0	0	0	0	0	0	0	0	0	0	khoom siv
materialize	0	0	0	0	0	0	0	0	0	0	materialize
materially	0	0	0	0	0	0	0	0	0	0	khoom siv
materials	0	0	0	0	0	0	0	0	0	0	cov ntaub ntawv
materiel	0	0	0	0	0	0	0	0	0	0	khoom
maternal	0	1	0	0	0	1	1	0	0	0	niam
maternity	0	0	0	0	0	0	0	0	0	0	poj niam
mathematical	0	0	0	0	0	0	0	0	0	1	lej
mathematician	0	0	0	0	0	0	0	0	0	0	tus lej
mathematics	0	0	0	0	0	0	0	0	0	0	lej
matriculation	0	0	0	0	0	0	0	0	0	0	kawm tiav
matrimony	0	1	0	0	1	0	1	0	0	1	kev sib yuav
matrix	0	0	0	0	0	0	0	0	0	0	matrix
