English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Kazakh Word
milestone	0	0	0	0	0	0	0	0	0	0	белес
militant	0	0	0	0	0	0	0	0	0	0	жауынгер
military	0	0	0	1	0	0	0	0	0	0	әскери
militia	1	0	0	1	0	1	0	1	0	0	милиция
milk	0	0	0	0	0	0	0	0	0	0	сүт
milky	0	0	0	0	0	0	0	0	0	0	сүтті
mill	0	1	0	0	0	0	0	0	0	0	диірмен
millennium	0	0	0	0	0	0	0	0	0	0	мыңжылдық
milligram	0	0	0	0	0	0	0	0	0	0	миллиграмм
millimeter	0	0	0	0	0	0	0	0	0	0	миллиметр
million	0	0	0	0	0	0	0	0	0	0	миллион
millionaire	0	0	0	0	0	0	0	0	0	0	миллионер
mime	0	0	0	0	0	0	1	0	0	0	мимика
mimic	0	0	0	0	0	0	0	0	0	0	еліктеу
mimicking	0	0	0	0	0	0	0	0	0	0	еліктеу
mimicry	0	0	0	0	0	1	0	0	1	0	еліктеу
mind	0	0	0	0	0	0	0	0	0	0	ақыл
minded	0	0	0	0	0	0	0	0	0	0	ойлы
mindful	0	0	0	0	0	0	1	0	0	0	зейінді
mindfulness	0	0	0	0	0	0	1	0	0	0	зейін
mine	0	0	0	0	0	0	0	0	0	0	менікі
miner	0	0	0	0	0	0	0	0	0	0	кенші
mineral	0	0	0	0	0	0	0	0	0	0	минерал
mineralogy	0	0	0	0	0	0	0	0	0	0	минералогия
mingle	0	0	0	0	0	0	0	0	0	0	араласу
mingled	0	0	0	0	0	0	0	0	0	0	араласқан
miniature	0	0	0	0	0	0	0	0	0	0	миниатюралық
minibus	0	0	0	0	0	0	0	0	0	0	шағын автобус
minim	0	0	0	0	0	0	0	0	0	0	минимум
minimize	0	0	0	0	0	1	0	0	0	0	азайту
minimum	0	0	0	0	0	1	0	0	0	0	минимум
minister	0	0	0	0	0	0	0	0	0	0	министр
ministerial	0	0	0	0	0	0	0	0	0	0	министрлік
ministry	0	0	0	0	1	0	1	0	0	1	министрлік
minivan	0	0	0	0	0	0	0	0	0	0	шағын автобус
minnow	0	0	0	0	0	0	0	0	0	0	миннов
minor	0	0	0	0	0	0	0	0	0	0	кәмелетке толмаған
minority	0	0	0	0	0	1	0	0	0	0	азшылық
minstrel	0	0	0	0	0	0	0	0	0	0	минстрель
mint	0	0	0	0	0	0	0	0	0	0	жалбыз
minuscule	0	0	0	0	0	0	0	0	0	0	шағын
minute	0	0	0	0	0	0	0	0	0	0	минут
minutiae	0	0	0	0	0	0	0	0	0	0	ұсақ-түйектер
mir	0	0	0	0	0	0	0	0	0	0	мир
miracle	0	1	0	0	1	0	1	0	1	1	керемет
miraculous	0	0	0	0	1	0	1	0	1	0	ғажайып
mirage	0	0	0	0	0	0	0	0	0	0	мираж
mire	0	0	1	0	0	1	0	0	0	0	батпақ
mirror	0	0	0	0	0	0	0	0	0	0	айна
mirth	0	0	0	0	1	0	1	0	0	0	шаттық
misappropriation	0	0	0	0	0	0	0	0	0	0	заңсыз иемдену
misbehavior	1	0	1	0	0	1	0	0	1	0	теріс мінез-құлық
miscarriage	0	0	0	1	0	1	0	1	0	0	түсік түсіру
miscellaneous	0	0	0	0	0	0	0	0	0	0	әртүрлі
miscellany	0	0	0	0	0	0	0	0	0	0	әртүрлі
mischief	0	0	0	0	0	1	0	0	0	0	бұзақылық
mischievous	0	0	0	0	0	1	0	0	0	0	бұзық
misconception	1	0	1	1	0	1	0	0	0	0	қате түсінік
misconduct	0	0	1	0	0	1	0	0	0	0	теріс қылықтар
misdemeanor	0	0	0	0	0	0	0	0	0	0	теріс қылық
miserable	1	0	1	0	0	1	0	1	0	0	аянышты
miserably	0	0	0	0	0	1	0	1	0	0	аянышты
misery	1	0	1	1	0	1	0	1	0	0	қасірет
misfortune	0	0	0	1	0	1	0	1	0	0	бақытсыздық
misguided	0	0	1	0	0	1	0	0	0	0	адасқан
mishap	0	0	1	1	0	1	0	1	1	0	апат
misinformed	0	0	0	0	0	0	0	0	0	0	қате хабарланған
misinterpretation	0	0	0	0	0	1	0	0	0	0	қате түсіндіру
mislead	1	0	0	1	0	1	0	0	0	1	адастыру
misleading	1	0	1	0	0	1	0	0	0	0	жаңылыстыру
mismanagement	0	0	0	0	0	1	0	0	0	0	дұрыс емес басқару
mismatch	0	0	0	0	0	1	0	0	0	0	сәйкессіздік
mismatched	0	0	0	0	0	0	0	0	0	0	сәйкес емес
misnomer	0	0	0	0	0	1	0	0	0	0	қате атау
misplace	1	0	1	0	0	1	0	0	0	0	қателесу
misplaced	0	0	0	0	0	1	0	0	0	0	орынсыз
misrepresent	0	0	0	0	0	1	0	0	0	0	бұрмалау
misrepresentation	0	0	0	0	0	1	0	1	0	0	бұрмалау
misrepresented	1	0	0	0	0	1	0	0	0	0	бұрмаланған
miss	0	0	0	0	0	0	0	0	0	0	сағыныш
missile	0	0	0	1	0	0	0	0	0	0	зымыран
missing	0	0	0	1	0	1	0	1	0	0	жоқ
mission	0	0	0	0	0	0	0	0	0	0	миссия
missionary	0	0	0	0	0	0	1	0	0	0	миссионер
misstatement	1	0	1	0	0	1	0	0	0	0	бұрмалау
mist	0	0	0	0	0	0	0	0	0	0	тұман
mistake	0	0	0	0	0	1	0	1	0	0	қате
mistaken	0	0	0	1	0	1	0	0	0	0	қателесті
mister	0	0	0	0	0	0	0	0	0	0	мырза
mistress	1	0	1	0	0	1	0	0	0	0	қожайын
mistrust	0	0	1	1	0	1	0	0	0	0	сенімсіздік
misty	0	0	0	0	0	0	0	0	0	0	тұманды
misunderstand	0	0	0	0	0	1	0	0	0	0	қате түсіну
misunderstanding	1	0	0	0	0	1	0	1	0	0	түсінбеушілік
misuse	0	0	0	0	0	1	0	0	0	0	теріс пайдалану
mite	0	0	1	0	0	1	0	0	0	0	кене
miter	0	0	0	0	0	0	0	0	0	0	митер
mitigation	0	0	0	0	0	0	0	0	0	0	жұмсарту
mix	0	0	0	0	0	0	0	0	0	0	араластырыңыз
mixed	0	0	0	0	0	0	0	0	0	0	аралас
mixture	0	0	0	0	0	0	0	0	0	0	қоспасы
moan	0	0	0	1	0	0	0	1	0	0	ыңылдап
moat	0	0	0	0	0	0	0	0	0	1	ор
mob	1	0	0	1	0	1	0	0	0	0	тобыр
mobile	0	1	0	0	0	0	0	0	0	0	ұялы
mobility	0	0	0	0	0	0	0	0	0	0	ұтқырлық
mobilization	0	0	0	0	0	0	0	0	0	0	жұмылдыру
mobilize	0	0	0	0	0	0	0	0	0	0	жұмылдыру
mockery	0	0	1	0	0	1	0	0	0	0	мазақ ету
mocking	1	0	1	0	0	1	0	1	0	0	мазақ ету
modal	0	0	0	0	0	0	0	0	0	0	модальды
modality	0	0	0	0	0	0	0	0	0	0	модальділік
mode	0	0	0	0	0	0	0	0	0	0	режимі
model	0	0	0	0	0	0	1	0	0	0	үлгі
modeler	0	0	0	0	0	0	0	0	0	0	модельер
moderate	0	0	0	0	0	0	1	0	0	0	орташа
moderately	0	0	0	0	0	0	0	0	0	0	орташа
moderating	0	0	0	0	0	0	0	0	0	0	модерациялау
moderation	0	0	0	0	0	0	0	0	0	0	модерация
moderator	0	0	0	0	0	0	1	0	0	1	модератор
modern	0	0	0	0	0	0	0	0	0	0	заманауи
modernism	0	0	0	0	0	0	0	0	0	0	модернизм
modest	0	0	0	0	0	0	1	0	0	1	қарапайым
modesty	0	0	0	0	0	0	1	0	0	0	қарапайымдылық
modicum	0	0	0	0	0	0	0	0	0	0	аз
modifiable	0	0	0	0	0	0	0	0	0	0	өзгертілетін
modification	0	0	0	0	0	0	0	0	0	0	модификация
modified	0	0	0	0	0	0	0	0	0	0	өзгертілген
modify	0	0	0	0	0	0	0	0	1	0	өзгерту
modulate	0	0	0	0	0	0	0	0	0	0	модуляциялау
modulation	0	0	0	0	0	0	0	0	0	0	модуляция
module	0	0	0	0	0	0	0	0	0	0	модуль
modulus	0	0	0	0	0	0	0	0	0	0	модуль
mogul	0	0	0	0	0	0	0	0	0	0	могул
moiety	0	0	0	0	0	0	0	0	0	0	бөлігі
moist	0	0	0	0	0	0	0	0	0	0	ылғалды
moisture	0	0	0	0	0	0	0	0	0	0	ылғал
molar	0	0	0	0	0	0	0	0	0	0	молярлық
molasses	0	0	0	0	0	0	0	0	0	0	меласса
mold	0	0	0	0	0	0	0	0	0	0	зең
molded	0	0	0	0	0	0	0	0	0	0	қалыпталған
molding	0	0	0	0	0	0	0	0	0	0	қалыптау
moldy	0	0	0	0	0	0	0	0	0	0	көгерген
molecular	0	0	0	0	0	0	0	0	0	0	молекулалық
molecule	0	0	0	0	0	0	0	0	0	0	молекуласы
molestation	1	0	1	1	0	1	0	1	0	0	зорлау
molten	0	0	0	0	0	0	0	0	0	0	балқытылған
moment	0	0	0	0	0	0	0	0	0	0	сәт
momentary	0	0	0	0	0	0	0	0	0	0	уақытша
momentous	0	0	0	0	0	0	0	0	0	0	маңызды
momentum	0	1	0	0	0	0	1	0	0	0	импульс
monad	0	0	0	0	0	0	0	0	0	0	монада
monarch	0	0	0	0	0	0	0	0	0	0	монарх
monarchy	0	0	0	0	0	0	0	0	0	0	монархия
monastery	0	0	0	0	0	0	0	0	0	0	монастырь
monastic	0	0	0	0	0	0	0	0	0	0	монастырлық
monetary	0	1	0	0	0	0	1	0	0	0	ақшалай
money	1	1	0	0	1	0	1	0	1	1	ақша
monk	0	0	0	0	0	0	1	0	0	1	монах
monkey	0	0	0	0	0	0	0	0	0	0	маймыл
monochrome	0	0	1	0	0	1	0	0	0	0	монохромды
monogamy	0	0	0	0	0	0	0	0	0	1	моногамия
monogram	0	0	0	0	0	0	0	0	0	0	монограмма
monograph	0	0	0	0	0	0	0	0	0	0	монография
monolayer	0	0	0	0	0	0	0	0	0	0	моноқабат
monologue	0	0	0	0	0	0	0	0	0	0	монолог
monopolist	0	0	0	0	0	1	0	0	0	0	монополист
monopoly	0	0	0	0	0	0	0	0	0	0	монополия
monotony	0	0	0	0	0	0	0	0	0	0	монотондылық
monsoon	0	0	0	0	0	1	0	1	0	0	муссон
monster	0	0	0	1	0	1	0	0	0	0	құбыжық
monstrosity	1	0	1	1	0	1	0	0	1	0	құбыжық
monte	0	0	0	0	0	0	0	0	0	0	монте
month	0	0	0	0	0	0	0	0	0	0	ай
monthly	0	0	0	0	0	0	0	0	0	0	ай сайын
monument	0	0	0	0	0	0	1	0	0	0	ескерткіш
monumental	0	0	0	0	0	0	0	0	0	0	монументалды
moo	0	0	0	0	0	0	0	0	0	0	му
moods	0	0	0	0	0	0	0	0	0	0	көңіл-күй
moody	1	0	0	0	0	1	0	1	0	0	көңілсіз
moon	0	0	0	0	0	0	0	0	0	0	ай
moonlight	0	0	0	0	0	0	0	0	0	0	ай сәулесі
moored	0	0	0	0	0	0	0	0	0	0	байланған
mooring	0	0	0	0	0	0	0	0	0	0	арқандап байлау
moorings	0	0	0	0	0	0	0	0	0	1	арқандап тұру
moorland	0	0	0	0	0	0	0	0	0	0	дала
moose	0	0	0	0	0	0	0	0	0	0	бұлан
moot	0	0	0	0	0	1	0	0	0	0	дау
mooted	0	0	0	0	0	0	0	0	0	0	талқыланды
mop	0	0	0	0	0	0	0	0	0	0	сүрткіш
moral	1	0	0	0	0	0	1	0	0	1	моральдық
morality	0	0	0	0	0	0	1	0	0	1	мораль
morals	1	1	1	0	1	0	1	0	1	1	мораль
morass	0	0	0	0	0	0	0	0	0	0	батпақ
moratorium	0	0	0	0	0	0	0	0	0	0	мораторий
morbid	0	0	0	0	0	1	0	1	0	0	ауру
morbidity	1	0	1	1	0	1	0	1	0	0	аурушаңдық
morgue	0	0	1	1	0	1	0	1	0	0	мәйітхана
moribund	0	0	0	0	0	1	0	1	0	0	өлген
morn	0	1	0	0	0	0	0	0	0	0	таң
morning	0	0	0	0	0	0	0	0	0	0	таң
moron	0	0	0	0	0	1	0	0	0	0	ақымақ
moronic	0	0	0	0	0	1	0	0	0	0	ақымақ
morphine	0	0	0	0	0	0	0	0	0	0	морфин
morphism	0	0	0	0	0	0	0	0	0	0	морфизм
morphology	0	0	0	0	0	0	0	0	0	0	морфология
morrow	0	1	0	0	0	0	0	0	0	0	ертең
morsel	0	0	0	0	0	1	0	0	0	0	кесек
mortal	0	0	0	0	0	1	0	0	0	0	өлім
mortality	1	0	0	1	0	1	0	1	0	0	өлім
mortar	0	0	0	0	0	0	1	0	0	0	миномет
mortgage	0	0	0	1	0	0	0	0	0	0	ипотека
mortgagee	0	0	0	0	0	0	0	0	0	1	кепіл ұстаушы
mortgagor	0	0	0	1	0	0	0	0	0	0	кепіл беруші
mortification	0	1	1	1	0	1	0	1	0	0	ренжіту
mortuary	0	0	0	1	0	1	0	1	0	0	мәйітхана
mosaic	0	0	0	0	0	0	0	0	0	0	мозаика
mosquito	1	0	1	0	0	1	0	0	0	0	москит
moss	0	0	0	0	0	0	0	0	0	0	мүк
mossy	0	0	0	0	0	0	0	0	0	0	мүк
mote	0	0	0	0	0	0	0	0	0	0	моте
moth	0	0	0	0	0	0	0	0	0	0	көбелек
mother	0	1	0	0	1	1	1	1	0	1	ана
motherhood	0	0	0	0	1	0	1	0	0	1	ана болу
motion	0	1	0	0	0	0	0	0	0	0	қозғалыс
motionless	0	0	0	0	0	0	0	0	0	0	қозғалыссыз
motive	0	0	0	0	0	0	1	0	0	0	мотив
motley	0	0	0	0	0	0	0	0	0	0	түрлі-түсті
motor	0	0	0	0	0	0	0	0	0	0	мотор
motorbike	0	0	0	0	0	0	0	0	0	0	мотоцикл
motorcycle	0	0	0	0	0	0	0	0	0	0	мотоцикл
motte	0	0	0	0	0	0	0	0	0	0	мотте
mottled	0	0	0	0	0	0	0	0	0	0	ала түсті
motto	0	0	0	0	0	0	0	0	0	0	ұраны
mould	0	0	0	0	0	0	0	0	0	0	зең
mound	0	0	0	0	0	0	0	0	0	0	қорған
mount	0	0	0	0	0	0	0	0	0	0	монтаждау
mountain	0	1	0	0	0	0	0	0	0	0	тау
mountaineer	0	0	0	0	0	0	0	0	0	0	альпинист
mountainous	0	0	0	0	0	0	0	0	0	0	таулы
mourn	0	0	0	0	0	1	0	1	0	0	жоқтау
mournful	1	0	0	1	0	1	0	1	0	0	қайғылы
mourning	0	0	0	0	0	1	0	1	0	0	жоқтау
mouse	0	0	0	0	0	0	0	0	0	0	тышқан
moustache	0	0	0	0	0	0	0	0	0	0	мұрт
mouth	0	0	0	0	0	0	0	0	1	0	ауыз
mouthful	0	0	1	0	0	0	0	0	0	0	ауызды
mouthpiece	0	0	0	0	0	0	0	0	0	0	ауыздық
movable	0	0	0	0	0	0	1	0	0	0	жылжымалы
move	0	0	0	0	0	0	0	0	0	0	жылжыту
movement	0	0	0	0	0	0	0	0	0	0	қозғалыс
mover	0	0	0	0	0	0	1	0	0	0	қозғаушы
movie	0	0	0	0	0	0	0	0	0	0	фильм
moving	0	0	0	0	0	0	0	0	0	0	қозғалады
mow	0	0	0	0	0	0	0	0	0	0	шабу
muck	0	0	1	0	0	1	0	0	0	0	мылжың
mucous	0	0	1	0	0	0	0	0	0	0	шырышты
mucus	0	0	1	0	0	0	0	0	0	0	шырыш
mud	0	0	0	0	0	1	0	0	0	0	балшық
muddle	0	0	0	0	0	1	0	0	0	0	шатасу
muddled	0	0	0	0	0	1	0	0	0	0	шатастырды
muddy	0	0	1	0	0	1	0	0	0	0	лайлы
muff	1	0	1	0	0	1	0	0	0	0	муфта
muffled	0	0	0	0	0	0	0	0	0	0	міңгірленген
muffler	0	0	0	0	0	0	0	0	0	0	глушитель
mug	1	0	0	1	0	1	1	1	0	0	шыныаяқ
mule	1	0	0	0	0	1	0	0	0	1	қашыр
multilateral	0	0	0	0	0	0	0	0	0	0	көпжақты
multiple	0	0	0	0	0	0	0	0	0	0	бірнеше
multiplex	0	0	0	0	0	0	0	0	0	0	мультиплекс
multiplication	0	0	0	0	0	0	0	0	0	0	көбейту
multiplicity	0	0	0	0	0	0	0	0	0	0	көптік
multiplied	0	0	0	0	0	0	0	0	0	0	көбейтілді
multiplier	0	0	0	0	0	0	0	0	0	0	көбейткіш
multiply	0	0	0	0	0	0	0	0	0	0	көбейту
multitude	0	0	0	0	0	0	0	0	0	0	көптік
mum	0	0	0	1	0	1	0	0	0	0	анам
mumble	0	0	0	0	0	1	0	0	0	0	міңгірлеу
mummy	0	0	0	0	0	0	0	0	0	0	мумия
mumps	0	0	0	0	0	1	0	0	0	0	паротит
munch	0	0	0	0	0	0	0	0	0	0	тамақ
mundane	0	0	0	0	0	0	0	0	0	0	қарапайым
municipal	0	0	0	0	0	0	0	0	0	0	муниципалды
municipality	0	0	0	0	0	0	0	0	0	0	муниципалитет
mural	0	0	0	0	0	0	0	0	0	0	қабырға суреті
murder	1	0	1	1	0	1	0	1	1	0	кісі өлтіру
murderer	1	0	1	1	0	1	0	1	0	0	қанішер
murderous	1	0	1	1	0	1	0	1	1	0	қанішер
murky	0	0	1	0	0	1	0	1	0	0	бұлыңғыр
murmur	0	0	0	0	0	0	0	0	0	0	шу
muscle	0	0	0	0	0	0	0	0	0	0	бұлшықет
muscular	0	0	0	0	0	0	1	0	0	0	бұлшықетті
muse	0	0	0	0	0	0	0	0	0	0	муз
muses	0	0	0	0	0	0	0	0	0	0	музалар
museum	0	0	0	0	0	0	0	0	0	0	мұражай
mush	0	0	0	0	0	0	0	0	0	0	көже
mushroom	0	0	0	0	0	0	0	0	0	0	саңырауқұлақ
music	0	0	0	0	1	0	1	1	0	0	музыка
musical	1	1	0	0	1	0	1	1	1	1	музыкалық
musician	0	0	0	0	0	0	0	0	0	0	музыкант
musing	0	0	0	0	0	0	0	0	0	0	ой жүгірту
musk	0	0	0	0	0	0	0	0	0	0	мускус
musket	0	0	0	1	0	0	0	0	0	0	мушкет
muslin	0	0	0	0	0	0	0	0	0	0	муслин
muss	0	0	0	0	0	1	0	0	0	0	мусс
mustang	0	0	0	0	0	0	0	0	0	0	мустанг
mustard	0	0	0	0	0	0	0	0	0	0	қыша
muster	0	0	0	0	0	0	0	0	0	0	жиналу
musty	0	0	1	0	0	1	0	0	0	0	көгерген
mutable	0	1	0	0	0	0	1	0	0	0	өзгермелі
mutant	0	0	0	0	0	1	0	0	0	0	мутант
mutation	0	0	0	0	0	0	0	0	0	0	мутация
mutilated	0	0	1	0	0	1	0	0	0	0	кесілген
mutilation	1	0	1	1	0	1	0	1	0	0	жарақаттау
mutiny	1	0	1	1	0	1	0	0	1	0	бүлік
mutter	1	0	0	0	0	1	0	0	0	0	күбірледі
mutton	0	0	0	0	0	0	0	0	0	0	қой еті
mutual	0	0	0	0	0	0	1	0	0	0	өзара
mutually	0	0	0	0	0	0	0	0	0	0	өзара
muzzle	0	0	0	1	0	1	0	0	0	0	мұрын
myopia	1	0	0	0	0	1	0	1	0	0	миопия
myopic	0	0	0	0	0	0	0	0	0	0	миопиялық
myriad	0	0	0	0	0	0	0	0	0	0	көптеген
mysterious	0	1	0	1	0	0	0	0	1	0	жұмбақ
mystery	0	1	0	0	0	0	0	0	1	0	жұмбақ
mystic	0	0	0	0	0	0	0	0	1	0	мистикалық
mystical	0	0	0	0	0	0	0	0	0	0	мистикалық
mysticism	0	0	0	0	0	0	0	0	0	0	мистицизм
myth	0	0	0	0	0	0	0	0	0	0	миф
mythic	0	0	0	0	0	0	0	0	0	0	мифтік
mythical	0	0	0	0	0	0	0	0	0	0	мифтік
mythological	0	0	0	0	0	0	0	0	0	0	мифологиялық
mythology	0	0	0	0	0	0	0	0	0	0	мифология
nab	0	0	0	0	0	1	0	0	1	0	наб
nadir	0	0	0	0	0	1	0	0	0	0	ең төменгі
nag	1	0	0	0	0	1	0	0	0	0	наг
nail	0	0	0	0	0	0	0	0	0	0	шеге
naive	0	0	0	0	0	1	0	0	0	0	аңқау
naked	0	0	0	0	0	0	0	0	0	0	жалаңаш
named	0	0	0	0	0	0	0	0	0	0	аталды
nameless	0	0	1	0	0	1	0	0	0	0	аты жоқ
namesake	0	0	0	0	0	0	0	0	0	0	аттас
naming	0	0	0	0	0	0	0	0	0	0	атау
nanny	0	0	0	0	0	0	0	0	0	0	күтуші
nanometer	0	0	0	0	0	0	0	0	0	0	нанометр
nap	0	0	0	0	1	0	1	0	0	0	қысқа ұйқы
nape	0	0	0	0	0	0	0	0	0	0	желке
napkin	0	0	0	0	0	0	0	1	0	0	майлық
napping	0	0	0	0	0	0	0	0	0	0	ұйықтау
nappy	0	0	1	0	0	1	0	0	0	0	жаялық
narcotic	0	0	0	0	0	1	0	0	0	0	есірткі
narrate	0	0	0	0	0	0	0	0	0	0	баяндау
narration	0	0	0	0	0	0	0	0	0	0	баяндау
narrative	0	0	0	0	0	0	0	0	0	0	баяндау
narrator	0	0	0	0	0	0	0	0	0	0	баяндауыш
narrow	0	0	0	0	0	0	0	0	0	0	тар
narrowing	0	0	0	0	0	0	0	0	0	0	тарылу
nascent	0	1	0	0	0	0	0	0	0	0	пайда болған
nasty	1	0	1	1	0	1	0	1	0	0	жағымсыз
natal	0	0	0	0	0	0	0	0	0	0	туылған
nation	0	0	0	0	0	0	0	0	0	1	ұлт
national	0	0	0	0	0	0	0	0	0	0	ұлттық
nationality	0	0	0	0	0	0	0	0	0	0	ұлты
native	0	0	0	0	0	0	0	0	0	0	жергілікті
nativity	0	0	0	0	0	0	0	0	0	0	туған күні
naturalist	0	0	0	0	0	0	1	0	0	0	табиғаттанушы
naturalization	0	0	0	0	0	0	0	0	0	0	натурализация
naturalized	0	0	0	0	0	0	0	0	0	0	натурализацияланған
naturally	0	0	0	0	0	0	0	0	0	0	табиғи түрде
nature	0	0	0	0	0	0	0	0	0	0	табиғат
naught	0	0	0	0	0	0	0	0	0	0	жоқ
naughty	0	0	0	0	0	1	0	0	0	0	тентек
nausea	0	0	1	0	0	1	0	0	0	0	жүрек айнуы
nauseous	0	0	1	0	0	1	0	1	0	0	жүрек айну
nautical	0	0	0	0	0	0	0	0	0	0	теңіз
naval	0	0	0	0	0	0	0	0	0	0	теңіз
nave	0	0	0	0	0	0	0	0	0	0	неф
navel	0	0	0	0	0	0	0	0	0	0	кіндік
navigable	0	1	0	0	0	0	1	0	0	0	навигацияға жарамды
navigate	0	0	0	0	0	0	0	0	0	0	шарлау
navigation	0	0	0	0	0	0	0	0	0	0	навигация
navigator	0	1	0	0	0	0	0	0	0	1	навигатор
navy	0	0	0	0	0	0	0	0	0	0	теңіз флоты
nay	0	0	0	0	0	1	0	0	0	0	жоқ
neatly	0	0	0	0	0	0	1	0	0	0	ұқыпты
nebula	0	0	0	0	0	0	0	0	0	0	тұмандық
nebulae	0	0	0	0	0	0	0	0	0	0	тұмандықтар
nebulous	0	0	0	0	0	0	0	0	0	0	тұманды
necessarily	0	0	0	0	0	0	0	0	0	0	міндетті түрде
necessitate	0	0	0	0	0	0	0	0	0	0	қажет етеді
necessities	0	0	0	0	0	0	0	0	0	0	қажеттіліктер
necessity	0	0	0	0	0	0	0	1	0	0	қажеттілік
neck	0	0	0	0	0	0	0	0	0	0	мойын
necklace	0	0	0	0	0	0	0	0	0	0	алқа
necrosis	0	0	0	0	0	0	0	0	0	0	некроз
nectar	0	0	0	0	0	0	1	0	0	0	нектар
needful	0	0	0	0	0	1	0	0	0	0	қажет
needle	0	0	0	0	0	0	1	0	0	0	ине
needless	0	0	0	0	0	0	0	0	0	0	қажетсіз
needy	0	0	0	0	0	1	0	0	0	0	мұқтаж
nefarious	0	0	1	1	0	1	0	1	1	0	жауыз
negation	1	0	0	0	0	1	0	0	0	0	теріске шығару
negative	0	0	0	0	0	1	0	1	0	0	теріс
neglect	0	0	0	0	0	1	0	0	0	0	немқұрайлылық
neglected	1	0	1	0	0	1	0	1	0	0	назардан тыс қалған
neglecting	0	0	0	0	0	1	0	0	0	0	елемеу
negligence	0	0	0	0	0	1	0	0	0	0	немқұрайлылық
negligent	0	0	0	0	0	1	0	0	0	0	немқұрайлы
negligently	0	0	0	0	0	1	0	0	0	0	абайсызда
negligible	0	0	0	0	0	0	0	0	0	0	елеусіз
negotiate	0	0	0	0	0	0	1	0	0	1	келіссөздер жүргізу
negotiation	0	0	0	0	0	0	0	0	0	0	келіссөздер
negotiator	0	0	0	0	0	0	1	0	0	0	келіссөз жүргізушісі
negro	0	0	0	0	0	1	0	1	0	0	негр
neigh	0	0	0	0	0	0	0	0	0	0	көрші
neighbor	0	1	0	0	0	0	1	0	0	1	көрші
neighborhood	0	1	0	0	0	0	0	0	0	0	Көршілестік
neighboring	0	0	0	0	0	0	0	0	0	0	көрші
neonatal	0	0	0	0	0	0	0	0	0	0	неонатальды
neophyte	0	0	0	0	0	0	0	0	0	0	неофит
neoprene	0	0	0	0	0	0	0	0	0	0	неопрен
nephew	0	0	0	0	0	0	0	0	0	0	жиен
nepotism	1	0	1	0	0	1	0	1	0	0	непотизм
nerve	0	0	0	0	0	0	1	0	0	0	жүйке
nervous	0	1	0	1	0	1	0	0	0	0	жүйке
nervousness	0	0	0	1	0	0	0	0	0	0	нервозность
ness	0	0	0	0	0	0	0	0	0	0	нес
nest	0	0	0	0	0	0	0	0	0	1	ұя
nestle	0	0	0	0	0	0	1	0	0	1	Nestle
nestling	0	0	0	0	0	0	0	0	0	0	балапан
net	0	0	0	0	0	0	0	0	0	0	тор
nether	1	0	0	1	0	1	0	1	0	0	нетер
netting	0	0	0	0	0	0	0	0	0	0	тор
nettle	1	0	1	0	0	1	0	0	0	0	қалақай
network	0	1	0	0	0	0	0	0	0	0	желі
neuralgia	0	0	0	1	0	1	0	1	0	0	невралгия
neurology	0	0	0	0	0	0	0	0	0	0	неврология
neurosis	0	0	0	1	0	1	0	1	0	0	невроз
neurotic	0	0	1	1	0	1	0	0	0	0	невротикалық
neuter	0	0	0	0	0	0	0	0	0	0	нейтр
neutral	0	1	0	0	0	0	0	0	0	1	бейтарап
neutrality	0	0	0	0	0	0	0	0	0	1	бейтараптық
neutralize	0	0	0	0	0	0	0	0	0	0	бейтараптандыру
newborn	0	0	0	0	0	0	0	0	0	0	жаңа туған
newcomer	0	0	0	1	0	0	0	0	1	0	жаңадан келген
newly	0	0	0	0	0	0	0	0	0	0	жаңадан
newness	0	0	0	0	0	0	0	0	0	0	жаңалық
news	0	0	0	0	0	0	0	0	0	0	жаңалықтар
newspaper	0	0	0	0	0	0	0	0	0	0	газет
newsstand	0	0	0	0	0	0	0	0	0	0	газет дүңгіршегі
nib	0	0	0	0	0	0	0	0	0	0	ұшы
nibble	0	0	0	0	0	0	0	0	0	0	тістеу
niche	0	0	0	0	0	0	0	0	0	0	тауашалар
nichts	0	0	0	0	0	0	0	0	0	0	нихттер
nick	0	0	0	0	0	0	0	0	0	0	ник
nickel	0	0	0	0	0	0	0	0	0	0	никель
nickname	0	0	0	0	0	0	0	0	0	0	лақап ат
nicotine	0	0	1	0	0	1	0	0	0	0	никотин
niece	0	0	0	0	0	0	0	0	0	0	жиен
nigh	0	0	0	0	0	0	0	0	0	0	жақын
night	0	0	0	0	0	0	0	0	0	0	түн
nightfall	0	0	0	0	0	0	0	0	0	0	түн
nightingale	0	0	0	0	0	0	0	0	0	0	бұлбұл
nightmare	0	0	0	1	0	1	0	0	0	0	кошмар
nihilism	0	0	0	0	0	1	0	0	0	0	нигилизм
nil	0	0	0	0	0	0	0	0	0	0	нөл
nimble	0	0	0	0	0	0	0	0	0	0	епті
ninety	0	0	0	0	0	0	0	0	0	0	тоқсан
ninth	0	0	0	0	0	0	0	0	0	0	тоғызыншы
nip	0	0	0	0	0	0	0	0	0	0	қысу
nipple	0	0	0	0	0	0	0	0	0	0	емізік
nix	0	0	0	0	0	0	0	0	0	0	никс
nobility	0	1	0	0	0	0	1	0	0	1	тектілік
noble	0	0	0	0	0	0	1	0	0	1	асыл
nobleman	0	0	0	0	0	0	1	0	0	1	асыл адам
