English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Galician Word
mead	0	0	0	0	0	0	0	0	0	0	hidromel
meadow	0	0	0	0	0	0	1	0	0	0	prado
meal	0	0	0	0	0	0	0	0	0	0	comida
meander	0	0	0	0	0	0	0	0	0	0	meandro
meandering	0	0	0	0	0	1	0	0	0	0	serpenteando
meaning	0	0	0	0	0	0	0	0	0	0	significado
meaningless	0	0	0	0	0	1	0	1	0	0	sen sentido
means	0	0	0	0	0	0	0	0	0	0	significa
meantime	0	0	0	0	0	0	0	0	0	0	mentres tanto
measles	0	0	1	1	0	1	0	1	0	0	sarampelo
measurable	0	0	0	0	0	0	0	0	0	0	medible
measure	0	0	0	0	0	0	0	0	0	1	medida
measured	0	0	0	0	0	0	1	0	0	1	medido
measurement	0	0	0	0	0	0	0	0	0	0	medición
measuring	0	0	0	0	0	0	0	0	0	0	medición
meat	0	0	0	0	0	0	0	0	0	0	carne
mechanic	0	0	0	0	0	0	0	0	0	0	mecánico
mechanical	0	0	0	0	0	0	0	0	0	0	mecánica
mechanism	0	0	0	0	0	0	0	0	0	0	mecanismo
medal	0	1	0	0	1	0	1	0	1	1	medalla
medallion	0	0	0	0	0	0	0	0	0	0	medallón
medallist	0	0	0	0	0	0	0	0	0	0	medallista
meddle	1	0	0	0	0	1	0	0	0	0	entrometerse
meddling	0	0	0	0	0	0	0	0	0	0	entrometerse
media	0	0	0	0	0	0	0	0	0	0	medios
medial	0	0	0	0	0	0	0	0	0	0	medial
median	0	0	0	0	0	0	0	0	0	0	mediana
mediate	0	1	0	0	0	0	1	0	0	1	mediar
mediation	0	0	0	0	0	0	1	0	0	0	mediación
mediator	0	1	0	0	0	0	1	0	0	1	mediador
medical	0	1	0	1	0	0	1	0	0	1	médico
medicinal	0	0	0	0	0	0	0	0	0	0	medicinais
medicine	0	0	0	0	0	0	0	0	0	0	medicina
medieval	0	0	0	0	0	0	0	0	0	0	medieval
mediocre	0	0	0	0	0	1	0	0	0	0	mediocre
mediocrity	0	0	0	0	0	1	0	0	0	0	mediocridade
meditate	0	1	0	0	1	0	1	0	0	1	meditar
meditation	0	0	0	0	0	0	0	0	0	0	meditación
meditative	0	0	0	0	0	0	0	0	0	0	meditativo
mediterranean	0	0	0	0	0	0	1	0	0	0	mediterráneo
medium	0	0	0	0	0	0	0	0	0	0	medio
medley	0	0	0	0	0	0	1	0	0	0	medley
meek	0	0	0	0	0	0	0	1	0	0	tímido
meet	0	0	0	0	0	0	0	0	0	0	coñecer
meeting	0	0	0	0	0	0	0	0	0	0	reunión
melancholic	0	0	0	0	0	1	0	1	0	0	melancólico
melancholy	0	0	0	0	0	1	0	1	0	0	melancolía
melee	0	0	0	1	0	1	0	0	0	0	corpo a corpo
melodious	0	0	0	0	0	0	0	0	0	0	melodioso
melodrama	1	0	0	0	0	1	0	1	0	0	melodrama
melodramatic	0	0	0	0	0	0	0	0	0	0	melodramático
melody	0	0	0	0	0	0	0	0	0	0	melodía
melt	0	0	0	0	0	0	0	0	0	0	fundir
meltdown	0	0	0	0	0	1	0	1	0	0	fusión
melting	0	0	0	0	0	0	0	0	0	0	fundíndose
member	0	0	0	0	0	0	0	0	0	0	membro
membrane	0	0	0	0	0	0	0	0	0	0	membrana
memento	0	0	0	0	0	0	1	0	0	0	recordo
memo	0	0	0	0	0	0	0	0	0	0	nota
memoir	0	0	0	0	0	0	0	0	0	0	memoria
memorabilia	0	0	0	0	0	0	0	0	0	0	memorabilia
memorable	0	0	0	0	1	0	1	0	1	1	memorable
memorandum	0	0	0	0	0	0	0	0	0	0	memorando
memorial	0	0	0	0	0	0	0	0	0	0	memorial
memorials	0	0	0	0	0	0	0	1	0	0	memoriales
memorize	0	0	0	0	0	0	0	0	0	0	memorizar
memory	0	0	0	0	0	0	0	0	0	0	memoria
menace	1	0	0	1	0	1	0	0	0	0	ameaza
menacing	1	0	0	1	0	1	0	0	0	0	ameazante
menagerie	0	0	0	0	0	0	0	0	0	0	casaría
mend	0	0	0	0	0	0	0	0	0	0	amañar
mending	0	0	0	0	0	0	1	0	0	0	emendando
menial	0	0	0	0	0	1	0	0	0	0	humilde
meniscus	0	0	0	0	0	0	0	0	0	0	menisco
menses	0	0	0	0	0	0	1	0	0	0	menstruación
menstrual	0	0	0	0	0	0	0	0	0	0	menstrual
mental	0	0	0	0	0	0	0	0	0	0	mental
mention	0	0	0	0	0	0	0	0	0	0	mencionar
mentor	0	0	0	0	0	0	1	0	0	1	mentor
menu	0	0	0	0	0	0	0	0	0	0	menú
meow	0	0	0	0	0	0	0	0	0	0	miau
mercantile	0	0	0	0	0	0	0	0	0	0	mercantil
mercenary	0	0	0	1	0	1	0	0	0	0	mercenario
merchandise	0	0	0	0	0	0	0	0	0	0	mercadoría
merchant	0	0	0	0	0	0	0	0	0	1	comerciante
merciful	0	0	0	0	0	0	1	0	0	0	misericordioso
merciless	0	0	0	1	0	1	0	0	0	0	sen piedade
mercurial	0	0	0	0	0	0	0	0	0	0	mercurial
mercy	0	0	0	0	0	0	1	0	0	0	misericordia
mere	0	0	0	0	0	0	0	0	0	0	sinxelo
merge	0	1	0	0	0	0	1	0	0	0	fusionar
meridian	0	0	0	0	0	0	0	0	0	0	meridiano
meridional	0	0	0	0	0	0	0	0	0	0	meridional
merit	0	0	0	0	0	0	1	0	0	1	mérito
meritorious	0	0	0	0	1	0	1	0	0	1	meritorio
mermaid	0	0	0	0	0	0	0	0	0	0	serea
merriment	0	0	0	0	1	0	1	0	1	0	alegría
merry	0	0	0	0	1	0	1	0	0	0	alegre
mesa	0	0	0	0	0	0	0	0	0	0	mesa
mesh	0	0	0	0	0	0	0	0	0	0	malla
meshes	0	0	0	0	0	0	0	0	0	0	mallas
mesmerized	0	0	0	0	0	0	0	0	0	0	hipnotizado
mess	0	0	1	0	0	1	0	0	0	0	desorde
message	0	0	0	0	0	0	0	0	0	0	mensaxe
messenger	0	0	0	0	0	0	0	0	0	1	mensaxeiro
messy	0	0	1	0	0	1	0	0	0	0	desordenado
metabolism	0	0	0	0	0	0	0	0	0	0	metabolismo
metal	0	0	0	0	0	0	0	0	0	0	metal
metallurgy	0	0	0	0	0	0	0	0	0	0	metalurxia
metamorphosis	0	0	0	0	0	0	0	0	0	0	metamorfose
metaphor	0	0	0	0	0	0	0	0	0	0	metáfora
metaphorical	0	0	0	0	0	0	0	0	0	0	metafórico
metaphysical	0	0	0	0	0	0	0	0	0	0	metafísica
metaphysics	0	0	0	0	0	0	0	0	0	0	metafísica
metastasis	0	0	0	0	0	1	0	0	0	0	metástase
meteor	0	0	0	0	0	0	0	0	0	0	meteoro
meteoric	0	0	0	0	0	0	0	0	0	0	meteórico
meteorite	0	0	0	0	0	0	0	0	0	0	meteorito
meteorological	0	0	0	0	0	0	0	0	0	0	meteorolóxicos
meteorology	0	0	0	0	0	0	0	0	0	0	meteoroloxía
meter	0	0	0	0	0	0	0	0	0	0	metro
methanol	0	0	0	0	0	1	0	0	0	0	metanol
method	0	0	0	0	0	0	0	0	0	0	método
methodical	0	0	0	0	0	0	0	0	0	0	metódico
meticulous	0	0	0	0	0	0	0	0	0	0	meticuloso
metric	0	0	0	0	0	0	0	0	0	0	métrico
metrical	0	0	0	0	0	0	0	0	0	0	métrica
metrology	0	0	0	0	0	0	0	0	0	0	metroloxía
metropolis	0	0	0	0	0	0	0	0	0	0	metrópole
metropolitan	0	0	0	0	0	0	1	0	0	0	metropolitana
mettle	0	0	0	0	0	0	1	0	0	0	coraxe
mew	0	0	0	0	0	0	0	0	0	0	maullar
mica	0	0	0	0	0	0	0	0	0	0	mica
mick	0	0	0	0	0	0	0	0	0	0	mick
microbe	0	0	0	0	0	0	0	0	0	0	microbio
microbiology	0	0	0	0	0	0	0	0	0	0	microbioloxía
microcosm	0	0	0	0	0	0	0	0	0	0	microcosmos
microgram	0	0	0	0	0	0	0	0	0	0	microgramo
micrometer	0	0	0	0	0	0	0	0	0	0	micrómetro
micron	0	0	0	0	0	0	0	0	0	0	micras
microphone	0	0	0	0	0	0	0	0	0	0	micrófono
microscope	0	0	0	0	0	0	0	0	0	1	microscopio
microscopic	0	0	0	0	0	0	0	0	0	0	microscópico
microscopically	0	0	0	0	0	0	0	0	0	0	microscópicamente
microscopy	0	0	0	0	0	0	1	0	0	0	microscopía
mid	0	0	0	0	0	0	0	0	0	0	medio
midday	0	0	0	0	0	0	0	0	0	0	mediodía
middle	0	0	0	0	0	0	0	0	0	0	medio
middleman	0	0	0	0	0	0	0	0	0	0	intermediario
midland	0	0	0	0	0	0	0	0	0	0	Midland
midnight	0	0	0	0	0	0	0	0	0	0	medianoite
midst	0	0	0	0	0	0	0	0	0	0	medio
midsummer	0	0	0	0	0	0	0	0	0	0	pleno verán
midway	0	0	0	0	0	0	0	0	0	0	a medio camiño
midwife	0	1	0	0	1	1	1	0	0	1	matrona
midwifery	0	0	0	0	0	0	1	0	0	0	partería
mien	0	0	0	0	0	0	0	0	0	0	mien
mighty	1	0	0	1	1	0	1	0	0	1	poderoso
migrate	0	0	0	0	0	0	0	0	0	0	migrar
migration	0	0	0	0	0	0	0	0	0	0	migración
migratory	0	0	0	0	0	0	0	0	0	0	migratoria
mike	0	0	0	0	0	0	0	0	0	0	mike
mildew	0	0	1	0	0	1	0	0	0	0	mildeu
mile	0	0	0	0	0	0	0	0	0	0	milla
mileage	0	0	0	0	0	0	0	0	0	0	quilometraxe
milestone	0	0	0	0	0	0	0	0	0	0	fito
militant	0	0	0	0	0	0	0	0	0	0	militante
military	0	0	0	1	0	0	0	0	0	0	militar
militia	1	0	0	1	0	1	0	1	0	0	milicia
milk	0	0	0	0	0	0	0	0	0	0	leite
milky	0	0	0	0	0	0	0	0	0	0	leitoso
mill	0	1	0	0	0	0	0	0	0	0	muíño
millennium	0	0	0	0	0	0	0	0	0	0	milenio
milligram	0	0	0	0	0	0	0	0	0	0	miligramo
millimeter	0	0	0	0	0	0	0	0	0	0	milímetro
million	0	0	0	0	0	0	0	0	0	0	millóns
millionaire	0	0	0	0	0	0	0	0	0	0	millonario
mime	0	0	0	0	0	0	1	0	0	0	mímica
mimic	0	0	0	0	0	0	0	0	0	0	imitar
mimicking	0	0	0	0	0	0	0	0	0	0	imitando
mimicry	0	0	0	0	0	1	0	0	1	0	mimetismo
mind	0	0	0	0	0	0	0	0	0	0	mente
minded	0	0	0	0	0	0	0	0	0	0	mente
mindful	0	0	0	0	0	0	1	0	0	0	consciente
mindfulness	0	0	0	0	0	0	1	0	0	0	atención plena
mine	0	0	0	0	0	0	0	0	0	0	meus
miner	0	0	0	0	0	0	0	0	0	0	mineiro
mineral	0	0	0	0	0	0	0	0	0	0	mineral
mineralogy	0	0	0	0	0	0	0	0	0	0	mineraloxía
mingle	0	0	0	0	0	0	0	0	0	0	mesturarse
mingled	0	0	0	0	0	0	0	0	0	0	mesturado
miniature	0	0	0	0	0	0	0	0	0	0	miniatura
minibus	0	0	0	0	0	0	0	0	0	0	microbús
minim	0	0	0	0	0	0	0	0	0	0	mínimo
minimize	0	0	0	0	0	1	0	0	0	0	minimizar
minimum	0	0	0	0	0	1	0	0	0	0	mínimo
minister	0	0	0	0	0	0	0	0	0	0	ministro
ministerial	0	0	0	0	0	0	0	0	0	0	ministerial
ministry	0	0	0	0	1	0	1	0	0	1	ministerio
minivan	0	0	0	0	0	0	0	0	0	0	monovolume
minnow	0	0	0	0	0	0	0	0	0	0	miño
minor	0	0	0	0	0	0	0	0	0	0	menor
minority	0	0	0	0	0	1	0	0	0	0	minoría
minstrel	0	0	0	0	0	0	0	0	0	0	joglar
mint	0	0	0	0	0	0	0	0	0	0	menta
minuscule	0	0	0	0	0	0	0	0	0	0	minúsculo
minute	0	0	0	0	0	0	0	0	0	0	minuto
minutiae	0	0	0	0	0	0	0	0	0	0	minucias
mir	0	0	0	0	0	0	0	0	0	0	mir
miracle	0	1	0	0	1	0	1	0	1	1	milagre
miraculous	0	0	0	0	1	0	1	0	1	0	milagrosa
mirage	0	0	0	0	0	0	0	0	0	0	espellismo
mire	0	0	1	0	0	1	0	0	0	0	fango
mirror	0	0	0	0	0	0	0	0	0	0	espello
mirth	0	0	0	0	1	0	1	0	0	0	alegría
misappropriation	0	0	0	0	0	0	0	0	0	0	apropiación indebida
misbehavior	1	0	1	0	0	1	0	0	1	0	mala conduta
miscarriage	0	0	0	1	0	1	0	1	0	0	aborto espontáneo
miscellaneous	0	0	0	0	0	0	0	0	0	0	varios
miscellany	0	0	0	0	0	0	0	0	0	0	miscelánea
mischief	0	0	0	0	0	1	0	0	0	0	picardía
mischievous	0	0	0	0	0	1	0	0	0	0	travieso
misconception	1	0	1	1	0	1	0	0	0	0	equívoco
misconduct	0	0	1	0	0	1	0	0	0	0	mala conduta
misdemeanor	0	0	0	0	0	0	0	0	0	0	falta
miserable	1	0	1	0	0	1	0	1	0	0	miserable
miserably	0	0	0	0	0	1	0	1	0	0	miserablemente
misery	1	0	1	1	0	1	0	1	0	0	miseria
misfortune	0	0	0	1	0	1	0	1	0	0	desgraza
misguided	0	0	1	0	0	1	0	0	0	0	desorientado
mishap	0	0	1	1	0	1	0	1	1	0	contratempo
misinformed	0	0	0	0	0	0	0	0	0	0	mal informado
misinterpretation	0	0	0	0	0	1	0	0	0	0	mala interpretación
mislead	1	0	0	1	0	1	0	0	0	1	enganar
misleading	1	0	1	0	0	1	0	0	0	0	enganoso
mismanagement	0	0	0	0	0	1	0	0	0	0	mala xestión
mismatch	0	0	0	0	0	1	0	0	0	0	desaxuste
mismatched	0	0	0	0	0	0	0	0	0	0	desaxustado
misnomer	0	0	0	0	0	1	0	0	0	0	nome incorrecto
misplace	1	0	1	0	0	1	0	0	0	0	mal lugar
misplaced	0	0	0	0	0	1	0	0	0	0	fóra de lugar
misrepresent	0	0	0	0	0	1	0	0	0	0	terxiversar
misrepresentation	0	0	0	0	0	1	0	1	0	0	terxiversación
misrepresented	1	0	0	0	0	1	0	0	0	0	terxiversado
miss	0	0	0	0	0	0	0	0	0	0	señorita
missile	0	0	0	1	0	0	0	0	0	0	mísil
missing	0	0	0	1	0	1	0	1	0	0	desaparecido
mission	0	0	0	0	0	0	0	0	0	0	misión
missionary	0	0	0	0	0	0	1	0	0	0	misioneiro
misstatement	1	0	1	0	0	1	0	0	0	0	incorrección
mist	0	0	0	0	0	0	0	0	0	0	néboa
mistake	0	0	0	0	0	1	0	1	0	0	erro
mistaken	0	0	0	1	0	1	0	0	0	0	equivocado
mister	0	0	0	0	0	0	0	0	0	0	señor
mistress	1	0	1	0	0	1	0	0	0	0	amante
mistrust	0	0	1	1	0	1	0	0	0	0	desconfianza
misty	0	0	0	0	0	0	0	0	0	0	brumoso
misunderstand	0	0	0	0	0	1	0	0	0	0	malentendido
misunderstanding	1	0	0	0	0	1	0	1	0	0	malentendido
misuse	0	0	0	0	0	1	0	0	0	0	uso indebido
mite	0	0	1	0	0	1	0	0	0	0	ácaro
miter	0	0	0	0	0	0	0	0	0	0	mitra
mitigation	0	0	0	0	0	0	0	0	0	0	mitigación
mix	0	0	0	0	0	0	0	0	0	0	mesturar
mixed	0	0	0	0	0	0	0	0	0	0	mesturado
mixture	0	0	0	0	0	0	0	0	0	0	mestura
moan	0	0	0	1	0	0	0	1	0	0	xemido
moat	0	0	0	0	0	0	0	0	0	1	foxo
mob	1	0	0	1	0	1	0	0	0	0	turba
mobile	0	1	0	0	0	0	0	0	0	0	móbil
mobility	0	0	0	0	0	0	0	0	0	0	mobilidade
mobilization	0	0	0	0	0	0	0	0	0	0	mobilización
mobilize	0	0	0	0	0	0	0	0	0	0	mobilizarse
mockery	0	0	1	0	0	1	0	0	0	0	burla
mocking	1	0	1	0	0	1	0	1	0	0	burlándose
modal	0	0	0	0	0	0	0	0	0	0	modal
modality	0	0	0	0	0	0	0	0	0	0	modalidade
mode	0	0	0	0	0	0	0	0	0	0	modo
model	0	0	0	0	0	0	1	0	0	0	modelo
modeler	0	0	0	0	0	0	0	0	0	0	modelista
moderate	0	0	0	0	0	0	1	0	0	0	Moderado
moderately	0	0	0	0	0	0	0	0	0	0	moderadamente
moderating	0	0	0	0	0	0	0	0	0	0	moderando
moderation	0	0	0	0	0	0	0	0	0	0	moderación
moderator	0	0	0	0	0	0	1	0	0	1	moderador
modern	0	0	0	0	0	0	0	0	0	0	moderno
modernism	0	0	0	0	0	0	0	0	0	0	modernismo
modest	0	0	0	0	0	0	1	0	0	1	modesto
modesty	0	0	0	0	0	0	1	0	0	0	modestia
modicum	0	0	0	0	0	0	0	0	0	0	mínimo
modifiable	0	0	0	0	0	0	0	0	0	0	modificable
modification	0	0	0	0	0	0	0	0	0	0	modificación
modified	0	0	0	0	0	0	0	0	0	0	modificado
modify	0	0	0	0	0	0	0	0	1	0	modificar
modulate	0	0	0	0	0	0	0	0	0	0	modular
modulation	0	0	0	0	0	0	0	0	0	0	modulación
module	0	0	0	0	0	0	0	0	0	0	módulo
modulus	0	0	0	0	0	0	0	0	0	0	módulo
mogul	0	0	0	0	0	0	0	0	0	0	magnate
moiety	0	0	0	0	0	0	0	0	0	0	metade
moist	0	0	0	0	0	0	0	0	0	0	húmido
moisture	0	0	0	0	0	0	0	0	0	0	humidade
molar	0	0	0	0	0	0	0	0	0	0	molar
molasses	0	0	0	0	0	0	0	0	0	0	melaza
mold	0	0	0	0	0	0	0	0	0	0	molde
molded	0	0	0	0	0	0	0	0	0	0	moldeado
molding	0	0	0	0	0	0	0	0	0	0	moldura
moldy	0	0	0	0	0	0	0	0	0	0	mofado
molecular	0	0	0	0	0	0	0	0	0	0	molecular
molecule	0	0	0	0	0	0	0	0	0	0	molécula
molestation	1	0	1	1	0	1	0	1	0	0	abuso sexual
molten	0	0	0	0	0	0	0	0	0	0	fundido
moment	0	0	0	0	0	0	0	0	0	0	momento
momentary	0	0	0	0	0	0	0	0	0	0	momentánea
momentous	0	0	0	0	0	0	0	0	0	0	transcendental
momentum	0	1	0	0	0	0	1	0	0	0	impulso
monad	0	0	0	0	0	0	0	0	0	0	mónada
monarch	0	0	0	0	0	0	0	0	0	0	monarca
monarchy	0	0	0	0	0	0	0	0	0	0	monarquía
monastery	0	0	0	0	0	0	0	0	0	0	mosteiro
monastic	0	0	0	0	0	0	0	0	0	0	monástico
monetary	0	1	0	0	0	0	1	0	0	0	monetaria
money	1	1	0	0	1	0	1	0	1	1	diñeiro
monk	0	0	0	0	0	0	1	0	0	1	monxe
monkey	0	0	0	0	0	0	0	0	0	0	mono
monochrome	0	0	1	0	0	1	0	0	0	0	monocromo
monogamy	0	0	0	0	0	0	0	0	0	1	monogamia
monogram	0	0	0	0	0	0	0	0	0	0	monograma
monograph	0	0	0	0	0	0	0	0	0	0	monografía
monolayer	0	0	0	0	0	0	0	0	0	0	monocapa
monologue	0	0	0	0	0	0	0	0	0	0	monólogo
monopolist	0	0	0	0	0	1	0	0	0	0	monopolista
monopoly	0	0	0	0	0	0	0	0	0	0	monopolio
monotony	0	0	0	0	0	0	0	0	0	0	monotonía
monsoon	0	0	0	0	0	1	0	1	0	0	monzón
monster	0	0	0	1	0	1	0	0	0	0	monstro
monstrosity	1	0	1	1	0	1	0	0	1	0	monstruosidade
monte	0	0	0	0	0	0	0	0	0	0	monte
month	0	0	0	0	0	0	0	0	0	0	mes
monthly	0	0	0	0	0	0	0	0	0	0	mensual
monument	0	0	0	0	0	0	1	0	0	0	monumento
monumental	0	0	0	0	0	0	0	0	0	0	monumental
moo	0	0	0	0	0	0	0	0	0	0	moo
moods	0	0	0	0	0	0	0	0	0	0	estados de ánimo
moody	1	0	0	0	0	1	0	1	0	0	de mal humor
moon	0	0	0	0	0	0	0	0	0	0	lúa
moonlight	0	0	0	0	0	0	0	0	0	0	luar
moored	0	0	0	0	0	0	0	0	0	0	amarrado
mooring	0	0	0	0	0	0	0	0	0	0	amarre
moorings	0	0	0	0	0	0	0	0	0	1	amarres
moorland	0	0	0	0	0	0	0	0	0	0	páramo
moose	0	0	0	0	0	0	0	0	0	0	alce
moot	0	0	0	0	0	1	0	0	0	0	discutible
mooted	0	0	0	0	0	0	0	0	0	0	discutido
mop	0	0	0	0	0	0	0	0	0	0	fregona
moral	1	0	0	0	0	0	1	0	0	1	moral
morality	0	0	0	0	0	0	1	0	0	1	moralidade
morals	1	1	1	0	1	0	1	0	1	1	moral
morass	0	0	0	0	0	0	0	0	0	0	pantano
moratorium	0	0	0	0	0	0	0	0	0	0	moratoria
morbid	0	0	0	0	0	1	0	1	0	0	morboso
morbidity	1	0	1	1	0	1	0	1	0	0	morbilidade
morgue	0	0	1	1	0	1	0	1	0	0	morgue
moribund	0	0	0	0	0	1	0	1	0	0	moribundo
morn	0	1	0	0	0	0	0	0	0	0	mañá
morning	0	0	0	0	0	0	0	0	0	0	mañá
moron	0	0	0	0	0	1	0	0	0	0	parvo
moronic	0	0	0	0	0	1	0	0	0	0	idiota
morphine	0	0	0	0	0	0	0	0	0	0	morfina
morphism	0	0	0	0	0	0	0	0	0	0	morfismo
morphology	0	0	0	0	0	0	0	0	0	0	morfoloxía
morrow	0	1	0	0	0	0	0	0	0	0	mañá
morsel	0	0	0	0	0	1	0	0	0	0	anaquiño
mortal	0	0	0	0	0	1	0	0	0	0	mortal
mortality	1	0	0	1	0	1	0	1	0	0	mortalidade
mortar	0	0	0	0	0	0	1	0	0	0	morteiro
mortgage	0	0	0	1	0	0	0	0	0	0	hipoteca
mortgagee	0	0	0	0	0	0	0	0	0	1	acreedor hipotecario
mortgagor	0	0	0	1	0	0	0	0	0	0	deudor hipotecario
mortification	0	1	1	1	0	1	0	1	0	0	mortificación
mortuary	0	0	0	1	0	1	0	1	0	0	tanatorio
mosaic	0	0	0	0	0	0	0	0	0	0	mosaico
mosquito	1	0	1	0	0	1	0	0	0	0	mosquito
moss	0	0	0	0	0	0	0	0	0	0	musgo
mossy	0	0	0	0	0	0	0	0	0	0	musgoso
mote	0	0	0	0	0	0	0	0	0	0	mota
moth	0	0	0	0	0	0	0	0	0	0	avelaíña
mother	0	1	0	0	1	1	1	1	0	1	nai
motherhood	0	0	0	0	1	0	1	0	0	1	maternidade
motion	0	1	0	0	0	0	0	0	0	0	movemento
motionless	0	0	0	0	0	0	0	0	0	0	inmóbil
motive	0	0	0	0	0	0	1	0	0	0	motivo
motley	0	0	0	0	0	0	0	0	0	0	abigarrado
motor	0	0	0	0	0	0	0	0	0	0	motor
motorbike	0	0	0	0	0	0	0	0	0	0	moto
motorcycle	0	0	0	0	0	0	0	0	0	0	motocicleta
motte	0	0	0	0	0	0	0	0	0	0	motte
mottled	0	0	0	0	0	0	0	0	0	0	moteado
motto	0	0	0	0	0	0	0	0	0	0	lema
mould	0	0	0	0	0	0	0	0	0	0	molde
mound	0	0	0	0	0	0	0	0	0	0	monte
mount	0	0	0	0	0	0	0	0	0	0	montar
mountain	0	1	0	0	0	0	0	0	0	0	montaña
mountaineer	0	0	0	0	0	0	0	0	0	0	alpinista
mountainous	0	0	0	0	0	0	0	0	0	0	montañosa
mourn	0	0	0	0	0	1	0	1	0	0	chorar
mournful	1	0	0	1	0	1	0	1	0	0	triste
mourning	0	0	0	0	0	1	0	1	0	0	loito
mouse	0	0	0	0	0	0	0	0	0	0	rato
moustache	0	0	0	0	0	0	0	0	0	0	bigote
mouth	0	0	0	0	0	0	0	0	1	0	boca
mouthful	0	0	1	0	0	0	0	0	0	0	bocado
mouthpiece	0	0	0	0	0	0	0	0	0	0	boquilla
movable	0	0	0	0	0	0	1	0	0	0	móbil
move	0	0	0	0	0	0	0	0	0	0	mover
movement	0	0	0	0	0	0	0	0	0	0	movemento
mover	0	0	0	0	0	0	1	0	0	0	mover
movie	0	0	0	0	0	0	0	0	0	0	película
moving	0	0	0	0	0	0	0	0	0	0	movendo
mow	0	0	0	0	0	0	0	0	0	0	segar
muck	0	0	1	0	0	1	0	0	0	0	lixo
mucous	0	0	1	0	0	0	0	0	0	0	mucoso
mucus	0	0	1	0	0	0	0	0	0	0	moco
mud	0	0	0	0	0	1	0	0	0	0	barro
muddle	0	0	0	0	0	1	0	0	0	0	confuso
muddled	0	0	0	0	0	1	0	0	0	0	confuso
muddy	0	0	1	0	0	1	0	0	0	0	lamacentos
muff	1	0	1	0	0	1	0	0	0	0	manguito
muffled	0	0	0	0	0	0	0	0	0	0	abafado
muffler	0	0	0	0	0	0	0	0	0	0	silenciador
mug	1	0	0	1	0	1	1	1	0	0	cunca
mule	1	0	0	0	0	1	0	0	0	1	mula
multilateral	0	0	0	0	0	0	0	0	0	0	multilateral
multiple	0	0	0	0	0	0	0	0	0	0	múltiple
multiplex	0	0	0	0	0	0	0	0	0	0	multiplex
multiplication	0	0	0	0	0	0	0	0	0	0	multiplicación
multiplicity	0	0	0	0	0	0	0	0	0	0	multiplicidade
multiplied	0	0	0	0	0	0	0	0	0	0	multiplicado
multiplier	0	0	0	0	0	0	0	0	0	0	multiplicador
multiply	0	0	0	0	0	0	0	0	0	0	multiplicar
multitude	0	0	0	0	0	0	0	0	0	0	multitude
mum	0	0	0	1	0	1	0	0	0	0	mamá
mumble	0	0	0	0	0	1	0	0	0	0	murmurar
mummy	0	0	0	0	0	0	0	0	0	0	momia
mumps	0	0	0	0	0	1	0	0	0	0	paperas
munch	0	0	0	0	0	0	0	0	0	0	masticar
mundane	0	0	0	0	0	0	0	0	0	0	mundano
municipal	0	0	0	0	0	0	0	0	0	0	municipal
municipality	0	0	0	0	0	0	0	0	0	0	concello
mural	0	0	0	0	0	0	0	0	0	0	mural
murder	1	0	1	1	0	1	0	1	1	0	asasinato
murderer	1	0	1	1	0	1	0	1	0	0	asasino
murderous	1	0	1	1	0	1	0	1	1	0	asasino
murky	0	0	1	0	0	1	0	1	0	0	turbio
murmur	0	0	0	0	0	0	0	0	0	0	murmurio
muscle	0	0	0	0	0	0	0	0	0	0	músculo
muscular	0	0	0	0	0	0	1	0	0	0	musculoso
muse	0	0	0	0	0	0	0	0	0	0	musa
muses	0	0	0	0	0	0	0	0	0	0	musas
museum	0	0	0	0	0	0	0	0	0	0	museo
mush	0	0	0	0	0	0	0	0	0	0	papilla
mushroom	0	0	0	0	0	0	0	0	0	0	cogomelo
music	0	0	0	0	1	0	1	1	0	0	música
musical	1	1	0	0	1	0	1	1	1	1	musical
musician	0	0	0	0	0	0	0	0	0	0	músico
musing	0	0	0	0	0	0	0	0	0	0	cavilando
musk	0	0	0	0	0	0	0	0	0	0	almizcle
musket	0	0	0	1	0	0	0	0	0	0	mosquete
muslin	0	0	0	0	0	0	0	0	0	0	muselina
muss	0	0	0	0	0	1	0	0	0	0	muss
mustang	0	0	0	0	0	0	0	0	0	0	mustang
mustard	0	0	0	0	0	0	0	0	0	0	mostaza
muster	0	0	0	0	0	0	0	0	0	0	xunta
musty	0	0	1	0	0	1	0	0	0	0	mohoso
mutable	0	1	0	0	0	0	1	0	0	0	mutable
mutant	0	0	0	0	0	1	0	0	0	0	mutante
mutation	0	0	0	0	0	0	0	0	0	0	mutación
mutilated	0	0	1	0	0	1	0	0	0	0	mutilado
mutilation	1	0	1	1	0	1	0	1	0	0	mutilación
mutiny	1	0	1	1	0	1	0	0	1	0	motín
mutter	1	0	0	0	0	1	0	0	0	0	murmurar
mutton	0	0	0	0	0	0	0	0	0	0	carneiro
mutual	0	0	0	0	0	0	1	0	0	0	mutuo
mutually	0	0	0	0	0	0	0	0	0	0	mutuamente
muzzle	0	0	0	1	0	1	0	0	0	0	fociño
myopia	1	0	0	0	0	1	0	1	0	0	miopía
myopic	0	0	0	0	0	0	0	0	0	0	miope
myriad	0	0	0	0	0	0	0	0	0	0	infinidade
mysterious	0	1	0	1	0	0	0	0	1	0	misterioso
mystery	0	1	0	0	0	0	0	0	1	0	misterio
