English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Croatian Word
nozzle	0	0	0	0	0	0	0	0	0	0	mlaznica
nuance	0	0	0	0	0	0	0	0	0	0	utančanost
nuances	0	0	0	0	0	0	0	0	0	0	nijanse
nucleus	0	0	0	0	0	0	0	0	0	0	jezgra
nude	0	0	0	0	0	0	0	0	0	0	gola
nudge	0	0	0	0	0	0	0	0	0	0	gurkati
nudity	0	0	0	0	0	0	0	0	0	0	nagost
nugget	0	0	0	0	0	0	0	0	0	0	grumen
nuisance	1	0	0	0	0	1	0	0	0	0	smetnja
nul	0	0	0	0	0	1	0	0	0	0	nula
null	0	0	0	0	0	0	0	0	0	0	ništavan
nullify	0	0	0	0	0	1	0	0	1	0	poništiti
numb	0	0	0	0	0	1	0	0	0	0	zanijemio
number	0	0	0	0	0	0	0	0	0	0	broj
numbering	0	0	0	0	0	0	0	0	0	0	numeriranje
numbers	0	0	0	0	0	0	1	0	0	0	brojevima
numbness	0	0	0	0	0	1	0	1	0	0	obamrlost
numeral	0	0	0	0	0	0	0	0	0	0	brojčani
numerator	0	0	0	0	0	0	0	0	0	0	brojnik
numerical	0	0	0	0	0	0	0	0	0	0	numerički
numerically	0	0	0	0	0	0	0	0	0	0	numerički
numerous	0	0	0	0	0	0	0	0	0	0	brojni
nun	0	0	0	0	0	1	0	0	0	1	časna sestra
nurse	0	0	0	0	0	0	1	0	0	1	medicinska sestra
nursery	0	0	0	0	1	0	1	0	0	1	rasadnik
nurture	1	1	1	1	1	0	1	0	0	1	njegovati
nutmeg	0	0	0	0	0	0	0	0	0	0	muškatni oraščić
nutrition	0	0	0	0	0	0	0	0	0	0	prehrana
nutritious	0	0	0	0	0	0	1	1	0	0	hranjiva
nutritive	0	0	0	0	0	0	0	0	0	0	nutritivni
nuts	0	0	0	0	0	0	0	0	0	0	orašasti plodovi
nymph	0	0	0	0	0	0	0	0	0	0	nimfa
oaf	0	0	0	0	0	1	0	0	0	0	glupan
oak	0	0	0	0	0	0	1	0	0	0	hrast
oar	0	0	0	0	0	0	0	0	0	0	veslo
oasis	0	1	0	0	1	0	1	0	0	1	oaza
oath	0	0	0	0	0	0	1	0	0	1	zakletva
oatmeal	0	0	0	0	0	0	0	0	0	0	zobena kaša
obedience	0	0	0	0	0	0	1	0	0	1	poslušnost
obedient	0	0	0	0	0	0	0	0	0	0	poslušan
obediently	0	0	0	0	0	0	0	0	0	0	poslušno
obelisk	0	0	0	0	0	0	0	0	0	0	obelisk
obese	0	0	1	0	0	1	0	0	0	0	pretilo
obesity	0	0	1	0	0	1	0	1	0	0	pretilost
obey	0	0	0	1	0	0	0	0	0	1	poslušati
obi	0	0	1	1	0	1	0	0	0	0	obi
obit	0	0	0	0	0	1	0	1	1	0	obit
obituary	0	0	0	0	0	1	0	1	0	0	nekrolog
object	0	0	0	0	0	0	0	0	0	0	objekt
objection	1	0	0	0	0	1	0	0	0	0	prigovor
objectionable	0	0	0	0	0	1	0	0	0	0	nepoželjan
objective	0	1	0	0	0	0	1	0	0	1	cilj
obligation	0	0	0	0	0	0	0	0	0	0	obaveza
obligatory	0	0	0	0	0	0	0	0	0	0	obavezan
oblige	0	0	0	0	0	1	0	0	0	1	obvezati
obliged	0	0	0	0	0	0	0	0	0	0	dužan
obliging	1	1	1	1	1	0	1	0	1	1	uslužan
obligor	0	0	0	1	0	1	0	0	0	0	obveznik
oblique	0	0	0	0	0	0	0	0	0	0	kosi
obliterate	1	0	0	1	0	1	0	1	0	0	uništiti
obliterated	1	0	0	1	0	1	0	0	0	0	izbrisani
obliteration	0	0	0	1	0	1	0	1	0	0	uništenje
oblivion	1	0	0	1	0	1	0	0	0	0	zaborav
oblivious	0	0	0	0	0	0	0	0	0	0	nesvjestan
oblong	0	0	0	0	0	0	0	0	0	0	duguljast
obnoxious	1	0	1	0	0	1	0	1	0	0	odvratan
oboe	0	0	0	0	0	0	0	0	0	0	oboa
obscene	0	0	1	0	0	1	0	0	0	0	opsceno
obscenity	1	0	1	0	0	1	0	0	0	0	opscenost
obscure	0	0	0	0	0	0	0	0	0	0	opskuran
obscured	0	0	0	0	0	0	0	0	0	0	zamračen
obscurity	0	0	0	0	0	1	0	0	0	0	nejasnoća
observance	0	0	0	0	0	0	0	0	0	0	poštivanje
observant	0	0	0	0	0	0	1	0	0	0	pažljiv
observation	0	0	0	0	0	0	0	0	0	0	promatranje
observatory	0	0	0	0	0	0	0	0	0	0	zvjezdarnica
observe	0	0	0	0	0	0	0	0	0	0	promatrati
observer	0	0	0	0	0	0	0	0	0	0	posmatrač
observing	0	0	0	0	0	0	0	0	0	0	promatrajući
obsession	0	0	0	0	0	0	0	0	0	0	opsesija
obsolescence	0	0	0	0	0	0	0	0	0	0	zastarjelost
obstacle	1	0	0	1	0	1	0	1	0	0	zapreka
obstetrician	0	0	0	0	0	0	0	0	0	1	opstetričar
obstetrics	0	0	0	0	0	0	0	0	0	0	akušerstvo
obstinate	0	0	0	0	0	1	0	0	0	0	tvrdoglav
obstruct	1	0	0	1	0	1	0	0	0	0	ometati
obstruction	0	0	0	0	0	1	0	0	0	0	opstrukcija
obstructive	1	0	0	0	0	1	0	0	0	0	opstruktivni
obtain	0	0	0	0	0	0	0	0	0	0	dobiti
obtainable	0	0	0	0	1	0	1	0	0	0	dobiti
obtuse	0	0	0	0	0	1	0	0	0	0	tupi
obverse	0	0	0	0	0	0	0	0	0	0	avers
obvious	0	0	0	0	0	0	1	0	0	1	očito
ocarina	0	0	0	0	0	0	0	0	0	0	okarina
occasion	0	0	0	0	0	0	0	0	0	0	prilika
occasional	0	0	0	0	0	0	0	0	1	0	povremeno
occasionally	0	0	0	0	0	0	0	0	0	0	povremeno
occlusion	0	0	0	0	0	0	0	0	0	0	okluzija
occult	0	0	1	1	0	1	0	0	0	0	okultno
occupancy	0	0	0	0	0	0	0	0	0	0	popunjenost
occupant	0	0	0	0	0	0	1	0	0	1	okupator
occupation	0	0	0	0	0	0	1	0	0	0	okupacija
occupied	0	0	0	0	0	0	0	0	0	0	zauzeti
occupier	0	0	0	0	0	0	0	0	0	0	okupatora
occupy	0	0	0	0	0	0	1	0	0	0	zauzeti
occupying	0	0	0	0	0	0	0	0	0	0	zauzimajući
occur	0	0	0	0	0	0	0	0	0	0	pojaviti se
occurrence	0	0	0	0	0	0	0	0	0	0	pojava
ocean	0	0	0	0	0	0	0	0	0	0	ocean
oceanic	0	0	0	0	0	0	0	0	0	0	oceanski
octagon	0	0	0	0	0	0	0	0	0	0	osmerokut
octave	0	0	0	0	0	0	0	0	0	0	oktava
octopus	0	0	1	0	0	0	0	0	0	0	hobotnica
ocular	0	0	0	0	0	0	0	0	0	0	očni
oddity	0	0	1	0	0	1	0	1	1	0	neobičnost
odds	0	0	0	0	0	0	0	0	0	0	izgledi
ode	0	0	0	0	0	0	0	0	0	0	oda
odious	1	0	1	1	0	1	0	0	0	0	odvratan
odometer	0	0	0	0	0	0	0	0	0	0	brojač kilometara
odor	0	0	0	0	0	1	0	0	0	0	miris
oestrogen	0	0	0	0	0	0	0	0	0	0	estrogena
oeuvre	0	0	0	0	0	0	0	0	0	0	opus
offal	0	0	0	0	0	0	0	0	0	0	iznutrice
offend	1	0	1	0	0	1	0	0	0	0	uvrijediti
offended	1	0	0	0	0	1	0	1	0	0	uvrijeđen
offender	1	0	1	1	0	1	0	1	0	0	prijestupnik
offense	1	0	1	1	0	1	0	1	0	0	prekršaj
offensive	1	0	1	0	0	1	0	0	0	0	uvredljiv
offer	0	0	0	0	0	0	1	0	0	0	ponuda
offered	0	0	0	0	0	0	0	0	0	0	ponudio
offering	0	0	0	0	0	0	0	0	0	1	ponuda
offhand	0	0	0	0	0	1	0	0	0	0	na brzinu
office	0	0	0	0	0	0	0	0	0	0	ured
officer	0	0	0	0	0	0	1	0	0	1	časnik
offices	0	0	0	0	0	0	0	0	0	0	uredima
official	0	0	0	0	0	0	0	0	0	1	službeno
officiate	0	0	0	0	0	0	0	0	0	0	služiti službu
offing	0	0	0	0	0	1	0	0	0	0	pučina
offload	0	0	0	0	0	0	0	0	0	0	rasteretiti
offset	0	1	0	0	0	0	1	0	0	0	pomaknuti
offshoot	0	0	0	0	0	0	1	0	0	0	ogranak
offside	0	0	0	0	0	0	0	0	0	0	ofsajd
oft	0	0	0	0	0	0	0	0	0	0	često
oftentimes	0	0	0	0	0	0	0	0	0	0	često
ogre	0	0	1	1	0	1	0	0	0	0	ogrezlo
oil	0	0	0	0	0	0	0	0	0	0	ulje
oils	0	0	0	0	0	0	0	0	0	0	ulja
ointment	0	0	0	0	0	0	0	0	0	0	mast
olfactory	0	1	0	0	0	1	0	0	0	0	mirisni
oligarchy	0	0	0	0	0	1	0	0	0	0	oligarhija
olive	0	0	0	0	0	0	0	0	0	0	maslina
omega	0	0	0	0	0	0	0	0	0	0	omega
omelet	0	0	0	0	0	0	0	0	0	0	omlet
omen	0	1	0	1	0	1	0	0	0	0	znak
ominous	0	1	0	1	0	1	0	0	0	0	zlokoban
omission	0	0	0	0	0	0	0	0	0	0	propust
omit	0	0	0	0	0	1	0	0	0	0	izostaviti
omitted	0	0	0	0	0	0	0	0	0	0	izostavljeno
omnibus	0	0	0	0	0	0	0	0	0	0	omnibus
omnipotence	0	0	0	1	0	1	1	0	0	0	svemoć
omnipotent	0	0	0	0	0	0	0	0	0	0	svemoguć
omnipresent	0	0	0	0	0	0	0	0	0	0	sveprisutan
omniscient	0	0	0	0	0	0	1	0	0	1	sveznajući
oncologist	0	0	0	0	0	0	0	0	0	0	onkolog
oneness	0	0	0	0	0	0	0	0	0	0	jedinstvo
onerous	1	0	0	0	0	1	0	1	0	0	tegoban
oneself	0	0	0	0	0	0	0	0	0	0	sebe
ongoing	0	1	0	0	0	0	0	0	0	0	u tijeku
onion	0	0	0	0	0	0	0	0	0	0	luk
onset	0	1	0	0	0	0	0	0	0	0	početak
onslaught	0	0	0	0	0	0	0	0	0	0	nasrtaj
ontology	0	0	0	0	0	0	0	0	0	0	ontologija
onus	0	0	0	0	0	1	0	0	0	0	teret
onward	0	0	0	0	0	0	0	0	0	0	naprijed
onyx	0	0	0	0	0	0	0	0	0	0	oniks
ooze	0	0	1	0	0	1	0	0	0	0	mulj
oozing	0	0	0	0	0	0	0	0	0	0	curenje
opacity	0	0	0	0	0	0	0	0	0	0	neprozirnost
opal	0	0	0	0	0	0	0	0	0	0	opal
opaque	0	0	0	0	0	1	0	0	0	0	neproziran
ope	0	0	0	0	0	0	0	0	0	0	ope
open	0	0	0	0	0	0	0	0	0	0	otvorena
opener	0	0	0	0	0	0	0	0	0	0	otvarač
opening	0	0	0	0	0	0	0	0	0	0	otvor
openly	0	0	0	0	0	0	0	0	0	0	otvoreno
openness	0	0	0	0	0	0	1	0	0	0	otvorenost
opera	1	1	0	1	1	0	1	1	1	1	opera
operatic	0	0	0	0	0	1	0	0	0	0	operni
operation	0	0	0	1	0	0	0	0	0	1	operacija
operations	0	0	0	0	0	0	0	0	0	0	operacije
operative	0	0	0	0	0	0	0	0	0	0	operativni
operator	0	0	0	0	0	0	0	0	0	0	operater
ophthalmic	0	0	0	0	0	0	0	0	0	0	oftalmološki
ophthalmologist	0	0	0	0	0	0	0	0	0	0	oftalmolog
opiate	0	0	0	0	0	1	0	0	0	0	opijat
opinion	0	0	0	0	0	0	0	0	0	0	mišljenje
opinionated	1	0	0	0	0	1	0	0	0	0	samouvjeren
opium	1	0	1	1	0	1	0	1	0	0	opijum
opponent	1	1	1	1	0	1	0	0	0	0	protivnik
opportune	0	0	0	0	1	0	1	0	0	0	prigodan
opportunism	0	0	0	0	0	0	0	0	0	0	oportunizam
opportunity	0	1	0	0	0	0	1	0	0	0	prilika
oppose	0	0	0	0	0	1	0	0	0	0	suprotstaviti se
opposed	1	0	0	1	0	1	0	0	0	0	usprotivio se
opposing	0	0	0	0	0	0	0	0	0	0	suprotstavljajući se
opposite	0	0	0	0	0	0	0	0	0	0	suprotan
opposites	0	0	0	0	0	0	0	0	0	0	suprotnosti
opposition	1	0	0	0	0	1	0	0	0	0	protivljenje
oppress	1	0	1	1	0	1	0	1	0	0	tlačiti
oppression	1	0	1	1	0	1	0	1	0	0	ugnjetavanje
oppressive	1	0	1	1	0	1	0	1	0	0	ugnjetavački
oppressor	1	0	0	1	0	1	0	1	0	0	tlačitelj
optic	0	0	0	0	0	0	0	0	0	0	optički
optical	0	0	0	0	0	0	0	0	0	0	optički
optics	0	0	0	0	0	0	0	0	0	0	optika
optimism	0	1	0	0	1	0	1	0	1	1	optimizam
optimist	0	0	0	0	0	0	1	0	0	1	optimista
option	0	0	0	0	0	0	1	0	0	0	opcija
optional	0	0	0	0	0	0	1	0	0	0	neobavezan
optionally	0	0	0	0	0	0	0	0	0	0	izborno
options	0	0	0	0	0	0	0	0	0	0	opcije
optometrist	0	0	0	0	0	0	0	0	0	0	optometrista
opulence	0	0	0	0	0	0	0	0	0	0	bogatstvo
opulent	0	0	0	0	0	0	0	0	0	0	raskošan
opus	0	0	0	0	0	0	0	0	0	0	opus
oracle	0	1	0	0	0	0	1	0	0	1	proročište
oral	0	0	0	0	0	0	0	0	0	0	oralni
orange	0	0	0	0	0	0	0	0	0	0	naranča
oration	0	0	0	0	0	0	1	0	0	0	govor
orator	0	0	0	0	0	0	0	0	0	0	govornik
oratory	0	0	0	0	0	0	0	0	0	0	govorništvo
orb	0	0	0	0	0	0	0	0	0	0	kugla
orbit	0	0	0	0	0	0	0	0	0	0	orbita
orbiting	0	0	0	0	0	0	0	0	0	0	kružeći
orbs	0	0	0	0	0	0	0	0	0	0	kugle
orc	1	0	1	1	0	1	0	0	0	0	orc
orchard	0	0	0	0	0	0	0	0	0	0	voćnjak
orchestra	1	0	0	0	1	0	1	1	0	1	orkestar
ordained	0	0	0	0	0	0	1	0	0	1	zaređeni
ordeal	1	0	0	0	0	1	0	0	1	0	kušnja
order	0	0	0	0	0	0	0	0	0	0	narudžba
orderly	0	0	0	0	0	0	1	0	0	0	uredno
ordinance	0	0	0	0	0	0	0	0	0	1	pravilnik
ordinary	0	0	0	0	0	0	0	0	0	0	obični
ordination	0	1	0	0	1	0	1	0	0	1	ređenje
ordnance	0	0	0	1	0	1	0	0	0	0	ubojno oružje
ore	0	0	0	0	0	0	0	0	0	0	rudača
oregano	0	0	0	0	0	0	0	0	0	0	origano
organ	0	1	0	0	1	0	0	0	0	0	orgulje
organic	0	0	0	0	0	0	1	0	0	0	organski
organism	0	0	0	0	0	0	0	0	0	0	organizam
organist	0	0	0	0	0	0	0	0	0	0	orguljaš
organization	0	1	0	0	1	0	1	0	1	1	organizacija
organize	0	0	0	0	0	0	1	0	0	0	organizirati
organized	0	0	0	0	0	0	1	0	0	0	organiziran
orgasm	0	1	0	0	1	0	1	0	0	0	orgazam
orgies	0	0	0	0	0	0	0	0	0	0	orgije
orient	0	0	0	0	0	0	0	0	0	0	orijentirati
oriental	0	0	0	0	0	0	0	0	0	0	orijentalni
orientation	0	0	0	0	0	0	0	0	0	0	orijentacija
orifice	0	0	0	0	0	0	0	0	0	0	otvor
origin	0	0	0	0	0	0	0	0	0	0	podrijetlo
originality	0	0	0	0	0	0	1	0	1	0	originalnost
originate	0	0	0	0	0	0	0	0	0	0	potjecati
origination	0	0	0	0	0	0	0	0	0	0	nastanak
originator	0	0	0	0	0	0	0	0	0	0	začetnik
ornament	0	0	0	0	0	0	0	0	0	0	ornament
ornamental	0	0	0	0	0	0	0	0	0	0	ukrasni
ornamentation	0	0	0	0	0	0	0	0	0	0	ukrašavanje
ornamented	0	0	0	0	0	0	1	0	0	0	ornamentiran
ornate	0	0	0	0	0	0	1	0	0	0	kićen
orphan	0	0	0	1	0	1	0	1	0	0	siroče
orthodox	0	0	0	0	0	0	0	0	0	0	pravoslavni
orthodoxy	0	0	0	0	0	0	0	0	0	1	pravoslavlje
orthogonal	0	0	0	0	0	0	0	0	0	0	ortogonalni
oscillate	0	0	0	0	0	0	0	0	0	0	oscilirati
oscillating	0	0	0	0	0	0	0	0	0	0	oscilirajući
oscillation	0	0	0	0	0	0	0	0	0	0	oscilacija
oscillatory	0	0	0	0	0	0	0	0	0	0	oscilatorni
ostensible	0	0	0	0	0	0	0	0	0	0	tobožnja
ostensibly	0	0	0	0	0	1	0	0	0	0	tobože
ostrich	0	0	0	0	0	0	0	0	0	0	noj
otto	0	0	0	0	0	0	0	0	0	0	otto
ottoman	0	0	0	0	0	0	0	0	0	0	otoman
ounce	0	0	0	0	0	0	0	0	0	0	unca
oust	1	0	0	0	0	1	0	1	0	0	istisnuti
outbreak	0	0	0	0	0	0	0	0	0	0	izbijanje epidemije
outburst	1	0	0	1	1	1	1	1	1	0	ispad
outcast	0	0	1	1	0	1	0	1	0	0	izopćenik
outcome	0	0	0	0	0	0	1	0	0	0	ishod
outcry	1	0	0	1	0	1	0	0	1	0	negodovanje
outdo	0	1	0	0	0	0	1	0	0	0	nadmašiti
outdoor	0	0	0	0	0	0	0	0	0	0	vanjski
outfit	0	0	0	0	0	0	0	0	0	0	opremiti
outgrow	0	0	0	0	0	0	0	0	0	0	prerasti
outgrowth	0	0	0	0	0	0	0	0	0	0	izdanak
outhouse	0	0	1	0	0	1	0	0	0	0	vanjska zgrada
outing	0	0	0	0	0	0	0	0	0	0	izlet
outlandish	0	0	0	0	0	1	0	0	0	0	neobičan
outlast	0	0	0	0	0	0	0	0	0	0	nadživjeti
outlaw	0	0	0	0	0	1	0	0	0	0	odmetnik
outlet	0	0	0	0	0	0	0	0	0	0	utičnica
outline	0	0	0	0	0	0	0	0	0	0	obris
outlines	0	0	0	0	0	0	0	0	0	0	obrisi
outlook	0	0	0	0	0	0	0	0	0	0	izgledi
outlying	0	0	0	0	0	0	0	0	0	0	udaljeni
outnumber	0	0	0	0	0	0	0	0	0	0	brojčano nadmašiti
outpost	0	0	0	1	0	0	0	0	0	0	predstraža
outpouring	0	0	0	0	0	0	0	0	0	0	izlijevanje
output	0	0	0	0	0	0	0	0	0	0	izlaz
outrage	1	0	1	0	0	1	0	0	0	0	bijes
outrageous	0	0	0	0	0	0	0	0	1	0	pretjeran
outright	0	0	0	0	0	0	0	0	0	0	izravno
outrun	0	0	0	0	0	0	0	0	0	0	nadmašiti
outset	0	0	0	0	0	0	0	0	0	0	početak
outsider	0	0	0	1	0	0	0	0	0	0	autsajder
outskirts	0	0	0	0	0	0	0	0	0	0	periferija
outspoken	0	0	0	0	0	0	0	0	0	0	otvoren
outstanding	0	0	0	0	1	1	1	0	0	0	izvanredan
outstretched	0	0	0	0	0	0	0	0	0	0	ispružen
outward	0	0	0	0	0	0	1	0	0	0	prema van
outwards	0	0	0	0	0	0	0	0	0	0	van
outweigh	0	0	0	0	0	0	0	0	0	0	prevagnuti
oval	0	0	0	0	0	0	0	0	0	0	ovalan
ovary	0	0	0	0	0	0	0	0	0	0	jajnik
ovate	0	0	0	0	0	0	0	0	0	0	jajolik
ovation	0	0	0	0	0	1	0	1	0	0	ovacije
oven	0	0	0	0	0	0	0	0	0	0	pećnica
overalls	0	0	0	0	0	0	0	0	0	0	kombinezoni
overbearing	1	0	0	0	0	1	0	0	0	0	ohol
overburden	0	0	0	0	0	1	0	0	0	0	preopteretiti
overcast	0	0	0	0	0	1	0	0	0	0	oblačan
overcharged	0	0	0	0	0	0	0	0	0	0	prenaplaćen
overcoat	0	0	0	0	0	0	0	0	0	0	gornji kaput
overdo	0	0	0	0	0	1	0	0	0	0	pretjerati
overdose	0	0	0	0	0	1	0	0	0	0	predozirati
overdue	0	1	0	0	0	1	0	1	1	0	zakašnjeli
overestimate	0	0	0	0	0	0	0	0	1	0	precijeniti
overestimated	0	0	0	0	0	1	0	0	0	0	precijenjen
overflow	0	0	0	0	0	1	0	0	0	0	prelijevanje
overflowing	0	0	0	0	0	0	0	0	0	0	prelijevajući se
overgrown	0	0	0	0	0	1	0	0	0	0	obrastao
overgrowth	0	0	0	0	0	0	0	0	0	0	obraslost
overhanging	0	0	0	0	0	0	0	0	0	0	nadvisujući
overhaul	0	0	0	0	0	0	0	0	0	0	remont
overhead	0	0	0	0	0	0	0	0	0	0	iznad glave
overjoyed	0	0	0	0	1	0	1	0	0	0	presretan
overlaid	0	0	0	0	0	0	0	0	0	0	prekriveno
overlap	0	0	0	0	0	0	0	0	0	0	preklapanje
overlay	0	0	0	0	0	0	0	0	0	0	preklapanje
overload	0	0	0	0	0	1	0	1	0	0	preopterećenje
overlying	0	0	0	0	0	0	0	0	0	0	prekrivajući
overpaid	0	0	0	0	0	1	0	0	0	0	preplaćen
overpass	0	0	0	0	0	0	0	0	0	0	nadvožnjak
overpower	0	0	0	0	0	1	0	0	0	0	nadjačati
overpowering	1	0	0	1	0	1	0	0	0	0	neodoljiv
overpriced	1	0	1	0	0	1	0	1	0	0	precijenjen
override	0	0	0	0	0	0	0	0	0	0	nadjačati
overrule	0	0	0	0	0	0	0	0	0	0	nadglasati
overseer	0	0	0	0	0	0	0	0	0	0	nadglednik
overshadow	0	0	0	0	0	0	0	0	0	0	zasjeniti
oversight	0	0	0	0	0	1	0	0	0	0	nadzor
overstate	0	0	0	0	0	0	0	0	0	0	pretjerivati
overstock	0	0	0	0	0	0	0	0	0	0	višak zaliha
overt	0	0	0	1	0	0	0	0	0	0	otvoren
overtake	0	0	0	0	0	0	0	0	0	0	prestići
overtaken	0	0	0	0	0	0	0	0	0	0	prestignuti
overthrow	0	1	0	1	0	1	0	0	0	0	svrgnuti
overture	0	1	0	0	0	0	0	0	0	0	uvertira
overturn	0	0	0	0	0	1	0	0	0	0	prevrnuti
overwhelm	0	0	0	0	0	1	0	0	0	0	zasuti
overwhelmed	0	0	0	0	0	1	0	1	0	0	preplavljeni
overwhelming	0	0	0	0	0	0	1	0	0	0	porazan
overzealous	0	0	0	0	0	0	0	0	0	0	prerevnostan
owe	0	0	0	0	0	0	0	0	0	0	dugovati
owing	1	1	1	1	0	1	0	1	0	1	dugujući
owner	0	0	0	0	0	0	0	0	0	0	vlasnik
ownership	0	0	0	0	0	0	1	0	0	0	vlasništvo
ox	0	0	0	0	0	0	0	0	0	0	vol
oxidation	0	0	0	0	0	1	0	0	0	0	oksidacija
oxygen	0	0	0	0	0	0	0	0	0	0	kisik
oxymoron	0	0	0	0	0	0	0	0	0	0	oksimoron
oyster	0	0	0	0	0	0	0	0	0	0	kamenica
pace	0	0	0	0	0	0	0	0	0	0	tempo
pacific	0	0	0	0	0	0	1	0	0	0	pacifički
pacify	0	0	0	0	0	0	0	0	0	0	smiriti
pack	0	0	0	0	0	0	0	0	0	0	paket
package	0	0	0	0	0	0	0	0	0	0	paket
packer	0	0	0	0	0	0	0	0	0	0	paker
packet	0	0	0	0	0	0	0	0	0	0	paket
pact	0	0	0	0	0	0	0	0	0	1	pakt
pad	0	0	0	0	0	0	1	0	0	0	jastučić
padding	0	0	0	0	0	0	1	0	0	0	podstava
paddle	0	1	0	0	0	0	1	0	0	0	veslo
paddock	0	0	0	0	0	0	0	0	0	0	paddock
paddy	0	0	0	0	0	0	0	0	0	0	riža
padlock	0	0	0	0	0	0	0	0	0	0	lokot
padre	0	0	0	0	0	0	0	0	0	0	padre
pagan	0	0	0	0	0	0	0	0	0	0	poganski
paganism	0	0	0	0	0	0	0	0	0	0	poganstvo
page	0	0	0	0	0	0	0	0	0	0	stranica
pageant	0	0	0	0	0	0	0	0	0	0	inscenacija
pagination	0	0	0	0	0	0	0	0	0	0	paginacija
pagoda	0	0	0	0	0	0	0	0	0	0	pagoda
pail	0	0	0	0	0	0	0	0	0	0	vedro
pain	0	0	0	1	0	1	0	1	0	0	bol
pained	0	0	0	1	0	1	0	1	0	0	bolan
painful	1	0	1	1	0	1	0	1	0	0	bolan
painfully	0	0	0	0	0	1	0	1	0	0	bolno
painless	0	0	0	0	0	0	0	0	0	0	bezbolan
pains	0	0	0	0	0	1	0	0	0	0	bolovi
painstaking	0	0	0	0	0	0	0	0	0	0	mukotrpno
paint	0	0	0	0	0	0	0	0	0	0	boja
painted	0	0	0	0	0	0	0	0	0	0	naslikao
painter	0	0	0	0	0	0	0	0	0	0	slikar
painting	0	0	0	0	0	0	0	0	0	0	slika
pair	0	0	0	0	0	0	0	0	0	0	par
pajamas	0	0	0	0	0	0	0	0	0	0	pidžama
pal	0	0	0	0	0	0	0	0	0	0	prijatelju
palace	0	0	0	0	0	0	0	0	0	0	palača
palatable	0	0	0	0	0	0	1	0	0	0	ukusan
palate	0	0	0	0	0	0	0	0	0	0	nepce
paleontology	0	0	0	0	0	0	0	0	0	0	paleontologija
palette	0	0	0	0	0	0	0	0	0	0	paleta
pall	0	0	0	0	0	0	0	0	0	0	pall
palladium	0	0	0	0	0	0	0	0	0	0	paladij
pallet	0	0	0	0	0	0	0	0	0	0	paleta
palliative	0	0	0	0	0	0	1	0	0	0	palijativno
palm	0	0	0	0	0	0	0	0	0	0	dlan
palmer	0	0	0	0	0	0	0	0	0	0	palmer
palpable	0	0	0	0	0	0	0	0	1	0	opipljiv
palsy	0	0	1	1	0	1	0	1	0	0	paraliza
paltry	0	0	0	0	0	0	0	0	0	0	neznatan
pamper	0	0	0	0	0	0	0	0	0	0	razmaziti
pamphlet	0	0	0	0	0	0	0	0	0	0	pamflet
pan	0	0	0	0	0	0	0	0	0	0	tava
panacea	0	0	0	0	0	0	1	0	0	0	panaceja
panache	0	0	0	0	0	0	1	0	0	0	perjanica
pancake	0	0	0	0	0	0	0	0	0	0	palačinka
pandemic	0	0	0	1	0	1	0	1	0	0	pandemija
panel	0	0	0	0	0	0	0	0	0	0	ploča
pang	0	0	0	0	0	1	0	0	1	0	bol
panic	0	0	0	1	0	1	0	0	0	0	panika
panier	0	0	0	0	0	0	1	0	0	0	panijer
panorama	0	0	0	0	0	0	0	0	0	0	panorama
panoramic	0	0	0	0	0	0	0	0	0	0	panoramski
pant	0	0	0	0	0	0	0	0	0	0	brektati
pantheon	0	0	0	0	0	0	0	0	0	0	Panteon
panther	0	0	0	0	0	0	0	0	0	0	pantera
panties	0	0	0	0	0	0	0	0	0	0	gaćice
pantomime	0	0	0	0	0	0	0	0	0	0	pantomima
pantry	0	0	0	0	0	0	0	0	0	0	ostava
pants	0	0	0	0	0	0	0	0	0	0	hlače
pap	0	0	0	0	0	0	0	0	0	0	papa
papacy	0	0	0	0	0	0	0	0	0	0	papinstvo
papal	0	0	0	0	0	0	0	0	0	0	papinski
paper	0	0	0	0	0	0	0	0	0	0	papir
paprika	0	0	0	0	0	0	1	0	0	0	paprika
papyrus	0	0	0	0	0	0	0	0	0	0	papirus
par	0	0	0	0	0	0	0	0	0	0	par
parable	0	0	0	0	0	0	0	0	0	0	parabola
parabola	0	0	0	0	0	0	0	0	0	0	parabola
parabolic	0	0	0	0	0	0	0	0	0	0	parabolični
parachute	0	0	0	1	0	0	0	0	0	0	padobran
parade	0	1	0	1	1	1	1	0	1	0	parada
paradigm	0	0	0	0	0	0	0	0	0	0	paradigma
paradox	0	0	0	0	0	0	0	0	0	0	paradoks
paradoxical	0	0	0	0	0	0	0	0	0	0	paradoksalan
paraffin	0	0	0	0	0	0	0	0	0	0	parafin
paragon	0	1	0	0	1	0	1	0	0	1	uzor
paragraph	0	0	0	0	0	0	0	0	0	0	paragraf
parallax	0	0	0	0	0	0	0	0	0	0	paralaksa
parallel	0	0	0	0	0	0	0	0	0	0	paralelno
parallelism	0	0	0	0	0	0	0	0	0	0	paralelizam
paralysis	1	1	0	1	0	1	0	1	0	0	paraliza
paramount	0	0	0	0	0	0	1	0	0	0	najvažniji
paranoia	0	0	0	1	0	1	0	0	0	0	paranoja
parapet	0	0	0	0	0	0	0	0	0	0	parapet
paraphernalia	0	0	0	0	0	0	0	0	0	0	rekviziti
