English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Danish Word
identically	0	0	0	0	0	0	0	0	0	0	identisk
identification	0	0	0	0	0	0	0	0	0	0	identifikation
identify	0	0	0	0	0	0	0	0	0	0	identificere
identity	0	0	0	0	0	0	0	0	0	0	identitet
ideology	0	0	0	0	0	0	0	0	0	0	ideologi
idiocy	1	0	1	0	0	1	0	1	0	0	idioti
idiom	0	0	0	0	0	0	0	0	0	0	idiom
idiomatic	0	0	0	0	0	0	0	0	0	0	idiomatisk
idiot	0	0	1	0	0	1	0	0	0	0	idiot
idiotic	1	0	1	0	0	1	0	0	0	0	idiotisk
idle	0	0	0	0	0	0	0	0	0	0	ledig
idleness	0	0	0	0	0	0	0	0	0	0	lediggang
idler	0	0	0	0	0	1	0	0	0	0	lediggang
idol	0	0	0	0	0	0	1	0	0	0	idol
idolatry	0	0	1	1	0	1	0	0	0	0	afgudsdyrkelse
igloo	0	0	0	0	0	0	0	0	0	0	iglo
igneous	0	0	0	0	0	0	0	0	0	0	magmatisk
ignite	0	0	0	0	0	0	0	0	0	0	antænde
ignition	0	0	0	0	0	0	0	0	0	0	tænding
ignorance	0	0	0	0	0	1	0	0	0	0	uvidenhed
ignorant	0	0	1	0	0	1	0	0	0	0	uvidende
ignore	0	0	0	0	0	1	0	0	0	0	ignorere
ilk	0	0	0	0	0	0	0	0	0	0	lignende
ill	1	0	1	1	0	1	0	1	0	0	syg
illegal	1	0	1	1	0	1	0	1	0	0	ulovlig
illegality	1	0	1	1	0	1	0	0	0	0	ulovlighed
illegally	0	0	0	0	0	0	0	0	0	0	ulovligt
illegible	0	0	0	0	0	1	0	0	0	0	ulæselig
illegitimate	1	0	1	1	0	1	0	1	1	0	uægte
illicit	1	0	1	1	0	1	0	0	0	0	ulovlig
illiterate	0	0	1	0	0	1	0	0	0	0	analfabetisk
illness	0	0	0	1	0	1	0	1	0	0	sygdom
illogical	0	0	0	0	0	1	0	0	0	0	ulogisk
illuminate	0	1	0	0	1	0	1	0	1	0	belyse
illumination	0	0	0	0	1	0	1	0	1	1	belysning
illuminator	0	0	0	0	0	0	0	0	0	0	illuminator
illusion	0	0	0	0	0	1	0	0	1	0	illusion
illustrate	0	0	0	0	0	0	1	0	0	0	illustrere
illustration	0	0	0	0	0	0	0	0	0	0	illustration
illustrative	0	0	0	0	0	0	0	0	0	0	illustrative
illustrious	0	0	0	0	0	0	1	0	0	0	berømte
image	0	0	0	0	0	0	0	0	0	0	billede
imagery	0	0	0	0	0	0	0	0	0	0	billedsprog
imaginary	0	0	0	0	0	0	0	0	0	0	imaginært
imagination	0	0	0	0	0	0	0	0	0	0	fantasi
imaginative	0	0	0	0	0	0	1	0	0	0	fantasifulde
imagine	0	0	0	0	0	0	0	0	0	0	forestille
imagined	0	0	0	0	0	0	0	0	0	0	forestillet sig
imagining	0	0	0	0	0	0	0	0	0	0	forestille sig
imam	0	0	0	0	0	0	0	0	0	0	imam
imbedded	0	0	0	0	0	0	0	0	0	0	indlejret
imitate	0	0	0	0	0	0	0	0	0	0	efterligne
imitated	0	0	0	0	0	1	0	0	0	0	imiteret
imitation	0	0	0	0	0	1	0	0	0	0	efterligning
immaculate	0	0	0	0	1	0	1	0	0	1	ulastelig
immaterial	0	0	0	0	0	0	0	0	0	0	uvæsentlig
immature	0	1	0	0	0	1	0	0	0	0	umoden
immaturity	1	1	0	0	0	1	0	0	0	0	umodenhed
immeasurable	0	0	0	0	0	0	0	0	0	0	umådelig
immeasurably	0	0	0	0	0	0	0	0	0	0	umådeligt
immediacy	0	0	0	0	0	0	0	0	1	0	umiddelbarhed
immediately	0	1	0	0	0	1	1	0	0	0	straks
immemorial	0	0	0	0	0	0	0	0	0	0	umindelige
immense	0	0	0	0	0	0	1	0	0	0	umådelig
immerse	0	1	0	1	1	0	1	0	1	1	fordybe
immersion	0	0	0	0	0	0	0	0	0	0	nedsænkning
immigrant	0	0	0	1	0	0	0	0	0	0	immigrant
immigration	0	0	0	0	0	0	0	0	0	0	indvandring
imminent	0	1	0	1	0	0	0	0	0	0	forestående
immoral	1	0	1	1	0	1	0	1	0	0	umoralsk
immorality	1	0	1	0	0	1	0	0	0	0	umoral
immortal	0	0	0	0	0	0	1	0	0	0	udødelig
immortality	0	1	0	0	0	0	0	0	0	0	udødelighed
immovable	0	0	0	0	0	1	1	0	0	1	ubevægelig
immune	0	0	0	0	0	0	0	0	0	0	immun
immunity	0	0	0	0	0	0	0	0	0	0	immunitet
immunization	0	0	0	0	0	0	0	0	0	1	immunisering
immutable	0	0	0	0	0	0	0	0	0	0	uforanderlig
imp	0	0	0	0	0	0	0	0	0	0	imp
impact	0	0	0	0	0	0	0	0	0	0	indvirkning
impair	0	0	0	0	0	1	0	0	0	0	hæmmet
impairment	0	0	0	0	0	1	0	0	0	0	værdiforringelse
impart	0	0	0	0	0	0	1	0	0	1	formidle
impartial	0	0	0	0	0	0	1	0	0	1	upartisk
impartiality	0	0	0	0	0	0	1	0	0	1	upartiskhed
impassable	0	0	0	0	0	1	0	0	0	0	ufremkommelig
impassioned	0	0	0	0	0	0	0	0	0	0	passioneret
impatience	0	0	0	0	0	1	0	0	0	0	utålmodighed
impatient	0	1	0	0	0	1	0	0	0	0	utålmodig
impeach	0	0	1	1	0	1	0	0	0	0	rigsret
impeachment	0	0	0	0	0	1	0	0	0	0	rigsretssag
impeccable	0	0	0	0	0	0	1	0	0	1	upåklagelig
impede	0	0	0	0	0	1	0	0	0	0	hindre
impediment	0	0	0	0	0	0	0	0	0	0	hindring
impelled	0	0	0	0	0	0	0	0	0	0	tilskyndet
impending	0	1	0	1	0	0	0	0	0	0	forestående
impenetrable	0	0	0	0	0	0	0	0	0	1	uigennemtrængeligt
imperative	0	0	0	0	0	0	0	0	0	0	bydende nødvendigt
imperceptible	0	0	0	0	0	0	0	0	0	0	umærkelig
imperfection	0	0	0	0	0	1	0	0	0	0	ufuldkommenhed
imperfectly	0	0	0	0	0	1	0	0	0	0	ufuldkomment
imperial	0	0	0	0	0	0	0	0	0	0	kejserlig
impermeable	1	0	0	1	0	0	0	0	0	0	uigennemtrængelige
impermissible	0	0	0	0	0	0	0	0	0	0	utilladelig
impersonal	0	0	0	0	0	0	0	0	0	0	upersonlig
impersonate	0	0	0	0	0	1	0	0	0	0	efterligne
impersonation	0	0	0	0	0	1	0	0	0	0	efterligning
impervious	0	0	0	0	0	0	1	0	0	0	uigennemtrængelige
impetus	0	0	0	0	0	0	0	0	0	0	fremdrift
implacable	0	0	0	0	0	1	0	0	0	0	uforsonlig
implant	0	0	0	0	0	0	0	0	0	0	implantat
implantation	0	0	0	0	0	0	0	0	0	0	implantation
implanted	0	0	0	0	0	0	0	0	0	0	implanteret
implement	0	0	0	0	0	0	0	0	0	0	gennemføre
implicate	1	0	0	0	0	1	0	0	0	0	implicere
implicated	0	0	0	0	0	0	0	0	0	0	impliceret
implication	0	0	0	0	0	0	0	0	0	0	implikation
implied	0	0	0	0	0	0	0	0	0	0	underforstået
implore	0	0	0	0	0	0	0	0	0	0	bønfalde
implosion	0	0	0	0	0	0	0	0	0	0	implosion
imply	0	0	0	0	0	0	0	0	0	0	indebære
impolite	0	0	1	0	0	1	0	0	0	0	uhøfligt
import	0	0	0	0	0	0	0	0	0	0	importere
importance	0	1	0	0	0	0	1	0	0	0	betydning
important	0	0	0	0	0	0	1	0	0	1	vigtig
importation	0	0	0	0	0	0	0	0	0	0	import
impose	0	0	0	0	0	0	0	0	0	0	pålægge
imposing	0	0	0	0	0	0	0	0	0	0	imponerende
imposition	0	0	0	0	0	1	0	0	0	0	pålæggelse
impossibility	0	0	0	0	0	0	0	0	0	0	umulighed
impossible	0	0	0	0	0	1	0	1	0	0	umulig
impotence	1	0	0	1	0	1	0	1	0	0	impotens
impotent	0	0	0	0	0	1	0	0	0	0	impotent
impound	0	0	0	0	0	1	0	0	0	0	beslaglæggelse
impracticable	0	0	0	0	0	1	0	0	0	0	upraktisk
impress	0	0	0	0	0	0	1	0	0	0	imponere
impression	0	0	0	0	0	0	1	0	0	0	indtryk
impressionable	0	0	0	0	0	0	0	0	0	1	påvirkelige
imprint	0	0	0	0	0	0	0	0	0	0	aftryk
imprison	0	0	0	0	0	1	0	0	0	0	fængsle
imprisoned	1	0	1	1	0	1	0	1	0	0	fængslet
imprisonment	1	0	1	1	0	1	0	1	0	0	fængsling
improbable	0	0	0	0	0	0	0	0	0	0	usandsynlig
impromptu	0	0	0	0	0	0	0	0	0	0	improviseret
impropriety	0	0	0	0	0	1	0	0	0	0	upassende
improve	0	1	0	0	1	0	1	0	0	1	forbedre
improved	0	0	0	0	0	0	1	0	0	0	forbedret
improvement	0	0	0	0	1	0	1	0	0	1	forbedring
improving	0	0	0	0	0	0	1	0	0	0	forbedres
improvisation	0	0	0	0	0	0	0	0	1	0	improvisation
improvise	0	1	0	0	0	0	1	0	1	0	improvisere
improvised	0	0	0	0	0	0	0	0	0	0	improviseret
imprudent	0	0	0	0	0	1	0	1	0	0	uforsigtigt
impulse	0	0	0	0	0	0	0	0	0	0	impuls
impunity	0	0	0	0	0	0	0	0	0	0	straffrihed
impure	0	0	1	0	0	1	0	0	0	0	uren
impurity	0	0	1	0	0	1	0	0	0	0	urenhed
imputation	0	0	0	0	0	1	0	0	0	0	imputation
inability	0	0	0	0	0	1	0	1	0	0	manglende evne
inaccessible	0	0	0	0	0	1	0	0	0	0	utilgængelig
inaccurate	0	0	0	0	0	1	0	0	0	0	forkert
inaction	0	0	0	0	0	1	0	0	0	0	passivitet
inactivate	0	0	0	0	0	0	0	0	0	0	inaktivere
inactivation	0	0	0	0	0	0	0	0	0	0	inaktivering
inactive	0	0	0	0	0	0	0	0	0	0	inaktiv
inactivity	0	0	0	0	0	1	0	0	0	0	inaktivitet
inadequacy	0	0	0	0	0	1	0	0	0	0	utilstrækkelighed
inadequate	0	0	0	0	0	1	0	1	0	0	utilstrækkelig
inadmissible	1	0	1	0	0	1	0	0	0	0	uantagelig
inadvertent	0	0	0	0	0	0	0	0	0	0	utilsigtet
inadvertently	0	0	0	0	0	0	0	0	0	0	utilsigtet
inalienable	0	0	0	0	0	0	1	0	0	0	umistelig
inane	0	0	0	0	0	1	0	0	0	0	sindssyg
inanimate	0	0	0	0	0	0	0	0	0	0	livløse
inapplicable	0	0	0	0	0	1	0	0	0	0	uanvendelig
inappropriate	1	0	1	0	0	1	0	1	0	0	upassende
inattention	1	0	0	0	0	1	0	0	0	0	uopmærksomhed
inaudible	0	0	0	0	0	1	0	0	0	0	uhørbar
inaugural	0	1	0	0	0	0	0	0	0	0	indvielse
inaugurate	0	0	0	0	0	0	0	0	0	0	indvie
inauguration	0	1	0	0	1	0	1	0	0	1	indvielse
inborn	0	0	0	0	0	0	0	0	0	0	medfødt
inbred	0	0	0	0	0	0	0	0	0	0	indavlet
incalculable	0	0	0	0	0	1	0	0	0	0	uoverskuelig
incandescent	0	0	0	0	0	0	0	0	0	0	glødelampe
incapable	0	0	0	0	0	0	0	0	0	0	ude af stand
incapacity	0	0	0	0	0	1	0	0	0	0	inhabilitet
incarceration	1	0	1	1	0	1	0	1	0	0	fængsling
incase	1	0	1	1	0	1	0	1	0	0	i tilfælde af
incendiary	1	0	0	1	0	1	0	0	1	0	brandstiftende
incense	1	0	0	0	0	1	0	0	0	0	røgelse
incentive	0	0	0	0	0	0	0	0	0	0	tilskyndelse
inception	0	0	0	0	0	0	0	0	0	0	begyndelse
incessant	0	0	0	0	0	1	0	0	0	0	uophørligt
incessantly	0	0	0	0	0	0	0	0	0	0	uophørligt
incest	1	0	1	1	0	1	0	1	0	0	blodskam
incestuous	0	0	1	0	0	1	0	0	0	0	incestuøs
inch	0	0	0	0	0	0	0	0	0	0	tomme
incidence	0	0	0	0	0	0	0	0	0	0	forekomst
incident	0	0	0	0	0	0	0	0	1	0	utilsigtet hændelse
incidentally	0	0	0	0	0	0	0	0	0	0	I øvrigt
incineration	0	0	0	0	0	1	0	0	0	0	forbrænding
incipient	0	0	0	0	0	0	0	0	0	0	begyndende
incision	0	0	0	0	0	0	0	0	0	0	snit
incisive	0	0	0	0	0	0	1	0	0	0	skarpe
incite	1	1	0	1	0	1	0	0	0	0	tilskynde
incitement	0	0	0	0	0	0	0	0	0	0	tilskyndelse
inclement	0	0	0	0	0	1	0	0	0	0	barsk
inclination	0	0	0	0	0	0	0	0	0	0	hældning
incline	0	0	0	0	0	0	0	0	0	1	hælde
inclined	0	0	0	0	0	0	0	0	0	0	tilbøjelig
include	0	0	0	0	0	0	1	0	0	0	omfatte
included	0	0	0	0	0	0	1	0	0	0	inkluderet
including	0	0	0	0	0	0	1	0	0	0	inklusive
inclusion	0	0	0	0	0	0	0	0	0	1	inklusion
inclusive	0	0	0	0	0	0	1	0	0	0	inklusive
incognito	0	0	0	0	0	0	0	0	0	0	inkognito
incoherent	0	0	0	0	0	1	0	0	0	0	usammenhængende
income	0	1	0	0	1	1	1	1	0	1	indkomst
incoming	0	0	0	0	0	0	0	0	0	0	indgående
incompatible	1	0	1	0	0	1	0	1	0	0	uforenelig
incompetence	0	0	0	0	0	1	0	0	0	0	inkompetence
incompetent	1	0	0	0	0	1	0	1	0	0	inkompetent
incompletely	0	0	0	0	0	0	0	0	0	0	ufuldstændigt
incompleteness	0	0	0	0	0	1	0	0	0	0	ufuldstændighed
incomprehensible	0	0	0	0	0	1	0	0	0	0	uforståelig
inconclusive	0	0	0	0	0	0	0	0	0	0	uafklarende
incongruous	1	0	0	0	0	1	0	0	0	0	uoverensstemmende
inconsequential	0	0	0	0	0	1	0	1	0	0	ubetydelige
inconsiderate	1	0	1	0	0	1	0	1	0	0	hensynsløs
inconsistency	0	0	0	0	0	1	0	0	0	0	inkonsistens
inconspicuous	0	0	0	0	0	0	0	0	0	0	upåfaldende
incontinence	0	0	0	0	0	0	0	0	1	0	inkontinens
inconvenient	1	0	1	0	0	1	0	1	0	0	ubelejligt
incorporate	0	0	0	0	0	0	0	0	0	0	indarbejde
incorporation	0	0	0	0	0	0	0	0	0	0	inkorporering
incorrect	0	0	0	0	0	1	0	0	0	0	ukorrekt
increase	0	0	0	0	0	0	1	0	0	0	øge
increased	0	0	0	0	0	0	0	0	0	0	steget
incredulous	1	0	1	0	0	1	0	0	0	0	vantro
increment	0	0	0	0	0	0	0	0	0	0	stigning
incrimination	0	0	0	1	0	1	0	1	0	0	inkriminering
incubation	0	0	0	0	0	0	0	0	0	0	inkubation
incubus	0	0	1	1	0	1	0	0	0	0	inkubus
incur	0	0	0	0	0	1	0	0	0	0	pådrage sig
incurable	1	0	1	1	0	1	0	1	0	0	uhelbredelig
incursion	0	0	0	1	0	1	0	0	0	0	indtrængen
indebted	0	0	0	0	0	0	0	0	0	0	forgældet
indecency	1	0	1	0	0	0	0	0	0	0	uanstændighed
indecent	0	0	1	0	0	1	0	0	0	0	uanstændig
indecision	0	0	0	0	0	1	0	0	0	0	ubeslutsomhed
indecisive	0	0	0	0	0	1	0	0	0	0	ubeslutsom
indefensible	0	0	0	1	0	1	0	0	0	0	uforsvarligt
indelible	0	0	0	0	0	0	1	0	0	1	uudslettelig
indemnification	0	0	0	0	0	0	0	0	0	0	godtgørelse
indemnify	0	0	0	0	0	1	0	0	0	0	skadesløs
indemnity	0	0	0	0	0	0	1	0	0	1	godtgørelse
indent	0	0	0	0	0	0	0	0	0	1	indrykning
indentation	0	0	0	0	0	0	0	0	0	0	fordybning
indenture	1	0	0	0	0	1	0	0	0	0	kontrakt
independence	0	1	0	0	1	0	1	0	1	1	uafhængighed
independent	0	0	0	0	0	0	0	0	0	0	uafhængig
indescribable	0	0	0	0	0	0	0	0	0	0	ubeskrivelig
indestructible	0	0	0	0	0	0	1	0	0	1	uforgængelig
indeterminate	0	0	0	0	0	1	0	0	0	0	ubestemt
index	0	0	0	0	0	0	0	0	0	0	indeks
indicating	0	0	0	0	0	0	0	0	0	0	angiver
indication	0	0	0	0	0	0	0	0	0	0	tegn
indicative	0	0	0	0	0	0	0	0	0	0	vejledende
indicator	0	0	0	0	0	0	0	0	0	0	indikator
indice	0	0	0	0	0	0	0	0	0	0	indeks
indict	1	0	0	1	0	1	0	0	0	0	anklage
indictment	0	0	0	1	0	1	0	0	0	0	anklage
indifference	1	0	1	1	0	1	0	1	0	0	ligegyldighed
indigenous	0	0	0	0	0	0	0	0	0	0	indfødte
indigent	0	0	0	0	0	1	0	1	0	0	fattige
indigestion	0	0	0	0	0	0	0	0	0	0	dårlig fordøjelse
indignant	1	0	0	0	0	1	0	0	0	0	indigneret
indignation	1	0	1	0	0	1	0	0	0	0	indignation
indigo	0	0	0	0	0	0	0	0	0	0	indigo
indirect	0	0	0	0	0	0	0	0	0	0	indirekte
indispensable	0	0	0	0	0	0	0	0	0	0	uundværlig
indistinct	0	0	0	0	0	1	0	0	0	0	utydelig
indistinguishable	0	0	0	0	0	0	0	0	0	0	udskillelige
individuality	0	0	0	0	0	0	1	0	0	0	individualitet
indivisible	0	0	0	0	0	0	0	0	0	1	udelelige
indoctrination	1	0	0	1	0	1	0	0	0	0	indoktrinering
indolent	0	0	0	0	0	1	0	0	0	0	indolent
indomitable	0	0	0	1	0	0	1	0	0	0	ukuelig
indoor	0	0	0	0	0	0	0	0	0	0	indendørs
induce	0	0	0	0	0	0	0	0	0	0	fremkalde
induced	0	0	0	0	0	0	0	0	0	0	induceret
inducement	0	0	0	0	0	0	0	0	0	0	tilskyndelse
induction	0	0	0	0	0	0	0	0	0	0	induktion
indulge	0	0	0	0	0	0	0	0	0	0	hengive sig
indulgence	0	0	0	0	0	0	0	0	0	0	overbærenhed
indulgent	0	0	0	0	0	0	0	0	0	0	overbærende
industrious	0	0	0	0	0	0	0	0	0	0	arbejdsom
industry	0	0	0	0	0	0	0	0	0	0	industri
ineffable	0	0	0	0	0	0	1	0	0	0	uudsigelige
ineffective	0	0	0	0	0	1	0	0	0	0	ineffektiv
ineffectual	0	0	1	0	0	1	0	0	0	0	ineffektivt
inefficiency	0	0	1	0	0	1	0	1	0	0	ineffektivitet
inefficient	0	0	0	0	0	1	0	1	0	0	ineffektiv
inelastic	0	0	0	0	0	0	0	0	0	0	uelastisk
ineligible	0	0	0	0	0	0	0	0	0	0	ikke berettiget
inept	1	0	1	0	0	1	0	0	0	0	uduelig
ineptitude	0	0	1	1	0	1	0	1	0	0	udugelighed
inequality	1	0	0	1	0	1	0	1	0	0	ulighed
inequitable	0	0	0	0	0	1	0	0	0	0	ulige
inert	0	0	0	0	0	1	0	0	0	0	inert
inertia	0	0	0	0	0	0	0	0	0	0	inerti
inevitable	0	0	0	0	0	0	0	0	0	0	uundgåelige
inexact	0	0	0	0	0	0	0	0	0	0	upræcis
inexcusable	1	0	1	0	0	1	0	1	0	0	utilgiveligt
inexhaustible	0	0	0	0	0	0	0	0	0	0	uudtømmelige
inexpensive	0	0	0	0	0	0	1	0	0	0	billig
inexperience	0	0	0	0	0	1	0	0	0	0	uerfarenhed
inexperienced	0	0	0	0	0	1	0	0	0	0	uerfarne
inexplicable	0	0	0	0	0	1	0	0	1	0	uforklarlig
infallibility	0	0	0	0	0	0	0	0	0	1	ufejlbarlighed
infallible	0	0	0	0	0	0	1	0	0	0	ufejlbarlig
infamous	1	0	1	1	0	1	0	0	0	0	berygtede
infamy	0	0	0	0	0	1	0	1	0	0	skændsel
infancy	0	0	0	0	0	0	0	0	0	0	spæde barndom
infant	0	1	0	1	1	0	1	0	1	0	spædbarn
infanticide	1	1	1	1	0	1	0	1	0	0	barnemord
infantile	1	0	1	0	0	1	0	0	0	0	infantil
infantry	0	0	0	0	0	0	0	0	0	0	infanteri
infarct	0	0	0	1	0	1	0	0	1	0	infarkt
infatuation	0	0	0	0	0	0	0	0	0	0	forelskelse
infeasible	0	0	0	0	0	0	0	0	0	0	umuligt
infect	0	0	1	0	0	1	0	0	0	0	inficere
infection	0	0	0	1	0	1	0	0	0	0	infektion
infectious	0	0	1	1	0	1	0	1	0	0	smitsom
infer	0	0	0	0	0	0	0	0	0	0	udlede
inference	0	0	0	0	0	0	0	0	0	0	slutning
inferential	0	0	0	0	0	0	0	0	0	0	inferentiel
inferior	0	0	0	0	0	1	0	1	0	0	underlegen
inferiority	0	0	0	0	0	1	0	0	0	0	mindreværd
inferno	1	0	0	1	0	1	0	0	0	0	helvede
infertile	0	0	0	0	0	0	0	0	0	0	ufrugtbar
infertility	0	0	0	0	0	1	0	1	0	0	infertilitet
infestation	0	0	1	1	0	1	0	0	0	0	angreb
infidel	1	0	1	1	0	1	0	0	0	0	vantro
infidelity	1	0	1	1	0	1	0	1	0	0	utroskab
infiltration	0	0	0	0	0	1	1	0	0	0	infiltration
infinite	0	0	0	0	0	0	1	0	0	0	uendelig
infinitely	0	0	0	0	0	0	0	0	0	0	uendeligt
infinitesimal	0	0	0	0	0	0	0	0	0	0	uendelig lille
infinity	0	1	0	0	1	0	1	0	0	1	uendelighed
infirm	0	0	0	0	0	1	0	0	0	0	svagelig
infirmary	0	0	0	0	0	0	0	0	0	0	sygestue
infirmity	0	0	0	1	0	1	0	0	0	0	svaghed
inflammation	0	0	0	0	0	1	0	0	0	0	betændelse
inflated	0	0	0	0	0	1	0	0	0	0	oppustet
inflation	0	0	0	1	0	1	0	0	0	0	inflation
inflection	0	0	0	0	0	0	0	0	0	0	bøjning
inflict	1	0	0	1	0	1	0	1	0	0	påføre
infliction	0	0	0	1	0	1	0	1	0	0	påvirkning
inflorescence	0	0	0	0	0	0	0	0	0	0	blomsterstand
influence	0	0	0	0	0	1	1	0	0	0	indflydelse
influential	0	0	0	0	0	0	1	0	0	1	indflydelsesrig
influenza	0	0	0	0	0	1	0	0	0	0	influenza
influx	0	0	0	0	0	0	0	0	0	0	tilgang
inform	0	0	0	0	0	0	0	0	0	1	meddele
informal	0	0	0	0	0	0	0	0	0	0	uformel
informant	0	0	0	0	0	0	0	0	0	0	informant
information	0	0	0	0	0	0	1	0	0	0	Information
informed	0	0	0	0	0	0	0	0	0	0	informeret
informer	0	0	0	0	0	1	0	0	0	0	meddeler
infraction	1	0	0	0	0	1	0	0	0	0	overtrædelse
infrequent	0	0	0	0	0	0	0	0	1	0	sjælden
infrequently	0	0	0	0	0	1	0	0	0	0	sjældent
infringement	0	0	0	0	0	1	0	0	0	0	krænkelse
infuse	0	0	0	0	0	0	0	0	0	0	indgyde
infused	0	0	0	0	0	0	0	0	0	0	infunderet
infusion	0	0	0	0	0	0	0	0	0	0	infusion
ingenious	0	0	0	0	0	0	1	0	0	0	genialt
ingenuity	0	0	0	0	0	0	0	0	0	0	opfindsomhed
ingest	0	0	0	0	0	0	0	0	0	0	indtage
ingestion	0	0	0	0	0	0	0	0	0	0	indtagelse
ingot	0	0	0	0	0	0	0	0	0	0	barre
ingrained	0	0	0	0	0	0	0	0	0	0	indgroet
ingredient	0	0	0	0	0	0	0	0	0	0	ingrediens
ingress	0	0	0	0	0	0	0	0	0	0	indtrængen
inhabit	0	0	0	0	0	0	0	0	0	0	Bebo
inhabitant	0	0	0	0	0	0	0	0	0	0	indbygger
inhabited	0	0	0	0	0	0	0	0	0	0	beboet
inhabiting	0	0	0	0	0	0	0	0	0	0	beboer
inhalation	0	0	0	0	0	0	0	0	0	0	indånding
inhale	0	0	0	0	0	0	0	0	0	0	inhalere
inherent	0	0	0	0	0	0	0	0	0	0	iboende
inherit	0	0	0	0	0	0	0	0	0	0	arve
inheritance	0	1	0	0	1	0	1	0	1	1	arv
inhibit	1	0	1	0	0	1	0	1	0	0	inhibere
inhibition	0	0	0	0	0	0	0	0	0	0	hæmning
inhospitable	0	0	0	0	0	1	0	1	0	0	ugæstfri
inhuman	1	0	1	1	0	1	0	1	0	0	umenneskelig
inhumanity	0	0	0	0	0	1	0	1	0	0	umenneskelighed
inimical	1	0	0	0	0	1	0	1	0	0	fjendtlig
inimitable	0	0	0	0	0	0	1	0	0	1	uforlignelig
iniquity	0	0	1	0	0	1	0	0	0	0	uretfærdighed
initial	0	0	0	0	0	0	0	0	0	0	initial
initiate	0	0	0	0	0	0	0	0	0	0	igangsætte
initiated	0	0	0	0	0	0	0	0	0	0	sat i gang
initiative	0	0	0	0	0	0	0	0	0	0	initiativ
inject	0	0	0	0	0	0	0	0	0	0	indsprøjte
injection	0	0	0	1	0	0	0	0	0	0	indsprøjtning
injunction	0	0	0	0	0	1	0	0	0	0	påbud
injure	1	0	0	1	0	1	0	1	0	0	beskadige
injured	0	0	0	1	0	1	0	1	0	0	såret
injurious	1	0	0	1	0	1	0	1	0	0	skadelig
injury	1	0	0	1	0	1	0	1	0	0	skade
injustice	1	0	0	0	0	1	0	0	0	0	uretfærdighed
ink	0	0	0	0	0	0	0	0	0	0	blæk
inkling	0	0	0	0	0	0	0	0	0	0	anelse
inland	0	0	0	0	0	0	0	0	0	0	indre
inlay	0	0	0	0	0	0	0	0	0	0	indlæg
inlet	0	0	0	0	0	0	0	0	0	0	Fjord
inmate	0	0	1	1	0	1	0	0	0	0	indsat
inn	0	0	0	0	0	0	0	0	0	0	Kro
innate	0	0	0	0	0	0	0	0	0	0	medfødt
innermost	0	0	0	0	0	0	0	0	0	0	inderste
innings	0	0	0	0	0	0	0	0	0	0	omgange
innkeeper	0	0	0	0	0	0	0	0	0	0	kroejer
innocence	0	0	0	0	0	0	1	0	0	0	uskyld
innocent	0	0	0	0	0	0	1	0	0	1	uskyldig
innocently	0	0	0	0	0	0	1	0	0	0	uskyldigt
innocuous	0	0	0	0	0	0	1	0	0	0	harmløs
innovate	0	0	0	0	0	0	1	0	0	0	innovere
innovation	0	0	0	0	0	0	1	0	0	0	innovation
innuendo	0	0	0	0	0	0	0	0	0	0	insinuation
innumerable	0	0	0	0	0	0	0	0	0	0	utallig
inoculation	0	1	0	0	0	0	0	0	0	1	podning
inoperative	1	0	0	0	0	1	0	0	0	0	uvirksom
inordinate	0	0	0	0	0	0	0	0	0	0	urimelig
inorganic	0	0	0	0	0	0	0	0	0	0	uorganisk
inquest	0	0	0	0	0	0	0	0	0	0	ligsyn
inquire	0	0	0	0	0	0	0	0	0	0	forhøre
inquirer	0	0	0	0	0	0	1	0	0	0	spørger
inquiring	0	0	0	0	0	0	0	0	0	0	spørgende
inquiry	0	1	0	0	0	0	1	0	0	0	forespørgsel
inquisitive	0	0	0	0	0	0	1	0	0	0	nysgerrig
insane	1	0	0	1	0	1	0	0	0	0	sindssyg
insanity	1	0	1	1	0	1	0	1	0	0	sindssyge
inscription	0	0	0	0	0	0	0	0	0	0	indskrift
inscrutable	0	0	0	0	0	0	0	0	0	0	uudgrundelige
insect	0	0	0	0	0	0	0	0	0	0	insekt
insecure	1	0	0	1	0	1	0	1	0	0	usikker
insecurity	0	0	0	1	0	1	0	0	0	0	usikkerhed
inseparable	0	0	0	0	1	0	1	0	0	1	uadskillelige
insert	0	0	0	0	0	0	0	0	0	0	indsætte
inserted	0	0	0	0	0	0	0	0	0	0	indsat
insertion	0	0	0	0	0	0	0	0	0	0	indskud
inside	0	0	0	0	0	0	0	0	0	0	inde
insidious	1	0	1	1	0	1	0	0	0	0	lumsk
insight	0	0	0	0	0	0	0	0	0	0	indsigt
insignia	0	0	0	0	0	0	1	0	0	0	insignier
insignificance	0	0	0	0	0	1	0	0	0	0	ubetydelighed
insignificant	1	0	0	0	0	1	0	1	0	0	ubetydelig
insipid	0	0	0	0	0	1	0	0	0	0	ulækkert
insist	0	0	0	0	0	0	0	0	0	0	insistere
insolent	0	0	0	0	0	1	0	0	0	0	uforskammet
insoluble	0	0	0	0	0	0	0	0	0	0	uopløselige
insolvency	0	0	0	1	0	1	0	1	1	0	insolvens
insolvent	0	0	0	1	0	1	0	1	0	1	konkurs
inspect	0	0	0	0	0	0	0	0	0	0	inspicere
