English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Scots-Gaelic Word
inscription	0	0	0	0	0	0	0	0	0	0	sgrìobhadh
inscrutable	0	0	0	0	0	0	0	0	0	0	do-chreidsinneach
insect	0	0	0	0	0	0	0	0	0	0	biastag
insecure	1	0	0	1	0	1	0	1	0	0	mì-chinnteach
insecurity	0	0	0	1	0	1	0	0	0	0	neo-thèarainteachd
inseparable	0	0	0	0	1	0	1	0	0	1	neo-sgaraichte
insert	0	0	0	0	0	0	0	0	0	0	cuir a-steach
inserted	0	0	0	0	0	0	0	0	0	0	air a chuir a-steach
insertion	0	0	0	0	0	0	0	0	0	0	cuir a-steach
inside	0	0	0	0	0	0	0	0	0	0	a-staigh
insidious	1	0	1	1	0	1	0	0	0	0	maslach
insight	0	0	0	0	0	0	0	0	0	0	lèirsinn
insignia	0	0	0	0	0	0	1	0	0	0	suaicheantas
insignificance	0	0	0	0	0	1	0	0	0	0	neo-iomchuidh
insignificant	1	0	0	0	0	1	0	1	0	0	neo-shunndach
insipid	0	0	0	0	0	1	0	0	0	0	neo-sgiobalta
insist	0	0	0	0	0	0	0	0	0	0	innis
insolent	0	0	0	0	0	1	0	0	0	0	mì-fhoighidneach
insoluble	0	0	0	0	0	0	0	0	0	0	do-thuigsinn
insolvency	0	0	0	1	0	1	0	1	1	0	brisidh
insolvent	0	0	0	1	0	1	0	1	0	1	bristeach
inspect	0	0	0	0	0	0	0	0	0	0	sgrùdadh
inspector	0	0	0	0	0	0	1	0	0	0	neach-sgrùdaidh
inspiration	0	1	0	0	1	0	1	0	0	0	brosnachadh
inspire	0	1	0	0	1	0	1	0	0	1	brosnaich
inspired	0	0	0	0	1	0	1	0	1	1	air a bhrosnachadh
instability	0	0	1	1	0	1	0	0	0	0	neo-sheasmhachd
install	0	1	0	0	0	0	0	0	0	0	stàladh
installation	0	0	0	0	0	0	0	0	0	0	stàladh
installment	0	0	0	0	0	0	0	0	0	0	cuibhreann
instance	0	0	0	0	0	0	0	0	0	0	eisimpleir
instant	0	0	0	0	0	0	0	0	0	0	sa bhad
instantaneous	0	0	0	0	0	0	0	0	0	0	sa bhad
instantaneously	0	0	0	0	0	0	0	0	0	0	sa bhad
instigate	0	0	0	0	0	1	0	0	0	0	chur air chois
instigation	0	0	0	0	0	1	0	0	0	0	brosnachaidh
instill	0	0	0	0	0	0	0	0	0	0	cuir a-steach
instinct	0	0	0	0	0	0	0	0	0	0	instinct
instinctive	1	0	1	1	0	0	1	0	0	0	ìnntinneach
institute	0	0	0	0	0	0	0	0	0	1	institiud
institution	0	0	0	0	0	0	0	0	0	0	stèidheachd
instruct	0	0	0	0	0	0	1	0	0	1	teagaisg
instructed	0	0	0	0	0	0	0	0	0	0	air a theagasg
instruction	0	0	0	0	0	0	1	0	0	1	treòrachadh
instructional	0	0	0	0	0	0	0	0	0	0	teagaisg
instructions	0	1	0	0	0	0	0	0	0	1	stiùiridhean
instructive	0	0	0	0	0	0	0	0	0	0	ionnsaichte
instructor	0	1	0	0	0	0	1	0	0	1	oide
instrument	0	0	0	0	0	0	0	0	0	0	ionnsramaid
instrumental	0	0	0	0	0	0	1	0	0	0	ionnsramaid
instrumentalist	0	0	0	0	0	0	0	0	0	0	inneal-ciùil
instrumentality	0	0	0	0	0	0	0	0	0	0	ionnsramaid
insufficiency	1	0	0	0	0	1	0	0	0	0	neo-fhoghainteachd
insufficient	0	0	0	0	0	1	0	0	0	0	gu leòr
insufficiently	0	0	0	0	0	1	0	0	0	0	gu leòr
insular	0	0	0	0	0	0	0	0	0	0	insealach
insulate	0	0	0	0	0	0	0	0	0	0	insaladh
insulation	0	0	0	0	0	0	0	0	0	1	insulation
insult	1	0	1	0	0	1	0	1	1	0	masladh
insulting	1	0	1	1	0	1	0	1	0	0	maslach
insurance	0	0	0	0	0	0	0	0	0	0	àrachas
insure	0	0	0	0	0	0	1	0	0	1	àrachas
insurgent	0	0	0	0	0	1	0	0	0	0	ceannairceach
insurmountable	0	0	0	1	0	1	0	1	0	0	neo-sheasmhach
insurrection	1	0	0	0	0	1	0	0	0	0	ar-a-mach
intact	0	0	0	0	0	0	1	0	0	1	slàn
intangible	0	0	0	0	0	0	0	0	0	0	neo-fhaicsinneach
integer	0	0	0	0	0	0	0	0	0	0	iomlanachd
integral	0	0	0	0	0	0	0	0	0	0	bunaiteach
integrate	0	0	0	0	0	0	0	0	0	0	aonachadh
integration	0	0	0	0	0	0	0	0	0	0	amalachadh
integrity	0	0	0	0	0	0	1	0	0	1	ionracas
intellect	0	0	0	0	0	0	1	0	0	0	inntinn
intellectual	0	0	0	0	0	0	1	0	0	0	inntleachdail
intelligence	0	0	0	1	1	0	1	0	0	1	ìnnleachd
intelligent	0	0	0	0	0	0	1	0	0	1	tuigseach
intelligibility	0	0	0	0	0	0	0	0	0	0	so-thuigsinn
intelligible	0	0	0	0	0	0	0	0	0	0	so-thuigsinn
intend	0	0	0	0	0	0	0	0	0	1	an dùil
intended	0	1	0	0	0	0	1	0	0	0	an dùil
intending	0	0	0	0	0	0	0	0	0	0	an dùil
intense	1	0	1	1	1	1	1	0	1	1	dian
intensely	0	0	0	0	0	0	0	0	0	0	gu dian
intensify	0	0	0	0	0	0	0	0	0	0	dianaibh
intensity	0	0	0	0	0	0	0	0	0	0	dianachd
intent	0	0	0	0	0	0	0	0	0	0	rùn
intention	0	0	0	0	0	0	0	0	0	0	rùn
intentional	0	0	0	0	0	0	0	0	0	0	a dh'aona ghnothach
intentionally	0	0	0	0	0	0	0	0	0	0	a dh'aona ghnothach
inter	0	0	0	0	0	1	0	1	0	0	eadar
interaction	0	0	0	0	0	0	0	0	0	0	eadar-obrachadh
intercede	0	0	0	1	0	0	0	1	0	0	eadar-ghuidhe
intercept	0	0	0	0	0	0	0	0	0	0	eadar-ghuidhe
interception	0	0	0	0	0	0	0	0	0	0	eadar-ghuidhe
intercession	0	0	0	0	0	0	0	0	0	1	eadar-ghuidhe
interchange	0	0	0	0	0	0	0	0	0	0	iomlaid
interchangeable	0	0	0	0	0	0	0	0	0	0	eadar-mhalairteach
interchanged	0	0	0	0	0	0	0	0	0	0	eadar-mhalairteach
intercom	0	0	0	0	0	0	0	0	0	0	intercom
intercourse	0	0	0	0	0	0	1	0	0	0	comhradh
interdependence	0	0	0	0	0	0	0	0	0	0	eadar-eisimeileachd
interdependent	0	0	0	0	0	0	0	0	0	0	eadar-eisimeileach
interdiction	0	0	0	0	0	1	0	0	0	0	eadar-ghuidhe
interest	0	0	0	0	0	0	1	0	0	0	riadh
interested	0	0	1	0	0	0	1	1	0	0	ùidh
interesting	0	0	0	0	0	0	1	0	0	0	inntinneach
interference	0	0	0	0	0	1	0	0	0	0	eadar-theachd
interferometer	0	0	0	0	0	0	0	0	0	0	interferometer
interim	0	1	0	0	0	0	0	0	0	0	eadar-amail
interior	0	0	1	0	0	0	1	0	0	1	a-staigh
interlocutory	0	0	0	0	0	0	1	0	0	0	eadar-ghuthach
interlude	0	0	0	0	0	0	1	0	0	0	eadar-ghuidhe
intermediary	0	0	0	0	0	0	0	0	0	0	eadar-mheadhonair
intermediate	0	0	0	0	0	0	0	0	0	0	eadar-mheadhanach
interment	0	0	0	0	0	1	0	1	0	0	adhlacadh
interminable	1	1	0	0	0	1	1	0	0	0	eadar-amail
intermission	0	1	0	0	0	0	0	0	0	0	eadar-ghuidhe
intermittent	0	0	0	0	0	0	0	0	0	0	eadar-amail
intern	0	0	0	0	0	0	0	0	0	0	inntearnach
internal	0	0	0	0	0	0	0	0	0	0	a-staigh
internally	0	0	0	0	0	0	0	0	0	0	a-staigh
international	0	0	0	0	0	0	0	0	0	0	eadar-nàiseanta
interpolate	0	0	0	0	0	0	0	0	0	0	eadar-phearsanta
interpolation	0	0	0	0	0	0	0	0	0	0	eadar-theangachadh
interpret	0	0	0	0	0	0	0	0	0	0	eadar-mhìneachadh
interpretation	0	0	0	0	0	0	0	0	0	0	eadar-mhìneachadh
interpreter	0	0	0	0	0	0	0	0	0	0	eadar-theangair
interrelated	0	0	0	0	0	0	0	0	0	0	eadar-cheangailte
interrogate	0	0	0	1	0	0	0	0	0	0	ceasnachadh
interrogation	0	0	0	1	0	0	0	0	0	0	ceasnachadh
interrupt	1	0	0	0	0	1	0	0	1	0	brisidh
interrupted	0	0	0	0	0	1	0	1	0	0	briseadh a-steach
interruption	0	0	0	0	0	0	0	0	0	0	brisidh
intersect	0	0	0	0	0	0	0	0	0	0	trasnadh
intersection	0	0	0	0	0	0	0	0	0	0	eadar-ghearradh
interstitial	0	0	0	0	0	0	0	0	0	0	eadar-roinneil
interval	0	0	0	0	0	0	0	0	0	0	eadar-ama
intervening	0	0	0	0	0	0	0	0	0	0	eadar-ghuidhe
intervention	0	0	0	0	0	1	1	1	0	0	eadraiginn
interview	0	0	0	0	0	0	0	0	0	0	agallamh
interviewer	0	0	0	1	0	0	0	0	0	0	neach-agallaimh
interworking	0	0	0	0	0	0	0	0	0	0	eadar-obair
intestate	0	0	0	0	0	1	0	0	0	0	neo-dhreuchdail
intestinal	0	0	1	0	0	0	0	0	0	0	dìomhain
intestine	0	0	0	0	0	0	0	0	0	0	caolain
intestines	0	0	0	0	0	0	0	0	0	0	caolain
intimacy	0	0	0	0	0	0	0	0	0	0	dìlseachd
intimate	0	1	0	0	1	0	1	0	0	1	dlùth
intimately	0	1	0	1	1	0	0	0	0	0	gu dlùth
intimation	0	0	0	0	0	0	0	0	0	0	fiosachd
intimidate	0	0	0	1	0	1	0	0	0	0	cuir eagal air
intimidation	1	0	0	1	0	1	0	0	0	0	eagal
intolerable	1	0	0	0	0	1	0	0	0	0	do-fhulangach
intolerance	1	0	1	1	0	1	0	0	0	0	eas-fhulangas
intolerant	1	0	1	1	0	1	0	1	0	0	neo-fhulangach
intonation	0	0	0	0	0	0	1	0	0	0	seanachas
intoxicated	0	0	1	0	0	1	0	0	0	0	deoch làidir
intoxication	0	0	0	0	0	0	0	0	0	0	deoch làidir
intractable	1	0	0	0	0	1	0	0	0	0	do-ruigsinneach
intramural	0	0	0	0	0	0	0	0	0	0	intramach
intrepid	0	0	0	0	0	0	1	0	0	0	dàna
intricate	0	0	0	0	0	0	0	0	0	0	toinnte
intrigue	0	1	0	1	0	1	0	0	1	0	inntinn
intriguing	0	0	0	0	0	0	0	0	0	0	inntinneach
intrinsic	0	0	0	0	0	0	0	0	0	0	gnèitheach
intrinsically	0	0	0	0	0	0	0	0	0	0	gu bunaiteach
introduction	0	0	0	0	0	0	0	0	0	0	ro-ràdh
introductory	0	0	0	0	0	0	0	0	0	0	ro-ràdhach
introspection	0	0	0	0	0	0	0	0	0	0	introspection
introspective	0	0	0	0	0	0	0	0	0	0	introspective
intruder	1	0	0	1	0	1	0	0	1	0	neach-ionnsaigh
intrusion	0	0	0	1	0	1	0	0	0	0	sàthadh
intrusive	1	0	1	1	0	1	0	0	1	0	sàrachail
intuition	0	0	0	0	0	0	1	0	0	1	tuigse
intuitive	0	0	0	0	0	0	1	0	0	0	intuitive
intuitively	0	1	0	0	0	0	0	0	0	0	gu h-inntinneach
inundation	0	0	0	0	0	0	0	0	0	0	uisgeachadh
invade	1	0	0	1	0	1	0	1	1	0	ionnsaigh
invader	1	0	0	1	0	1	0	1	0	0	neach-ionnsaigh
invalid	0	0	0	0	0	0	0	1	0	0	neo-dhligheach
invalidate	0	0	0	0	0	1	0	0	0	0	neo-dhligheach
invalidation	0	0	0	0	0	1	0	0	0	0	neo-dhligheachd
invalidity	0	0	0	0	0	1	0	0	0	0	neo-dhligheachd
invaluable	0	0	0	0	0	0	0	0	0	0	luachmhor
invariably	0	0	0	0	0	0	1	0	0	0	gu bràth
invasion	1	0	0	0	0	1	0	0	0	0	ionnsaigh
invent	0	0	0	0	0	0	0	0	0	0	innleachd
invention	0	0	0	0	0	0	0	0	0	0	innleachd
inventive	0	0	0	0	0	0	1	0	0	0	innleachdach
inventor	0	0	0	0	0	0	1	0	0	0	innleachdair
inventory	0	0	0	0	0	0	0	0	0	0	clàr-seilbhe
inverse	0	0	0	0	0	0	0	0	0	0	neo-dhìreach
inversely	0	0	0	0	0	0	0	0	0	0	gu h-obann
inversion	0	0	0	0	0	0	0	0	0	0	tionndadh
invert	0	0	0	0	0	0	0	0	0	0	tionndaidh
inverted	0	0	0	0	0	0	0	0	0	0	inverted
investigate	0	0	0	0	0	0	1	0	0	0	rannsaich
investigation	0	1	0	0	0	0	0	0	0	0	rannsachadh
investigator	0	0	0	0	0	0	0	0	0	0	neach-sgrùdaidh
investor	0	0	0	0	0	0	0	0	0	0	neach-tasgaidh
invigorate	0	0	0	0	0	0	1	0	0	0	spionnadh
invincible	0	0	0	0	0	0	0	0	0	0	do-chreidsinneach
invisibility	0	0	0	0	0	0	0	0	0	0	neo-fhaicsinneachd
invisible	0	0	0	0	0	0	0	0	0	0	neo-fhaicsinneach
invitation	0	1	0	0	0	0	1	0	0	0	cuireadh
invite	0	1	0	0	1	0	1	0	1	1	cuireadh
inviting	0	1	0	0	1	0	1	0	1	1	a' toirt cuireadh
invocation	0	1	0	0	0	0	0	0	0	1	agairt
invoice	0	0	0	0	0	0	0	0	0	0	fàirdeal
invoke	0	1	0	0	0	0	0	0	0	0	toirt ionnsaigh
involuntary	0	0	0	0	0	1	0	0	0	0	neo-thoileach
involution	1	0	0	0	0	1	0	0	0	0	involution
involvement	1	0	0	0	0	0	0	0	0	0	com-pàirt
inwards	0	0	0	0	0	0	0	0	0	0	a-staigh
iota	0	0	0	0	0	0	0	0	0	0	iota
irate	1	0	0	0	0	1	0	0	0	0	irioslachd
ire	1	0	0	0	0	1	0	0	0	0	ire
iridescent	0	0	0	0	0	0	0	0	0	0	iriosal
iris	0	0	0	1	0	0	0	0	0	0	iris
iron	0	0	0	0	0	0	1	0	0	1	iarann
ironic	0	0	0	0	0	0	0	0	0	0	ìoranta
irons	0	0	0	0	0	1	0	0	0	0	iarann
irony	0	0	0	0	0	0	0	0	0	0	ìoranas
irradiation	0	0	0	0	0	0	0	0	0	0	irradachadh
irrational	0	0	1	1	0	1	0	0	0	0	neo-riaghailteach
irrationality	0	0	0	0	0	1	0	0	0	0	neo-riaghailteachd
irreconcilable	1	0	0	1	0	1	0	1	0	0	neo-iomchuidh
irreducible	0	0	0	0	0	0	1	0	0	0	neo-thruaillidh
irrefutable	0	0	0	0	0	0	1	0	0	1	neo-sheasmhach
irregular	0	0	0	0	0	1	0	0	0	0	neo-riaghailteach
irregularity	0	0	0	0	0	1	0	0	0	0	neo-riaghailteachd
irregularly	0	0	0	0	0	0	0	0	0	0	gu neo-riaghailteach
irrelevant	0	0	0	0	0	1	0	0	0	0	neo-iomchaidh
irreparable	0	0	0	1	0	1	0	1	0	0	neo-iompaichte
irrepressible	0	0	0	0	0	0	0	0	0	0	neo-thruaillidh
irresistible	0	0	0	0	0	0	0	0	0	0	neo-sheasmhach
irrespective	0	0	0	0	0	0	0	0	0	0	ge bith
irresponsible	0	0	0	0	0	1	0	0	0	0	neo-chùramach
irreverent	0	0	0	0	0	1	0	0	0	0	neo-urramach
irreversible	0	0	0	0	0	0	0	0	0	0	neo-iompaichte
irrevocable	0	0	0	0	0	1	0	0	0	0	neo-iompaichte
irrigate	0	0	0	0	0	0	0	0	0	0	uisgeachadh
irrigation	0	0	0	0	0	0	0	0	0	0	uisgeachadh
irritability	1	0	0	0	0	1	0	0	0	0	irioslachd
irritable	1	0	0	0	0	1	0	0	0	0	iriosal
irritating	1	0	1	0	0	1	0	0	0	0	iriosal
irritation	1	0	1	0	0	1	0	1	0	0	irioslachd
island	0	0	0	0	0	0	0	0	0	0	eilean
isle	0	0	0	0	0	0	0	0	0	0	eilean
islet	0	0	0	0	0	0	0	0	0	0	eilean
isolate	0	0	0	0	0	0	0	1	0	0	aonaranach
isolated	0	0	0	1	0	1	0	1	0	0	iomallach
isolation	0	0	0	0	0	1	0	1	0	0	leth-oireachd
isomorphism	0	0	0	0	0	0	0	0	0	0	isomorphism
isothermal	0	0	0	0	0	0	0	0	0	0	isothermal
issue	0	0	0	0	0	0	0	0	0	0	cùis
itch	0	0	0	0	0	0	0	0	0	0	tachas
itching	0	0	0	0	0	0	0	0	0	0	tachas
item	0	0	0	0	0	0	0	0	0	0	nì
itemize	0	0	0	0	0	0	0	0	0	0	nì nì
items	0	0	0	0	0	0	0	0	0	0	nithean
iterate	0	0	0	0	0	0	0	0	0	0	ag aithris
iteration	0	0	0	0	0	0	0	0	0	0	ath-aithris
iterative	0	0	0	0	0	0	0	0	0	0	ath-aithriseach
itinerant	0	0	0	0	0	0	0	0	0	0	siubhail
itinerary	0	0	0	0	0	0	0	0	0	0	turas-siubhail
ivory	0	0	0	0	0	0	0	0	0	0	ìbhri
jab	1	0	0	0	0	0	0	0	0	0	iob
jabber	0	0	0	0	0	1	0	0	0	0	iobairt
jack	0	0	0	0	0	0	0	0	0	0	seac
jackass	0	0	0	0	0	0	0	0	0	0	jackass
jackpot	0	1	0	0	1	0	1	0	1	0	jackpot
jacks	0	0	0	0	0	0	0	0	0	0	seacaidean
jade	0	0	0	0	0	0	0	0	0	0	geansaidh
jag	0	0	0	0	0	0	0	0	0	0	jag
jagged	0	0	0	0	0	0	0	0	0	0	sgith
jaguar	0	0	0	0	0	0	0	0	0	0	jaguar
jail	0	0	0	1	0	1	0	1	0	0	prìosan
jam	0	0	0	0	0	0	1	0	0	0	subh
jammed	0	0	0	0	0	0	0	0	0	0	sàthadh
janitor	0	0	1	0	0	0	0	0	0	0	dorsair
japan	0	0	0	0	0	0	0	0	0	0	Iapan
jar	0	0	0	0	0	0	0	0	0	0	jar
jargon	0	0	0	0	0	1	0	0	0	0	jargon
jarring	0	0	0	1	0	1	0	1	0	0	a' seargadh
jasper	0	0	0	0	0	0	0	0	0	0	iasbar
jaundice	0	0	0	1	0	1	0	0	0	0	buidheachas
jaunt	0	0	0	0	0	0	0	0	0	0	buain
javelin	0	0	0	0	0	0	0	0	0	0	geil
jaw	0	0	0	0	0	0	0	0	0	0	giallan
jaws	0	0	0	1	0	0	0	0	0	0	giallan
jay	0	0	0	0	0	0	0	0	0	0	seiche
jealous	1	0	1	0	0	1	0	0	0	0	eudmhor
jealousy	1	0	1	1	0	1	0	1	0	0	eud
jeans	0	0	0	0	0	0	0	0	0	0	jeans
jeep	0	0	0	0	0	0	0	0	0	0	jeep
jelly	0	0	0	0	0	0	0	0	0	0	silidh
jenny	0	0	0	0	0	0	0	0	0	0	geansaidh
jeopardize	1	0	0	1	0	1	0	0	0	0	cur an cunnart
jeopardy	0	1	0	1	0	1	0	0	0	0	cunnart
jerk	1	0	0	0	0	0	0	0	1	0	geansaidh
jersey	0	0	0	0	0	0	0	0	0	0	geansaidh
jest	0	0	0	0	1	0	1	0	1	0	feall
jester	0	0	0	0	0	0	0	0	0	0	feasgair
jet	0	0	0	0	0	0	0	0	0	0	jet
jetty	0	0	0	0	0	0	0	0	0	0	laimrig
jewel	0	0	0	0	0	0	0	0	0	0	seud
jeweler	0	0	0	0	0	0	0	0	0	0	seudair
jewelry	0	0	0	0	0	0	0	0	0	0	seudair
jib	0	0	0	0	0	0	0	0	0	0	jib
jiffy	0	0	0	0	0	0	0	0	0	0	jiffy
jimmy	0	0	0	0	0	0	0	0	0	0	jimmy
jingle	0	0	0	0	0	0	0	0	0	0	geansaidh
job	0	0	0	0	0	0	1	0	0	0	obair
jock	0	0	0	0	0	0	0	0	0	0	magadh
jockey	0	0	0	0	0	0	0	0	0	0	jockey
jog	0	0	0	0	0	0	0	0	0	0	jog
john	0	0	1	0	0	1	0	0	0	0	iain
join	0	0	0	0	0	0	1	0	0	0	gabh còmhla
joined	0	0	0	0	0	0	1	0	0	0	ceangailte
joining	0	0	0	0	0	0	0	0	0	0	a' tighinn còmhla
joint	0	0	0	0	0	0	0	0	0	0	comh-roinn
jointly	0	0	0	0	0	0	0	0	0	0	còmhla
joke	0	0	0	0	0	1	0	0	0	0	fealla-dhà
joker	0	0	0	0	1	0	1	0	1	0	fealla-dhà
joking	0	0	0	0	0	0	1	0	0	0	magadh
jolt	0	0	0	0	0	0	0	0	1	0	sgolt
jornada	0	0	0	0	0	1	0	0	0	0	iùrnada
jot	0	0	0	0	0	0	0	0	0	0	jot
journal	0	0	0	0	0	0	0	0	0	0	iris-latha
journalism	0	0	0	0	0	0	0	0	0	1	naidheachdas
journalist	0	0	0	0	0	0	1	0	0	0	neach-naidheachd
journey	0	1	0	1	1	0	1	0	0	0	turas
journeyman	0	0	0	0	0	0	0	0	0	1	fear-turais
jovial	0	0	0	0	1	0	1	0	0	0	gàirdeachas
joy	0	0	0	0	1	0	1	0	0	0	gàirdeachas
joyful	0	0	0	0	1	0	1	0	0	1	aoibhneach
joyous	0	0	0	0	1	0	1	0	0	0	aoibhneach
jubilant	0	0	0	0	1	0	1	0	1	1	aoibhneach
jubilee	0	0	0	0	1	0	1	0	1	0	iubailidh
judge	0	0	0	0	0	0	0	0	0	0	breitheamh
judging	0	0	0	0	0	0	0	0	0	0	breithneachadh
judgment	0	0	0	0	0	0	0	0	1	0	breitheanas
judicial	0	1	0	0	0	0	1	0	0	1	breitheanais
judiciary	0	1	0	0	0	0	0	0	0	1	breitheanais
judicious	0	0	0	0	0	0	1	0	0	1	breithneachail
jug	0	0	0	0	0	0	0	0	0	0	siuga
juggle	0	0	0	0	0	0	0	0	0	0	juggle
juggling	0	0	0	0	0	0	0	0	0	0	juggling
juice	0	0	0	0	0	0	0	0	0	0	sùgh
juicy	0	0	0	0	0	0	0	0	0	0	sùghail
jumble	0	0	0	0	0	1	0	0	0	0	jumble
jumbled	0	0	0	0	0	0	0	0	0	0	leumnaich
jumbo	0	0	0	0	0	0	0	0	0	0	jumbo
jump	0	0	0	0	1	0	1	0	0	0	leum
junction	0	0	0	0	0	0	0	0	0	0	snaim
juncture	0	0	0	0	0	0	0	0	0	0	ìre
jungle	0	0	0	1	0	0	0	0	0	0	geansaidh
junior	0	0	0	0	0	0	0	0	0	0	òg
junk	0	0	0	0	0	1	0	0	0	0	sgudal
junta	0	0	0	0	0	1	0	0	0	0	junta
juridical	0	0	0	0	0	0	0	0	0	0	laghail
jurisdiction	0	0	0	0	0	0	0	0	0	0	uachdranachd
jurisprudence	0	0	0	0	0	0	0	1	0	0	laghalachd
jurist	0	0	0	0	0	0	0	0	0	1	neach-lagha
jury	0	0	0	0	0	0	0	0	0	1	diùraidh
justice	0	0	0	0	0	0	1	0	0	1	ceartas
justifiable	0	0	0	0	0	0	1	0	0	1	fìreanachadh
justification	0	0	0	0	0	0	1	0	0	0	fìreanachadh
justify	0	0	0	0	0	0	0	0	0	0	fìreanachadh
jute	0	0	0	0	0	0	0	0	0	0	diut
juvenile	0	0	0	0	0	1	0	0	0	0	òganach
juxtaposition	0	0	0	0	0	0	0	0	0	0	co-sheirm
kaiser	0	0	0	0	0	0	0	0	0	0	Kaiser
kaleidoscope	0	0	0	0	0	0	0	0	0	0	kaleidoscope
kangaroo	0	0	0	0	0	0	0	0	0	0	cangarù
kanji	0	0	0	0	0	0	0	0	0	0	cainbe
karma	0	0	0	0	0	0	0	0	0	0	karma
kayak	0	0	0	0	0	0	0	0	0	0	kayak
keel	0	0	0	0	0	0	0	0	0	0	caolan
keeper	0	0	0	0	0	0	0	0	0	0	neach-gleidhidh
keeping	0	0	0	0	0	0	0	0	0	0	cumail
keepsake	0	0	0	0	0	0	1	0	0	0	cuimhneachan
keg	0	0	0	0	0	0	0	0	0	0	cuag
ken	0	0	0	0	0	0	1	0	0	0	aithne
kennel	0	0	0	0	0	0	0	1	0	0	kennel
kern	0	0	0	0	0	1	0	0	0	0	crann
kernel	0	0	0	0	0	0	0	0	0	0	eithne
kerosene	0	0	0	1	0	0	0	0	0	0	kerosene
kettle	0	0	0	0	0	0	0	0	0	0	coire
key	0	0	0	0	0	0	0	0	0	0	iuchair
keyhole	0	0	0	0	0	0	0	0	0	0	toll-iuchrach
keynote	0	0	0	0	0	0	1	0	0	0	prìomh-fhacal
keystone	0	0	0	0	0	0	1	0	0	0	clach-iuchrach
khaki	0	0	0	0	0	0	0	0	0	0	khaki
khan	0	0	0	1	0	0	0	0	0	1	khan
kick	1	0	0	0	0	1	0	0	0	0	breab
kicking	1	0	0	0	0	0	0	0	0	0	breabadh
kid	0	0	0	0	0	0	0	0	0	0	leanabh
kidding	0	0	0	0	0	0	0	0	0	0	magadh
kidnap	1	0	0	1	0	1	0	1	1	0	fuadach
kill	0	0	0	1	0	1	0	1	0	0	marbhadh
killing	1	0	0	1	0	1	0	1	0	0	marbhadh
kiln	0	0	0	0	0	0	0	0	0	0	àth
kilogram	0	0	0	0	0	0	0	0	0	0	cileagram
kilometer	0	0	0	0	0	0	0	0	0	0	cilemeatair
kilt	0	0	0	0	0	0	0	0	0	0	fèileadh
kimono	0	0	0	0	0	0	0	0	0	0	cimono
kin	0	0	0	0	0	0	0	0	0	0	càirdean
kind	0	0	0	0	1	0	1	0	0	1	math
kindergarten	0	0	0	0	0	0	0	0	0	0	sgoil-àraich
kindness	0	0	0	0	0	0	1	0	0	0	caoimhneas
kindred	0	1	0	0	1	0	1	0	0	1	càirdeil
kinematics	0	0	0	0	0	0	0	0	0	0	cinematics
king	0	0	0	0	0	0	1	0	0	0	righ
kingdom	0	0	0	0	0	0	0	0	0	0	rioghachd
kink	0	0	0	0	0	0	0	0	0	0	cinc
kinky	0	0	0	0	0	0	0	0	0	0	sgith
kiosk	0	0	0	0	0	0	0	0	0	0	bothan
kirk	0	0	0	0	0	0	0	0	0	0	eaglais
kiss	0	1	0	0	1	0	1	0	1	0	pòg
kit	0	0	0	0	0	0	0	0	0	0	cromag
kitchen	0	0	0	0	0	0	0	0	0	0	cidsin
kite	0	0	1	0	0	1	0	0	0	0	clamhan
kitten	0	0	0	0	1	0	1	0	0	1	piseag
knack	0	0	0	0	0	0	1	0	0	0	cnag
knapsack	0	0	0	0	0	0	0	0	0	0	cnap-starra
knead	0	0	0	0	0	0	0	0	0	0	gluinibh
knee	0	0	0	0	0	0	0	0	0	0	glùin
kneel	0	0	0	0	0	0	0	0	0	0	glùin
kneeling	0	0	0	0	0	0	0	0	0	0	glùin
knell	0	0	0	1	0	1	0	1	0	0	glùin
knickers	0	0	0	0	0	0	0	0	0	1	cnagain
knife	0	0	0	0	0	0	0	0	0	0	sgian
knight	0	0	0	0	0	0	1	0	0	0	ridire
knit	0	0	0	0	0	0	0	0	0	0	fighe
knob	0	0	0	0	0	0	0	0	0	0	cnap
knock	0	0	0	0	0	0	0	0	0	0	cnag
knoll	0	0	0	0	0	0	0	0	0	0	cnoc
knot	0	0	0	0	0	0	0	0	0	0	snaidhm
knotted	0	0	0	0	0	1	0	0	0	0	snaidhm
knowing	0	0	0	0	0	0	1	0	0	0	fios
knowingly	0	0	0	0	0	0	0	0	0	0	gu fiosrach
knowledge	0	0	0	0	0	0	1	0	0	0	eòlas
knuckle	0	0	0	0	0	0	0	0	0	0	cnag
kos	0	0	0	0	0	0	0	0	0	0	còs
kris	0	0	0	0	0	0	0	0	0	0	crìosd
kudos	0	0	0	0	1	0	1	0	0	0	beannachd
lab	0	0	0	0	0	0	0	0	0	0	obair-lann
label	0	0	0	0	0	0	0	0	0	1	leubail
labor	0	1	0	0	1	0	1	0	1	1	saothair
laboratory	0	0	0	0	0	0	0	0	0	0	obair-lann
labored	0	0	0	0	0	1	0	1	0	0	labbair
laborer	0	0	0	0	0	0	0	0	0	0	obraiche
laboring	0	0	0	0	0	0	0	0	0	0	ag obair
laborious	0	0	0	0	0	1	0	0	0	0	saothaireach
labyrinth	0	1	0	0	0	1	0	0	0	0	labyrinth
lac	0	0	0	0	0	0	0	0	0	0	lac
lace	1	0	0	1	0	1	1	1	0	1	lace
