English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Hungarian Word
modernism	0	0	0	0	0	0	0	0	0	0	modernizmus
modest	0	0	0	0	0	0	1	0	0	1	szerény
modesty	0	0	0	0	0	0	1	0	0	0	szerénység
modicum	0	0	0	0	0	0	0	0	0	0	modicum
modifiable	0	0	0	0	0	0	0	0	0	0	módosítható
modification	0	0	0	0	0	0	0	0	0	0	módosítás
modified	0	0	0	0	0	0	0	0	0	0	módosított
modify	0	0	0	0	0	0	0	0	1	0	módosít
modulate	0	0	0	0	0	0	0	0	0	0	modulálni
modulation	0	0	0	0	0	0	0	0	0	0	moduláció
module	0	0	0	0	0	0	0	0	0	0	modult
modulus	0	0	0	0	0	0	0	0	0	0	modulus
mogul	0	0	0	0	0	0	0	0	0	0	mogul
moiety	0	0	0	0	0	0	0	0	0	0	rész
moist	0	0	0	0	0	0	0	0	0	0	nedves
moisture	0	0	0	0	0	0	0	0	0	0	nedvesség
molar	0	0	0	0	0	0	0	0	0	0	mól-
molasses	0	0	0	0	0	0	0	0	0	0	melasz
mold	0	0	0	0	0	0	0	0	0	0	öntőforma
molded	0	0	0	0	0	0	0	0	0	0	öntött
molding	0	0	0	0	0	0	0	0	0	0	öntvény
moldy	0	0	0	0	0	0	0	0	0	0	penészes
molecular	0	0	0	0	0	0	0	0	0	0	molekuláris
molecule	0	0	0	0	0	0	0	0	0	0	molekula
molestation	1	0	1	1	0	1	0	1	0	0	molesztálás
molten	0	0	0	0	0	0	0	0	0	0	olvadt
moment	0	0	0	0	0	0	0	0	0	0	pillanat
momentary	0	0	0	0	0	0	0	0	0	0	pillanatnyi
momentous	0	0	0	0	0	0	0	0	0	0	fontos
momentum	0	1	0	0	0	0	1	0	0	0	lendület
monad	0	0	0	0	0	0	0	0	0	0	monád
monarch	0	0	0	0	0	0	0	0	0	0	uralkodó
monarchy	0	0	0	0	0	0	0	0	0	0	monarchia
monastery	0	0	0	0	0	0	0	0	0	0	kolostor
monastic	0	0	0	0	0	0	0	0	0	0	szerzetesi
monetary	0	1	0	0	0	0	1	0	0	0	pénzügyi
money	1	1	0	0	1	0	1	0	1	1	pénz
monk	0	0	0	0	0	0	1	0	0	1	szerzetes
monkey	0	0	0	0	0	0	0	0	0	0	majom
monochrome	0	0	1	0	0	1	0	0	0	0	monokróm
monogamy	0	0	0	0	0	0	0	0	0	1	egynejűség
monogram	0	0	0	0	0	0	0	0	0	0	monogram
monograph	0	0	0	0	0	0	0	0	0	0	monográfia
monolayer	0	0	0	0	0	0	0	0	0	0	egyrétegű
monologue	0	0	0	0	0	0	0	0	0	0	monológ
monopolist	0	0	0	0	0	1	0	0	0	0	monopolista
monopoly	0	0	0	0	0	0	0	0	0	0	monopólium
monotony	0	0	0	0	0	0	0	0	0	0	egyhangúság
monsoon	0	0	0	0	0	1	0	1	0	0	monszun
monster	0	0	0	1	0	1	0	0	0	0	szörnyeteg
monstrosity	1	0	1	1	0	1	0	0	1	0	szörnyűség
monte	0	0	0	0	0	0	0	0	0	0	monte
month	0	0	0	0	0	0	0	0	0	0	hónap
monthly	0	0	0	0	0	0	0	0	0	0	havi
monument	0	0	0	0	0	0	1	0	0	0	emlékmű
monumental	0	0	0	0	0	0	0	0	0	0	monumentális
moo	0	0	0	0	0	0	0	0	0	0	bőg
moods	0	0	0	0	0	0	0	0	0	0	hangulatok
moody	1	0	0	0	0	1	0	1	0	0	rosszkedvű
moon	0	0	0	0	0	0	0	0	0	0	hold
moonlight	0	0	0	0	0	0	0	0	0	0	holdfény
moored	0	0	0	0	0	0	0	0	0	0	kikötve
mooring	0	0	0	0	0	0	0	0	0	0	kikötés
moorings	0	0	0	0	0	0	0	0	0	1	hajókötél
moorland	0	0	0	0	0	0	0	0	0	0	mocsár
moose	0	0	0	0	0	0	0	0	0	0	jávorszarvas
moot	0	0	0	0	0	1	0	0	0	0	vitás
mooted	0	0	0	0	0	0	0	0	0	0	vitatkozott
mop	0	0	0	0	0	0	0	0	0	0	felmosó
moral	1	0	0	0	0	0	1	0	0	1	erkölcsi
morality	0	0	0	0	0	0	1	0	0	1	erkölcs
morals	1	1	1	0	1	0	1	0	1	1	erkölcsök
morass	0	0	0	0	0	0	0	0	0	0	mocsár
moratorium	0	0	0	0	0	0	0	0	0	0	moratórium
morbid	0	0	0	0	0	1	0	1	0	0	kóros
morbidity	1	0	1	1	0	1	0	1	0	0	morbiditás
morgue	0	0	1	1	0	1	0	1	0	0	hullaház
moribund	0	0	0	0	0	1	0	1	0	0	haldokló
morn	0	1	0	0	0	0	0	0	0	0	reggel
morning	0	0	0	0	0	0	0	0	0	0	reggel
moron	0	0	0	0	0	1	0	0	0	0	idióta
moronic	0	0	0	0	0	1	0	0	0	0	hülye
morphine	0	0	0	0	0	0	0	0	0	0	morfin
morphism	0	0	0	0	0	0	0	0	0	0	morfizmus
morphology	0	0	0	0	0	0	0	0	0	0	morfológia
morrow	0	1	0	0	0	0	0	0	0	0	holnap
morsel	0	0	0	0	0	1	0	0	0	0	falat
mortal	0	0	0	0	0	1	0	0	0	0	halandó
mortality	1	0	0	1	0	1	0	1	0	0	halálozás
mortar	0	0	0	0	0	0	1	0	0	0	habarcs
mortgage	0	0	0	1	0	0	0	0	0	0	jelzálog
mortgagee	0	0	0	0	0	0	0	0	0	1	jelzálogjogosult
mortgagor	0	0	0	1	0	0	0	0	0	0	jelzálogos adós
mortification	0	1	1	1	0	1	0	1	0	0	sanyargatás
mortuary	0	0	0	1	0	1	0	1	0	0	halotti
mosaic	0	0	0	0	0	0	0	0	0	0	mozaik-
mosquito	1	0	1	0	0	1	0	0	0	0	szúnyog
moss	0	0	0	0	0	0	0	0	0	0	moha
mossy	0	0	0	0	0	0	0	0	0	0	mohás
mote	0	0	0	0	0	0	0	0	0	0	mote
moth	0	0	0	0	0	0	0	0	0	0	lepke
mother	0	1	0	0	1	1	1	1	0	1	anya
motherhood	0	0	0	0	1	0	1	0	0	1	anyaság
motion	0	1	0	0	0	0	0	0	0	0	mozgás
motionless	0	0	0	0	0	0	0	0	0	0	mozdulatlan
motive	0	0	0	0	0	0	1	0	0	0	indíték
motley	0	0	0	0	0	0	0	0	0	0	zavaros
motor	0	0	0	0	0	0	0	0	0	0	motor
motorbike	0	0	0	0	0	0	0	0	0	0	motorkerékpár
motorcycle	0	0	0	0	0	0	0	0	0	0	motorbicikli
motte	0	0	0	0	0	0	0	0	0	0	motte
mottled	0	0	0	0	0	0	0	0	0	0	tarka
motto	0	0	0	0	0	0	0	0	0	0	jelmondat
mould	0	0	0	0	0	0	0	0	0	0	öntőforma
mound	0	0	0	0	0	0	0	0	0	0	halom
mount	0	0	0	0	0	0	0	0	0	0	hegy
mountain	0	1	0	0	0	0	0	0	0	0	hegy
mountaineer	0	0	0	0	0	0	0	0	0	0	hegymászó
mountainous	0	0	0	0	0	0	0	0	0	0	hegyvidéki
mourn	0	0	0	0	0	1	0	1	0	0	gyászol
mournful	1	0	0	1	0	1	0	1	0	0	gyászos
mourning	0	0	0	0	0	1	0	1	0	0	gyász
mouse	0	0	0	0	0	0	0	0	0	0	egér
moustache	0	0	0	0	0	0	0	0	0	0	bajusz
mouth	0	0	0	0	0	0	0	0	1	0	száj
mouthful	0	0	1	0	0	0	0	0	0	0	falat
mouthpiece	0	0	0	0	0	0	0	0	0	0	szopóka
movable	0	0	0	0	0	0	1	0	0	0	mozgatható
move	0	0	0	0	0	0	0	0	0	0	mozog
movement	0	0	0	0	0	0	0	0	0	0	mozgalom
mover	0	0	0	0	0	0	1	0	0	0	mozgató
movie	0	0	0	0	0	0	0	0	0	0	film
moving	0	0	0	0	0	0	0	0	0	0	mozgó
mow	0	0	0	0	0	0	0	0	0	0	szénaboglya
muck	0	0	1	0	0	1	0	0	0	0	szar
mucous	0	0	1	0	0	0	0	0	0	0	nyálkás
mucus	0	0	1	0	0	0	0	0	0	0	nyálka
mud	0	0	0	0	0	1	0	0	0	0	sár
muddle	0	0	0	0	0	1	0	0	0	0	zűrzavar
muddled	0	0	0	0	0	1	0	0	0	0	zavaros
muddy	0	0	1	0	0	1	0	0	0	0	sáros
muff	1	0	1	0	0	1	0	0	0	0	muff
muffled	0	0	0	0	0	0	0	0	0	0	fojtottan
muffler	0	0	0	0	0	0	0	0	0	0	hangtompító
mug	1	0	0	1	0	1	1	1	0	0	bögre
mule	1	0	0	0	0	1	0	0	0	1	öszvér
multilateral	0	0	0	0	0	0	0	0	0	0	többoldalú
multiple	0	0	0	0	0	0	0	0	0	0	többszörös
multiplex	0	0	0	0	0	0	0	0	0	0	multiplex
multiplication	0	0	0	0	0	0	0	0	0	0	szorzás
multiplicity	0	0	0	0	0	0	0	0	0	0	sokféleség
multiplied	0	0	0	0	0	0	0	0	0	0	szaporodtak
multiplier	0	0	0	0	0	0	0	0	0	0	szorzó
multiply	0	0	0	0	0	0	0	0	0	0	szaporodnak
multitude	0	0	0	0	0	0	0	0	0	0	sokaság
mum	0	0	0	1	0	1	0	0	0	0	mama
mumble	0	0	0	0	0	1	0	0	0	0	motyog
mummy	0	0	0	0	0	0	0	0	0	0	múmia
mumps	0	0	0	0	0	1	0	0	0	0	mumpsz
munch	0	0	0	0	0	0	0	0	0	0	csámcsogva rág
mundane	0	0	0	0	0	0	0	0	0	0	földi
municipal	0	0	0	0	0	0	0	0	0	0	városi
municipality	0	0	0	0	0	0	0	0	0	0	község
mural	0	0	0	0	0	0	0	0	0	0	falfestmény
murder	1	0	1	1	0	1	0	1	1	0	gyilkosság
murderer	1	0	1	1	0	1	0	1	0	0	gyilkos
murderous	1	0	1	1	0	1	0	1	1	0	gyilkos
murky	0	0	1	0	0	1	0	1	0	0	sötét
murmur	0	0	0	0	0	0	0	0	0	0	moraj
muscle	0	0	0	0	0	0	0	0	0	0	izom
muscular	0	0	0	0	0	0	1	0	0	0	izmos
muse	0	0	0	0	0	0	0	0	0	0	múzsa
muses	0	0	0	0	0	0	0	0	0	0	múzsák
museum	0	0	0	0	0	0	0	0	0	0	múzeum
mush	0	0	0	0	0	0	0	0	0	0	kása
mushroom	0	0	0	0	0	0	0	0	0	0	gomba
music	0	0	0	0	1	0	1	1	0	0	zene
musical	1	1	0	0	1	0	1	1	1	1	zenei
musician	0	0	0	0	0	0	0	0	0	0	zenész
musing	0	0	0	0	0	0	0	0	0	0	töprengve
musk	0	0	0	0	0	0	0	0	0	0	pézsma
musket	0	0	0	1	0	0	0	0	0	0	muskéta
muslin	0	0	0	0	0	0	0	0	0	0	muszlin
muss	0	0	0	0	0	1	0	0	0	0	rendetlenség
mustang	0	0	0	0	0	0	0	0	0	0	musztáng
mustard	0	0	0	0	0	0	0	0	0	0	mustár
muster	0	0	0	0	0	0	0	0	0	0	mustrál
musty	0	0	1	0	0	1	0	0	0	0	dohos
mutable	0	1	0	0	0	0	1	0	0	0	változékony
mutant	0	0	0	0	0	1	0	0	0	0	mutáns
mutation	0	0	0	0	0	0	0	0	0	0	mutáció
mutilated	0	0	1	0	0	1	0	0	0	0	megcsonkított
mutilation	1	0	1	1	0	1	0	1	0	0	csonkítás
mutiny	1	0	1	1	0	1	0	0	1	0	lázadás
mutter	1	0	0	0	0	1	0	0	0	0	motyog
mutton	0	0	0	0	0	0	0	0	0	0	ürühús
mutual	0	0	0	0	0	0	1	0	0	0	kölcsönös
mutually	0	0	0	0	0	0	0	0	0	0	közösen
muzzle	0	0	0	1	0	1	0	0	0	0	szájkosár
myopia	1	0	0	0	0	1	0	1	0	0	rövidlátás
myopic	0	0	0	0	0	0	0	0	0	0	rövidlátó
myriad	0	0	0	0	0	0	0	0	0	0	számtalan
mysterious	0	1	0	1	0	0	0	0	1	0	rejtélyes
mystery	0	1	0	0	0	0	0	0	1	0	rejtély
mystic	0	0	0	0	0	0	0	0	1	0	misztikus
mystical	0	0	0	0	0	0	0	0	0	0	misztikus
mysticism	0	0	0	0	0	0	0	0	0	0	miszticizmus
myth	0	0	0	0	0	0	0	0	0	0	mítosz
mythic	0	0	0	0	0	0	0	0	0	0	mitikus
mythical	0	0	0	0	0	0	0	0	0	0	mitikus
mythological	0	0	0	0	0	0	0	0	0	0	mitológiai
mythology	0	0	0	0	0	0	0	0	0	0	mitológia
nab	0	0	0	0	0	1	0	0	1	0	elcsíp
nadir	0	0	0	0	0	1	0	0	0	0	mélypont
nag	1	0	0	0	0	1	0	0	0	0	gebe
nail	0	0	0	0	0	0	0	0	0	0	köröm
naive	0	0	0	0	0	1	0	0	0	0	naiv
naked	0	0	0	0	0	0	0	0	0	0	meztelen
named	0	0	0	0	0	0	0	0	0	0	nevezett
nameless	0	0	1	0	0	1	0	0	0	0	névtelen
namesake	0	0	0	0	0	0	0	0	0	0	névrokon
naming	0	0	0	0	0	0	0	0	0	0	névadás
nanny	0	0	0	0	0	0	0	0	0	0	dajka
nanometer	0	0	0	0	0	0	0	0	0	0	nanométer
nap	0	0	0	0	1	0	1	0	0	0	szundikál
nape	0	0	0	0	0	0	0	0	0	0	tarkó
napkin	0	0	0	0	0	0	0	1	0	0	szalvéta
napping	0	0	0	0	0	0	0	0	0	0	szunyókálás
nappy	0	0	1	0	0	1	0	0	0	0	pelenka
narcotic	0	0	0	0	0	1	0	0	0	0	kábító
narrate	0	0	0	0	0	0	0	0	0	0	mesél
narration	0	0	0	0	0	0	0	0	0	0	elbeszélés
narrative	0	0	0	0	0	0	0	0	0	0	elbeszélés
narrator	0	0	0	0	0	0	0	0	0	0	narrátor
narrow	0	0	0	0	0	0	0	0	0	0	keskeny
narrowing	0	0	0	0	0	0	0	0	0	0	szűkül
nascent	0	1	0	0	0	0	0	0	0	0	születő
nasty	1	0	1	1	0	1	0	1	0	0	csúnya
natal	0	0	0	0	0	0	0	0	0	0	születési
nation	0	0	0	0	0	0	0	0	0	1	nemzet
national	0	0	0	0	0	0	0	0	0	0	nemzeti
nationality	0	0	0	0	0	0	0	0	0	0	állampolgárság
native	0	0	0	0	0	0	0	0	0	0	anyanyelvi
nativity	0	0	0	0	0	0	0	0	0	0	horoszkóp
naturalist	0	0	0	0	0	0	1	0	0	0	természettudós
naturalization	0	0	0	0	0	0	0	0	0	0	honosítás
naturalized	0	0	0	0	0	0	0	0	0	0	honosított
naturally	0	0	0	0	0	0	0	0	0	0	természetesen
nature	0	0	0	0	0	0	0	0	0	0	természet
naught	0	0	0	0	0	0	0	0	0	0	semmi
naughty	0	0	0	0	0	1	0	0	0	0	rossz
nausea	0	0	1	0	0	1	0	0	0	0	hányinger
nauseous	0	0	1	0	0	1	0	1	0	0	undorító
nautical	0	0	0	0	0	0	0	0	0	0	tengeri
naval	0	0	0	0	0	0	0	0	0	0	haditengerészeti
nave	0	0	0	0	0	0	0	0	0	0	templomhajó
navel	0	0	0	0	0	0	0	0	0	0	köldök
navigable	0	1	0	0	0	0	1	0	0	0	hajózható
navigate	0	0	0	0	0	0	0	0	0	0	hajózik
navigation	0	0	0	0	0	0	0	0	0	0	navigáció
navigator	0	1	0	0	0	0	0	0	0	1	navigátor
navy	0	0	0	0	0	0	0	0	0	0	haditengerészet
nay	0	0	0	0	0	1	0	0	0	0	nem
neatly	0	0	0	0	0	0	1	0	0	0	szépen
nebula	0	0	0	0	0	0	0	0	0	0	ködfolt
nebulae	0	0	0	0	0	0	0	0	0	0	ködök
nebulous	0	0	0	0	0	0	0	0	0	0	homályos
necessarily	0	0	0	0	0	0	0	0	0	0	szükségszerűen
necessitate	0	0	0	0	0	0	0	0	0	0	szükségessé
necessities	0	0	0	0	0	0	0	0	0	0	szükségletek
necessity	0	0	0	0	0	0	0	1	0	0	szükségesség
neck	0	0	0	0	0	0	0	0	0	0	nyak
necklace	0	0	0	0	0	0	0	0	0	0	nyaklánc
necrosis	0	0	0	0	0	0	0	0	0	0	elhalás
nectar	0	0	0	0	0	0	1	0	0	0	nektár
needful	0	0	0	0	0	1	0	0	0	0	szükséges
needle	0	0	0	0	0	0	1	0	0	0	tű
needless	0	0	0	0	0	0	0	0	0	0	szükségtelen
needy	0	0	0	0	0	1	0	0	0	0	rászorulók
nefarious	0	0	1	1	0	1	0	1	1	0	aljas
negation	1	0	0	0	0	1	0	0	0	0	tagadás
negative	0	0	0	0	0	1	0	1	0	0	negatív
neglect	0	0	0	0	0	1	0	0	0	0	elhanyagolás
neglected	1	0	1	0	0	1	0	1	0	0	elhanyagolt
neglecting	0	0	0	0	0	1	0	0	0	0	elhanyagolása
negligence	0	0	0	0	0	1	0	0	0	0	gondatlanság
negligent	0	0	0	0	0	1	0	0	0	0	gondatlan
negligently	0	0	0	0	0	1	0	0	0	0	hanyagul
negligible	0	0	0	0	0	0	0	0	0	0	elhanyagolható
negotiate	0	0	0	0	0	0	1	0	0	1	tárgyalni
negotiation	0	0	0	0	0	0	0	0	0	0	tárgyalás
negotiator	0	0	0	0	0	0	1	0	0	0	tárgyaló
negro	0	0	0	0	0	1	0	1	0	0	néger
neigh	0	0	0	0	0	0	0	0	0	0	nyerít
neighbor	0	1	0	0	0	0	1	0	0	1	szomszéd
neighborhood	0	1	0	0	0	0	0	0	0	0	szomszédság
neighboring	0	0	0	0	0	0	0	0	0	0	szomszédos
neonatal	0	0	0	0	0	0	0	0	0	0	újszülött
neophyte	0	0	0	0	0	0	0	0	0	0	neofita
neoprene	0	0	0	0	0	0	0	0	0	0	neoprén
nephew	0	0	0	0	0	0	0	0	0	0	unokaöcs
nepotism	1	0	1	0	0	1	0	1	0	0	nepotizmus
nerve	0	0	0	0	0	0	1	0	0	0	ideg
nervous	0	1	0	1	0	1	0	0	0	0	ideges
nervousness	0	0	0	1	0	0	0	0	0	0	idegesség
ness	0	0	0	0	0	0	0	0	0	0	ness
nest	0	0	0	0	0	0	0	0	0	1	fészek
nestle	0	0	0	0	0	0	1	0	0	1	fészkel
nestling	0	0	0	0	0	0	0	0	0	0	madárfióka
net	0	0	0	0	0	0	0	0	0	0	háló
nether	1	0	0	1	0	1	0	1	0	0	alsó
netting	0	0	0	0	0	0	0	0	0	0	hálózás
nettle	1	0	1	0	0	1	0	0	0	0	csalán
network	0	1	0	0	0	0	0	0	0	0	hálózat
neuralgia	0	0	0	1	0	1	0	1	0	0	neuralgia
neurology	0	0	0	0	0	0	0	0	0	0	ideggyógyászat
neurosis	0	0	0	1	0	1	0	1	0	0	neurózis
neurotic	0	0	1	1	0	1	0	0	0	0	neurotikus
neuter	0	0	0	0	0	0	0	0	0	0	semleges
neutral	0	1	0	0	0	0	0	0	0	1	semleges
neutrality	0	0	0	0	0	0	0	0	0	1	semlegesség
neutralize	0	0	0	0	0	0	0	0	0	0	semlegesíteni
newborn	0	0	0	0	0	0	0	0	0	0	újszülött
newcomer	0	0	0	1	0	0	0	0	1	0	újonc
newly	0	0	0	0	0	0	0	0	0	0	újonnan
newness	0	0	0	0	0	0	0	0	0	0	újdonság
news	0	0	0	0	0	0	0	0	0	0	hírek
newspaper	0	0	0	0	0	0	0	0	0	0	újság
newsstand	0	0	0	0	0	0	0	0	0	0	újságos
nib	0	0	0	0	0	0	0	0	0	0	tollhegy
nibble	0	0	0	0	0	0	0	0	0	0	rágcsál
niche	0	0	0	0	0	0	0	0	0	0	fülke
nichts	0	0	0	0	0	0	0	0	0	0	nichts
nick	0	0	0	0	0	0	0	0	0	0	nick
nickel	0	0	0	0	0	0	0	0	0	0	nikkel
nickname	0	0	0	0	0	0	0	0	0	0	becenév
nicotine	0	0	1	0	0	1	0	0	0	0	nikotin
niece	0	0	0	0	0	0	0	0	0	0	unokahúg
nigh	0	0	0	0	0	0	0	0	0	0	közel
night	0	0	0	0	0	0	0	0	0	0	éjszaka
nightfall	0	0	0	0	0	0	0	0	0	0	alkony
nightingale	0	0	0	0	0	0	0	0	0	0	csalogány
nightmare	0	0	0	1	0	1	0	0	0	0	lidércnyomás
nihilism	0	0	0	0	0	1	0	0	0	0	nihilizmus
nil	0	0	0	0	0	0	0	0	0	0	nulla
nimble	0	0	0	0	0	0	0	0	0	0	fürge
ninety	0	0	0	0	0	0	0	0	0	0	kilencven
ninth	0	0	0	0	0	0	0	0	0	0	kilencedik
nip	0	0	0	0	0	0	0	0	0	0	korty
nipple	0	0	0	0	0	0	0	0	0	0	mellbimbó
nix	0	0	0	0	0	0	0	0	0	0	semmi
nobility	0	1	0	0	0	0	1	0	0	1	nemesség
noble	0	0	0	0	0	0	1	0	0	1	nemes
nobleman	0	0	0	0	0	0	1	0	0	1	nemesember
nocturnal	0	0	0	0	0	0	0	0	0	0	éjszakai
nod	0	0	0	0	0	0	0	0	0	0	bólint
nodding	0	0	0	0	0	0	0	0	0	0	bólogatva
node	0	0	0	0	0	0	0	0	0	0	csomópont
nodular	0	0	0	0	0	0	0	0	0	0	csomós
nodule	0	0	0	0	0	0	0	0	0	0	góc
noise	0	0	0	0	0	1	0	0	0	0	zaj
noisy	1	0	0	0	0	1	0	0	0	0	zajos
nomad	0	0	0	0	0	0	0	0	0	0	nomád
nomadic	0	0	0	0	0	0	0	0	0	0	nomád
nomenclature	0	0	0	0	0	0	0	0	0	0	elnevezéstan
nominal	0	0	0	0	0	0	0	0	0	0	névleges
nominate	0	0	0	0	0	0	0	0	0	0	kijelölni
nomination	0	0	0	0	0	0	1	0	0	0	jelölés
nominee	0	0	0	0	0	0	0	0	0	0	jelölt
nonce	0	0	0	0	0	0	0	0	0	0	semmi
noncompliance	1	1	0	1	0	1	0	1	0	0	meg nem felelés
nondescript	0	0	0	0	0	0	0	0	0	0	meghatározhatatlan
nonexistent	0	0	0	0	0	0	0	0	0	0	nem létező
nonpayment	0	0	0	0	0	0	0	0	0	0	nemfizetés
nonresident	0	0	0	0	0	0	0	0	0	0	nem rezidens
nonsense	0	0	0	0	0	1	0	0	0	0	ostobaság
nonsensical	0	0	0	0	0	1	0	1	0	0	képtelen
noodle	0	0	0	0	0	0	0	0	0	0	tökfej
nook	0	0	0	0	0	0	0	0	0	0	zug
noon	0	0	0	0	0	0	0	0	0	0	dél
noose	0	0	0	0	0	1	0	1	0	0	hurok
norm	0	0	0	0	0	0	0	0	0	0	norma
normal	0	0	0	0	0	0	0	0	0	0	Normál
normalcy	0	0	0	0	0	0	0	0	0	0	normális állapot
normality	0	0	0	0	0	0	1	0	0	0	normalitás
nose	0	0	1	0	0	0	0	0	0	0	orr
nostalgia	0	0	0	0	0	0	0	0	0	0	nosztalgia
nostril	0	0	0	0	0	0	0	0	0	0	orrlyuk
notable	0	0	0	0	1	0	1	0	0	1	jelentős
notables	0	0	0	0	0	0	1	0	0	0	nevezetesek
notably	0	0	0	0	0	0	0	0	0	0	nevezetesen
notary	0	0	0	0	0	0	0	0	0	1	jegyző
notation	0	0	0	0	0	0	0	0	0	0	jelölés
notch	0	0	0	0	0	0	0	0	0	0	bemetszés
notched	0	0	0	0	0	0	0	0	0	0	rovátkolt
note	0	0	0	0	0	0	0	0	0	0	jegyzet
notebook	0	0	0	0	0	0	0	0	0	0	jegyzetfüzet
noted	0	0	0	0	0	0	1	0	0	0	neves
noteworthy	0	0	0	0	0	0	0	0	0	0	figyelemre méltó
nothingness	0	0	0	0	0	1	0	1	0	0	semmi
notice	0	0	0	0	0	0	0	0	0	0	értesítés
noticeable	0	0	0	0	0	0	0	0	0	0	észrevehető
notification	0	1	0	0	0	0	0	0	0	0	értesítés
notify	0	0	0	0	0	0	0	0	0	0	értesítse
notion	0	0	0	0	0	0	1	0	0	0	fogalom
notional	0	0	0	0	0	0	0	0	0	0	képzeletbeli
notoriety	1	0	1	1	0	1	1	0	0	0	hírhedtség
notwithstanding	0	0	0	0	0	0	0	0	0	0	ellenére, dacára, mindazonáltal
nought	0	0	0	0	0	0	0	0	0	0	semmi
noun	0	0	0	0	0	0	0	0	0	0	főnév
nourish	0	0	0	0	0	0	0	0	0	0	táplál
nourishment	0	0	0	0	0	0	1	0	0	0	táplálék
nouveau	0	0	0	0	0	0	0	0	0	0	nouveau
novelty	0	0	0	0	0	0	0	0	0	0	újdonság
novice	0	0	0	0	0	0	0	0	0	0	kezdő
nowadays	0	0	0	0	0	0	0	0	0	0	Manapság
noxious	0	0	1	1	0	1	0	0	0	0	ártalmas
nozzle	0	0	0	0	0	0	0	0	0	0	szórófej
nuance	0	0	0	0	0	0	0	0	0	0	árnyalat
nuances	0	0	0	0	0	0	0	0	0	0	árnyalatok
nucleus	0	0	0	0	0	0	0	0	0	0	sejtmag
nude	0	0	0	0	0	0	0	0	0	0	meztelen
nudge	0	0	0	0	0	0	0	0	0	0	meglökés
nudity	0	0	0	0	0	0	0	0	0	0	meztelenség
nugget	0	0	0	0	0	0	0	0	0	0	aranyrög
nuisance	1	0	0	0	0	1	0	0	0	0	kellemetlenség
nul	0	0	0	0	0	1	0	0	0	0	null
null	0	0	0	0	0	0	0	0	0	0	nulla
nullify	0	0	0	0	0	1	0	0	1	0	semmissé
numb	0	0	0	0	0	1	0	0	0	0	zsibbadt
number	0	0	0	0	0	0	0	0	0	0	szám
numbering	0	0	0	0	0	0	0	0	0	0	számozás
numbers	0	0	0	0	0	0	1	0	0	0	számok
numbness	0	0	0	0	0	1	0	1	0	0	zsibbadtság
numeral	0	0	0	0	0	0	0	0	0	0	számjegy
numerator	0	0	0	0	0	0	0	0	0	0	számláló
numerical	0	0	0	0	0	0	0	0	0	0	számszerű
numerically	0	0	0	0	0	0	0	0	0	0	számszerűen
numerous	0	0	0	0	0	0	0	0	0	0	számos
nun	0	0	0	0	0	1	0	0	0	1	apáca
nurse	0	0	0	0	0	0	1	0	0	1	ápoló
nursery	0	0	0	0	1	0	1	0	0	1	óvoda
nurture	1	1	1	1	1	0	1	0	0	1	táplálkozás
nutmeg	0	0	0	0	0	0	0	0	0	0	szerecsendió
nutrition	0	0	0	0	0	0	0	0	0	0	táplálás
nutritious	0	0	0	0	0	0	1	1	0	0	tápláló
nutritive	0	0	0	0	0	0	0	0	0	0	tápláló
nuts	0	0	0	0	0	0	0	0	0	0	dióféléket
nymph	0	0	0	0	0	0	0	0	0	0	nimfa
oaf	0	0	0	0	0	1	0	0	0	0	mamlasz
oak	0	0	0	0	0	0	1	0	0	0	tölgy
oar	0	0	0	0	0	0	0	0	0	0	evezős
oasis	0	1	0	0	1	0	1	0	0	1	oázis
oath	0	0	0	0	0	0	1	0	0	1	eskü
oatmeal	0	0	0	0	0	0	0	0	0	0	zabpehely
obedience	0	0	0	0	0	0	1	0	0	1	engedelmesség
obedient	0	0	0	0	0	0	0	0	0	0	engedelmes
obediently	0	0	0	0	0	0	0	0	0	0	engedelmesen
obelisk	0	0	0	0	0	0	0	0	0	0	obeliszk
obese	0	0	1	0	0	1	0	0	0	0	elhízott
obesity	0	0	1	0	0	1	0	1	0	0	elhízottság
obey	0	0	0	1	0	0	0	0	0	1	engedelmeskedik
obi	0	0	1	1	0	1	0	0	0	0	selyemöv
obit	0	0	0	0	0	1	0	1	1	0	obit
obituary	0	0	0	0	0	1	0	1	0	0	gyászjelentés
object	0	0	0	0	0	0	0	0	0	0	tárgy
objection	1	0	0	0	0	1	0	0	0	0	ellenvetés
objectionable	0	0	0	0	0	1	0	0	0	0	kifogásolható
objective	0	1	0	0	0	0	1	0	0	1	célkitűzés
obligation	0	0	0	0	0	0	0	0	0	0	kötelezettség
obligatory	0	0	0	0	0	0	0	0	0	0	kötelező
oblige	0	0	0	0	0	1	0	0	0	1	kötelezni
obliged	0	0	0	0	0	0	0	0	0	0	köteles
obliging	1	1	1	1	1	0	1	0	1	1	kötelezve
obligor	0	0	0	1	0	1	0	0	0	0	kötelezett
oblique	0	0	0	0	0	0	0	0	0	0	ferde
obliterate	1	0	0	1	0	1	0	1	0	0	kitöröl
obliterated	1	0	0	1	0	1	0	0	0	0	eltüntetett
obliteration	0	0	0	1	0	1	0	1	0	0	eltüntetése
