English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Hindi Word
modeler	0	0	0	0	0	0	0	0	0	0	नमूना बनानेवाला
moderate	0	0	0	0	0	0	1	0	0	0	संतुलित
moderately	0	0	0	0	0	0	0	0	0	0	मध्यम
moderating	0	0	0	0	0	0	0	0	0	0	मॉडरेट
moderation	0	0	0	0	0	0	0	0	0	0	संयम
moderator	0	0	0	0	0	0	1	0	0	1	मध्यस्थ
modern	0	0	0	0	0	0	0	0	0	0	आधुनिक
modernism	0	0	0	0	0	0	0	0	0	0	आधुनिकता
modest	0	0	0	0	0	0	1	0	0	1	मामूली
modesty	0	0	0	0	0	0	1	0	0	0	नम्रता
modicum	0	0	0	0	0	0	0	0	0	0	भोजन की थोड़ी मात्रा
modifiable	0	0	0	0	0	0	0	0	0	0	परिवर्तनीय
modification	0	0	0	0	0	0	0	0	0	0	परिवर्तन
modified	0	0	0	0	0	0	0	0	0	0	संशोधित
modify	0	0	0	0	0	0	0	0	1	0	संशोधित
modulate	0	0	0	0	0	0	0	0	0	0	मिलाना
modulation	0	0	0	0	0	0	0	0	0	0	मॉडुलन
module	0	0	0	0	0	0	0	0	0	0	मापांक
modulus	0	0	0	0	0	0	0	0	0	0	मापांक
mogul	0	0	0	0	0	0	0	0	0	0	मुग़ल
moiety	0	0	0	0	0	0	0	0	0	0	आधा भाग
moist	0	0	0	0	0	0	0	0	0	0	नम
moisture	0	0	0	0	0	0	0	0	0	0	नमी
molar	0	0	0	0	0	0	0	0	0	0	दाढ़
molasses	0	0	0	0	0	0	0	0	0	0	गुड़
mold	0	0	0	0	0	0	0	0	0	0	साँचे में ढालना
molded	0	0	0	0	0	0	0	0	0	0	ढलवां
molding	0	0	0	0	0	0	0	0	0	0	ढलाई
moldy	0	0	0	0	0	0	0	0	0	0	खोटा
molecular	0	0	0	0	0	0	0	0	0	0	मोलेकुलर
molecule	0	0	0	0	0	0	0	0	0	0	अणु
molestation	1	0	1	1	0	1	0	1	0	0	छेड़छाड़
molten	0	0	0	0	0	0	0	0	0	0	पिघला हुआ
moment	0	0	0	0	0	0	0	0	0	0	पल
momentary	0	0	0	0	0	0	0	0	0	0	क्षणिक
momentous	0	0	0	0	0	0	0	0	0	0	सब से अहम
momentum	0	1	0	0	0	0	1	0	0	0	गति
monad	0	0	0	0	0	0	0	0	0	0	इकाई
monarch	0	0	0	0	0	0	0	0	0	0	सम्राट
monarchy	0	0	0	0	0	0	0	0	0	0	साम्राज्य
monastery	0	0	0	0	0	0	0	0	0	0	मठ
monastic	0	0	0	0	0	0	0	0	0	0	मठवासी
monetary	0	1	0	0	0	0	1	0	0	0	मुद्रा
money	1	1	0	0	1	0	1	0	1	1	पैसे
monk	0	0	0	0	0	0	1	0	0	1	साधु
monkey	0	0	0	0	0	0	0	0	0	0	बंदर
monochrome	0	0	1	0	0	1	0	0	0	0	एक रंग का
monogamy	0	0	0	0	0	0	0	0	0	1	एक ही बार विवाह करने की प्रथा
monogram	0	0	0	0	0	0	0	0	0	0	नाम-चिह्न
monograph	0	0	0	0	0	0	0	0	0	0	प्रबंध
monolayer	0	0	0	0	0	0	0	0	0	0	मोनोलेयर
monologue	0	0	0	0	0	0	0	0	0	0	स्वगत भाषण
monopolist	0	0	0	0	0	1	0	0	0	0	इजारेदार
monopoly	0	0	0	0	0	0	0	0	0	0	एकाधिकार
monotony	0	0	0	0	0	0	0	0	0	0	एकरसता
monsoon	0	0	0	0	0	1	0	1	0	0	मानसून
monster	0	0	0	1	0	1	0	0	0	0	राक्षस
monstrosity	1	0	1	1	0	1	0	0	1	0	कुरूपता
monte	0	0	0	0	0	0	0	0	0	0	मोंटे
month	0	0	0	0	0	0	0	0	0	0	महीना
monthly	0	0	0	0	0	0	0	0	0	0	महीने के
monument	0	0	0	0	0	0	1	0	0	0	स्मारक
monumental	0	0	0	0	0	0	0	0	0	0	स्मरणार्थ
moo	0	0	0	0	0	0	0	0	0	0	राँभना
moods	0	0	0	0	0	0	0	0	0	0	मूड
moody	1	0	0	0	0	1	0	1	0	0	तुनकमिज़ाज
moon	0	0	0	0	0	0	0	0	0	0	चांद
moonlight	0	0	0	0	0	0	0	0	0	0	चांदनी
moored	0	0	0	0	0	0	0	0	0	0	बंधा हुआ
mooring	0	0	0	0	0	0	0	0	0	0	घाट
moorings	0	0	0	0	0	0	0	0	0	1	लंगर
moorland	0	0	0	0	0	0	0	0	0	0	दलदली भूमि
moose	0	0	0	0	0	0	0	0	0	0	मूस
moot	0	0	0	0	0	1	0	0	0	0	विवादास्पद
mooted	0	0	0	0	0	0	0	0	0	0	रखा
mop	0	0	0	0	0	0	0	0	0	0	झाड़ू
moral	1	0	0	0	0	0	1	0	0	1	नैतिक
morality	0	0	0	0	0	0	1	0	0	1	नैतिकता
morals	1	1	1	0	1	0	1	0	1	1	नैतिकता
morass	0	0	0	0	0	0	0	0	0	0	दलदल
moratorium	0	0	0	0	0	0	0	0	0	0	रोक
morbid	0	0	0	0	0	1	0	1	0	0	रोगी
morbidity	1	0	1	1	0	1	0	1	0	0	रोगों की संख्या
morgue	0	0	1	1	0	1	0	1	0	0	मुर्दा घर
moribund	0	0	0	0	0	1	0	1	0	0	मरणासन्न
morn	0	1	0	0	0	0	0	0	0	0	सुबह
morning	0	0	0	0	0	0	0	0	0	0	प्रभात
moron	0	0	0	0	0	1	0	0	0	0	मूर्ख
moronic	0	0	0	0	0	1	0	0	0	0	मूर्खता
morphine	0	0	0	0	0	0	0	0	0	0	अफ़ीम का सत्त्व
morphism	0	0	0	0	0	0	0	0	0	0	आकारिता
morphology	0	0	0	0	0	0	0	0	0	0	आकृति विज्ञान
morrow	0	1	0	0	0	0	0	0	0	0	कल
morsel	0	0	0	0	0	1	0	0	0	0	निवाला
mortal	0	0	0	0	0	1	0	0	0	0	नश्वर
mortality	1	0	0	1	0	1	0	1	0	0	नश्वरता
mortar	0	0	0	0	0	0	1	0	0	0	गारा
mortgage	0	0	0	1	0	0	0	0	0	0	गिरवी रखना
mortgagee	0	0	0	0	0	0	0	0	0	1	रेहनदार
mortgagor	0	0	0	1	0	0	0	0	0	0	राहिन
mortification	0	1	1	1	0	1	0	1	0	0	वैराग्य
mortuary	0	0	0	1	0	1	0	1	0	0	शवगृह
mosaic	0	0	0	0	0	0	0	0	0	0	मौज़ेक
mosquito	1	0	1	0	0	1	0	0	0	0	मच्छर
moss	0	0	0	0	0	0	0	0	0	0	काई
mossy	0	0	0	0	0	0	0	0	0	0	दलदल का
mote	0	0	0	0	0	0	0	0	0	0	धूलि का कण
moth	0	0	0	0	0	0	0	0	0	0	कीट
mother	0	1	0	0	1	1	1	1	0	1	मां
motherhood	0	0	0	0	1	0	1	0	0	1	मातृत्व
motion	0	1	0	0	0	0	0	0	0	0	गति
motionless	0	0	0	0	0	0	0	0	0	0	स्तब्ध
motive	0	0	0	0	0	0	1	0	0	0	प्रेरणा
motley	0	0	0	0	0	0	0	0	0	0	पंचमेल
motor	0	0	0	0	0	0	0	0	0	0	मोटर
motorbike	0	0	0	0	0	0	0	0	0	0	मोटरसाइकिल
motorcycle	0	0	0	0	0	0	0	0	0	0	मोटरसाइकिल
motte	0	0	0	0	0	0	0	0	0	0	मॉटे
mottled	0	0	0	0	0	0	0	0	0	0	विचित्र
motto	0	0	0	0	0	0	0	0	0	0	सिद्धांत
mould	0	0	0	0	0	0	0	0	0	0	साँचे में ढालना
mound	0	0	0	0	0	0	0	0	0	0	टीला
mount	0	0	0	0	0	0	0	0	0	0	पर्वत
mountain	0	1	0	0	0	0	0	0	0	0	पहाड़
mountaineer	0	0	0	0	0	0	0	0	0	0	MOUNTAINEER
mountainous	0	0	0	0	0	0	0	0	0	0	पहाड़ी
mourn	0	0	0	0	0	1	0	1	0	0	शोक
mournful	1	0	0	1	0	1	0	1	0	0	शोकाकुल
mourning	0	0	0	0	0	1	0	1	0	0	शोक
mouse	0	0	0	0	0	0	0	0	0	0	चूहा
moustache	0	0	0	0	0	0	0	0	0	0	मूंछ
mouth	0	0	0	0	0	0	0	0	1	0	मुँह
mouthful	0	0	1	0	0	0	0	0	0	0	कौर
mouthpiece	0	0	0	0	0	0	0	0	0	0	मुखपत्र
movable	0	0	0	0	0	0	1	0	0	0	चल
move	0	0	0	0	0	0	0	0	0	0	कदम
movement	0	0	0	0	0	0	0	0	0	0	गति
mover	0	0	0	0	0	0	1	0	0	0	प्रेरक शक्ति
movie	0	0	0	0	0	0	0	0	0	0	चलचित्र
moving	0	0	0	0	0	0	0	0	0	0	चलती
mow	0	0	0	0	0	0	0	0	0	0	घास काटना
muck	0	0	1	0	0	1	0	0	0	0	कूड़ा-कर्कट
mucous	0	0	1	0	0	0	0	0	0	0	चिपचिपा
mucus	0	0	1	0	0	0	0	0	0	0	बलगम
mud	0	0	0	0	0	1	0	0	0	0	कीचड़
muddle	0	0	0	0	0	1	0	0	0	0	गड़बड़ी
muddled	0	0	0	0	0	1	0	0	0	0	अव्यवस्थित
muddy	0	0	1	0	0	1	0	0	0	0	मैला
muff	1	0	1	0	0	1	0	0	0	0	चूक
muffled	0	0	0	0	0	0	0	0	0	0	ओढ़ा
muffler	0	0	0	0	0	0	0	0	0	0	गुलबंद
mug	1	0	0	1	0	1	1	1	0	0	लूट के लिए हमला करना
mule	1	0	0	0	0	1	0	0	0	1	खच्चर
multilateral	0	0	0	0	0	0	0	0	0	0	बहुपक्षीय
multiple	0	0	0	0	0	0	0	0	0	0	विभिन्न
multiplex	0	0	0	0	0	0	0	0	0	0	बहुभागी
multiplication	0	0	0	0	0	0	0	0	0	0	गुणा
multiplicity	0	0	0	0	0	0	0	0	0	0	बहुलता
multiplied	0	0	0	0	0	0	0	0	0	0	गुणा किया हुआ
multiplier	0	0	0	0	0	0	0	0	0	0	गुणक
multiply	0	0	0	0	0	0	0	0	0	0	गुणा
multitude	0	0	0	0	0	0	0	0	0	0	भीड़
mum	0	0	0	1	0	1	0	0	0	0	मां
mumble	0	0	0	0	0	1	0	0	0	0	बुदबुदाना
mummy	0	0	0	0	0	0	0	0	0	0	मां
mumps	0	0	0	0	0	1	0	0	0	0	कण्ठमाला का रोग
munch	0	0	0	0	0	0	0	0	0	0	मंच
mundane	0	0	0	0	0	0	0	0	0	0	सांसारिक
municipal	0	0	0	0	0	0	0	0	0	0	म्युनिसिपल
municipality	0	0	0	0	0	0	0	0	0	0	नगर पालिका
mural	0	0	0	0	0	0	0	0	0	0	दीवार
murder	1	0	1	1	0	1	0	1	1	0	हत्या
murderer	1	0	1	1	0	1	0	1	0	0	मार डालनेवाला
murderous	1	0	1	1	0	1	0	1	1	0	घातक
murky	0	0	1	0	0	1	0	1	0	0	बदली का
murmur	0	0	0	0	0	0	0	0	0	0	बड़बड़ाहट
muscle	0	0	0	0	0	0	0	0	0	0	मांसपेशी
muscular	0	0	0	0	0	0	1	0	0	0	मांसल
muse	0	0	0	0	0	0	0	0	0	0	सरस्वती
muses	0	0	0	0	0	0	0	0	0	0	सोचता
museum	0	0	0	0	0	0	0	0	0	0	संग्रहालय
mush	0	0	0	0	0	0	0	0	0	0	गूदा
mushroom	0	0	0	0	0	0	0	0	0	0	मशरूम
music	0	0	0	0	1	0	1	1	0	0	संगीत
musical	1	1	0	0	1	0	1	1	1	1	संगीत
musician	0	0	0	0	0	0	0	0	0	0	संगीतकार
musing	0	0	0	0	0	0	0	0	0	0	सोच
musk	0	0	0	0	0	0	0	0	0	0	कस्तूरी
musket	0	0	0	1	0	0	0	0	0	0	बंदूक
muslin	0	0	0	0	0	0	0	0	0	0	मलमल
muss	0	0	0	0	0	1	0	0	0	0	अव्यवस्था
mustang	0	0	0	0	0	0	0	0	0	0	अमेरिका देश का जंगली घोड़ा
mustard	0	0	0	0	0	0	0	0	0	0	सरसों
muster	0	0	0	0	0	0	0	0	0	0	मस्टर
musty	0	0	1	0	0	1	0	0	0	0	बासी
mutable	0	1	0	0	0	0	1	0	0	0	परिवर्तनशील
mutant	0	0	0	0	0	1	0	0	0	0	उत्परिवर्ती
mutation	0	0	0	0	0	0	0	0	0	0	परिवर्तन
mutilated	0	0	1	0	0	1	0	0	0	0	विकृत
mutilation	1	0	1	1	0	1	0	1	0	0	विकृति
mutiny	1	0	1	1	0	1	0	0	1	0	गदर
mutter	1	0	0	0	0	1	0	0	0	0	धीरे से कहना
mutton	0	0	0	0	0	0	0	0	0	0	भेड़े का मांस
mutual	0	0	0	0	0	0	1	0	0	0	परस्पर
mutually	0	0	0	0	0	0	0	0	0	0	आपस लगीं
muzzle	0	0	0	1	0	1	0	0	0	0	थूथन
myopia	1	0	0	0	0	1	0	1	0	0	निकट दृष्टि दोष
myopic	0	0	0	0	0	0	0	0	0	0	कमबीन
myriad	0	0	0	0	0	0	0	0	0	0	असंख्य
mysterious	0	1	0	1	0	0	0	0	1	0	रहस्यमय
mystery	0	1	0	0	0	0	0	0	1	0	रहस्य
mystic	0	0	0	0	0	0	0	0	1	0	रहस्यवादी
mystical	0	0	0	0	0	0	0	0	0	0	रहस्यमय
mysticism	0	0	0	0	0	0	0	0	0	0	रहस्यवाद
myth	0	0	0	0	0	0	0	0	0	0	कल्पित कथा
mythic	0	0	0	0	0	0	0	0	0	0	मिथकीय
mythical	0	0	0	0	0	0	0	0	0	0	कल्पित
mythological	0	0	0	0	0	0	0	0	0	0	पौराणिक
mythology	0	0	0	0	0	0	0	0	0	0	पौराणिक कथा
nab	0	0	0	0	0	1	0	0	1	0	एनएबी
nadir	0	0	0	0	0	1	0	0	0	0	पतन
nag	1	0	0	0	0	1	0	0	0	0	गुनगुन
nail	0	0	0	0	0	0	0	0	0	0	नाखून
naive	0	0	0	0	0	1	0	0	0	0	अनाड़ी
naked	0	0	0	0	0	0	0	0	0	0	नंगा
named	0	0	0	0	0	0	0	0	0	0	नामित
nameless	0	0	1	0	0	1	0	0	0	0	बेनाम
namesake	0	0	0	0	0	0	0	0	0	0	हमनाम
naming	0	0	0	0	0	0	0	0	0	0	नामकरण
nanny	0	0	0	0	0	0	0	0	0	0	दाई
nanometer	0	0	0	0	0	0	0	0	0	0	नैनोमीटर
nap	0	0	0	0	1	0	1	0	0	0	झपकी
nape	0	0	0	0	0	0	0	0	0	0	डब
napkin	0	0	0	0	0	0	0	1	0	0	नैपकिन
napping	0	0	0	0	0	0	0	0	0	0	झपकी
nappy	0	0	1	0	0	1	0	0	0	0	रूमाल
narcotic	0	0	0	0	0	1	0	0	0	0	मादक
narrate	0	0	0	0	0	0	0	0	0	0	बयान करना
narration	0	0	0	0	0	0	0	0	0	0	वर्णन
narrative	0	0	0	0	0	0	0	0	0	0	कथा
narrator	0	0	0	0	0	0	0	0	0	0	कथावाचक
narrow	0	0	0	0	0	0	0	0	0	0	संकीर्ण
narrowing	0	0	0	0	0	0	0	0	0	0	संकुचन
nascent	0	1	0	0	0	0	0	0	0	0	नवजात
nasty	1	0	1	1	0	1	0	1	0	0	बहुत खराब
natal	0	0	0	0	0	0	0	0	0	0	जन्म का
nation	0	0	0	0	0	0	0	0	0	1	राष्ट्र
national	0	0	0	0	0	0	0	0	0	0	राष्ट्रीय
nationality	0	0	0	0	0	0	0	0	0	0	राष्ट्रीयता
native	0	0	0	0	0	0	0	0	0	0	देशी
nativity	0	0	0	0	0	0	0	0	0	0	जन्म
naturalist	0	0	0	0	0	0	1	0	0	0	प्रकृतिवादी
naturalization	0	0	0	0	0	0	0	0	0	0	समीकरण
naturalized	0	0	0	0	0	0	0	0	0	0	देशीयकृत
naturally	0	0	0	0	0	0	0	0	0	0	सहज रूप में
nature	0	0	0	0	0	0	0	0	0	0	प्रकृति
naught	0	0	0	0	0	0	0	0	0	0	शून्य
naughty	0	0	0	0	0	1	0	0	0	0	बदमाश
nausea	0	0	1	0	0	1	0	0	0	0	जी मिचलाना
nauseous	0	0	1	0	0	1	0	1	0	0	वमनजनक
nautical	0	0	0	0	0	0	0	0	0	0	समुद्री
naval	0	0	0	0	0	0	0	0	0	0	नवल
nave	0	0	0	0	0	0	0	0	0	0	नैव
navel	0	0	0	0	0	0	0	0	0	0	नाभि
navigable	0	1	0	0	0	0	1	0	0	0	जहाज़-रानी का
navigate	0	0	0	0	0	0	0	0	0	0	नेविगेट
navigation	0	0	0	0	0	0	0	0	0	0	पथ प्रदर्शन
navigator	0	1	0	0	0	0	0	0	0	1	नाविक
navy	0	0	0	0	0	0	0	0	0	0	नौसेना
nay	0	0	0	0	0	1	0	0	0	0	अस्वीकार
neatly	0	0	0	0	0	0	1	0	0	0	बड़े करीने से
nebula	0	0	0	0	0	0	0	0	0	0	नाब्युला
nebulae	0	0	0	0	0	0	0	0	0	0	नीहारिकाओं
nebulous	0	0	0	0	0	0	0	0	0	0	अस्पष्ट
necessarily	0	0	0	0	0	0	0	0	0	0	आवश्यक रूप से
necessitate	0	0	0	0	0	0	0	0	0	0	जरूरत
necessities	0	0	0	0	0	0	0	0	0	0	नेसेसिटीज़
necessity	0	0	0	0	0	0	0	1	0	0	ज़रूरत
neck	0	0	0	0	0	0	0	0	0	0	गरदन
necklace	0	0	0	0	0	0	0	0	0	0	गले का हार
necrosis	0	0	0	0	0	0	0	0	0	0	गल जाना
nectar	0	0	0	0	0	0	1	0	0	0	अमृत
needful	0	0	0	0	0	1	0	0	0	0	ज़रूरत
needle	0	0	0	0	0	0	1	0	0	0	सुई
needless	0	0	0	0	0	0	0	0	0	0	बेकार
needy	0	0	0	0	0	1	0	0	0	0	दरिद्र
nefarious	0	0	1	1	0	1	0	1	1	0	कुटिल
negation	1	0	0	0	0	1	0	0	0	0	नकार
negative	0	0	0	0	0	1	0	1	0	0	नकारात्मक
neglect	0	0	0	0	0	1	0	0	0	0	उपेक्षा करना
neglected	1	0	1	0	0	1	0	1	0	0	नजरअंदाज कर दिया
neglecting	0	0	0	0	0	1	0	0	0	0	उपेक्षा
negligence	0	0	0	0	0	1	0	0	0	0	लापरवाही
negligent	0	0	0	0	0	1	0	0	0	0	लापरवाह
negligently	0	0	0	0	0	1	0	0	0	0	लापरवाही
negligible	0	0	0	0	0	0	0	0	0	0	नगण्य
negotiate	0	0	0	0	0	0	1	0	0	1	मोल-भाव करना
negotiation	0	0	0	0	0	0	0	0	0	0	बातचीत
negotiator	0	0	0	0	0	0	1	0	0	0	मध्यस्थ
negro	0	0	0	0	0	1	0	1	0	0	नीग्रो
neigh	0	0	0	0	0	0	0	0	0	0	हिनहिनाना
neighbor	0	1	0	0	0	0	1	0	0	1	पड़ोसी
neighborhood	0	1	0	0	0	0	0	0	0	0	अड़ोस-पड़ोस
neighboring	0	0	0	0	0	0	0	0	0	0	पड़ोसी
neonatal	0	0	0	0	0	0	0	0	0	0	नवजात
neophyte	0	0	0	0	0	0	0	0	0	0	नौसिखिया
neoprene	0	0	0	0	0	0	0	0	0	0	नियोप्रिन
nephew	0	0	0	0	0	0	0	0	0	0	भांजा
nepotism	1	0	1	0	0	1	0	1	0	0	भाई-भतीजावाद
nerve	0	0	0	0	0	0	1	0	0	0	नस
nervous	0	1	0	1	0	1	0	0	0	0	बे चै न
nervousness	0	0	0	1	0	0	0	0	0	0	घबराहट
ness	0	0	0	0	0	0	0	0	0	0	सत्ता
nest	0	0	0	0	0	0	0	0	0	1	घोंसला
nestle	0	0	0	0	0	0	1	0	0	1	पनाह देना
nestling	0	0	0	0	0	0	0	0	0	0	पोटा
net	0	0	0	0	0	0	0	0	0	0	जाल
nether	1	0	0	1	0	1	0	1	0	0	निचले
netting	0	0	0	0	0	0	0	0	0	0	जाल
nettle	1	0	1	0	0	1	0	0	0	0	बिच्छू बूटी
network	0	1	0	0	0	0	0	0	0	0	नेटवर्क
neuralgia	0	0	0	1	0	1	0	1	0	0	नसों का दर्द
neurology	0	0	0	0	0	0	0	0	0	0	तंत्रिका-विज्ञान
neurosis	0	0	0	1	0	1	0	1	0	0	न्युरोसिस
neurotic	0	0	1	1	0	1	0	0	0	0	न्युरोटिक
neuter	0	0	0	0	0	0	0	0	0	0	नपुंसक लिंग
neutral	0	1	0	0	0	0	0	0	0	1	तटस्थ
neutrality	0	0	0	0	0	0	0	0	0	1	तटस्थता
neutralize	0	0	0	0	0	0	0	0	0	0	बेअसर
newborn	0	0	0	0	0	0	0	0	0	0	नवजात
newcomer	0	0	0	1	0	0	0	0	1	0	नवागंतुक
newly	0	0	0	0	0	0	0	0	0	0	नए नए
newness	0	0	0	0	0	0	0	0	0	0	नयापन
news	0	0	0	0	0	0	0	0	0	0	समाचार
newspaper	0	0	0	0	0	0	0	0	0	0	अखबार
newsstand	0	0	0	0	0	0	0	0	0	0	अख़बार बेचने का अड्डा
nib	0	0	0	0	0	0	0	0	0	0	नोक
nibble	0	0	0	0	0	0	0	0	0	0	कुतरना
niche	0	0	0	0	0	0	0	0	0	0	ताक
nichts	0	0	0	0	0	0	0	0	0	0	निट्स
nick	0	0	0	0	0	0	0	0	0	0	छेद
nickel	0	0	0	0	0	0	0	0	0	0	निकल
nickname	0	0	0	0	0	0	0	0	0	0	उपनाम
nicotine	0	0	1	0	0	1	0	0	0	0	निकोटीन
niece	0	0	0	0	0	0	0	0	0	0	भांजी
nigh	0	0	0	0	0	0	0	0	0	0	समीप
night	0	0	0	0	0	0	0	0	0	0	रात
nightfall	0	0	0	0	0	0	0	0	0	0	सांझ
nightingale	0	0	0	0	0	0	0	0	0	0	बुलबुल
nightmare	0	0	0	1	0	1	0	0	0	0	बुरा सपना
nihilism	0	0	0	0	0	1	0	0	0	0	नाइलीज़्म
nil	0	0	0	0	0	0	0	0	0	0	शून्य
nimble	0	0	0	0	0	0	0	0	0	0	चतुर
ninety	0	0	0	0	0	0	0	0	0	0	नब्बे
ninth	0	0	0	0	0	0	0	0	0	0	नौवां
nip	0	0	0	0	0	0	0	0	0	0	चुटकी
nipple	0	0	0	0	0	0	0	0	0	0	चूची
nix	0	0	0	0	0	0	0	0	0	0	सिफ़र
nobility	0	1	0	0	0	0	1	0	0	1	कुलीनता
noble	0	0	0	0	0	0	1	0	0	1	महान
nobleman	0	0	0	0	0	0	1	0	0	1	रईस
nocturnal	0	0	0	0	0	0	0	0	0	0	रात का
nod	0	0	0	0	0	0	0	0	0	0	सिर हिलाकर सहमति देना
nodding	0	0	0	0	0	0	0	0	0	0	हिला
node	0	0	0	0	0	0	0	0	0	0	नोड
nodular	0	0	0	0	0	0	0	0	0	0	गांठदार
nodule	0	0	0	0	0	0	0	0	0	0	गांठ
noise	0	0	0	0	0	1	0	0	0	0	शोर
noisy	1	0	0	0	0	1	0	0	0	0	कोलाहलयुक्त
nomad	0	0	0	0	0	0	0	0	0	0	बंजारा
nomadic	0	0	0	0	0	0	0	0	0	0	घुमंतू
nomenclature	0	0	0	0	0	0	0	0	0	0	नामपद्धति
nominal	0	0	0	0	0	0	0	0	0	0	नाममात्र
nominate	0	0	0	0	0	0	0	0	0	0	नामजद
nomination	0	0	0	0	0	0	1	0	0	0	नामांकन
nominee	0	0	0	0	0	0	0	0	0	0	नामांकित
nonce	0	0	0	0	0	0	0	0	0	0	अस्थायी रूप से
noncompliance	1	1	0	1	0	1	0	1	0	0	गैर अनुपालन
nondescript	0	0	0	0	0	0	0	0	0	0	वर्णनातीत
nonexistent	0	0	0	0	0	0	0	0	0	0	अस्तित्वहीन
nonpayment	0	0	0	0	0	0	0	0	0	0	भुगतान न
nonresident	0	0	0	0	0	0	0	0	0	0	अनिवासी
nonsense	0	0	0	0	0	1	0	0	0	0	बकवास
nonsensical	0	0	0	0	0	1	0	1	0	0	बेतुका
noodle	0	0	0	0	0	0	0	0	0	0	सिर
nook	0	0	0	0	0	0	0	0	0	0	नुक्कड़
noon	0	0	0	0	0	0	0	0	0	0	दोपहर
noose	0	0	0	0	0	1	0	1	0	0	फंदा
norm	0	0	0	0	0	0	0	0	0	0	आदर्श
normal	0	0	0	0	0	0	0	0	0	0	सामान्य
normalcy	0	0	0	0	0	0	0	0	0	0	सामान्य स्थिति
normality	0	0	0	0	0	0	1	0	0	0	साधारण अवस्था
nose	0	0	1	0	0	0	0	0	0	0	नाक
nostalgia	0	0	0	0	0	0	0	0	0	0	उदासी
nostril	0	0	0	0	0	0	0	0	0	0	नथना
notable	0	0	0	0	1	0	1	0	0	1	प्रसिद्ध
notables	0	0	0	0	0	0	1	0	0	0	कुलीन लोग
notably	0	0	0	0	0	0	0	0	0	0	विशेष रूप से
notary	0	0	0	0	0	0	0	0	0	1	नोटरी
notation	0	0	0	0	0	0	0	0	0	0	नोटेशन
notch	0	0	0	0	0	0	0	0	0	0	निशान
notched	0	0	0	0	0	0	0	0	0	0	दांतेदार
note	0	0	0	0	0	0	0	0	0	0	टिप्पणी
notebook	0	0	0	0	0	0	0	0	0	0	स्मरण पुस्तक
noted	0	0	0	0	0	0	1	0	0	0	विख्यात
noteworthy	0	0	0	0	0	0	0	0	0	0	ध्यान देने योग्य
nothingness	0	0	0	0	0	1	0	1	0	0	शून्य
notice	0	0	0	0	0	0	0	0	0	0	सूचना
noticeable	0	0	0	0	0	0	0	0	0	0	ध्यान देने योग्य
notification	0	1	0	0	0	0	0	0	0	0	अधिसूचना
notify	0	0	0	0	0	0	0	0	0	0	सूचित करें
notion	0	0	0	0	0	0	1	0	0	0	धारणा
notional	0	0	0	0	0	0	0	0	0	0	काल्पनिक
notoriety	1	0	1	1	0	1	1	0	0	0	बदनामी
notwithstanding	0	0	0	0	0	0	0	0	0	0	तिस पर भी
nought	0	0	0	0	0	0	0	0	0	0	शून्य
noun	0	0	0	0	0	0	0	0	0	0	संज्ञा
nourish	0	0	0	0	0	0	0	0	0	0	लालन-पालन करना
nourishment	0	0	0	0	0	0	1	0	0	0	पोषण
nouveau	0	0	0	0	0	0	0	0	0	0	नोव्यू
novelty	0	0	0	0	0	0	0	0	0	0	नवीनता
novice	0	0	0	0	0	0	0	0	0	0	नौसिखिए
nowadays	0	0	0	0	0	0	0	0	0	0	आजकल
noxious	0	0	1	1	0	1	0	0	0	0	हानिकारक
nozzle	0	0	0	0	0	0	0	0	0	0	नोक
nuance	0	0	0	0	0	0	0	0	0	0	अति सूक्ष्म अंतर
nuances	0	0	0	0	0	0	0	0	0	0	बारीकियों
nucleus	0	0	0	0	0	0	0	0	0	0	नाभिक
nude	0	0	0	0	0	0	0	0	0	0	नंगा
nudge	0	0	0	0	0	0	0	0	0	0	खिसकाने
nudity	0	0	0	0	0	0	0	0	0	0	नग्नता
nugget	0	0	0	0	0	0	0	0	0	0	सोने का डला
nuisance	1	0	0	0	0	1	0	0	0	0	बाधा
nul	0	0	0	0	0	1	0	0	0	0	नुल
null	0	0	0	0	0	0	0	0	0	0	शून्य
nullify	0	0	0	0	0	1	0	0	1	0	मंसूख़
numb	0	0	0	0	0	1	0	0	0	0	सुन्न
number	0	0	0	0	0	0	0	0	0	0	संख्या
numbering	0	0	0	0	0	0	0	0	0	0	नंबरिंग
numbers	0	0	0	0	0	0	1	0	0	0	नंबर
numbness	0	0	0	0	0	1	0	1	0	0	सुन्न होना
numeral	0	0	0	0	0	0	0	0	0	0	अंक
numerator	0	0	0	0	0	0	0	0	0	0	मीटर
numerical	0	0	0	0	0	0	0	0	0	0	संख्यात्मक
numerically	0	0	0	0	0	0	0	0	0	0	संख्यानुसार
numerous	0	0	0	0	0	0	0	0	0	0	बहुत
nun	0	0	0	0	0	1	0	0	0	1	मठवासिनी
nurse	0	0	0	0	0	0	1	0	0	1	देखभाल करना
nursery	0	0	0	0	1	0	1	0	0	1	नर्सरी
nurture	1	1	1	1	1	0	1	0	0	1	पालन - पोषण करना
nutmeg	0	0	0	0	0	0	0	0	0	0	जायफल
nutrition	0	0	0	0	0	0	0	0	0	0	पोषण
nutritious	0	0	0	0	0	0	1	1	0	0	पौष्टिक
