English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Arabic Word
king	0	0	0	0	0	0	1	0	0	0	ملِك
kingdom	0	0	0	0	0	0	0	0	0	0	مملكة
kink	0	0	0	0	0	0	0	0	0	0	شبك
kinky	0	0	0	0	0	0	0	0	0	0	غريب
kiosk	0	0	0	0	0	0	0	0	0	0	كشك
kirk	0	0	0	0	0	0	0	0	0	0	كيرك
kiss	0	1	0	0	1	0	1	0	1	0	قبلة
kit	0	0	0	0	0	0	0	0	0	0	عدة
kitchen	0	0	0	0	0	0	0	0	0	0	مطبخ
kite	0	0	1	0	0	1	0	0	0	0	طائرة ورقية
kitten	0	0	0	0	1	0	1	0	0	1	قطه صغيرة
knack	0	0	0	0	0	0	1	0	0	0	موهبة
knapsack	0	0	0	0	0	0	0	0	0	0	حقيبة
knead	0	0	0	0	0	0	0	0	0	0	دلك
knee	0	0	0	0	0	0	0	0	0	0	ركبة
kneel	0	0	0	0	0	0	0	0	0	0	اركع
kneeling	0	0	0	0	0	0	0	0	0	0	راكع
knell	0	0	0	1	0	1	0	1	0	0	يقرع
knickers	0	0	0	0	0	0	0	0	0	1	كلسون
knife	0	0	0	0	0	0	0	0	0	0	سكين
knight	0	0	0	0	0	0	1	0	0	0	فارس
knit	0	0	0	0	0	0	0	0	0	0	متماسكة
knob	0	0	0	0	0	0	0	0	0	0	مقبض الباب
knock	0	0	0	0	0	0	0	0	0	0	طرق
knoll	0	0	0	0	0	0	0	0	0	0	هضبة
knot	0	0	0	0	0	0	0	0	0	0	عقدة
knotted	0	0	0	0	0	1	0	0	0	0	معقود
knowing	0	0	0	0	0	0	1	0	0	0	معرفة
knowingly	0	0	0	0	0	0	0	0	0	0	عن علم
knowledge	0	0	0	0	0	0	1	0	0	0	المعرفه
knuckle	0	0	0	0	0	0	0	0	0	0	عقلة الاصبع
kos	0	0	0	0	0	0	0	0	0	0	كوس
kris	0	0	0	0	0	0	0	0	0	0	كريس
kudos	0	0	0	0	1	0	1	0	0	0	مجد
lab	0	0	0	0	0	0	0	0	0	0	مختبر
label	0	0	0	0	0	0	0	0	0	1	ضع الكلمة المناسبة
labor	0	1	0	0	1	0	1	0	1	1	العمل
laboratory	0	0	0	0	0	0	0	0	0	0	مختبر
labored	0	0	0	0	0	1	0	1	0	0	جاهد
laborer	0	0	0	0	0	0	0	0	0	0	عامل
laboring	0	0	0	0	0	0	0	0	0	0	العمل
laborious	0	0	0	0	0	1	0	0	0	0	مرهق
labyrinth	0	1	0	0	0	1	0	0	0	0	متاهة
lac	0	0	0	0	0	0	0	0	0	0	لاك
lace	1	0	0	1	0	1	1	1	0	1	ربط الحذاء
lack	0	0	0	0	0	1	0	0	0	0	قلة
lacking	0	0	0	0	0	1	0	0	0	0	تفتقر إلى
lackluster	0	0	0	0	0	1	0	0	0	0	باهتة
lacquer	0	0	0	0	0	0	0	0	0	0	ورنيش
lacrosse	0	0	0	0	0	0	0	0	0	0	لاكروس
lad	0	0	0	0	0	0	0	0	0	0	فتى
ladder	0	0	0	0	0	0	0	0	0	0	سُلُّم
laden	0	0	0	0	0	1	0	0	0	0	محملة
lading	0	0	0	0	0	0	0	0	0	0	الشحن
ladle	0	0	0	0	0	0	0	0	0	0	مغرفة
lady	0	0	0	0	0	0	0	0	0	0	السيدة
lag	0	0	0	0	0	1	0	0	0	0	بطئ
lagging	1	1	1	0	0	1	0	1	0	0	متخلفة
lagoon	0	0	0	0	0	0	0	0	0	0	البحيرة
lair	0	0	0	0	0	1	0	0	0	0	مخبأ
laity	0	0	0	0	0	0	0	0	0	0	علماني
lake	0	0	0	0	0	0	0	0	0	0	بحيرة
lama	0	0	0	0	0	0	0	0	0	0	لاما
lamb	0	0	0	0	1	0	1	0	0	1	لحم ضأن
lament	0	0	1	1	0	1	0	1	0	0	رثاء
lamenting	0	0	0	0	0	0	0	1	0	0	رثاء
lamina	0	0	0	0	0	0	0	0	0	0	الصفيحة
laminated	0	0	0	0	0	0	0	0	0	0	مغلفة
lamp	0	0	0	0	0	0	0	0	0	0	مصباح
lance	0	0	0	0	0	0	0	0	0	0	حربة
lancer	0	0	0	0	0	0	0	0	0	0	لانسر
land	0	0	0	0	0	0	1	0	0	0	الأرض
landed	0	0	0	0	0	0	1	0	0	0	عقاري
landing	0	0	0	0	0	0	0	0	0	0	هبوط
landlocked	0	0	0	0	0	0	0	0	0	0	غير ساحلي
landlord	0	0	0	0	0	0	0	0	0	0	المالك
landmark	0	0	0	0	0	0	0	0	0	1	معلم معروف
lands	0	0	0	0	0	0	0	0	0	0	الأراضي
landscape	0	0	0	0	0	0	0	0	0	0	المناظر الطبيعيه
landscaping	0	0	0	0	0	0	0	0	0	0	المناظر الطبيعية
landslide	0	0	0	1	0	1	0	1	0	0	انهيار أرضي
lane	0	0	0	0	0	0	0	0	0	0	خط
language	0	0	0	0	0	0	0	0	0	0	لغة
languid	0	0	0	0	0	1	0	0	0	0	ضعيف
languish	0	0	0	0	0	1	0	0	0	0	تضعف
languishing	0	0	0	1	0	1	0	1	0	0	يذبل
lanky	0	0	0	0	0	0	0	0	0	0	نحيف
lantern	0	0	0	0	0	0	0	0	0	0	فانوس
lap	0	0	0	0	0	0	0	0	0	0	حجر
lapel	0	0	0	0	0	0	0	0	0	0	طية صدر السترة
lapse	0	0	0	0	0	1	0	0	0	0	زلة
lapsed	0	0	0	0	0	0	0	0	0	0	انقضت
larceny	0	0	1	0	0	1	0	0	0	0	السرقة
lard	0	0	0	0	0	0	0	0	0	0	شحم الخنزير
larder	0	0	0	0	0	0	0	0	0	0	larder
large	0	0	0	0	0	0	0	0	0	0	كبير
larger	0	0	1	0	0	0	0	0	1	1	أكبر
largo	0	0	0	0	0	0	0	0	0	0	كبير
lark	0	0	0	0	0	0	0	0	0	0	قبرة
larva	0	0	0	0	0	0	0	0	0	0	يرقة
larynx	0	0	0	0	0	0	0	0	0	0	الحنجرة
laser	0	0	0	0	0	0	1	0	0	1	الليزر
lash	1	0	0	1	0	1	0	0	0	0	رموش
lass	0	0	0	0	0	0	0	0	0	0	معشوقة
lasso	0	0	0	0	0	0	0	0	0	0	لاسو
lasting	0	0	0	0	0	0	0	0	0	0	دائم
latch	0	0	0	0	0	0	0	0	0	0	مزلاج
late	0	0	0	0	0	1	0	1	0	0	متأخر
lateness	0	0	0	0	0	1	0	0	0	0	تأخر
latent	1	1	1	0	0	1	0	0	1	0	كامن
lateral	0	0	0	0	0	0	0	0	0	0	جانبي
laterally	0	0	0	0	0	0	0	0	0	0	أفقيا
latex	0	0	0	0	0	0	0	0	0	0	اللاتكس
lathe	0	0	0	0	0	0	0	0	0	0	مخرطة
lather	0	0	0	0	0	0	0	0	0	0	رغوة الصابون
latitude	0	0	0	0	0	0	0	0	0	0	خط العرض
latrines	0	0	1	0	0	1	0	0	0	0	المراحيض
lattice	0	0	0	0	0	0	0	0	0	0	بنية
laudable	0	0	0	0	0	0	1	0	0	0	جدير بالثناء
laugh	0	0	0	0	1	0	1	0	1	0	يضحك
laughable	0	0	1	0	0	1	0	0	0	0	مثير للضحك
laughing	0	0	0	0	1	0	1	0	0	0	يضحك
laughter	0	1	0	0	1	0	1	0	1	0	ضحك
launch	0	1	0	0	0	0	1	0	0	0	إطلاق
laundry	0	0	0	0	0	0	0	0	0	0	غسيل ملابس
laureate	0	0	0	0	0	0	1	0	0	1	الحائز على جائزة
laurel	0	0	0	0	0	0	1	0	0	0	الغار
laurels	0	0	0	0	1	0	1	0	0	0	أمجاد
lava	1	0	0	1	0	1	0	0	0	0	حمم بركانية
lavage	0	0	0	0	0	0	0	0	0	0	غسيل
lavatory	0	0	1	0	0	0	0	0	0	0	مرحاض
lavender	0	0	0	0	0	0	0	0	0	0	الخزامى
lavish	0	0	0	0	0	0	1	0	0	0	مسرف
law	0	0	0	0	0	0	0	0	0	1	قانون
lawful	0	0	0	0	0	0	1	0	0	1	قانوني
lawlessness	1	0	0	1	0	1	0	0	0	0	الفوضى
lawn	0	0	0	0	0	0	0	0	0	0	العشب
lawsuit	1	0	1	1	0	1	0	1	1	0	دعوى قضائية
lawyer	1	0	1	1	0	1	0	0	0	0	محامي
lax	0	0	0	0	0	1	0	1	0	0	التراخي
laxative	0	0	1	1	0	1	0	0	0	0	ملين
lay	0	0	0	0	0	0	0	0	0	0	يضع
layer	0	0	0	0	0	0	0	0	0	0	طبقة
layered	0	0	0	0	0	0	0	0	0	0	الطبقات
layman	0	0	0	0	0	0	0	0	0	0	الشخص العادي
lazy	0	0	0	0	0	1	0	0	0	0	كسول
lea	0	0	0	0	0	0	0	0	0	0	ليا
lead	0	0	0	0	0	0	1	0	0	0	قيادة
leader	0	0	0	0	0	0	1	0	0	1	قائد
leading	0	0	0	0	0	0	0	0	0	1	قيادة
leads	0	0	0	0	0	0	0	0	0	0	يؤدي
leaf	0	0	0	0	0	0	0	0	0	0	ورقة الشجر
leaflet	0	0	0	0	0	0	0	0	0	0	منشور
leafy	0	0	0	0	0	0	0	0	0	0	المورقة
league	0	0	0	0	0	0	1	0	0	0	الدوري
leak	0	0	0	0	0	1	0	0	0	0	تسريب
leakage	0	0	0	0	0	1	0	0	0	0	تسرب
leaky	0	0	0	0	0	1	0	0	0	0	راشح
lean	0	0	0	0	0	0	0	0	0	0	يتكئ
leaned	0	0	0	0	0	0	0	0	0	0	انحنى
leaning	0	0	0	0	0	0	0	0	0	1	يميل
leap	0	0	0	0	0	0	0	0	0	0	طفرة - قفزه
learn	0	0	0	0	0	0	1	0	0	0	يتعلم
learned	0	0	0	0	0	0	0	0	0	0	تعلمت
learner	0	0	0	0	0	0	0	0	0	0	المتعلم
learning	0	0	0	0	0	0	1	0	0	0	التعلم
lease	0	0	0	0	0	0	0	0	0	0	إيجار
leash	0	0	0	0	0	0	0	0	0	0	رباط
leather	0	0	0	0	0	0	0	0	0	0	جلد
leathery	0	0	0	0	0	0	0	0	0	0	مصنوع من الجلد
leave	0	0	0	0	0	1	0	1	1	0	غادر
lecture	0	0	0	0	0	0	0	0	0	0	محاضرة
lecturer	0	0	0	0	0	0	1	0	0	0	محاضر
ledge	0	0	0	0	0	0	0	0	0	0	الحافة
ledger	0	0	0	0	0	0	0	0	0	0	موازنة
lee	0	0	0	0	0	0	0	0	0	0	لي
leech	0	0	0	0	0	1	0	0	0	0	علقة
leeches	0	0	1	1	0	1	0	0	0	0	العلق
leer	0	0	1	0	0	1	0	0	0	0	لير
leery	0	0	0	0	0	0	0	0	1	0	حذر
lees	0	0	0	0	0	0	0	0	0	0	ريس
leeway	0	0	0	0	0	0	1	0	0	0	فسحة
left	0	0	0	0	0	0	0	0	0	0	اليسار
leg	0	0	0	0	0	0	0	0	0	0	ساق
legacy	0	0	0	0	0	0	0	0	0	0	ميراث
legal	0	0	0	0	0	0	1	0	0	1	قانوني
legality	0	0	0	0	0	0	0	0	0	0	شرعية
legalize	0	0	0	0	0	0	0	0	0	0	تقنين
legalized	1	0	0	1	1	0	1	0	0	1	مصدق
legally	0	0	0	0	0	0	0	0	0	0	من الناحية القانونية
legend	0	0	0	0	0	0	0	0	0	0	عنوان تفسيري
legendary	0	0	0	0	0	0	1	0	0	0	أسطوري
legibility	0	0	0	0	0	0	1	0	0	0	مقروئية
legible	0	0	0	0	0	0	1	0	0	0	مقروء
legion	0	0	0	0	0	0	0	0	0	0	فيلق
legislate	0	0	0	0	0	0	0	0	0	0	التشريع
legislation	0	0	0	0	0	0	0	0	0	0	تشريع
legislative	0	0	0	0	0	0	0	0	0	0	تشريعي
legislator	0	0	0	0	0	0	0	0	0	1	مشرع
legislature	0	0	0	0	0	0	0	0	0	1	السلطة التشريعية
legitimacy	0	0	0	0	0	0	0	0	0	1	شرعية
legs	0	0	0	0	0	0	0	0	0	0	أرجل
legume	0	0	0	0	0	0	0	0	0	0	بقوليات
leisure	0	1	0	0	1	0	1	0	1	1	راحة
leisurely	0	0	0	0	0	0	1	0	0	0	على مهل
lemma	0	0	0	0	0	0	1	0	0	0	ليما
lemon	0	0	1	0	0	1	0	0	0	0	ليمون
lend	0	0	0	0	0	0	0	0	0	0	أعار
lender	0	0	0	0	0	0	0	0	0	1	المقرض
lending	0	0	0	0	0	0	0	0	0	0	الإقراض
length	0	0	0	0	0	0	0	0	0	0	الطول
lengthen	0	0	0	0	0	0	0	0	0	0	يطيل
lengthened	0	0	0	0	0	0	0	0	0	0	مطول
lengthening	0	0	0	0	0	0	0	0	0	0	تطويل
lengthwise	0	0	0	0	0	0	0	0	0	0	بالطول
lengthy	0	0	0	0	0	0	0	0	0	0	طويل
leniency	0	0	0	0	0	0	0	0	0	0	التساهل
lenient	0	0	0	0	0	0	1	0	0	0	متساهل
lens	0	0	0	0	0	0	0	0	0	0	عدسة
leopard	0	0	0	0	0	0	0	0	0	0	فهد
leprosy	0	0	1	1	0	1	0	1	0	0	جذام
lessee	0	0	0	0	0	0	0	0	0	0	مستأجر
lessen	0	1	0	0	0	1	0	0	0	0	يقلل
lessening	0	0	0	0	0	0	0	0	0	0	التقليل
lesser	0	0	1	0	0	1	0	0	0	0	أقل
lesson	0	1	0	0	0	0	1	0	0	1	درس
lessor	0	0	0	0	0	0	0	0	0	0	المؤجر
lethal	0	0	1	1	0	1	0	1	0	0	قاتلة
lethargic	0	0	0	0	0	0	0	0	0	0	كسول
lethargy	0	0	0	0	0	1	0	1	0	0	الخمول
letter	0	1	0	0	0	0	0	0	0	0	رسالة
lettered	0	1	0	0	0	0	1	0	0	1	مكتوب
letters	0	0	0	0	0	0	0	0	0	0	حروف
lettuce	0	0	0	0	0	0	0	0	0	0	خَسّ
leukemia	1	0	0	1	0	1	0	1	0	0	سرطان الدم
levee	0	0	0	0	0	0	0	0	0	1	السد
level	0	0	0	0	0	0	1	0	0	1	مستوى
lever	0	0	0	0	0	0	0	0	0	0	رافعة
leverage	0	0	0	0	0	0	1	0	0	0	تأثير ايجابي
levy	0	0	0	0	0	1	0	0	0	0	الجبايه
lewd	0	0	1	0	0	1	0	0	0	0	بذيئة
lexicon	0	0	0	0	0	0	0	0	0	0	معجم
ley	0	0	0	0	0	0	0	0	0	0	لاي
liabilities	0	0	0	0	0	0	0	0	0	0	المطلوبات
liability	0	0	0	0	0	0	0	0	0	0	مسؤولية
liaison	0	0	0	0	0	1	0	0	0	0	الاتصال
liar	0	0	1	0	0	1	0	0	0	0	كذاب
libel	1	0	0	1	0	1	0	0	0	1	القذف
libelous	0	0	0	0	0	0	0	0	0	0	تشهيري
liberal	0	0	0	0	0	1	1	0	0	0	ليبرالية
liberalism	0	0	0	0	0	0	0	0	0	0	الليبرالية
liberate	1	1	0	0	1	0	1	0	1	1	حرر
liberation	0	1	0	0	1	0	1	0	1	0	تحرير
liberty	0	1	0	0	1	0	1	0	1	1	حرية
libido	0	0	0	0	0	0	0	0	0	0	الرغبة الجنسية
librarian	0	0	0	0	0	0	0	0	0	0	أمين المكتبة
library	0	0	0	0	0	0	1	0	0	0	مكتبة
libretto	0	0	0	0	0	0	0	0	0	0	ليبريتو
license	0	0	0	0	0	0	0	0	0	0	رخصة
lichen	0	0	0	0	0	0	0	0	0	0	حزاز
lick	0	0	1	0	0	1	0	0	0	0	يلعق
lid	0	0	0	0	0	0	0	0	0	0	جفن العين
lie	1	0	1	0	0	1	0	1	0	0	يكذب
liege	0	0	0	0	0	0	0	0	0	0	لييج
lien	0	0	0	0	0	0	0	0	0	0	حجز
lieu	0	0	0	0	0	0	0	0	0	0	بدلا
lieutenant	0	0	0	0	0	0	0	0	0	1	أيتها الملازم
life	0	0	0	0	0	0	0	0	0	0	الحياة
lifeblood	0	0	0	0	0	0	1	0	0	0	شريان الحياة
lifeboat	0	0	0	0	0	0	0	0	0	0	قارب نجاة
lifeless	0	0	0	1	0	1	0	1	0	0	هامدة
lifelike	0	0	0	0	0	0	0	0	0	0	نابض بالحياة
lifelong	0	0	0	0	0	0	0	0	0	0	مدى الحياة
lifetime	0	0	0	0	0	0	0	0	0	0	حياة
lift	0	0	0	0	0	0	0	0	0	0	يرفع
ligament	0	0	0	0	0	0	0	0	0	0	رباط
ligation	0	0	0	0	0	0	0	0	0	0	ربط
light	0	0	0	0	0	0	0	0	0	0	خفيفة
lighten	0	0	0	0	0	0	0	0	0	0	تفتيح
lighthouse	0	0	0	0	0	0	1	0	0	0	منارة
lightness	0	0	0	0	0	0	0	0	0	0	خفة
lightning	1	0	0	1	0	0	0	0	1	0	برق
likelihood	0	0	0	0	0	0	0	0	0	0	احتمالية
likeness	0	0	0	0	0	0	0	0	0	0	الشبه
likewise	0	0	0	0	0	0	0	0	0	0	بطريقة مماثلة
liking	0	0	0	0	1	0	1	0	0	1	تروق
lilac	0	0	0	0	0	0	0	0	0	0	أرجواني
lily	0	0	0	0	0	0	0	0	0	0	زنبق
limb	0	0	0	0	0	0	0	0	0	0	فرع الشجره
limbo	0	0	0	0	0	0	0	0	0	0	طي النسيان
limit	0	0	0	0	0	0	0	0	0	0	حد
limitation	0	0	0	0	0	0	0	0	0	0	تحديد
limited	1	0	0	0	0	1	0	1	0	0	محدود
limitless	0	0	0	0	0	0	0	0	0	0	لا حدود لها
limousine	0	0	0	0	0	0	0	0	0	0	ليموزين
limp	0	0	0	0	0	1	0	0	0	0	يعرج
lin	0	0	0	0	0	0	0	0	0	0	لين
line	0	0	0	0	0	0	0	0	0	0	خط
lineage	0	0	0	0	0	0	0	0	0	0	النسب
lineal	0	0	0	0	0	0	0	0	0	0	مباشر
linear	0	0	0	0	0	0	0	0	0	0	خطي
lined	0	0	0	0	0	0	0	0	0	0	مبطن
linen	0	0	0	0	0	0	0	0	0	0	الكتان
liner	0	0	0	0	0	0	0	0	0	0	بطانة
lines	0	0	0	1	0	0	0	0	0	0	خطوط
linger	0	1	0	0	0	0	0	0	0	0	بقي
lingo	0	0	0	0	0	0	0	0	0	0	لغة
lingual	0	0	0	0	0	0	0	0	0	0	لغوي
linguist	0	0	0	0	0	0	1	0	0	1	لغوي
linguistic	0	0	0	0	0	0	0	0	0	0	لغوي
linguistics	0	0	0	0	0	0	0	0	0	0	اللغويات
lining	0	0	0	0	0	0	0	0	0	0	بطانة
link	0	0	0	0	0	0	0	0	0	0	حلقة الوصل
linoleum	0	0	0	0	0	0	0	0	0	0	مشمع
lint	0	0	0	0	0	1	0	0	0	0	الوبر
lion	0	0	0	1	0	0	1	0	0	0	أسد
lip	0	0	0	0	0	0	0	0	0	0	شفة
lipstick	0	0	0	0	0	0	0	0	0	0	أحمر الشفاه
liquefaction	0	0	0	0	0	0	0	0	0	0	تسييل
liquefied	0	0	0	0	0	0	0	0	0	0	مسال
liqueur	0	0	0	0	0	0	0	0	0	0	ليكيور
liquid	0	0	0	0	0	0	0	0	0	0	سائل
liquidate	0	0	0	0	0	0	0	0	0	0	صفى
liquidation	0	0	0	0	0	0	0	0	0	0	تصفية
liquidator	0	0	0	0	0	0	0	0	0	0	المصفي
liquidity	0	0	0	0	0	0	0	0	0	0	السيولة
liquor	1	0	0	0	1	1	0	1	0	0	الخمور
lisp	0	0	0	0	0	0	0	0	0	0	لثغة
list	0	0	0	0	0	0	0	0	0	0	قائمة
listen	0	0	0	0	0	0	0	0	0	0	استمع
listener	0	0	0	0	0	0	0	0	0	0	المستمع
listing	0	0	0	0	0	0	0	0	0	0	قائمة
listless	0	0	0	0	0	1	0	1	0	0	فاتر
litany	0	0	0	0	0	0	0	0	0	0	ابتهال
literally	0	0	0	0	0	0	0	0	0	0	حرفيا
literary	0	0	0	0	0	0	0	0	0	0	أدبي
literature	0	0	0	0	0	0	0	0	0	0	المؤلفات
lithe	0	0	0	0	0	0	1	0	0	0	رشيق
lithograph	0	0	0	0	0	0	0	0	0	0	ليثوجراف
lithography	0	0	0	0	0	0	0	0	0	0	الطباعة الحجرية
lithology	0	0	0	0	0	0	0	0	0	0	علم الصخر
lithosphere	0	0	0	0	0	0	0	0	0	0	الغلاف الصخري
litigant	0	0	0	0	0	1	0	0	0	0	المتقاضي
litigate	1	1	1	1	0	1	0	1	0	0	يقاضي
litigation	0	0	0	0	0	1	0	0	0	0	دعوى
litigious	1	0	1	0	0	1	0	0	0	0	التقاضي
litter	0	0	0	0	0	1	0	0	0	0	قمامة
littoral	0	0	0	0	0	0	0	0	0	0	الساحل
liturgy	0	0	0	0	0	0	0	0	0	0	الليتورجيا
livelihood	0	0	0	0	0	0	0	0	0	0	رزق
livery	0	0	0	0	0	0	0	0	0	0	كسوة
livid	1	0	1	0	0	1	0	0	0	0	غاضب
living	0	0	0	0	0	0	0	0	0	0	معيشة
llama	0	0	0	0	0	0	0	0	0	0	اللاما
load	0	0	0	0	0	0	0	0	0	0	حمل
loaf	0	0	0	0	0	1	0	0	0	0	رغيف
loafer	0	0	0	0	0	1	0	0	0	0	الكسول
loam	0	0	0	0	0	0	0	0	0	0	طفال
loan	0	0	0	0	0	0	0	0	0	0	يُقرض
loath	1	0	0	0	0	1	0	0	0	0	متردد
loathe	1	0	1	0	0	1	0	0	0	0	يكره
loathing	0	0	1	0	0	1	0	0	0	0	اشمئزاز
loathsome	1	0	1	0	0	1	0	0	0	0	بغيض
lobby	0	0	0	0	0	0	0	0	0	0	ردهة
lobbyist	0	0	0	0	0	1	0	0	0	0	اللوبي
lobe	0	0	0	0	0	0	0	0	0	0	الفص
local	0	0	0	0	0	0	0	0	0	0	محلي
locale	0	0	0	0	0	0	0	0	0	0	اللغة
locality	0	0	0	0	0	0	0	0	0	0	مكان
localization	0	0	0	0	0	0	0	0	0	0	الموقع
localize	0	1	0	0	0	0	0	0	0	0	توطين
locate	0	0	0	0	0	0	0	0	0	0	حدد
location	0	0	0	0	0	0	0	0	0	0	موقعك
loch	0	0	0	0	0	0	0	0	0	0	بحيرة
lock	0	0	0	0	0	0	0	0	0	0	قفل
locker	0	0	0	0	0	0	0	0	0	0	خزانة
locksmith	0	0	0	0	0	0	0	0	0	0	قفال
lockup	0	0	0	1	0	1	0	1	0	0	اغلق
locomotion	0	0	0	0	0	0	0	0	0	0	الحركة
locomotive	0	0	0	0	0	0	0	0	0	0	قاطرة
locust	0	0	0	1	0	1	0	0	0	0	الجراد
lodge	0	0	0	0	0	0	0	0	0	0	النزل
lodger	0	0	0	0	0	0	0	0	0	0	مستأجر
lodging	0	0	0	0	0	0	0	0	0	1	إقامة
loft	0	0	0	0	0	0	0	0	0	0	العلية
lofty	0	0	0	0	0	1	0	0	0	0	نبيل
log	0	0	0	0	0	0	0	0	0	0	سجل
logarithm	0	0	0	0	0	0	0	0	0	0	اللوغاريتم
logarithmic	0	0	0	0	0	0	0	0	0	0	لوغاريتمي
logic	0	0	0	0	0	0	0	0	0	0	منطق
logical	0	0	0	0	0	0	1	0	0	0	منطقي
logistics	0	0	0	0	0	0	0	0	0	0	الخدمات اللوجستية
logotype	0	0	0	0	0	0	0	0	0	0	الشعار
loin	0	0	0	0	0	0	0	0	0	0	الخاصرة
lollipop	0	0	0	0	0	0	0	0	0	0	مصاصة
lone	0	0	0	0	0	0	0	1	0	0	وحيد
loneliness	0	0	0	1	0	1	0	1	0	0	الشعور بالوحدة
lonely	1	0	1	1	0	1	0	1	0	0	وحيد
lonesome	0	0	0	0	0	1	0	1	0	0	وحيد
long	0	1	0	0	0	0	0	0	0	0	طويل
longevity	0	0	0	0	0	0	1	0	0	0	طول العمر
longing	0	1	0	0	0	0	0	1	0	0	شوق
longitude	0	0	0	0	0	0	0	0	0	0	خط الطول
longitudinal	0	0	0	0	0	0	0	0	0	0	طولي
longitudinally	0	0	0	0	0	0	0	0	0	0	طوليا
loo	0	0	1	0	0	1	0	0	0	0	مرحاض
lookout	0	0	0	0	0	0	0	0	0	0	انتبه
loom	0	1	0	1	0	1	0	0	0	0	تلوح في الأفق
looming	0	0	0	0	0	0	0	0	0	0	تلوح في الأفق
loon	0	0	1	0	0	1	0	0	0	0	لون
loony	0	0	0	0	0	1	0	0	0	0	معتوه مخبول
loop	0	0	0	0	0	0	0	0	0	0	عقدة
loophole	0	0	0	0	0	0	0	0	0	0	ثغرة
loosen	0	0	0	0	0	0	0	0	0	0	إرخاء
loosening	0	0	0	0	0	0	0	0	0	0	تخفيف
loot	0	0	0	0	0	1	0	0	0	0	نهب
lop	0	0	0	0	0	0	0	0	0	0	لوب
lopsided	0	0	0	0	0	0	0	0	0	0	غير متوازن
lord	0	0	1	0	0	1	1	0	0	1	رب
lords	0	0	0	0	0	0	0	0	0	0	اللوردات
lordship	0	0	0	0	0	0	1	0	0	0	سيادة
lore	0	0	0	0	0	0	0	0	0	0	معرفة
lorry	0	0	0	0	0	0	0	0	0	0	شاحنة
lose	1	0	1	1	0	1	0	1	1	0	تخسر
losing	1	0	0	0	0	1	0	1	0	0	خاسرة
loss	1	0	0	1	0	1	0	1	0	0	خسارة
lost	0	0	0	0	0	1	0	1	0	0	ضائع
lot	0	0	0	0	0	0	0	0	0	0	كثير
lotion	0	0	0	0	0	0	0	0	0	0	غسول
lots	0	0	0	0	0	0	0	0	0	0	الكثير
lottery	0	1	0	0	0	0	0	0	0	0	اليانصيب
lotto	0	0	0	0	0	0	0	0	0	0	لوتو
loud	0	0	0	0	0	0	0	0	0	0	بصوت عال
loudly	0	0	0	0	0	0	0	0	0	0	بصوت عالي
loudness	1	0	0	0	0	1	0	0	0	0	بريق
lounge	0	0	0	0	0	1	0	0	0	0	صالة
louse	0	0	1	0	0	1	0	0	0	0	قملة
lovable	0	0	0	0	1	0	1	0	0	1	محبوب
love	0	0	0	0	1	0	1	0	0	0	الحب
lovely	0	1	0	0	1	0	1	1	1	1	محبوب
lovemaking	0	0	0	0	1	0	1	0	0	1	حبهم
lover	0	1	0	0	1	0	1	0	0	1	حبيب
loving	0	0	0	0	1	0	1	0	0	1	محب
lower	0	0	0	0	0	1	0	1	0	0	أدنى
lowering	0	0	0	0	0	1	0	0	0	0	خفض
lowest	0	0	0	0	0	1	0	1	0	0	أدنى
lowlands	0	0	0	0	0	1	0	0	0	0	الأراضي المنخفضة
lowly	0	0	0	0	0	1	0	1	0	0	حقير
loyal	0	0	0	1	1	0	1	0	1	1	مخلص
loyalty	0	0	0	0	0	0	1	0	0	1	وفاء
lubricate	0	0	0	0	0	0	0	0	0	0	تشحيم
lubrication	0	0	0	0	0	0	0	0	0	0	تشحيم
luck	0	1	0	0	1	0	1	0	1	0	حظ
lucky	0	0	0	0	1	0	1	0	1	0	سعيد الحظ
ludicrous	0	0	0	0	0	1	0	0	0	0	سخيف
lug	0	0	0	0	0	0	0	0	0	0	العروة
luggage	0	0	0	0	0	0	0	0	0	0	أمتعة
lull	0	1	0	0	0	0	0	0	0	0	هدوء مؤقت
lullaby	0	0	0	0	0	0	0	0	0	0	التهويدة
lumbar	0	0	0	0	0	0	0	0	0	0	قطني
lumber	0	0	0	0	0	0	0	0	0	0	خشب
lumbering	0	0	0	0	0	1	0	0	0	0	تثاقل
luminescent	0	0	0	0	0	0	0	0	0	0	الانارة
luminous	0	0	0	0	0	0	0	0	0	0	مضيئة
lump	0	0	0	0	0	1	0	0	0	0	كتلة
lumpy	0	0	1	0	0	1	0	0	0	0	محفر
lunacy	1	0	1	1	0	1	0	1	0	0	جنون
lunar	0	0	0	0	0	0	0	0	0	0	قمري
lunatic	1	0	1	1	0	1	0	0	0	0	مجنون
lunch	0	0	0	0	0	0	0	0	0	0	غداء
luncheon	0	0	0	0	0	0	0	0	0	0	غداء
lunge	0	0	0	0	0	0	0	0	1	0	اندفع
lungs	0	0	0	0	0	0	0	0	0	0	رئتين
lurch	0	0	0	0	0	1	0	0	0	0	ترنح
lure	0	0	0	0	0	1	0	0	0	0	إغراء، شرك، طعم
lurid	0	0	1	0	0	1	0	0	0	0	متوهج
lurk	0	0	0	0	0	1	0	0	0	0	ثابر
