Word	Danish-da	Valence	Arousal	Dominance
imaging	billedbehandling	0.724	0.394	0.482
imagining	forestille	0.765	0.458	0.545
imam	NO TRANSLATION	0.527	0.337	0.539
imbalance	uligevægt	0.115	0.538	0.264
imbecile	tåbe	0.082	0.569	0.260
imbedded	indlejret	0.406	0.580	0.562
imissyou	NO TRANSLATION	0.480	0.608	0.344
imitate	efterligne	0.469	0.561	0.336
imitated	efterlignet	0.333	0.391	0.442
imitation	efterligning	0.406	0.592	0.343
immaculate	ulastelig	0.698	0.330	0.688
immaterial	uvæsentlig	0.296	0.309	0.295
immature	umoden	0.114	0.500	0.200
immaturity	umodenhed	0.146	0.567	0.221
immeasurable	umålelig	0.510	0.539	0.712
immeasurably	umådeligt	0.510	0.640	0.680
immediacy	umiddelbarhed	0.635	0.630	0.627
immediate	umiddelbar	0.656	0.548	0.716
immediately	med det samme	0.552	0.780	0.707
immemorial	Arilds	0.327	0.469	0.454
immense	umådelig	0.755	0.750	0.811
immerse	fordybe	0.510	0.577	0.509
immersion	nedsænkning	0.510	0.556	0.564
immigrant	immigrant	0.357	0.663	0.509
immigration	indvandring	0.390	0.667	0.454
imminent	forestående	0.490	0.784	0.643
immobile	immobil	0.225	0.217	0.298
immoral	umoralsk	0.143	0.622	0.385
immorality	umoral	0.188	0.689	0.315
immortal	udødelig	0.812	0.750	0.795
immortality	udødelighed	0.688	0.635	0.861
immovable	ubevægelig	0.480	0.310	0.571
immune	immun	0.629	0.472	0.780
immunity	immunitet	0.633	0.316	0.786
immunization	immunisering	0.667	0.510	0.733
immutable	uforanderlige	0.427	0.431	0.571
imp	imp	0.350	0.448	0.420
impact	indvirkning	0.469	0.884	0.776
impair	hæmmet	0.153	0.500	0.360
impaired	svækket	0.130	0.459	0.269
impairment	leverfunktion	0.170	0.571	0.220
impart	bibringe	0.521	0.441	0.694
impartial	upartisk	0.531	0.406	0.685
impartiality	upartiskhed	0.622	0.394	0.616
impassable	ufremkommelig	0.342	0.458	0.553
impassioned	lidenskabelig	0.740	0.780	0.802
impatience	utålmodighed	0.278	0.780	0.411
impatient	utålmodig	0.250	0.708	0.429
impatiently	NO TRANSLATION	0.194	0.750	0.539
impeach	anklage	0.208	0.776	0.664
impeachment	rigsretssag	0.163	0.735	0.694
impeccable	upåklagelig	0.833	0.370	0.824
impede	hindre	0.271	0.510	0.604
impediment	hindring	0.163	0.600	0.409
impelled	drives	0.604	0.741	0.690
impending	forestående	0.480	0.735	0.752
impenetrable	uigennemtrængelig	0.531	0.577	0.839
imperative	bydende nødvendigt	0.625	0.647	0.708
imperceptible	umærkelig	0.378	0.490	0.548
imperfect	ufuldkommen	0.173	0.527	0.202
imperfection	ufuldkommenhed	0.190	0.567	0.321
imperfectly	ufuldkomment	0.297	0.481	0.330
imperial	kejserlig	0.669	0.646	0.922
imperialist	NO TRANSLATION	0.284	0.786	0.833
impermeable	uigennemtrængelig	0.510	0.308	0.558
impermissible	utilladeligt	0.188	0.464	0.352
impersonal	upersonlig	0.316	0.356	0.472
impersonate	udgive	0.510	0.632	0.591
impersonation	personifikation	0.375	0.618	0.528
impersonator	imitator	0.469	0.586	0.406
impertinence	uforskammethed	0.170	0.653	0.420
impertinent	uforskammet	0.219	0.826	0.373
impervious	uigennemtrængelig	0.582	0.408	0.536
impetuous	fremfusende	0.602	0.814	0.712
impetus	fremdrift	0.521	0.740	0.635
implacable	uforsonlig	0.569	0.663	0.830
implant	implantat	0.429	0.510	0.588
implantation	implantation	0.396	0.604	0.741
implanted	implanteret	0.347	0.500	0.679
implement	gennemføre	0.720	0.573	0.792
implicate	implicere	0.250	0.670	0.434
implicated	impliceret	0.354	0.673	0.438
implication	implikation	0.337	0.528	0.690
implied	underforstået	0.327	0.530	0.481
implore	bønfalder	0.396	0.650	0.377
implosion	implosion	0.412	0.724	0.547
imply	indebære	0.542	0.670	0.533
impolite	uhøfligt	0.167	0.590	0.282
import	importere	0.615	0.480	0.623
importance	betydning	0.750	0.580	0.864
important	vigtig	0.827	0.630	0.836
importation	import	0.625	0.500	0.733
impose	pålægge	0.503	0.721	0.745
imposing	pålægge	0.392	0.731	0.836
imposition	indførelse	0.357	0.604	0.618
impossibility	umulighed	0.170	0.625	0.306
impossible	umulig	0.153	0.510	0.407
impostor	bedrager	0.135	0.704	0.442
impotence	impotens	0.198	0.689	0.224
impotent	impotent	0.146	0.587	0.333
impound	impound	0.230	0.587	0.583
impoverished	forarmede	0.125	0.311	0.203
impracticable	uigennemførlig	0.398	0.549	0.381
impractical	upraktisk	0.160	0.373	0.291
impregnable	uindtagelig	0.378	0.549	0.667
impregnate	imprægnere	0.510	0.721	0.655
impress	imponere	0.816	0.744	0.895
impressed	imponeret	0.806	0.770	0.429
impression	indtryk	0.684	0.557	0.577
impressionable	letpåvirkelig	0.827	0.720	0.645
impressive	imponerende	0.781	0.830	0.873
imprint	aftryk	0.615	0.574	0.685
imprison	fængsle	0.112	0.829	0.545
imprisoned	fængslet	0.032	0.717	0.302
imprisonment	fængsling	0.133	0.630	0.471
improbable	usandsynlig	0.097	0.412	0.439
impromptu	improviseret	0.541	0.729	0.415
improper	upassende	0.229	0.520	0.259
impropriety	uregelmæssigheder	0.133	0.591	0.389
improve	forbedre	0.833	0.528	0.815
improved	forbedret	0.919	0.480	0.679
improvement	forbedring	0.786	0.500	0.611
improves	forbedrer	0.929	0.625	0.727
improving	forbedring	0.911	0.510	0.682
improvisation	improvisation	0.631	0.812	0.529
improvise	improvisere	0.646	0.650	0.519
improvised	improviserede	0.610	0.673	0.443
imprudent	uforsigtig	0.170	0.676	0.265
impudence	frækhed	0.214	0.500	0.472
impudent	uforskammet	0.302	0.604	0.462
impulse	impuls	0.530	0.840	0.611
impulsive	impulsiv	0.365	0.864	0.607
impunity	straffrihed	0.313	0.721	0.602
impure	uren	0.260	0.560	0.208
impurity	urenhed	0.173	0.546	0.306
imputation	imputering	0.333	0.654	0.621
imtryingtosleep	NO TRANSLATION	0.438	0.363	0.385
inability	manglende evne	0.150	0.529	0.250
inaccessible	utilgængelig	0.083	0.585	0.446
inaccurate	forkert	0.135	0.450	0.250
inaction	passivitet	0.323	0.225	0.325
inactivate	inaktivere	0.245	0.240	0.415
inactivation	inaktivering	0.198	0.260	0.220
inactive	inaktiv	0.271	0.167	0.159
inactivity	inaktivitet	0.135	0.143	0.227
inadequacy	utilstrækkelighed	0.286	0.500	0.297
inadequate	utilstrækkelig	0.122	0.450	0.223
inadequateness	inadequateness	0.240	0.529	0.316
inadmissible	afvises	0.188	0.636	0.389
inadvertent	utilsigtet	0.365	0.368	0.286
inadvertently	utilsigtet	0.302	0.541	0.549
inaffable	NO TRANSLATION	0.388	0.518	0.455
inalienable	umistelig	0.437	0.459	0.608
inane	åndsforladt	0.271	0.350	0.268
inanimate	livløse	0.281	0.143	0.224
inapplicable	uanvendelig	0.281	0.402	0.330
inappropriate	upassende	0.135	0.542	0.353
inattention	uopmærksomhed	0.208	0.433	0.188
inaudible	uhørlig	0.280	0.398	0.358
inaugural	konstituerende	0.684	0.567	0.608
inaugurate	indvie	0.781	0.582	0.800
inauguration	indvielse	0.847	0.712	0.769
inborn	medfødt	0.590	0.288	0.546
inbound	indgående	0.531	0.388	0.538
inbred	indavlede	0.397	0.520	0.473
incalculable	uoverskuelige	0.449	0.620	0.679
incandescent	glødelampe	0.354	0.612	0.621
incantation	besværgelse	0.439	0.632	0.548
incapable	stand	0.156	0.529	0.155
incapacity	uarbejdsdygtighed	0.052	0.500	0.217
incarceration	indespærring	0.100	0.800	0.397
incarnate	inkarneret	0.552	0.651	0.593
incase	i tilfælde af	0.580	0.196	0.365
incendiary	brandbomber	0.281	0.810	0.598
incense	røgelse	0.698	0.275	0.328
incensed	opbragte	0.338	0.643	0.392
incentive	tilskyndelse	0.812	0.618	0.718
inception	starten	0.604	0.425	0.561
incessant	uophørlige	0.438	0.760	0.544
incessantly	uophørligt	0.417	0.765	0.606
incest	blodskam	0.073	0.853	0.491
incestuous	incestuøs	0.188	0.736	0.442
inch	inch	0.481	0.327	0.300
incidence	incidens	0.417	0.527	0.429
incident	utilsigtet hændelse	0.084	0.662	0.482
incidental	tilfældige	0.281	0.610	0.404
incidentally	I øvrigt	0.479	0.500	0.500
incineration	forbrænding	0.229	0.787	0.470
incinerator	forbrændingsanlæg	0.250	0.643	0.591
incipient	begyndende	0.442	0.382	0.430
incision	indsnit	0.240	0.663	0.558
incisive	skarp	0.380	0.602	0.545
incite	tilskynde	0.449	0.736	0.642
incitement	tilskyndelse	0.302	0.943	0.598
inclement	barskt	0.260	0.676	0.616
inclination	hældning	0.378	0.490	0.538
incline	hælde	0.490	0.423	0.345
inclined	hældende	0.469	0.347	0.402
include	omfatte	0.729	0.449	0.702
included	inkluderet	0.760	0.402	0.570
including	inklusive	0.700	0.378	0.518
inclusion	inklusion	0.774	0.404	0.712
inclusive	inklusive	0.604	0.420	0.564
incognito	inkognito	0.610	0.490	0.446
incoherent	usammenhængende	0.122	0.612	0.250
income	indkomst	0.750	0.510	0.728
incoming	indkommende	0.660	0.509	0.596
incomparable	uforlignelige	0.625	0.577	0.670
incompatible	uforenelig	0.196	0.500	0.310
incompetence	inkompetence	0.077	0.551	0.208
incompetent	inkompetent	0.133	0.566	0.239
incomplete	ufuldstændig	0.153	0.370	0.205
incompletely	ufuldstændigt	0.344	0.442	0.232
incompleteness	ufuldstændige	0.271	0.451	0.234
incomprehensible	uforståelig	0.250	0.550	0.344
inconceivable	utænkeligt	0.198	0.552	0.561
inconclusive	ufyldestgørende	0.153	0.442	0.340
incongruous	inkongruent	0.177	0.504	0.343
inconsequential	ligegyldig	0.250	0.480	0.345
inconsiderate	ubetænksom	0.224	0.519	0.423
inconsistency	uoverensstemmelse	0.125	0.480	0.314
inconsistent	inkonsekvent	0.271	0.431	0.295
inconspicuous	upåfaldende	0.604	0.214	0.368
incontinence	inkontinens	0.150	0.598	0.272
inconvenience	ulejlighed	0.063	0.667	0.291
inconvenient	ubelejligt	0.224	0.610	0.375
incorporate	indarbejde	0.745	0.612	0.571
incorporation	inkorporering	0.573	0.404	0.768
incorrect	ukorrekt	0.140	0.569	0.255
incorrigible	uforbederlig	0.130	0.667	0.500
increase	øge	0.810	0.657	0.886
increased	øget	0.684	0.660	0.773
incredible	utrolig	0.857	0.796	0.902
incredulous	skeptisk	0.286	0.510	0.269
increment	tilvækst	0.684	0.637	0.750
incriminate	anklage	0.188	0.810	0.416
incriminating	belastende	0.133	0.788	0.500
incrimination	strafbarhed	0.152	0.865	0.545
incubation	inkubation	0.461	0.490	0.397
incubator	inkubator	0.510	0.435	0.405
incubus	Incubus	0.458	0.529	0.482
incumbent	etablerede	0.396	0.540	0.565
incur	pådrage sig	0.312	0.667	0.495
incurable	uhelbredelig	0.104	0.667	0.255
incursion	indtrængen	0.552	0.830	0.719
indebted	forgældede	0.138	0.698	0.275
indecency	uanstændighed	0.135	0.670	0.491
indecent	uanstændig	0.083	0.683	0.240
indecision	ubeslutsomhed	0.184	0.480	0.196
indecisive	ubeslutsom	0.271	0.420	0.190
indefensible	uforsvarligt	0.173	0.647	0.484
indefinite	ubestemt	0.448	0.292	0.296
indelible	uudslettelig	0.490	0.337	0.591
indemnification	erstatning	0.521	0.490	0.770
indemnify	friholde	0.449	0.548	0.613
indemnity	godtgørelse	0.470	0.607	0.692
indent	led	0.479	0.346	0.379
indentation	indrykning	0.374	0.500	0.349
indenture	indenture	0.434	0.382	0.636
independence	uafhængighed	0.896	0.663	0.911
independent	uafhængig	0.885	0.440	0.872
indescribable	ubeskrivelig	0.448	0.529	0.648
indestructible	uforgængelige	0.772	0.731	0.853
indeterminate	ubestemt	0.360	0.402	0.322
index	indeks	0.448	0.268	0.342
indicate	angive	0.594	0.350	0.676
indicating	angiver	0.745	0.339	0.555
indication	tegn	0.719	0.432	0.750
indicative	vejledende	0.510	0.510	0.591
indicator	indikator	0.573	0.451	0.670
indice	NO TRANSLATION	0.469	0.377	0.541
indict	anklage	0.188	0.731	0.458
indictment	anklage	0.245	0.745	0.577
indie	indie	0.479	0.368	0.430
indifference	ligegyldighed	0.265	0.417	0.299
indifferent	ligegyldig	0.396	0.157	0.250
indigenous	indfødte	0.500	0.509	0.552
indigent	trængende	0.156	0.481	0.223
indigestion	dårlig fordøjelse	0.204	0.610	0.182
indignant	indignerede	0.260	0.600	0.423
indignation	harme	0.173	0.778	0.431
indignity	tort	0.167	0.500	0.306
indigo	indigo	0.514	0.365	0.473
indirect	indirekte	0.385	0.402	0.330
indiscreet	indiskret	0.177	0.587	0.342
indiscretion	indiskretion	0.265	0.637	0.390
indispensable	uundværlig	0.710	0.449	0.802
indisposed	forfald	0.122	0.519	0.206
indistinct	utydelig	0.255	0.340	0.360
indistinguishable	skelnes	0.346	0.458	0.548
individual	individuel	0.627	0.327	0.533
individuality	individualitet	0.612	0.469	0.527
indivisible	udelelig	0.646	0.398	0.580
indoctrination	indoktrinering	0.327	0.657	0.698
indolent	indolent	0.177	0.381	0.259
indomitable	ukuelig	0.458	0.800	0.830
indoor	indendørs	0.615	0.245	0.347
induce	inducere	0.257	0.606	0.684
induced	induceret	0.397	0.471	0.491
inducement	tilskyndelse	0.647	0.765	0.685
induction	induktion	0.392	0.593	0.627
indulge	forkæle	0.833	0.716	0.669
indulgence	overbærenhed	0.479	0.490	0.517
indulgent	overbærende	0.560	0.481	0.529
industrial	industriel	0.469	0.600	0.875
industrialist	industrimand	0.562	0.633	0.843
industrious	flittig	0.720	0.537	0.791
industry	industri	0.650	0.447	0.836
ineffable	uudsigelige	0.551	0.577	0.585
ineffective	ineffektiv	0.093	0.422	0.094
ineffectual	virkningsløs	0.163	0.412	0.200
inefficiency	ineffektivitet	0.092	0.466	0.181
inefficient	ineffektiv	0.190	0.460	0.173
inelastic	uelastisk	0.396	0.426	0.385
ineligible	støtteberettigede	0.143	0.377	0.457
inept	uduelig	0.156	0.418	0.209
ineptitude	uduelighed	0.177	0.471	0.250
inequality	ulighed	0.122	0.575	0.259
inequitable	uretfærdig	0.281	0.519	0.373
inert	indifferent	0.323	0.180	0.319
inertia	inerti	0.344	0.288	0.322
inevitable	uundgåelige	0.316	0.419	0.623
inexact	upræcis	0.153	0.459	0.170
inexcusable	utilgiveligt	0.271	0.582	0.546
inexhaustible	uudtømmelig	0.602	0.541	0.643
inexpensive	billig	0.694	0.414	0.260
inexperience	uerfarenhed	0.208	0.614	0.151
inexperienced	uerfarne	0.281	0.473	0.231
inexplicable	uforklarlig	0.224	0.635	0.443
inexpressible	usigelig	0.198	0.608	0.364
infallibility	ufejlbarlighed	0.583	0.663	0.764
infallible	ufejlbarlig	0.776	0.687	0.809
infamous	berygtede	0.146	0.580	0.472
infamy	skændsel	0.177	0.676	0.421
infancy	vorden	0.750	0.399	0.370
infant	spædbarn	0.802	0.431	0.328
infanticide	barnemord	0.167	0.856	0.443
infantile	infantil	0.604	0.382	0.259
infantry	infanteri	0.531	0.684	0.791
infarct	infarkt	0.080	0.846	0.386
infatuated	betaget	0.729	0.764	0.417
infatuation	forelskelse	0.844	0.745	0.530
infeasible	umuligt	0.245	0.472	0.236
infect	inficere	0.102	0.777	0.424
infection	infektion	0.083	0.735	0.407
infectious	smitsom	0.142	0.760	0.422
infer	udlede	0.449	0.490	0.453
inference	følgeslutning	0.359	0.479	0.398
inferential	inferential	0.426	0.451	0.455
inferior	underlegen	0.260	0.254	0.106
inferiority	underlegenhed	0.177	0.430	0.205
infernal	infernalsk	0.083	0.837	0.571
inferno	helvede	0.051	0.857	0.463
infertile	ufrugtbar	0.274	0.458	0.255
infertility	barnløshed	0.170	0.664	0.328
infestation	skadedyrsangreb	0.256	0.776	0.527
infidel	vantro	0.177	0.740	0.404
infidelity	utroskab	0.062	0.777	0.392
infield	indmarken	0.510	0.571	0.438
infiltrate	infiltrere	0.408	0.745	0.587
infiltration	infiltration	0.265	0.792	0.536
infinite	uendelig	0.724	0.583	0.735
infinitely	uendeligt	0.688	0.643	0.829
infinitesimal	uendelig lille	0.388	0.472	0.496
infinity	uendelighed	0.516	0.459	0.805
infirm	svagelige	0.115	0.521	0.210
infirmary	Ambulatorium	0.500	0.438	0.517
infirmity	svagelighed	0.094	0.482	0.252
inflammation	betændelse	0.146	0.765	0.423
inflammatory	inflammatorisk	0.177	0.642	0.404
inflatable	oppustelige	0.510	0.510	0.400
inflate	puste	0.305	0.569	0.462
inflated	oppustet	0.303	0.431	0.617
inflation	inflation	0.219	0.792	0.508
inflection	bøjning	0.385	0.635	0.377
inflict	påføre	0.167	0.760	0.609
infliction	Udsættelse	0.302	0.722	0.571
inflorescence	blomsterstand	0.459	0.344	0.412
influence	indflydelse	0.622	0.663	0.824
influential	indflydelsesrig	0.899	0.688	0.944
influenza	influenza	0.271	0.718	0.321
influx	tilgang	0.622	0.635	0.575
info	info	0.750	0.330	0.642
infomercial	oplysningsspot	0.427	0.462	0.555
inform	informere	0.723	0.582	0.679
informal	uformel	0.480	0.398	0.441
informant	informant	0.604	0.612	0.719
information	Information	0.765	0.370	0.711
informative	informativ	0.812	0.419	0.741
informed	informeret	0.543	0.298	0.617
informer	informant	0.521	0.578	0.580
infraction	overtrædelse	0.245	0.660	0.471
infrared	infrarød	0.469	0.588	0.526
infrastructure	infrastruktur	0.604	0.460	0.694
infrequent	sjælden	0.312	0.377	0.192
infrequently	sjældent	0.204	0.250	0.327
infringement	krænkelse	0.153	0.800	0.481
infuriate	hidse	0.102	0.934	0.596
infuriated	rasende	0.073	0.930	0.510
infuriates	infuriates	0.135	0.913	0.627
infuriating	oprørende	0.139	0.870	0.509
infuse	indgyde	0.380	0.705	0.589
infused	infunderet	0.385	0.473	0.546
infuser	infusionsenheden	0.469	0.433	0.536
infusion	infusion	0.583	0.365	0.453
ingenious	genial	0.760	0.690	0.891
ingenuity	opfindsomhed	0.708	0.590	0.868
ingest	indtager	0.510	0.559	0.473
ingestion	indtagelse	0.429	0.612	0.512
ingot	barre	0.688	0.444	0.615
ingrained	indgroet	0.531	0.490	0.712
ingrate	utaknemlig	0.235	0.606	0.327
ingredient	ingrediens	0.792	0.373	0.451
ingress	indtrængen	0.601	0.366	0.736
inhabit	Bebo	0.656	0.378	0.556
inhabitant	indbygger	0.604	0.356	0.519
inhabited	beboet	0.667	0.361	0.510
inhabiting	bebo	0.458	0.440	0.598
inhalation	inhalation	0.510	0.613	0.464
inhale	inhalere	0.427	0.340	0.492
inhaler	inhalator	0.408	0.500	0.349
inherent	iboende	0.562	0.439	0.480
inherit	arve	0.745	0.546	0.694
inheritance	arv	0.900	0.565	0.798
inhibit	inhibere	0.167	0.479	0.447
inhibition	inhibering	0.265	0.392	0.534
inhibitor	inhibitor	0.281	0.450	0.471
inhospitable	ugæstfri	0.265	0.531	0.395
inhuman	umenneskelig	0.107	0.660	0.492
inhumane	umenneskelig	0.104	0.587	0.402
inhumanity	umenneskelighed	0.143	0.540	0.405
inimaginable	NO TRANSLATION	0.542	0.636	0.534
inimical	fjendtlig	0.260	0.823	0.556
inimitable	uforligneligt	0.571	0.413	0.790
iniquity	Uret	0.219	0.567	0.425
initial	initial	0.583	0.314	0.539
initiate	igangsætte	0.719	0.480	0.553
initiated	sat i gang	0.760	0.490	0.650
initiation	indvielse	0.698	0.529	0.527
initiative	initiativ	0.833	0.615	0.768
inject	indsprøjte	0.406	0.735	0.596
injection	indsprøjtning	0.281	0.741	0.518
injunction	påbud	0.281	0.422	0.519
injure	beskadige	0.177	0.710	0.364
injured	tilskadekomne	0.083	0.680	0.302
injuring	sårede	0.073	0.790	0.245
injurious	skadelig	0.177	0.759	0.366
injury	skade	0.049	0.769	0.287
injustice	uretfærdighed	0.082	0.755	0.444
ink	blæk	0.471	0.408	0.235
inkling	anelse	0.448	0.551	0.570
inland	indre	0.510	0.417	0.423
inlay	indlæg	0.406	0.531	0.565
inlet	Fjord	0.646	0.378	0.466
inmate	indsatte	0.235	0.663	0.398
inn	Kro	0.660	0.284	0.475
innards	indmad	0.302	0.480	0.400
innate	medfødt	0.490	0.400	0.521
inner	indre	0.551	0.216	0.443
innermost	inderste	0.583	0.500	0.510
innerpeace	NO TRANSLATION	0.714	0.318	0.551
inning	inning	0.602	0.315	0.520
innings	innings	0.573	0.487	0.443
innkeeper	kromand	0.578	0.224	0.472
innocence	uskyld	0.802	0.260	0.307
innocent	uskyldig	0.729	0.206	0.340
innocently	uskyldigt	0.776	0.250	0.302
innocuous	harmløs	0.510	0.321	0.172
innovate	innovere	0.898	0.872	0.750
innovation	innovation	0.949	0.680	0.890
innovative	innovativ	0.880	0.640	0.830
innuendo	insinuationer	0.467	0.670	0.463
innumerable	utallig	0.667	0.445	0.704
inoculation	podning	0.333	0.570	0.598
inoperable	ubrugeligt	0.184	0.422	0.304
inoperative	inoperativ	0.138	0.425	0.273
inordinate	overdrevne	0.163	0.630	0.330
inorganic	uorganisk	0.385	0.345	0.282
input	input	0.643	0.337	0.527
inquest	ligsyn	0.458	0.569	0.721
inquire	forhøre	0.583	0.519	0.363
inquirer	Inquirer	0.573	0.598	0.776
inquiring	spørgende	0.479	0.510	0.500
inquiry	forespørgsel	0.541	0.420	0.536
inquisitive	nysgerrig	0.301	0.637	0.615
inquisitor	inkvisitor	0.385	0.873	0.642
insane	sindssyg	0.062	0.670	0.265
insanity	sindssyge	0.098	0.847	0.337
insatiable	umættelig	0.375	0.656	0.558
inscription	indskrift	0.592	0.422	0.542
inscrutable	uransagelige	0.459	0.541	0.613
insect	insekt	0.276	0.633	0.242
insecticide	insekticid	0.188	0.598	0.430
insecure	usikker	0.114	0.538	0.132
insecurity	usikkerhed	0.094	0.647	0.350
insemination	insemination	0.542	0.644	0.622
insensitive	ufølsom	0.219	0.471	0.302
inseparable	uadskillelige	0.700	0.520	0.571
insert	indsætte	0.481	0.552	0.519
inserted	indsat	0.479	0.402	0.476
insertion	insertion	0.521	0.520	0.565
inside	inde	0.612	0.404	0.472
insider	insider	0.625	0.562	0.750
insidious	snigende	0.146	0.622	0.480
insight	indsigt	0.613	0.363	0.649
insightful	indsigtsfuld	0.664	0.691	0.713
insignia	insignier	0.665	0.282	0.685
insignificance	ubetydelighed	0.250	0.216	0.222
insignificant	ubetydelig	0.083	0.306	0.114
insinuate	insinuere	0.292	0.635	0.413
insipid	fadt	0.214	0.250	0.241
insist	insistere	0.635	0.651	0.688
insistence	insisteren	0.418	0.704	0.645
insistent	vedholdende	0.552	0.635	0.701
insists	insisterer	0.490	0.587	0.610
insolence	uforskammethed	0.115	0.731	0.402
insolent	uforskammet	0.112	0.663	0.343
insoluble	uopløselig	0.439	0.290	0.414
insolvency	insolvens	0.323	0.431	0.300
insolvent	konkurs	0.230	0.481	0.318
insomnia	søvnløshed	0.198	0.611	0.373
insomniac	insomniac	0.231	0.367	0.329
inspect	inspicere	0.479	0.603	0.793
inspection	inspektion	0.459	0.630	0.718
inspector	inspektør	0.418	0.580	0.852
inspiration	inspiration	0.938	0.600	0.779
inspirational	inspirerende	0.927	0.720	0.810
inspire	inspirere	0.918	0.627	0.759
inspired	inspireret	0.967	0.702	0.736
instability	ustabilitet	0.177	0.760	0.353
install	installere	0.630	0.583	0.736
installation	installation	0.656	0.469	0.759
installment	rate	0.619	0.396	0.483
instance	instans	0.547	0.450	0.558
instant	øjeblikkelig	0.766	0.454	0.554
instantaneous	øjeblikkelig	0.750	0.500	0.585
instantaneously	øjeblikkeligt	0.656	0.640	0.600
instigate	anstifte	0.278	0.765	0.642
instigation	anstiftelse	0.323	0.769	0.648
instill	indgyde	0.562	0.490	0.618
instinct	instinkt	0.771	0.602	0.642
instinctive	instinktiv	0.752	0.575	0.694
institute	institut	0.604	0.480	0.807
institution	institution	0.580	0.311	0.790
instruct	instruere	0.729	0.490	0.833
instructed	instrueret	0.740	0.388	0.722
instruction	instruktion	0.656	0.434	0.736
instructional	instruktions-	0.698	0.500	0.773
instructions	instruktioner	0.582	0.302	0.556
instructive	lærerigt	0.583	0.420	0.643
instructor	instruktør	0.771	0.490	0.782
instrument	instrument	0.562	0.537	0.655
instrumental	medvirkende	0.740	0.472	0.647
instrumentalist	instrumentalist	0.656	0.540	0.740
instrumentality	instrumentality	0.637	0.510	0.618
insubordination	ulydighed	0.281	0.775	0.634
insufferable	ulidelig	0.220	0.784	0.291
insufficiency	insufficiens	0.115	0.431	0.210
insufficient	utilstrækkelig	0.188	0.380	0.093
insufficiently	utilstrækkeligt	0.147	0.509	0.198
insular	ø	0.531	0.426	0.465
insulate	isolere	0.365	0.358	0.286
insulated	isolerede	0.208	0.265	0.304
insulation	isolering	0.245	0.327	0.264
insulin	insulin	0.429	0.472	0.375
insult	fornærme	0.085	0.831	0.389
insulting	fornærmende	0.094	0.840	0.412
insurance	forsikring	0.714	0.308	0.825
insure	forsikre	0.700	0.415	0.698
insurgent	oprørernes	0.235	0.735	0.660
insurmountable	uovervindelige	0.620	0.627	0.737
insurrection	oprør	0.229	0.706	0.582
intact	intakt	0.716	0.212	0.602
intake	indtag	0.604	0.527	0.442
intangible	immaterielle	0.525	0.480	0.473
integer	heltal	0.573	0.327	0.595
integral	integreret	0.590	0.337	0.615
integrate	integrere	0.729	0.390	0.700
integration	integration	0.771	0.480	0.737
integrity	integritet	0.865	0.413	0.848
intellect	intellekt	0.844	0.418	0.870
intellectual	intellektuel	0.906	0.455	0.845
intelligence	intelligens	0.833	0.587	0.885
intelligent	intelligent	0.917	0.541	0.868
intelligibility	forståelighed	0.740	0.481	0.689
intelligible	forståelig	0.635	0.480	0.691
intend	hensigt	0.562	0.520	0.519
intended	beregnet	0.406	0.542	0.587
intending	hensigt	0.510	0.567	0.597
intense	intens	0.592	0.774	0.679
intensely	intenst	0.694	0.846	0.750
intensify	intensivere	0.604	0.870	0.737
intensity	intensitet	0.622	0.930	0.952
intensive	intensiv	0.570	0.842	0.776
intent	hensigt	0.550	0.481	0.500
intention	hensigt	0.531	0.480	0.636
intentional	forsætlig	0.650	0.615	0.750
intentionally	med vilje	0.450	0.676	0.696
inter	inter	0.510	0.375	0.466
interact	interagere	0.822	0.690	0.759
interaction	interaktion	0.646	0.735	0.750
interactive	interaktiv	0.727	0.811	0.770
intercede	forbøn	0.582	0.577	0.630
intercept	opfange	0.221	0.660	0.676
interception	aflytning	0.327	0.673	0.643
intercession	forbøn	0.503	0.486	0.598
interchange	udveksling	0.615	0.527	0.565
interchangeable	udskiftelig	0.615	0.459	0.526
interchanged	byttes	0.396	0.472	0.434
intercom	samtaleanlæg	0.623	0.429	0.453
intercourse	samleje	0.551	0.608	0.557
interdependence	indbyrdes afhængighed	0.608	0.618	0.639
interdependent	indbyrdes afhængige	0.410	0.482	0.598
interdiction	forbud	0.337	0.500	0.585
interest	interesse	0.780	0.667	0.618
interested	interesseret	0.750	0.529	0.725
interesting	interessant	0.927	0.726	0.731
interface	grænseflade	0.643	0.357	0.600
interfere	blande	0.323	0.714	0.471
interference	interferens	0.396	0.736	0.357
interferometer	interferometer	0.510	0.510	0.517
intergalactic	intergalaktisk	0.562	0.661	0.741
interim	foreløbig	0.604	0.400	0.524
interior	interiør	0.618	0.157	0.462
interject	indskyde	0.333	0.648	0.658
interlocutory	foreløbige	0.490	0.500	0.527
interlude	mellemspil	0.470	0.417	0.377
intermediary	mellemmand	0.427	0.510	0.643
intermediate	mellemprodukt	0.480	0.368	0.400
interment	begravelse	0.235	0.608	0.346
interminable	uendelig	0.327	0.481	0.561
intermission	pause	0.490	0.360	0.402
intermittent	sporadisk	0.337	0.565	0.436
intern	praktikant	0.459	0.460	0.392
internal	indre	0.439	0.349	0.423
internally	internt	0.615	0.400	0.616
international	international	0.800	0.519	0.702
internet	internet	0.760	0.462	0.755
internship	praktik	0.590	0.510	0.482
interoffice	Interoffice	0.439	0.375	0.556
