Word	Indonesian-id	Valence	Arousal	Dominance
hew	menebang	0.417	0.470	0.377
hex	hex	0.410	0.510	0.363
hexagon	segi enam	0.542	0.226	0.425
heyday	masa kejayaan	0.646	0.680	0.673
hiatus	hiatus	0.479	0.294	0.352
hibernate	hibernate	0.500	0.317	0.431
hibernation	hibernasi	0.469	0.245	0.384
hiccup	cegukan	0.271	0.549	0.240
hick	orang udik	0.357	0.442	0.314
hickey	cupang	0.448	0.529	0.345
hickory	hickory	0.520	0.490	0.415
hidden	tersembunyi	0.208	0.430	0.327
hide	menyembunyikan	0.438	0.510	0.218
hideaway	persembunyian	0.448	0.481	0.360
hideous	mengerikan	0.091	0.750	0.328
hideout	persembunyian	0.337	0.443	0.302
hiding	bersembunyi	0.250	0.567	0.364
hierarchical	hirarkis	0.521	0.620	0.939
hierarchy	hirarki	0.583	0.722	0.902
hieroglyphics	hieroglif	0.479	0.325	0.509
high	tinggi	0.684	0.510	0.614
high heels	sepatu hak tinggi	0.646	0.528	0.429
highball	tanda keberangkatan	0.656	0.520	0.481
higher	lebih tinggi	0.866	0.528	0.713
highest	paling tinggi	0.771	0.640	0.710
highland	dataran tinggi	0.615	0.481	0.611
highlands	pegunungan	0.735	0.431	0.596
highlight	menyoroti	0.844	0.637	0.882
highness	kebesaran	0.740	0.670	0.931
hight	tinggi	0.667	0.637	0.645
hightail	hightail	0.448	0.480	0.481
highway	jalan raya	0.640	0.583	0.425
hijack	membajak	0.042	0.908	0.594
hijacker	pembajak	0.104	0.953	0.683
hike	kenaikan	0.615	0.442	0.538
hiker	pejalan kaki	0.694	0.802	0.644
hiking	mendaki	0.820	0.843	0.670
hiking boot	sepatu hiking	0.657	0.353	0.446
hilarious	lucu sekali	0.750	0.640	0.537
hilarity	kegembiraan	0.745	0.480	0.575
hill	bukit	0.615	0.353	0.518
hillside	lereng	0.625	0.292	0.458
hilltop	puncak bukit	0.688	0.643	0.787
hilly	berbukit	0.643	0.479	0.603
hilt	puting	0.396	0.650	0.537
hind	belakang	0.483	0.644	0.337
hinder	menghalangi	0.276	0.537	0.470
hindering	menghalangi	0.260	0.654	0.435
hindrance	halangan	0.135	0.545	0.473
hindsight	melihat ke belakang	0.333	0.431	0.532
hinge	engsel	0.458	0.292	0.417
hint	petunjuk	0.602	0.330	0.517
hinterland	pedalaman	0.530	0.520	0.457
hip	panggul	0.448	0.415	0.345
hip hop	hip hop	0.740	0.714	0.484
hippie	hippie	0.551	0.400	0.396
hippo	kuda nil	0.490	0.404	0.477
hippopotamus	kuda nil	0.541	0.472	0.615
hire	mempekerjakan	0.688	0.558	0.556
hirsute	berbulu	0.385	0.483	0.373
hiss	mendesis	0.388	0.480	0.370
hissing	desis	0.500	0.454	0.400
histology	histologi	0.490	0.320	0.560
historian	sejarawan	0.688	0.270	0.637
historic	bersejarah	0.816	0.473	0.784
historical	historis	0.653	0.357	0.833
historiography	penulisan sejarah	0.562	0.415	0.634
history	sejarah	0.729	0.382	0.754
hit	memukul	0.235	0.931	0.679
hitch	halangan	0.512	0.480	0.554
hitchhike	membonceng	0.396	0.622	0.385
hitchhiker	tumpangan	0.594	0.626	0.603
hitherto	sampai sekarang	0.448	0.356	0.463
hitter	pemukul	0.418	0.683	0.713
hive	sarang lebah	0.471	0.452	0.544
hives	gatal-gatal	0.417	0.473	0.591
hoard	timbunan	0.506	0.412	0.518
hoarse	serak	0.281	0.402	0.315
hoary	tua	0.469	0.298	0.424
hoax	berita palsu	0.146	0.696	0.303
hob	hob	0.633	0.363	0.415
hobbit	hobbit	0.479	0.489	0.472
hobby	hobi	0.827	0.560	0.471
hobo	batak	0.323	0.443	0.282
hock	gadaian	0.513	0.452	0.412
hockey	hoki	0.565	0.786	0.548
hoe	NO TRANSLATION	0.302	0.480	0.418
hog	babi	0.317	0.509	0.271
hogwash	omong kosong	0.420	0.490	0.361
hohoho	NO TRANSLATION	0.677	0.433	0.330
hoist	kerekan	0.521	0.520	0.458
hokey	tipu	0.604	0.667	0.430
hold	memegang	0.448	0.290	0.364
holder	pemegang	0.592	0.330	0.713
holding	memegang	0.600	0.385	0.670
holdup	perampokan	0.398	0.471	0.398
hole	lubang	0.531	0.310	0.330
holiday	liburan	0.948	0.431	0.593
holidays	liburan	0.939	0.521	0.512
holidayseason	NO TRANSLATION	0.875	0.566	0.518
holiness	kekudusan	0.860	0.264	0.742
holistic	menyeluruh	0.670	0.348	0.547
holler	berteriak	0.276	0.825	0.406
hollow	berongga	0.300	0.337	0.222
holly	Holly	0.510	0.250	0.443
holocaust	bencana	0.062	0.918	0.618
hologram	hologram	0.615	0.461	0.575
holographic	holografik	0.510	0.471	0.555
holster	tempat penyimpan pistol	0.561	0.255	0.339
holy	suci	0.812	0.112	0.690
holyspirit	NO TRANSLATION	0.740	0.480	0.526
homage	penghormatan	0.833	0.560	0.737
hombre	NO TRANSLATION	0.656	0.472	0.696
hombres	NO TRANSLATION	0.510	0.538	0.652
home	rumah	0.854	0.270	0.545
homeboy	homeboy	0.602	0.255	0.436
homecoming	kepulangan	0.760	0.413	0.472
homeland	tanah air	0.663	0.439	0.868
homeless	tuna wisma	0.042	0.450	0.188
homely	bersahaja	0.745	0.157	0.399
homemade	buatan sendiri	0.869	0.340	0.398
homeopathic	homoeopati	0.417	0.268	0.400
homeopathy	homoeopati	0.469	0.284	0.439
homeowner	pemilik rumah	0.635	0.397	0.962
homeroom	wali kelas	0.604	0.480	0.491
homesick	rindu	0.436	0.304	0.347
homestead	wisma	0.865	0.221	0.536
homesweethome	rumahku Surgaku	0.796	0.380	0.538
hometown	kampung halaman	0.858	0.333	0.605
homeward	pulang	0.833	0.275	0.435
homework	pekerjaan rumah	0.396	0.412	0.459
homey	homey	0.769	0.278	0.500
homicidal	pembunuhan	0.020	0.912	0.573
homicide	pembunuhan	0.010	0.973	0.518
homily	kotbah	0.621	0.358	0.425
homing	kepulangan	0.551	0.460	0.527
hominy	bubur jagung	0.479	0.382	0.429
homo	homo	0.531	0.368	0.415
homogeneity	kehomogenan	0.715	0.365	0.582
homogeneous	homogen	0.552	0.255	0.617
homologous	homolog	0.471	0.353	0.536
homologue	homolog	0.542	0.356	0.509
homology	homologi	0.571	0.494	0.527
homophobic	homophobic	0.130	0.736	0.464
homosexual	homoseksual	0.333	0.780	0.431
homosexuality	homoseksualitas	0.367	0.696	0.429
honcho	honcho	0.469	0.464	0.397
hone	mengasah	0.688	0.392	0.473
honest	jujur	0.927	0.254	0.750
honesty	kejujuran	0.938	0.411	0.728
honey	madu	0.920	0.431	0.510
honeycomb	sarang madu	0.541	0.417	0.412
honeymoon	bulan madu	0.979	0.678	0.526
honeysuckle	honeysuckle	0.597	0.451	0.517
honk	membunyikan	0.549	0.635	0.415
honky	terhormat	0.458	0.632	0.425
honor	kehormatan	0.896	0.587	0.857
honorable	terhormat	0.963	0.412	0.830
honorarium	honorarium	0.796	0.510	0.746
honorary	kehormatan	0.885	0.565	0.811
honored	terhormat	0.938	0.447	0.732
hooch	hooch	0.429	0.538	0.373
hood	kap	0.357	0.459	0.306
hooded	berkerudung	0.306	0.745	0.439
hoodlum	penjahat	0.354	0.720	0.432
hoof	menerjang	0.427	0.341	0.365
hook	menghubungkan	0.418	0.444	0.395
hooked	doyan	0.610	0.661	0.454
hooker	pelacur	0.214	0.889	0.373
hookup	Pasang	0.625	0.529	0.683
hooky	bengkok	0.468	0.500	0.452
hooligan	penjahat	0.295	0.712	0.455
hoop	simpai	0.635	0.204	0.315
hoopla	hoopla	0.542	0.471	0.353
hooray	hore	0.610	0.481	0.536
hoot	tiupan	0.449	0.560	0.430
hooter	bunyi klakson	0.470	0.615	0.455
hop	melompat	0.450	0.520	0.427
hope	berharap	0.927	0.317	0.739
hopeful	penuh harapan	0.947	0.357	0.627
hopeless	putus asa	0.094	0.298	0.112
hopelessness	keputusasan	0.052	0.402	0.223
hopes	harapan	0.917	0.500	0.702
hoping	berharap	0.684	0.469	0.454
hopper	hopper	0.396	0.491	0.442
horde	gerombolan	0.286	0.713	0.684
horizon	horison	0.729	0.284	0.590
horizontal	horisontal	0.573	0.304	0.387
horizontally	secara horizontal	0.500	0.356	0.439
hormonal	hormonal	0.500	0.620	0.551
hormone	hormon	0.490	0.750	0.621
horn	tanduk	0.385	0.510	0.366
horned	bertanduk	0.316	0.610	0.375
hornet	pikat	0.398	0.594	0.500
horny	terangsang	0.490	0.908	0.560
horoscope	horoskop	0.500	0.360	0.490
horrendous	menghebohkan	0.073	0.755	0.365
horrible	mengerikan	0.071	0.857	0.398
horribly	mengerikan	0.050	0.631	0.454
horrid	mengerikan	0.052	0.765	0.419
horrific	mengerikan	0.094	0.846	0.481
horrified	ngeri	0.040	0.885	0.368
horrifying	mengerikan	0.010	0.760	0.352
horror	kengerian	0.115	0.850	0.438
horrors	kengerian	0.061	0.852	0.409
horse	kuda	0.635	0.510	0.529
horseback	punggung kuda	0.688	0.588	0.566
horseman	penunggang kuda	0.441	0.700	0.676
horsepower	daya kuda	0.594	0.735	0.735
horseradish	lobak pedas	0.321	0.584	0.476
horseshit	Tai kuda	0.153	0.582	0.179
horseshoe	sepatu kuda	0.673	0.350	0.406
horsey	horsey	0.602	0.454	0.462
horticultural	hortikultura	0.594	0.387	0.509
horticulture	hortikultura	0.700	0.420	0.434
hosannah	NO TRANSLATION	0.679	0.373	0.500
hose	selang	0.469	0.288	0.263
hosiery	kaus kaki	0.520	0.344	0.373
hospice	rumah perawatan	0.337	0.443	0.535
hospitable	ramah	0.791	0.470	0.661
hospital	RSUD	0.323	0.537	0.598
hospitality	keramahan	0.865	0.333	0.725
host	tuan rumah	0.693	0.471	0.537
hostage	sandera	0.163	0.923	0.325
hostel	asrama	0.479	0.500	0.398
hostess	nyonya rumah	0.792	0.604	0.688
hostile	bermusuhan	0.188	0.877	0.474
hostilities	pertempuran	0.276	0.810	0.444
hostility	permusuhan	0.122	0.775	0.465
hot	panas	0.490	0.740	0.573
hot sauce	sambal pedas	0.333	0.740	0.509
hotbed	persemaian	0.510	0.285	0.395
hotdog	Hot Dog	0.720	0.438	0.373
hotel	hotel	0.740	0.370	0.407
hothead	pemberang	0.240	0.849	0.518
hotline	hotline	0.592	0.565	0.663
hotshot	jagoan	0.500	0.727	0.615
hotyoga	NO TRANSLATION	0.683	0.609	0.446
hound	anjing	0.417	0.528	0.582
hour	jam	0.552	0.265	0.336
hourglass	jam pasir	0.542	0.284	0.492
hourly	per jam	0.469	0.418	0.491
house	rumah	0.587	0.135	0.533
houseboat	rumah perahu	0.604	0.389	0.429
houseboy	pelayan rumah	0.479	0.415	0.393
housebroken	housebroken	0.518	0.461	0.389
houseguest	tamu rumah tangga	0.530	0.500	0.481
household	rumah tangga	0.781	0.230	0.667
householder	pemilik rumah	0.816	0.541	0.833
housekeeper	pengurus rumah	0.694	0.279	0.520
housekeeping	Pembenahan	0.604	0.500	0.445
housewarming	rumah baru	0.857	0.710	0.727
housewife	ibu rumah tangga	0.656	0.361	0.449
housework	pekerjaan rumah	0.484	0.413	0.342
housing	perumahan	0.776	0.304	0.591
hovel	gubuk	0.333	0.296	0.322
hover	mengambang	0.510	0.431	0.404
hovercraft	kapal berbantalan udara	0.541	0.654	0.588
howl	melolong	0.357	0.646	0.407
howsoever	bagaimanapun	0.459	0.309	0.345
hoy	NO TRANSLATION	0.583	0.298	0.471
hub	pusat	0.479	0.399	0.433
hubby	hubby	0.548	0.435	0.430
huckleberry	semacam buah frambos kecil	0.600	0.279	0.296
huddle	kerumunan	0.604	0.509	0.445
hue	warna	0.507	0.416	0.417
huff	huff	0.388	0.491	0.315
huffy	pemarah	0.420	0.616	0.375
hug	memeluk	0.908	0.427	0.548
huge	besar sekali	0.573	0.625	0.783
hugger	hugger	0.520	0.480	0.412
huggy	huggy	0.854	0.429	0.451
hugs	pelukan	0.980	0.422	0.600
hulk	Hulk	0.460	0.740	0.750
hull	lambung kapal	0.542	0.265	0.353
hum	bersenandung	0.490	0.296	0.276
human	manusia	0.767	0.314	0.605
humane	manusiawi	0.800	0.370	0.580
humanitarian	kemanusiaan	0.786	0.317	0.709
humanities	sastra	0.729	0.325	0.677
humanity	kemanusiaan	0.750	0.360	0.727
humankind	manusia	0.885	0.394	0.714
humanoid	humanoid	0.521	0.462	0.491
humanrights	NO TRANSLATION	0.792	0.559	0.730
humble	merendahkan	0.867	0.236	0.483
humbled	rendah hati	0.280	0.618	0.198
humbly	dengan rendah hati	0.771	0.194	0.370
humbug	omong kosong	0.219	0.622	0.456
humdrum	membosankan	0.269	0.246	0.353
humid	lembab	0.375	0.324	0.366
humidity	kelembaban	0.464	0.373	0.367
humiliate	menghina	0.052	0.714	0.275
humiliated	terhina	0.104	0.712	0.216
humiliating	memalukan	0.062	0.716	0.279
humiliation	penghinaan	0.048	0.712	0.310
humility	kerendahan hati	0.740	0.118	0.444
hummer	Palu	0.510	0.622	0.589
hummingbird	hummingbird	0.750	0.370	0.273
humongous	humongous	0.378	0.538	0.536
humor	humor	0.890	0.633	0.462
humored	humoris	0.854	0.657	0.545
humorist	jenakawan	0.958	0.790	0.607
humorous	lucu	0.906	0.616	0.665
hump	punuk	0.296	0.462	0.250
humpback	punggung bungkuk	0.235	0.346	0.247
hunch	firasat	0.561	0.630	0.567
hunchback	orang bungkuk	0.208	0.390	0.259
hundred	ratus	0.604	0.370	0.406
hundredth	keseratus	0.427	0.368	0.466
hunger	kelaparan	0.083	0.554	0.328
hungry	lapar	0.083	0.690	0.254
hunk	bingkah	0.438	0.375	0.361
hunks	orang bakhil	0.417	0.453	0.482
hunky	keren	0.469	0.571	0.438
hunt	berburu	0.327	0.806	0.588
hunter	pemburu	0.292	0.817	0.817
hunting	berburu	0.448	0.713	0.714
huntress	pemburu wanita	0.357	0.717	0.765
hurdle	rintangan	0.198	0.682	0.434
hurl	melemparkan	0.316	0.745	0.574
hurrah	Hore	0.802	0.740	0.500
hurricane	badai	0.177	0.958	0.787
hurricanes	angin topan	0.286	0.898	0.784
hurried	keburu	0.314	0.806	0.393
hurry	cepatlah	0.422	0.735	0.481
hurryup	NO TRANSLATION	0.473	0.791	0.555
hurt	menyakiti	0.062	0.773	0.291
hurtful	menyakitkan	0.104	0.680	0.463
hurting	sakit hati	0.153	0.778	0.221
husband	Suami	0.771	0.500	0.655
husbandry	peternakan	0.643	0.473	0.445
hush	diam	0.471	0.231	0.312
hushed	diam	0.292	0.194	0.272
husk	NO TRANSLATION	0.378	0.173	0.147
husky	serak	0.630	0.450	0.490
hussy	perempuan nakal	0.219	0.594	0.384
hustle	keramaian	0.406	0.661	0.427
hustler	hustler	0.260	0.821	0.627
hut	pondok	0.633	0.270	0.375
hutch	kandang kelinci	0.385	0.453	0.520
hyacinth	eceng gondok	0.372	0.360	0.342
hybrid	hibrida	0.500	0.365	0.570
hydra	ular naga	0.406	0.598	0.534
hydrant	hidran	0.570	0.413	0.367
hydrate	hidrat	0.610	0.367	0.547
hydraulic	hidrolik	0.522	0.398	0.596
hydraulics	hidrolika	0.500	0.530	0.588
hydrocephalus	hidrosefalus	0.286	0.629	0.393
hydrodynamics	hidrodinamika	0.552	0.582	0.664
hydrogen	hidrogen	0.469	0.303	0.554
hydrographic	hidrografi	0.490	0.396	0.642
hydrology	hidrologi	0.500	0.380	0.509
hydrophobia	penyakit anjing gila	0.323	0.784	0.351
hydroponics	hidroponik	0.500	0.549	0.500
hyena	dubuk	0.396	0.719	0.464
hygiene	kebersihan	0.781	0.287	0.537
hygienic	higienis	0.719	0.245	0.702
hygienist	ahli higienis	0.698	0.389	0.682
hymen	selaput dara	0.469	0.651	0.457
hymn	nyanyian pujian	0.735	0.292	0.634
hype	hype	0.510	0.500	0.586
hyped	hyped	0.708	0.582	0.679
hyper	hiper	0.542	0.616	0.640
hyperactive	hiperaktif	0.500	0.921	0.660
hyperbole	hiperbola	0.469	0.521	0.542
hyperspace	hyperspace	0.510	0.623	0.755
hypertension	hipertensi	0.133	0.784	0.427
hypertrophy	hipertrofi	0.312	0.625	0.413
hyperventilate	hiperventilasi	0.347	0.729	0.556
hyperventilating	hiperventilasi	0.164	0.802	0.625
hyphen	tanda penghubung	0.552	0.356	0.381
hypnosis	hipnose	0.417	0.410	0.546
hypnotic	hipnotis	0.571	0.560	0.569
hypnotist	ahli hipnotisme	0.490	0.455	0.627
hypnotize	menghipnotis	0.469	0.507	0.508
hypnotized	terhipnotis	0.449	0.434	0.380
hypochondriac	murung	0.194	0.588	0.333
hypocrisy	kemunafikan	0.156	0.523	0.370
hypocrite	munafik	0.082	0.673	0.306
hypocritical	munafik	0.048	0.740	0.415
hypodermic	injeksi	0.240	0.441	0.445
hypothalamus	hipotalamus	0.593	0.427	0.539
hypothermia	hipotermia	0.184	0.620	0.301
hypothesis	hipotesa	0.552	0.370	0.509
hypothetical	hipotetis	0.480	0.367	0.361
hysterectomy	histerektomi	0.178	0.660	0.470
hysteria	histeri	0.224	0.906	0.482
hysterical	histeris	0.290	0.942	0.398
ibuprofen	ibuprofen	0.448	0.427	0.504
ice	Es	0.440	0.265	0.219
ice tea	es teh	0.771	0.337	0.336
iceberg	gunung es	0.344	0.540	0.648
icebox	lemari es	0.560	0.222	0.370
icebreaker	kapal pemecah es	0.571	0.545	0.848
iced	es	0.564	0.482	0.339
icing	Lapisan gula	0.688	0.452	0.411
icky	menjijikkan	0.357	0.510	0.342
icon	ikon	0.549	0.349	0.415
iconic	ikonik	0.583	0.537	0.700
iconography	ikonografi	0.602	0.382	0.653
icy	dingin	0.684	0.375	0.345
id	id	0.449	0.344	0.391
idea	ide	0.750	0.538	0.704
ideal	ideal	0.802	0.437	0.736
idealism	idealisme	0.635	0.436	0.689
idealist	idealis	0.816	0.510	0.802
idealistic	idealistis	0.812	0.469	0.755
identical	identik	0.635	0.380	0.527
identically	secara identik	0.667	0.427	0.487
identification	identifikasi	0.714	0.451	0.692
identify	mengenali	0.635	0.480	0.667
identity	identitas	0.663	0.360	0.780
ideology	ideologi	0.573	0.344	0.692
idiocy	kebodohan	0.112	0.635	0.137
idiom	idiom	0.520	0.337	0.445
idiomatic	idiomatis	0.531	0.429	0.516
idiot	bodoh	0.086	0.567	0.113
idiotic	bodoh	0.104	0.620	0.170
idiots	idiot	0.143	0.600	0.144
idle	diam	0.179	0.167	0.112
idleness	kemalasan	0.308	0.330	0.228
idler	pemalas	0.200	0.304	0.194
idol	idola	0.684	0.805	0.853
idolatry	pemujaan berhala	0.365	0.571	0.625
idolizing	mengidolakan	0.676	0.712	0.643
idyllic	idilis	0.571	0.394	0.593
iffy	rapuh	0.380	0.442	0.333
ifonly	jika hanya	0.406	0.250	0.255
igloo	rumah salju bangsa Eskimo	0.569	0.302	0.345
igneous	berapi	0.469	0.466	0.517
ignite	menyalakan	0.458	0.785	0.675
ignition	pengapian	0.365	0.720	0.657
ignorance	ketidakpedulian	0.153	0.417	0.209
ignorant	bodoh	0.102	0.461	0.223
ignore	mengabaikan	0.146	0.230	0.295
iguana	iguana	0.521	0.235	0.291
ihatespiders	NO TRANSLATION	0.245	0.611	0.420
ilk	NO TRANSLATION	0.438	0.451	0.455
ill	sakit	0.073	0.410	0.200
illegal	liar	0.061	0.787	0.337
illegality	ketidaksahan	0.094	0.635	0.427
illegally	secara ilegal	0.133	0.788	0.402
illegible	tidak terbaca	0.296	0.490	0.315
illegitimate	haram	0.184	0.644	0.302
illicit	gelap	0.188	0.794	0.390
illiterate	buta huruf	0.120	0.410	0.151
illness	penyakit	0.098	0.717	0.211
illogical	tidak logis	0.208	0.630	0.251
illuminate	menerangi	0.905	0.646	0.782
illuminating	yg memperjelas	0.949	0.613	0.773
illumination	penerangan	0.760	0.588	0.537
illuminator	iluminator	0.770	0.566	0.718
illusion	ilusi	0.562	0.490	0.387
illustrate	menjelaskan	0.750	0.430	0.690
illustration	ilustrasi	0.740	0.441	0.640
illustrative	ilustratif	0.771	0.452	0.647
illustrious	terkemuka	0.673	0.550	0.741
ilovechristmas	NO TRANSLATION	0.885	0.590	0.525
iloveher	NO TRANSLATION	0.750	0.519	0.556
image	gambar	0.653	0.241	0.453
imagery	perumpamaan	0.653	0.327	0.390
imaginable	yg ada	0.613	0.529	0.596
imaginary	imajiner	0.560	0.424	0.310
imagination	imajinasi	0.802	0.491	0.547
imaginative	imajinatif	0.780	0.541	0.593
imagine	membayangkan	0.759	0.480	0.587
imagined	terbayangkan	0.656	0.412	0.418
imaging	pencitraan	0.724	0.394	0.482
imagining	membayangkan	0.765	0.458	0.545
imam	NO TRANSLATION	0.527	0.337	0.539
imbalance	ketidakseimbangan	0.115	0.538	0.264
imbecile	dungu	0.082	0.569	0.260
imbedded	tertanam	0.406	0.580	0.562
imissyou	NO TRANSLATION	0.480	0.608	0.344
imitate	meniru	0.469	0.561	0.336
imitated	ditiru	0.333	0.391	0.442
imitation	imitasi	0.406	0.592	0.343
immaculate	bersih	0.698	0.330	0.688
immaterial	tidak material	0.296	0.309	0.295
immature	belum dewasa	0.114	0.500	0.200
immaturity	ketidakdewasaan	0.146	0.567	0.221
immeasurable	tak terukur	0.510	0.539	0.712
immeasurably	tak terukur	0.510	0.640	0.680
immediacy	kesegeraan	0.635	0.630	0.627
immediate	segera	0.656	0.548	0.716
immediately	segera	0.552	0.780	0.707
immemorial	dahulu kala	0.327	0.469	0.454
immense	besar sekali	0.755	0.750	0.811
immerse	membenamkan	0.510	0.577	0.509
immersion	pencelupan	0.510	0.556	0.564
immigrant	imigran	0.357	0.663	0.509
immigration	imigrasi	0.390	0.667	0.454
imminent	dekat	0.490	0.784	0.643
immobile	tidak bergerak	0.225	0.217	0.298
immoral	asusila	0.143	0.622	0.385
immorality	tidak bermoral	0.188	0.689	0.315
immortal	abadi	0.812	0.750	0.795
immortality	keabadian	0.688	0.635	0.861
immovable	tidak bisa bergerak	0.480	0.310	0.571
immune	imun	0.629	0.472	0.780
immunity	kekebalan	0.633	0.316	0.786
immunization	imunisasi	0.667	0.510	0.733
immutable	kekal	0.427	0.431	0.571
imp	imp	0.350	0.448	0.420
impact	dampak	0.469	0.884	0.776
impair	merusak	0.153	0.500	0.360
impaired	terganggu	0.130	0.459	0.269
impairment	penurunan nilai	0.170	0.571	0.220
impart	memberi	0.521	0.441	0.694
impartial	tidak memihak	0.531	0.406	0.685
impartiality	ketidakberpihakan	0.622	0.394	0.616
impassable	tidak dapat dilewati	0.342	0.458	0.553
impassioned	penuh semangat	0.740	0.780	0.802
impatience	ketidaksabaran	0.278	0.780	0.411
impatient	tidak sabar	0.250	0.708	0.429
impatiently	NO TRANSLATION	0.194	0.750	0.539
impeach	mendakwa	0.208	0.776	0.664
impeachment	pendakwaan	0.163	0.735	0.694
impeccable	sempurna	0.833	0.370	0.824
impede	menghalangi	0.271	0.510	0.604
impediment	halangan	0.163	0.600	0.409
impelled	didorong	0.604	0.741	0.690
impending	mendatang	0.480	0.735	0.752
impenetrable	tidak bisa ditembus	0.531	0.577	0.839
imperative	imperatif	0.625	0.647	0.708
imperceptible	tak kelihatan	0.378	0.490	0.548
imperfect	tidak sempurna	0.173	0.527	0.202
imperfection	ketidaksempurnaan	0.190	0.567	0.321
imperfectly	tidak sempurna	0.297	0.481	0.330
imperial	imperial	0.669	0.646	0.922
imperialist	NO TRANSLATION	0.284	0.786	0.833
impermeable	kedap	0.510	0.308	0.558
impermissible	yg tdk diizinkan	0.188	0.464	0.352
impersonal	impersonal	0.316	0.356	0.472
impersonate	menirukan	0.510	0.632	0.591
impersonation	peniruan	0.375	0.618	0.528
impersonator	peniru	0.469	0.586	0.406
impertinence	kekurangajaran	0.170	0.653	0.420
impertinent	kurang ajar	0.219	0.826	0.373
impervious	tahan	0.582	0.408	0.536
impetuous	terburu nafsu	0.602	0.814	0.712
impetus	dorongan	0.521	0.740	0.635
implacable	kepala batu	0.569	0.663	0.830
implant	menanamkan	0.429	0.510	0.588
implantation	penanaman	0.396	0.604	0.741
implanted	ditanamkan	0.347	0.500	0.679
implement	melaksanakan	0.720	0.573	0.792
implicate	melibatkan	0.250	0.670	0.434
implicated	terlibat	0.354	0.673	0.438
implication	implikasi	0.337	0.528	0.690
implied	tersirat	0.327	0.530	0.481
implore	mohon	0.396	0.650	0.377
implosion	ledakan	0.412	0.724	0.547
imply	berarti	0.542	0.670	0.533
impolite	tidak sopan	0.167	0.590	0.282
import	impor	0.615	0.480	0.623
importance	pentingnya	0.750	0.580	0.864
important	penting	0.827	0.630	0.836
importation	pemasukan	0.625	0.500	0.733
impose	memaksakan	0.503	0.721	0.745
imposing	memaksakan	0.392	0.731	0.836
imposition	pengenaan	0.357	0.604	0.618
impossibility	ketidakmungkinan	0.170	0.625	0.306
impossible	mustahil	0.153	0.510	0.407
impostor	penyemu	0.135	0.704	0.442
impotence	ketidakmampuan	0.198	0.689	0.224
impotent	impoten	0.146	0.587	0.333
impound	menyita	0.230	0.587	0.583
impoverished	miskin	0.125	0.311	0.203
impracticable	tidak praktis	0.398	0.549	0.381
impractical	tidak praktis	0.160	0.373	0.291
impregnable	tak tertembus	0.378	0.549	0.667
impregnate	hamil	0.510	0.721	0.655
impress	mengesankan	0.816	0.744	0.895
impressed	terkesan	0.806	0.770	0.429
impression	kesan	0.684	0.557	0.577
impressionable	mudah terpengaruh	0.827	0.720	0.645
impressive	impresif	0.781	0.830	0.873
imprint	jejak	0.615	0.574	0.685
imprison	memenjarakan	0.112	0.829	0.545
imprisoned	dipenjara	0.032	0.717	0.302
imprisonment	hukuman penjara	0.133	0.630	0.471
improbable	mustahil	0.097	0.412	0.439
impromptu	mendadak	0.541	0.729	0.415
improper	tidak benar	0.229	0.520	0.259
impropriety	ketidakpantasan	0.133	0.591	0.389
improve	memperbaiki	0.833	0.528	0.815
improved	ditingkatkan	0.919	0.480	0.679
improvement	perbaikan	0.786	0.500	0.611
improves	meningkat	0.929	0.625	0.727
improving	meningkat	0.911	0.510	0.682
improvisation	improvisasi	0.631	0.812	0.529
improvise	berimprovisasi	0.646	0.650	0.519
improvised	improvisasi	0.610	0.673	0.443
imprudent	lalai	0.170	0.676	0.265
impudence	kelancangan	0.214	0.500	0.472
impudent	kurang ajar	0.302	0.604	0.462
impulse	impuls	0.530	0.840	0.611
impulsive	impulsif	0.365	0.864	0.607
impunity	impunitas	0.313	0.721	0.602
impure	najis	0.260	0.560	0.208
impurity	ketidakmurnian	0.173	0.546	0.306
imputation	tuduhan	0.333	0.654	0.621
imtryingtosleep	NO TRANSLATION	0.438	0.363	0.385
inability	ketidakmampuan	0.150	0.529	0.250
inaccessible	tidak dapat diakses	0.083	0.585	0.446
inaccurate	tidak akurat	0.135	0.450	0.250
inaction	kelambanan	0.323	0.225	0.325
inactivate	nonaktif	0.245	0.240	0.415
inactivation	inaktivasi	0.198	0.260	0.220
inactive	tidak aktif	0.271	0.167	0.159
inactivity	tidak aktif	0.135	0.143	0.227
inadequacy	kekurangan	0.286	0.500	0.297
inadequate	tidak memadai	0.122	0.450	0.223
inadequateness	ketidakcukupan	0.240	0.529	0.316
inadmissible	tidak dapat diterima	0.188	0.636	0.389
inadvertent	tidak sengaja	0.365	0.368	0.286
inadvertently	secara tidak sengaja	0.302	0.541	0.549
inaffable	NO TRANSLATION	0.388	0.518	0.455
inalienable	tidak dapat dicabut	0.437	0.459	0.608
inane	bodoh	0.271	0.350	0.268
inanimate	mati	0.281	0.143	0.224
inapplicable	tidak berlaku	0.281	0.402	0.330
inappropriate	tidak pantas	0.135	0.542	0.353
inattention	kekurangan perhatian	0.208	0.433	0.188
inaudible	tidak terdengar	0.280	0.398	0.358
inaugural	perdana	0.684	0.567	0.608
inaugurate	meresmikan	0.781	0.582	0.800
inauguration	pelantikan	0.847	0.712	0.769
inborn	sejak lahir	0.590	0.288	0.546
inbound	masuk	0.531	0.388	0.538
