Word	Maltese-mt	Valence	Arousal	Dominance
heartless	qalb	0.071	0.652	0.400
hearts	qlub	0.948	0.592	0.634
heartsick	Qarnit	0.240	0.388	0.208
heartworm	qalb	0.333	0.550	0.430
hearty	qalb	0.760	0.684	0.792
heat	sħana	0.534	0.612	0.433
heated	imsaħħan	0.479	0.497	0.542
heater	heater	0.500	0.573	0.538
heath	saħħa	0.802	0.387	0.546
heathen	nisel	0.194	0.529	0.491
heather	ħej	0.500	0.352	0.407
heating	tisħin	0.647	0.491	0.537
heave	heave	0.716	0.588	0.664
heaven	ġenna	0.896	0.385	0.600
heavenly	heavenly	0.844	0.452	0.712
heavens	smewwiet	0.806	0.273	0.683
heavily	ħafna	0.542	0.679	0.814
heaviness	toqol	0.219	0.549	0.318
heaving	heaving	0.201	0.843	0.491
heavy	tqal	0.250	0.454	0.600
heavy metal	metall tqil	0.417	0.755	0.621
heavyweight	piż tqil	0.429	0.578	0.713
heck	Heck	0.240	0.728	0.560
hectares	ettari	0.570	0.250	0.471
hectic	hectic	0.167	0.811	0.438
hedge	hedge	0.604	0.602	0.569
hedgehog	qanfud	0.458	0.491	0.377
hedonism	hedonism	0.510	0.500	0.608
hee	ħej	0.430	0.433	0.312
heed	attenzjoni	0.750	0.490	0.569
heel	għarqub	0.480	0.350	0.385
heels	tkaken	0.500	0.439	0.396
heft	heft	0.503	0.340	0.530
hefty	hefty	0.550	0.654	0.745
hegemonic	hegemoniċi	0.462	0.519	0.558
heheh	NO TRANSLATION	0.625	0.510	0.278
heifer	għoġla	0.439	0.443	0.321
height	għoli	0.677	0.608	0.648
heighten	iżidu	0.755	0.622	0.765
heightened	imsaħħaħ	0.592	0.529	0.788
heinous	ħelwa	0.133	0.792	0.471
heir	werriet	0.840	0.654	0.764
heiress	eredi	0.827	0.571	0.676
heirloom	binja ħed	0.684	0.375	0.745
heirs	eredi	0.796	0.519	0.698
heist	heist	0.184	0.850	0.645
helical	ħelikali	0.379	0.429	0.468
helicopter	ħelikopter	0.714	0.806	0.617
helipad	helipad	0.780	0.637	0.573
heliport	heliport	0.594	0.604	0.527
helium	elju	0.490	0.316	0.304
helix	helix	0.521	0.462	0.509
hell	infern	0.020	0.918	0.565
hellfire	hellfire	0.143	0.890	0.618
hellhole	hellhole	0.200	0.615	0.421
hellish	hellish	0.125	0.860	0.545
helm	tmun	0.511	0.450	0.615
helmet	elmu	0.573	0.327	0.402
helmsman	helmsman	0.490	0.441	0.647
help	għajnuna	0.673	0.471	0.460
helper	helper	0.704	0.438	0.567
helpful	utli	0.816	0.337	0.705
helpless	bla sahha	0.104	0.420	0.214
helplessness	djufija	0.087	0.480	0.250
hem	NO TRANSLATION	0.562	0.283	0.291
hematite	hematite	0.448	0.389	0.342
hematoma	ematoma	0.146	0.600	0.398
hemi	hemi	0.510	0.363	0.342
hemisphere	emisfera	0.531	0.367	0.598
hemispheric	emisferiku	0.562	0.449	0.603
hemlock	ċikkulata	0.438	0.350	0.434
hemoglobin	emoglobina	0.469	0.481	0.418
hemorrhage	emorraġija	0.031	0.849	0.426
hemorrhoids	hemorrhoids	0.133	0.702	0.304
hemostat	hemostat	0.388	0.442	0.464
hemp	qanneb	0.469	0.439	0.422
hen	NO TRANSLATION	0.385	0.276	0.241
henceforth	minn issa 'l quddiem	0.527	0.404	0.466
henhouse	gallerija	0.500	0.577	0.414
hepatitis	epatite	0.055	0.596	0.358
herald	Herald	0.643	0.382	0.500
heraldry	araldika	0.550	0.520	0.607
herb	herb	0.643	0.418	0.353
herbaceous	erbaċej	0.560	0.220	0.310
herbal	veġetali	0.592	0.255	0.390
herbarium	herbarium	0.602	0.188	0.327
herbs	ħwawar	0.620	0.299	0.308
herd	merħla	0.592	0.500	0.474
hereditary	ereditarji	0.531	0.600	0.737
heredity	eredità	0.704	0.445	0.818
heresy	eresija	0.265	0.765	0.443
heretic	Heretic	0.090	0.710	0.447
heretical	eretiku	0.229	0.630	0.487
heretofore	s'issa	0.479	0.388	0.385
hereunto	hawnhekk	0.500	0.225	0.333
herewith	hawnhekk	0.450	0.360	0.415
heritage	patrimonju	0.842	0.512	0.815
hermaphrodite	hermafrodita	0.480	0.684	0.481
hermeneutics	ermeneutika	0.406	0.577	0.562
hermit	Ermità	0.271	0.337	0.351
hernia	ftuq	0.146	0.486	0.223
hero	eroj	0.940	0.806	0.881
heroic	erojiku	0.890	0.770	0.912
heroics	heroics	0.865	0.673	0.894
heroin	eroina	0.276	0.843	0.655
heroine	erojina	0.729	0.755	0.833
heroism	erojiżmu	0.844	0.802	0.898
herpes	herpes	0.110	0.600	0.309
herpesvirus	herpesvirus	0.219	0.558	0.435
herring	aringi	0.531	0.387	0.422
hertz	hertz	0.396	0.417	0.506
hesitant	inċerti	0.333	0.542	0.321
hesitate	toqgħodx lura	0.459	0.548	0.232
hesitating	toqgħod lura	0.265	0.528	0.240
hesitation	eżitazzjoni	0.286	0.396	0.217
hetero	hetero	0.589	0.405	0.435
heterogeneity	l-eteroġeneità	0.439	0.450	0.556
heterosexual	heterosexual	0.561	0.612	0.557
hew	hew	0.417	0.470	0.377
hex	hex	0.410	0.510	0.363
hexagon	hexagon	0.542	0.226	0.425
heyday	ħeja	0.646	0.680	0.673
hiatus	hiatus	0.479	0.294	0.352
hibernate	hibernate	0.500	0.317	0.431
hibernation	ibernazzjoni	0.469	0.245	0.384
hiccup	sulluzzu	0.271	0.549	0.240
hick	Hick	0.357	0.442	0.314
hickey	hickey	0.448	0.529	0.345
hickory	Hickory	0.520	0.490	0.415
hidden	moħbija	0.208	0.430	0.327
hide	ħabi	0.438	0.510	0.218
hideaway	hideaway	0.448	0.481	0.360
hideous	skandaluż	0.091	0.750	0.328
hideout	ħabi	0.337	0.443	0.302
hiding	ħabi	0.250	0.567	0.364
hierarchical	ġerarkiku	0.521	0.620	0.939
hierarchy	ġerarkija	0.583	0.722	0.902
hieroglyphics	Ġerogliferi	0.479	0.325	0.509
high	għoli	0.684	0.510	0.614
high heels	takkuna	0.646	0.528	0.429
highball	highball	0.656	0.520	0.481
higher	ogħla	0.866	0.528	0.713
highest	l-ogħla	0.771	0.640	0.710
highland	muntanja	0.615	0.481	0.611
highlands	għoljiet	0.735	0.431	0.596
highlight	jenfasizzaw	0.844	0.637	0.882
highness	għoli	0.740	0.670	0.931
hight	hight	0.667	0.637	0.645
hightail	hightail	0.448	0.480	0.481
highway	awtostrada	0.640	0.583	0.425
hijack	ħtif	0.042	0.908	0.594
hijacker	hijacker	0.104	0.953	0.683
hike	tlugħ	0.615	0.442	0.538
hiker	mixer	0.694	0.802	0.644
hiking	mixi	0.820	0.843	0.670
hiking boot	but tal-mixi	0.657	0.353	0.446
hilarious	tad-daħq	0.750	0.640	0.537
hilarity	hilarity	0.745	0.480	0.575
hill	għoljiet	0.615	0.353	0.518
hillside	hillside	0.625	0.292	0.458
hilltop	hilltop	0.688	0.643	0.787
hilly	bl-għoljiet	0.643	0.479	0.603
hilt	hilt	0.396	0.650	0.537
hind	hind	0.483	0.644	0.337
hinder	ifixklu	0.276	0.537	0.470
hindering	tfixkel	0.260	0.654	0.435
hindrance	tfixkil	0.135	0.545	0.473
hindsight	għeluq il-għaqal	0.333	0.431	0.532
hinge	ċappetti	0.458	0.292	0.417
hint	ħjiel	0.602	0.330	0.517
hinterland	hinterland	0.530	0.520	0.457
hip	ġenbejn	0.448	0.415	0.345
hip hop	hip hop	0.740	0.714	0.484
hippie	hippie	0.551	0.400	0.396
hippo	hippo	0.490	0.404	0.477
hippopotamus	hippopotamus	0.541	0.472	0.615
hire	kiri	0.688	0.558	0.556
hirsute	hirsute	0.385	0.483	0.373
hiss	hiss	0.388	0.480	0.370
hissing	silġ	0.500	0.454	0.400
histology	istoloġija	0.490	0.320	0.560
historian	storiku	0.688	0.270	0.637
historic	storiku	0.816	0.473	0.784
historical	storiċi	0.653	0.357	0.833
historiography	istoriografija	0.562	0.415	0.634
history	storja	0.729	0.382	0.754
hit	hit	0.235	0.931	0.679
hitch	irbit	0.512	0.480	0.554
hitchhike	hitchhike	0.396	0.622	0.385
hitchhiker	hitchhiker	0.594	0.626	0.603
hitherto	s'issa	0.448	0.356	0.463
hitter	hitter	0.418	0.683	0.713
hive	doqqajs	0.471	0.452	0.544
hives	urtikarja	0.417	0.473	0.591
hoard	akkumulazzjoni	0.506	0.412	0.518
hoarse	rqad	0.281	0.402	0.315
hoary	hoary	0.469	0.298	0.424
hoax	ingann	0.146	0.696	0.303
hob	hob	0.633	0.363	0.415
hobbit	hobbit	0.479	0.489	0.472
hobby	passatemp	0.827	0.560	0.471
hobo	hobo	0.323	0.443	0.282
hock	ħokk	0.513	0.452	0.412
hockey	hockey	0.565	0.786	0.548
hoe	NO TRANSLATION	0.302	0.480	0.418
hog	hog	0.317	0.509	0.271
hogwash	hogwash	0.420	0.490	0.361
hohoho	NO TRANSLATION	0.677	0.433	0.330
hoist	parank	0.521	0.520	0.458
hokey	hokey	0.604	0.667	0.430
hold	żommha	0.448	0.290	0.364
holder	id-detentur	0.592	0.330	0.713
holding	żamma	0.600	0.385	0.670
holdup	ostakolu	0.398	0.471	0.398
hole	toqba	0.531	0.310	0.330
holiday	btala	0.948	0.431	0.593
holidays	vaganzi	0.939	0.521	0.512
holidayseason	NO TRANSLATION	0.875	0.566	0.518
holiness	qdusija	0.860	0.264	0.742
holistic	olistiku	0.670	0.348	0.547
holler	holler	0.276	0.825	0.406
hollow	vojta	0.300	0.337	0.222
holly	Holly	0.510	0.250	0.443
holocaust	olokawstu	0.062	0.918	0.618
hologram	ologramma	0.615	0.461	0.575
holographic	olografika	0.510	0.471	0.555
holster	holster	0.561	0.255	0.339
holy	qaddis	0.812	0.112	0.690
holyspirit	NO TRANSLATION	0.740	0.480	0.526
homage	tribut	0.833	0.560	0.737
hombre	NO TRANSLATION	0.656	0.472	0.696
hombres	NO TRANSLATION	0.510	0.538	0.652
home	dar	0.854	0.270	0.545
homeboy	homeboy	0.602	0.255	0.436
homecoming	homecoming	0.760	0.413	0.472
homeland	patrija	0.663	0.439	0.868
homeless	bla dar	0.042	0.450	0.188
homely	homely	0.745	0.157	0.399
homemade	homemade	0.869	0.340	0.398
homeopathic	omeopatiku	0.417	0.268	0.400
homeopathy	omeopatija	0.469	0.284	0.439
homeowner	darha	0.635	0.397	0.962
homeroom	homeroom	0.604	0.480	0.491
homesick	homesick	0.436	0.304	0.347
homestead	homestead	0.865	0.221	0.536
homesweethome	homesweethome	0.796	0.380	0.538
hometown	il-pajjiż ta 'l-oriġini	0.858	0.333	0.605
homeward	homeward	0.833	0.275	0.435
homework	xogħol tad-dar	0.396	0.412	0.459
homey	dar	0.769	0.278	0.500
homicidal	homicidal	0.020	0.912	0.573
homicide	omiċidju	0.010	0.973	0.518
homily	omelija	0.621	0.358	0.425
homing	homing	0.551	0.460	0.527
hominy	hominy	0.479	0.382	0.429
homo	homo	0.531	0.368	0.415
homogeneity	omoġeneità	0.715	0.365	0.582
homogeneous	omoġenju	0.552	0.255	0.617
homologous	omologu	0.471	0.353	0.536
homologue	omologu	0.542	0.356	0.509
homology	omoloġija	0.571	0.494	0.527
homophobic	omofobika	0.130	0.736	0.464
homosexual	omosesswali	0.333	0.780	0.431
homosexuality	omosesswalità	0.367	0.696	0.429
honcho	honcho	0.469	0.464	0.397
hone	hone	0.688	0.392	0.473
honest	onest	0.927	0.254	0.750
honesty	onestà	0.938	0.411	0.728
honey	għasel	0.920	0.431	0.510
honeycomb	honeycomb	0.541	0.417	0.412
honeymoon	honeymoon	0.979	0.678	0.526
honeysuckle	helonsuckle	0.597	0.451	0.517
honk	honk	0.549	0.635	0.415
honky	honky	0.458	0.632	0.425
honor	unur	0.896	0.587	0.857
honorable	onorabbli	0.963	0.412	0.830
honorarium	honorarium	0.796	0.510	0.746
honorary	onorarju	0.885	0.565	0.811
honored	onorat	0.938	0.447	0.732
hooch	hooch	0.429	0.538	0.373
hood	barnuża	0.357	0.459	0.306
hooded	hooded	0.306	0.745	0.439
hoodlum	hoodlum	0.354	0.720	0.432
hoof	dwiefer	0.427	0.341	0.365
hook	ganċ	0.418	0.444	0.395
hooked	hooked	0.610	0.661	0.454
hooker	hooker	0.214	0.889	0.373
hookup	hookup	0.625	0.529	0.683
hooky	hooky	0.468	0.500	0.452
hooligan	hooligan	0.295	0.712	0.455
hoop	ċrieki	0.635	0.204	0.315
hoopla	Hoopla	0.542	0.471	0.353
hooray	Hooray	0.610	0.481	0.536
hoot	hoot	0.449	0.560	0.430
hooter	hooter	0.470	0.615	0.455
hop	hop	0.450	0.520	0.427
hope	tama	0.927	0.317	0.739
hopeful	tama	0.947	0.357	0.627
hopeless	bla tama	0.094	0.298	0.112
hopelessness	nuqqas ta 'tfulija	0.052	0.402	0.223
hopes	jittama	0.917	0.500	0.702
hoping	bit-tama	0.684	0.469	0.454
hopper	hopper	0.396	0.491	0.442
horde	horde	0.286	0.713	0.684
horizon	orizzont	0.729	0.284	0.590
horizontal	orizzontali	0.573	0.304	0.387
horizontally	orizzontalment	0.500	0.356	0.439
hormonal	ormonali	0.500	0.620	0.551
hormone	ormon	0.490	0.750	0.621
horn	ħorn	0.385	0.510	0.366
horned	qarnit	0.316	0.610	0.375
hornet	hornet	0.398	0.594	0.500
horny	qarn	0.490	0.908	0.560
horoscope	horoskopju	0.500	0.360	0.490
horrendous	orribbli	0.073	0.755	0.365
horrible	horrible	0.071	0.857	0.398
horribly	horribly	0.050	0.631	0.454
horrid	horrid	0.052	0.765	0.419
horrific	orribbli	0.094	0.846	0.481
horrified	orribbli	0.040	0.885	0.368
horrifying	skoraġġanti	0.010	0.760	0.352
horror	orrur	0.115	0.850	0.438
horrors	kruhat	0.061	0.852	0.409
horse	żiemel	0.635	0.510	0.529
horseback	horseback	0.688	0.588	0.566
horseman	horseman	0.441	0.700	0.676
horsepower	horsepower	0.594	0.735	0.735
horseradish	horseradish	0.321	0.584	0.476
horseshit	horsehit	0.153	0.582	0.179
horseshoe	żiemel	0.673	0.350	0.406
horsey	horsey	0.602	0.454	0.462
horticultural	ortikulturali	0.594	0.387	0.509
horticulture	ortikultura	0.700	0.420	0.434
hosannah	NO TRANSLATION	0.679	0.373	0.500
hose	pajp	0.469	0.288	0.263
hosiery	maljerija	0.520	0.344	0.373
hospice	ospizju	0.337	0.443	0.535
hospitable	ospitabbli	0.791	0.470	0.661
hospital	sptar	0.323	0.537	0.598
hospitality	ospitalità	0.865	0.333	0.725
host	ospitanti	0.693	0.471	0.537
hostage	ostaġġ	0.163	0.923	0.325
hostel	Hostel	0.479	0.500	0.398
hostess	hostess	0.792	0.604	0.688
hostile	ostili	0.188	0.877	0.474
hostilities	ostilitajiet	0.276	0.810	0.444
hostility	ostilità	0.122	0.775	0.465
hot	sħun	0.490	0.740	0.573
hot sauce	zalza friska	0.333	0.740	0.509
hotbed	hotbed	0.510	0.285	0.395
hotdog	hot dog	0.720	0.438	0.373
hotel	lukanda	0.740	0.370	0.407
hothead	Hothead	0.240	0.849	0.518
hotline	hotline	0.592	0.565	0.663
hotshot	hotshot	0.500	0.727	0.615
hotyoga	NO TRANSLATION	0.683	0.609	0.446
hound	hound	0.417	0.528	0.582
hour	siegħa	0.552	0.265	0.336
hourglass	hourglass	0.542	0.284	0.492
hourly	kull siegħa	0.469	0.418	0.491
house	dar	0.587	0.135	0.533
houseboat	houseboat	0.604	0.389	0.429
houseboy	houseboy	0.479	0.415	0.393
housebroken	housebroken	0.518	0.461	0.389
houseguest	houseguest	0.530	0.500	0.481
household	dar	0.781	0.230	0.667
householder	il-kap tal-familja	0.816	0.541	0.833
housekeeper	housekeeper	0.694	0.279	0.520
housekeeping	manutenzjoni	0.604	0.500	0.445
housewarming	estensjoni tad-dar	0.857	0.710	0.727
housewife	mara tad-dar	0.656	0.361	0.449
housework	xogħol tad-dar	0.484	0.413	0.342
housing	akkomodazzjoni	0.776	0.304	0.591
hovel	hovel	0.333	0.296	0.322
hover	imbagħad	0.510	0.431	0.404
hovercraft	ħoverkraft	0.541	0.654	0.588
howl	howl	0.357	0.646	0.407
howsoever	tkun xi tkun	0.459	0.309	0.345
hoy	NO TRANSLATION	0.583	0.298	0.471
hub	hub	0.479	0.399	0.433
hubby	hubby	0.548	0.435	0.430
huckleberry	Huckleberry	0.600	0.279	0.296
huddle	toqgħod	0.604	0.509	0.445
hue	lewn	0.507	0.416	0.417
huff	huff	0.388	0.491	0.315
huffy	huffy	0.420	0.616	0.375
hug	tgħanniqa	0.908	0.427	0.548
huge	enormi	0.573	0.625	0.783
hugger	hugger	0.520	0.480	0.412
huggy	huggy	0.854	0.429	0.451
hugs	hugs	0.980	0.422	0.600
hulk	hulk	0.460	0.740	0.750
hull	buq	0.542	0.265	0.353
hum	hum	0.490	0.296	0.276
human	bniedem	0.767	0.314	0.605
humane	uman	0.800	0.370	0.580
humanitarian	umanitarju	0.786	0.317	0.709
humanities	umanistiċi	0.729	0.325	0.677
humanity	umanità	0.750	0.360	0.727
humankind	umanità	0.885	0.394	0.714
humanoid	umanojdi	0.521	0.462	0.491
humanrights	NO TRANSLATION	0.792	0.559	0.730
humble	umli	0.867	0.236	0.483
humbled	umli	0.280	0.618	0.198
humbly	umilment	0.771	0.194	0.370
humbug	umbug	0.219	0.622	0.456
humdrum	umdrum	0.269	0.246	0.353
humid	umdu	0.375	0.324	0.366
humidity	umdità	0.464	0.373	0.367
humiliate	umiljat	0.052	0.714	0.275
humiliated	umiljati	0.104	0.712	0.216
humiliating	umiljanti	0.062	0.716	0.279
humiliation	umiljazzjoni	0.048	0.712	0.310
humility	umiltà	0.740	0.118	0.444
hummer	Hummer	0.510	0.622	0.589
hummingbird	Hummingbird	0.750	0.370	0.273
humongous	umoniż	0.378	0.538	0.536
humor	umoriżmu	0.890	0.633	0.462
humored	umorati	0.854	0.657	0.545
humorist	humorist	0.958	0.790	0.607
humorous	umoristiku	0.906	0.616	0.665
hump	hump	0.296	0.462	0.250
humpback	ġibs lura	0.235	0.346	0.247
hunch	hunch	0.561	0.630	0.567
hunchback	hunchback	0.208	0.390	0.259
hundred	mija	0.604	0.370	0.406
hundredth	mija	0.427	0.368	0.466
hunger	ġuħ	0.083	0.554	0.328
hungry	bil-ġuħ	0.083	0.690	0.254
hunk	hunk	0.438	0.375	0.361
hunks	hunks	0.417	0.453	0.482
hunky	hunky	0.469	0.571	0.438
hunt	kaċċa	0.327	0.806	0.588
hunter	kaċċatur	0.292	0.817	0.817
hunting	kaċċa	0.448	0.713	0.714
huntress	kuntress	0.357	0.717	0.765
hurdle	ostaklu	0.198	0.682	0.434
hurl	hurl	0.316	0.745	0.574
hurrah	hurray	0.802	0.740	0.500
hurricane	uragan	0.177	0.958	0.787
hurricanes	uragani	0.286	0.898	0.784
hurried	malajr	0.314	0.806	0.393
hurry	hurry	0.422	0.735	0.481
hurryup	NO TRANSLATION	0.473	0.791	0.555
hurt	iweġġgħu	0.062	0.773	0.291
hurtful	hurtful	0.104	0.680	0.463
hurting	jagħmel ħsara	0.153	0.778	0.221
husband	raġel	0.771	0.500	0.655
husbandry	trobbija	0.643	0.473	0.445
hush	hush	0.471	0.231	0.312
hushed	mdawra	0.292	0.194	0.272
husk	NO TRANSLATION	0.378	0.173	0.147
husky	husky	0.630	0.450	0.490
hussy	hussy	0.219	0.594	0.384
hustle	hustle	0.406	0.661	0.427
hustler	hustler	0.260	0.821	0.627
hut	għarix	0.633	0.270	0.375
hutch	hutch	0.385	0.453	0.520
hyacinth	ġjaċint	0.372	0.360	0.342
hybrid	ibridi	0.500	0.365	0.570
hydra	hydra	0.406	0.598	0.534
hydrant	idranti	0.570	0.413	0.367
hydrate	idrat	0.610	0.367	0.547
hydraulic	idrawliċi	0.522	0.398	0.596
hydraulics	idrawliċi	0.500	0.530	0.588
hydrocephalus	hydrocephalus	0.286	0.629	0.393
hydrodynamics	idrodinamika	0.552	0.582	0.664
hydrogen	idroġenu	0.469	0.303	0.554
hydrographic	idrografiku	0.490	0.396	0.642
hydrology	idroloġija	0.500	0.380	0.509
hydrophobia	idrofobija	0.323	0.784	0.351
hydroponics	hydroponics	0.500	0.549	0.500
hyena	hyena	0.396	0.719	0.464
hygiene	iġjene	0.781	0.287	0.537
hygienic	iġeniku	0.719	0.245	0.702
hygienist	iġjenista	0.698	0.389	0.682
hymen	hymen	0.469	0.651	0.457
hymn	innu	0.735	0.292	0.634
hype	hype	0.510	0.500	0.586
hyped	hyped	0.708	0.582	0.679
hyper	hyper	0.542	0.616	0.640
hyperactive	iperattivi	0.500	0.921	0.660
hyperbole	hyperbole	0.469	0.521	0.542
hyperspace	iperspazju	0.510	0.623	0.755
hypertension	pressjoni għolja	0.133	0.784	0.427
hypertrophy	ipertrofija	0.312	0.625	0.413
hyperventilate	hyperventilate	0.347	0.729	0.556
hyperventilating	iperventilazzjoni	0.164	0.802	0.625
hyphen	sing	0.552	0.356	0.381
hypnosis	hypnosis	0.417	0.410	0.546
hypnotic	ipnotiku	0.571	0.560	0.569
hypnotist	hypnotist	0.490	0.455	0.627
hypnotize	hypnotize	0.469	0.507	0.508
hypnotized	hypnotized	0.449	0.434	0.380
hypochondriac	hypochondriac	0.194	0.588	0.333
hypocrisy	ipokrisija	0.156	0.523	0.370
hypocrite	hypocrite	0.082	0.673	0.306
hypocritical	ipokritiku	0.048	0.740	0.415
hypodermic	ipodermiku	0.240	0.441	0.445
hypothalamus	ipotalamu	0.593	0.427	0.539
hypothermia	ipotermja	0.184	0.620	0.301
hypothesis	ipote i	0.552	0.370	0.509
hypothetical	ipotetiku	0.480	0.367	0.361
hysterectomy	isterektomija	0.178	0.660	0.470
hysteria	isteriżmu	0.224	0.906	0.482
hysterical	storiċi	0.290	0.942	0.398
ibuprofen	ibuprofen	0.448	0.427	0.504
ice	silġ	0.440	0.265	0.219
ice tea	te tas-silġ	0.771	0.337	0.336
iceberg	iceberg	0.344	0.540	0.648
icebox	icebox	0.560	0.222	0.370
icebreaker	icebreaker	0.571	0.545	0.848
iced	silġ	0.564	0.482	0.339
icing	silġ	0.688	0.452	0.411
icky	icky	0.357	0.510	0.342
icon	ikona	0.549	0.349	0.415
iconic	emblematika	0.583	0.537	0.700
iconography	l-ikonografija	0.602	0.382	0.653
icy	tħaddan	0.684	0.375	0.345
id	id	0.449	0.344	0.391
idea	idea	0.750	0.538	0.704
ideal	ideali	0.802	0.437	0.736
idealism	idealiżmu	0.635	0.436	0.689
idealist	idealista	0.816	0.510	0.802
idealistic	idealistiku	0.812	0.469	0.755
identical	identiku	0.635	0.380	0.527
identically	b'mod identiku	0.667	0.427	0.487
identification	identifikazzjoni	0.714	0.451	0.692
identify	tidentifika	0.635	0.480	0.667
identity	l-identità	0.663	0.360	0.780
ideology	ideoloġija	0.573	0.344	0.692
idiocy	idiocy	0.112	0.635	0.137
idiom	idiom	0.520	0.337	0.445
idiomatic	idiomatic	0.531	0.429	0.516
idiot	idjota	0.086	0.567	0.113
idiotic	idiotic	0.104	0.620	0.170
idiots	idiots	0.143	0.600	0.144
idle	idle	0.179	0.167	0.112
idleness	idleness	0.308	0.330	0.228
idler	idler	0.200	0.304	0.194
idol	idolu	0.684	0.805	0.853
idolatry	idolatry	0.365	0.571	0.625
idolizing	idolizzanti	0.676	0.712	0.643
idyllic	idilliku	0.571	0.394	0.593
iffy	iffy	0.380	0.442	0.333
ifonly	kieku biss	0.406	0.250	0.255
igloo	igloo	0.569	0.302	0.345
igneous	igneous	0.469	0.466	0.517
ignite	jaqbad	0.458	0.785	0.675
ignition	tqabbid	0.365	0.720	0.657
ignorance	injoranza	0.153	0.417	0.209
ignorant	injorant	0.102	0.461	0.223
ignore	injorat	0.146	0.230	0.295
iguana	iguana	0.521	0.235	0.291
ihatespiders	NO TRANSLATION	0.245	0.611	0.420
ilk	NO TRANSLATION	0.438	0.451	0.455
ill	morda	0.073	0.410	0.200
illegal	illegali	0.061	0.787	0.337
illegality	illegalità	0.094	0.635	0.427
illegally	illegalment	0.133	0.788	0.402
illegible	ma jinqarax	0.296	0.490	0.315
illegitimate	illeġittimu	0.184	0.644	0.302
illicit	illiċitu	0.188	0.794	0.390
illiterate	illitterati	0.120	0.410	0.151
illness	marda	0.098	0.717	0.211
illogical	illoġiku	0.208	0.630	0.251
illuminate	illuminate	0.905	0.646	0.782
illuminating	illuminanti	0.949	0.613	0.773
illumination	illuminazzjoni	0.760	0.588	0.537
illuminator	illuminatur	0.770	0.566	0.718
illusion	illużjoni	0.562	0.490	0.387
illustrate	juru	0.750	0.430	0.690
illustration	illustrazzjoni	0.740	0.441	0.640
illustrative	illustrattiva	0.771	0.452	0.647
illustrious	illustri	0.673	0.550	0.741
ilovechristmas	NO TRANSLATION	0.885	0.590	0.525
iloveher	NO TRANSLATION	0.750	0.519	0.556
image	immaġni	0.653	0.241	0.453
imagery	xbihat	0.653	0.327	0.390
imaginable	immaġinabbli	0.613	0.529	0.596
imaginary	immaġinarju	0.560	0.424	0.310
imagination	immaġinazzjoni	0.802	0.491	0.547
imaginative	immaġinattiv	0.780	0.541	0.593
imagine	jimmaġina	0.759	0.480	0.587
imagined	immaġina	0.656	0.412	0.418
imaging	immaġni	0.724	0.394	0.482
imagining	timmaġina	0.765	0.458	0.545
imam	NO TRANSLATION	0.527	0.337	0.539
imbalance	żbilanċ	0.115	0.538	0.264
imbecile	imbecile	0.082	0.569	0.260
imbedded	imbedded	0.406	0.580	0.562
imissyou	NO TRANSLATION	0.480	0.608	0.344
imitate	jimitaw	0.469	0.561	0.336
imitated	imitat	0.333	0.391	0.442
imitation	imitazzjoni	0.406	0.592	0.343
immaculate	immakulata	0.698	0.330	0.688
immaterial	immaterjali	0.296	0.309	0.295
immature	immaturi	0.114	0.500	0.200
immaturity	immaturità	0.146	0.567	0.221
immeasurable	ma titkejjilx	0.510	0.539	0.712
immeasurably	b'mod li ma titkejjilx	0.510	0.640	0.680
immediacy	immedjatezza	0.635	0.630	0.627
immediate	immedjat	0.656	0.548	0.716
immediately	immedjatament	0.552	0.780	0.707
immemorial	immemorial	0.327	0.469	0.454
immense	immens	0.755	0.750	0.811
immerse	għaddas	0.510	0.577	0.509
immersion	immersjoni	0.510	0.556	0.564
immigrant	immigranti	0.357	0.663	0.509
immigration	immigrazzjoni	0.390	0.667	0.454
imminent	imminenti	0.490	0.784	0.643
immobile	immobbli	0.225	0.217	0.298
immoral	immorali	0.143	0.622	0.385
immorality	immoralità	0.188	0.689	0.315
immortal	immortali	0.812	0.750	0.795
immortality	Immortalità	0.688	0.635	0.861
immovable	immobbli	0.480	0.310	0.571
immune	immuni	0.629	0.472	0.780
immunity	immunità	0.633	0.316	0.786
immunization	immunizzazzjoni	0.667	0.510	0.733
immutable	immutabbli	0.427	0.431	0.571
imp	imp	0.350	0.448	0.420
impact	l-impatt	0.469	0.884	0.776
impair	tfixkel	0.153	0.500	0.360
impaired	imfixkla	0.130	0.459	0.269
impairment	indeboliment	0.170	0.571	0.220
impart	jagħtu	0.521	0.441	0.694
impartial	imparzjali	0.531	0.406	0.685
impartiality	imparzjalità	0.622	0.394	0.616
impassable	impassabbli	0.342	0.458	0.553
impassioned	imdeffsa	0.740	0.780	0.802
impatience	impatience	0.278	0.780	0.411
impatient	paċenzja	0.250	0.708	0.429
impatiently	NO TRANSLATION	0.194	0.750	0.539
impeach	impeach	0.208	0.776	0.664
impeachment	impeachment	0.163	0.735	0.694
impeccable	impekkabbli	0.833	0.370	0.824
impede	jimpedixxu	0.271	0.510	0.604
impediment	impediment	0.163	0.600	0.409
impelled	impelled	0.604	0.741	0.690
impending	imminenti	0.480	0.735	0.752
impenetrable	impenetrabbli	0.531	0.577	0.839
imperative	imperattiv	0.625	0.647	0.708
imperceptible	imperċettibbli	0.378	0.490	0.548
