Word	Kannada-kn	Valence	Arousal	Dominance
intimation	ಸೂಚನೆ	0.406	0.673	0.500
intimidate	ಭಯಹುಟ್ಟಿಸು	0.210	0.804	0.632
intimidated	ಭಯಪಡಿಸಿತು	0.177	0.663	0.208
intimidating	ಬೆದರಿಸುವ	0.229	0.790	0.708
intimidation	ಬೆದರಿಕೆ	0.177	0.791	0.644
intolerable	ಅಸಹನೀಯ	0.146	0.660	0.439
intolerance	ಅಸಹಿಷ್ಣುತೆ	0.052	0.704	0.520
intolerant	ಅಸಹಿಷ್ಣುತೆ	0.135	0.676	0.509
intonation	ಪಠಿಸುವುದು	0.615	0.442	0.598
intoxicated	ಅಮಲೇರಿದ	0.079	0.824	0.246
intoxicating	ಅಮಲೇರಿದ	0.224	0.760	0.464
intoxication	ಮಾದಕತೆ	0.323	0.710	0.400
intracranial	ಅಂತರ್ರಾಜಕೀಯ	0.281	0.602	0.553
intractable	ಪರಿಹರಿಸಲಾಗದ	0.154	0.694	0.302
intramural	ಅಂತರ್ಗತ	0.490	0.464	0.447
intravenous	ಇಂಟ್ರಾವೆನಸ್	0.357	0.538	0.458
intrepid	ನಿರ್ಭಯ	0.753	0.696	0.637
intricate	ಸಂಕೀರ್ಣ	0.559	0.704	0.500
intrigue	ಒಳಸಂಚು	0.362	0.830	0.327
intriguing	ಜಿಜ್ಞಾಸೆ	0.422	0.713	0.462
intrinsic	ಸ್ವಾಭಾವಿಕ	0.406	0.471	0.526
intrinsically	ಆಂತರಿಕವಾಗಿ	0.459	0.382	0.538
intro	ಪರಿಚಯ	0.510	0.331	0.657
introduce	ಪರಿಚಯಿಸಲು	0.592	0.559	0.648
introduction	ಪರಿಚಯ	0.612	0.413	0.640
introductory	ಪರಿಚಯಾತ್ಮಕ	0.635	0.368	0.593
introspection	ಆತ್ಮಾವಲೋಕನ	0.603	0.337	0.575
introspective	ಆತ್ಮಾವಲೋಕನ	0.552	0.360	0.471
intrude	ಒಳನುಸುಳಿ	0.058	0.735	0.480
intruder	ಅನಾಹುತ	0.146	0.740	0.324
intrusion	ಮಧ್ಯಪ್ರವೇಶ	0.293	0.641	0.670
intrusive	ಗೊಂದಲಮಯ	0.461	0.607	0.538
intubation	ಒಳಸೇರಿಸುವಿಕೆ	0.276	0.598	0.526
intuition	ಅಂತಃಪ್ರಜ್ಞೆ	0.857	0.508	0.602
intuitive	ಅರ್ಥಗರ್ಭಿತ	0.771	0.573	0.690
intuitively	ಅಂತರ್ಬೋಧೆಯಿಂದ	0.670	0.561	0.648
inundation	ಮುಳುಗುವಿಕೆ	0.177	0.780	0.455
invade	ಆಕ್ರಮಣ	0.408	0.892	0.714
invader	ಆಕ್ರಮಣಕಾರ	0.200	0.827	0.618
invalid	ಅಮಾನ್ಯವಾಗಿದೆ	0.180	0.330	0.255
invalidate	ಅಮಾನ್ಯವಾಗಿದೆ	0.315	0.480	0.397
invalidation	ಅಮಾನ್ಯತೆ	0.181	0.490	0.278
invalidity	ಅಮಾನ್ಯತೆ	0.186	0.394	0.158
invaluable	ಅಮೂಲ್ಯವಾದದ್ದು	0.740	0.500	0.745
invariably	ಏಕರೂಪವಾಗಿ	0.458	0.365	0.550
invasion	ಆಕ್ರಮಣ	0.271	0.843	0.808
invasive	ಆಕ್ರಮಣಶೀಲ	0.194	0.730	0.598
invent	ಆವಿಷ್ಕಾರ	0.719	0.689	0.833
invention	ಆವಿಷ್ಕಾರ	0.714	0.577	0.811
inventive	ಸೃಜನಶೀಲ	0.780	0.627	0.721
inventor	ಸಂಶೋಧಕ	0.781	0.667	0.847
inventory	ದಾಸ್ತಾನು	0.594	0.463	0.490
inverse	ವಿಲೋಮ	0.459	0.337	0.319
inversely	ವಿಲೋಮವಾಗಿ	0.286	0.418	0.351
inversion	ತಲೆಕೆಳಗು	0.602	0.630	0.772
invert	ತಲೆಕೆಳಗಾದ	0.510	0.585	0.706
inverted	ತಲೆಕೆಳಗಾದ	0.310	0.471	0.357
invest	ಹೂಡಿಕೆ	0.650	0.663	0.682
investigate	ತನಿಖೆ	0.640	0.500	0.781
investigation	ತನಿಖೆ	0.531	0.592	0.820
investigative	ತನಿಖಾಧಿಕಾರಿ	0.562	0.600	0.704
investigator	ತನಿಖೆದಾರ	0.615	0.509	0.779
investment	ಬಂಡವಾಳ	0.720	0.592	0.745
investor	ಹೂಡಿಕೆದಾರರು	0.794	0.655	0.791
invidious	ಆಕ್ರಮಣಕಾರಿ	0.112	0.650	0.364
invigorate	ಉತ್ತೇಜಿಸು	0.821	0.798	0.831
invincible	ಅಜೇಯ	0.867	0.853	0.914
invisibility	ಅದೃಶ್ಯತೆ	0.438	0.461	0.382
invisible	ಅಗೋಚರ	0.417	0.345	0.412
invitation	ಆಹ್ವಾನ	0.802	0.549	0.647
invite	ಆಮಂತ್ರಿಸಿ	0.745	0.655	0.611
inviting	ಆಹ್ವಾನಿಸುವುದು	0.938	0.571	0.538
invocation	ಆಹ್ವಾನ	0.430	0.620	0.673
invoice	ಸರಕುಪಟ್ಟಿ	0.480	0.380	0.474
invoke	ಆಹ್ವಾನಿಸು	0.583	0.740	0.579
involuntary	ಅನೈಚ್ಛಿಕ	0.354	0.490	0.231
involution	ವಿಕಸನ	0.296	0.420	0.407
involve	ಒಳಗೊಂಡಿರುತ್ತದೆ	0.694	0.490	0.728
involvement	ಒಳಗೊಳ್ಳುವಿಕೆ	0.760	0.620	0.696
invulnerable	ಅವೇಧನೀಯ	0.552	0.683	0.745
inwards	ಒಳಮುಖವಾಗಿ	0.490	0.385	0.438
iodine	ಅಯೋಡಿನ್	0.390	0.265	0.333
ion	ಅಯಾನ್	0.429	0.330	0.408
iota	ಐಯೋಟಾ	0.344	0.385	0.314
irate	ಕೆರಳಿಸು	0.188	0.852	0.474
ire	NO TRANSLATION	0.198	0.740	0.575
iridescent	ವರ್ಣವೈವಿಧ್ಯ	0.602	0.588	0.539
iris	ಐರಿಸ್	0.708	0.275	0.380
irked	ಇರ್ಕೆಡ್	0.164	0.791	0.353
irks	irks	0.276	0.781	0.339
iron	ಕಬ್ಬಿಣ	0.448	0.351	0.679
ironclad	ಕಬ್ಬಿಣ	0.561	0.648	0.679
ironic	ವ್ಯಂಗ್ಯಾತ್ಮಕ	0.435	0.550	0.500
irons	ಐರನ್ಸ್	0.531	0.441	0.625
irony	ವ್ಯಂಗ್ಯ	0.390	0.587	0.508
irradiation	ವಿಕಿರಣ	0.385	0.736	0.509
irrational	ಅಭಾಗಲಬ್ಧ	0.125	0.648	0.394
irrationality	ವಿವೇಚನಾರಹಿತತೆ	0.198	0.735	0.361
irreconcilable	ಸರಿಪಡಿಸಲಾಗದ	0.146	0.667	0.375
irreducible	ಬದಲಾಯಿಸಲಾಗದ	0.296	0.455	0.569
irrefutable	ನಿರಾಕರಿಸಲಾಗದ	0.496	0.549	0.716
irregular	ಅನಿಯಮಿತ	0.312	0.548	0.321
irregularity	ಅನಿಯಮಿತತೆ	0.104	0.647	0.306
irregularly	ಅನಿಯಮಿತವಾಗಿ	0.292	0.565	0.397
irrelevant	ಅಪ್ರಸ್ತುತ	0.138	0.311	0.296
irreparable	ಸರಿಪಡಿಸಲಾಗದ	0.061	0.530	0.430
irreplaceable	ಭರಿಸಲಾಗದ	0.479	0.580	0.833
irrepressible	ಅದಮ್ಯ	0.512	0.566	0.745
irresistible	ಎದುರಿಸಲಾಗದ	0.823	0.833	0.839
irrespective	ಲೆಕ್ಕಿಸದೆ	0.497	0.538	0.745
irresponsible	ಬೇಜವಾಬ್ದಾರಿ	0.177	0.680	0.241
irreverent	ಅಸಮಂಜಸ	0.191	0.694	0.634
irreversible	ಬದಲಾಯಿಸಲಾಗದ	0.170	0.541	0.667
irrevocable	ಮಾರ್ಪಡಿಸಲಾಗದ	0.296	0.560	0.712
irrigate	ನೀರಾವರಿ	0.272	0.458	0.490
irrigation	ನೀರಾವರಿ	0.259	0.426	0.426
irritability	ಕಿರಿಕಿರಿ	0.146	0.853	0.283
irritable	ಕೆರಳಿಸುವ	0.112	0.952	0.462
irritate	ಕಿರಿಕಿರಿ	0.167	0.890	0.368
irritated	ಕಿರಿಕಿರಿ	0.210	0.816	0.281
irritates	ಕಿರಿಕಿರಿಯುಂಟುಮಾಡುತ್ತದೆ	0.173	0.810	0.295
irritating	ಕಿರಿಕಿರಿಯುಂಟುಮಾಡುವುದು	0.104	0.912	0.393
irritation	ಕೆರಳಿಕೆ	0.073	0.833	0.496
island	ದ್ವೀಪ	0.745	0.347	0.432
isle	ಐಲ್	0.667	0.390	0.443
islet	ಐಲೆಟ್	0.612	0.314	0.367
isolate	ಪ್ರತ್ಯೇಕಿಸಿ	0.235	0.422	0.336
isolated	ಪ್ರತ್ಯೇಕಿಸಲ್ಪಟ್ಟಿದೆ	0.221	0.356	0.255
isolation	ಪ್ರತ್ಯೇಕತೆ	0.198	0.338	0.339
isomorphism	ಐಸೊಮಾರ್ಫಿಸಂ	0.448	0.361	0.481
isothermal	ಸಮತೂಕದ	0.459	0.491	0.500
isotope	ಐಸೋಟೋಪ್	0.429	0.404	0.407
issue	ಸಮಸ್ಯೆ	0.316	0.819	0.351
itch	ಕಜ್ಜಿ	0.319	0.610	0.465
itching	ತುರಿಕೆ	0.208	0.690	0.300
itchy	ನವೆ	0.334	0.726	0.296
item	ಐಟಂ	0.594	0.270	0.465
itemize	ಒಟ್ಟುಗೂಡಿಸು	0.459	0.527	0.518
items	ಐಟಂಗಳನ್ನು	0.542	0.401	0.434
iterate	ಪುನರಾವರ್ತಿಸಿ	0.449	0.460	0.440
iteration	ಪುನರಾವರ್ತನೆ	0.531	0.449	0.486
iterative	ಪುನರಾವರ್ತನೆ	0.429	0.420	0.500
itinerant	ಸಂಚಾರಿ	0.449	0.545	0.439
itinerary	itinerary	0.551	0.550	0.454
ivory	ದಂತ	0.625	0.235	0.566
jab	ಜಬ್	0.385	0.519	0.482
jabber	ಜಬ್ಬರ್	0.417	0.506	0.342
jack	ಜ್ಯಾಕ್	0.487	0.450	0.441
jackal	ನರಿ	0.333	0.582	0.436
jackass	ಜಾಕಾಸ್	0.188	0.692	0.279
jacket	ಜಾಕೆಟ್	0.656	0.302	0.382
jackhammer	ಜ್ಯಾಕ್ಹ್ಯಾಮರ್	0.199	0.690	0.519
jackpot	ಜಾಕ್ಪಾಟ್	0.950	0.750	0.786
jackrabbit	ಜ್ಯಾಕ್ರಾಬಿಟ್	0.625	0.379	0.344
jacks	ಜ್ಯಾಕ್ಸ್	0.490	0.400	0.505
jade	ಜೇಡ್	0.604	0.410	0.455
jaded	ದಣಿದ	0.255	0.560	0.400
jag	NO TRANSLATION	0.408	0.440	0.427
jagged	ಮೊನಚಾದ	0.082	0.462	0.213
jaguar	ಜಗ್ವಾರ್	0.559	0.710	0.654
jail	ಜೈಲು	0.094	0.898	0.480
jailbird	ಜೈಲ್ಬರ್ಡ್	0.240	0.567	0.473
jailbreak	ಜೈಲ್ ನಿಂದ ತಪ್ಪಿಸಿಕೊಳ್ಳುವುದು	0.354	0.629	0.471
jailer	ಜೈಲರ್	0.194	0.630	0.632
jailhouse	ಜೈಲ್ ಹೌಸ್	0.104	0.887	0.430
jalopy	ಜಲೋಪಿ	0.396	0.436	0.337
jam	ಜಾಮ್	0.510	0.548	0.318
jamboree	ಜಂಬೊರೆ	0.602	0.625	0.351
jammed	ಸಂಚಲನ	0.235	0.817	0.411
jammer	ಜಮ್ಮರ್	0.417	0.540	0.491
janitor	ದ್ವಾರಪಾಲಕನು	0.510	0.350	0.527
janitorial	ಜನಿಟೋರಿಯಲ್	0.490	0.373	0.481
japan	ಜಪಾನ್	0.667	0.482	0.580
jar	ಜಾರ್	0.430	0.346	0.318
jargon	ಪರಿಭಾಷೆ	0.333	0.548	0.404
jarhead	ಜರ್ಹೆಡ್	0.408	0.530	0.464
jarring	ಜರಿಂಗ್	0.210	0.673	0.309
jasmine	ಮಲ್ಲಿಗೆ	0.765	0.230	0.286
jasper	ಜಾಸ್ಪರ್	0.480	0.425	0.402
jaundice	ಕಾಮಾಲೆ	0.214	0.480	0.355
jaunt	ವಿಹರಿಸು	0.808	0.451	0.500
java	ಜಾವಾ	0.459	0.321	0.343
javelin	ಜಾವೆಲಿನ್	0.385	0.481	0.465
jaw	ದವಡೆ	0.500	0.510	0.420
jawbone	ದವಡೆ	0.468	0.413	0.342
jaws	ದವಡೆಗಳು	0.385	0.528	0.455
jay	ಜೇ	0.531	0.408	0.389
jazz	ಜಾಝ್	0.677	0.362	0.450
jazzy	ಚುರುಕಾದ	0.725	0.431	0.389
jealous	ಅಸೂಯೆ	0.173	0.855	0.345
jealousy	ಅಸೂಯೆ	0.146	0.783	0.481
jean	ಜೀನ್	0.602	0.444	0.364
jeans	ಜೀನ್ಸ್	0.622	0.324	0.371
jeep	ಜೀಪ್	0.602	0.510	0.612
jeering	ಜೀಯರಿಂಗ್	0.266	0.792	0.380
jelly	ಜೆಲ್ಲಿ	0.651	0.294	0.256
jellybean	ಜೆಲ್ಲಿಬೀನ್	0.592	0.406	0.399
jellyfish	ಜೆಲ್ಲಿ ಮೀನು	0.531	0.567	0.377
jenny	ಜೆನ್ನಿ	0.542	0.406	0.407
jeopardize	ಅಪಾಯಕ್ಕೆ ಸಿಕ್ಕಿಸು	0.260	0.877	0.582
jeopardy	ಜೆಪರ್ಡಿ	0.129	0.908	0.536
jerk	ಎಳೆತ	0.194	0.630	0.238
jerks	ಜರ್ಕ್ಸ್	0.214	0.788	0.395
jerky	ಜರ್ಕಿ	0.233	0.538	0.358
jersey	ಜರ್ಸಿ	0.594	0.317	0.411
jest	NO TRANSLATION	0.520	0.736	0.222
jester	ಜೆಸ್ಟರ್	0.388	0.670	0.264
jesus	ಜೀಸಸ್	0.800	0.400	0.620
jet	ಜೆಟ್	0.612	0.721	0.606
jetty	ಜೆಟ್ಟಿ	0.602	0.480	0.453
jewel	ರತ್ನ	0.827	0.588	0.625
jeweler	ಆಭರಣಕಾರ	0.760	0.482	0.500
jewelry	ಆಭರಣ	0.823	0.569	0.597
jib	ಜಬ್	0.406	0.420	0.413
jiff	NO TRANSLATION	0.576	0.404	0.349
jiffy	ಜಿಫಿ	0.410	0.444	0.380
jig	ಜಿಗ್	0.531	0.396	0.357
jiggle	ಹುರಿದುಂಬಿಸು	0.592	0.673	0.518
jigsaw	ಗರಗಸ	0.594	0.582	0.519
jihad	ಜಿಹಾದ್	0.323	0.660	0.444
jimmy	ಜಿಮ್ಮಿ	0.579	0.321	0.311
jingle	ಜಿಂಗಲ್	0.635	0.500	0.424
jinx	ಜಿಂಕ್ಸ್	0.337	0.582	0.373
jitters	ಜಿಟ್ಟರ್ಸ್	0.224	0.918	0.192
jittery	ಭಯಂಕರ	0.344	0.856	0.255
jive	ಜೈವ್	0.561	0.551	0.373
job	ಕೆಲಸ	0.694	0.541	0.717
jobinterview	NO TRANSLATION	0.684	0.837	0.723
jock	ಜ್ಯಾಕ್	0.592	0.656	0.473
jockey	ಜಾಕಿ	0.562	0.644	0.703
jockstrap	ಜ್ಯಾಕ್ ಸ್ಟ್ರಾಪ್	0.347	0.431	0.390
jog	ಜೋಗ್	0.510	0.708	0.519
jogger	ಜೋಗ್ಗರ್	0.417	0.510	0.424
john	ಜಾನ್	0.562	0.382	0.327
join	ಸೇರಿ	0.729	0.479	0.684
joined	ಸೇರಿಕೊಂಡರು	0.667	0.394	0.600
joining	ಸೇರುವುದು	0.755	0.469	0.685
joint	ಜಂಟಿ	0.615	0.392	0.566
jointly	ಜಂಟಿಯಾಗಿ	0.708	0.425	0.602
joke	ಜೋಕ್	0.704	0.610	0.316
joker	ಜೋಕರ್	0.771	0.760	0.416
joking	ಹಾಸ್ಯ	0.776	0.839	0.407
jolly	ಜಾಲಿ	0.959	0.705	0.708
jolt	ಜೊಲ್ಟ್	0.365	0.708	0.358
jornada	NO TRANSLATION	0.417	0.500	0.533
jot	ಜಟ್	0.406	0.323	0.350
jour	NO TRANSLATION	0.479	0.394	0.415
journal	ಜರ್ನಲ್	0.688	0.240	0.352
journalism	ಪತ್ರಿಕೋದ್ಯಮ	0.622	0.500	0.684
journalist	ಪತ್ರಕರ್ತ	0.542	0.452	0.732
journalistic	ಪತ್ರಿಕೋದ್ಯಮ	0.696	0.449	0.495
journey	ಪ್ರಯಾಣ	0.910	0.702	0.625
journeyman	ಪ್ರಯಾಣಿಕ	0.765	0.596	0.741
joust	ಜೋಸ್ಟ್	0.520	0.528	0.551
jovial	ಸಂತೋಷದ	0.823	0.460	0.526
joy	ಸಂತೋಷ	0.980	0.824	0.794
joyful	ಸಂತೋಷದಾಯಕ	0.990	0.740	0.667
joyous	ಆಹ್ಲಾದಕರ	0.958	0.580	0.728
joyride	ಜಾಯ್ ರೈಡ್	0.694	0.550	0.500
joys	ಸಂತೋಷ	0.981	0.643	0.651
jubilant	ಸಂತೋಷದಾಯಕ	0.844	0.673	0.664
jubilee	ಮಹೋತ್ಸವ	0.916	0.500	0.579
judge	ನ್ಯಾಯಾಧೀಶರು	0.510	0.604	0.857
judged	ತೀರ್ಮಾನಿಸಲಾಗುತ್ತದೆ	0.281	0.686	0.722
judging	ನಿರ್ಣಯಿಸುವುದು	0.240	0.625	0.693
judgment	ತೀರ್ಪು	0.396	0.600	0.816
judgmental	ತೀರ್ಪುಗಾರ	0.330	0.602	0.579
judicial	ನ್ಯಾಯಾಂಗ	0.378	0.667	0.833
judiciary	ನ್ಯಾಯಾಂಗ	0.439	0.740	0.897
judicious	ನ್ಯಾಯಯುತ	0.630	0.432	0.772
judo	ಜೂಡೋ	0.500	0.790	0.612
jug	ಜಗ್	0.520	0.250	0.213
juggle	ಕಣ್ಕಟ್ಟು	0.594	0.760	0.426
juggler	ಜಗ್ಲರ್	0.633	0.821	0.480
juggling	ಚಮತ್ಕಾರವು	0.562	0.874	0.346
jugular	ಜ್ಯೂಗ್ಯುಲರ್	0.271	0.573	0.426
juice	ರಸ	0.776	0.281	0.352
juicer	juicer	0.552	0.520	0.564
juicy	ರಸಭರಿತವಾದ	0.823	0.529	0.490
juju	NO TRANSLATION	0.541	0.519	0.206
juke	ಜೂಕ್	0.500	0.491	0.410
jukebox	ಜೂಕ್ಬಾಕ್ಸ್	0.699	0.540	0.429
jumble	ಜಂಬಲ್	0.357	0.613	0.331
jumbled	ಅದಲುಬದಲು	0.292	0.602	0.445
jumbo	ಜಂಬೋ	0.680	0.552	0.447
jump	ನೆಗೆಯುವುದನ್ನು	0.625	0.865	0.611
jump rope	ಹಾರುವ ಹಗ್ಗ	0.656	0.660	0.368
jumper	ಜಿಗಿತಗಾರನು	0.615	0.336	0.481
jumpsuit	ಜಂಪ್ಸುಟ್	0.562	0.365	0.361
jumpy	ಜಂಬದ	0.353	0.810	0.216
junction	ಜಂಕ್ಷನ್	0.490	0.481	0.364
juncture	ಜಂಕ್ಷನ್	0.365	0.582	0.491
jungle	ಜಂಗಲ್	0.500	0.510	0.481
junior	ಕಿರಿಯ	0.635	0.343	0.304
juniper	ಜುನಿಪರ್	0.583	0.327	0.352
junk	ಜಂಕ್	0.115	0.481	0.118
junket	ಜಂಕೆಟ್	0.490	0.519	0.386
junkie	ಜಂಕೀ	0.135	0.860	0.363
junky	ಜಂಕಿ	0.385	0.595	0.343
junkyard	ಜಂಕ್ಯಾರ್ಡ್	0.177	0.398	0.302
junta	ಜುಂಡಾ	0.451	0.503	0.704
juridical	ನ್ಯಾಯಶಾಸ್ತ್ರ	0.520	0.431	0.873
jurisdiction	ಅಧಿಕಾರ ವ್ಯಾಪ್ತಿ	0.480	0.580	0.820
jurisprudence	ನ್ಯಾಯಶಾಸ್ತ್ರ	0.360	0.425	0.764
jurist	ನ್ಯಾಯಾಧೀಶರು	0.479	0.523	0.713
juror	ನ್ಯಾಯಾಧೀಶರು	0.582	0.640	0.750
jury	ತೀರ್ಪುಗಾರರ	0.479	0.607	0.789
justice	ನ್ಯಾಯ	0.760	0.538	0.787
justifiable	ಸಮರ್ಥನೀಯ	0.786	0.413	0.821
justification	ಸಮರ್ಥನೆ	0.622	0.444	0.661
justify	ಸಮರ್ಥಿಸು	0.612	0.473	0.615
juststop	NO TRANSLATION	0.417	0.379	0.364
justthebeginning	NO TRANSLATION	0.573	0.451	0.481
jute	ಸೆಣಬು	0.551	0.216	0.295
juvenile	ಬಾಲಾಪರಾಧಿ	0.678	0.490	0.526
juxtaposition	ಸಡಿಲತೆ	0.427	0.500	0.460
kaiser	ಕೈಸರ್	0.470	0.509	0.690
kale	ಕೇಲ್	0.469	0.226	0.411
kaleidoscope	ಕೆಲಿಡೋಸ್ಕೋಪ್	0.615	0.439	0.580
kamikaze	ಅಪಾಯಕಾರಿ	0.204	0.810	0.645
kangaroo	ಕಾಂಗರೂ	0.716	0.333	0.301
kanji	ಕಂಜಿ	0.510	0.413	0.425
kappa	ಕಪ್ಪ	0.469	0.375	0.366
kaput	NO TRANSLATION	0.281	0.441	0.440
karaoke	ಕ್ಯಾರಿಯೋಕೆ	0.763	0.649	0.342
karate	ಕರಾಟೆ	0.562	0.833	0.598
karma	ಕರ್ಮ	0.500	0.510	0.537
karmic	ಕರ್ಮಿಕ	0.357	0.459	0.464
kayak	ಕಯಕ್	0.592	0.600	0.364
kazoo	ಕಝೂ	0.503	0.462	0.411
kebab	ಕಬಾಬ್	0.531	0.431	0.377
keel	ಕಿಲ್	0.344	0.417	0.419
keen	ತೀಕ್ಷ್ಣ	0.823	0.719	0.806
keep	ಇರಿಸಿಕೊಳ್ಳಿ	0.714	0.296	0.547
keeper	ಕೀಪರ್	0.612	0.457	0.773
keeping	ಕೀಪಿಂಗ್	0.592	0.280	0.723
keepsake	ನೆನಪಿಸಿಕೊಳ್ಳಿ	0.740	0.307	0.491
keg	ಕೆಗ್	0.551	0.389	0.404
kelp	ಕೆಲ್ಪ್	0.479	0.264	0.213
ken	ಕೆನ್	0.438	0.409	0.360
kennel	ಮೋರಿ	0.430	0.480	0.406
kerchief	ಕೆರ್ಚಿಫ್	0.520	0.189	0.236
kern	ಕೆರ್ನ್	0.438	0.420	0.449
kernel	ಕರ್ನಲ್	0.542	0.453	0.462
kerosene	ಸೀಮೆಎಣ್ಣೆ	0.302	0.472	0.427
ketchup	ಕೆಚಪ್	0.653	0.338	0.282
kettle	ಕೆಟಲ್	0.357	0.497	0.333
key	ಕೀ	0.615	0.275	0.519
keyboard	ಕೀಬೋರ್ಡ್	0.573	0.279	0.349
keyed	ಕೀಲಿಸಲಾಗಿದೆ	0.469	0.497	0.521
keyhole	ಕೀಹೋಲ್	0.438	0.358	0.356
keynote	ಕೀನೋಟ್	0.630	0.431	0.545
keypad	ಕೀಪ್ಯಾಡ್	0.604	0.255	0.330
keystone	ಕೀಸ್ಟೋನ್	0.573	0.438	0.491
keyword	ಕೀವರ್ಡ್	0.602	0.520	0.747
khaki	ಖಾಕಿ	0.594	0.252	0.278
khan	ಖಾನ್	0.463	0.476	0.529
kibble	ತೊಟ್ಟಿ	0.510	0.458	0.404
kick	ಕಿಕ್	0.271	0.791	0.526
kickboxing	ಕಿಕ್ ಬಾಕ್ಸಿಂಗ್	0.427	0.882	0.651
kicker	ಕಿಕ್ಕರ್	0.427	0.711	0.614
kicking	ಒದೆಯುವುದು	0.327	0.802	0.510
kickoff	ಕಿಕ್ಆಫ್	0.583	0.600	0.629
kid	ಮಗು	0.760	0.453	0.298
kidder	ಕಿಡ್ಡರ್	0.708	0.768	0.471
kidding	ಕಿಡ್ಡಿಂಗ್	0.622	0.625	0.457
kiddo	ಕಿಡ್ಡೋ	0.674	0.393	0.419
kiddos	ಕಿಡ್ಡೋಸ್	0.500	0.480	0.342
kidnap	ಅಪಹರಿಸಿ	0.032	0.923	0.535
kidnapped	ಅಪಹರಿಸಿ	0.044	0.923	0.455
kidnapper	ಅಪಹರಣಕಾರ	0.115	0.906	0.618
kidnapping	ಅಪಹರಣ	0.094	0.880	0.561
kidney	ಮೂತ್ರಪಿಂಡ	0.448	0.363	0.380
kids	ಮಕ್ಕಳು	0.837	0.500	0.417
kill	ಕೊಲ್ಲು	0.052	0.941	0.736
killer	ಕೊಲೆಗಾರ	0.041	0.971	0.543
killing	ಕೊಲ್ಲುವುದು	0.080	0.959	0.696
killjoy	ಕೊಲೆಜಾಯ್	0.178	0.550	0.324
kiln	ಗೂಡು	0.451	0.423	0.414
kilo	NO TRANSLATION	0.438	0.358	0.461
kilogram	ಕಿಲೋಗ್ರಾಂ	0.510	0.260	0.455
kilometer	ಕಿಲೋಮೀಟರ್	0.490	0.439	0.485
kilt	ಕಿಲ್ಟ್	0.448	0.346	0.348
kimono	ನಿಲುವಂಗಿಯನ್ನು	0.643	0.280	0.363
kin	ಕಿನ್	0.543	0.441	0.457
kind	ರೀತಿಯ	0.918	0.240	0.618
kindergarten	ಶಿಶುವಿಹಾರ	0.833	0.462	0.308
kindling	ಕಿರಿಕಿರಿ	0.520	0.651	0.421
kindness	ದಯೆ	0.938	0.350	0.508
kindred	ದಯೆಯಿಂದ	0.760	0.418	0.517
kinematics	ಚಲನಶಾಸ್ತ್ರ	0.594	0.480	0.614
kinesiology	ಕಿನಿಸಿಯಾಲಜಿ	0.491	0.480	0.633
kinetic	ಚಲನಶಾಸ್ತ್ರ	0.582	0.540	0.537
king	ರಾಜ	0.677	0.690	0.892
king snake	ರಾಜ ಹಾವು	0.458	0.835	0.647
kingdom	ಸಾಮ್ರಾಜ್ಯ	0.714	0.547	0.910
kingpin	ರಾಜಪರಿವಾರ	0.357	0.626	0.642
kink	ಕಿಂಕ್	0.337	0.634	0.321
kinky	ಕಿಂಕಿ	0.449	0.558	0.361
kinship	ರಕ್ತಸಂಬಂಧ	0.771	0.300	0.652
kiosk	ಕಿಯೋಸ್ಕ್	0.500	0.286	0.321
kirk	ಕಿರ್ಕ್	0.510	0.390	0.388
kiss	ಮುತ್ತು	0.967	0.813	0.630
kisser	ಚುಂಬಕ	0.844	0.682	0.618
kissy	ಚುಂಬನ	0.874	0.684	0.402
kit	ಕಿಟ್	0.583	0.344	0.420
kitchen	ಅಡಿಗೆ	0.700	0.234	0.398
kite	ಗಾಳಿಪಟ	0.643	0.500	0.573
kitten	ಹುಡುಗಿ	0.816	0.343	0.260
kiwi	ಕಿವಿ	0.646	0.273	0.282
klutz	ಕ್ಲೋಟ್ಜ್	0.275	0.451	0.356
knack	ಜಾಣ್ಮೆ	0.562	0.518	0.820
knapsack	ನಾಪ್ಸಾಕ್	0.551	0.317	0.268
knead	ಬೆರೆಸಬಹುದಿತ್ತು	0.490	0.457	0.345
knee	ಮೊಣಕಾಲು	0.520	0.245	0.396
kneecap	ಮಂಡಿರಕ್ಷೆ	0.427	0.360	0.440
kneel	ಮೊಣಕಾಲು	0.426	0.417	0.217
kneeling	ಮಂಡಿಯೂರಿ	0.245	0.435	0.144
knell	ಮಂಕು	0.354	0.500	0.377
knick	ಮಂಕು	0.480	0.509	0.420
knickers	ನೆಕರ್ಸ್	0.552	0.428	0.328
knife	ಚಾಕು	0.344	0.717	0.573
knight	ನೈಟ್	0.780	0.441	0.835
knighthood	ನೈಟ್ಹುಡ್	0.740	0.660	0.769
knit	ಹೆಣೆದ	0.630	0.144	0.295
knob	ಗುಬ್ಬಿ	0.340	0.360	0.272
knock	ನಾಕ್	0.312	0.531	0.527
knockoff	ನಾಕ್ಆಫ್	0.350	0.606	0.240
knockout	ನಾಕ್ಔಟ್	0.388	0.755	0.664
knoll	ನಾಲ್	0.434	0.347	0.333
knot	ಗಂಟು	0.541	0.221	0.408
knots	ಗಂಟುಗಳು	0.418	0.346	0.267
knotted	ಗಂಟು ಹಾಕಿದ	0.226	0.412	0.294
know	ತಿಳಿದಿದೆ	0.765	0.361	0.704
knowing	ತಿಳಿವಳಿಕೆ	0.833	0.353	0.658
