Word	Hindi-hi	Valence	Arousal	Dominance
oneness	एकता	0.745	0.272	0.720
onerous	कष्टदायक	0.500	0.480	0.462
oneself	स्वयं	0.660	0.337	0.483
ongoing	चल रही है	0.674	0.484	0.556
onion	प्याज	0.378	0.367	0.382
onset	शुरुआत	0.673	0.497	0.500
onslaught	हमला	0.198	0.939	0.717
onstage	मंच पर	0.719	0.673	0.583
ontology	आंटलजी	0.510	0.450	0.518
onus	भार	0.562	0.520	0.769
onward	आगे	0.667	0.538	0.741
onyx	गोमेद	0.571	0.461	0.380
oodles	अधिक संख्या	0.490	0.374	0.446
oomph	oomph	0.449	0.613	0.315
ooze	रसना	0.344	0.577	0.333
oozing	बह	0.238	0.515	0.427
op	सेशन	0.480	0.402	0.349
opacity	अस्पष्टता	0.471	0.251	0.256
opal	दूधिया पत्थर	0.623	0.479	0.379
opaque	न झिल्लड़	0.344	0.265	0.342
ope	ope	0.375	0.380	0.395
open	खुला	0.620	0.480	0.569
opener	सलामी बल्लेबाज	0.584	0.526	0.377
opening	प्रारंभिक	0.667	0.510	0.620
openly	खुले तौर पर	0.603	0.388	0.553
openness	खुलापन	0.837	0.561	0.667
opera	ओपेरा	0.714	0.500	0.483
operate	संचालित	0.582	0.690	0.691
operatic	ओपेरा का	0.375	0.452	0.627
operation	ऑपरेशन	0.475	0.611	0.755
operational	परिचालन	0.562	0.570	0.679
operations	संचालन	0.480	0.549	0.798
operative	ऑपरेटिव	0.541	0.635	0.718
operator	ऑपरेटर	0.612	0.630	0.726
ophthalmic	आंख का	0.427	0.385	0.444
ophthalmologist	नेत्र-विशेषज्ञ	0.552	0.389	0.491
opiate	नशा	0.281	0.594	0.598
opinion	राय	0.594	0.482	0.638
opinionated	स्वच्छंद	0.156	0.800	0.491
opium	अफ़ीम	0.276	0.490	0.333
opponent	प्रतिद्वंद्वी	0.080	0.741	0.716
opportune	सामयिक	0.796	0.538	0.767
opportunism	अवसरवाद	0.571	0.752	0.673
opportunity	अवसर	0.938	0.745	0.833
oppose	का विरोध	0.431	0.800	0.473
opposed	विरोधी	0.092	0.460	0.606
opposing	विरोध करने	0.188	0.660	0.518
opposite	सामने	0.235	0.545	0.408
opposites	विपरीत	0.281	0.518	0.462
opposition	विरोध	0.135	0.729	0.592
oppress	अत्याचार करना	0.186	0.654	0.555
oppressed	ज़ुल्म किया हुआ	0.119	0.640	0.259
oppression	उत्पीड़न	0.080	0.673	0.615
oppressive	दमनकारी	0.276	0.590	0.667
oppressor	जालिम	0.160	0.776	0.629
ops	ऑप्स	0.417	0.550	0.528
opt	चुनना	0.510	0.471	0.345
optic	ऑप्टिक	0.663	0.384	0.594
optical	ऑप्टिकल	0.677	0.311	0.542
optics	प्रकाशिकी	0.562	0.286	0.580
optimism	आशावाद	0.949	0.565	0.814
optimist	आशावादी	0.875	0.539	0.787
optimistic	आशावादी	0.979	0.580	0.821
optimum	अनुकूलतम	0.892	0.469	0.808
option	विकल्प	0.512	0.427	0.359
optional	ऐच्छिक	0.755	0.350	0.440
optionally	वैकल्पिक रूप से	0.365	0.405	0.481
options	विकल्प	0.622	0.327	0.473
optometrist	ऑप्टोमेट्रिस्ट	0.446	0.455	0.668
opulence	अधिकता	0.620	0.615	0.648
opulent	धनी	0.562	0.660	0.660
opus	ओपुस	0.458	0.368	0.391
oracle	आकाशवाणी	0.552	0.531	0.670
oral	मौखिक	0.530	0.448	0.375
orange	नारंगी	0.646	0.132	0.296
orange juice	संतरे का रस	0.719	0.343	0.445
orangutan	आरंगुटान	0.430	0.560	0.471
oration	भाषण	0.646	0.315	0.683
orator	वक्ता	0.667	0.375	0.682
oratory	वक्तृत्व	0.602	0.472	0.693
orb	गोला	0.463	0.370	0.444
orbit	की परिक्रमा	0.561	0.422	0.575
orbital	कक्षा का	0.458	0.451	0.559
orbiting	परिक्रमा	0.520	0.643	0.554
orbs	orbs	0.469	0.355	0.482
orc	Orc	0.240	0.510	0.388
orchard	बगीचे	0.760	0.269	0.333
orchestra	ऑर्केस्ट्रा	0.708	0.500	0.664
orchid	आर्किड	0.840	0.345	0.382
ordained	ठहराया	0.735	0.409	0.731
ordeal	परख	0.344	0.539	0.529
order	क्रम	0.780	0.295	0.814
orderly	व्यवस्थित	0.844	0.240	0.661
ordinance	अध्यादेश	0.615	0.452	0.776
ordinary	साधारण	0.375	0.312	0.286
ordination	समन्वय	0.688	0.490	0.765
ordnance	तोपें	0.354	0.825	0.679
ore	अयस्क	0.500	0.333	0.356
oregano	ओरिगैनो	0.596	0.327	0.250
organ	अंग	0.510	0.469	0.538
organic	जैविक	0.719	0.343	0.535
organism	जीव	0.457	0.559	0.800
organist	अरगनिस्ट	0.740	0.469	0.669
organization	संगठन	0.810	0.535	0.851
organize	व्यवस्थित	0.802	0.655	0.781
organized	का आयोजन किया	0.816	0.337	0.746
organizer	व्यवस्था करनेवाला	0.604	0.577	0.846
orgasm	ओगाज़्म	0.844	0.863	0.676
orgies	व्यभिचार	0.388	0.953	0.433
orgy	तांडव	0.346	0.962	0.536
orient	पूरबी	0.667	0.422	0.667
oriental	प्राच्य	0.592	0.409	0.598
orientation	उन्मुखीकरण	0.667	0.454	0.686
orifice	छिद्र	0.448	0.355	0.443
origami	ओरिगेमी	0.684	0.276	0.294
origin	मूल	0.729	0.435	0.591
original	मूल	0.765	0.480	0.746
originality	मोलिकता	0.898	0.500	0.824
originate	उत्पन्न करना	0.702	0.500	0.866
origination	व्युत्पत्ति	0.760	0.443	0.604
originator	लेखक	0.592	0.510	0.868
ornament	आभूषण	0.561	0.373	0.441
ornamental	सजावटी	0.663	0.392	0.460
ornamentation	अलंकरण	0.663	0.471	0.472
ornamented	अलंकृत	0.677	0.350	0.490
ornate	सरूप	0.812	0.356	0.500
ornery	नटखट	0.361	0.520	0.509
orphan	अनाथ	0.133	0.388	0.140
orphanage	अनाथालय	0.184	0.439	0.425
orphaned	अनाथ	0.062	0.430	0.228
orthodontist	ओथडोटिस	0.469	0.615	0.564
orthodox	रूढ़िवादी	0.388	0.471	0.647
orthodoxy	ओथडोक्सी	0.271	0.388	0.612
orthogonal	ओर्थोगोनल	0.500	0.314	0.540
orthopedic	हड्डी का डॉक्टर	0.406	0.346	0.473
oscillate	थरथराना	0.449	0.580	0.397
oscillating	दोलन	0.469	0.548	0.402
oscillation	कंपन	0.562	0.433	0.431
oscillatory	oscillatory	0.375	0.520	0.480
ostensible	ख़याली	0.542	0.549	0.585
ostensibly	जाहिरा तौर पर	0.473	0.529	0.509
ostentatious	दिखावटी	0.479	0.794	0.648
ostracized	बहिष्कृत	0.115	0.690	0.377
ostrich	शुतुरमुर्ग	0.592	0.382	0.241
other	अन्य	0.472	0.230	0.259
otter	ऊद	0.439	0.216	0.339
otto	ओटो	0.427	0.425	0.404
ottoman	तुर्क	0.531	0.337	0.444
ought	चाहिए	0.438	0.511	0.434
ounce	औंस	0.531	0.255	0.288
oust	बाहर निकालना	0.296	0.716	0.444
outage	आउटेज	0.306	0.684	0.438
outback	आउटबैक	0.500	0.324	0.430
outbid	आगे बढ़ाना	0.594	0.622	0.540
outboard	जहाज़ के बाहर	0.448	0.491	0.456
outbreak	प्रकोप	0.260	0.632	0.472
outburst	विस्फोट	0.209	0.802	0.528
outcast	जाति से निकाला हुआ	0.153	0.449	0.353
outcome	परिणाम	0.615	0.472	0.685
outcry	चिल्लाहट	0.271	0.773	0.718
outdated	रगड़ा हुआ	0.167	0.236	0.226
outdo	आगे बढ़ना	0.771	0.750	0.873
outdoor	घर के बाहर	0.814	0.256	0.447
outdoors	सड़क पर	0.781	0.444	0.453
outer	बाहरी	0.552	0.471	0.456
outfit	संगठन	0.760	0.490	0.566
outgoing	निवर्तमान	0.650	0.472	0.538
outgrow	विकसित हो जाना	0.510	0.529	0.722
outgrowth	परिणाम	0.771	0.620	0.688
outhouse	इमारत का बाज़ू	0.281	0.519	0.255
outing	गोट	0.771	0.672	0.634
outlandish	विदेशी	0.448	0.737	0.657
outlast	जीवित रहना	0.620	0.786	0.685
outlaw	डाकू	0.255	0.662	0.482
outlet	आउटलेट	0.610	0.396	0.245
outline	रूपरेखा	0.542	0.365	0.509
outlines	रूपरेखा	0.656	0.402	0.651
outlive	जीवित रहना	0.565	0.769	0.724
outlook	दृष्टिकोण	0.830	0.525	0.625
outlying	दूर	0.460	0.562	0.503
outnumber	संख्या से बढ़ना	0.347	0.615	0.577
outpatient	आउट पेशेंट	0.260	0.400	0.395
outpost	चौकी	0.635	0.571	0.675
outpouring	दिल से बोझ उठाना	0.562	0.685	0.552
output	उत्पादन	0.604	0.389	0.434
outrage	उल्लंघन	0.060	0.689	0.542
outraged	गुस्सा	0.156	0.696	0.538
outrageous	अपमानजनक	0.153	0.945	0.713
outrank	आगे बढ़ना	0.653	0.643	0.817
outreach	आउटरीच	0.540	0.462	0.672
outright	प्रत्यक्ष	0.767	0.396	0.755
outrun	आगे बढ़ना	0.531	0.833	0.573
outset	शुरू	0.750	0.500	0.582
outsider	पराया	0.398	0.549	0.447
outskirts	सरहद	0.474	0.519	0.312
outsmart	चतुरता में मात देना	0.673	0.657	0.864
outspoken	मुखर	0.582	0.413	0.667
outstanding	बकाया	0.898	0.760	0.896
outstretched	फैलाया हुआ	0.448	0.481	0.519
outward	बाहर	0.449	0.439	0.365
outwards	के बाहर	0.440	0.472	0.400
outweigh	पल्ला झुकना	0.486	0.600	0.682
outwit	चतुरता में मात देना	0.302	0.755	0.356
oval	अंडाकार	0.417	0.280	0.330
ovary	अंडाशय	0.469	0.399	0.280
ovate	अंडाकार	0.385	0.286	0.368
ovation	जयध्वनि	0.719	0.758	0.750
oven	ओवन	0.583	0.425	0.606
overactive	अति	0.667	0.885	0.592
overall	संपूर्ण	0.583	0.370	0.670
overalls	चौग़ा	0.500	0.392	0.373
overbearing	रोबदार	0.323	0.833	0.861
overburden	पल्ला झुकना	0.115	0.755	0.546
overcast	घटाटोप	0.417	0.250	0.475
overcharged	अधिक शुल्क	0.276	0.780	0.569
overcoat	ओवरकोट	0.594	0.265	0.430
overcome	पर काबू पाने	0.719	0.689	0.848
overcoming	पर काबू पाने	0.842	0.765	0.855
overcrowded	भीड़	0.292	0.520	0.491
overdo	अति	0.156	0.864	0.602
overdose	जरूरत से ज्यादा	0.110	0.820	0.468
overdrive	हद से ज़्यादा थकाना	0.303	0.715	0.732
overdue	अतिदेय	0.125	0.427	0.259
overestimate	जिआदा	0.367	0.796	0.444
overestimated	overestimated	0.344	0.646	0.527
overflow	बाढ़	0.398	0.792	0.500
overflowing	बह निकला हुआ	0.439	0.796	0.635
overgrown	ऊंचा हो गया हुआ	0.333	0.500	0.369
overgrowth	ऊंचा हो जाना	0.417	0.790	0.673
overhanging	overhanging	0.698	0.755	0.812
overhaul	ओवरहाल	0.500	0.651	0.491
overhead	भूमि के ऊपर	0.344	0.700	0.538
overhear	सुन पाना	0.650	0.365	0.580
overheated	गरम	0.250	0.598	0.547
overjoyed	मस्त	0.908	0.708	0.755
overkill	overkill	0.379	0.861	0.678
overlaid	मढ़ा	0.620	0.610	0.676
overlap	ओवरलैप	0.594	0.615	0.627
overlapping	अतिव्यापी	0.595	0.578	0.684
overlay	ओवरले	0.564	0.596	0.749
overload	अधिभार	0.381	0.690	0.652
overlook	की अनदेखी	0.292	0.418	0.415
overlord	अधिपति	0.750	0.755	0.932
overlying	overlying	0.500	0.519	0.691
overpaid	अधिक भुगतान	0.429	0.670	0.585
overpass	पुल	0.562	0.561	0.565
overplayed	overplayed	0.224	0.798	0.586
overpower	प्रबल	0.448	0.859	0.783
overpowering	जोरदार	0.392	0.779	0.589
overpriced	अधिक	0.271	0.556	0.472
overprotective	अतिसंरक्षित	0.448	0.673	0.741
overrated	अहंकारी	0.312	0.630	0.482
overreact	अत्यधिक प्रतिक्रिया	0.306	0.912	0.471
override	ओवरराइड	0.316	0.491	0.529
overriding	अधिभावी	0.240	0.490	0.384
overrule	रद्द	0.224	0.412	0.429
overrun	लंघन	0.271	0.764	0.598
oversee	देखरेख	0.541	0.649	0.778
overseer	ओवरसियर	0.552	0.520	0.873
overshadow	छाया में रखना	0.333	0.549	0.654
oversight	निरीक्षण	0.385	0.618	0.723
oversized	बड़े	0.552	0.540	0.679
overslept	overslept	0.408	0.315	0.300
overstate	बढ़ा-चढ़ा	0.281	0.779	0.635
overstock	overstock	0.344	0.592	0.589
overt	अपरोक्ष	0.708	0.326	0.607
overtake	आगे निकल	0.573	0.620	0.718
overtaken	आगे निकल	0.594	0.552	0.702
overthemoon	NO TRANSLATION	0.643	0.531	0.481
overthinker	overthinker	0.430	0.606	0.552
overthinking	अत्यधिक सोच	0.408	0.761	0.525
overthrow	पराभव	0.260	0.868	0.620
overtime	अधिक समय तक	0.447	0.504	0.529
overtired	overtired	0.210	0.357	0.273
overture	प्रस्ताव	0.490	0.402	0.491
overturn	उलट	0.240	0.765	0.396
overview	अवलोकन	0.615	0.380	0.539
overweight	अधिक वजन	0.052	0.500	0.389
overwhelm	पराजित	0.250	0.823	0.462
overwhelmed	अभिभूत	0.341	0.680	0.348
overwhelming	भारी	0.327	0.830	0.640
overworked	overworked	0.133	0.670	0.387
overwrought	अतिव्य्घ्र	0.156	0.900	0.571
overzealous	ज्यादा	0.427	0.804	0.703
owe	देना है	0.500	0.429	0.386
owing	कारण	0.396	0.307	0.381
owl	उल्लू	0.520	0.270	0.321
owner	मालिक	0.776	0.449	0.920
ownership	स्वामित्व	0.628	0.445	0.741
ox	बैल	0.417	0.396	0.412
oxidation	ऑक्सीकरण	0.453	0.415	0.211
oxide	ऑक्साइड	0.354	0.377	0.298
oxygen	ऑक्सीजन	0.908	0.310	0.575
oxymoron	आक्सीमोरण	0.427	0.481	0.398
oyster	सीप	0.500	0.311	0.327
ozone	ओजोन	0.560	0.345	0.518
pace	गति	0.510	0.380	0.390
pacemaker	पेसमेकर	0.448	0.569	0.582
pacific	शांत	0.627	0.118	0.580
pacified	शांत	0.802	0.194	0.414
pacifier	दिलासा देनेवाला	0.615	0.342	0.356
pacifist	शांतिवादी	0.663	0.153	0.557
pacify	शांत करना	0.812	0.283	0.629
pacing	पेसिंग	0.583	0.551	0.491
pack	पैक	0.510	0.347	0.475
package	पैकेज	0.571	0.433	0.443
packaging	पैकेजिंग	0.604	0.393	0.549
packer	लपेटनेवाला	0.520	0.480	0.537
packet	पैकेट	0.582	0.385	0.407
pact	संधि	0.442	0.444	0.593
pad	तकती	0.684	0.279	0.330
padded	गुदगुदा	0.606	0.212	0.371
padding	गद्दी	0.561	0.398	0.423
paddle	चप्पू	0.561	0.375	0.393
paddle boat	पैडल से चलने वाली नाव	0.663	0.373	0.415
paddock	मंडूक	0.480	0.429	0.481
paddy	धान	0.653	0.330	0.330
padlock	ताला	0.459	0.284	0.457
padre	NO TRANSLATION	0.684	0.407	0.647
paean	विजय का गीत	0.552	0.547	0.471
pagan	बुतपरस्त	0.292	0.578	0.542
paganism	बुतपरस्ती	0.240	0.640	0.411
page	पृष्ठ	0.677	0.224	0.278
pageant	तमाशा	0.719	0.667	0.651
pager	पेजर	0.510	0.526	0.554
pagination	पृष्ठ पर अंक लगाना	0.459	0.333	0.400
paging	पेजिंग	0.542	0.398	0.423
pagoda	शिवालय	0.571	0.259	0.435
pail	बाल्टी	0.448	0.177	0.188
pain	दर्द	0.012	0.765	0.395
pained	तप्त	0.112	0.500	0.250
painful	दर्दनाक	0.050	0.742	0.330
painfully	दर्दनाक	0.156	0.720	0.407
painkiller	दर्द निवारक	0.487	0.312	0.481
painless	दर्दरहित	0.785	0.173	0.491
pains	दर्द	0.106	0.673	0.362
painstaking	श्रमसाध्य	0.396	0.335	0.386
paint	रंग	0.667	0.343	0.413
paintball	पेंटबॉल	0.615	0.745	0.537
paintbrush	तूलिका	0.714	0.226	0.353
painted	पेंट	0.667	0.333	0.424
painter	चित्रकार	0.677	0.366	0.487
painting	चित्र	0.792	0.324	0.333
pair	जोड़ा	0.552	0.317	0.304
paisley	पैज़ले	0.531	0.327	0.347
pajama	पजामा	0.908	0.157	0.245
pajamas	पाजामा	0.719	0.170	0.264
pal	दोस्त	0.812	0.426	0.596
palace	महल	0.878	0.510	0.804
palatable	स्वादिष्ट	0.823	0.500	0.594
palate	तालु	0.625	0.350	0.358
pale	पीला	0.281	0.259	0.245
paleontology	जीवाश्म विज्ञान	0.438	0.308	0.617
palette	पैलेट	0.590	0.333	0.205
pall	कष्ट देना	0.277	0.387	0.394
palladium	दुर्ग	0.470	0.380	0.393
pallet	फूस	0.604	0.241	0.349
palliative	शांति देनेवाला	0.548	0.394	0.518
palm	हथेली	0.531	0.194	0.340
palmer	बाज़ीगर	0.480	0.269	0.413
palomino	palomino	0.616	0.349	0.396
palpable	स्पर्शनीय	0.552	0.343	0.611
palpitations	धड़कन	0.417	0.702	0.528
palsy	पक्षाघात	0.083	0.446	0.221
paltry	तुच्छ	0.333	0.491	0.320
pamper	संतुष्ट करना	0.792	0.321	0.348
pamphlet	पुस्तिका	0.530	0.250	0.327
pan	कड़ाही	0.734	0.182	0.364
panacea	रामबाण	0.420	0.427	0.613
panache	कलँगी	0.510	0.363	0.306
pancake	पैनकेक	0.802	0.274	0.364
pancakes	पेनकेक्स	0.844	0.373	0.402
pancreas	अग्न्याशय	0.469	0.302	0.366
panda	पांडा	0.646	0.194	0.406
pandemic	महामारी	0.160	0.790	0.544
pandemonium	विप्लव	0.229	0.885	0.500
pane	फलक	0.385	0.250	0.444
panel	पैनल	0.469	0.321	0.425
pang	NO TRANSLATION	0.146	0.595	0.455
panhandle	भीख मांगने का कार्य	0.441	0.431	0.414
panic	आतंक	0.062	0.938	0.400
panicattack	NO TRANSLATION	0.255	0.724	0.386
panicked	घबरा	0.100	0.949	0.260
panicking	डर	0.094	0.882	0.333
panicky	भगदड़ का	0.284	0.962	0.393
panier	NO TRANSLATION	0.500	0.392	0.380
panorama	चित्रमाला	0.719	0.402	0.625
panoramic	मनोरम	0.542	0.462	0.684
pansy	स्रीवत	0.653	0.283	0.589
pant	पैंट	0.448	0.463	0.409
pantheon	सब देवताओं का मंदिर	0.144	0.410	0.610
panther	तेंदुआ	0.303	0.594	0.682
panties	जाँघिया	0.594	0.529	0.312
pantomime	मूकाभिनय	0.552	0.481	0.385
pantry	कोठार	0.622	0.294	0.312
pants	पैंट	0.673	0.320	0.333
panty	पैंटी	0.451	0.557	0.303
pantyhose	pantyhose	0.570	0.539	0.250
pap	गूदा	0.438	0.403	0.302
papa	पिताजी	0.656	0.340	0.527
papacy	पोप का पद	0.481	0.263	0.553
papal	NO TRANSLATION	0.493	0.304	0.559
papaya	पपीता	0.630	0.306	0.300
paper	कागज़	0.520	0.123	0.293
paperback	किताबचा	0.633	0.269	0.314
paperboy	paperboy	0.521	0.490	0.471
paperweight	काग़ज़ दबाने का धातु इत्यादि का टुकड़ा	0.421	0.278	0.433
paperwork	कागजी कार्रवाई	0.448	0.355	0.422
paprika	लाल शिमला मिर्च	0.417	0.250	0.264
papyrus	पेपिरस	0.459	0.240	0.324
par	NO TRANSLATION	0.615	0.372	0.429
parable	दृष्टांत	0.479	0.357	0.525
parabola	परवलय	0.542	0.413	0.620
parabolic	अणुवृत्त आकार का	0.459	0.509	0.500
parachute	पैराशूट	0.562	0.787	0.564
parade	परेड	0.792	0.685	0.509
paradigm	मिसाल	0.573	0.429	0.779
paradise	स्वर्ग	0.875	0.540	0.796
paradox	विरोधाभास	0.417	0.442	0.482
paradoxical	असत्यवत	0.406	0.547	0.433
paraffin	तेल	0.426	0.291	0.343
paragon	प्रतिद्वंद्वी	0.490	0.431	0.473
paragraph	अनुच्छेद	0.510	0.164	0.269
parakeet	तोता	0.576	0.387	0.227
paralegal	paralegal	0.479	0.470	0.519
parallax	लंबन	0.437	0.394	0.471
parallel	समानांतर	0.568	0.284	0.465
parallelism	समानता	0.549	0.363	0.527
paralysis	पक्षाघात	0.156	0.500	0.305
paralyze	पंगु बना देना	0.188	0.367	0.471
paralyzed	स्तंभित	0.194	0.480	0.198
paramedic	नर्स	0.673	0.464	0.636
paramedics	सहयोगी	0.479	0.594	0.712
paramilitary	अर्धसैनिक	0.154	0.804	0.727
paramount	आला दर्जे का	0.771	0.615	0.902
paranoia	पागलपन	0.146	0.841	0.407
paranoid	पागल	0.122	0.918	0.364
paranormal	असाधारण	0.167	0.814	0.560
parapet	रेलिंग	0.450	0.356	0.279
paraphernalia	सामग्री	0.443	0.726	0.509
paraphrase	संक्षिप्त व्याख्या	0.500	0.375	0.444
paraplegic	व्यक्ति को पक्षाघात	0.188	0.441	0.321
parasite	परजीवी	0.092	0.442	0.324
parasitic	परजीवी	0.037	0.600	0.364
parasol	छत्र	0.604	0.255	0.304
parcel	पार्सल	0.660	0.324	0.411
parcels	पार्सल	0.551	0.445	0.418
parched	सूखा	0.250	0.235	0.255
parchment	चर्मपत्र	0.615	0.228	0.455
pardon	क्षमा करें	0.552	0.413	0.542
pare	NO TRANSLATION	0.500	0.356	0.309
parenchyma	पैरेन्काइमा	0.500	0.399	0.595
parent	माता-पिता	0.812	0.357	0.860
parentage	पितृत्व	0.903	0.382	0.595
parental	पैतृक	0.760	0.430	0.627
parenthesis	NO TRANSLATION	0.510	0.255	0.380
parenthetical	प्रारंभिक	0.490	0.327	0.391
parenthood	पितृत्व	0.750	0.630	0.782
parenting	parenting	0.812	0.520	0.676
pariah	ख़ारिज	0.397	0.478	0.293
parietal	पार्श्विका	0.481	0.333	0.491
paring	कतरन	0.429	0.441	0.324
parish	पल्ली	0.698	0.354	0.582
parity	समानता	0.582	0.406	0.407
park	पार्क	0.816	0.343	0.414
parka	एक प्रकार की खेल-कूद की जाकेट	0.469	0.481	0.395
parking	पार्किंग	0.777	0.469	0.510
parkinsons	Parkinsons	0.104	0.570	0.373
parlance	बोल-चाल	0.510	0.350	0.462
parlay	बाज़ी	0.469	0.611	0.483
parliament	संसद	0.573	0.540	0.858
parliamentary	संसदीय	0.490	0.554	0.755
parlor	बैठक	0.500	0.327	0.366
parmesan	परमेज़न	0.698	0.321	0.382
parody	हास्यानुकृति	0.561	0.651	0.375
parole	पैरोल	0.388	0.620	0.526
parquet	लकड़ी की छत	0.541	0.240	0.422
parrot	तोता	0.588	0.333	0.292
parry	बचाव	0.510	0.404	0.436
parse	पार्स	0.469	0.456	0.667
parsimonious	किफ़ायती	0.417	0.312	0.446
parsimony	बचत	0.449	0.280	0.403
parsley	अजमोद	0.458	0.170	0.291
parson	पादरी	0.583	0.250	0.615
part	अंश	0.663	0.278	0.360
partake	हिस्सा लेना	0.755	0.656	0.629
partial	आंशिक	0.429	0.324	0.348
partiality	पक्षपात	0.375	0.380	0.490
partially	आंशिक रूप से	0.418	0.368	0.396
participant	प्रतिभागी	0.712	0.598	0.613
participate	भाग लेना	0.755	0.580	0.684
participation	भाग लेना	0.781	0.700	0.702
particle	कण	0.521	0.265	0.438
particular	विशेष	0.562	0.402	0.552
particularity	ख़ासियत	0.670	0.434	0.586
particulars	ब्यौरे	0.604	0.348	0.525
parting	जुदाई	0.260	0.542	0.353
partisan	पक्षपातपूर्ण	0.615	0.549	0.669
partisanship	पक्षपात	0.438	0.566	0.551
partition	विभाजन	0.615	0.469	0.567
partly	आंशिक रूप में	0.415	0.410	0.396
partner	साथी	0.673	0.302	0.586
partnership	साझेदारी	0.786	0.387	0.545
partridge	तीतर	0.583	0.415	0.250
parts	भागों	0.459	0.327	0.392
party	पार्टी	0.948	0.840	0.547
pas	NO TRANSLATION	0.490	0.344	0.262
pass	उत्तीर्ण करना	0.510	0.324	0.362
passable	प्रचलित	0.688	0.337	0.633
passage	मार्ग	0.429	0.314	0.370
passageway	दालान	0.490	0.389	0.400
passe	NO TRANSLATION	0.531	0.357	0.426
passenger	यात्री	0.717	0.413	0.481
passim	NO TRANSLATION	0.458	0.491	0.333
passing	मृत्यु	0.458	0.298	0.509
passion	जुनून	0.854	0.865	0.728
passionate	उत्साही के	0.990	0.827	0.731
passive	निष्क्रिय	0.420	0.116	0.241
passivity	सहनशीलता	0.241	0.115	0.246
passkey	सर्व-कुंजी	0.646	0.500	0.791
passport	पासपोर्ट	0.653	0.457	0.682
password	पारण शब्द	0.390	0.356	0.559
past	अतीत	0.490	0.422	0.311
pasta	पास्ता	0.615	0.306	0.375
paste	पेस्ट	0.500	0.556	0.500
pastel	पस्टेल	0.719	0.357	0.367
pastime	शगल	0.677	0.353	0.443
pastor	पादरी	0.698	0.236	0.746
pastrami	पास्त्रामी	0.542	0.415	0.348
pastry	पेस्ट्री	0.870	0.407	0.419
pasture	चरागाह	0.688	0.145	0.170
pasty	लेई की तरह की	0.479	0.363	0.375
pat	थपथपाना	0.418	0.377	0.340
patch	पैच	0.439	0.288	0.283
patchwork	घपला	0.500	0.260	0.325
pate	खोपड़ी	0.406	0.260	0.260
patella	वुटने की चक्की	0.430	0.260	0.342
patent	पेटेंट	0.724	0.391	0.609
patented	पेटेंट	0.571	0.422	0.685
paternal	पैतृक	0.776	0.353	0.755
paternity	पितृत्व	0.704	0.590	0.806
path	पथ	0.590	0.245	0.421
pathetic	दयनीय	0.088	0.464	0.139
pathological	रोग	0.220	0.602	0.580
pathologist	चिकित्सक	0.354	0.552	0.585
pathology	विकृति विज्ञान	0.271	0.560	0.558
pathos	NO TRANSLATION	0.350	0.449	0.462
pathway	मार्ग	0.646	0.410	0.519
patience	धीरज	0.771	0.125	0.387
patient	मरीज	0.583	0.193	0.340
patio	आंगन	0.562	0.245	0.402
patriarch	कुलपति	0.592	0.448	0.898
patriarchal	कुलपति का	0.531	0.500	0.857
patrimony	विरासत	0.719	0.406	0.740
patriot	देश-भक्त	0.771	0.635	0.886
patriotic	देशभक्तिपूर्ण	0.875	0.509	0.933
patriotism	देश प्रेम	0.708	0.635	0.848
patrol	पहरा	0.427	0.664	0.736
patrolman	पुलिस का सिपाही	0.469	0.731	0.884
patron	संरक्षक	0.583	0.451	0.870
patronage	संरक्षण	0.583	0.490	0.583
patronising	संरक्षण	0.439	0.455	0.582
patronize	सहायता देना	0.430	0.451	0.591
patronizing	संरक्षण	0.542	0.365	0.529
patter	गपशप	0.312	0.635	0.451
pattern	पैटर्न	0.479	0.422	0.664
paucity	कमी	0.153	0.453	0.175
pauper	कंगाल	0.260	0.347	0.151
pause	ठहराव	0.429	0.188	0.264
pave	प्रशस्त	0.594	0.490	0.509
pavement	फुटपाथ	0.460	0.353	0.475
pavilion	मंडप	0.583	0.500	0.770
paving	पक्की सड़क	0.408	0.469	0.545
paw	पंजा	0.417	0.360	0.286
pawn	प्यादा	0.390	0.321	0.187
pawnshop	मोहरे की दुकान	0.396	0.439	0.519
pax	शांति	0.551	0.421	0.473
pay	वेतन	0.514	0.588	0.592
payable	देय	0.385	0.480	0.606
payback	कर्ज उतारने	0.459	0.500	0.567
paycheck	पेचेक	0.896	0.630	0.652
payday	payday	0.833	0.741	0.571
payer	दाता	0.313	0.630	0.638
payload	पेलोड	0.612	0.510	0.682
payment	भुगतान	0.629	0.452	0.643
payoff	भुगतान करें	0.740	0.644	0.673
payout	भुगतान	0.646	0.600	0.575
payphone	payphone	0.469	0.360	0.370
payroll	पेरोल	0.521	0.360	0.549
pea	मटर	0.580	0.275	0.298
peace	शांति	0.939	0.156	0.613
peaceable	शांतिप्रिय	0.776	0.134	0.453
peaceful	शांतिपूर्ण	0.867	0.108	0.569
peacefully	शांति से	0.901	0.190	0.639
peacekeeper	peacekeeper	0.865	0.320	0.644
peaceofmind	NO TRANSLATION	0.786	0.160	0.519
peacetime	शांतिमय समय	0.949	0.180	0.579
peach	आड़ू	0.704	0.480	0.272
peachy	आड़ू का	0.755	0.479	0.388
peacock	मोर	0.786	0.449	0.458
peak	शिखर	0.500	0.345	0.431
peaked	नुकीला	0.677	0.704	0.857
